Spend over £25000 - Publication template,,,,,,,,
,,,,,,,,
Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,
Department for Education,National College for Leadership of Schools and Children's Services,30/11/2010,Grants Made,School Leadership Development,Hillyfield Primary School,Collaborative fund Grant,5750.00,
Department for Education,National College for Leadership of Schools and Children's Services,22/11/2010,Grants Made,School Leadership Development,Hillyfield Primary School,Collaborative fund Grant,37607.50,
Department for Education,National College for Leadership of Schools and Children's Services,04/11/2010,Programme Costs,Continuous Leadership Learning,HTI Leadership Centre Ltd,104900,25600.00,
Department for Education,National College for Leadership of Schools and Children's Services,04/11/2010,Programme Costs,Continuous Leadership Learning,HTI Leadership Centre Ltd,104901,45123.21,
Department for Education,National College for Leadership of Schools and Children's Services,23/11/2010,Programme Costs,Continuous Leadership Learning,HTI Leadership Centre Ltd,105385,174300.00,
Department for Education,National College for Leadership of Schools and Children's Services,24/11/2010,Programme Costs,Continuous Leadership Learning,HTI Leadership Centre Ltd,105402,51623.76,
Department for Education,National College for Leadership of Schools and Children's Services,29/11/2010,Programme Costs,Continuous Leadership Learning,HTI Leadership Centre Ltd,105513,123537.04,
Department for Education,National College for Leadership of Schools and Children's Services,19/11/2010,Programme Costs,Continuous Leadership Learning,Institute Of Education,105305,41321.88,
Department for Education,National College for Leadership of Schools and Children's Services,24/11/2010,Grants Made,"Policy, Research & Development",Kent County Cnl,Annual RTF planning grants,28132.00,
Department for Education,National College for Leadership of Schools and Children's Services,30/11/2010,Grants Made,School Leadership Development,Lampton School Sundries Account,Collaborative fund grant,121027.00,
Department for Education,National College for Leadership of Schools and Children's Services,10/11/2010,Programme Costs,Children's Services,Lancaster University,105038,58747.50,
Department for Education,National College for Leadership of Schools and Children's Services,29/11/2010,Software Purchases,Continuous Leadership Learning,LM Matters Ltd,105030,34000.00,
Department for Education,National College for Leadership of Schools and Children's Services,09/11/2010,Irrecoverable Input VAT,Continuous Leadership Learning,LM Matters Ltd,105030,5950.00,
Department for Education,National College for Leadership of Schools and Children's Services,29/11/2010,Grants Made,Children's Services,London Borough of Bexley,2nd Succession planning grant,201513.00,
Department for Education,National College for Leadership of Schools and Children's Services,23/11/2010,Programme Costs,Children's Services,London Metropolitan University,105372,138490.50,
Department for Education,National College for Leadership of Schools and Children's Services,09/11/2010,Programme Costs,School Leadership Development,Manchester Metropolitan Uni,105018,36400.00,
Department for Education,National College for Leadership of Schools and Children's Services,09/11/2010,Programme Costs,School Leadership Development,Manchester Metropolitan Uni,105019,98631.25,
Department for Education,National College for Leadership of Schools and Children's Services,09/11/2010,EHP Liability,Continuous Leadership Learning,Manchester Uni,Nat Col EHP Payment Scheme,3085.05,
Department for Education,National College for Leadership of Schools and Children's Services,17/11/2010,EHP Liability,Continuous Leadership Learning,Manchester Uni,Nat Col EHP Payment Scheme,6536.94,
Department for Education,National College for Leadership of Schools and Children's Services,02/11/2010,EHP Liability,Continuous Leadership Learning,Manchester Uni,Nat Col EHP Payment Scheme,10245.43,
Department for Education,National College for Leadership of Schools and Children's Services,23/11/2010,EHP Liability,Continuous Leadership Learning,Manchester Uni,Nat Col EHP Payment Scheme,13492.38,
Department for Education,National College for Leadership of Schools and Children's Services,30/11/2010,Grants Made,School Leadership Development,"Newton Farm Nursery , First & Middle Sch",Collaborative fund Grant,5750.00
Department for Education,National College for Leadership of Schools and Children's Services,22/11/2010,Grants Made,School Leadership Development,"Newton Farm Nursery , First & Middle Sch",Collaborative fund Grant,20360.00
Department for Education,National College for Leadership of Schools and Children's Services,03/11/2010,Irrecoverable Input VAT,Continuous Leadership Learning,Nord Anglia Education Ltd,104837,16521.75
Department for Education,National College for Leadership of Schools and Children's Services,03/11/2010,Programme Costs,Continuous Leadership Learning,Nord Anglia Education Ltd,104837,94410.00
Department for Education,National College for Leadership of Schools and Children's Services,25/11/2010,Irrecoverable Input VAT,Continuous Leadership Learning,Nord Anglia Education Ltd,105386,14825.48
Department for Education,National College for Leadership of Schools and Children's Services,25/11/2010,Programme Costs,Continuous Leadership Learning,Nord Anglia Education Ltd,105386,84717.00
Department for Education,National College for Leadership of Schools and Children's Services,23/11/2010,Grants Made,School Leadership Development,North Haringey Primary School,Collaborative fund grant,33000.00
Department for Education,National College for Leadership of Schools and Children's Services,01/11/2010,Programme Costs,Children's Services,North Leadership Centre,104769,68750.00
Department for Education,National College for Leadership of Schools and Children's Services,29/11/2010,Grants Made,Children's Services,Nottinghamshire County Cnl,2nd Succession planning grant,76776.00
Department for Education,National College for Leadership of Schools and Children's Services,09/09/2010,"Communications, telephone running costs",Corporate Services,OGC Buying Solutions,103338,-768.54
Department for Education,National College for Leadership of Schools and Children's Services,09/09/2010,Irrecoverable Input VAT,Corporate Services,OGC Buying Solutions,103338,-134.49
Department for Education,National College for Leadership of Schools and Children's Services,02/11/2010,Irrecoverable Input VAT,Corporate Services,OGC Buying Solutions,104840,7078.94
Department for Education,National College for Leadership of Schools and Children's Services,02/11/2010,ICT Running Costs,Corporate Services,OGC Buying Solutions,104840,40451.09
Department for Education,National College for Leadership of Schools and Children's Services,09/11/2010,Irrecoverable Input VAT,"Policy, Research & Development",PricewaterhouseCoopers,105042,4942.47
Department for Education,National College for Leadership of Schools and Children's Services,09/11/2010,Operational Associates,"Policy, Research & Development",PricewaterhouseCoopers,105042,28242.67
Department for Education,National College for Leadership of Schools and Children's Services,30/11/2010,Grants Made,School Leadership Development,Ravens Wood School,Collaborative fund grant,128680.00
Department for Education,National College for Leadership of Schools and Children's Services,29/11/2010,Grants Made,Children's Services,Reading Borough Council,2nd Succession planning grant,98750.00
Department for Education,National College for Leadership of Schools and Children's Services,23/11/2010,Programme Costs,Continuous Leadership Learning,SELT,105379,44248.20
Department for Education,National College for Leadership of Schools and Children's Services,26/11/2010,Programme Costs,Continuous Leadership Learning,SELT,105487,206850.00
Department for Education,National College for Leadership of Schools and Children's Services,09/11/2010,EHP Liability,Continuous Leadership Learning,SELT,Nat Col EHP Payment Scheme,2785.00
Department for Education,National College for Leadership of Schools and Children's Services,17/11/2010,EHP Liability,Continuous Leadership Learning,SELT,Nat Col EHP Payment Scheme,10775.45
Department for Education,National College for Leadership of Schools and Children's Services,23/11/2010,EHP Liability,Continuous Leadership Learning,SELT,Nat Col EHP Payment Scheme,15252.39
Department for Education,National College for Leadership of Schools and Children's Services,02/11/2010,EHP Liability,Continuous Leadership Learning,SELT,Nat Col EHP Payment Scheme,29322.21
Department for Education,National College for Leadership of Schools and Children's Services,01/11/2010,Irrecoverable Input VAT,School Leadership Development,Serco Learning Solutions,104771,4095.84
Department for Education,National College for Leadership of Schools and Children's Services,01/11/2010,Programme Costs,School Leadership Development,Serco Learning Solutions,104771,23404.80
Department for Education,National College for Leadership of Schools and Children's Services,01/11/2010,Irrecoverable Input VAT,School Leadership Development,Serco Learning Solutions,104772,5164.32
Department for Education,National College for Leadership of Schools and Children's Services,01/11/2010,Programme Costs,School Leadership Development,Serco Learning Solutions,104772,29510.40
Department for Education,National College for Leadership of Schools and Children's Services,01/11/2010,Irrecoverable Input VAT,School Leadership Development,Serco Learning Solutions,104779,7462.64
Department for Education,National College for Leadership of Schools and Children's Services,01/11/2010,Programme Costs,School Leadership Development,Serco Learning Solutions,104779,42643.65
Department for Education,National College for Leadership of Schools and Children's Services,08/11/2010,Irrecoverable Input VAT,School Leadership Development,Serco Learning Solutions,104979,9625.00
Department for Education,National College for Leadership of Schools and Children's Services,08/11/2010,Programme Costs,School Leadership Development,Serco Learning Solutions,104979,55000.00
Department for Education,National College for Leadership of Schools and Children's Services,25/11/2010,Irrecoverable Input VAT,Continuous Leadership Learning,Shire Professional Chartered Psychologists,105409,4780.56
Department for Education,National College for Leadership of Schools and Children's Services,25/11/2010,Programme Costs,Continuous Leadership Learning,Shire Professional Chartered Psychologists,105409,27317.50
Department for Education,National College for Leadership of Schools and Children's Services,17/11/2010,Irrecoverable Input VAT,Corporate Services,Sodexo Ltd,105243,27621.40
Department for Education,National College for Leadership of Schools and Children's Services,17/11/2010,Outsourcing,Corporate Services,Sodexo Ltd,105243,157836.16
Department for Education,National College for Leadership of Schools and Children's Services,29/11/2010,Grants Made,Children's Services,South Tyneside Metropolitan Borough Council,2nd Succession planning grant,87368.00
Department for Education,National College for Leadership of Schools and Children's Services,23/11/2010,Grants Made,School Leadership Development,St Georges RC School,Collaborative fund grant,34450.62
Department for Education,National College for Leadership of Schools and Children's Services,29/11/2010,Grants Made,Children's Services,Stoke on Trent Council,2nd Succession planning grant,102763.00
Department for Education,National College for Leadership of Schools and Children's Services,22/11/2010,Grants Made,School Leadership Development,Tidemill Primary Sch,Collaborative fund Grant,28750.00
Department for Education,National College for Leadership of Schools and Children's Services,24/11/2010,Grants Made,"Policy, Research & Development",VT Four S Ltd,Annual RTF planning grants,26000.00
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
