ENTITY,DATE,EXPENSE_AREA_3,EXPENSE_TYPE_3,SUPPLIER,TRANSACTION_NUMBER,AMOUNT
HMCS,01/Dec/2010 ,HZ999-North East and Yorkshire,532000-Tangible GBV - Additions,ASHBROOK CONSTRUCTION SERVICES LTD,1419721,"£27,480.98"
HMCS,01/Dec/2010 ,FZ999-Midlands Region,532000-Tangible GBV - Additions,DALY ENGINEERING SERVICES LTD,1419947,"£64,233.82"
HMCS,01/Dec/2010 ,HZ999-North East and Yorkshire,532000-Tangible GBV - Additions,H. MALONE & SONS LTD,1420129,"£173,226.45"
HMCS,01/Dec/2010 ,EZ999-Wales Region,532000-Tangible GBV - Additions,SMART UK BUILDING SERVICES LTD,1421179,"£34,223.59"
HMCS,03/Dec/2010 ,FZ999-Midlands Region,532000-Tangible GBV - Additions,KERSHAW MECHANICAL SERVICES LTD,1422749,"£82,439.59"
HMCS,03/Dec/2010 ,CZ999-South East Region,532000-Tangible GBV - Additions,NORLAND MANAGED SERVICES LTD,1422858,"£64,547.24"
HMCS,03/Dec/2010 ,HZ999-North East and Yorkshire,532000-Tangible GBV - Additions,STRATEGIC TEAM MAINTENANCE CO LTD,1423023,"£41,285.75"
HMCS,03/Dec/2010 ,CZ999-South East Region,532000-Tangible GBV - Additions,NORLAND MANAGED SERVICES LTD,1422858,"£41,216.29"
HMCS,08/Dec/2010 ,HZ999-North East and Yorkshire,532000-Tangible GBV - Additions,HUGH LS MCCONNELL LTD,1427886,"£32,460.55"
HMCS,08/Dec/2010 ,BZ999-London Region,532000-Tangible GBV - Additions,BRITSPACE MODULAR BUILDINGS LIMITED,1427527,"£1,296,243.34"
HMCS,08/Dec/2010 ,GZ999-North West Region,532000-Tangible GBV - Additions,CMB ENGINEERING,1427600,"£30,586.70"
HMCS,08/Dec/2010 ,BZ999-London Region,532000-Tangible GBV - Additions,METSHAPE LTD,1428074,"£28,644.88"
HMCS,10/Dec/2010 ,DZ999-South West Region,532000-Tangible GBV - Additions,STRUCTURA UK LIMITED,1430664,"£133,108.07"
HMCS,10/Dec/2010 ,EZ999-Wales Region,532000-Tangible GBV - Additions,HENSTAFF CONSTRUCTION LTD,1430395,"£117,093.33"
HMCS,15/Dec/2010 ,EZ999-Wales Region,532000-Tangible GBV - Additions,HENSTAFF CONSTRUCTION LTD,1435189,"£70,039.88"
HMCS,15/Dec/2010 ,FZ999-Midlands Region,532000-Tangible GBV - Additions,TBS MECHANICAL & ELECTRICAL DESIGN & BUILD LTD,1436606,"£35,234.41"
HMCS,15/Dec/2010 ,FZ999-Midlands Region,532000-Tangible GBV - Additions,OAKLAND CONTRACTS LTD,1435475,"£29,187.06"
HMCS,15/Dec/2010 ,DZ999-South West Region,532000-Tangible GBV - Additions,KIER BUILDING SERVICES ENG,266054,"£118,942.02"
HMCS,15/Dec/2010 ,HZ999-North East and Yorkshire,532000-Tangible GBV - Additions,MACHENAIR BUILDING SERVICES LTD,1435355,"£147,783.79"
HMCS,15/Dec/2010 ,BZ999-London Region,532000-Tangible GBV - Additions,LAING O'ROURKE CONSTRUCTION SOUTH LTD,1435304,"£1,749,727.75"
HMCS,17/Dec/2010 ,BZ999-London Region,532000-Tangible GBV - Additions,SKANSEN INTERIORS LTD,1438760,"£44,631.09"
HMCS,17/Dec/2010 ,FZ999-Midlands Region,532000-Tangible GBV - Additions,SITEC INTERIORS LTD,1438759,"£88,125.00"
HMCS,21/Dec/2010 ,BZ999-London Region,532000-Tangible GBV - Additions,NORLAND MANAGED SERVICES LTD,1440849,"£80,956.33"
HMCS,21/Dec/2010 ,GZ999-North West Region,532000-Tangible GBV - Additions,MANCHESTER & CHESHIRE CONSTRUCTION CO LTD,1440778,"£297,110.09"
HMCS,21/Dec/2010 ,EZ999-Wales Region,532000-Tangible GBV - Additions,SC MOORE LTD,1441947,"£72,456.90"
HMCS,21/Dec/2010 ,EZ999-Wales Region,532000-Tangible GBV - Additions,SC MOORE LTD,1441947,"£88,203.89"
HMCS,21/Dec/2010 ,EZ999-Wales Region,532000-Tangible GBV - Additions,HENSTAFF CONSTRUCTION LTD,1440668,"£26,499.49"
HMCS,21/Dec/2010 ,DZ999-South West Region,532000-Tangible GBV - Additions,SIMER ENVIRONMENTAL SERVICES LTD,1441965,"£45,518.44"
HMCS,21/Dec/2010 ,EZ999-Wales Region,532000-Tangible GBV - Additions,HENSTAFF CONSTRUCTION LTD,1440668,"£89,347.45"
HMCS,23/Dec/2010 ,FZ999-Midlands Region,532000-Tangible GBV - Additions,DH FATHERS LTD,1445678,"£320,190.01"
HMCS,23/Dec/2010 ,FZ999-Midlands Region,532000-Tangible GBV - Additions,DH FATHERS LTD,1445678,"£167,375.18"
HMCS,23/Dec/2010 ,GZ999-North West Region,532000-Tangible GBV - Additions,BAILEY MAINTENANCE LTD,1445581,"£35,450.68"
HMCS,23/Dec/2010 ,FZ999-Midlands Region,532000-Tangible GBV - Additions,DH FATHERS LTD,1445678,"£48,169.13"
HMCS,23/Dec/2010 ,FZ999-Midlands Region,532000-Tangible GBV - Additions,JAMES M GREEN & CO LTD,1445771,"£46,298.53"
HMCS,23/Dec/2010 ,BZ999-London Region,532000-Tangible GBV - Additions,METSHAPE LTD,1445827,"£81,982.64"
HMCS,23/Dec/2010 ,FZ999-Midlands Region,532000-Tangible GBV - Additions,KERSHAW MECHANICAL SERVICES LTD,1445782,"£59,113.84"
HMCS,23/Dec/2010 ,FZ999-Midlands Region,532000-Tangible GBV - Additions,KERSHAW MECHANICAL SERVICES LTD,1445782,"£71,629.65"
HMCS,23/Dec/2010 ,HZ999-North East and Yorkshire,532000-Tangible GBV - Additions,MACHENAIR BUILDING SERVICES LTD,1445808,"£91,647.46"
HMCS,23/Dec/2010 ,FZ999-Midlands Region,532000-Tangible GBV - Additions,M W CRIPWELL LTD,1445807,"£72,371.95"
HMCS,23/Dec/2010 ,FZ999-Midlands Region,532000-Tangible GBV - Additions,TBS MECHANICAL & ELECTRICAL DESIGN & BUILD LTD,1447358,"£42,987.28"
HMCS,23/Dec/2010 ,HZ999-North East and Yorkshire,532000-Tangible GBV - Additions,HONEYWELL CONTROL SYSTEMS LTD,1445758,"£32,958.75"
HMCS,23/Dec/2010 ,GZ999-North West Region,532000-Tangible GBV - Additions,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1445833,"£51,227.39"
HMCS,23/Dec/2010 ,HZ999-North East and Yorkshire,532000-Tangible GBV - Additions,INTERSERVE PROJECT SERVICES  LTD,276188,"£80,803.16"
HMCS,29/Dec/2010 ,FZ999-Midlands Region,532000-Tangible GBV - Additions,DALY ENGINEERING SERVICES LTD,1449181,"£166,194.08"
HMCS,29/Dec/2010 ,FZ999-Midlands Region,532000-Tangible GBV - Additions,TBS MECHANICAL & ELECTRICAL DESIGN & BUILD LTD,1449485,"£74,098.92"
HMCS,29/Dec/2010 ,FZ999-Midlands Region,532000-Tangible GBV - Additions,TBS MECHANICAL & ELECTRICAL DESIGN & BUILD LTD,1449485,"£43,400.81"
HMCS,29/Dec/2010 ,FZ999-Midlands Region,532000-Tangible GBV - Additions,ARH GROUP LTD,1449089,"£57,864.52"
HMCS,29/Dec/2010 ,FZ999-Midlands Region,532000-Tangible GBV - Additions,TBS MECHANICAL & ELECTRICAL DESIGN & BUILD LTD,1449485,"£70,519.51"
HMCS,29/Dec/2010 ,GZ999-North West Region,532000-Tangible GBV - Additions,ASCOT SERVICES UK LTD,1449090,"£30,674.55"
HMCS,29/Dec/2010 ,GZ999-North West Region,532000-Tangible GBV - Additions,CARILLION PLANNED MAINTENANCE,1449140,"£41,385.87"
HMCS,29/Dec/2010 ,GZ999-North West Region,532000-Tangible GBV - Additions,ANSA ELEVATORS LTD,1449083,"£31,462.74"
HMCS,29/Dec/2010 ,EZ999-Wales Region,532000-Tangible GBV - Additions,HENSTAFF CONSTRUCTION LTD,1449268,"£28,845.77"
HMCS,29/Dec/2010 ,EZ999-Wales Region,532000-Tangible GBV - Additions,HENSTAFF CONSTRUCTION LTD,1449268,"£89,347.44"
HMCS,29/Dec/2010 ,HZ999-North East and Yorkshire,532000-Tangible GBV - Additions,GARSIDE & LAYCOCK LTD,1449229,"£34,603.75"
HMCS,29/Dec/2010 ,GZ999-North West Region,532000-Tangible GBV - Additions,RCL BUILDING SERVICES LTD,1449420,"£60,210.11"
HMCS,29/Dec/2010 ,FZ999-Midlands Region,532000-Tangible GBV - Additions,AXIS ELEVATORS LTD,1449091,"£26,622.27"
HMCS,29/Dec/2010 ,FZ999-Midlands Region,532000-Tangible GBV - Additions,BEIGHTON CONSTRUCTION LTD,1449104,"£181,360.19"
HMCS,29/Dec/2010 ,FZ999-Midlands Region,532000-Tangible GBV - Additions,KERSHAW MECHANICAL SERVICES LTD,1449302,"£46,357.86"
HMCS,29/Dec/2010 ,GZ999-North West Region,532000-Tangible GBV - Additions,ISG REGIONS LTD,1449288,"£125,863.65"
HMCS,31/Dec/2010 ,CZ999-South East Region,532000-Tangible GBV - Additions,BAILEY MAINTENANCE LTD,1450258,"£25,433.74"
HMCS,31/Dec/2010 ,BZ999-London Region,532000-Tangible GBV - Additions,BRITSPACE MODULAR BUILDINGS LIMITED,1450276,"£983,369.59"
HMCS,31/Dec/2010 ,BZ999-London Region,532000-Tangible GBV - Additions,EUROPEAN ASBESTOS SERVICES,1450346,"£113,011.50"
HMCS,21/Dec/2010 ,AV329-CP-Mag. Courts Operational Bus.sys,532000-Tangible GBV - Additions,LOGICA UK LTD,1440763,"£46,933.03"
HMCS,21/Dec/2010 ,AV329-CP-Mag. Courts Operational Bus.sys,532000-Tangible GBV - Additions,LOGICA UK LTD,1440763,"£52,023.13"
HMCS,23/Dec/2010 ,AV329-CP-Mag. Courts Operational Bus.sys,532000-Tangible GBV - Additions,LOGICA UK LTD,1445803,"£159,901.71"
HMCS,23/Dec/2010 ,AV329-CP-Mag. Courts Operational Bus.sys,532000-Tangible GBV - Additions,LOGICA UK LTD,1445803,"£174,677.19"
HMCS,23/Dec/2010 ,AV329-CP-Mag. Courts Operational Bus.sys,532000-Tangible GBV - Additions,LOGICA UK LTD,1445803,"£123,641.73"
HMCS,23/Dec/2010 ,AV329-CP-Mag. Courts Operational Bus.sys,532000-Tangible GBV - Additions,LOGICA UK LTD,1445803,"£121,427.67"
HMCS,17/Dec/2010 ,AV322-CP Change Management SUPS,532000-Tangible GBV - Additions,ATOS ORIGIN IT SERVICES UK LTD,1438222,"£249,640.50"
HMCS,23/Dec/2010 ,IZ999-RCJ Group,532000-Tangible GBV - Additions,ATOS ORIGIN IT SERVICES UK LTD,1445578,"£181,174.43"
HMCS,21/Dec/2010 ,AV329-CP-Mag. Courts Operational Bus.sys,512000-Intangible GBV - Additions,LOGICA UK LTD,1440763,"£158,531.00"
HMCS,21/Dec/2010 ,AV329-CP-Mag. Courts Operational Bus.sys,512000-Intangible GBV - Additions,LOGICA UK LTD,1440763,"£165,002.74"
HMCS,21/Dec/2010 ,AV329-CP-Mag. Courts Operational Bus.sys,512000-Intangible GBV - Additions,LOGICA UK LTD,1440763,"£166,561.53"
HMCS,01/Dec/2010 ,GZ999-North West Region,610300-Debtors < 1 Year - Deposits & Advances,NEOPOST LTD,1420449,"£108,772.00"
HMCS,08/Dec/2010 ,GZ999-North West Region,610300-Debtors < 1 Year - Deposits & Advances,NEOPOST LTD,1428119,"£164,848.00"
HMCS,15/Dec/2010 ,GZ999-North West Region,610300-Debtors < 1 Year - Deposits & Advances,NEOPOST LTD,1435455,"£130,675.00"
HMCS,17/Dec/2010 ,GZ999-North West Region,610300-Debtors < 1 Year - Deposits & Advances,NEOPOST LTD,1438638,"£106,274.00"
HMCS,29/Dec/2010 ,GZ999-North West Region,610300-Debtors < 1 Year - Deposits & Advances,NEOPOST LTD,1449375,"£150,000.00"
HMCS,01/Dec/2010 ,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,PHILIP J DAVIES (HOLDINGS) PLC,1421029,"£66,681.25"
HMCS,01/Dec/2010 ,IZ999-RCJ Group,610400-Debtors <1 year - Prepayments & Accrued Income,EDDISONS,1420012,"£33,999.80"
HMCS,01/Dec/2010 ,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,EDDISONS,1420012,"£72,500.00"
HMCS,01/Dec/2010 ,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,SYNERGY HUNTINGDON TRUSTEE LTD,1421238,"£359,711.77"
HMCS,01/Dec/2010 ,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,COLLINGWOOD RIGBY,1419896,"£1,148,107.78"
HMCS,01/Dec/2010 ,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,SAVILLS COMMERCIAL LTD,1421138,"£128,549.41"
HMCS,01/Dec/2010 ,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,AYLESBURY CONSERVATIVES,1419738,"£38,750.00"
HMCS,01/Dec/2010 ,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,EVANS EASYSPACE LTD,1420036,"£48,291.03"
HMCS,01/Dec/2010 ,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,EDDISONS,1420012,"£52,875.00"
HMCS,01/Dec/2010 ,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,LAMBERT SMITH HAMPTON,1420296,"£30,498.01"
HMCS,01/Dec/2010 ,IZ999-RCJ Group,610400-Debtors <1 year - Prepayments & Accrued Income,EDDISONS,1420012,"£33,235.10"
HMCS,01/Dec/2010 ,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,KING STURGE LLP,1420285,"£40,063.68"
HMCS,03/Dec/2010 ,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,DURKAN ESTATES LTD,1422590,"£83,718.75"
HMCS,03/Dec/2010 ,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,CBRE RICHARD ELLIS,1422505,"£123,897.58"
HMCS,03/Dec/2010 ,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON & CAPITAL PROPERTIES LTD,1422777,"£134,745.92"
HMCS,03/Dec/2010 ,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON & CAPITAL PROPERTIES LTD,1422777,"£227,603.88"
HMCS,03/Dec/2010 ,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON & CAPITAL PROPERTIES LTD,1422777,"£100,443.41"
HMCS,03/Dec/2010 ,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON & CAPITAL PROPERTIES LTD,1422777,"£135,283.92"
HMCS,03/Dec/2010 ,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON & CAPITAL PROPERTIES LTD,1422777,"£130,994.44"
HMCS,03/Dec/2010 ,EZ999-Wales Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON & CAPITAL PROPERTIES LTD,1422777,"£219,002.96"
HMCS,03/Dec/2010 ,IZ999-RCJ Group,610400-Debtors <1 year - Prepayments & Accrued Income,CLSH MANAGEMENT LIMITED,1422522,"£112,027.12"
HMCS,03/Dec/2010 ,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,MAPELEY BETA ACQUISITION CO LTD,1422793,"£55,371.87"
HMCS,08/Dec/2010 ,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,SWANSTON HOLDINGS,1428373,"£31,137.50"
HMCS,08/Dec/2010 ,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,ABERDEEN PROPERTY INVESTORS,1427396,"£56,014.89"
HMCS,08/Dec/2010 ,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,WORKMAN,1428520,"£89,747.97"
HMCS,08/Dec/2010 ,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,MAYBROOK PROPERTIES LTD,1428050,"£59,675.32"
HMCS,08/Dec/2010 ,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,THE EXILARCH'S FOUNDATION,1428395,"£146,875.00"
HMCS,08/Dec/2010 ,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,SUFFOLKLIFE,1428368,"£32,593.00"
HMCS,08/Dec/2010 ,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,GREAT CAPITAL PARTNERSHIP (GP) LTD,1427787,"£327,531.25"
HMCS,08/Dec/2010 ,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,M J MAPP LTD,1428023,"£101,935.81"
HMCS,08/Dec/2010 ,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDONDERRY ADMINISTRATIVE SERVICES,1428011,"£36,351.56"
HMCS,08/Dec/2010 ,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,GDPP,1427771,"£69,471.88"
HMCS,08/Dec/2010 ,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LLP,1427806,"£70,931.52"
HMCS,08/Dec/2010 ,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,DTZ DEBENHAM TIE LEUNG,1427687,"£28,495.71"
HMCS,08/Dec/2010 ,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,SANDERSON WEATHERALL,1428301,"£32,943.85"
HMCS,08/Dec/2010 ,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,MPS2 LTD,1428105,"£46,206.88"
HMCS,08/Dec/2010 ,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,GREAT CAPITAL PARTNERSHIP (GP) LTD,1427787,"£198,281.25"
HMCS,10/Dec/2010 ,IZ999-RCJ Group,610400-Debtors <1 year - Prepayments & Accrued Income,BERKLEY ESTATES LONDON LTD,1430201,"£1,084,675.75"
HMCS,10/Dec/2010 ,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,RATCLIFFES,1430594,"£91,196.16"
HMCS,15/Dec/2010 ,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,PRICEWATERHOUSE COOPERS LLP,1436417,"£136,688.63"
HMCS,15/Dec/2010 ,EZ999-Wales Region,610400-Debtors <1 year - Prepayments & Accrued Income,PRUDENTIAL PROPERTY INVESTMENT MANAGERS LTD,1436423,"£32,383.01"
HMCS,15/Dec/2010 ,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,PRICEWATERHOUSE COOPERS LLP,1436417,"£146,626.20"
HMCS,15/Dec/2010 ,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,STANDARD LIFE INVESTMENTS,1436570,"£251,995.49"
HMCS,15/Dec/2010 ,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,I ELLINSON & CO,266048,"£41,464.82"
HMCS,15/Dec/2010 ,EZ999-Wales Region,610400-Debtors <1 year - Prepayments & Accrued Income,NB REAL ESTATE,1435453,"£31,604.50"
HMCS,15/Dec/2010 ,EZ999-Wales Region,610400-Debtors <1 year - Prepayments & Accrued Income,NB REAL ESTATE,1435453,"£31,604.50"
HMCS,15/Dec/2010 ,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,PRICEWATERHOUSE COOPERS LLP,1436417,"£146,626.20"
HMCS,17/Dec/2010 ,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,MERCHANT PLACE PROPERTY PARTNERSHIP 36,1438605,"£265,091.46"
HMCS,17/Dec/2010 ,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,JOHN & SANDRA JOSEPH,1438525,"£127,516.87"
HMCS,21/Dec/2010 ,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,GOOD HARVEST GROUP LTD,271463,"£48,269.00"
HMCS,21/Dec/2010 ,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,CP & CJ BROWN,1440521,"£36,718.75"
HMCS,21/Dec/2010 ,EZ999-Wales Region,610400-Debtors <1 year - Prepayments & Accrued Income,SCOTTS PROPERTY LLP,1441950,"£39,656.25"
HMCS,21/Dec/2010 ,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,MORDEN COLLEGE,1440825,"£56,253.13"
HMCS,21/Dec/2010 ,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,ALLIANZ MANAGEMENT SERVICES,1440366,"£33,527.15"
HMCS,21/Dec/2010 ,IZ999-RCJ Group,610400-Debtors <1 year - Prepayments & Accrued Income,JAMES HARE LTD (PROPERTIES DIV),1440708,"£33,530.98"
HMCS,22/Dec/2010 ,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,SCOTTISH WIDOWS PLC,6283,"£620,546.88"
HMCS,23/Dec/2010 ,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,NEWCASTLE UPON TYNE CITY COUNCIL,1445845,"£33,406.84"
HMCS,23/Dec/2010 ,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,OAKLAWN,1445851,"£31,512.18"
HMCS,23/Dec/2010 ,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LLP,1445740,"£35,548.16"
HMCS,29/Dec/2010 ,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,B&HS MANAGEMENT LTD,276660,"£270,143.66"
HMCS,29/Dec/2010 ,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,CBRE RICHARD ELLIS,1449145,"£81,597.29"
HMCS,29/Dec/2010 ,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,JAMES ANDREW RSW,1449290,"£248,081.86"
HMCS,29/Dec/2010 ,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,STANDARD LIFE INVESTMENTS,1449476,"£196,547.81"
HMCS,29/Dec/2010 ,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,HURSTWOOD PROPERTIES (R) LTD,1449285,"£31,494.04"
HMCS,29/Dec/2010 ,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LLP,1449252,"£61,099.58"
HMCS,29/Dec/2010 ,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,MAYFIELD ASSET & PROPERTY MANAGEMENT,1449341,"£25,383.47"
HMCS,29/Dec/2010 ,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,CBRE RICHARD ELLIS,1449145,"£44,062.50"
HMCS,29/Dec/2010 ,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,HERTFORDSHIRE CONSTABULARY,1449269,"£55,695.37"
HMCS,01/Dec/2010 ,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,LAMBERT SMITH HAMPTON,1420297,"£29,990.99"
HMCS,01/Dec/2010 ,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,BNP PARIBAS REAL ESTATE,1419791,"£40,156.94"
HMCS,01/Dec/2010 ,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,SMITH & SONS,1421182,"£25,964.27"
HMCS,01/Dec/2010 ,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,COLLINGWOOD RIGBY,1419895,"£71,552.68"
HMCS,01/Dec/2010 ,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,KING STURGE LLP,1420284,"£47,276.71"
HMCS,01/Dec/2010 ,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,BNP PARIBAS REAL ESTATE,1419790,"£86,050.37"
HMCS,03/Dec/2010 ,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,WARWICKSHIRE COUNTY COUNCIL,1423094,"£28,480.00"
HMCS,03/Dec/2010 ,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,WARWICKSHIRE COUNTY COUNCIL,1423094,"£28,480.00"
HMCS,03/Dec/2010 ,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,OSPREY HOUSE (MANAGEMENT) LTD,1422886,"£27,528.80"
HMCS,03/Dec/2010 ,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,DTZ DEBENHAM TIE LEUNG,1422588,"£260,383.28"
HMCS,29/Dec/2010 ,EZ999-Wales Region,610400-Debtors <1 year - Prepayments & Accrued Income,NEWPORT CITY COUNCIL,1449376,"£32,015.99"
HMCS,23/Dec/2010 ,IZ999-RCJ Group,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1445326,"£515,125.00"
HMCS,23/Dec/2010 ,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,WINCHESTER CITY COUNCIL,1445546,"£32,093.28"
HMCS,23/Dec/2010 ,IZ999-RCJ Group,610400-Debtors <1 year - Prepayments & Accrued Income,LEEDS CITY COUNCIL,1445402,"£39,951.00"
HMCS,23/Dec/2010 ,EZ999-Wales Region,610400-Debtors <1 year - Prepayments & Accrued Income,PEMBROKESHIRE COUNTY COUNCIL,1445464,"£140,540.21"
HMCS,23/Dec/2010 ,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF LINCOLN COUNCIL,1445323,"£177,204.91"
HMCS,23/Dec/2010 ,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,NORTH LINCOLNSHIRE COUNCIL,1445453,"£79,769.63"
HMCS,23/Dec/2010 ,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,NORTH LINCOLNSHIRE COUNCIL,1445453,"£64,832.47"
HMCS,23/Dec/2010 ,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,WEST BERKSHIRE DISTRICT COUNCIL,1445537,"£90,501.35"
HMCS,23/Dec/2010 ,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,HARROGATE BOROUGH COUNCIL,1445385,"£42,320.11"
HMCS,23/Dec/2010 ,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,HALTON BOROUGH COUNCIL,1445381,"£32,438.34"
HMCS,23/Dec/2010 ,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,HULL CITY COUNCIL,1445392,"£28,744.23"
HMCS,23/Dec/2010 ,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CROYDON COUNCIL,1445341,"£65,468.47"
HMCS,23/Dec/2010 ,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CROYDON COUNCIL,1445341,"£31,011.11"
HMCS,23/Dec/2010 ,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,CANTERBURY CITY COUNCIL,1445308,"£36,750.70"
HMCS,23/Dec/2010 ,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,NORTHAMPTON BOROUGH COUNCIL,1445458,"£35,154.81"
HMCS,23/Dec/2010 ,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,READING BOROUGH COUNCIL,1445471,"£43,938.19"
HMCS,23/Dec/2010 ,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,LEEDS CITY COUNCIL,1445402,"£46,321.63"
HMCS,23/Dec/2010 ,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,LEEDS CITY COUNCIL,1445402,"£59,969.97"
