"Department of Health, September 2013, spend over £25,000",,,,,,,,,,,,,
Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description,Supplier Site Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,QUEEN MARY AND WESTFIELD COLLEGE,ERS-503282-78939,"£23,715.00",NIHR Fellowships,E1 2AX,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,QUEEN MARY AND WESTFIELD COLLEGE,ERS-503282-78939,"£12,997.13",Integrated Academic Training,E1 2AX,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,QUEEN MARY AND WESTFIELD COLLEGE,ERS-503282-78939,"£12,913.79",Integrated Academic Training,E1 2AX,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,QUEEN MARY AND WESTFIELD COLLEGE,ERS-503282-78939,"£26,154.00",NIHR Fellowships,E1 2AX,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,QUEEN MARY AND WESTFIELD COLLEGE,ERS-503282-78939,"£45,473.00",Clinician Scientist Awards,E1 2AX,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,SHEFFIELD UNIVERSITY OF,ERS-503296-78940,"£25,184.00",NIHR Fellowships,S10 2UH,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,SHEFFIELD UNIVERSITY OF,ERS-503296-78940,"£29,102.00",NIHR Fellowships,S10 2UH,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,SHEFFIELD UNIVERSITY OF,ERS-503296-78940,"£17,050.00",NIHR Fellowships,S10 2UH,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,SHEFFIELD UNIVERSITY OF,ERS-503296-78940,"£24,475.00",NIHR Fellowships,S10 2UH,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,SHEFFIELD UNIVERSITY OF,ERS-503296-78940,£759.00,NIHR Biomedical Research Fellowship,S10 2UH,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,SHEFFIELD UNIVERSITY OF,ERS-503296-78940,"£37,315.00",NIHR Biomedical Research Fellowship,S10 2UH,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,SHEFFIELD UNIVERSITY OF,ERS-503296-78940,"£11,240.05",NIHR Biomedical Research Fellowship,S10 2UH,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,SHEFFIELD UNIVERSITY OF,ERS-503296-78940,"£6,935.04",NIHR Biomedical Research Fellowship,S10 2UH,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,SHEFFIELD UNIVERSITY OF,ERS-503296-78940,"£21,865.00",NIHR Fellowships,S10 2UH,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,SHEFFIELD UNIVERSITY OF,ERS-503296-78940,"£21,062.00",NIHR Fellowships,S10 2UH,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,SHEFFIELD UNIVERSITY OF,ERS-503296-78940,"£23,875.00",Targeted Capacity Building,S10 2UH,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,SHEFFIELD UNIVERSITY OF,ERS-503296-78940,"£75,200.00",Targeted Capacity Building,S10 2UH,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,SOUTHAMPTON UNIVERSITY OF,ERS-503302-78941,"£22,836.65",NIHR Fellowships,SO17 1BJ,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,SOUTHAMPTON UNIVERSITY OF,ERS-503302-78941,"£23,276.00",NIHR Fellowships,SO17 1BJ,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,SOUTHAMPTON UNIVERSITY OF,ERS-503302-78941,"£23,831.00",NIHR Fellowships,SO17 1BJ,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,SOUTHAMPTON UNIVERSITY OF,ERS-503302-78941,"£10,003.00",NIHR Fellowships,SO17 1BJ,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,SOUTHAMPTON UNIVERSITY OF,ERS-503302-78941,"£13,706.75",Integrated Academic Training,SO17 1BJ,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,ST GEORGES HOSPITAL MEDICAL SCHOOL,ERS-503306-78942,"£37,040.00",Clinician Scientist Awards,SW17 0RE,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON UCL,ERS-503321-78932,"£65,283.00",NIHR Fellowships,WC1E 6BT,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON UCL,ERS-503321-78932,"£18,478.00",NIHR Fellowships,WC1E 6BT,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON UCL,ERS-503321-78932,"£24,889.00",NIHR Fellowships,WC1E 6BT,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON UCL,ERS-503321-78932,"£20,615.00",Expand Fellowships,WC1E 6BT,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON UCL,ERS-503321-78932,"£53,961.00",NIHR Fellowships,WC1E 6BT,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON UCL,ERS-503321-78932,"£14,090.63",Integrated Academic Training,WC1E 6BT,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON UCL,ERS-503321-78932,"£30,693.00",NIHR Fellowships,WC1E 6BT,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON UCL,ERS-503321-78932,"£9,547.75",Integrated Academic Training,WC1E 6BT,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON UCL,ERS-503321-78932,"£11,937.00",Targeted Capacity Building,WC1E 6BT,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON UCL,ERS-503321-78932,"£21,221.00",NIHR Fellowships,WC1E 6BT,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON UCL,ERS-503321-78932,"£19,019.00",NIHR Fellowships,WC1E 6BT,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON UCL,ERS-503321-78932,"£22,911.00",NIHR Fellowships,WC1E 6BT,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON UCL,ERS-503321-78932,"£45,586.00",Clinician Scientist Awards,WC1E 6BT,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON UCL,ERS-503321-78932,"£37,040.00",NIHR Fellowships,WC1E 6BT,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON UCL,ERS-503321-78932,"£31,161.00",NIHR Fellowships,WC1E 6BT,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON UCL,ERS-503321-78932,"£53,024.00",Clinician Scientist Awards,WC1E 6BT,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON UCL,ERS-503321-78932,"£22,295.00",NIHR Fellowships,WC1E 6BT,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,UNIVERSITY OF CENTRAL LANCASHIRE HEC,ERS-503330-78928,"£11,937.00",Targeted Capacity Building,PR1 2HE,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,UNIVERSITY OF CENTRAL LANCASHIRE HEC,ERS-503330-78928,"£31,752.00",NIHR Fellowships,PR1 2HE,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,WARWICK UNIVERSITY OF,ERS-503333-78944,"£22,351.00",NIHR Fellowships,CV4 7AL,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,WARWICK UNIVERSITY OF,ERS-503333-78944,"£21,902.00",NIHR Fellowships,CV4 7AL,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,YORK UNIVERSITY OF,ERS-503339-78946,"£28,932.27",NIHR Fellowships,YO10 5DD,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,YORK UNIVERSITY OF,ERS-503339-78946,"£22,356.00",NIHR Fellowships,YO10 5DD,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,YORK UNIVERSITY OF,ERS-503339-78946,"£140,080.00",Targeted Capacity Building,YO10 5DD,PUBLIC,,,Programme
Department of Health,Department of Health,30/09/2013,Research & development,DG: RDD,SHEFFIELD UNIVERSITY OF,ERS-504597-79622,"£246,597.00",PRU,S10 2UH,PUBLIC,,,Programme
Department of Health,Department of Health,18/09/2013,Training (Learning and Development),DG: SCLGCP,OXFORD SAID BUSINESS SCHOOL LTD,35254,"£30,000.00",MPLA Cohort 4 training,OX1 5NY,PUBLIC,,,Admin
Department of Health,Department of Health,30/09/2013,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-504582-79591,"£38,161.15",HTA Researcher Lead,NE1 7RU,PUBLIC,,,Programme
Department of Health,Department of Health,18/09/2013,Outsourcing Contract,DG: RDD,LEEDS UNIVERSITY OF,90184932,"£68,640.00",NHS CfH - Research Capability Programme ( E-health ),LS2 9JT,PUBLIC,,,Programme
Department of Health,Department of Health,18/09/2013,Outsourcing Contract,DG: RDD,LEEDS UNIVERSITY OF,90184932,"£18,360.00",NHS CfH - Research Capability Programme ( E-health ),LS2 9JT,PUBLIC,,,Programme
Department of Health,Department of Health,18/09/2013,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-503567-79008,"£28,075.00",NIHR Fellowships,WC1E 7HT,PUBLIC,,,Programme
Department of Health,Department of Health,18/09/2013,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,ERS-503573-79006,"£34,285.00",NIHR Fellowships,BS8 1TH,PUBLIC,,,Programme
Department of Health,Department of Health,18/09/2013,Research & development,DG: RDD,KINGS COLLEGE LONDON,ERS-503574-79011,"£32,061.00",Clinician Scientist Awards,SE1 8WA,PUBLIC,,,Programme
Department of Health,Department of Health,18/09/2013,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON UCL,ERS-503575-79012,"£65,808.00",Professorship Awards,WC1E 6BT,PUBLIC,,,Programme
Department of Health,Department of Health,18/09/2013,Research & development,DG: RDD,EXETER UNIVERSITY OF,ERS-503576-79007,"£26,660.00",NIHR Fellowships,EX4 4QJ,PUBLIC,,,Programme
Department of Health,Department of Health,18/09/2013,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON UCL,ERS-503577-79013,"£65,893.00",Professorship Awards,WC1E 6BT,PUBLIC,,,Programme
Department of Health,Department of Health,18/09/2013,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-503580-79015,"£81,868.20",PROJECTS,OX1 2XN,PUBLIC,,,Programme
Department of Health,Department of Health,18/09/2013,Capital Grants to local authorities,DG: GOAD,STOCKPORT METROPOLITAN BOROUGH COUNCIL,ERS-503621-79021,"£755,217.00",Section 31. Grant. Improving the Environment of Care for People with Dementia,SK1 3XE,PUBLIC,,,Programme
Department of Health,Department of Health,18/09/2013,Capital Grants to local authorities,DG: GOAD,NORTH SOMERSET COUNCIL,ERS-503626-79022,"£124,675.00",Section 31. Grant. Improving the Environment of Care for People with Dementia,BS23 1LL,PUBLIC,,,Programme
Department of Health,Department of Health,18/09/2013,Capital Grants to local authorities,DG: GOAD,DURHAM COUNTY COUNCIL,ERS-503628-79023,"£144,100.00",Section 31. Grant. BROCKWELL COURT. Improving the Environment of Care for People with Dementia,DH1 5UL,PUBLIC,,,Programme
Department of Health,Department of Health,18/09/2013,Capital Grants to local authorities,DG: GOAD,DURHAM COUNTY COUNCIL,ERS-503631-79024,"£498,600.00",Section 31. Grant. BISHOPGATE LODGE. Improving the Environment of Care for People with Dementia,DH1 5UL,PUBLIC,,,Programme
Department of Health,Department of Health,18/09/2013,Capital Grants to local authorities,DG: GOAD,DURHAM COUNTY COUNCIL,ERS-503633-79041,"£258,720.00",Section 31. Grant. HOSPITAL OF GOD. Improving the Environment of Care for People with Dementia,DH1 5UL,PUBLIC,,,Programme
Department of Health,Department of Health,18/09/2013,Capital Grants to local authorities,DG: GOAD,KNOWSLEY METROPOLITAN BOROUGH COUNCIL,ERS-503637-79061,"£596,340.00",Section 31. Grant. KIRBY HOUSE AND ROBY LODGE. Improving the Environment of Care for People with Dementia,L36 9YZ,PUBLIC,,,Programme
Department of Health,Department of Health,18/09/2013,Capital Grants to local authorities,DG: GOAD,KNOWSLEY METROPOLITAN BOROUGH COUNCIL,ERS-503638-79062,"£786,900.00",Section 31. Grant. KNOWSLEY MANOR. Improving the Environment of Care for People with Dementia,L36 9YZ,PUBLIC,,,Programme
Department of Health,Department of Health,18/09/2013,Capital Grants to local authorities,DG: GOAD,KNOWSLEY METROPOLITAN BOROUGH COUNCIL,ERS-503639-79063,"£44,643.00",Section 31. Grant. DEANSGROVE. Improving the Environment of Care for People with Dementia,L36 9YZ,PUBLIC,,,Programme
Department of Health,Department of Health,18/09/2013,Capital Grants to local authorities,DG: GOAD,HACKNEY LONDON BOROUGH COUNCIL,ERS-503641-79064,"£155,584.00",Section 31. Grant. Improving the Environment of Care for People with Dementia,E8 4RU,PUBLIC,,,Programme
Department of Health,Department of Health,18/09/2013,Capital Grants to local authorities,DG: GOAD,CUMBRIA COUNTY COUNCIL,ERS-503643-79065,"£227,400.00",Section 31. Grant. Improving the Environment of Care for People with Dementia,CA3 8NA,PUBLIC,,,Programme
Department of Health,Department of Health,18/09/2013,Capital Grants to local authorities,DG: GOAD,DURHAM COUNTY COUNCIL,ERS-503649-79067,"£25,000.00",Section 31. Grant. ABIGAIL LODGE. Improving the Environment of Care for People with Dementia,DH1 5UL,PUBLIC,,,Programme
Department of Health,Department of Health,18/09/2013,Capital Grants to local authorities,DG: GOAD,DURHAM COUNTY COUNCIL,ERS-503657-79070,"£34,085.00",Section 31. Grant. STANLEY PARK. Improving the Environment of Care for People with Dementia,DH1 5UL,PUBLIC,,,Programme
Department of Health,Department of Health,18/09/2013,Capital Grants to local authorities,DG: GOAD,DURHAM COUNTY COUNCIL,ERS-503658-79071,"£40,597.00",Section 31. Grant. REDWELL HILLS. Improving the Environment of Care for People with Dementia,DH1 5UL,PUBLIC,,,Programme
Department of Health,Department of Health,18/09/2013,Capital Grants to local authorities,DG: GOAD,HAVERING LONDON BOROUGH COUNCIL,ERS-503659-79072,"£237,000.00",Section 31. Grant. Improving the Environment of Care for People with Dementia,RM1 3BB,PUBLIC,,,Programme
Department of Health,Department of Health,18/09/2013,Capital Grants to local authorities,DG: GOAD,MERTON BOROUGH COUNCIL,ERS-503660-79073,"£357,000.00",Section 31. Grant. Improving the Environment of Care for People with Dementia,SM4 5DX,PUBLIC,,,Programme
Department of Health,Department of Health,18/09/2013,Capital Grants to local authorities,DG: GOAD,STOCKTON-ON-TEES BOROUGH COUNCIL,ERS-503661-79074,"£576,546.00",Section 31. Grant. Improving the Environment of Care for People with Dementia,TS23 2YD,PUBLIC,,,Programme
Department of Health,Department of Health,18/09/2013,Capital Grants to local authorities,DG: GOAD,SUFFOLK COUNTY COUNCIL,ERS-503662-79075,"£960,000.00",Section 31. Grant. Improving the Environment of Care for People with Dementia,IP1 2DH,PUBLIC,,,Programme
Department of Health,Department of Health,18/09/2013,Capital Grants to local authorities,DG: GOAD,COVENTRY CITY COUNCIL,ERS-503665-79076,"£370,000.00",Section 31. Grant. Improving the Environment of Care for People with Dementia37,CV1 5RR,PUBLIC,,,Programme
Department of Health,Department of Health,18/09/2013,Capital Grants to local authorities,DG: GOAD,REDCAR AND CLEVELAND BOROUGH COUNCIL,ERS-503666-79077,"£237,000.00",Section 31. Grant. Improving the Environment of Care for People with Dementia,TS6 9AR,PUBLIC,,,Programme
Department of Health,Department of Health,18/09/2013,Capital Grants to local authorities,DG: GOAD,BEDFORD BOROUGH COUNCIL,ERS-503667-79078,"£987,363.00",Section 31. Grant. Improving the Environment of Care for People with Dementia,MK40 1SH,PUBLIC,,,Programme
Department of Health,Department of Health,18/09/2013,Capital Grants to local authorities,DG: GOAD,ISLE OF WIGHT COUNCIL,ERS-503668-79079,"£588,329.00",Section 31. Grant. Improving the Environment of Care for People with Dementia,ISLE OF WIGHT,PUBLIC,,,Programme
Department of Health,Department of Health,19/09/2013,Other programme expenditure,DG: ERD,ACADEMY OF MEDICAL ROYAL COLLEGES (AOMRC),11/255,"£165,000.00",Medical Training Initiative: funding for allocation to medical royal colleges 2013/14,EC1V 0DB,PUBLIC,,,Programme
Department of Health,Department of Health,19/09/2013,Revenue Grants to local authorities,DG: SCLGCP,BARKING AND DAGENHAM LONDON BOROUGH COUNCIL,ERS-499701-77221REPAID,"£59,058.00",LASSL(DH)(2013)2 Implementation of the Zero-based review,RM10 7BY,PUBLIC,,,Programme
Department of Health,Department of Health,19/09/2013,Capital Grants to local authorities,DG: GOAD,BRIGHTON AND HOVE CITY COUNCIL,ERS-503729-79081,"£980,000.00",Grant - section 31- Improving the care for people with dementia,BN3 2SR,PUBLIC,,,Programme
Department of Health,Department of Health,19/09/2013,Capital Grants to local authorities,DG: GOAD,BURY METROPOLITAN BOROUGH COUNCIL,ERS-503731-79082,"£950,000.00",Grant - section 31- Improving the care for people with dementia,BL9 0SP,PUBLIC,,,Programme
Department of Health,Department of Health,19/09/2013,Capital Grants to local authorities,DG: GOAD,BRADFORD CITY COUNCIL,ERS-503734-79101,"£617,246.00",Section 31 Grant - Bradford council - Dementia friendly Environments grant,BD1 1HX,PUBLIC,,,Programme
Department of Health,Department of Health,19/09/2013,Capital Grants to local authorities,DG: GOAD,DERBY CITY COUNCIL,ERS-503736-79102,"£1,000,000.00",Section 31 Grant - Derby Council - Dementia Friendly Environments Grant,DE1 2FS,PUBLIC,,,Programme
Department of Health,Department of Health,19/09/2013,Capital Grants to local authorities,DG: GOAD,MILTON KEYNES COUNCIL,ERS-503738-79103,"£345,000.00",Section 31 Grant - Milton Keynes Council-DEMENTIA FRIENDLY ENVIRONMENTS GRANT,MK9 3HS,PUBLIC,,,Programme
