"Department of Health, September 2013, spend over £25,000",,,,,,,,,,,,,
Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description,Supplier Site Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health,Department of Health,12/09/2013,Outsourcing Contract,DG: SCLGCP,LOCAL GOVERNMENT ASSOCIATION,40209860,"£1,925,000.00",LGA Health & Wellbeing Improvement Support Programme,SW1P 3HZ,SME,,,Programme
Department of Health,Department of Health,12/09/2013,Professional fees,DG: ERD,GOVERNMENT ACTUARYS DEPARTMENT (GAD),SINV/00019738,"£82,003.26",GAD Payments for 2013/14,EC4A 1AB,PUBLIC,,,Admin
Department of Health,Department of Health,13/09/2013,Carbon Offestting for Travel,DG: GOAD,DEPARTMENT OF ENERGY AND CLIMATE CHANGE (DECC),CRC4319174,"£81,660.00",DH - CRC 2012/13 Energy Offsetting Payment (Energy Efficiency Scheme).,SW1A 2AW,PUBLIC,,,Admin
Department of Health,Department of Health,13/09/2013,Contractor/Staff Substitution,DG: SCLGCP,HOMES AND COMMUNITIES AGENCY (HCA),S0010095,"£28,477.27",Homes & Communities Agency management fee 13/14 - Capital Housing Fund cc:20003,NE11 0NA,PUBLIC,,,Programme
Department of Health,Department of Health,30/09/2013,Capital Grants to local authorities,DG: GOAD,CORNWALL COUNTY COUNCIL,ERS-504607-79641,"£595,631.00",Section 31 grant- Cornwall Council - Dementia Friendly Environments Grant,TR1 3AY,PUBLIC,,,Programme
Department of Health,Department of Health,30/09/2013,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-504598-79621,"£34,900.00",NIHR Fellowships,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Policy Payments,DG: PHD,RURAL PAYMENTS AGENCY (RPA),335140,"£60,389.85",Rural Payments Agency (RPA) - National Top-UP of the EU School Milk Scheme Co-Funding 2012/13,RG13BV,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,ACADEMY OF MEDICAL SCIENCES,ERS-503121-78917,"£31,643.00",Integrated Academic Training,W1B 1QH,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,ERS-503131-78918,"£75,176.00",Professorship Awards,B15 2TT,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,ERS-503131-78918,"£48,845.00",Clinician Scientist Awards,B15 2TT,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,ERS-503131-78918,"£15,511.00",NIHR Fellowships,B15 2TT,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,ERS-503131-78918,"£11,938.00",Targeted Capacity Building,B15 2TT,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,ERS-503131-78918,"£21,620.00",NIHR Fellowships,B15 2TT,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,ERS-503131-78918,"£12,585.00",NIHR Fellowships,B15 2TT,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,ERS-503131-78918,"£102,442.00",Health Economics Unit,B15 2TT,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,ERS-503138-78919,"£19,175.00",Expand Fellowships,BS8 1TH,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,ERS-503138-78919,"£19,551.00",NIHR Fellowships,BS8 1TH,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,ERS-503138-78919,"£18,634.00",NIHR Fellowships,BS8 1TH,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,ERS-503138-78919,"£24,219.00",NIHR Fellowships,BS8 1TH,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,ERS-503138-78919,"£28,285.00",NIHR Fellowships,BS8 1TH,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,ERS-503138-78919,"£23,106.00",NIHR Fellowships,BS8 1TH,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,ERS-503138-78919,"£25,505.00",NIHR Fellowships,BS8 1TH,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,ERS-503138-78919,"£24,230.00",NIHR Fellowships,BS8 1TH,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,ERS-503138-78919,"£21,049.00",NIHR Fellowships,BS8 1TH,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,ERS-503138-78919,"£11,807.00",NIHR Fellowships,BS8 1TH,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,ERS-503138-78919,"£12,307.00",NIHR Fellowships,BS8 1TH,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,ERS-503138-78919,"£10,829.00",NIHR Fellowships,BS8 1TH,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,ERS-503138-78919,"£42,285.00",Clinician Scientist Awards,BS8 1TH,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,ERS-503138-78919,"£384,852.00",Cancer - Prostate,BS8 1TH,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,ERS-503144-78920,"£58,627.00",Clinician Scientist Awards,CB2 1TN,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,ERS-503144-78920,"£38,373.00",NIHR Fellowships,CB2 1TN,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,ERS-503144-78920,"£78,724.00",Professorship Awards,CB2 1TN,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,ERS-503144-78920,"£40,768.00",NIHR Fellowships,CB2 1TN,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,ERS-503144-78920,"£11,937.00",Targeted Capacity Building,CB2 1TN,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,ERS-503144-78920,"£8,906.00",Clinician Scientist Awards,CB2 1TN,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,CITY UNIVERSITY,ERS-503153-78921,"£96,760.00",Targeted Capacity Building,EC1V 0HB,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,CITY UNIVERSITY,ERS-503153-78921,"£24,584.00",NIHR Fellowships,EC1V 0HB,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,EAST ANGLIA UNIVERSITY OF,ERS-503162-78922,"£10,516.00",NIHR Fellowships,NR4 7TJ,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,EAST ANGLIA UNIVERSITY OF,ERS-503162-78922,"£41,000.00",NIHR Fellowships,NR4 7TJ,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,EAST ANGLIA UNIVERSITY OF,ERS-503162-78922,"£20,298.00",NIHR Fellowships,NR4 7TJ,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,EAST ANGLIA UNIVERSITY OF,ERS-503162-78922,"£28,180.00",NIHR Fellowships,NR4 7TJ,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,EXETER UNIVERSITY OF,ERS-503170-78923,"£27,422.00",NIHR Fellowships,EX4 4QJ,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,EXETER UNIVERSITY OF,ERS-503170-78923,"£35,346.00",NIHR Fellowships,EX4 4QJ,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-503180-78925,"£21,182.00",Expand Fellowships,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-503180-78925,"£33,912.00",NIHR Fellowships,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-503180-78925,"£31,603.00",NIHR Fellowships,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-503180-78925,"£84,877.00",Professorship Awards,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-503180-78925,"£12,659.13",Integrated Academic Training,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-503180-78925,"£12,659.13",Integrated Academic Training,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-503180-78925,"£31,207.00",NIHR Fellowships,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-503180-78925,"£57,990.00",Professorship Awards,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-503180-78925,"£6,015.00",Targeted Capacity Building,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-503180-78925,"£11,937.00",Targeted Capacity Building,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-503180-78925,"£51,530.00",NIHR Fellowships,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-503180-78925,"£47,616.00",NIHR Fellowships,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-503180-78925,"£65,508.00",NIHR Fellowships,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-503180-78925,"£28,878.00",Clinician Scientist Awards,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-503180-78925,"£21,939.38",NIHR Fellowships,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,KEELE UNIVERSITY OF,ERS-503181-78926,"£23,886.00",NIHR Fellowships,ST5 5BG,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,KEELE UNIVERSITY OF,ERS-503181-78926,"£35,435.00",Professorship Awards,ST5 5BG,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,KEELE UNIVERSITY OF,ERS-503181-78926,"£35,763.00",NIHR Fellowships,ST5 5BG,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,KEELE UNIVERSITY OF,ERS-503181-78926,"£11,161.00",NIHR Fellowships,ST5 5BG,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,KINGS COLLEGE LONDON,ERS-503185-78927,"£23,889.00",NIHR Fellowships,SE1 8WA,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,KINGS COLLEGE LONDON,ERS-503185-78927,"£16,622.00",Expand Fellowships,SE1 8WA,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,KINGS COLLEGE LONDON,ERS-503185-78927,"£26,670.00",NIHR Fellowships,SE1 8WA,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,KINGS COLLEGE LONDON,ERS-503185-78927,"£11,937.00",Targeted Capacity Building,SE1 8WA,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,KINGS COLLEGE LONDON,ERS-503185-78927,"£7,265.00",NIHR Fellowships,SE1 8WA,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,KINGS COLLEGE LONDON,ERS-503185-78927,"£33,208.00",NIHR Fellowships,SE1 8WA,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,KINGS COLLEGE LONDON,ERS-503185-78927,"£21,076.00",NIHR Fellowships,SE1 8WA,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,KINGS COLLEGE LONDON,ERS-503185-78927,"£24,532.00",NIHR Fellowships,SE1 8WA,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,KINGS COLLEGE LONDON,ERS-503185-78927,"£24,097.00",NIHR Fellowships,SE1 8WA,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,KINGS COLLEGE LONDON,ERS-503185-78927,"£25,632.00",NIHR Fellowships,SE1 8WA,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,KINGS COLLEGE LONDON,ERS-503185-78927,"£20,776.00",NIHR Fellowships,SE1 8WA,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,KINGS COLLEGE LONDON,ERS-503185-78927,"£35,410.00",NIHR Fellowships,SE1 8WA,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,KINGS COLLEGE LONDON,ERS-503185-78927,"£30,000.00",NIHR Fellowships,SE1 8WA,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,KINGS COLLEGE LONDON,ERS-503185-78927,"£16,073.00",NIHR Fellowships,SE1 8WA,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,KINGS COLLEGE LONDON,ERS-503185-78927,"£23,658.00",Clinician Scientist Awards,SE1 8WA,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,KINGS COLLEGE LONDON,ERS-503185-78927,"£43,541.00",Clinician Scientist Awards,SE1 8WA,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-503191-78929,"£50,158.00",Clinician Scientist Awards,LS2 9JT,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-503191-78929,"£27,622.00",Clinician Scientist Awards,LS2 9JT,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-503191-78929,"£22,898.00",NIHR Fellowships,LS2 9JT,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-503191-78929,"£75,205.00",Professorship Awards,LS2 9JT,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-503191-78929,"£13,155.00",NIHR Fellowships,LS2 9JT,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-503191-78929,"£25,754.00",NIHR Fellowships,LS2 9JT,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-503191-78929,"£11,511.00",Integrated Academic Training,LS2 9JT,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-503191-78929,"£26,314.00",Clinician Scientist Awards,LS2 9JT,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-503191-78929,"£38,384.00",Clinician Scientist Awards,LS2 9JT,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-503191-78929,"£15,787.00",NIHR Fellowships,LS2 9JT,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-503191-78929,"£46,420.00",Clinician Scientist Awards,LS2 9JT,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,LEICESTER UNIVERSITY OF,ERS-503192-78930,"£23,875.00",Targeted Capacity Building,LE1 7RH,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,LEICESTER UNIVERSITY OF,ERS-503192-78930,"£8,645.00",Targeted Capacity Building,LE1 7RH,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,LEICESTER UNIVERSITY OF,ERS-503192-78930,"£18,593.00",NIHR Fellowships,LE1 7RH,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,LEICESTER UNIVERSITY OF,ERS-503192-78930,"£20,217.00",NIHR Fellowships,LE1 7RH,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,ERS-503193-78931,"£58,776.00",Clinician Scientist Awards,L69 3BX,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,ERS-503193-78931,"£6,813.00",Targeted Capacity Building,L69 3BX,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,ERS-503193-78931,"£5,520.00",Targeted Capacity Building,L69 3BX,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,ERS-503193-78931,"£36,545.00",NIHR Fellowships,L69 3BX,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,ERS-503193-78931,"£33,225.00",Clinician Scientist Awards,L69 3BX,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,ERS-503193-78931,"£13,593.00",NIHR Fellowships,L69 3BX,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,ERS-503193-78931,"£14,364.00",NIHR Fellowships,L69 3BX,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-503198-78924,"£6,243.00",NIHR Fellowships,WC1E 7HT,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-503198-78924,"£44,030.00",NIHR Fellowships,WC1E 7HT,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-503200-78934,"£44,500.00",Clinician Scientist Awards,M13 9PL,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-503200-78934,"£43,461.00",Clinician Scientist Awards,M13 9PL,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-503200-78934,"£23,221.00",NIHR Fellowships,M13 9PL,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-503200-78934,"£18,110.00",NIHR Fellowships,M13 9PL,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-503200-78934,"£24,830.00",NIHR Fellowships,M13 9PL,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-503200-78934,"£13,096.75",Integrated Academic Training,M13 9PL,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-503200-78934,"£4,732.00",Targeted Capacity Building,M13 9PL,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-503200-78934,£855.00,Targeted Capacity Building,M13 9PL,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-503200-78934,"£11,936.00",Targeted Capacity Building,M13 9PL,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-503200-78934,"£11,936.00",Targeted Capacity Building,M13 9PL,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-503200-78934,"£26,651.00",Clinician Scientist Awards,M13 9PL,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-503200-78934,"£12,328.00",NIHR Fellowships,M13 9PL,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-503200-78934,"£190,367.00",CRF's - Wellcome,M13 9PL,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-503203-78936,"£38,940.00",Professorship Awards,NE1 7RU,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-503203-78936,"£9,964.00",Expand Fellowships,NE1 7RU,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-503203-78936,"£81,319.20",NIHR Fellowships,NE1 7RU,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-503203-78936,"£5,689.00",Targeted Capacity Building,NE1 7RU,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-503203-78936,"£46,533.00",Professorship Awards,NE1 7RU,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-503203-78936,"£37,687.00",Clinician Scientist Awards,NE1 7RU,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-503203-78936,"£47,023.00",NIHR Fellowships,NE1 7RU,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-503203-78936,"£22,890.00",NIHR Fellowships,NE1 7RU,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-503203-78936,"£22,330.00",NIHR Fellowships,NE1 7RU,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-503203-78936,"£6,695.00",NIHR Fellowships,NE1 7RU,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY OF,ERS-503269-78937,"£16,329.00",NIHR Fellowships,NG7 2RD,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY OF,ERS-503269-78937,"£19,215.00",NIHR Fellowships,NG7 2RD,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY OF,ERS-503269-78937,"£31,460.00",NIHR Fellowships,NG7 2RD,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-503273-78938,"£86,163.00",Professorship Awards,OX1 2XN,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-503273-78938,"£21,267.00",NIHR Fellowships,OX1 2XN,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-503273-78938,"£18,294.00",NIHR Fellowships,OX1 2XN,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-503273-78938,"£25,182.00",NIHR Fellowships,OX1 2XN,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-503273-78938,"£13,425.75",Integrated Academic Training,OX1 2XN,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-503273-78938,"£9,988.00",Targeted Capacity Building,OX1 2XN,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-503273-78938,"£30,810.00",NIHR Fellowships,OX1 2XN,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-503273-78938,"£11,937.00",Targeted Capacity Building,OX1 2XN,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-503273-78938,"£23,503.00",NIHR Fellowships,OX1 2XN,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-503273-78938,"£23,782.00",NIHR Fellowships,OX1 2XN,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-503273-78938,"£54,659.00",Clinician Scientist Awards,OX1 2XN,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-503273-78938,"£32,593.00",NIHR Fellowships,OX1 2XN,PUBLIC,,,Programme
