DEPARTMENT FAMILY,ENTITY,DATE,EXPENSE_AREA,EXPENSE_TYPE,SUPPLIER,TRANSACTION_NUMBER,AMOUNT
Ministry of Justice,HMCS,02-Jun-10,HZ999-North East and Yorkshire,222001-Maintenance,BAILEY MAINTENANCE LTD,1231587,"£43,377.65"
Ministry of Justice,HMCS,02-Jun-10,HZ999-North East and Yorkshire,222001-Maintenance,BAILEY MAINTENANCE LTD,1231587,"£52,088.74"
Ministry of Justice,HMCS,02-Jun-10,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,BNP PARIBAS REAL ESTATE,1231614,"£40,156.94"
Ministry of Justice,HMCS,02-Jun-10,IZ999-RCJ Group,222001-Maintenance,CARILLION PLANNED MAINTENANCE,1231654,"£64,601.79"
Ministry of Justice,MoJ HQ,02-Jun-10,ZZ900-MoJ HQ,311100-Legal Aid,LEGAL SERVICES COMMISSION,6155,"£78,000,000.00"
Ministry of Justice,HMCS,03-Jun-10,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,117981,"£39,103.84"
Ministry of Justice,HMCS,03-Jun-10,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,118897,"£33,101.17"
Ministry of Justice,HMCS,03-Jun-10,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,119524,"£26,038.27"
Ministry of Justice,MoJ HQ,03-Jun-10,ZZ900-MoJ HQ,245000-Grants in Aid to NDPBs,LEGAL SERVICES COMMISSION,6158,"£7,000,000.00"
Ministry of Justice,MoJ HQ,03-Jun-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1021512,"£30,099.13"
Ministry of Justice,MoJ HQ,03-Jun-10,ZZ900-MoJ HQ,212001-Agency staff,CAPGEMINI UK PLC,1021467,"£25,850.00"
Ministry of Justice,MoJ HQ,03-Jun-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1021512,"£133,360.15"
Ministry of Justice,MoJ HQ,03-Jun-10,ZZ900-MoJ HQ,212001-Agency staff,CAPGEMINI UK PLC,1021467,"£38,671.60"
Ministry of Justice,MoJ HQ,03-Jun-10,ZZ900-MoJ HQ,710200-Creditors < 1 year - Trade & Other Creditors,COMPANY BARCLAYCARD CORPORATE,6157,"£1,675,476.15"
Ministry of Justice,MoJ HQ,03-Jun-10,ZZ900-MoJ HQ,246000-Current Grants,VICTIM SUPPORT,1021577,"£363,485.00"
Ministry of Justice,HMCS,04-Jun-10,AG999-Estates Directorate HMCS HQ,223000-Other Expenditure,DEPARTMENT FOR COMMUNITIES & LOCAL GOVERNMENT,1233665,"£26,437.50"
Ministry of Justice,HMCS,04-Jun-10,AV322-CP Change Management SUPS,265000-IT & Telecommunications,LOGICA UK LTD,1233857,"£81,379.33"
Ministry of Justice,HMCS,04-Jun-10,AV322-CP Change Management SUPS,265000-IT & Telecommunications,LOGICA UK LTD,1233857,"£93,699.20"
Ministry of Justice,HMCS,04-Jun-10,AV322-CP Change Management SUPS,512000-Intangible GBV - Additions,LOGICA UK LTD,1233857,"£86,301.40"
Ministry of Justice,HMCS,04-Jun-10,AV322-CP Change Management SUPS,512000-Intangible GBV - Additions,LOGICA UK LTD,1233857,"£428,629.43"
Ministry of Justice,HMCS,04-Jun-10,AV326-CP Change Management Initiatives,262000-SCA Costs,LIBERATA UK LTD,1233851,"£33,208.43"
Ministry of Justice,HMCS,04-Jun-10,AV329-CP-Mag. Courts Operational Bus.sys,265000-IT & Telecommunications,LOGICA UK LTD,1233857,"£35,006.94"
Ministry of Justice,HMCS,04-Jun-10,AV329-CP-Mag. Courts Operational Bus.sys,532000-Tangible GBV - Additions,LOGICA UK LTD,1233857,"£38,348.48"
Ministry of Justice,HMCS,04-Jun-10,BZ999-London Region,222001-Maintenance,SKANSEN INTERIORS LTD,1234831,"£137,733.37"
Ministry of Justice,HMCS,04-Jun-10,BZ999-London Region,222001-Maintenance,SKANSEN INTERIORS LTD,1234831,"£47,627.38"
Ministry of Justice,HMCS,04-Jun-10,CZ999-South East Region,222001-Maintenance,EC HARRIS LLP,1233689,"£149,812.50"
Ministry of Justice,HMCS,04-Jun-10,CZ999-South East Region,222001-Maintenance,EC HARRIS LLP,1233689,"£32,900.00"
Ministry of Justice,HMCS,04-Jun-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,MAYFIELD - CRESTA HOUSE,1233878,"£25,382.77"
Ministry of Justice,HMCS,04-Jun-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,SYNERGY HUNTINGDON TRUSTEE LTD,1234859,"£350,938.31"
Ministry of Justice,HMCS,04-Jun-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,CBRE RICHARD ELLIS,1233617,"£81,597.29"
Ministry of Justice,HMCS,04-Jun-10,DZ999-South West Region,223001-Printing Postage and Office expenditure,DX NETWORK SERVICES LTD,1233687,"£253,923.06"
Ministry of Justice,HMCS,04-Jun-10,DZ999-South West Region,222002-Other Property Costs,REGENT OFFICE CARE LTD,1234770,"£137,675.42"
Ministry of Justice,HMCS,04-Jun-10,DZ999-South West Region,223001-Printing Postage and Office expenditure,ROYAL MAIL,1234792,"£74,310.68"
Ministry of Justice,HMCS,04-Jun-10,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,HAMPSHIRE COUNTY COUNCIL,1233760,"£250,000.00"
Ministry of Justice,HMCS,04-Jun-10,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,NB REAL ESTATE,1233915,"£29,939.59"
Ministry of Justice,HMCS,04-Jun-10,DZ999-South West Region,532000-Tangible GBV - Additions,ALL METAL ROOFING LTD,1233534,"£162,132.09"
Ministry of Justice,HMCS,04-Jun-10,DZ999-South West Region,532000-Tangible GBV - Additions,ATKINS,1233551,"£36,836.63"
Ministry of Justice,HMCS,04-Jun-10,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,HAMPSHIRE COUNTY COUNCIL,1233760,"£59,155.00"
Ministry of Justice,HMCS,04-Jun-10,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,HAMPSHIRE COUNTY COUNCIL,1233760,"£250,000.00"
Ministry of Justice,HMCS,04-Jun-10,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,HAMPSHIRE COUNTY COUNCIL,1233760,"£250,000.00"
Ministry of Justice,HMCS,04-Jun-10,EZ999-Wales Region,532000-Tangible GBV - Additions,RACKLINE LIMITED,1234764,"£25,203.77"
Ministry of Justice,HMCS,04-Jun-10,EZ999-Wales Region,532000-Tangible GBV - Additions,WB GRIFFITHS & SON LTD,1234904,"£27,131.71"
Ministry of Justice,HMCS,04-Jun-10,EZ999-Wales Region,610400-Debtors <1 year - Prepayments & Accrued Income,LAMBERT SMITH HAMPTON,1233839,"£55,812.50"
Ministry of Justice,HMCS,04-Jun-10,FZ999-Midlands Region,222002-Other Property Costs,MITIE SECURITY LTD,1233894,"£48,162.80"
Ministry of Justice,HMCS,04-Jun-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,BOND WOLFE ASSETS LTD,1233582,"£62,514.24"
Ministry of Justice,HMCS,04-Jun-10,FZ999-Midlands Region,532000-Tangible GBV - Additions,ALL SECURITY SYSTEMS LTD,1233535,"£69,746.83"
Ministry of Justice,HMCS,04-Jun-10,FZ999-Midlands Region,532000-Tangible GBV - Additions,DRIVERS JONAS DELOITTE,1233676,"£33,500.52"
Ministry of Justice,HMCS,04-Jun-10,GZ999-North West Region,610300-Debtors < 1 Year - Deposits & Advances,NEOPOST LTD,1233917,"£121,966.00"
Ministry of Justice,HMCS,04-Jun-10,GZ999-North West Region,265000-IT & Telecommunications,BT TELECOMMUNICATIONS PLC,1233595,"£28,370.76"
Ministry of Justice,HMCS,04-Jun-10,GZ999-North West Region,532000-Tangible GBV - Additions,CARILLION PLANNED MAINTENANCE,1233608,"£31,111.65"
Ministry of Justice,HMCS,04-Jun-10,GZ999-North West Region,532000-Tangible GBV - Additions,ISG REGIONS LTD,1233805,"£367,127.58"
Ministry of Justice,HMCS,04-Jun-10,GZ999-North West Region,222001-Maintenance,BAILEY MAINTENANCE LTD,1233556,"£40,418.33"
Ministry of Justice,HMCS,04-Jun-10,HZ999-North East and Yorkshire,532000-Tangible GBV - Additions,JOHN MCASLAN & PARTNERS,1233817,"£52,434.38"
Ministry of Justice,Tribunals,04-Jun-10,TR160-Operational Support,264000-Consultancy,FDS INTERNATIONAL LTD,1031903,"£37,175.83"
Ministry of Justice,Tribunals,04-Jun-10,TR200-Regional South,222002-Other Property Costs,DERWENT LONDON PLC T/A DERWENT LONDON PROPERTY MANAGEMENT,1031887,"£40,085.59"
Ministry of Justice,Tribunals,04-Jun-10,TR120-Corporate,222002-Other Property Costs,MITIE SECURITY LTD,1031978,"£166,551.17"
Ministry of Justice,Tribunals,04-Jun-10,TB140-Change Programme,264000-Consultancy,ENLIGHTENED TRAINING (UK) LIMITED,1031901,"£50,087.35"
Ministry of Justice,HMCS,07-Jun-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,GROVE TOMPKINS BOSWORTH#DX 13040,120150,"£34,295.36"
Ministry of Justice,HMCS,07-Jun-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,H GODFREY QC#DX17,120152,"£58,850.00"
Ministry of Justice,HMCS,07-Jun-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS ABBEY SOLICITORS#DX 28612,120173,"£51,616.76"
Ministry of Justice,HMCS,07-Jun-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS BARK & CO#DX 447,120188,"£70,650.00"
Ministry of Justice,HMCS,07-Jun-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS DASS SOLICITORS#DX 149245,120234,"£51,420.98"
Ministry of Justice,HMCS,07-Jun-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS DAVIS & CO SOLICITORS#HP7 0DD,120240,"£39,606.80"
Ministry of Justice,HMCS,07-Jun-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS FURLEY PAGE#DX 5301,120268,"£31,443.56"
Ministry of Justice,HMCS,07-Jun-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS HARBANS SINGH & CO#B69 3AD,120284,"£29,349.00"
Ministry of Justice,HMCS,07-Jun-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS RADCLIFFES LE BRASSEUR#DX 33063,120391,"£91,889.57"
Ministry of Justice,HMCS,07-Jun-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS RICHMOND & BARNES#EC1A 4EN,120396,"£45,082.57"
Ministry of Justice,HMCS,07-Jun-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MR R RINDER#DX 444,120533,"£39,266.66"
Ministry of Justice,HMCS,07-Jun-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,T KENDAL#DX 17,120560,"£58,850.00"
Ministry of Justice,HMCS,07-Jun-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS GRAHAM EVANS & PARTNERS#DX 39573,1235057,"£80,493.50"
Ministry of Justice,HMCS,07-Jun-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS LEWIS NEDAS & CO#DX 57056,1235098,"£25,875.00"
Ministry of Justice,HMCS,07-Jun-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS HALLIWELLS#DX 14317,1235060,"£73,538.78"
Ministry of Justice,HMCS,07-Jun-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS ABV SOLICITORS#DX 44650,120174,"£41,488.39"
Ministry of Justice,HMCS,07-Jun-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS GUNEY CLARK#DX142580,120278,"£40,293.74"
Ministry of Justice,HMCS,07-Jun-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS STEPHEN LICKRISH & ASSOCIATES# M1 3LD,120422,"£89,937.65"
Ministry of Justice,HMCS,07-Jun-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS TATES#DX 26439,120440,"£52,594.06"
Ministry of Justice,HMCS,07-Jun-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS BLACKFORDS LLP#DX 2958,1235002,"£69,922.78"
Ministry of Justice,HMCS,07-Jun-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS DRAYCOTT BROWNE#M2 3WQ,1235031,"£97,678.53"
Ministry of Justice,HMCS,07-Jun-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS SHOOSMITHS SOLICITORS#RG1 1SH,120414,"£30,742.08"
Ministry of Justice,MoJ HQ,07-Jun-10,ZZ900-MoJ HQ,246000-Current Grants,THE PAROLE BOARD,6163,"£950,000.00"
Ministry of Justice,MoJ HQ,07-Jun-10,ZZ900-MoJ HQ,263000-Other Contracted Out Services,CAPITA HARTSHEAD LTD,1021619,"£49,364.55"
Ministry of Justice,MoJ HQ,07-Jun-10,ZZ900-MoJ HQ,222002-Other Property Costs,HMRC,1021652,"£155,095.87"
Ministry of Justice,MoJ HQ,07-Jun-10,ZZ900-MoJ HQ,223000-Other Expenditure,AD RESEARCH AND ANALYSIS LTD,1021599,"£34,318.23"
Ministry of Justice,MoJ HQ,07-Jun-10,ZZ900-MoJ HQ,223000-Other Expenditure,THE FUTURES COMPANY,1021706,"£42,123.75"
Ministry of Justice,MoJ HQ,07-Jun-10,ZZ900-MoJ HQ,223000-Other Expenditure,LAW WORKS,1021662,"£25,000.00"
Ministry of Justice,MoJ HQ,07-Jun-10,ZZ900-MoJ HQ,223000-Other Expenditure,ELECTRONIC IMMIGRATION NETWORK,1021634,"£45,648.75"
Ministry of Justice,MoJ HQ,07-Jun-10,ZZ900-MoJ HQ,223000-Other Expenditure,SWEET & MAXWELL LTD,1021703,"£61,135.11"
Ministry of Justice,MoJ HQ,07-Jun-10,ZZ900-MoJ HQ,222002-Other Property Costs,CARLISLE SECURITY SERVICES LTD,1021620,"£25,842.48"
Ministry of Justice,MoJ HQ,07-Jun-10,ZZ900-MoJ HQ,222002-Other Property Costs,CARLISLE SECURITY SERVICES LTD,1021620,"£30,005.68"
Ministry of Justice,MoJ HQ,07-Jun-10,ZZ900-MoJ HQ,221000-Property Rent and Rates,BNP PARIBAS REAL ESTATE,1021609,"£60,189.38"
Ministry of Justice,MoJ HQ,07-Jun-10,ZZ900-MoJ HQ,221000-Property Rent and Rates,BNP PARIBAS REAL ESTATE,1021609,"£58,908.75"
Ministry of Justice,MoJ HQ,07-Jun-10,ZZ900-MoJ HQ,222002-Other Property Costs,LANCASTER OFFICE CLEANING CO LTD,1021659,"£113,547.65"
Ministry of Justice,MoJ HQ,07-Jun-10,ZZ900-MoJ HQ,222002-Other Property Costs,LANCASTER OFFICE CLEANING CO LTD,1021659,"£113,547.65"
Ministry of Justice,MoJ HQ,07-Jun-10,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,M J FERGUSON LTD,1021670,"£68,838.33"
Ministry of Justice,MoJ HQ,07-Jun-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1021604,"£1,846,051.90"
Ministry of Justice,MoJ HQ,07-Jun-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1021604,"£453,177.53"
Ministry of Justice,MoJ HQ,07-Jun-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1021604,"£1,095,423.13"
Ministry of Justice,MoJ HQ,07-Jun-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1021604,"£88,830.00"
Ministry of Justice,MoJ HQ,07-Jun-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1021604,"£102,430.63"
Ministry of Justice,MoJ HQ,07-Jun-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1021604,"£450,948.55"
Ministry of Justice,MoJ HQ,07-Jun-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1021604,"£390,383.18"
Ministry of Justice,MoJ HQ,07-Jun-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1021604,"£248,279.85"
Ministry of Justice,MoJ HQ,07-Jun-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1021604,"£68,556.55"
Ministry of Justice,MoJ HQ,07-Jun-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1021604,"£104,509.20"
Ministry of Justice,MoJ HQ,07-Jun-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1021668,"£59,944.98"
Ministry of Justice,MoJ HQ,07-Jun-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1021668,"£230,781.75"
Ministry of Justice,MoJ HQ,07-Jun-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1021668,"£29,962.50"
Ministry of Justice,MoJ HQ,07-Jun-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1021668,"£40,897.05"
Ministry of Justice,MoJ HQ,07-Jun-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1021668,"£41,881.99"
Ministry of Justice,MoJ HQ,07-Jun-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1021668,"£34,731.83"
Ministry of Justice,MoJ HQ,07-Jun-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1021668,"£528,750.00"
Ministry of Justice,MoJ HQ,07-Jun-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1021668,"£63,177.05"
Ministry of Justice,MoJ HQ,07-Jun-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1021668,"£433,784.15"
Ministry of Justice,MoJ HQ,07-Jun-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1021668,"£52,461.92"
Ministry of Justice,MoJ HQ,07-Jun-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1021668,"£36,490.22"
Ministry of Justice,MoJ HQ,07-Jun-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1021668,"£149,663.28"
Ministry of Justice,MoJ HQ,07-Jun-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1021668,"£172,613.38"
Ministry of Justice,MoJ HQ,07-Jun-10,ZZ900-MoJ HQ,223001-Printing Postage and Office expenditure,LIBERATA UK LTD,1021667,"£71,686.50"
Ministry of Justice,MoJ HQ,07-Jun-10,ZZ900-MoJ HQ,223001-Printing Postage and Office expenditure,LIBERATA UK LTD,1021667,"£39,915.27"
Ministry of Justice,MoJ HQ,07-Jun-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1021604,"£37,610.58"
Ministry of Justice,MoJ HQ,07-Jun-10,ZZ900-MoJ HQ,245000-Grants in Aid to NDPBs,YOUTH JUSTICE BOARD FOR ENGLAND & WALES,6164,"£20,000,000.00"
Ministry of Justice,MoJ HQ,08-Jun-10,ZZ900-MoJ HQ,246000-Current Grants,ACTION FOR PRISONERS FAMILIES#RC35111004,1021753,"£77,500.00"
Ministry of Justice,Tribunals,08-Jun-10,TR200-Regional South,222001-Maintenance,MCDOWALL AIR CONDITIONING (UK) LTD,1032257,"£43,661.95"
Ministry of Justice,HMCS,09-Jun-10,AG999-Estates Directorate HMCS HQ,532000-Tangible GBV - Additions,EC HARRIS LLP,1239057,"£28,290.84"
Ministry of Justice,HMCS,09-Jun-10,AV322-CP Change Management SUPS,265000-IT & Telecommunications,LOGICA UK LTD,1239317,"£63,923.53"
Ministry of Justice,HMCS,09-Jun-10,AV322-CP Change Management SUPS,265000-IT & Telecommunications,LOGICA UK LTD,1239317,"£234,322.03"
Ministry of Justice,HMCS,09-Jun-10,AV322-CP Change Management SUPS,532000-Tangible GBV - Additions,LOGICA UK LTD,1239317,"£644,972.89"
Ministry of Justice,HMCS,09-Jun-10,AV326-CP Change Management Initiatives,262000-SCA Costs,LIBERATA UK LTD,1239311,"£80,282.58"
Ministry of Justice,HMCS,09-Jun-10,BZ999-London Region,222001-Maintenance,COFELY LTD,1238958,"£125,596.83"
Ministry of Justice,HMCS,09-Jun-10,BZ999-London Region,222001-Maintenance,EC HARRIS LLP,1239057,"£102,712.55"
Ministry of Justice,HMCS,09-Jun-10,BZ999-London Region,532000-Tangible GBV - Additions,HURD ROLLAND PARTNERSHIP,1239236,"£51,063.84"
Ministry of Justice,HMCS,09-Jun-10,BZ999-London Region,265000-IT & Telecommunications,BT TELECOMMUNICATIONS PLC,1238893,"£164,883.64"
Ministry of Justice,HMCS,09-Jun-10,BZ999-London Region,223001-Printing Postage and Office expenditure,ROYAL MAIL,1240219,"£37,382.42"
Ministry of Justice,HMCS,09-Jun-10,BZ999-London Region,532000-Tangible GBV - Additions,SKANSEN INTERIORS LTD,1240257,"£45,848.63"
Ministry of Justice,HMCS,09-Jun-10,BZ999-London Region,532000-Tangible GBV - Additions,TURNER & TOWNSEND PROJECT MANAGEMENT,1240351,"£153,561.34"
Ministry of Justice,HMCS,09-Jun-10,CZ999-South East Region,532000-Tangible GBV - Additions,ACCLAIM CONTRACTS LTD,1238759,"£27,449.18"
Ministry of Justice,HMCS,09-Jun-10,CZ999-South East Region,262000-SCA Costs,MODERN COURTS (EAST ANGLIA) LTD,1239387,"£472,548.37"
Ministry of Justice,HMCS,09-Jun-10,DZ999-South West Region,226000-Court Costs,MERRILL LEGAL SOLUTIONS,1239371,"£44,043.68"
Ministry of Justice,HMCS,09-Jun-10,DZ999-South West Region,222002-Other Property Costs,MITIE SECURITY LTD,1239386,"£306,537.01"
Ministry of Justice,HMCS,09-Jun-10,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,MAYBROOK PROPERTIES LTD,1239349,"£59,675.32"
Ministry of Justice,HMCS,09-Jun-10,DZ999-South West Region,222001-Maintenance,GLOWETH LTD,1239141,"£31,766.71"
Ministry of Justice,HMCS,09-Jun-10,DZ999-South West Region,532000-Tangible GBV - Additions,CEI ELECTRICAL LTD,1238928,"£42,715.70"
Ministry of Justice,HMCS,09-Jun-10,EZ999-Wales Region,532000-Tangible GBV - Additions,INTEGRAL UK LTD,121579,"£31,324.88"
Ministry of Justice,HMCS,09-Jun-10,FZ999-Midlands Region,222002-Other Property Costs,MITIE SECURITY LTD,1239386,"£450,948.26"
Ministry of Justice,HMCS,09-Jun-10,FZ999-Midlands Region,222002-Other Property Costs,REGENT OFFICE CARE LTD,1240191,"£258,980.06"
Ministry of Justice,HMCS,09-Jun-10,FZ999-Midlands Region,532000-Tangible GBV - Additions,DENTON CORKER MARSHALL LLP,1239031,"£75,803.95"
Ministry of Justice,HMCS,09-Jun-10,FZ999-Midlands Region,532000-Tangible GBV - Additions,MOUCHEL MANAGEMENT CONSULTING LTD,1239403,"£75,130.99"
Ministry of Justice,HMCS,09-Jun-10,GZ999-North West Region,222002-Other Property Costs,ELITE CLEANING & ENV SERVICES LTD,1239068,"£174,518.01"
Ministry of Justice,HMCS,09-Jun-10,GZ999-North West Region,222002-Other Property Costs,"OCS GROUP UK LTD, OCS ENGINEERING",1239438,"£29,441.99"
Ministry of Justice,HMCS,09-Jun-10,GZ999-North West Region,532000-Tangible GBV - Additions,HURD ROLLAND PARTNERSHIP,1239236,"£34,666.01"
Ministry of Justice,HMCS,09-Jun-10,GZ999-North West Region,262000-SCA Costs,UK COURT SERVICES LTD,1240358,"£534,352.67"
Ministry of Justice,HMCS,09-Jun-10,GZ999-North West Region,262000-SCA Costs,UK COURT SERVICES LTD,1240358,"£534,352.67"
