Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description,Supplier Site Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-492496-72549,"£19,861.00",DIABETES NETWORKS,CB2 2QQ,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-492496-72549,"£117,939.00",DIABETES NETWORKS,CB2 2QQ,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-492496-72549,"£18,403.00",CANCER NETWORKS,CB2 2QQ,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-492496-72549,"£122,428.00",CANCER NETWORKS,CB2 2QQ,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-492496-72549,"£44,119.00",Comprehensive Networks,CB2 2QQ,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-492496-72549,"£2,189,258.00",Comprehensive Networks,CB2 2QQ,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-492496-72549,"£591,766.00",CRFs - CRII,CB2 2QQ,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-492496-72549,"£250,000.00",Biomedical Units,CB2 2QQ,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-492496-72549,"£5,958,328.00",Bio-Medical Centres,CB2 2QQ,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,ERS-492498-72574,"£13,852.00",MENTAL HEALTH NETWORKS,CB1 5EE,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,ERS-492498-72574,"£92,171.00",MENTAL HEALTH NETWORKS,CB1 5EE,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,ERS-492498-72574,"£444,116.00",CLARHCs,CB1 5EE,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,ERS-492499-72628,"£127,092.00",DeNDRON NETWORKS,NW1 0PE,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,ERS-492499-72628,"£18,523.00",DeNDRON NETWORKS,NW1 0PE,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,CENTRAL AND NORTH WEST LONDON MENTAL HEALTH NHS FOUNDATION TRUST,ERS-492500-72581,"£131,388.00",MENTAL HEALTH NETWORKS,NW1 7QY,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,CENTRAL AND NORTH WEST LONDON MENTAL HEALTH NHS FOUNDATION TRUST,ERS-492500-72581,"£19,746.00",MENTAL HEALTH NETWORKS,NW1 7QY,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-492501-72586,"£146,014.00",MEDS FOR CH'REN N'WORKS,M13 0JR,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-492501-72586,"£15,000.00",NIHR Senior Investigator's Funding,M13 0JR,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-492501-72586,"£300,000.00",CRFs - CRII,M13 0JR,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-492501-72586,"£275,000.00",Biomedical Units,M13 0JR,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-492501-72586,"£15,000.00",NIHR Senior Investigator's Funding,M13 0JR,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-492501-72586,"£15,000.00",NIHR Senior Investigator's Funding,M13 0JR,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ERS-492502-72569,"£563,426.00",CLARHCs,SW10 9NH,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,ERS-492503-72558,"£117,881.00",STROKE NETWORKS,SR3 4AD,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,ERS-492503-72558,"£13,309.00",STROKE NETWORKS,SR3 4AD,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,ERS-492504-72548,"£182,208.00",CANCER NETWORKS,CH63 4JY,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,ERS-492504-72548,"£27,381.00",CANCER NETWORKS,CH63 4JY,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,DERBY HOSPITALS NHS FOUNDATION TRUST,ERS-492505-72578,"£11,701.00",CANCER NETWORKS,DE1 2QS,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,DERBY HOSPITALS NHS FOUNDATION TRUST,ERS-492505-72578,"£78,146.00",CANCER NETWORKS,DE1 2QS,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,ERS-492508-72577,"£15,000.00",NIHR Senior Investigator's Funding,GL1 2EL,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,ERS-492508-72577,"£101,392.00",CANCER NETWORKS,GL1 2EL,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,ERS-492508-72577,"£12,876.00",CANCER NETWORKS,GL1 2EL,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ERS-492509-72564,"£25,649.00",MEDS FOR CH'REN N'WORKS,WC1N 3JH,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ERS-492509-72564,"£153,230.00",MEDS FOR CH'REN N'WORKS,WC1N 3JH,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ERS-492509-72564,"£1,783,040.00",Bio-Medical Centres,WC1N 3JH,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-492510-72554,"£3,088,685.00",Bio-Medical Centres,SE1 9RT,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-492510-72554,"£307,813.00",CRFs - CRII,SE1 9RT,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-492510-72554,"£81,821.00",PRIMARY CARE NETWORKS,SE1 9RT,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-492510-72554,"£19,399.00",PRIMARY CARE NETWORKS,SE1 9RT,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-492510-72554,"£4,471,992.00",Comprehensive Networks,SE1 9RT,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-492510-72554,"£95,844.00",Comprehensive Networks,SE1 9RT,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-492510-72554,"£141,522.00",CANCER NETWORKS,SE1 9RT,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-492510-72554,"£19,898.00",CANCER NETWORKS,SE1 9RT,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-492512-72570,"£55,632.00",Cooksey Patient Care,E9 6ZZ,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,ERS-492513-72588,"£93,790.00",CANCER NETWORKS,HU16 5JQ,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,ERS-492513-72588,"£14,044.00",CANCER NETWORKS,HU16 5JQ,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-492516-72597,"£26,916.00",CANCER NETWORKS,W12 0HS,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-492516-72597,"£170,157.00",DIABETES NETWORKS,W12 0HS,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-492516-72597,"£9,199.00",DIABETES NETWORKS,W12 0HS,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-492516-72597,"£124,183.00",Quality and Safety Research Centres,W12 0HS,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-492516-72597,"£356,731.00",Bio-Medical Centres,W12 0HS,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-492516-72597,"£5,802,092.00",CRFs - CRII,W12 0HS,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-492516-72597,"£593,780.00",NIHR Senior Investigator's Funding,W12 0HS,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,LANCASHIRE CARE NHS FOUNDATION TRUST,ERS-492522-72587,"£114,050.00",MENTAL HEALTH NETWORKS,PR5 6XT,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,LANCASHIRE CARE NHS FOUNDATION TRUST,ERS-492522-72587,"£17,140.00",CANCER NETWORKS,PR5 6XT,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-492523-72595,"£19,308.00",CANCER NETWORKS,PR7 1GZ,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-492523-72595,"£128,571.00",Comprehensive Networks,PR7 1GZ,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-492523-72595,"£18,820.00",Comprehensive Networks,PR7 1GZ,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-492523-72595,"£1,600,339.00",Biomedical Units,PR7 1GZ,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-492524-72571,"£336,829.00",CLARHCs,LS9 7TF,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-492524-72571,"£654,374.00",CRFs - CRII,LS9 7TF,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-492524-72571,"£28,599.00",Comprehensive Networks,LS9 7TF,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-492524-72571,"£2,947,507.00",Comprehensive Networks,LS9 7TF,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-492524-72571,"£60,340.00",CANCER NETWORKS,LS9 7TF,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-492524-72571,"£209,814.00",CANCER NETWORKS,LS9 7TF,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-492524-72571,"£31,594.00",NIHR Senior Investigator's Funding,LS9 7TF,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,MAIDSTONE & TUNBRIDGE WELLS NHS TRUST,ERS-492530-72590,"£1,085,044.00",DeNDRON NETWORKS,ME16 9QQ,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,ERS-492531-72627,"£125,047.00",DeNDRON NETWORKS,M21 9UN,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,ERS-492531-72627,"£18,259.00",NIHR Senior Investigator's Funding,M21 9UN,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-492534-72565,"£294,326.00",Bio-Medical Centres,EC1V 2PD,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-492534-72565,"£1,362,500.00",Cooksey Patient Care,EC1V 2PD,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-492534-72565,"£114,355.00",NIHR Senior Investigator's Funding,EC1V 2PD,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-492534-72565,"£15,000.00",NIHR Senior Investigator's Funding,EC1V 2PD,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,NHS BLOOD AND TRANSPLANT (NHSBT),ERS-492539-72626,"£153,675.00",CANCER NETWORKS,LS15 7TW,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-492540-72560,"£14,821.00",CANCER NETWORKS,NR4 7UY,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-492540-72560,"£98,677.00",Comprehensive Networks,NR4 7UY,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-492540-72560,"£22,321.00",Comprehensive Networks,NR4 7UY,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-492540-72560,"£1,537,402.00",DeNDRON NETWORKS,NR4 7UY,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST,ERS-492541-72563,"£120,290.00",DeNDRON NETWORKS,NR6 5BE,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST,ERS-492541-72563,"£14,462.00",Comprehensive Networks,NR6 5BE,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,ERS-492543-72559,"£29,406.00",PRIMARY CARE NETWORKS,ST2 8LD,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,ERS-492543-72559,"£2,161,176.00",PRIMARY CARE NETWORKS,ST2 8LD,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,ERS-492543-72559,"£7,524.00",STROKE NETWORKS,ST2 8LD,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,ERS-492543-72559,"£75,383.00",STROKE NETWORKS,ST2 8LD,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,ERS-492543-72559,"£117,584.00",Comprehensive Networks,ST2 8LD,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,ERS-492543-72559,"£14,857.00",Comprehensive Networks,ST2 8LD,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,NORTH WEST LONDON HOSPITALS NHS TRUST,ERS-492544-72583,"£2,951,437.00",MENTAL HEALTH NETWORKS,HA1 3UJ,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,NORTH WEST LONDON HOSPITALS NHS TRUST,ERS-492544-72583,"£53,790.00",MENTAL HEALTH NETWORKS,HA1 3UJ,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",ERS-492545-72593,"£99,617.00",DeNDRON NETWORKS,NE3 3XT,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",ERS-492545-72593,"£14,971.00",DeNDRON NETWORKS,NE3 3XT,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",ERS-492545-72593,"£122,138.00",Biomedical Units,NE3 3XT,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",ERS-492545-72593,"£15,642.00",Biomedical Units,NE3 3XT,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-492546-72591,"£312,864.00",MEDS FOR CH'REN N'WORKS,NG7 2UK,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-492546-72591,"£363,270.00",MEDS FOR CH'REN N'WORKS,NG7 2UK,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-492546-72592,"£20,266.00",CANCER NETWORKS,NG7 2UK,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-492546-72592,"£145,002.00",CANCER NETWORKS,NG7 2UK,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-492546-72592,"£22,237.00",Comprehensive Networks,NG7 2UK,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-492546-72592,"£149,095.00",Comprehensive Networks,NG7 2UK,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-492546-72592,"£36,860.00",Research for Patient Benefit,NG7 2UK,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-492546-72592,"£3,008,675.00",NIHR Senior Investigator's Funding,NG7 2UK,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-492546-72592,"£9,883.00",HTA - Support for Clinical Trials,NG7 2UK,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,ERS-492548-72551,"£16,386.00",CLARHCs,NG3 6AA,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,ERS-492548-72551,"£109,027.00",NIHR Senior Investigator's Funding,NG3 6AA,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,ERS-492548-72551,"£467,685.00",NIHR Senior Investigator's Funding,NG3 6AA,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-492550-72579,"£16,221.00",CANCER NETWORKS,OX3 9DX,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-492550-72579,"£117,902.00",CANCER NETWORKS,OX3 9DX,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-492550-72579,"£34,958.00",DIABETES NETWORKS,OX3 9DX,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-492550-72579,"£220,310.00",DIABETES NETWORKS,OX3 9DX,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-492550-72579,"£116,702.00",Comprehensive Networks,OX3 9DX,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-492550-72579,"£10,933.00",Comprehensive Networks,OX3 9DX,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-492550-72579,"£40,220.00",NIHR Senior Investigator's Funding,OX3 9DX,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-492550-72579,"£2,827,270.00",NIHR Senior Investigator's Funding,OX3 9DX,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-492550-72579,"£15,000.00",CRFs - CRII,OX3 9DX,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-492550-72579,"£15,000.00",Bio-Medical Centres,OX3 9DX,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-492550-72579,"£203,907.00",Biomedical Units,OX3 9DX,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-492550-72579,"£5,187,671.00",NIHR Senior Investigator's Funding,OX3 9DX,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-492550-72579,"£500,000.00",HTA - Support for Clinical Trials,OX3 9DX,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-492550-72579,"£15,000.00",HTA - Support for Clinical Trials,OX3 9DX,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-492553-72575,"£15,000.00",NIHR Senior Investigator's Funding,UB9 6JH,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-492553-72575,"£15,000.00",NIHR Senior Investigator's Funding,UB9 6JH,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-492553-72575,"£15,000.00",NIHR Senior Investigator's Funding,UB9 6JH,PUBLIC,,,Programme
