Entity,Date,Supplier , Amount ,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num
Consumer Council for Water ,27/11/2013,G V A GRIMLEY," £83,930.40 ","Service Charge and Rent for car parking spaces for premises at Victoria Square House, Birmingham - 25 December 2013-24 March 2014",B1 2JJ,,,,,
Consumer Council for Water ,15/11/2013,RECKON LLP," £29,160.00 ",Consultancy support in relation to water company energy costs,EC1N 2JT,,,,,
Gangmasters Licensing Authority,14/11/2013,Hitachi," £31,449.29 ",Annual lease costs for fourteen cars - October 2013.,RG14 4NU,Ltd,,,Fleet,GB823824822
Defra,28/11/2013,E D F Energy," £73,637.60 ","Electricity bill for Animal Health and Veterinary Laboratories Agency (AHVLA), Weybridge - October 2013",PL3 5XQ,,,B0870000,Expense,
Defra,22/11/2013,E D F Energy," £35,919.11 ","Electricity bill for Animal Health and Veterinary Laboratories Agency (AHVLA), Weybridge - October 2013",PL3 5XQ,,,B0870000,Expense,
Defra,06/11/2013,Corona Energy," £25,412.58 ","Gas bill - Animal Health and Veterinary Laboratories Agency (AHVLA), Weybridge - 01 August-01 September 2013",WD17 1JW,,,B0870000,Expense,
Defra,06/11/2013,Corona Energy," £38,611.76 ","Gas bill - Animal Health and Veterinary Laboratories Agency (AHVLA), Weybridge - 01 June-01 July 2013",WD17 1JW,,,B0870000,Expense,
Defra,14/11/2013,D T Z," £190,227.36 ","Payment of rent, rates and service charges for various properties within the Defra Network - 01 May-31 December 2013",B3 2ED,,,00000000,Expense,
Defra,21/11/2013,D T Z," £1,623,904.24 ","Payment of rent, rates and service charges for various properties within the Defra Network - 01 September 2012-28 February 2014",B3 2ED,,,00000000,Expense,
Defra,08/11/2013,Corona Energy," £29,549.63 ","Gas bill - Animal Health and Veterinary Laboratories Agency (AHVLA), Weybridge - 01 September-01 October 2013",WD17 1JW,,,B0870000,Expense,
Defra,06/11/2013,Corona Energy," £47,852.35 ","Gas bill - Edenbridge House, Carlisle - 01 September 2013-01 October 2013",WD17 1JW,,,B2810000,Expense,
Defra,26/11/2013,E D F Energy," £25,317.19 ","Electricity bill for Fisheries Laboratory, Lowestoft - October 2013",PL3 5XQ,,,B0940000,Expense,
Defra,28/11/2013,D T Z," £518,173.50 ","Payment of rent, rates and service charges for various properties within the Defra Network - 01 April-31 October 2013",B3 2ED,,,00000000,Expense,
Defra,12/11/2013,Environment Agency," £90,282.64 ",Secondment costs for two employees - January-July 2013,BS1 5AH,,IGS,00000000,Expense,
Defra,28/11/2013,E D F Energy," £142,488.62 ","Electricity bill for Sand Hutton, York - October 2013",PL3 5XQ,,,B2810000,Expense,
Defra,12/11/2013,Amaryllis Ltd," £31,708.80 ",Re-manufacture (recycle) of 600 desks to make them smaller.,CM2 6TE,SME,151,00000000,Expense,
Defra,07/11/2013,D T Z," £273,328.41 ","Payment of rent, rates and service charges for various properties within the Defra Network - 01 April-31 December 2013",B3 2ED,,,00000000,Expense,
Defra,06/11/2013,Corona Energy," £60,608.20 ","Gas bill - Animal Health and Veterinary Laboratories Agency (AHVLA), Weybridge - 01 September-01 October 2013",WD17 1JW,,,B0870000,Expense,
Defra,06/11/2013,Corona Energy," £25,878.01 ","Gas bill - Animal Health and Veterinary Laboratories Agency (AHVLA), Weybridge - 01 July-01 August 2013",WD17 1JW,,,B0870000,Expense,
Defra,18/11/2013,Interserve (Facilities Mngmnt) Ltd," £36,463.00 ",Replacement drive systems for three security doors at Crewe - July 2013,BS32 4NH,,17987,FMR1PRTY,Asset,
Defra,20/11/2013,Interserve (Facilities Mngmnt) Ltd," £51,869.59 ",Central Science Laboratory - Actuator overhaul/replacement - August 2013,BS32 4NH,,18201,FMR1PRTY,Asset,
Defra,18/11/2013,Interserve (Facilities Mngmnt) Ltd," £29,092.30 ",Strip out and refurbishment of Stirling House office accommodation - October 2013,BS32 4NH,,,EXITCLYS,Asset,
Defra,20/11/2013,Interserve (Facilities Mngmnt) Ltd," £39,546.80 ","Upgrade existing building management system at Barton Hall, Preston.",BS32 4NH,,17929,FMR1PRTY,Asset,
Defra,06/11/2013,IBM United Kingdom Ltd," £28,531.07 ",IT costs for moving Natural England from Touthill Close to Unex House.,GU1 2LD,SME,10040,B801P001,Asset,
Defra,06/11/2013,Interserve (Facilities Mngmnt) Ltd," £130,732.97 ",London Rationalisation Programme - Ergon 6th Floor and Various Works - August 2013,BS32 4NH,,10195L,B196P010,Asset,
Defra,18/11/2013,Interserve (Facilities Mngmnt) Ltd," £124,112.64 ","Reline the inside of the Cremator Secondary Combustion Chamber at Animal Health Veterinary Laboratories Agency, Weybridge - September 2013",BS32 4NH,,17837,FMR1PRTY,Asset,
Defra,18/11/2013,Interserve (Facilities Mngmnt) Ltd," £52,771.00 ","Mid-term containment works relating to the Tuberculosis Vaccine at Animal Health Veterinary Laboratories Agency, Weybridge - October 2013",BS32 4NH,,10195L,AHVLA267,Asset,
Defra,18/11/2013,Interserve (Facilities Mngmnt) Ltd," £39,546.62 ","Routine maintenance of Centre for Environment, Fisheries and Aquaculture Science (Cefas) property at Lowestoft - October 2013",BS32 4NH,,10226,LEVRADIO,Asset,
Defra,26/11/2013,University Of Sheffield," £33,708.00 ",Update of Rural and Urban definitions 2011,S10 2UH,,RE0257,00000000,Expense,
Defra,26/11/2013,Natural England," £96,661.60 ",Reimbursement of legal charges incurred in preparation of Project Milton as a candidate for Special Areas of Conservation under the Habitats Directive.,YO1 7PX,,IGS,BOLTFELL,Expense,
Defra,04/11/2013,Health & Safety Commission & Executive," £1,016,808.75 ",Research and development of detergents and plant protection products - 2013-14,L20 3LZ,,IGS/Funding,00000000,Expense,
Defra,08/11/2013,Sinclair Knight Merz (Europe) Ltd," £40,710.00 ",Specialist policy support to underpin the ongoing negotiation of a revised EU Fluorinated greenhouse gas Regulation following the publication of a legal proposal by the European Commission in November 2012 and emerging international mitigation options for HFC (hydrofluorocarbon) - 2013-14,M5 3NN,,20088,00000000,Expense,
Defra,12/11/2013,Northern Ireland Environment Agency," £132,000.00 ",Funding for work on waste shipments compliance monitoring and enforcement work - 2013-14,BT7 2JA,,FUNDING,00000000,Expense,
Defra,26/11/2013,Golder Associates (UK) Ltd," £26,295.00 ",Collection of data and evidence for a review of landfill methane emissions modelling,NG12 5BL,SME,WR1908,00000000,Expense,
Defra,12/11/2013,United Nations Environment Prog," £197,482.81 ",United Nations Environment Programme (UNEP) trust fund for the Basel Convention.,00100,,,WPHW0005,Expense,
Defra,27/11/2013,University Of Bristol," £40,372.04 ",Evaluation of Meat Chicken Regulations - November 2013.,BS40 5DU,,AW1209 Exempt,00000000,Expense,
Defra,20/11/2013,Level 3 Communications UK Limited," £70,468.25 ",Telecoms Services - October 2013.,RG24 8NA,,Exempt,00000000,Expense,
Defra,12/11/2013,Cabinet Office," £255,136.75 ",Pension administration charge - April 2013-March 2014.,CF14 3UW,,17397,00000000,Expense,
Defra,18/11/2013,Interserve (Facilities Mngmnt) Ltd," £30,134.96 ","Works on East Corridor at Animal Health Veterinary Laboratories Agency, Weybridge - October 2013",BS32 4NH,,10195L,AHVLA267,Asset,
Defra,18/11/2013,Interserve (Facilities Mngmnt) Ltd," £508,797.36 ",Reactive Facilities Management Fund - October 2013,BS32 4NH,,10321,00000000,Expense,
Defra,18/11/2013,Interserve (Facilities Mngmnt) Ltd," £2,102,082.00 ",Facilities Management core contract costs - October 2013,BS32 4NH,,10321,00000000,Expense,
Defra,08/11/2013,Campden Bri," £25,974.34 ","Surface pasteurisation of food packages - understanding the issues, reducing waste and saving energy and water - 30 June 2013",GL55 6LD,,Exempt,SFFS0003,Expense,
Defra,04/11/2013,Technology Strategy Board," £79,892.47 ",Contribution to Nutrition for Life research and development - 2013-14,SN2 1JF,,Exempt,SFFS0007,Expense,
Defra,04/11/2013,Technology Strategy Board," £48,750.00 ","Contribution towards the Innovation for Growth in agriculture, food and drink - 2013-14",SN2 1JF,,exempt,SFFS0007,Expense,
Defra,18/11/2013,Campden Bri," £27,135.28 ","Surface pasteurisation of food packages - understanding the issues, reducing waste and saving energy and water - 31 March 2013",GL55 6LD,,Exempt,SFFS0003,Expense,
Defra,08/11/2013,Campden Bri," £27,123.08 ","Surface pasteurisation of food packages - understanding the issues, reducing waste and saving energy and water - 30 September 2013",GL55 6LD,,Exempt,SFFS0003,Expense,
Defra,22/11/2013,University Of Sheffield," £35,000.00 ",Project to look at water quality risks from light industrial estate runoff - Payment 1,S10 2UH,,WT0998,00000000,Expense,
Defra,26/11/2013,Risk Solutions," £32,770.50 ",Assessment of behaviour of and impacts on water companies to contribute to the impact assessment of abstraction reform options,WA2 7LT,SME,Exempt,00000000,Expense,
Defra,14/11/2013,The Rivers Trust," £100,000.00 ",Technical help and support to aid development of catchment partnerships under the Catchment Based Approach (CaBA) - 1st Instalment,PL17 8PH,SME,20225,00000000,Expense,
Defra,18/11/2013,C E F A S," £26,180.16 ",Provision of Research Programme Management Services - October 2013,NR33 0HT,SME,Exempt,00000000,Expense,
Defra,26/11/2013,Rural Payments Agency," £83,974.00 ",Sheep and Goat inspections - October 2013,RG1 3YD,SME,IDS/Funding,SGTINSP1,Expense,
Defra,27/11/2013,The Pirbright Institute," £265,100.00 ",Developing improved methods to quantify transmission of foot-and-mouth disease virus - August-November 2013,GU24 0NF,,SE2815,00000000,Expense,
Defra,27/11/2013,The Pirbright Institute," £35,008.83 ",Molecular epidemiology of foot-and-mouth disease virus - November 2013,GU24 0NF,,SE2940,00000000,Expense,
Defra,27/11/2013,The Pirbright Institute," £81,658.91 ",Further development of technology in support of Foot and Mouth Disease diagnosis - November 2013,GU24 0NF,,exempt,00000000,Expense,
Defra,04/11/2013,IBM United Kingdom Ltd," £42,914.69 ","Automatic Licence Verification System (ALVS) Extension Project - development, build, testing and deployment - October 2013",GU1 2LD,SME,10040,07499TSW,Asset,
Defra,25/11/2013,Animal Health and Veterinary Laboratories Agency," £45,564.08 ",Studies of natural and experimental transmissible spongiform encephalopathies (TSEs) - November 2013,KT15 3NB,SME,exempt,00000000,Expense,
Defra,27/11/2013,The Pirbright Institute," £31,329.91 ",Understanding and predicting the spread of vector- and aerosol-borne livestock pathogens in the UK - November 2013,GU24 0NF,,Exempt,00000000,Expense,
Defra,28/11/2013,IBM United Kingdom Ltd," £85,829.39 ","Automatic Licence Verification System (ALVS) Extension Project - development, build, testing and deployment - November 2013",GU1 2LD,SME,10040,07499TSW,Asset,
Defra,25/11/2013,Animal Health and Veterinary Laboratories Agency," £51,156.41 ",Maintenance of a transmissible spongiform encephalopathies (TSE)-free sheep flock after importation from New Zealand -  November 2013,KT15 3NB,SME,exempt,00000000,Expense,
Defra,25/11/2013,Animal Health and Veterinary Laboratories Agency," £50,423.00 ",Control measures for Salmonella on pig farms and their effect on endemic disease and productivity - 2013-14,KT15 3NB,SME,exempt,00000000,Expense,
Defra,25/11/2013,Animal Health and Veterinary Laboratories Agency," £61,277.75 ","Antigen mining, for Differentiating Infection in Vaccinated Animals (DIVA) assays and other diagnostic approaches - November 2013",KT15 3NB,SME,Exempt,00000000,Expense,
Defra,21/11/2013,I N R A Jouy-en-Josas," £78,470.88 ",Project looking at optimising targeted proteomics for quantitative species-specific analyses of animal feed - 2013-14,78352,SME,,00000000,Expense,
Defra,12/11/2013,JSS Pensions Administration," £39,586.66 ",Horticulture Research International staff pension scheme - October 2013,SN2 1FF,,16500,00000000,Expense,
Defra,12/11/2013,H M Revenue & Customs," £85,710.00 ",Service Level Agreement between Civil Service Resourcing and Defra for Recruitment Services - January-March 2013,BN12 4XH,,IGS,00000000,Expense,
Defra,14/11/2013,Deloitte LLP," £54,265.20 ","A team of developers, business analysts and advisers from Abaco to undertake a the Discovery Phase of the project to look at the way Abaco's software will be used and how it will be embedded within the Common Agricultural Policy programme.",MK9 1FD,SME,CAP059,CAPDFA01,Expense,
Defra,04/11/2013,Rural Payments Agency," £243,841.38 ",Staff and Travel and Subsistence recharge - August-September 2013,RG1 1AF,SME,IDS,00000000,Expense,
Defra,18/11/2013,Home Office," £240,742.80 ","Strategic Test Consultancy, to support the Common Agricultural Policy (CAP) delivery programme business to develop the testing strategy, including processes, organisation, governance, funding, people and tools. ",NP20 9BB,,IGS,CAPDFA10,Asset,
Defra,22/11/2013,Specialist Computer Centres," £265,860.00 ",Common Agricultural Policy (CAP) - Agile Developers starting on 11 March 2013 to 10 September 2015 - Sprint 11 - 05-18 September 2013.,B11 2LE,SME,,CAPDFA01,Asset,
Defra,08/11/2013,Pricewaterhouse Coopers," £312,611.83 ","Fees for systems, data management and release management support provided to the Common Agricultural Policy (CAP) Delivery programme - July 2013.",WC2N 6NN,,cap063,00000000,Asset,
Defra,20/11/2013,Visionware Ltd," £35,400.00 ",Professional fees for the re-configuration and expansion of RPA's Master Data Management (MDM) application - October 2013.,G2 1PB,SME,CAP072,CAPDFA10,Expense,
Defra,08/11/2013,Pricewaterhouse Coopers," £131,553.60 ",Systems Integrator Support work carried out - May 2013,WC2N 6NN,,CAP071,00000000,Asset,
Defra,04/11/2013,Deloitte & Touche," £118,752.00 ",Professional services on the Common Agricultural Policy delivery programme between 09 September to 15 November 2013 to be invoiced in two parts - Period 1.,MK9 1FD,,CAP098,CAPDBA00,Expense,
Defra,22/11/2013,M D S Technologies Ltd," £26,118.27 ",Interim Hosting Service of ten months to support the Real Land Register (RLR) Viewer.  Set-up charge.,SN13 9GB,SME,,00000000,Expense,
Defra,14/11/2013,Deloitte & Touche," £90,000.00 ",Finance and HR Implementation Support - Work Package 1.1,MK9 1FD,,365895,CAPDFA03,Expense,
Defra,20/11/2013,Ricardo-A E A Ltd," £33,565.00 ",Community Multi-Scale Air Quality Development for National Modelling July-September 2013.,OX11 0QR,,Exempt,AQRDXXXX,Expense,
Defra,18/11/2013,Ricardo-A E A Ltd," £50,983.50 ",UK National Atmospheric Emissions inventory.,OX11 0QR,,Exempt,AQRDXXXX,Expense,
Defra,12/11/2013,Centre For Ecology & Hydrology," £59,130.00 ",Support for National Air Pollution Control Strategies (SNAPS) - 2013-14,SN2 1EU,SME,AQ0947,AQRDXXXX,Expense,
Defra,26/11/2013,Bureau Veritas UK Ltd," £38,853.47 ",Local Air Quality Management support services - July-September 2013.,SE1 2TX,,13573,AQNONRDX,Expense,
Defra,12/11/2013,National Physical Laboratory," £74,513.75 ",Heavy Metal Monitoring - Quarter 2 2013-14,TW11 0LW,SME,14769,AQNONRDX,Expense,
Defra,20/11/2013,National Physical Laboratory," £26,550.53 ",2013-14 Airborne Particulate Concentrations and Numbers in the UK  - November 2013,TW11 0LW,SME,Exempt,AQRDXXXX,Expense,
Defra,08/11/2013,Ricardo-A E A Ltd," £26,420.00 ",2013-14 Baseline measurements - United Kingdom Stratospheric Ozone and Spectral Ultraviolet - October 2013,OX11 0QR,,Exempt,AQRDXXXX,Expense,
Defra,06/11/2013,Ricardo-A E A Ltd," £37,959.00 ",Research into air quality - 2012-13,OX11 0QR,,AQ0947,AQRDXXXX,Expense,
Defra,25/11/2013,Centre For Ecology & Hydrology," £30,868.82 ",Operation of the UK Eutrophying and Acidifying Atmospheric Pollutants (UKEAP) - 2013-14,SN2 1EU,SME,Exempt,AQRDXXXX,Expense,
Defra,18/11/2013,Centre For Ecology & Hydrology," £78,299.00 ",Mapping and Modelling of Critical Loads and Critical Levels - 2012-13,SN2 1EU,SME,AQ0826,00000000,Expense,
Defra,12/11/2013,National Physical Laboratory," £117,382.64 ",2013-14 Polycyclic Aromatic Hydrocarbons (PAHs) Monitoring and Analysis Network - November 2013,TW11 0LW,SME,Exempt,AQNONRDX,Expense,
Defra,08/11/2013,Ricardo-A E A Ltd," £26,423.00 ",Baseline measurement of UK stratospheric ozone,OX11 0QR,,Exempt,AQNONRDX,Expense,
Defra,08/11/2013,Ricardo-A E A Ltd," £76,904.00 ",2013-14 Quality Assurance and Quality Control services for AURN (Auto urban/rural air quality monitoring network) - October 2013,OX11 0QR,,Exempt,AQNONRDX,Expense,
Defra,25/11/2013,Centre For Ecology & Hydrology," £38,254.37 ",Pollutant Deposition Processes - 2013-14,SN2 1EU,SME,AQ0720,AQRDXXXX,Expense,
Defra,12/11/2013,Department Of Energy and Climate Change," £34,736.00 ",2013-14 Annual contribution to the costs of the UK Adaptation Sub-Committee - August 2013,SW1A 2HD,SME,IGS,00000000,Expense,
Defra,12/11/2013,Department Of Energy and Climate Change," £89,058.00 ",2013-14 Annual contribution  to the costs of the UK Adaptation Sub-Committee - July 2013,SW1A 2HD,SME,IGS,00000000,Expense,
Defra,20/11/2013,L T S International Ltd," £35,404.13 ","The Central Point of Expertise on Timber (CPET) - Advice, support and communications on the Government's timber procurement policy, EU Timber and The Forest Law Enforcement Governance and Trade (FLEGT) regulations, palm oil and sustainable wood fuel - October 2013.",EH26 0PH,SME,16445,00000000,Expense,
Defra,14/11/2013,University Of Westminster," £31,230.00 ",Defra-funded Sustainable Development Research Network (SDRN) Phase 4 contract - July-September 2013,W1W 6UP,,SD12022,00000000,Expense,
Defra,12/11/2013,Environment Agency," £199,000.00 ",Funding for Maintenance of Flycapture Database - 2013-14,BS1 5AH,,IGS/Grant,WPPR0002,Expense,
Defra,12/11/2013,Keep Britain Tidy," £172,500.00 ",Keep Britain Tidy Grant 2013-14 Instalment - 8 November 2013.,WN3 4EX,SME,16247,00000000,Expense,
Defra,12/11/2013,IBM United Kingdom Ltd," £54,301.57 ",IT: Raw Water Business Object Reporting Solution; project solution architecture signed off - October 2013.,GU1 2LD,SME,FRW10040-00,02DWDWIE,Expense,
Defra,12/11/2013,IBM United Kingdom Ltd," £39,542.31 ",Drink Water Inspectorate Contacts Database; Detailed Test Plan,GU1 2LD,SME,FRW10040-00,02DWDWIE,Expense,
Defra,25/11/2013,Food & Environment Research Agency," £29,692.83 ",Research payment towards tree health.- 2012-13,YO41 1LZ,,Exempt,00000000,Expense,
Defra,22/11/2013,Forest Research Agency," £165,000.00 ",Rapid screening for Chalara resistance using ash trees currently in commercial nurseries - 2013-14,GU10 4LH,,TH0132,00000000,Expense,
Defra,26/11/2013,W S P Environmental Ltd," £51,098.00 ",Mapping regulatory landscape information reporting - 2013-14,WC2A 1AF,,BR0116,00000000,Expense,
Defra,01/11/2013,Royal Botanic Gardens Kew," £2,150,000.00 ",Grant-in-Aid payment - November 2013,TW9 3AB,,Exempt,00000000,Expense,
Defra,14/11/2013,Redfern Travel Ltd," £304,981.36 ",Travel costs incurred during October 2013 as per the Government Procurement Service contract,BD1 3AZ,SME,,00000000,Asset,
Defra,26/11/2013,Food & Environment Research Agency," £114,982.00 ",Value Added Tax repayment - 2013-14 Quarter 2,YO41 1LZ,,,00000000,Liability,
Defra,26/11/2013,Animal Health and Veterinary Laboratories Agency," £321,783.23 ",Value Added Tax repayment - 2013-14 Quarter 2,YO1 7PX,SME,,00000000,Liability,
Defra,26/11/2013,Rural Payments Agency," £1,211,169.70 ",Value Added Tax repayment - 2013-14 Quarter 2,RG1 1AF,SME,,00000000,Liability,
Defra,12/11/2013,Barclaycard Business Issuing," £34,266.58 ",Government Procurement Card spend - November 2013 bill,TS17 6YG,SME,,00000000,Asset,
Defra,26/11/2013,Veterinary Medicines Directorate," £42,107.64 ",Value Added Tax repayment - 2013-14 Quarter 2,KT15 3LS,SME,,00000000,Liability,
Defra,06/11/2013,Chilterns Conservation Board," £111,634.00 ",Chilterns Area of Outstanding Natural Beauty Conservation board grant payment - 2013-14 Quarter 3,OX39 4HA,SME,Grant,00000000,Expense,
Defra,22/11/2013,Kent County Council," £64,358.80 ",Kent Downs Area of Outstanding Natural Beauty grant payment - January-March 2013,ME14 1XX,,GIA,00000000,Expense,
Defra,18/11/2013,University Of Dundee," £37,971.00 ",Darwin Grant: Developing a sustainable marine and fisheries management plan for the Pitcairn Islands - Oct-Dec 2013,DD1 4HN,,20158,DARWDFID,Expense,
Defra,18/11/2013,University Of Liverpool," £28,138.75 ",Darwin Grant: Using seabirds to inform Caribbean marine planning - October-December 2013,L69 3GL,,Grant,DARWPLUS,Expense,
Defra,06/11/2013,Fauna & Flora International," £25,350.00 ",Darwin Grant: Building capacity for participatory ecosystem-based marine conservation in Central America - November 2013 ,CB1 2JD,SME,exempt,DARWDFID,Expense,
Defra,18/11/2013,University Of Exeter," £35,268.50 ",Darwin Grant:  Implementing Biodiversity Action Plan for Ascension Island - Oct-Dec 2013.,EX4 4QJ,,Exempt,DARWINXX,Expense,
Defra,06/11/2013,Birdlife International," £31,994.25 ",Darwin Grant: Building a future for Haiti's unique vertebrates 2010-13 - Final claim for 2012-13.,CB3 ONA,SME,exempt,DARWINXX,Expense,
Defra,18/11/2013,University Of Southampton," £25,160.75 ","Darwin Grant: Galapagos marine invasive species: prevention, detection and management - October-December 2013.",SO17 1UY,,Exempt,DARWDFID,Expense,
Defra,18/11/2013,University Of Exeter," £28,114.50 ",Darwin Grant: Delivering a Marine Protection Area (MPA) network for fisheries and biodiversity of Central Africa (Republic of Congo and Gabon) (2013-2016) - October-December 2013.,EX4 4QJ,,,DARWDFID,Expense,
Defra,18/11/2013,International Inst For Env & Dev," £27,573.25 ",Darwin Grant: Research to policy - building capacity for conservation through poverty alleviation (2012-2015) - October-December 2013.,WC1X 8NH,SME,Exempt,DARWDFID,Expense,
Defra,18/11/2013,Fauna & Flora International," £29,740.25 ",Darwin Grant: Conservation of the newly-discovered Burmese (Myanmar) snub-nosed monkey (2012-2015),CB1 2JD,SME,Exempt,DARWINXX,Expense,
Defra,25/11/2013,Centre For Ecology & Hydrology," £175,245.00 ",Lowland peatland systems in England and Wales - evaluating greenhouse gas fluxes and carbon balances - 16 August 2011-15 August 2015,SN2 1EU,SME,SP1210 exempt,00000000,Expense,
Defra,22/11/2013,Waste & Resources Action Programme," £1,739,597.00 ",Waste and Resources Action Programme funding - November 2013,OX16 0AH,,FUNDING,00000000,Expense,
Defra,22/11/2013,IBM United Kingdom Ltd," £32,479.95 ",Technology Refresh: Time and Materials - 04-25 October 2013.,GU1 2LD,SME,FRW10040-00,P12TR180,Expense,
Defra,04/11/2013,IBM United Kingdom Ltd," £26,459.49 ",Government Secure intranet (GSI) to Public Services Network (PSN) Migration - Bandwidth and Application Profiling; charged on a time and materials basis - 31 May-2 August 2013,GU1 2LD,SME,10040,P12ER020,Expense,
Defra,22/11/2013,IBM United Kingdom Ltd," £43,220.38 ",Technology Refresh: Time and Materials - 30 August-27 September 2013.,GU1 2LD,SME,FRW10040-00,P12TR180,Expense,
Defra,20/11/2013,IBM United Kingdom Ltd," £58,206.12 ",Upgrade of Tivoli Access Manager software - 15 October 2013.,GU1 2LD,SME,FRW10040-00,P12TR110,Expense,
Defra,22/11/2013,IBM United Kingdom Ltd," £83,172.75 ",To extend a Software Technology Refresh programme - 30 August-27 September 2013,GU1 2LD,SME,10040,P12TR150,Expense,
Defra,26/11/2013,Detica Ltd," £49,470.00 ","Services of a specialist information security  IT Consultant in order to enable key aspects of information assurance such as security testing, accreditation of IT systems, incident management/investigations and secure design/architecture, and to provide the necessary independent assurance of compliance with Information Security Standards. - 01 May-19 July 2013. ",GU2 7YP,SME,10090,00000000,Expense,
Defra,04/11/2013,Exeter Enterprises Ltd," £27,726.50 ",Project to look into the impacts of street lighting on biodiversity - first payment 2013-14.,EX4 4RN,,exempt,00000000,Expense,
Defra,14/11/2013,Sinclair Knight Merz (Europe) Ltd," £25,271.39 ",Waste Data Flow project administration and management - November 2013,CB3 6DP,,13908,00000000,Expense,
Defra,22/11/2013,Collingwood Environmental Planning," £55,477.50 ",A programme level evaluation of Defra's Flooding Resilience Community Pathfinder. ,SE1 7QY,SME,Funding,00000000,Expense,
Defra,12/11/2013,Dept For Communities & Local Gov," £1,250,000.00 ",2013-14 Local Services Support Grant - November 2013,HP2 4XN,,GIA,00000000,Expense,
Defra,12/11/2013,Met Office," £575,000.00 ",2013-14 Integrated Flood Forecasting and Alerts Service covering England to support and enhance existing national area delivery - Quarter 3 - 01 October-31 December 2013,EX1 3PB,,,00000000,Expense,
Defra,04/11/2013,Environment Agency," £45,000,000.00 ",2013-14 Grant in Aid - November 2013,BS1 5AH,,18342,00000000,Expense,
Defra,27/11/2013,Zoological Society Of London.," £40,198.83 ",A study to examine the interactions between cattle and badgers - November 2013,NW1 4RY,,Exempt,00000000,Expense,
Defra,11/11/2013,D L O Holding/Prionics AG," £188,707.36 ",Tuberculin used for Bovine Tuberculosis testing - November 2013,8952,,,TUBP0468,Expense,
Defra,20/11/2013,Office For Public Management Ltd," £36,840.00 ",Project is to engage a wide range of citizens and stakeholders in understanding and debating the future strategic direction of Defra's Bovine Tuberculosis policy - Public Workshops.,WC1X 8JT,SME,SE3049,00000000,Expense,
Defra,25/11/2013,Animal Health and Veterinary Laboratories Agency," £139,343.75 ",Continued vaccine development: Improving Bacille Calmette Guerin (BCG) and developing non-sensitising vaccines for cattle - 2013-14,KT15 3NB,SME,IDS,00000000,Expense,
Defra,22/11/2013,Albion Manufacturing," £26,719.20 ",300 Mammal Traps,NR18 9AU,SME,20291,BCP00001,Expense,
Defra,14/11/2013,The Farming Community Network," £37,500.00 ",Bovine Tuberculosis Support - October-March 2014.,NN6 7AQ,,GIA,FAP00001,Expense,
Defra,25/11/2013,Animal Health and Veterinary Laboratories Agency," £122,003.00 ",Continued vaccine development: Improving Bacille Calmette Guerin (BCG) and developing non-sensitising vaccines for cattle - 2013-14,KT15 3NB,SME,IDS,00000000,Expense,
Defra,28/11/2013,IBM United Kingdom Ltd," £6,154,665.48 ",Core Defra IT Base Services - November 2013,GU1 2LD,SME,FWK10040,00000000,Expense,
Defra,12/11/2013,Natural England," £50,000.00 ",Salary costs for secondee working on collective procurement with the Strategic Alignment team - 2013-14,PE1 1XN,,IGS,00000000,Expense,
Defra,12/11/2013,Natural England," £25,000.00 ",Salary costs for secondee working on collective procurement with the Strategic Alignment team - 2012-13,PE1 1XN,,IGS,00000000,Expense,
Defra,12/11/2013,Natural England," £75,000.00 ",Consultant costs for two consultants working on Future Corporate Services for Strategic Alignment - June-November 2013.,PE1 1XN,,IGS,00000000,Expense,
Defra,26/11/2013,Gangmasters Licensing Authority," £337,182.00 ",2013-14 Grant in Aid for Administrative and Enforcement Expenses funding - November 2013,NG8 9AF,,GIA,GLA00002,Expense,
Defra,12/11/2013,Food & Environment Research Agency," £34,000.00 ","Updating the evidence base on coexistence of genetically modified, conventional and organic crops",YO41 1LZ,,Exempt,00000000,Expense,
Defra,26/11/2013,Food & Environment Research Agency," £43,902.00 ",Government Decontamination Service (GDS) Service Level Agreement Non Pay costs - October 2013,YO41 1LZ,,IGS/Funding,00000000,Expense,
Defra,26/11/2013,Food & Environment Research Agency," £88,588.00 ",Government Decontamination Service (GDS) Service Level Agreement Pay costs - September 2013,YO41 1LZ,,IGS/Funding,00000000,Expense,
Defra,26/11/2013,Food & Environment Research Agency," £89,054.00 ",Government Decontamination Service (GDS) Service Level Agreement Pay costs - October 2013,YO41 1LZ,,IGS/Funding,00000000,Expense,
Defra,26/11/2013,Food & Environment Research Agency," £69,004.00 ",Government Decontamination Service (GDS) Service Level Agreement Pay costs - September 2013,YO41 1LZ,,IGS/Funding,00000000,Expense,
Defra,28/11/2013,Freshfields Bruckhaus Deringer," £68,970.70 ",Thames Tideway Tunnel project - professional charges and photocopying - November 2013,EC4Y 1HS,,17831,00000000,Expense,
Defra,06/11/2013,Freshfields Bruckhaus Deringer," £72,469.55 ",Thames Tideway Tunnel project - professional charges and photocopying - October 2013,EC4Y 1HS,,17831,00000000,Expense,
Defra,08/11/2013,Construction Industry Research and Information Association," £52,391.25 ",Revision of Draft National Standards for Sustainable Drainage Systems (SuDS) - 2013-14,EC1V 9BP,SME,WT0982,00000000,Expense,
