Department Family,Entity,Date,Expense Type,Expense Area,Supplier Name,Transaction Number,  Spend  ,,,,,,,,
Home Office,Home Office,14/01/2016,"IT, Broadcasting & Telecomms",HOS - Home Office Science,SPECIALIST COMPUTER CENTRES PLC,1001819339,40498.8,,,,,,,,
Home Office,Home Office,22/01/2016,Professional & Admin Services,HOS - Home Office Science,MARKET & OPINION RESEARCH INTERNATIONAL LTD T/A IPSOS MRI,1001822619,54840,,,,,,,,
Home Office,Home Office,25/01/2016,"IT, Broadcasting & Telecomms",HOS - Home Office Science,SPECIALIST COMPUTER CENTRES PLC,1001823187,40498.8,,,,,,,,
Home Office,Home Office,26/01/2016,"Science, Technical & Research",HOS - Home Office Science,CRANFIELD UNIVERSITY,1001823833,14400,,,,,,,,
Home Office,Home Office,26/01/2016,"Science, Technical & Research",HOS - Home Office Science,CRANFIELD UNIVERSITY,1001823833,12000,,,,,,,,
Home Office,Home Office,26/01/2016,"Science, Technical & Research",HOS - Home Office Science,CRANFIELD UNIVERSITY,1001823833,12000,,,,,,,,
Home Office,Home Office,26/01/2016,"Science, Technical & Research",HOS - Home Office Science,CRANFIELD UNIVERSITY,1001823833,2400,,,,,,,,
Home Office,Home Office,26/01/2016,"Science, Technical & Research",HOS - Home Office Science,CRANFIELD UNIVERSITY,1001823833,12000,,,,,,,,
Home Office,Home Office,27/01/2016,"IT, TelecommsSoftware (COTS)",HOS - Home Office Science,SPECIALIST COMPUTER CENTRES PLC,1001824569,28142.05,,,,,,,,
Home Office,Home Office,22/01/2016,"IT, TelecommsSoftware (COTS)",IIPG - International & Immigration Policy Group,iCASEWORK LTD,1001822607,36720,,,,,,,,
Home Office,Home Office,04/01/2016,"IT, TelecommsManaged Service",OSCT - Office of Security and Counter-Terrorism,HEWLETT PACKARD (HP) LTD,1001815298,73027.08,,,,,,,,
Home Office,Home Office,05/01/2016,Control,OSCT - Office of Security and Counter-Terrorism,COMMUNITY SECURITY TRUST (G),1001815539,1578709.67,,,,,,,,
Home Office,Home Office,14/01/2016,Control,OSCT - Office of Security and Counter-Terrorism,CITY OF LONDON,1001819170,26668.02,,,,,,,,
Home Office,Home Office,18/01/2016,"Science, Technical & Research",OSCT - Office of Security and Counter-Terrorism,REPKNIGHT LTD,1001820634,96000,,,,,,,,
Home Office,Home Office,18/01/2016,Grant,OSCT - Office of Security and Counter-Terrorism,WEST MIDLANDS OFFICE FOR POLICING & CRIME (G),1001820440,411803,,,,,,,,
Home Office,Home Office,20/01/2016,Grant,OSCT - Office of Security and Counter-Terrorism,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR MERSEYSIDE (G),1001821441,100000,,,,,,,,
Home Office,Home Office,20/01/2016,Grant,OSCT - Office of Security and Counter-Terrorism,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR MERSEYSIDE (G),1001821441,200000,,,,,,,,
Home Office,Home Office,04/01/2016,"IT, Broadcasting & Telecomms",UKBF - UK Border Force,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,1001815265,93091.5,,,,,,,,
Home Office,Home Office,04/01/2016,"IT, Broadcasting & Telecomms",UKBF - UK Border Force,CAPGEMINI UK PLC,1001815274,43096.72,,,,,,,,
Home Office,Home Office,04/01/2016,"IT, Broadcasting & Telecomms",UKBF - UK Border Force,CAPGEMINI UK PLC,1001815274,24725.48,,,,,,,,
Home Office,Home Office,04/01/2016,"IT, Broadcasting & Telecomms",UKBF - UK Border Force,CAPGEMINI UK PLC,1001815274,16879.09,,,,,,,,
Home Office,Home Office,04/01/2016,"IT, Broadcasting & Telecomms",UKBF - UK Border Force,CAPGEMINI UK PLC,1001815274,5534.26,,,,,,,,
Home Office,Home Office,04/01/2016,"Airport parking, Local council parking, Private owned car parks, Other parking",UKBF - UK Border Force,DOVER HARBOUR BOARD,1001815287,132924,,,,,,,,
Home Office,Home Office,05/01/2016,"Vehicles, Ships, Airplanes.Vessel Maintenance",UKBF - UK Border Force,CHESS DYNAMICS LTD,1001815692,60000,,,,,,,,
Home Office,Home Office,05/01/2016,"IT, Broadcasting & Telecomms",UKBF - UK Border Force,IBM DIRECT UNITED KINGDOM LTD,1001815707,132186,,,,,,,,
Home Office,Home Office,05/01/2016,"IT, Broadcasting & Telecomms",UKBF - UK Border Force,IBM DIRECT UNITED KINGDOM LTD,1001815707,276387.6,,,,,,,,
Home Office,Home Office,06/01/2016,"IT, Broadcasting & Telecomms",UKBF - UK Border Force,BORDER-SYSTEMS.COM LTD,1001816214,100411.2,,,,,,,,
Home Office,Home Office,06/01/2016,Law Enforcement & safety Equipment,UKBF - UK Border Force,HEATHROW AIRPORT LTD,1001816266,43620,,,,,,,,
Home Office,Home Office,06/01/2016,Comms & Social Services,UKBF - UK Border Force,MARKET & OPINION RESEARCH INTERNATIONAL LTD T/A IPSOS MRI,1001816275,30660,,,,,,,,
Home Office,Home Office,07/01/2016,Law Enforcement & safety Equipment,UKBF - UK Border Force,AXIALYS,7000010151,51773.42,,,,,,,,
Home Office,Home Office,07/01/2016,Professional & Admin Services,UKBF - UK Border Force,CROWN COMMERCIAL SERVICE,3000051025,69905.62,,,,,,,,
Home Office,Home Office,07/01/2016,Juxtaposed Overseas Posting,UKBF - UK Border Force,FOREIGN AND COMMONWEALTH OFFICE,3000051027,41901.81,,,,,,,,
Home Office,Home Office,07/01/2016,Government Services,UKBF - UK Border Force,FOREIGN AND COMMONWEALTH OFFICE,3000051027,9016.26,,,,,,,,
Home Office,Home Office,07/01/2016,Government Services,UKBF - UK Border Force,FOREIGN AND COMMONWEALTH OFFICE,3000051027,2348.29,,,,,,,,
Home Office,Home Office,07/01/2016,Government Services,UKBF - UK Border Force,FOREIGN AND COMMONWEALTH OFFICE,3000051027,7251.11,,,,,,,,
Home Office,Home Office,07/01/2016,Juxtaposed Overseas Posting,UKBF - UK Border Force,FOREIGN AND COMMONWEALTH OFFICE,3000051027,67316.24,,,,,,,,
Home Office,Home Office,07/01/2016,Control,UKBF - UK Border Force,FOREIGN AND COMMONWEALTH OFFICE,3000051027,20261.92,,,,,,,,
Home Office,Home Office,07/01/2016,Juxtaposed Overseas Posting,UKBF - UK Border Force,FOREIGN AND COMMONWEALTH OFFICE,3000051027,32086.53,,,,,,,,
Home Office,Home Office,07/01/2016,Juxtaposed Overseas Posting,UKBF - UK Border Force,FOREIGN AND COMMONWEALTH OFFICE,3000051027,-41901.81,,,,,,,,
Home Office,Home Office,07/01/2016,"Airport parking, Local council parking, Private owned car parks, Other parking",UKBF - UK Border Force,GATWICK AIRPORT LTD,1001816626,390.18,,,,,,,,
Home Office,Home Office,07/01/2016,"Airport parking, Local council parking, Private owned car parks, Other parking",UKBF - UK Border Force,GATWICK AIRPORT LTD,1001816626,28706.1,,,,,,,,
Home Office,Home Office,07/01/2016,"Airport parking, Local council parking, Private owned car parks, Other parking",UKBF - UK Border Force,GATWICK AIRPORT LTD,1001816626,1226.28,,,,,,,,
Home Office,Home Office,07/01/2016,"Airport parking, Local council parking, Private owned car parks, Other parking",UKBF - UK Border Force,GATWICK AIRPORT LTD,1001816626,55.74,,,,,,,,
Home Office,Home Office,07/01/2016,"Airport parking, Local council parking, Private owned car parks, Other parking",UKBF - UK Border Force,GATWICK AIRPORT LTD,1001816626,55.74,,,,,,,,
Home Office,Home Office,07/01/2016,"Airport parking, Local council parking, Private owned car parks, Other parking",UKBF - UK Border Force,GATWICK AIRPORT LTD,1001816626,111.48,,,,,,,,
Home Office,Home Office,07/01/2016,Professional & Admin Services,UKBF - UK Border Force,MINISTRY OF DEFENCE,3000051029,50000,,,,,,,,
Home Office,Home Office,07/01/2016,"IT, Broadcasting & Telecomms",UKBF - UK Border Force,SOPRA STERIA LTD,1001816672,37680,,,,,,,,
Home Office,Home Office,07/01/2016,Professional & Admin Services,UKBF - UK Border Force,STANSTED AIRPORT LTD,1001816675,27931.2,,,,,,,,
Home Office,Home Office,07/01/2016,Professional & Admin Services,UKBF - UK Border Force,STANSTED AIRPORT LTD,1001816675,27931.2,,,,,,,,
Home Office,Home Office,07/01/2016,"IT, Broadcasting & Telecomms",UKBF - UK Border Force,SUNGARD AVAILABILITY SERVICES UK LTD,1001816677,64707.6,,,,,,,,
Home Office,Home Office,07/01/2016,"IT, Broadcasting & Telecomms",UKBF - UK Border Force,SUNGARD AVAILABILITY SERVICES UK LTD,1001816677,7488,,,,,,,,
Home Office,Home Office,08/01/2016,Education & Training Services,UKBF - UK Border Force,ALTERNATIVE VENUES LONDON,1001817094,25,,,,,,,,
Home Office,Home Office,08/01/2016,Education & Training Services,UKBF - UK Border Force,ALTERNATIVE VENUES LONDON,1001817094,22812.5,,,,,,,,
Home Office,Home Office,08/01/2016,Education & Training Services,UKBF - UK Border Force,ALTERNATIVE VENUES LONDON,1001817094,18750,,,,,,,,
Home Office,Home Office,08/01/2016,Education & Training Services,UKBF - UK Border Force,ALTERNATIVE VENUES LONDON,1001817094,1820,,,,,,,,
Home Office,Home Office,08/01/2016,Education & Training Services,UKBF - UK Border Force,ALTERNATIVE VENUES LONDON,1001817094,4062.5,,,,,,,,
Home Office,Home Office,08/01/2016,Professional & Admin Services,UKBF - UK Border Force,HM REVENUE & CUSTOMS,3000051032,410112,,,,,,,,
Home Office,Home Office,08/01/2016,Education & Training Services,UKBF - UK Border Force,MOTOR INSURANCE REPAIR RESEARCH CENTRE (THE) T/A THATCHAM RESEARCH,1001817182,12361.95,,,,,,,,
Home Office,Home Office,08/01/2016,Education & Training Services,UKBF - UK Border Force,MOTOR INSURANCE REPAIR RESEARCH CENTRE (THE) T/A THATCHAM RESEARCH,1001817182,44221.95,,,,,,,,
Home Office,Home Office,08/01/2016,Education & Training Services,UKBF - UK Border Force,MOTOR INSURANCE REPAIR RESEARCH CENTRE (THE) T/A THATCHAM RESEARCH,1001817182,8491.95,,,,,,,,
Home Office,Home Office,08/01/2016,Education & Training Services,UKBF - UK Border Force,MOTOR INSURANCE REPAIR RESEARCH CENTRE (THE) T/A THATCHAM RESEARCH,1001817182,8921.7,,,,,,,,
Home Office,Home Office,08/01/2016,"Airport parking, Local council parking, Private owned car parks, Other parking",UKBF - UK Border Force,PORTSMOUTH CITY COUNCIL,1001817209,35616,,,,,,,,
Home Office,Home Office,08/01/2016,Law Enforcement & safety Equipment,UKBF - UK Border Force,TNT UK LTD,1001817251,242335.81,,,,,,,,
Home Office,Home Office,11/01/2016,"Building, Construction Service",UKBF - UK Border Force,AMEY COMMUNITY LTD,1001817633,250433.38,,,,,,,,
Home Office,Home Office,11/01/2016,"IT, Broadcasting & Telecomms",UKBF - UK Border Force,FUJITSU SERVICES LTD,1001817660,31735.44,,,,,,,,
Home Office,Home Office,11/01/2016,"IT, Broadcasting & Telecomms",UKBF - UK Border Force,FUJITSU SERVICES LTD,1001817660,54985.53,,,,,,,,
Home Office,Home Office,11/01/2016,"IT, Broadcasting & Telecomms",UKBF - UK Border Force,FUJITSU SERVICES LTD,1001817660,127863.12,,,,,,,,
Home Office,Home Office,11/01/2016,Grant,UKBF - UK Border Force,INTERIOR MINISTRY OF FRANCE (G),7000010166,3680400,,,,,,,,
Home Office,Home Office,11/01/2016,"Vehicles, Ships, Airplanes.Vessel Maintenance",UKBF - UK Border Force,VOH SUPPORT VESSELS LTD T/A VROON OFFSHORE SERVICES LTD,1001817706,36580.35,,,,,,,,
Home Office,Home Office,12/01/2016,Professional & Admin Services,UKBF - UK Border Force,EAMUS CORK SOLUTIONS (ECS),7000010168,169313.29,,,,,,,,
Home Office,Home Office,12/01/2016,Professional & Admin Services,UKBF - UK Border Force,EAMUS CORK SOLUTIONS (ECS),7000010168,434313.96,,,,,,,,
Home Office,Home Office,12/01/2016,Professional & Admin Services,UKBF - UK Border Force,EAMUS CORK SOLUTIONS (ECS),7000010168,25239.36,,,,,,,,
Home Office,Home Office,12/01/2016,Law Enforcement & safety Equipment,UKBF - UK Border Force,G4S,1001818198,36082.25,,,,,,,,
Home Office,Home Office,12/01/2016,Law Enforcement & safety Equipment,UKBF - UK Border Force,VETSPEED LTD T/A NOVUS ENVIRONMENTAL,1001818246,30536.32,,,,,,,,
Home Office,Home Office,13/01/2016,"IT, Broadcasting & Telecomms",UKBF - UK Border Force,CAPGEMINI UK PLC,1001818676,60949.64,,,,,,,,
Home Office,Home Office,13/01/2016,"IT, Broadcasting & Telecomms",UKBF - UK Border Force,CAPGEMINI UK PLC,1001818676,12406.8,,,,,,,,
Home Office,Home Office,13/01/2016,"IT, Broadcasting & Telecomms",UKBF - UK Border Force,CAPGEMINI UK PLC,1001818676,18673.2,,,,,,,,
Home Office,Home Office,13/01/2016,"IT, Broadcasting & Telecomms",UKBF - UK Border Force,CAPGEMINI UK PLC,1001818676,13138.94,,,,,,,,
Home Office,Home Office,13/01/2016,"IT, Broadcasting & Telecomms",UKBF - UK Border Force,CAPGEMINI UK PLC,1001818676,65451.6,,,,,,,,
Home Office,Home Office,13/01/2016,"IT, Broadcasting & Telecomms",UKBF - UK Border Force,CAPGEMINI UK PLC,1001818676,-65451.6,,,,,,,,
Home Office,Home Office,13/01/2016,"Vehicles, Ships, Airplanes.Vessel Maintenance",UKBF - UK Border Force,VOH SUPPORT VESSELS LTD T/A VROON OFFSHORE SERVICES LTD,1001818749,240250,,,,,,,,
Home Office,Home Office,14/01/2016,"IT, Broadcasting & Telecomms",UKBF - UK Border Force,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,1001819152,88813.5,,,,,,,,
Home Office,Home Office,14/01/2016,"IT, Broadcasting & Telecomms",UKBF - UK Border Force,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,1001819152,-88813.5,,,,,,,,
Home Office,Home Office,14/01/2016,"IT, Broadcasting & Telecomms",UKBF - UK Border Force,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,1001819152,88770.76,,,,,,,,
Home Office,Home Office,14/01/2016,Laboratory & Scientific Equipment,UKBF - UK Border Force,NUCTECH COMPANY LTD,7000010183,41908.61,,,,,,,,
Home Office,Home Office,15/01/2016,"Vehicles, Ships, Airplanes.Vessel Maintenance",UKBF - UK Border Force,VOH SUPPORT VESSELS LTD T/A VROON OFFSHORE SERVICES LTD,1001820069,30660.54,,,,,,,,
Home Office,Home Office,18/01/2016,"IT, TelecommsManaged Service",UKBF - UK Border Force,IBM DIRECT UNITED KINGDOM LTD,1001820603,126901.25,,,,,,,,
Home Office,Home Office,18/01/2016,"Vehicles, Ships, Airplanes.Vessel Maintenance",UKBF - UK Border Force,SHIPS ELECTRONIC SERVICES LTD,1001820640,27400,,,,,,,,
Home Office,Home Office,18/01/2016,Law Enforcement & safety Equipment,UKBF - UK Border Force,TNT UK LTD,1001820646,233230.48,,,,,,,,
Home Office,Home Office,18/01/2016,Professional & Admin Services,UKBF - UK Border Force,VFS USLUGI FINANSOWE POLSKA SP.Z.O.O,7000010198,43794,,,,,,,,
Home Office,Home Office,19/01/2016,Law Enforcement & safety Equipment,UKBF - UK Border Force,ASSOCIATED BRITISH PORTS,1001821087,239858.4,,,,,,,,
Home Office,Home Office,19/01/2016,"IT, Broadcasting & Telecomms",UKBF - UK Border Force,CAPGEMINI UK PLC,1001821100,106573.12,,,,,,,,
Home Office,Home Office,19/01/2016,"IT, Broadcasting & Telecomms",UKBF - UK Border Force,CAPGEMINI UK PLC,1001821100,69903.43,,,,,,,,
Home Office,Home Office,19/01/2016,"IT, Broadcasting & Telecomms",UKBF - UK Border Force,CAPGEMINI UK PLC,1001821100,82949.42,,,,,,,,
Home Office,Home Office,19/01/2016,"IT, Broadcasting & Telecomms",UKBF - UK Border Force,CAPGEMINI UK PLC,1001821100,32085.6,,,,,,,,
Home Office,Home Office,19/01/2016,"Building, Construction Service",UKBF - UK Border Force,H2S2 LTD,1001821117,181824,,,,,,,,
Home Office,Home Office,20/01/2016,"Vehicles, Ships, Airplanes.Vessel Maintenance",UKBF - UK Border Force,AMBEX,1001821505,27639.19,,,,,,,,
Home Office,Home Office,20/01/2016,"Vehicles, Ships, Airplanes.Vessel Maintenance",UKBF - UK Border Force,AMBEX,1001821505,25970,,,,,,,,
Home Office,Home Office,20/01/2016,Professional & Admin Services,UKBF - UK Border Force,HP ENTERPRISE SERVICES UK LTD,1001821548,57270,,,,,,,,
Home Office,Home Office,20/01/2016,Professional & Admin Services,UKBF - UK Border Force,HP ENTERPRISE SERVICES UK LTD,1001821548,-57270,,,,,,,,
Home Office,Home Office,20/01/2016,Professional & Admin Services,UKBF - UK Border Force,HP ENTERPRISE SERVICES UK LTD,1001821548,57270,,,,,,,,
Home Office,Home Office,20/01/2016,"IT, Broadcasting & Telecomms",UKBF - UK Border Force,VISION-BOX SYSTEMS LTD,1001821630,67857.74,,,,,,,,
Home Office,Home Office,21/01/2016,Professional & Admin Services,UKBF - UK Border Force,CROWN COMMERCIAL SERVICE,3000051088,40689.07,,,,,,,,
Home Office,Home Office,21/01/2016,Professional & Admin Services,UKBF - UK Border Force,HP ENTERPRISE SERVICES UK LTD,1001822093,50478.6,,,,,,,,
Home Office,Home Office,21/01/2016,"IT, Broadcasting & Telecomms",UKBF - UK Border Force,IBM DIRECT UNITED KINGDOM LTD,1001822094,703223.39,,,,,,,,
Home Office,Home Office,22/01/2016,Professional & Admin Services,UKBF - UK Border Force,CAPGEMINI UK PLC,1001822565,85338.62,,,,,,,,
Home Office,Home Office,22/01/2016,Control,UKBF - UK Border Force,FOREIGN AND COMMONWEALTH OFFICE,3000051097,53854.88,,,,,,,,
Home Office,Home Office,22/01/2016,Government Services,UKBF - UK Border Force,FOREIGN AND COMMONWEALTH OFFICE,3000051097,0.89,,,,,,,,
Home Office,Home Office,22/01/2016,Juxtaposed Overseas Posting,UKBF - UK Border Force,FOREIGN AND COMMONWEALTH OFFICE,3000051097,312.36,,,,,,,,
Home Office,Home Office,22/01/2016,Juxtaposed Overseas Posting,UKBF - UK Border Force,FOREIGN AND COMMONWEALTH OFFICE,3000051097,1911.91,,,,,,,,
Home Office,Home Office,22/01/2016,Government Services,UKBF - UK Border Force,FOREIGN AND COMMONWEALTH OFFICE,3000051097,8547.21,,,,,,,,
Home Office,Home Office,22/01/2016,Government Services,UKBF - UK Border Force,FOREIGN AND COMMONWEALTH OFFICE,3000051097,2226.13,,,,,,,,
Home Office,Home Office,22/01/2016,Government Services,UKBF - UK Border Force,FOREIGN AND COMMONWEALTH OFFICE,3000051097,6873.89,,,,,,,,
Home Office,Home Office,22/01/2016,Juxtaposed Overseas Posting,UKBF - UK Border Force,FOREIGN AND COMMONWEALTH OFFICE,3000051097,138516.65,,,,,,,,
Home Office,Home Office,22/01/2016,Control,UKBF - UK Border Force,FOREIGN AND COMMONWEALTH OFFICE,3000051097,4631.98,,,,,,,,
Home Office,Home Office,22/01/2016,Juxtaposed Overseas Posting,UKBF - UK Border Force,FOREIGN AND COMMONWEALTH OFFICE,3000051097,27348.53,,,,,,,,
Home Office,Home Office,22/01/2016,Laboratory & Scientific Equipment,UKBF - UK Border Force,LEIDOS LTD,1001822615,38192.4,,,,,,,,
Home Office,Home Office,22/01/2016,"IT, Broadcasting & Telecomms",UKBF - UK Border Force,SUNGARD AVAILABILITY SERVICES UK LTD,1001822671,88998,,,,,,,,
Home Office,Home Office,26/01/2016,"Vehicles, Ships, Airplanes.Vessel Maintenance",UKBF - UK Border Force,MINISTRY OF DEFENCE,7000010222,28285.33,,,,,,,,
Home Office,Home Office,27/01/2016,Professional & Admin Services,UKBF - UK Border Force,BIG DATA PARTNERSHIP LTD,1001824483,75825,,,,,,,,
Home Office,Home Office,27/01/2016,Professional & Admin Services,UKBF - UK Border Force,BIG DATA PARTNERSHIP LTD,1001824483,22920,,,,,,,,
Home Office,Home Office,27/01/2016,Professional & Admin Services,UKBF - UK Border Force,BIRMINGHAM INT AIRPORT A/PT,6200058612,-437.8861093,,,,,,,,
Home Office,Home Office,27/01/2016,Professional & Admin Services,UKBF - UK Border Force,BIRMINGHAM INT AIRPORT A/PT,6200058612,-252.9538907,,,,,,,,
Home Office,Home Office,27/01/2016,"Transport, Storage & Mail Services",UKBF - UK Border Force,CHANNEL TUNNEL GROUP LTD (THE) T/A EUROTUNNEL,1001824494,50690,,,,,,,,
Home Office,Home Office,27/01/2016,Grant,UKBF - UK Border Force,CHANNEL TUNNEL GROUP LTD (THE) T/A EUROTUNNEL(G),7000010226,204119.48,,,,,,,,
Home Office,Home Office,27/01/2016,Grant,UKBF - UK Border Force,CHANNEL TUNNEL GROUP LTD (THE) T/A EUROTUNNEL(G),7000010226,295430.38,,,,,,,,
Home Office,Home Office,27/01/2016,Grant,UKBF - UK Border Force,CHANNEL TUNNEL GROUP LTD (THE) T/A EUROTUNNEL(G),7000010226,1115928.12,,,,,,,,
Home Office,Home Office,27/01/2016,Grant,UKBF - UK Border Force,CHANNEL TUNNEL GROUP LTD (THE) T/A EUROTUNNEL(G),7000010225,220579.48,,,,,,,,
Home Office,Home Office,27/01/2016,Grant,UKBF - UK Border Force,CHANNEL TUNNEL GROUP LTD (THE) T/A EUROTUNNEL(G),7000010225,146315.54,,,,,,,,
Home Office,Home Office,27/01/2016,Grant,UKBF - UK Border Force,CHANNEL TUNNEL GROUP LTD (THE) T/A EUROTUNNEL(G),7000010225,197489.26,,,,,,,,
Home Office,Home Office,27/01/2016,Grant,UKBF - UK Border Force,CHANNEL TUNNEL GROUP LTD (THE) T/A EUROTUNNEL(G),7000010224,112345.78,,,,,,,,
Home Office,Home Office,27/01/2016,Grant,UKBF - UK Border Force,CHANNEL TUNNEL GROUP LTD (THE) T/A EUROTUNNEL(G),7000010224,622620.15,,,,,,,,
Home Office,Home Office,27/01/2016,Grant,UKBF - UK Border Force,CHANNEL TUNNEL GROUP LTD (THE) T/A EUROTUNNEL(G),7000010223,400243.71,,,,,,,,
Home Office,Home Office,27/01/2016,Grant,UKBF - UK Border Force,CHANNEL TUNNEL GROUP LTD (THE) T/A EUROTUNNEL(G),7000010223,1024932.43,,,,,,,,
Home Office,Home Office,27/01/2016,"Airport parking, Local council parking, Private owned car parks, Other parking",UKBF - UK Border Force,GATWICK AIRPORT LTD,1001824513,390.18,,,,,,,,
Home Office,Home Office,27/01/2016,"Airport parking, Local council parking, Private owned car parks, Other parking",UKBF - UK Border Force,GATWICK AIRPORT LTD,1001824513,27256.86,,,,,,,,
Home Office,Home Office,27/01/2016,"Airport parking, Local council parking, Private owned car parks, Other parking",UKBF - UK Border Force,GATWICK AIRPORT LTD,1001824513,1226.28,,,,,,,,
Home Office,Home Office,27/01/2016,"Airport parking, Local council parking, Private owned car parks, Other parking",UKBF - UK Border Force,GATWICK AIRPORT LTD,1001824513,55.74,,,,,,,,
Home Office,Home Office,27/01/2016,"Airport parking, Local council parking, Private owned car parks, Other parking",UKBF - UK Border Force,GATWICK AIRPORT LTD,1001824513,55.74,,,,,,,,
Home Office,Home Office,27/01/2016,"Airport parking, Local council parking, Private owned car parks, Other parking",UKBF - UK Border Force,GATWICK AIRPORT LTD,1001824513,55.74,,,,,,,,
Home Office,Home Office,28/01/2016,Grant,UKBF - UK Border Force,CHANNEL TUNNEL GROUP LTD (THE) T/A EUROTUNNEL(G),7000010233,661937.5,,,,,,,,
Home Office,Home Office,28/01/2016,Grant,UKBF - UK Border Force,CHANNEL TUNNEL GROUP LTD (THE) T/A EUROTUNNEL(G),7000010233,309069.8,,,,,,,,
Home Office,Home Office,28/01/2016,Grant,UKBF - UK Border Force,CHANNEL TUNNEL GROUP LTD (THE) T/A EUROTUNNEL(G),7000010233,330837.09,,,,,,,,
Home Office,Home Office,28/01/2016,Grant,UKBF - UK Border Force,CHANNEL TUNNEL GROUP LTD (THE) T/A EUROTUNNEL(G),7000010233,941642.9,,,,,,,,
Home Office,Home Office,04/01/2016,Asylum Services & Provision,UKVI - UK Visas & Immigration,CARLSON WAGONLIT TRAVEL,1001815277,168048.41,,,,,,,,
Home Office,Home Office,04/01/2016,Asylum Services & Provision,UKVI - UK Visas & Immigration,CARLSON WAGONLIT TRAVEL,1001815277,46728.03,,,,,,,,
Home Office,Home Office,04/01/2016,"IT, Tele ApplicConsult&Develop",UKVI - UK Visas & Immigration,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,1001815265,292110.84,,,,,,,,
Home Office,Home Office,04/01/2016,Legal Services,UKVI - UK Visas & Immigration,SCOTLAND OFFICE,3000051016,73513.42,,,,,,,,
Home Office,Home Office,04/01/2016,Legal Services,UKVI - UK Visas & Immigration,SCOTLAND OFFICE,3000051016,65300.38,,,,,,,,
Home Office,Home Office,04/01/2016,Professional & Admin Services,UKVI - UK Visas & Immigration,TELEPERFORMANCE LTD,1001815337,133333.2,,,,,,,,
Home Office,Home Office,05/01/2016,"IT, Broadcasting & Telecomms",UKVI - UK Visas & Immigration,CAPGEMINI UK PLC,1001815689,138353.04,,,,,,,,
Home Office,Home Office,05/01/2016,"IT, Broadcasting & Telecomms",UKVI - UK Visas & Immigration,CAPGEMINI UK PLC,1001815689,260443.8,,,,,,,,
Home Office,Home Office,05/01/2016,"IT, Tele ApplicConsult&Develop",UKVI - UK Visas & Immigration,IDENTITY E2E LTD,1001815708,53640,,,,,,,,
Home Office,Home Office,05/01/2016,"IT, Tele ApplicConsult&Develop",UKVI - UK Visas & Immigration,IDENTITY E2E LTD,1001815708,2040,,,,,,,,
Home Office,Home Office,05/01/2016,"IT, Tele ApplicConsult&Develop",UKVI - UK Visas & Immigration,IDENTITY E2E LTD,1001815708,12750,,,,,,,,
Home Office,Home Office,05/01/2016,"IT, Broadcasting & Telecomms",UKVI - UK Visas & Immigration,PHOENIX SOFTWARE LTD,1001815735,6439.66,,,,,,,,
Home Office,Home Office,05/01/2016,"IT, Broadcasting & Telecomms",UKVI - UK Visas & Immigration,PHOENIX SOFTWARE LTD,1001815735,25758.62,,,,,,,,
Home Office,Home Office,05/01/2016,"IT, Broadcasting & Telecomms",UKVI - UK Visas & Immigration,PHOENIX SOFTWARE LTD,1001815735,35786.78,,,,,,,,
Home Office,Home Office,05/01/2016,"IT, Broadcasting & Telecomms",UKVI - UK Visas & Immigration,PHOENIX SOFTWARE LTD,1001815735,143147.14,,,,,,,,
Home Office,Home Office,05/01/2016,"IT, Broadcasting & Telecomms",UKVI - UK Visas & Immigration,PHOENIX SOFTWARE LTD,1001815735,1594.82,,,,,,,,
Home Office,Home Office,05/01/2016,"IT, Broadcasting & Telecomms",UKVI - UK Visas & Immigration,PHOENIX SOFTWARE LTD,1001815735,6515.42,,,,,,,,
Home Office,Home Office,05/01/2016,"IT, Broadcasting & Telecomms",UKVI - UK Visas & Immigration,PHOENIX SOFTWARE LTD,1001815735,46472.02,,,,,,,,
Home Office,Home Office,06/01/2016,Public Order,UKVI - UK Visas & Immigration,GEO GROUP UK LTD (THE),1001816261,462820.69,,,,,,,,
Home Office,Home Office,06/01/2016,Public Order,UKVI - UK Visas & Immigration,GEO GROUP UK LTD (THE),1001816261,60282.78,,,,,,,,
Home Office,Home Office,06/01/2016,"Transport, Storage & Mail Services",UKVI - UK Visas & Immigration,DX NETWORK SERVICES LTD,1001816256,25188.4,,,,,,,,
Home Office,Home Office,06/01/2016,"Transport, Storage & Mail Services",UKVI - UK Visas & Immigration,DX NETWORK SERVICES LTD,1001816256,25812.62,,,,,,,,
Home Office,Home Office,06/01/2016,"Transport, Storage & Mail Services",UKVI - UK Visas & Immigration,DX NETWORK SERVICES LTD,1001816256,150370.64,,,,,,,,
Home Office,Home Office,06/01/2016,Legal Services,UKVI - UK Visas & Immigration,GOVERNMENT LEGAL DEPARTMENT,3000051023,320252.48,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,UKVI - UK Visas & Immigration,MANCHESTER CITY COUNCIL (G),1001816059,69340,,,,,,,,
