Departmental Family,ENTITY,DATE,EXPENSE_AREA_1,EXPENSE_TYPE_3,SUPPLIER,TRANSACTION_NUMBER,AMOUNT
Ministry of Justice,MoJ HQ,09/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1050922,"Ł43,483.20"
Ministry of Justice,MoJ HQ,09/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1050922,"Ł43,887.60"
Ministry of Justice,MoJ HQ,09/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1050922,"Ł43,887.60"
Ministry of Justice,MoJ HQ,16/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1051410,"Ł43,483.20"
Ministry of Justice,MoJ HQ,16/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,HP ENTERPRISE SERVICES UK LTD,1051451,"Ł26,329.02"
Ministry of Justice,MoJ HQ,16/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,HP ENTERPRISE SERVICES UK LTD,1051451,"Ł2,823,873.11"
Ministry of Justice,MoJ HQ,16/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,HP ENTERPRISE SERVICES UK LTD,1051451,"Ł101,956.54"
Ministry of Justice,MoJ HQ,16/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,HP ENTERPRISE SERVICES UK LTD,1051451,"Ł73,139.02"
Ministry of Justice,MoJ HQ,16/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,HP ENTERPRISE SERVICES UK LTD,1051451,"Ł41,235.00"
Ministry of Justice,MoJ HQ,20/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,STERIA LTD,1051736,"Ł37,100.38"
Ministry of Justice,MoJ HQ,20/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,STERIA LTD,1051736,"Ł2,153,735.54"
Ministry of Justice,MoJ HQ,20/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,STERIA LTD,1051736,"Ł40,663.38"
Ministry of Justice,MoJ HQ,20/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,STERIA LTD,1051736,"Ł38,996.20"
Ministry of Justice,MoJ HQ,20/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,STERIA LTD,1051736,"Ł1,027,912.18"
Ministry of Justice,MoJ HQ,20/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,STERIA LTD,1051736,"Ł245,760.00"
Ministry of Justice,MoJ HQ,20/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,STERIA LTD,1051736,"Ł171,829.56"
Ministry of Justice,MoJ HQ,20/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,STERIA LTD,1051736,"Ł335,648.03"
Ministry of Justice,MoJ HQ,20/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,STERIA LTD,1051736,"Ł66,054.38"
Ministry of Justice,MoJ HQ,23/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,CABLE & WIRELESS,1051832,"Ł117,383.40"
Ministry of Justice,MoJ HQ,23/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,CABLE & WIRELESS,1051832,"Ł209,268.89"
Ministry of Justice,MoJ HQ,27/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1052100,"Ł70,099.45"
Ministry of Justice,MoJ HQ,27/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1052100,"Ł174,584.82"
Ministry of Justice,MoJ HQ,27/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1052100,"Ł444,968.34"
Ministry of Justice,MoJ HQ,27/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1052100,"Ł121,407.01"
Ministry of Justice,MoJ HQ,27/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1052100,"Ł50,526.31"
Ministry of Justice,MoJ HQ,27/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1052100,"Ł41,062.32"
Ministry of Justice,MoJ HQ,27/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1052100,"Ł32,961.15"
Ministry of Justice,MoJ HQ,30/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,STERIA LTD,1052497,"Ł1,056,851.30"
Ministry of Justice,MoJ HQ,30/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,STERIA LTD,1052497,"Ł176,706.30"
Ministry of Justice,MoJ HQ,30/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,STERIA LTD,1052497,"Ł41,254.46"
Ministry of Justice,MoJ HQ,30/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,STERIA LTD,1052497,"Ł128,560.64"
Ministry of Justice,MoJ HQ,30/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,STERIA LTD,1052497,"Ł142,871.58"
Ministry of Justice,MoJ HQ,30/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,STERIA LTD,1052497,"Ł72,117.60"
Ministry of Justice,MoJ HQ,30/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,STERIA LTD,1052497,"Ł29,171.88"
Ministry of Justice,MoJ HQ,30/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,STERIA LTD,1052497,"Ł38,996.20"
Ministry of Justice,MoJ HQ,30/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,STERIA LTD,1052497,"Ł2,149,285.50"
Ministry of Justice,MoJ HQ,30/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,STERIA LTD,1052497,"Ł245,760.00"
Ministry of Justice,MoJ HQ,30/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,STERIA LTD,1052497,"Ł113,319.52"
Ministry of Justice,MoJ HQ,30/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,STERIA LTD,1052497,"Ł114,780.58"
Ministry of Justice,MoJ HQ,30/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,STERIA LTD,1052497,"Ł40,663.38"
Ministry of Justice,MoJ HQ,16/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,HP ENTERPRISE SERVICES UK LTD,1051451,"Ł160,637.57"
Ministry of Justice,MoJ HQ,16/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,HP ENTERPRISE SERVICES UK LTD,1051451,"Ł27,439.00"
Ministry of Justice,MoJ HQ,16/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,HP ENTERPRISE SERVICES UK LTD,1051451,"Ł244,996.72"
Ministry of Justice,MoJ HQ,20/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,STERIA LTD,1051736,"Ł118,392.83"
Ministry of Justice,MoJ HQ,02/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,VODAFONE CORPORATE LTD,1050549,"Ł25,446.46"
Ministry of Justice,MoJ HQ,06/Jun/2011 ,ZZ900-MoJ HQ,223000-Other Expenditure,TNT UK LTD,17131,"Ł89,168.28"
Ministry of Justice,MoJ HQ,09/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1050983,"Ł464,430.00"
Ministry of Justice,MoJ HQ,09/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1050983,"Ł60,000.00"
Ministry of Justice,MoJ HQ,09/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1050983,"Ł481,149.48"
Ministry of Justice,MoJ HQ,09/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1050983,"Ł28,578.00"
Ministry of Justice,MoJ HQ,09/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1050983,"Ł235,692.00"
Ministry of Justice,MoJ HQ,09/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1050983,"Ł53,578.13"
Ministry of Justice,MoJ HQ,09/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1050983,"Ł37,266.61"
Ministry of Justice,MoJ HQ,09/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1050983,"Ł41,767.20"
Ministry of Justice,MoJ HQ,09/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1050983,"Ł64,521.24"
Ministry of Justice,MoJ HQ,09/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1050983,"Ł540,000.00"
Ministry of Justice,MoJ HQ,09/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1050983,"Ł193,600.87"
Ministry of Justice,MoJ HQ,09/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1050983,"Ł68,098.80"
Ministry of Justice,MoJ HQ,09/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1050983,"Ł42,773.10"
Ministry of Justice,MoJ HQ,09/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1050983,"Ł176,286.00"
Ministry of Justice,MoJ HQ,09/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1050983,"Ł61,220.40"
Ministry of Justice,MoJ HQ,09/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1050983,"Ł35,470.80"
Ministry of Justice,MoJ HQ,09/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1050983,"Ł30,600.00"
Ministry of Justice,MoJ HQ,13/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1051210,"Ł46,900.80"
Ministry of Justice,MoJ HQ,16/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1051487,"Ł65,514.80"
Ministry of Justice,MoJ HQ,23/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1051950,"Ł60,000.00"
Ministry of Justice,MoJ HQ,23/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1051950,"Ł235,692.00"
Ministry of Justice,MoJ HQ,23/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1051950,"Ł42,773.10"
Ministry of Justice,MoJ HQ,23/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1051950,"Ł64,521.24"
Ministry of Justice,MoJ HQ,23/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1051950,"Ł41,767.20"
Ministry of Justice,MoJ HQ,23/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1051950,"Ł37,266.61"
Ministry of Justice,MoJ HQ,23/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1051950,"Ł192,035.92"
Ministry of Justice,MoJ HQ,23/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1051950,"Ł464,430.00"
Ministry of Justice,MoJ HQ,23/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1051950,"Ł68,098.80"
Ministry of Justice,MoJ HQ,23/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1051950,"Ł30,600.00"
Ministry of Justice,MoJ HQ,23/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1051950,"Ł53,578.13"
Ministry of Justice,MoJ HQ,23/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1051950,"Ł540,000.00"
Ministry of Justice,MoJ HQ,23/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1051950,"Ł28,578.00"
Ministry of Justice,MoJ HQ,23/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1051950,"Ł35,470.80"
Ministry of Justice,MoJ HQ,23/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1051950,"Ł176,286.00"
Ministry of Justice,MoJ HQ,23/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1051950,"Ł61,220.40"
Ministry of Justice,MoJ HQ,23/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1051950,"Ł255,938.40"
Ministry of Justice,MoJ HQ,23/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1051950,"Ł45,045.25"
Ministry of Justice,MoJ HQ,27/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1052136,"Ł481,149.48"
Ministry of Justice,MoJ HQ,27/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1052136,"Ł847,213.20"
Ministry of Justice,MoJ HQ,27/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1052136,"Ł29,705.20"
Ministry of Justice,MoJ HQ,29/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,6343,"Ł1,118,730.00"
Ministry of Justice,MoJ HQ,02/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1050383,"Ł45,307.20"
Ministry of Justice,MoJ HQ,06/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1050573,"Ł462,819.60"
Ministry of Justice,MoJ HQ,06/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1050573,"Ł104,610.00"
Ministry of Justice,MoJ HQ,06/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1050573,"Ł106,732.80"
Ministry of Justice,MoJ HQ,06/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1050573,"Ł70,015.20"
Ministry of Justice,MoJ HQ,06/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1050573,"Ł32,616.00"
Ministry of Justice,MoJ HQ,06/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1050573,"Ł189,000.00"
Ministry of Justice,MoJ HQ,06/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1050573,"Ł785,570.40"
Ministry of Justice,MoJ HQ,06/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1050573,"Ł1,118,730.00"
Ministry of Justice,MoJ HQ,06/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1050573,"Ł1,789,555.20"
Ministry of Justice,MoJ HQ,06/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1050573,"Ł398,689.20"
Ministry of Justice,MoJ HQ,06/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1050573,"Ł55,016.40"
Ministry of Justice,MoJ HQ,06/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1050573,"Ł460,543.20"
Ministry of Justice,MoJ HQ,09/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1050831,"Ł152,890.80"
Ministry of Justice,MoJ HQ,09/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1050831,"Ł133,862.40"
Ministry of Justice,MoJ HQ,13/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1051119,"Ł103,322.40"
Ministry of Justice,MoJ HQ,16/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1051487,"Ł140,978.06"
Ministry of Justice,MoJ HQ,16/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1051331,"Ł77,337.60"
Ministry of Justice,MoJ HQ,20/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1051639,"Ł1,471,246.56"
Ministry of Justice,MoJ HQ,23/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1051795,"Ł167,354.40"
Ministry of Justice,MoJ HQ,23/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1051795,"Ł226,831.20"
Ministry of Justice,MoJ HQ,27/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1052055,"Ł70,015.20"
Ministry of Justice,MoJ HQ,27/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1052055,"Ł1,789,555.20"
Ministry of Justice,MoJ HQ,27/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1052055,"Ł32,616.00"
Ministry of Justice,MoJ HQ,27/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1052055,"Ł106,732.80"
Ministry of Justice,MoJ HQ,27/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1052055,"Ł104,610.00"
Ministry of Justice,MoJ HQ,27/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1052055,"Ł31,830.00"
Ministry of Justice,MoJ HQ,27/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1052055,"Ł462,819.60"
Ministry of Justice,MoJ HQ,27/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1052136,"Ł86,694.96"
Ministry of Justice,MoJ HQ,27/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1052055,"Ł785,570.40"
Ministry of Justice,MoJ HQ,27/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1052055,"Ł189,000.00"
Ministry of Justice,MoJ HQ,27/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1052055,"Ł398,689.20"
Ministry of Justice,MoJ HQ,27/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1052055,"Ł460,543.20"
Ministry of Justice,MoJ HQ,29/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1052213,"Ł154,984.50"
Ministry of Justice,MoJ HQ,29/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1052213,"Ł25,981.20"
Ministry of Justice,MoJ HQ,29/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1052213,"Ł30,242.53"
Ministry of Justice,MoJ HQ,29/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1052213,"Ł57,053.04"
Ministry of Justice,MoJ HQ,29/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1052213,"Ł36,138.00"
Ministry of Justice,MoJ HQ,29/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1052213,"Ł35,072.40"
Ministry of Justice,MoJ HQ,29/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1052213,"Ł56,404.30"
Ministry of Justice,MoJ HQ,30/Jun/2011 ,ZZ900-MoJ HQ,263000-Other Contracted Out Services,STAFFORDSHIRE COUNTY COUNCIL,1052496,"Ł180,103.20"
Ministry of Justice,MoJ HQ,09/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1050983,"Ł52,260.00"
Ministry of Justice,MoJ HQ,09/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1050983,"Ł52,260.00"
Ministry of Justice,MoJ HQ,13/Jun/2011 ,ZZ900-MoJ HQ,264000-Consultancy,MOORHOUSE CONSULTING LTD,1051227,"Ł68,864.40"
Ministry of Justice,MoJ HQ,16/Jun/2011 ,ZZ900-MoJ HQ,264000-Consultancy,GARTNER UK LTD,1051412,"Ł334,680.00"
Ministry of Justice,MoJ HQ,23/Jun/2011 ,ZZ900-MoJ HQ,264000-Consultancy,TREASURY SOLICITORS TSOL,1052027,"Ł34,443.95"
Ministry of Justice,MoJ HQ,06/Jun/2011 ,ZZ900-MoJ HQ,223000-Other Expenditure,ARVAL UK LTD,1050570,"Ł35,962.21"
Ministry of Justice,MoJ HQ,06/Jun/2011 ,ZZ900-MoJ HQ,223000-Other Expenditure,LEX AUTOLEASE LTD,1050685,"Ł113,170.18"
Ministry of Justice,MoJ HQ,06/Jun/2011 ,ZZ900-MoJ HQ,223000-Other Expenditure,LEX AUTOLEASE LTD,1050685,"Ł108,791.75"
Ministry of Justice,MoJ HQ,09/Jun/2011 ,ZZ900-MoJ HQ,223000-Other Expenditure,ARVAL UK LTD,1050827,"Ł42,139.13"
Ministry of Justice,MoJ HQ,27/Jun/2011 ,ZZ900-MoJ HQ,223000-Other Expenditure,LEX AUTOLEASE LTD,1052131,"Ł150,966.91"
Ministry of Justice,MoJ HQ,30/Jun/2011 ,ZZ900-MoJ HQ,223000-Other Expenditure,ARVAL UK LTD,1052392,"Ł30,073.81"
Ministry of Justice,MoJ HQ,06/Jun/2011 ,ZZ900-MoJ HQ,266000-Judicial Costs,HAMMICKS LEGAL INFORMATION SERVICES,1050656,"Ł55,796.25"
Ministry of Justice,MoJ HQ,06/Jun/2011 ,ZZ900-MoJ HQ,266000-Judicial Costs,HAMMICKS LEGAL INFORMATION SERVICES,1050656,"Ł45,303.75"
Ministry of Justice,MoJ HQ,06/Jun/2011 ,ZZ900-MoJ HQ,266000-Judicial Costs,HAMMICKS LEGAL INFORMATION SERVICES,1050656,"Ł99,412.07"
Ministry of Justice,MoJ HQ,16/Jun/2011 ,ZZ900-MoJ HQ,266000-Judicial Costs,HAMMICKS LEGAL INFORMATION SERVICES,1051432,"Ł261,744.00"
Ministry of Justice,MoJ HQ,02/Jun/2011 ,ZZ900-MoJ HQ,266000-Judicial Costs,CALDER CONFERENCES LTD,1050400,"Ł25,868.61"
Ministry of Justice,MoJ HQ,27/Jun/2011 ,ZZ900-MoJ HQ,266000-Judicial Costs,CALDER CONFERENCES LTD,1052068,"Ł27,163.42"
Ministry of Justice,MoJ HQ,27/Jun/2011 ,ZZ900-MoJ HQ,266000-Judicial Costs,CALDER CONFERENCES LTD,1052068,"Ł27,898.68"
Ministry of Justice,MoJ HQ,13/Jun/2011 ,ZZ900-MoJ HQ,246000-Current Grants,ACTION FOR PRISONERS FAMILIES,1051111,"Ł60,000.00"
Ministry of Justice,MoJ HQ,27/Jun/2011 ,ZZ900-MoJ HQ,246000-Current Grants,CLINKS,1052073,"Ł277,500.00"
Ministry of Justice,MoJ HQ,06/Jun/2011 ,ZZ900-MoJ HQ,245000-Grants in Aid to NDPBs,REFUGE,1050738,"Ł28,864.75"
Ministry of Justice,MoJ HQ,06/Jun/2011 ,ZZ900-MoJ HQ,245000-Grants in Aid to NDPBs,DOMESTIC VIOLENCE AND ABUSE SERVICE (SOUTH AND WEST DEVON),1050627,"Ł27,449.99"
Ministry of Justice,MoJ HQ,06/Jun/2011 ,ZZ900-MoJ HQ,245000-Grants in Aid to NDPBs,IPSWICH AND SUFFOLK COUNCIL FOR RACIAL EQUALITY,1050664,"Ł35,475.00"
Ministry of Justice,MoJ HQ,06/Jun/2011 ,ZZ900-MoJ HQ,245000-Grants in Aid to NDPBs,LIGHTHOUSE WOMEN'S AID LTD TRADING AS IPSWICH WOMEN'S AID,1050687,"Ł36,329.75"
Ministry of Justice,MoJ HQ,07/Jun/2011 ,ZZ900-MoJ HQ,245000-Grants in Aid to NDPBs,THE PAROLE BOARD,6334,"Ł675,000.00"
Ministry of Justice,MoJ HQ,16/Jun/2011 ,ZZ900-MoJ HQ,245000-Grants in Aid to NDPBs,CRIMINAL CASES REVIEW COMMISSION,6337,"Ł640,000.00"
Ministry of Justice,MoJ HQ,07/Jun/2011 ,ZZ900-MoJ HQ,245000-Grants in Aid to NDPBs,YOUTH JUSTICE BOARD FOR ENGLAND & WALES,6335,"Ł20,000,000.00"
Ministry of Justice,MoJ HQ,06/Jun/2011 ,ZZ900-MoJ HQ,311100-Legal Aid,LEGAL SERVICES COMMISSION,6333,"Ł78,000,000.00"
Ministry of Justice,MoJ HQ,09/Jun/2011 ,ZZ900-MoJ HQ,311100-Legal Aid,LEGAL SERVICES COMMISSION,6336,"Ł13,600,000.00"
Ministry of Justice,MoJ HQ,16/Jun/2011 ,ZZ900-MoJ HQ,311100-Legal Aid,LEGAL SERVICES COMMISSION,6338,"Ł24,300,000.00"
Ministry of Justice,MoJ HQ,23/Jun/2011 ,ZZ900-MoJ HQ,311100-Legal Aid,LEGAL SERVICES COMMISSION,6339,"Ł26,000,000.00"
Ministry of Justice,MoJ HQ,29/Jun/2011 ,ZZ900-MoJ HQ,311100-Legal Aid,LEGAL SERVICES COMMISSION,6344,"Ł38,000,000.00"
Ministry of Justice,MoJ HQ,02/Jun/2011 ,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,SPECIALIST COMPUTER CENTRES PLC (SCC),17091,"Ł27,890.23"
Ministry of Justice,MoJ HQ,09/Jun/2011 ,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,FUJITSU SERVICES LTD,1050922,"Ł25,438.80"
