Department,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction No,Payment Description, Total 
Ministry of Defence,Ministry of Defence,03/10/2013,Property leases,Navy Command,FALCON SUPPORT SERVICES LIMITED,RG10 9JU,256731,Property dwellings private finance initiative - service concession arrangement service charge,"13,459.05"
Ministry of Defence,Ministry of Defence,11/10/2013,Estate management,Land Forces,HOLDFAST TRAINING SERVICES LTD,ME4 4UG,259665,Estate + facilities management services - accommodation inventory + service,"13,452.64"
Ministry of Defence,Ministry of Defence,30/10/2013,Fuel for military use,Air Command,WATSON PETROLEUM LTD,SN15 5DN,267206,Cost of ground diesel fuel consumed,"13,449.45"
Ministry of Defence,Ministry of Defence,28/10/2013,Spend on Inventory - General,Defence Equipment & Support,TURNER VIRR & CO. LTD,LS25 2DY,266309,Spend on Inventory - General,"13,422.00"
Ministry of Defence,Ministry of Defence,10/10/2013,"Transportation of personnel, freight and travel expenses",Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Civilian short term detached duty,"13,318.50"
Ministry of Defence,Ministry of Defence,18/10/2013,General services and support,Defence Equipment & Support,"AAR INTERNATIONAL, INC.",TW6 2RE,262225,Defence equipment CLS/IOS service charge,"13,295.92"
Ministry of Defence,Ministry of Defence,28/10/2013,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,DSV AIR & SEA LIMITED,M22 4NY,265879,Freight movement costs,"13,290.08"
Ministry of Defence,Ministry of Defence,25/10/2013,Purchase of inventory and services ,Land Forces,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,265160,Cost of other material consumed,"13,272.17"
Ministry of Defence,Ministry of Defence,18/10/2013,Fuel for military use,Air Command,HENTY OIL LTD,SW1E 5BH,262470,Cost of ground diesel fuel consumed,"13,263.60"
Ministry of Defence,Ministry of Defence,28/10/2013,Purchase of inventory and services ,Air Command,XMA LTD,NG11 7EP,266335,Cost of other material consumed,"13,219.96"
Ministry of Defence,Ministry of Defence,09/10/2013,Purchase of inventory and services ,Air Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,258498,Cost of other material consumed,"13,065.45"
Ministry of Defence,Ministry of Defence,14/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,MARSHALL SPECIALIST VEHICLES  LIMITED,CB5 8RX,260304,Post design services which are not capitalised,"13,054.47"
Ministry of Defence,Ministry of Defence,11/10/2013,Purchase of inventory and services ,Air Command,XMA LTD,NG11 7EP,260030,Cost of other material consumed,"12,942.35"
Ministry of Defence,Ministry of Defence,22/10/2013,Purchase of inventory and services ,Defence Equipment & Support,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,263484,Cost of other material consumed,"12,929.06"
Ministry of Defence,Ministry of Defence,04/10/2013,Purchase of inventory and services ,Air Command,XMA LTD,NG11 7EP,257547,Cost of other material consumed,"12,925.90"
Ministry of Defence,Ministry of Defence,14/10/2013,Service and civilian recruitment,Land Forces,HAVAS PEOPLE LTD,EC1M 5NR,260247,Civilian recruitment excluding recruitment related external assistance,"12,917.73"
Ministry of Defence,Ministry of Defence,09/10/2013,IT and communication services,Air Command,RACKSPACE LIMITED,UB3 4AZ,258764,Information technology services,"12,880.63"
Ministry of Defence,Ministry of Defence,14/10/2013,Spend on Inventory - General,Joint Forces Command,JAGUAR LAND ROVER LIMITED,CV3 4LF,260277,Spend on Inventory - General,"12,830.11"
Ministry of Defence,Ministry of Defence,08/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,AERONAUTICAL & GENERAL INSTRUMENTS LIMITED,BH15 3SS,258151,Equipment support non-project costs,"12,809.03"
Ministry of Defence,Ministry of Defence,28/10/2013,Purchase of inventory and services ,Defence Equipment & Support,XMA LTD,NG11 7EP,266335,Cost of other material consumed,"12,745.70"
Ministry of Defence,Ministry of Defence,30/10/2013,Medical treatment & stores and welfare services,Joint Forces Command,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,266945,Medical health services,"12,741.79"
Ministry of Defence,Ministry of Defence,17/10/2013,Food and clothing,Joint Forces Command,SODEXO LTD,M50 0AL,262143,Cost of food services,"12,716.94"
Ministry of Defence,Ministry of Defence,07/10/2013,Spend on Inventory - General,Defence Equipment & Support,WARTSILA UK LIMITED,PO15 5SD,5000102986,Spend on Inventory - General,"12,669.26"
Ministry of Defence,Ministry of Defence,07/10/2013,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,257556,Consumption of medical dental and veterinary inventory,"12,658.11"
Ministry of Defence,Ministry of Defence,01/10/2013,Purchase of inventory and services ,Land Forces,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,255734,Cost of other material consumed,"12,657.98"
Ministry of Defence,Ministry of Defence,10/10/2013,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,258876,Consumption of medical dental and veterinary inventory,"12,652.17"
Ministry of Defence,Ministry of Defence,09/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,ULTRA ELECTRONICS LIMITED,HP10 9UT,258847,Equipment support project costs,"12,624.07"
Ministry of Defence,Ministry of Defence,17/10/2013,Externally delivered education and training,Land Forces,KINGS COLLEGE LONDON,SE1 8WA,261894,External military training ,"12,600.00"
Ministry of Defence,Ministry of Defence,28/10/2013,Payment of utilities,Defence Infrastructure Organisation ,WATSON PETROLEUM LTD,SN15 5DN,266329,Utilities consumed - heating oil,"12,592.01"
Ministry of Defence,Ministry of Defence,25/10/2013,Purchase of inventory and services ,Air Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,265160,Cost of other material consumed,"12,537.02"
Ministry of Defence,Ministry of Defence,01/10/2013,Building maintenance and accommodation stores,Joint Forces Command,TRIUMPH FURNITURE LIMITED,CF48 1YH,256039,Building maintenance accommodation inventory,"12,479.09"
Ministry of Defence,Ministry of Defence,02/10/2013,Spend on Inventory - General,Defence Equipment & Support,BUNZL UK LIMITED,W1H 7JT,178829,Spend on Inventory - General,"12,420.09"
Ministry of Defence,Ministry of Defence,02/10/2013,Payment of utilities,Defence Infrastructure Organisation ,SVO VERTRIEB GMBH,,5000102820,Utilities consumed - water + sewage,"12,399.16"
Ministry of Defence,Ministry of Defence,03/10/2013,Fuel for military use,Defence Infrastructure Organisation ,WATSON PETROLEUM LTD,SN15 5DN,257096,Cost of ground diesel fuel consumed,"12,372.48"
Ministry of Defence,Ministry of Defence,16/10/2013,General services and support,Defence Equipment & Support,GEO-MARINE INC,,179019,Defence equipment CLS/IOS service charge,"12,324.49"
Ministry of Defence,Ministry of Defence,18/10/2013,Purchase of inventory and services ,Defence Infrastructure Organisation ,WILLIAMS LEA LIMITED,NR3 1PD,262901,Cost of other material consumed,"12,305.19"
Ministry of Defence,Ministry of Defence,31/10/2013,Spend on Inventory - General,Defence Equipment & Support,QINETIQ LIMITED,GU14 0LX,267677,Spend on Inventory - General,"12,282.24"
Ministry of Defence,Ministry of Defence,30/10/2013,Purchase of inventory and services ,Defence Equipment & Support,SUN TEST SYSTEMS BV,,5000103869,Raw materials and consumable engineering and technical fiscal inventory purchased,"12,222.12"
Ministry of Defence,Ministry of Defence,09/10/2013,Food and clothing,Defence Equipment & Support,SODEXO LTD,M50 0AL,258797,Cost of food purchases,"12,194.41"
Ministry of Defence,Ministry of Defence,02/10/2013,Spend on Inventory - General,Defence Infrastructure Organisation ,BUNZL UK LIMITED,W1H 7JT,178829,Spend on Inventory - General,"12,129.86"
Ministry of Defence,Ministry of Defence,08/10/2013,"Transportation of personnel, freight and travel expenses",Land Forces,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,258201,Freight movement costs,"12,109.88"
Ministry of Defence,Ministry of Defence,01/10/2013,Medical treatment & stores and welfare services,Joint Forces Command,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,255864,Medical health services,"12,103.54"
Ministry of Defence,Ministry of Defence,03/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,DRUMGRANGE LTD,KT16 9JX,256707,Equipment support project costs,"12,098.00"
Ministry of Defence,Ministry of Defence,01/10/2013,Purchase of inventory and services ,Land Forces,XMA LTD,NG11 7EP,256061,Cost of other material consumed,"12,082.33"
Ministry of Defence,Ministry of Defence,24/10/2013,Estate management,Defence Infrastructure Organisation ,QINETIQ LIMITED,GU14 0LX,264929,Works - estate management,"12,021.47"
Ministry of Defence,Ministry of Defence,22/10/2013,Spend on Inventory - General,Defence Equipment & Support,"AAR INTERNATIONAL, INC.",TW6 2RE,263417,Spend on Inventory - General,"12,010.30"
Ministry of Defence,Ministry of Defence,04/10/2013,Purchase of inventory and services ,Defence Equipment & Support,XMA LTD,NG11 7EP,257547,Cost of other material consumed,"12,005.89"
Ministry of Defence,Ministry of Defence,10/10/2013,IT and communication services,Defence Infrastructure Organisation ,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,ST1 5UB,259179,Information technology services,"11,984.00"
Ministry of Defence,Ministry of Defence,23/10/2013,Spend on Inventory - General,Defence Infrastructure Organisation ,BUNZL UK LIMITED,W1H 7JT,179119,Spend on Inventory - General,"11,962.58"
Ministry of Defence,Ministry of Defence,29/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,SELEX ES LTD,SS14 3EL,266694,Equipment support project costs,"11,943.29"
Ministry of Defence,Ministry of Defence,30/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,SELEX ES LTD,SS14 3EL,267117,Equipment support project costs,"11,943.29"
Ministry of Defence,Ministry of Defence,16/10/2013,Fuel for military use,Defence Infrastructure Organisation ,GB OILS LIMITED,WA3 6XG,179018,Cost of ground diesel fuel consumed,"11,921.02"
Ministry of Defence,Ministry of Defence,21/10/2013,Food and clothing,Defence Infrastructure Organisation ,ELIOR UK PLC,SK11 6ET,263073,Cost of clothing and textile services received,"11,898.55"
Ministry of Defence,Ministry of Defence,11/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,"AAR INTERNATIONAL, INC.",TW6 2RE,259477,Equipment support non-project costs,"11,881.79"
Ministry of Defence,Ministry of Defence,09/10/2013,Purchase of inventory and services ,Defence Equipment & Support,XMA LTD,NG11 7EP,258871,Cost of other material consumed,"11,873.31"
Ministry of Defence,Ministry of Defence,21/10/2013,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,CITYSPRINT (UK) LIMITED,RH1 1SH,263031,Freight movement costs,"11,862.92"
Ministry of Defence,Ministry of Defence,28/10/2013,Estate management,Air Command,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,265854,Works - estate management,"11,861.84"
Ministry of Defence,Ministry of Defence,18/10/2013,Spend on Inventory - General,Air Command,THYSSENKRUPP AEROSPACE UK LTD,MK8 8DF,262852,Spend on Inventory - General,"11,839.03"
Ministry of Defence,Ministry of Defence,30/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,QINETIQ LIMITED,GU14 0LX,267087,Equipment support non-project costs,"11,785.00"
Ministry of Defence,Ministry of Defence,11/10/2013,Purchase of inventory and services ,Navy Command,WILLIAMS LEA LIMITED,NR3 1PD,260016,Cost of other material consumed,"11,739.69"
Ministry of Defence,Ministry of Defence,16/10/2013,Spend on Inventory - General,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,261145,Spend on Inventory - General,"11,709.14"
Ministry of Defence,Ministry of Defence,29/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,THALES ATM LIMITED,KT9 1TB,266718,Equipment support project costs,"11,700.00"
Ministry of Defence,Ministry of Defence,18/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,262377,Equipment support project costs,"11,697.62"
Ministry of Defence,Ministry of Defence,21/10/2013,Spend on Inventory - General,Land Forces,FORBO FLOORING UK LIMITED,DE5 3NT,263093,Spend on Inventory - General,"11,688.56"
Ministry of Defence,Ministry of Defence,08/10/2013,Food and clothing,Defence Equipment & Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,258348,Cost of food purchases,"11,682.12"
Ministry of Defence,Ministry of Defence,16/10/2013,"Transportation of personnel, freight and travel expenses",Air Command,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,261153,Freight movement costs,"11,671.81"
Ministry of Defence,Ministry of Defence,18/10/2013,IT and communication services,Air Command,COMPUTACENTER (UK) LIMITED,SE1 8HL,262357,Computer equipment costing below the capitalisation threshold,"11,622.00"
Ministry of Defence,Ministry of Defence,29/10/2013,Purchase of inventory and services ,Air Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,266388,Cost of other material consumed,"11,597.35"
Ministry of Defence,Ministry of Defence,18/10/2013,Spend on Inventory - General,Defence Equipment & Support,DYTECNA LTD,PO14 4LW,262404,Spend on Inventory - General,"11,544.00"
Ministry of Defence,Ministry of Defence,28/10/2013,Payment of utilities,Air Command,WATSON PETROLEUM LTD,SN15 5DN,266329,Utilities consumed - heating oil,"11,529.33"
Ministry of Defence,Ministry of Defence,28/10/2013,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,265735,Consumption of medical dental and veterinary inventory,"11,466.39"
Ministry of Defence,Ministry of Defence,25/10/2013,Spend on Inventory - General,Defence Equipment & Support,SEYNTEX NV,CH61 1BE,265631,Spend on Inventory - General,"11,243.23"
Ministry of Defence,Ministry of Defence,23/10/2013,"Transportation of personnel, freight and travel expenses",Land Forces,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,264082,Freight movement costs,"11,238.45"
Ministry of Defence,Ministry of Defence,03/10/2013,Purchase of inventory and services ,Defence Equipment & Support,CARWOOD MOTOR UNITS LTD,CV3 2RQ,256641,Cost of other material consumed,"11,200.53"
Ministry of Defence,Ministry of Defence,07/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,AMSAFE BRIDPORT LTD,DT6 3QU,257584,Equipment support non-project costs,"11,190.72"
Ministry of Defence,Ministry of Defence,17/10/2013,Estate management,Defence Infrastructure Organisation ,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,261749,Estate + facilities management services - accommodation inventory + service,"11,185.34"
Ministry of Defence,Ministry of Defence,07/10/2013,Purchase of inventory and services ,Joint Forces Command,AAH PHARMACEUTICALS LTD,CV2 2TX,257556,Consumption of medical dental and veterinary inventory,"11,179.90"
Ministry of Defence,Ministry of Defence,04/10/2013,Fees for professional services,Defence Equipment & Support,CSC COMPUTER SCIENCES LIMITED.,GU11 1PZ,257224,Fees for professional services excluding legal fees,"11,179.87"
Ministry of Defence,Ministry of Defence,25/10/2013,Estate management,Land Forces,ASPIRE DEFENCE LIMITED,SP9 7QD,265133,Works - estate management,"11,126.67"
Ministry of Defence,Ministry of Defence,23/10/2013,Estate management,Defence Infrastructure Organisation ,ARAMARK LTD,LS16 6QY,263986,Estate + facilities management services - accommodation inventory + service,"11,115.16"
Ministry of Defence,Ministry of Defence,07/10/2013,Purchase of inventory and services ,Land Forces,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,257616,Cost of other material consumed,"11,108.48"
Ministry of Defence,Ministry of Defence,03/10/2013,Payment of utilities,Navy Command,GB OILS LIMITED,FK5 4RB,256752,Utilities consumed - heating oil,"11,056.86"
Ministry of Defence,Ministry of Defence,18/10/2013,Food and clothing,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,262788,Cost of clothing and textile services received,"11,055.89"
Ministry of Defence,Ministry of Defence,07/10/2013,Spend on Inventory - General,Defence Infrastructure Organisation ,L WHITAKER SERVICES LIMITED,BB1 2QE,257811,Spend on Inventory - General,"11,039.51"
Ministry of Defence,Ministry of Defence,11/10/2013,"Transportation of personnel, freight and travel expenses",Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Military short term detached duty,"11,001.91"
Ministry of Defence,Ministry of Defence,22/10/2013,Purchase of inventory and services ,Land Forces,COMPUTACENTER (UK) LIMITED,SE1 8HL,263559,Consumption of engineering and technical inventory,"10,975.38"
Ministry of Defence,Ministry of Defence,29/10/2013,Spend on Inventory - General,Defence Equipment & Support,BABCOCK MARINE (ROSYTH) LTD,KY11 2YD,266372,Spend on Inventory - General,"10,937.88"
Ministry of Defence,Ministry of Defence,10/10/2013,Research and development,Defence Equipment & Support,QINETIQ LIMITED,GU14 0LX,259335,Research and development excluding defence science and technology laboratory,"10,870.00"
Ministry of Defence,Ministry of Defence,14/10/2013,Fees for professional services,Joint Forces Command,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,260171,Fees for professional services excluding legal fees,"10,831.86"
