Department,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction No,Payment Description, Total 
Ministry of Defence,BDS US,23/10/2013,RAF PERM POSTING LTDD,RAF EO POSTS -USA- BDS-US,INTERSTATE,,351511,,663.66
Ministry of Defence,BDS US,23/10/2013,RAF PERM POSTING LTDD,HQ 1 GROUP,INTERSTATE,,351511,,658.73
Ministry of Defence,Ministry of Defence,21/10/2013,Purchase of inventory and services ,Navy Command,XMA LTD,NG11 7EP,263412,Cost of other material consumed,653.75
Ministry of Defence,BDS US,23/10/2013,NAVY PERM POSTING LTDD,RN/RM LO'S USA. BDS-US,INTERSTATE,,351511,,653.44
Ministry of Defence,Ministry of Defence,17/10/2013,Payment of utilities,Defence Equipment & Support,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,261755,Utilities consumed - gas,652.79
Ministry of Defence,Ministry of Defence,14/10/2013,"Transportation of personnel, freight and travel expenses",Air Command,PENTALVER TRANSPORT LTD,SO15 1AW,260389,Freight movement costs,645.06
Ministry of Defence,Ministry of Defence,29/10/2013,"Transportation of personnel, freight and travel expenses",Joint Forces Command,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Military short term detached duty,641.36
Ministry of Defence,Ministry of Defence,30/10/2013,Payment of utilities,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Utilities consumed - electricity,641
Ministry of Defence,Ministry of Defence,28/10/2013,Spend on Inventory - General,Defence Equipment & Support,NP AEROSPACE LTD,CV6 5AQ,266175,Spend on Inventory - General,640.87
Ministry of Defence,Ministry of Defence,08/10/2013,"Transportation of personnel, freight and travel expenses",Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Movement of service personnel,640.46
Ministry of Defence,BDS US,23/10/2013,RAF PERM POSTING LTDD,39 SQN US,INTERSTATE,,351511,,639.39
Ministry of Defence,Ministry of Defence,01/10/2013,Purchase of inventory and services ,Joint Forces Command,XMA LTD,NG11 7EP,256061,Cost of other material consumed,636.93
Ministry of Defence,Ministry of Defence,09/10/2013,Medical treatment & stores and welfare services,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Medical-non hospital treatment,630.59
Ministry of Defence,Ministry of Defence,30/10/2013,"Transportation of personnel, freight and travel expenses",Land Forces,SODEXO LTD,M50 0AL,267128,Military short term detached duty,630
Ministry of Defence,BDS US,23/10/2013,RAF PERM POSTING LTDD,39 SQN US,INTERSTATE,,351511,,629.14
Ministry of Defence,BDS US,23/10/2013,RAF PERM POSTING LTDD,39 SQN US,INTERSTATE,,351511,,628.19
Ministry of Defence,Ministry of Defence,03/10/2013,Externally delivered education and training,Defence Infrastructure Organisation ,CAPITA BUSINESS SERVICES LTD,DL1 9HN,256634,External training - civilian,619
Ministry of Defence,Ministry of Defence,22/10/2013,IT and communication services,Joint Forces Command,CANON (UK) LIMITED,RH2 8BF,263521,Computer equipment costing below the capitalisation threshold,615.52
Ministry of Defence,BDS US,16/10/2013,MEDICAL-NON HOSPITAL TREATMENT,BDS US DSTL STAFF COSTS,MERITAIN HEALTH,,350846,,614.31
Ministry of Defence,Ministry of Defence,01/10/2013,Purchase of inventory and services ,Navy Command,OSSUR UK LIMITED,M22 5TG,255945,Consumption of medical dental and veterinary inventory,613.31
Ministry of Defence,Ministry of Defence,07/10/2013,"Transportation of personnel, freight and travel expenses",Joint Forces Command,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,257700,Movement of service personnel,610.2
Ministry of Defence,BDS US,23/10/2013,NAVY PERM POSTING LTDD,RN/RM LO'S USA. BDS-US,INTERSTATE,,351511,,606.25
Ministry of Defence,Ministry of Defence,18/10/2013,Spend on Inventory - General,Defence Equipment & Support,QINETIQ LIMITED,GU14 0LX,262741,Spend on Inventory - General,606
Ministry of Defence,Ministry of Defence,02/10/2013,IT and communication services,Land Forces,INSIGHT DIRECT (U K) LTD,S9 2BU,256250,Computer equipment costing below the capitalisation threshold,602.2
Ministry of Defence,Ministry of Defence,14/10/2013,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,HIGGS INTERNATIONAL LIMITED,RM19 1NA,260256,Freight movement costs,600
Ministry of Defence,Ministry of Defence,17/10/2013,Estate management,Head Office & Corporate Services,SODEXO LTD,M50 0AL,262143,Estate + facilities management services - accommodation inventory + service,599.9
Ministry of Defence,Ministry of Defence,22/10/2013,Food and clothing,Land Forces,SODEXO LTD,M50 0AL,263868,Cost of food services,595.16
Ministry of Defence,Ministry of Defence,21/10/2013,Spend on Inventory - General,Joint Forces Command,REXEL UK LTD,EN6 9EB,263287,Spend on Inventory - General,592.97
Ministry of Defence,BDS US,16/10/2013,MEDICAL-NON HOSPITAL TREATMENT,WPAFB STAFF COSTS,MERITAIN HEALTH,,350846,,584.88
Ministry of Defence,Ministry of Defence,30/10/2013,"Transportation of personnel, freight and travel expenses",Air Command,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,266890,Freight movement costs,580.97
Ministry of Defence,BDS US,23/10/2013,RAF PERM POSTING LTDD,39 SQN US,INTERSTATE,,351511,,576.7
Ministry of Defence,BDS US,11/10/2013,MEDICAL-NON HOSPITAL TREATMENT,DES ISS SVCOPS IRO 5,MERITAIN HEALTH,,350448,,575.02
Ministry of Defence,BDS US,23/10/2013,ARMY PERM POSTING LTDD,MOD A BLOCK,INTERSTATE,,351511,,574.28
Ministry of Defence,BDS US,23/10/2013,ARMY PERM POSTING LTDD,"ARMY EXCHANGE POSTS (USA), BDS-US",INTERSTATE,,351511,,574.28
Ministry of Defence,BDS US,23/10/2013,Civilian PPI Move Costs,CORPORATE SERVICES BDS-US,INTERSTATE,,351511,,573.75
Ministry of Defence,Ministry of Defence,18/10/2013,Externally delivered education and training,Air Command,ATOS IT SERVICES UK LIMITED,WV10 6UH,262263,External military training ,573
Ministry of Defence,Ministry of Defence,30/10/2013,Design services and minor equipment purchases,Air Command,CARWOOD MOTOR UNITS LTD,CV3 2RQ,266848,Equipment support non-project costs,569.4
Ministry of Defence,Ministry of Defence,07/10/2013,Purchase of inventory and services ,Head Office & Corporate Services,RICOH UK.LIMITED,NN4 7YL,258009,Cost of other material consumed,567.72
Ministry of Defence,Ministry of Defence,23/10/2013,"Transportation of personnel, freight and travel expenses",Joint Forces Command,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,264082,Freight movement costs,565.44
Ministry of Defence,BDS US,23/10/2013,Civilian PPI Move Costs,CDAT WASHINGTON DC BDS-US,INTERSTATE,,351511,,558.75
Ministry of Defence,BDS US,23/10/2013,RAF PERM POSTING LTDD,RAF EO POSTS -USA- BDS-US,INTERSTATE,,351511,,558.75
Ministry of Defence,BDS US,23/10/2013,RAF PERM POSTING LTDD,39 SQN US,INTERSTATE,,351511,,557.56
Ministry of Defence,Ministry of Defence,03/10/2013,Spend on Inventory - General,Air Command,CARWOOD MOTOR UNITS LTD,CV3 2RQ,256641,Spend on Inventory - General,557.24
Ministry of Defence,Ministry of Defence,25/10/2013,IT and communication services,Land Forces,ASPIRE DEFENCE LIMITED,SP9 7QD,265133,IT Services -internal costs,554.46
Ministry of Defence,Ministry of Defence,14/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,PENTALVER TRANSPORT LTD,SO15 1AW,260389,Equipment support non-project costs,551.64
Ministry of Defence,BDS US,11/10/2013,MEDICAL-NON HOSPITAL TREATMENT,CMPA&BM WASHINGTON DC BDS-US,MERITAIN HEALTH,,350448,,549.26
Ministry of Defence,Ministry of Defence,23/10/2013,"Transportation of personnel, freight and travel expenses",Defence Infrastructure Organisation ,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,264319,Civilian short term detached duty,547.6
Ministry of Defence,BDS US,23/10/2013,NAVY PERM POSTING LTDD,HQ SACT - NORFOLK VA,INTERSTATE,,351511,,543.11
Ministry of Defence,BDS US,23/10/2013,NAVY PERM POSTING LTDD,BDS-US CENTRAL COSTS,INTERSTATE,,351511,,543.1
Ministry of Defence,Ministry of Defence,21/10/2013,"Transportation of personnel, freight and travel expenses",Defence Infrastructure Organisation ,MOBILE MINI UK LTD,TS18 3TX,263185,Freight movement costs,541.5
Ministry of Defence,Ministry of Defence,21/10/2013,Estate management,Defence Equipment & Support,ELIOR UK PLC,SK11 6ET,263073,Estate + facilities management services - accommodation inventory + service,541.34
Ministry of Defence,BDS US,23/10/2013,ARMY PERM POSTING LTDD,"MA AND ARMY STAFF, BDS-US",INTERSTATE,,351511,,540.56
Ministry of Defence,Ministry of Defence,29/10/2013,Purchase of inventory and services ,Defence Infrastructure Organisation ,XMA LTD,NG11 7EP,266753,Cost of other material consumed,538.15
Ministry of Defence,Ministry of Defence,10/10/2013,Official entertainment and hospitality,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Entertainment + hospitality,531.36
Ministry of Defence,BDS US,23/10/2013,NAVY PERM POSTING LTDD,MARGIN - CAREER COURSES,INTERSTATE,,351511,,523.51
Ministry of Defence,BDS US,11/10/2013,MEDICAL-NON HOSPITAL TREATMENT,WPAFB STAFF COSTS,MERITAIN HEALTH,,350448,,519
Ministry of Defence,Ministry of Defence,16/10/2013,Medical treatment & stores and welfare services,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,261145,Medical health services,517.76
Ministry of Defence,Ministry of Defence,28/10/2013,Purchase of inventory and services ,Defence Infrastructure Organisation ,XMA LTD,NG11 7EP,266335,Cost of other material consumed,517.7
Ministry of Defence,Ministry of Defence,22/10/2013,Spend on Inventory - General,Defence Equipment & Support,CARWOOD MOTOR UNITS LTD,CV3 2RQ,263530,Spend on Inventory - General,514.8
Ministry of Defence,Ministry of Defence,21/10/2013,Payment of utilities,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Utilities consumed - electricity,514.41
Ministry of Defence,Ministry of Defence,09/10/2013,"Transportation of personnel, freight and travel expenses",Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Military short term detached duty,513.69
Ministry of Defence,BDS US,23/10/2013,RAF PERM POSTING LTDD,LIGHTNING UK OP-COSTS,INTERSTATE,,351511,,509.25
Ministry of Defence,Ministry of Defence,11/10/2013,Medical treatment & stores and welfare services,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Schools + community relations initiatives,507.87
Ministry of Defence,Ministry of Defence,09/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,BABCOCK MARINE (ROSYTH) LTD,KY11 2YD,258486,Equipment support non-project costs,507.07
Ministry of Defence,Ministry of Defence,03/10/2013,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,CV2 2TX,256538,Consumption of medical dental and veterinary inventory,505.14
Ministry of Defence,Ministry of Defence,17/10/2013,Medical treatment & stores and welfare services,Joint Forces Command,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,B29 6JS,262192,Medical health services,500.69
Ministry of Defence,BDS US,23/10/2013,RAF PERM POSTING LTDD,LIGHTNING US OP-COSTS,INTERSTATE,,351511,,500.08
Ministry of Defence,Ministry of Defence,24/10/2013,Purchase of inventory and services ,Head Office & Corporate Services,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,264518,Cost of other material consumed,499.46
Ministry of Defence,Ministry of Defence,14/10/2013,Estate management,Air Command,ARAMARK LTD,LS16 6QY,260065,Estate + facilities management services - accommodation inventory + service,496.33
Ministry of Defence,Ministry of Defence,17/10/2013,Purchase of inventory and services ,Navy Command,CARWOOD MOTOR UNITS LTD,CV3 2RQ,261732,Cost of other material consumed,495.79
Ministry of Defence,Ministry of Defence,14/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,SODEXO LTD,M50 0AL,260459,Purchase of photographic equipment below capitalisation threshold,493.48
Ministry of Defence,Ministry of Defence,15/10/2013,International contributions,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Defence military assistance fund international subscriptions and other payments,493.41
Ministry of Defence,Ministry of Defence,10/10/2013,"Transportation of personnel, freight and travel expenses",Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Military short term detached duty,492.33
Ministry of Defence,BDS US,23/10/2013,RAF PERM POSTING LTDD,WPAFB STAFF COSTS,INTERSTATE,,351511,,490.19
Ministry of Defence,BDS US,16/10/2013,MEDICAL-NON HOSPITAL TREATMENT,CHINOOK IPT 2,MERITAIN HEALTH,,350846,,489.78
Ministry of Defence,Ministry of Defence,21/10/2013,Food and clothing,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,263332,Cost of clothing and textile services received,483.98
Ministry of Defence,Ministry of Defence,02/10/2013,"Adminstration, claims, compensation and awards",Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Cost of claims/compensation and related expenses against MOD,480.68
Ministry of Defence,BDS US,23/10/2013,RAF PERM POSTING LTDD,LIGHTNING US OP-COSTS,INTERSTATE,,351511,,480.04
Ministry of Defence,Ministry of Defence,29/10/2013,Official entertainment and hospitality,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Entertainment + hospitality,478.81
Ministry of Defence,Ministry of Defence,25/10/2013,Purchase of inventory and services ,Joint Forces Command,XMA LTD,NG11 7EP,265730,Cost of other material consumed,477.63
Ministry of Defence,Ministry of Defence,18/10/2013,Food and clothing,Defence Equipment & Support,ELIOR UK PLC,SK11 6ET,262414,Cost of clothing and textile services received,474.23
Ministry of Defence,Ministry of Defence,10/10/2013,Fuel for military use,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Oil and lubricants consumed excluding those from the inventory system,472.49
Ministry of Defence,Ministry of Defence,22/10/2013,Estate management,Defence Equipment & Support,ARAMARK LTD,LS16 6QY,263448,Estate + facilities management services - accommodation inventory + service,471.76
Ministry of Defence,Ministry of Defence,07/10/2013,Payment of utilities,Air Command,FLOGAS BRITAIN LIMITED,LE7 1PF,257749,Utilities consumed - liquid petroleum gas,471.69
Ministry of Defence,Ministry of Defence,01/10/2013,Purchase of inventory and services ,Defence Infrastructure Organisation ,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,255734,Cost of other material consumed,470.92
Ministry of Defence,Ministry of Defence,22/10/2013,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,CV2 2TX,263416,Consumption of medical dental and veterinary inventory,466.56
Ministry of Defence,BDS US,23/10/2013,ARMY PERM POSTING LTDD,CORPORATE SERVICES BDS-US,INTERSTATE,,351511,,465.63
Ministry of Defence,Ministry of Defence,09/10/2013,Official entertainment and hospitality,Air Command,COMPASS GROUP UK AND IRELAND LIMITED,B45 9PZ,258540,Entertainment + hospitality,465.62
Ministry of Defence,BDS US,23/10/2013,RAF PERM POSTING LTDD,39 SQN US,INTERSTATE,,351511,,464.67
Ministry of Defence,Ministry of Defence,04/10/2013,Purchase of inventory and services ,Head Office & Corporate Services,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,257162,Cost of other material consumed,464.49
Ministry of Defence,Ministry of Defence,16/10/2013,"Transportation of personnel, freight and travel expenses",Joint Forces Command,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,261153,Freight movement costs,464.37
Ministry of Defence,Ministry of Defence,18/10/2013,IT and communication services,Joint Forces Command,CANON (UK) LIMITED,RH2 8BF,262328,Computer equipment costing below the capitalisation threshold,461.55
Ministry of Defence,Ministry of Defence,04/10/2013,IT and communication services,Land Forces,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,257162,IT Services -internal costs,460.53
Ministry of Defence,Ministry of Defence,07/10/2013,Purchase of inventory and services ,Defence Infrastructure Organisation ,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,257616,Cost of other material consumed,459.83
Ministry of Defence,Ministry of Defence,02/10/2013,Design services and minor equipment purchases,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Equipment support non-project costs,457.66
Ministry of Defence,BDS US,23/10/2013,RAF PERM POSTING LTDD,39 SQN US,INTERSTATE,,351511,,457.13
Ministry of Defence,Ministry of Defence,21/10/2013,Purchase of inventory and services ,Joint Forces Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,262976,Cost of other material consumed,457.05
Ministry of Defence,Ministry of Defence,18/10/2013,Design services and minor equipment purchases,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Equipment support non-project costs,457
Ministry of Defence,Ministry of Defence,10/10/2013,Food and clothing,Joint Forces Command,SERCO LIMITED,RG27 9UY,259380,Cost of food services,456.72
Ministry of Defence,Ministry of Defence,03/10/2013,Purchase of inventory and services ,Head Office & Corporate Services,XMA LTD,NG11 7EP,257107,Cost of other material consumed,456.14
Ministry of Defence,Ministry of Defence,22/10/2013,"Transportation of personnel, freight and travel expenses",Air Command,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,263581,Freight movement costs,456.05
Ministry of Defence,Ministry of Defence,18/10/2013,"Transportation of personnel, freight and travel expenses",Head Office & Corporate Services,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,262378,Freight movement costs,455.31
Ministry of Defence,Ministry of Defence,24/10/2013,Purchase of inventory and services ,Navy Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,264518,Cost of other material consumed,453.77
Ministry of Defence,Defence Support Group,23/10/2013,Direct Agency,Business Stream 2,MPI Aviation Ltd,,10217255,,450.72
Ministry of Defence,Ministry of Defence,02/10/2013,IT and communication services,Defence Equipment & Support,INSIGHT DIRECT (U K) LTD,S9 2BU,256250,Computer equipment costing below the capitalisation threshold,450.64
Ministry of Defence,Ministry of Defence,17/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,261766,Equipment support non-project costs,450.24
Ministry of Defence,Ministry of Defence,01/10/2013,Payment of utilities,Defence Infrastructure Organisation ,GB OILS LIMITED,FK5 4RB,255841,Utilities consumed - heating oil,447.43
Ministry of Defence,BDS US,23/10/2013,RAF PERM POSTING LTDD,39 SQN US,INTERSTATE,,351511,,446.03
Ministry of Defence,BDS US,23/10/2013,NAVY PERM POSTING LTDD,39 SQN US,INTERSTATE,,351511,,446.03
Ministry of Defence,Ministry of Defence,07/10/2013,Estate management,Land Forces,RICOH UK.LIMITED,NN4 7YL,258009,Estate + facilities management services - accommodation inventory + service,445.16
Ministry of Defence,Ministry of Defence,29/10/2013,IT and communication services,Air Command,XMA LTD,NG11 7EP,266753,Computer equipment costing below the capitalisation threshold,444.2
Ministry of Defence,Ministry of Defence,09/10/2013,"Transportation of personnel, freight and travel expenses",Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Military short term detached duty,441.33
Ministry of Defence,Ministry of Defence,30/10/2013,Fuel for military use,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Oil and lubricants consumed excluding those from the inventory system,439.47
Ministry of Defence,Ministry of Defence,17/10/2013,Spend on Inventory - General,Defence Infrastructure Organisation ,E.P.BARRUS LTD,OX26 4UR,261800,Spend on Inventory - General,438.62
Ministry of Defence,BDS US,23/10/2013,RAF PERM POSTING LTDD,RAF EO POSTS -USA- BDS-US,INTERSTATE,,351511,,435.92
Ministry of Defence,Ministry of Defence,21/10/2013,IT and communication services,Air Command,XMA LTD,NG11 7EP,263412,Computer equipment costing below the capitalisation threshold,435.67
Ministry of Defence,Ministry of Defence,21/10/2013,Spend on Inventory - General,Head Office & Corporate Services,REXEL UK LTD,EN6 9EB,263287,Spend on Inventory - General,435.02
Ministry of Defence,Ministry of Defence,11/10/2013,Spend on Inventory - General,Defence Equipment & Support,FORBO FLOORING UK LIMITED,DE5 3NT,259636,Spend on Inventory - General,432.1
Ministry of Defence,Ministry of Defence,22/10/2013,Rental of plant and machinery,Land Forces,CANON (UK) LIMITED,RH2 8BF,263521,Plant + machinery operating lease,429.65
Ministry of Defence,Ministry of Defence,16/10/2013,Research and development,Defence Equipment & Support,ASPIRE DEFENCE LIMITED,SP9 7QD,261034,Feasibility studies covering concept/assessment phase costs,429.37
Ministry of Defence,Ministry of Defence,21/10/2013,IT and communication services,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Computer equipment costing below the capitalisation threshold,427.8
Ministry of Defence,Ministry of Defence,29/10/2013,IT and communication services,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,IT Services -internal costs,427.8
Ministry of Defence,Ministry of Defence,30/10/2013,IT and communication services,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Line + telephone rental including commercial charge for use of radio frequencies,427.8
Ministry of Defence,Ministry of Defence,21/10/2013,"Transportation of personnel, freight and travel expenses",Navy Command,MOBILE MINI UK LTD,TS18 3TX,263185,Freight movement costs,423
Ministry of Defence,Ministry of Defence,25/10/2013,Spend on Inventory - General,Defence Equipment & Support,BUNZL UK LIMITED,W1H 7JT,179180,Spend on Inventory - General,421.05
Ministry of Defence,Ministry of Defence,03/10/2013,"Transportation of personnel, freight and travel expenses",Joint Forces Command,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,256696,Freight movement costs,419.62
Ministry of Defence,Ministry of Defence,02/10/2013,"Transportation of personnel, freight and travel expenses",Air Command,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,256420,Civilian short term detached duty,417.2
Ministry of Defence,BDS US,16/10/2013,MEDICAL-NON HOSPITAL TREATMENT,HQ SACT - NORFOLK VA,MERITAIN HEALTH,,350846,,416.88
Ministry of Defence,Ministry of Defence,17/10/2013,Estate management,Defence Equipment & Support,SODEXO LTD,M50 0AL,262143,Estate + facilities management services - accommodation inventory + service,416.77
Ministry of Defence,Ministry of Defence,22/10/2013,General services and support,Air Command,CANON (UK) LIMITED,RH2 8BF,263521,Purchase of defence support equipment below capitalisation threshold of £25k.,413.96
Ministry of Defence,Ministry of Defence,14/10/2013,Estate management,Joint Forces Command,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,260151,Estate + facilities management services - accommodation inventory + service,410.63
Ministry of Defence,BDS US,23/10/2013,RAF PERM POSTING LTDD,39 SQN US,INTERSTATE,,351511,,407.17
Ministry of Defence,Ministry of Defence,11/10/2013,"Transportation of personnel, freight and travel expenses",Defence Infrastructure Organisation ,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,259606,Freight movement costs,405.9
Ministry of Defence,Ministry of Defence,02/10/2013,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,256420,Military short term detached duty,405.5
Ministry of Defence,BDS US,23/10/2013,ARMY PERM POSTING LTDD,"INT LO/EO USA, BDS-US",INTERSTATE,,351511,,405.46
Ministry of Defence,Ministry of Defence,18/10/2013,Design services and minor equipment purchases,Air Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,262298,Equipment support non-project costs,401.28
Ministry of Defence,Ministry of Defence,28/10/2013,Design services and minor equipment purchases,Joint Forces Command,EQUIPMENT HIRE SERVICES LTD,OL9 7AH,265895,Equipment support non-project costs,401.07
Ministry of Defence,BDS US,23/10/2013,Civilian PPI Move Costs,DES AIRSEEKERS PT TLB,INTERSTATE,,351511,,398.54
Ministry of Defence,Ministry of Defence,28/10/2013,"Transportation of personnel, freight and travel expenses",Air Command,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,266214,Civilian short term detached duty,398.3
Ministry of Defence,BDS US,23/10/2013,NAVY PERM POSTING LTDD,MARGIN - CAREER COURSES,INTERSTATE,,351511,,397.48
Ministry of Defence,Ministry of Defence,29/10/2013,Spend on Inventory - General,Joint Forces Command,JAGUAR LAND ROVER LIMITED,CV3 4LF,266564,Spend on Inventory - General,396.46
Ministry of Defence,Ministry of Defence,31/10/2013,Estate management,Land Forces,SODEXO LTD,M50 0AL,267727,Estate + facilities management services - accommodation inventory + service,394.28
Ministry of Defence,Ministry of Defence,22/10/2013,Inventory Accruals,Defence Equipment & Support,MAN DIESEL & TURBO UK LIMITED,SK7 5BP,263697,Contract Expenditure on Capital Spares that are managed by DE+S Inventory Systems,394.25
Ministry of Defence,Ministry of Defence,30/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,DEFENCE SUPPORT GROUP  (DSG),SP11 8HT,266884,Equipment support non-project costs,391.87
Ministry of Defence,Ministry of Defence,31/10/2013,Spend on Inventory - General,Defence Equipment & Support,RAYTHEON SYSTEMS LIMITED,CM19 5BB,267680,Spend on Inventory - General,388.82
Ministry of Defence,BDS US,23/10/2013,NAVY PERM POSTING LTDD,MARGIN - CAREER COURSES,INTERSTATE,,351511,,387.28
Ministry of Defence,BDS US,23/10/2013,NAVY PERM POSTING LTDD,STRATSYS-SPRN,INTERSTATE,,351511,,387.28
Ministry of Defence,Ministry of Defence,24/10/2013,Externally delivered education and training,Land Forces,ASPIRE DEFENCE LIMITED,SP9 7QD,264493,External military training ,385.68
Ministry of Defence,Ministry of Defence,09/10/2013,Building maintenance and accommodation stores,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Building maintenance accommodation inventory,379.66
Ministry of Defence,Ministry of Defence,14/10/2013,"Transportation of personnel, freight and travel expenses",Air Command,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,260181,Freight movement costs,378.81
Ministry of Defence,Ministry of Defence,11/10/2013,"Transportation of personnel, freight and travel expenses",Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Civilian short term detached duty,378.15
Ministry of Defence,Ministry of Defence,07/10/2013,Purchase of inventory and services ,Head Office & Corporate Services,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,257616,Cost of other material consumed,376.42
Ministry of Defence,Ministry of Defence,24/10/2013,Food and clothing,Defence Equipment & Support,TECHNOGYM U K LIMITED,RG12 8PE,265019,Cost of purchasing and repairing clothing,375.51
Ministry of Defence,Ministry of Defence,03/10/2013,Spend on Inventory - General,Land Forces,MILLBROOK FURNISHING INDUSTRIES LIMITED,SO40 3XJ,256874,Spend on Inventory - General,373.56
Ministry of Defence,BDS US,23/10/2013,ARMY PERM POSTING LTDD,MOD A BLOCK,INTERSTATE,,351511,,373.53
Ministry of Defence,BDS US,23/10/2013,ARMY PERM POSTING LTDD,"ARMY EXCHANGE POSTS (USA), BDS-US",INTERSTATE,,351511,,373.53
Ministry of Defence,Ministry of Defence,30/10/2013,Spend on Inventory - General,Land Forces,CARWOOD MOTOR UNITS LTD,CV3 2RQ,266848,Spend on Inventory - General,373.27
Ministry of Defence,Ministry of Defence,09/10/2013,Administration,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,General administration,367.14
Ministry of Defence,Ministry of Defence,01/10/2013,Purchase of inventory and services ,Navy Command,XMA LTD,NG11 7EP,256061,Cost of other material consumed,364.91
Ministry of Defence,Ministry of Defence,03/10/2013,Food and clothing,Joint Forces Command,TURNER VIRR & CO. LTD,LS25 2DY,257069,Cost of purchasing and repairing clothing,363.1
Ministry of Defence,Ministry of Defence,07/10/2013,Purchase of inventory and services ,Navy Command,BOC LIMITED,M28 2UT,257625,Consumption of engineering and technical inventory,361.46
