Department Family                                                                                                                                     v         h,Entity,Date,Expense Type,Expense Area,Supplier Name,Transaction Number, Spend 
Home Office,Home Office,24/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,AMEY COMMUNITY LTD,1001649117,"22,548.78"
Home Office,Home Office,24/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,AMEY COMMUNITY LTD,1001649117,"18,914.89"
Home Office,Home Office,24/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,AMEY COMMUNITY LTD,1001649117,"64,461.56"
Home Office,Home Office,24/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,ANNES GATE PROPERTY PLC,1001649118,"26,864.17"
Home Office,Home Office,24/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001649178,"642,551.98"
Home Office,Home Office,24/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001649178,"3,187,916.99"
Home Office,Home Office,24/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001649178,"1,025,313.58"
Home Office,Home Office,24/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001649178,"1,218,862.82"
Home Office,Home Office,24/10/2014,Estates,CSG - Corporate Services Group,MAYORS OFFICE FOR POLICING AND CRIME (MOPC),1001649199,"4,356.51"
Home Office,Home Office,24/10/2014,Estates,CSG - Corporate Services Group,MAYORS OFFICE FOR POLICING AND CRIME (MOPC),1001649199,"407,284.74"
Home Office,Home Office,24/10/2014,"Travel, Food & Lodging",CSG - Corporate Services Group,REDFERN TRAVEL LTD,1001649237,"459,251.27"
Home Office,Home Office,24/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,SERCO LTD,1001649253,"204,213.40"
Home Office,Home Office,24/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,SERCO LTD,1001649253,"159,714.48"
Home Office,Home Office,24/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,SERCO LTD,1001649253,"130,040.09"
Home Office,Home Office,24/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,SERCO LTD,1001649253,"161,863.26"
Home Office,Home Office,24/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,SERCO LTD,1001649253,"102,571.20"
Home Office,Home Office,24/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,SERCO LTD,1001649253,"331,378.54"
Home Office,Home Office,24/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,SERCO LTD,1001649253,"100,573.45"
Home Office,Home Office,24/10/2014,"Transport, Storage & Mail Services",CSG - Corporate Services Group,TNT UK LTD,1001649273,"32,195.58"
Home Office,Home Office,27/10/2014,Public Order & Security Service,CSG - Corporate Services Group,AIRWAVE SOLUTIONS LTD,1001649804,"321,530.40"
Home Office,Home Office,27/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,ANNES GATE PROPERTY PLC,1001649807,"534,579.67"
Home Office,Home Office,27/10/2014,Property Management,CSG - Corporate Services Group,ANNES GATE PROPERTY PLC,1001649807,"4,236,553.38"
Home Office,Home Office,27/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001649903,"904,994.60"
Home Office,Home Office,27/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,METHODS ADVISORY LTD,1001649922,"73,530.60"
Home Office,Home Office,27/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,METHODS ADVISORY LTD,1001649922,"39,000.00"
Home Office,Home Office,27/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,METHODS ADVISORY LTD,1001649922,"94,084.80"
Home Office,Home Office,27/10/2014,"Travel, Food & Lodging",CSG - Corporate Services Group,REDFERN TRAVEL LTD,1001649943,"447,611.59"
Home Office,Home Office,28/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,AMEY COMMUNITY LTD,1001650462,"36,014.49"
Home Office,Home Office,28/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,CSC COMPUTER SCIENCES CORPORATION,1001650473,"362,458.33"
Home Office,Home Office,28/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,CSC COMPUTER SCIENCES CORPORATION,1001650473,"81,042.56"
Home Office,Home Office,28/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,CSC COMPUTER SCIENCES CORPORATION,1001650473,"66,229.30"
Home Office,Home Office,28/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,CSC COMPUTER SCIENCES CORPORATION,1001650473,"74,719.63"
Home Office,Home Office,28/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,CSC COMPUTER SCIENCES CORPORATION,1001650473,"130,171.07"
Home Office,Home Office,28/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,CSC COMPUTER SCIENCES CORPORATION,1001650473,"169,177.16"
Home Office,Home Office,28/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,CSC COMPUTER SCIENCES CORPORATION,1001650473,"336,618.94"
Home Office,Home Office,28/10/2014,"IT, Telecomms Managed Service",CSG - Corporate Services Group,CSC COMPUTER SCIENCES CORPORATION,1001650473,"281,009.09"
Home Office,Home Office,28/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,CSC COMPUTER SCIENCES CORPORATION,1001650473,"33,417.31"
Home Office,Home Office,28/10/2014,IT - Other Costs,CSG - Corporate Services Group,HORTONWORKS BV,7000008996,"61,456.00"
Home Office,Home Office,28/10/2014,IT - Other Costs,CSG - Corporate Services Group,RAINMAKER SOLUTIONS LTD,1001650501,"22,800.00"
Home Office,Home Office,28/10/2014,IT - Other Costs,CSG - Corporate Services Group,RAINMAKER SOLUTIONS LTD,1001650501,"25,080.00"
Home Office,Home Office,28/10/2014,IT - Other Costs,CSG - Corporate Services Group,RAINMAKER SOLUTIONS LTD,1001650501,"2,280.00"
Home Office,Home Office,28/10/2014,IT - Other Costs,CSG - Corporate Services Group,RAINMAKER SOLUTIONS LTD,1001650501,"23,940.00"
Home Office,Home Office,29/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,AMEY COMMUNITY LTD,1001651028,"234,734.64"
Home Office,Home Office,29/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,AMEY COMMUNITY LTD,1001651028,"43,166.68"
Home Office,Home Office,29/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,AMEY COMMUNITY LTD,1001651028,"37,714.92"
Home Office,Home Office,29/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,AMEY COMMUNITY LTD,1001651028,"31,364.28"
Home Office,Home Office,29/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,AMEY COMMUNITY LTD,1001651028,"68,638.97"
Home Office,Home Office,29/10/2014,"IT, Telecomms Managed Service",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001651064,"43,404.60"
Home Office,Home Office,29/10/2014,"Travel, Food & Lodging",CSG - Corporate Services Group,REDFERN TRAVEL LTD,1001651104,"330,932.24"
Home Office,Home Office,30/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,AIRWAVE SOLUTIONS LTD,1001651586,"20,031,527.65"
Home Office,Home Office,30/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,AIRWAVE SOLUTIONS LTD,1001651586,"306,223.10"
Home Office,Home Office,30/10/2014,Delivery of Consultancy programmes,CSG - Corporate Services Group,CROWN COMMERCIAL SERVICE,3000049118,"600,000.00"
Home Office,Home Office,30/10/2014,Delivery of Consultancy programmes,CSG - Corporate Services Group,CROWN COMMERCIAL SERVICE,3000049118,"600,000.00"
Home Office,Home Office,30/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,INTERSERVE (FACILITIES MANAGEMENT) LTD.,1001651655,"324,920.18"
Home Office,Home Office,30/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,INTERSERVE (FACILITIES MANAGEMENT) LTD.,1001651655,"118,034.29"
Home Office,Home Office,30/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,INTERSERVE (FACILITIES MANAGEMENT) LTD.,1001651655,"112,988.83"
Home Office,Home Office,30/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,INTERSERVE (FACILITIES MANAGEMENT) LTD.,1001651655,"140,163.87"
Home Office,Home Office,30/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,INTERSERVE (FACILITIES MANAGEMENT) LTD.,1001651655,"208,488.77"
Home Office,Home Office,30/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,INTERSERVE (FACILITIES MANAGEMENT) LTD.,1001651655,"98,944.42"
Home Office,Home Office,30/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,INTERSERVE (FACILITIES MANAGEMENT) LTD.,1001651655,"86,273.68"
Home Office,Home Office,30/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,INTERSERVE (FACILITIES MANAGEMENT) LTD.,1001651655,"76,233.74"
Home Office,Home Office,30/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,INTERSERVE (FACILITIES MANAGEMENT) LTD.,1001651655,"275,991.37"
Home Office,Home Office,30/10/2014,Professional & Administration Services,CSG - Corporate Services Group,INTERSERVE (FACILITIES MANAGEMENT) LTD.,1001651655,"78,317.49"
Home Office,Home Office,30/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,INTERSERVE (FACILITIES MANAGEMENT) LTD.,1001651655,"168,118.37"
Home Office,Home Office,30/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,INTERSERVE (FACILITIES MANAGEMENT) LTD.,1001651655,"319,233.50"
Home Office,Home Office,30/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,INTERSERVE (FACILITIES MANAGEMENT) LTD.,1001651655,"112,516.08"
Home Office,Home Office,30/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,INTERSERVE (FACILITIES MANAGEMENT) LTD.,1001651655,"136,817.49"
Home Office,Home Office,30/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,INTERSERVE (FACILITIES MANAGEMENT) LTD.,1001651655,"335,037.46"
Home Office,Home Office,30/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,MINISTRY OF JUSTICE,3000049124,"865,800.00"
Home Office,Home Office,30/10/2014,"IT, Telecomms Software",CSG - Corporate Services Group,SPECIALIST COMPUTER CENTRES PLC,1001651717,"33,825.60"
Home Office,Home Office,13/10/2014,Legal Services,Group Human Resources,BIRNBERG PEIRCE & PARTNERS,1001643702,"2,434,897.82"
Home Office,Home Office,13/10/2014,Legal Services,Group Human Resources,BIRNBERG PEIRCE & PARTNERS,1001643702,"1,118,638.56"
Home Office,Home Office,22/10/2014,Education & Training Services,Group Human Resources,CAPITA BUSINESS SERVICES LTD,1001648023,"58,050.69"
Home Office,Home Office,24/10/2014,Legal Services,Group Human Resources,HARRISON BUNDEY SOLICITORS,1001649184,"103,842.02"
Home Office,Home Office,24/10/2014,Legal Services,Group Human Resources,HARRISON BUNDEY SOLICITORS,1001649184,"178,204.66"
Home Office,Home Office,29/10/2014,Education & Training Services,Group Human Resources,CAPITA BUSINESS SERVICES LTD,1001651049,"73,435.88"
Home Office,Home Office,29/10/2014,Professional & Administration Services,Group Human Resources,FCO SERVICES,3000049111,"66,085.20"
Home Office,Home Office,29/10/2014,Education & Training Services,Group Human Resources,HM REVENUE & CUSTOMS,3000049113,"41,000.00"
Home Office,Home Office,29/10/2014,Public Administration Services,Group Human Resources,HM REVENUE & CUSTOMS,3000049113,"170,593.69"
Home Office,Home Office,30/10/2014,Professional & Administration Services,Group Human Resources,HM REVENUE & CUSTOMS,3000049123,"304,255.20"
Home Office,Home Office,01/10/2014,Social Research,HOS - Home Office Science,EPC UNITED KINGDOM PLC T/A EPC-UK EDSL,1001639039,"29,847.30"
Home Office,Home Office,01/10/2014,Social Research,HOS - Home Office Science,EPC UNITED KINGDOM PLC T/A EPC-UK EDSL,1001639039,"5,257.76"
Home Office,Home Office,06/10/2014,Social Research,HOS - Home Office Science,SCIENCE & TECHNOLOGY FACILITIES COUNCIL,3000049003,"17,007.20"
Home Office,Home Office,06/10/2014,Social Research,HOS - Home Office Science,SCIENCE & TECHNOLOGY FACILITIES COUNCIL,3000049003,"17,007.20"
Home Office,Home Office,09/10/2014,Social Research,HOS - Home Office Science,QINETIQ LTD,1001642525,"18,922.00"
Home Office,Home Office,09/10/2014,Social Research,HOS - Home Office Science,QINETIQ LTD,1001642525,"26,032.00"
Home Office,Home Office,14/10/2014,Handling & Storage Equipment,HOS - Home Office Science,EXPRESS PIPEWORK LTD,1001644656,"59,412.60"
Home Office,Home Office,22/10/2014,Contingent Labour,HOS - Home Office Science,ADVANTAGE TECHNICAL RESOURCING,1001647946,557.09
Home Office,Home Office,22/10/2014,Contingent Labour,HOS - Home Office Science,ADVANTAGE TECHNICAL RESOURCING,1001647946,"1,037.03"
Home Office,Home Office,22/10/2014,Contingent Labour,HOS - Home Office Science,ADVANTAGE TECHNICAL RESOURCING,1001647946,"35,692.80"
Home Office,Home Office,23/10/2014,"Science, Technical & Research",HOS - Home Office Science,CT CENTRE (MOD) T/A DSTL,1001648524,"25,470.44"
Home Office,Home Office,27/10/2014,Social Research,HOS - Home Office Science,MARKET & OPINION RESEARCH INTERNATIONAL LTD T/A IPSOS MRI,1001649920,"25,539.74"
Home Office,Home Office,30/10/2014,Social Research,HOS - Home Office Science,KINGS COLLEGE LONDON,1001651660,"48,155.20"
Home Office,Home Office,30/10/2014,Social Research,HOS - Home Office Science,NATIONAL CENTRE FOR SOCIAL RESEARCH,1001651677,"24,919.96"
Home Office,Home Office,30/10/2014,Social Research,HOS - Home Office Science,NATIONAL CENTRE FOR SOCIAL RESEARCH,1001651677,"15,335.36"
Home Office,Home Office,01/10/2014,IT & Telecoms Components,OSCT - Office of Security and Counter-Terrorism,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,1001639006,"85,200.00"
Home Office,Home Office,02/10/2014,Grant,OSCT - Office of Security and Counter-Terrorism,GCHQ (G),1001639482,"2,023,991.76"
Home Office,Home Office,02/10/2014,Grant,OSCT - Office of Security and Counter-Terrorism,GCHQ (G),1001639482,"1,215,189.42"
Home Office,Home Office,02/10/2014,Grant,OSCT - Office of Security and Counter-Terrorism,GCHQ (G),1001639482,"618,144.64"
Home Office,Home Office,02/10/2014,Grant,OSCT - Office of Security and Counter-Terrorism,GCHQ (G),1001639482,"745,266.32"
Home Office,Home Office,02/10/2014,Grant,OSCT - Office of Security and Counter-Terrorism,POLICE AND CRIME COMMISSIONER FOR BEDFORDSHIRE (THE) (G),1001639485,"115,985.26"
Home Office,Home Office,02/10/2014,Social Research,OSCT - Office of Security and Counter-Terrorism,QUADRANGLE GROUP LLP,1001639189,"58,599.84"
Home Office,Home Office,03/10/2014,Grant,OSCT - Office of Security and Counter-Terrorism,CT CENTRE (MOD) T/A DSTL(G),1001639838,"40,679.24"
Home Office,Home Office,03/10/2014,"IT, Telecomms Managed Service",OSCT - Office of Security and Counter-Terrorism,GOVERNMENT COMMUNICATION BUREAU,3000048991,"594,500.00"
Home Office,Home Office,03/10/2014,Advertising Media,OSCT - Office of Security and Counter-Terrorism,M&C SAATCHI (UK) LTD,1001639939,"29,550.92"
Home Office,Home Office,06/10/2014,Grant,OSCT - Office of Security and Counter-Terrorism,CT CENTRE (MOD) T/A DSTL(G),1001640410,"34,915.00"
Home Office,Home Office,06/10/2014,Grant,OSCT - Office of Security and Counter-Terrorism,CT CENTRE (MOD) T/A DSTL(G),1001640410,"45,957.34"
Home Office,Home Office,06/10/2014,Grant,OSCT - Office of Security and Counter-Terrorism,GOVERNMENT CAR AND DESPATCH AGENCY (G),3000048998,"59,250.00"
Home Office,Home Office,06/10/2014,Grant,OSCT - Office of Security and Counter-Terrorism,PUBLIC HEALTH ENGLAND(G),1001640447,"35,894.00"
Home Office,Home Office,07/10/2014,Grant,OSCT - Office of Security and Counter-Terrorism,CT CENTRE (MOD) T/A DSTL(G),1001641117,"43,912.80"
Home Office,Home Office,07/10/2014,Grant,OSCT - Office of Security and Counter-Terrorism,EVERYTHING EVERYWHERE (EE) LTD(G),1001641118,"119,100.00"
Home Office,Home Office,08/10/2014,"IT, Telecomms Managed Service",OSCT - Office of Security and Counter-Terrorism,IBM DIRECT UNITED KINGDOM LTD,1001641961,"35,090.62"
Home Office,Home Office,10/10/2014,"IT, Broadcasting & Telecomms",OSCT - Office of Security and Counter-Terrorism,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,1001643024,"96,002.40"
Home Office,Home Office,10/10/2014,Advertising Media,OSCT - Office of Security and Counter-Terrorism,CONSOLIDATED PR LTD,1001643128,"66,336.00"
Home Office,Home Office,10/10/2014,Legal Services,OSCT - Office of Security and Counter-Terrorism,FIELD FISHER WATERHOUSE LLP T/A FIELDFISHER,1001643145,"81,110.10"
Home Office,Home Office,10/10/2014,,OSCT - Office of Security and Counter-Terrorism,TALK TALK COMMUNICATIONS LTD T/A TALK TALK BUSINESS,1001643237,"75,886.20"
Home Office,Home Office,10/10/2014,"IT, Broadcasting & Telecomms",OSCT - Office of Security and Counter-Terrorism,TELEFONICA UK LTD,1001643238,"217,300.00"
Home Office,Home Office,10/10/2014,"IT, Telecomms Managed Service",OSCT - Office of Security and Counter-Terrorism,VODAFONE LTD,1001643249,"199,116.90"
Home Office,Home Office,10/10/2014,"IT, Telecomms Managed Service",OSCT - Office of Security and Counter-Terrorism,VODAFONE LTD,1001643249,"199,116.90"
Home Office,Home Office,10/10/2014,"IT, Telecomms Managed Service",OSCT - Office of Security and Counter-Terrorism,VODAFONE LTD,1001643249,"199,116.90"
Home Office,Home Office,10/10/2014,"IT, Telecomms Managed Service",OSCT - Office of Security and Counter-Terrorism,VODAFONE LTD,1001643249,"199,116.90"
Home Office,Home Office,10/10/2014,"IT, Telecomms Managed Service",OSCT - Office of Security and Counter-Terrorism,VODAFONE LTD,1001643249,"199,116.90"
Home Office,Home Office,13/10/2014,"Science, Technical & Research",OSCT - Office of Security and Counter-Terrorism,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,1001643873,"79,176.00"
Home Office,Home Office,13/10/2014,"IT, Telecomms Managed Service",OSCT - Office of Security and Counter-Terrorism,IBM DIRECT UNITED KINGDOM LTD,1001643905,"34,058.54"
Home Office,Home Office,14/10/2014,IT & Telecoms Components,OSCT - Office of Security and Counter-Terrorism,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,1001644603,"143,424.00"
Home Office,Home Office,14/10/2014,Public Administration Services,OSCT - Office of Security and Counter-Terrorism,CT CENTRE (MOD) T/A DSTL,1001644634,"191,448.49"
Home Office,Home Office,14/10/2014,Delivery of Consultancy programmes,OSCT - Office of Security and Counter-Terrorism,ERNST AND YOUNG LLP,1001644652,"26,613.30"
Home Office,Home Office,14/10/2014,Advertising Media,OSCT - Office of Security and Counter-Terrorism,NUDGE DIGITAL LTD,1001644740,"74,150.40"
Home Office,Home Office,14/10/2014,Grant,OSCT - Office of Security and Counter-Terrorism,POLICE & CRIME COMMISSIONER FOR LANCASHIRE (THE) (G),1001644375,"99,080.25"
Home Office,Home Office,14/10/2014,Grant,OSCT - Office of Security and Counter-Terrorism,POLICE & CRIME COMMISSIONER FOR LANCASHIRE (THE) (G),1001644375,"213,932.37"
Home Office,Home Office,15/10/2014,"IT, Broadcasting & Telecomms",OSCT - Office of Security and Counter-Terrorism,BRITISH SKY BROADCASTING LTD,1001645242,"158,650.50"
Home Office,Home Office,15/10/2014,"IT, Broadcasting & Telecomms",OSCT - Office of Security and Counter-Terrorism,EVERYTHING EVERYWHERE (EE) LTD T/A ORANGE,1001645273,"387,753.95"
Home Office,Home Office,17/10/2014,"Science, Technical & Research",OSCT - Office of Security and Counter-Terrorism,CT CENTRE (MOD) T/A DSTL,1001646391,"82,661.54"
Home Office,Home Office,17/10/2014,"Science, Technical & Research",OSCT - Office of Security and Counter-Terrorism,CT CENTRE (MOD) T/A DSTL,1001646391,"137,411.46"
Home Office,Home Office,17/10/2014,Advertising Media,OSCT - Office of Security and Counter-Terrorism,M4C,1001646422,"115,803.27"
Home Office,Home Office,17/10/2014,Advertising Media,OSCT - Office of Security and Counter-Terrorism,M4C,1001646422,"63,940.19"
Home Office,Home Office,20/10/2014,"IT, Broadcasting & Telecomms",OSCT - Office of Security and Counter-Terrorism,BT,1001646964,"281,419.68"
Home Office,Home Office,20/10/2014,"IT, Broadcasting & Telecomms",OSCT - Office of Security and Counter-Terrorism,VIRGIN MEDIA LTD,1001647069,"95,130.30"
Home Office,Home Office,21/10/2014,"IT, Broadcasting & Telecomms",OSCT - Office of Security and Counter-Terrorism,BT,1001647539,345
Home Office,Home Office,21/10/2014,"IT, Broadcasting & Telecomms",OSCT - Office of Security and Counter-Terrorism,BT,1001647539,"9,484.94"
Home Office,Home Office,21/10/2014,"IT, Broadcasting & Telecomms",OSCT - Office of Security and Counter-Terrorism,BT,1001647539,"49,896.00"
Home Office,Home Office,23/10/2014,"IT, Telecomms Managed Service",OSCT - Office of Security and Counter-Terrorism,GOVERNMENT COMMUNICATION BUREAU,3000049084,"297,250.00"
Home Office,Home Office,23/10/2014,Public Order & Security Service,OSCT - Office of Security and Counter-Terrorism,SECURITY SERVICES GROUP,3000049089,"30,979.84"
Home Office,Home Office,24/10/2014,Grant,OSCT - Office of Security and Counter-Terrorism,AVON & SOMERSET POLICE & CRIME COMMISSIONER (G),1001648900,"1,862,889.00"
Home Office,Home Office,24/10/2014,Grant,OSCT - Office of Security and Counter-Terrorism,AVON & SOMERSET POLICE & CRIME COMMISSIONER (G),1001648900,"67,696.00"
Home Office,Home Office,24/10/2014,Delivery of Consultancy programmes,OSCT - Office of Security and Counter-Terrorism,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,1001649124,"23,176.80"
Home Office,Home Office,24/10/2014,Delivery of Consultancy programmes,OSCT - Office of Security and Counter-Terrorism,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,1001649124,"3,862.80"
Home Office,Home Office,24/10/2014,Delivery of Consultancy programmes,OSCT - Office of Security and Counter-Terrorism,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,1001649124,"23,176.80"
Home Office,Home Office,24/10/2014,Delivery of Consultancy programmes,OSCT - Office of Security and Counter-Terrorism,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,1001649124,"3,862.80"
Home Office,Home Office,24/10/2014,Grant,OSCT - Office of Security and Counter-Terrorism,BSKYB LTD (G),1001648901,"1,939,333.20"
Home Office,Home Office,24/10/2014,Grant,OSCT - Office of Security and Counter-Terrorism,CHAMBERLAIN OF LONDON (G),1001648902,"1,246,235.00"
Home Office,Home Office,24/10/2014,Grant,OSCT - Office of Security and Counter-Terrorism,CUMBRIA POLICE & CRIME COMMISSIONER (G),1001648903,"39,584.00"
Home Office,Home Office,24/10/2014,Grant,OSCT - Office of Security and Counter-Terrorism,DORSET POLICE & CRIME COMMISSIONERS (G),1001648904,"379,812.00"
Home Office,Home Office,24/10/2014,Grant,OSCT - Office of Security and Counter-Terrorism,GREATER LONDON AUTHORITY (G),1001648906,"25,411,729.00"
Home Office,Home Office,24/10/2014,Grant,OSCT - Office of Security and Counter-Terrorism,GREATER LONDON AUTHORITY (G),1001648906,"53,405,669.00"
Home Office,Home Office,24/10/2014,Grant,OSCT - Office of Security and Counter-Terrorism,GREATER LONDON AUTHORITY (G),1001648906,"3,270,250.00"
Home Office,Home Office,24/10/2014,Delivery of Consultancy programmes,OSCT - Office of Security and Counter-Terrorism,KIMCELL LTD T/A DATACENTA HOSTING; X-NET,1001649192,"61,920.00"
Home Office,Home Office,24/10/2014,Grant,OSCT - Office of Security and Counter-Terrorism,OFFICE FOR THE POLICE & CRIME COMMISSIONER OF NORFOLK (G),1001648909,"795,694.00"
Home Office,Home Office,24/10/2014,Grant,OSCT - Office of Security and Counter-Terrorism,OFFICE FOR THE POLICE & CRIME COMMISSIONER OF NORFOLK (G),1001648909,"148,962.00"
Home Office,Home Office,24/10/2014,Grant,OSCT - Office of Security and Counter-Terrorism,OFFICE OF THE DURHAM POLICE & CRIME COMMISSIONER (G),1001648910,"152,607.00"
Home Office,Home Office,24/10/2014,Grant,OSCT - Office of Security and Counter-Terrorism,OFFICE OF THE KENT POLICE & CRIME COMMISSIONER (G),1001648911,"73,500.00"
Home Office,Home Office,24/10/2014,Grant,OSCT - Office of Security and Counter-Terrorism,OFFICE OF THE KENT POLICE & CRIME COMMISSIONER (G),1001648911,"2,504,342.00"
Home Office,Home Office,24/10/2014,Grant,OSCT - Office of Security and Counter-Terrorism,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR GREATER MANCHESTER (G),1001648912,"6,696,848.00"
Home Office,Home Office,24/10/2014,Grant,OSCT - Office of Security and Counter-Terrorism,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR GREATER MANCHESTER (G),1001648912,"237,966.00"
Home Office,Home Office,24/10/2014,Grant,OSCT - Office of Security and Counter-Terrorism,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR HUMBERSIDE (G),1001648913,"610,223.00"
Home Office,Home Office,24/10/2014,Grant,OSCT - Office of Security and Counter-Terrorism,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR LEICESTERSHIRE (THE) (G),1001648914,"66,428.00"
Home Office,Home Office,24/10/2014,Grant,OSCT - Office of Security and Counter-Terrorism,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR MERSEYSIDE (G),1001648915,"1,040,617.00"
Home Office,Home Office,24/10/2014,Grant,OSCT - Office of Security and Counter-Terrorism,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR STAFFORDSHIRE (G),1001648916,"127,776.00"
Home Office,Home Office,24/10/2014,Grant,OSCT - Office of Security and Counter-Terrorism,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR SUFFOLK (G),1001648917,"139,487.00"
Home Office,Home Office,24/10/2014,Grant,OSCT - Office of Security and Counter-Terrorism,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR WARWICKSHIRE (G),1001648918,"45,891.00"
Home Office,Home Office,24/10/2014,Grant,OSCT - Office of Security and Counter-Terrorism,OFFICE OF THE WEST YORKSHIRE POLICE & CRIME COMMISSIONER (G),1001648919,"6,082,656.00"
Home Office,Home Office,24/10/2014,Grant,OSCT - Office of Security and Counter-Terrorism,POLICE & CRIME COMMISIONER FOR THAMES VALLEY (G),1001648920,"1,381,614.00"
Home Office,Home Office,24/10/2014,Grant,OSCT - Office of Security and Counter-Terrorism,POLICE & CRIME COMMISIONER FOR THAMES VALLEY (G),1001648920,"3,115,276.00"
Home Office,Home Office,24/10/2014,Grant,OSCT - Office of Security and Counter-Terrorism,POLICE & CRIME COMMISSIONER FOR CHESHIRE (G),1001648921,"191,892.00"
Home Office,Home Office,24/10/2014,Grant,OSCT - Office of Security and Counter-Terrorism,POLICE & CRIME COMMISSIONER FOR CLEVELAND (G),1001648922,"211,096.00"
Home Office,Home Office,24/10/2014,Grant,OSCT - Office of Security and Counter-Terrorism,POLICE & CRIME COMMISSIONER FOR DERBYSHIRE (G),1001648923,"2,198,049.00"
Home Office,Home Office,24/10/2014,Grant,OSCT - Office of Security and Counter-Terrorism,POLICE & CRIME COMMISSIONER FOR DEVON & CORNWALL (G),1001648924,"322,129.00"
