Department,Entity,Posted Date,Internal Voucher Number,Invoice Line Amount Net GBP,Supplier Name,Account Code
FCO,FCO,21/12/2016,8762496,630962,BRITISH COUNCIL,Programme Spend (Oracle Projects Control Account)
FCO,FCO,07/12/2016,8602431,629280,DYNASAFE BACTEC LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,23/12/2016,8782488,615270.5,RISK ADVISORY GROUP PLC,Programme Spend (Oracle Projects Control Account)
FCO,FCO,20/12/2016,8750757,584398.74,KPMG FIDUCIAIRE,Multiple Accounts
FCO,FCO,02/12/2016,8575528,579476.12,RISK ADVISORY GROUP PLC,Programme Spend (Oracle Projects Control Account)
FCO,FCO,29/12/2016,8799481,575677.62,TRANS NILE LTD,Rental Payments - residential
FCO,FCO,02/12/2016,8575432,552498.35,GILBERT ASH LIMITED,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,08/12/2016,8620443,535171.29,ARTEOS GMBH,Multiple Accounts
FCO,FCO,02/12/2016,8575454,507730.91,GOVERNMENT LEGAL DEPARTMENT,Multiple Accounts
FCO,FCO,14/12/2016,8687523,500000,UNDP CONTRIBUTIONS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,16/12/2016,8712196,484900.54,INTERSERVE FM LTD,Multiple Accounts
FCO,FCO,28/12/2016,8794565,479856.33,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,Multiple Accounts
FCO,FCO,05/12/2016,8580191,475734.49,WESTMINSTER FOUNDATION FOR DEMOCRACY,Programme Spend (Oracle Projects Control Account)
FCO,FCO,14/12/2016,8687668,468562.25,JUAN GAVIRIA RESTREPO,Rental Payments - non residential
FCO,FCO,16/12/2016,8712322,442043.06,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
FCO,FCO,13/12/2016,8668500,440000,THE WORLD BANK MDTFT,Programme Spend (Oracle Projects Control Account)
FCO,FCO,14/12/2016,8686424,438938.68,INCOSTRAT,Programme Spend (Oracle Projects Control Account)
FCO,FCO,14/12/2016,8687577,431967.22,EUROPEAN MOLECULAR BIOLOGY LABORATORY,Protocol - General VAT Refunds to Other Organisations
FCO,FCO,29/12/2016,8800441,404799.11,LAPIS MIDDLE EAST AND AFRICA FZ LLC,Programme Spend (Oracle Projects Control Account)
FCO,FCO,13/12/2016,8669431,400000,UNITED NATIONS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,13/12/2016,8665437,399988,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,12/12/2016,8635137,390997.04,HIGH PEACE COUNCIL,Programme Spend (Oracle Projects Control Account)
FCO,FCO,20/12/2016,8756489,375037,IFES,Programme Spend (Oracle Projects Control Account)
FCO,FCO,22/12/2016,8777559,372240,CITY OF WESTMINSTER,Rates Taxes Non-Residential
FCO,FCO,28/12/2016,8793510,358884.31,GILBERT ASH LIMITED,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,14/12/2016,8686475,350000,UNITED NATIONS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,14/12/2016,8687506,350000,MARSHALL AID COMMERATION COMMISSION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,29/12/2016,8800642,350000,UN DEVELOPMENT PROGRAMME,Programme Spend (Oracle Projects Control Account)
FCO,FCO,16/12/2016,8712326,348071.95,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
FCO,FCO,22/12/2016,8774531,347882.49,PLAZA TOWER LLC,Multiple Accounts
FCO,FCO,30/12/2016,8803528,346466.33,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,21/12/2016,8762448,345086,PRICEWATERHOUSE COOPERS LLP,Programme Spend (Oracle Projects Control Account)
FCO,FCO,14/12/2016,8687558,344511.05,EUROPEAN MOLECULAR BIOLOGY LABORATORY,Protocol - General VAT Refunds to Other Organisations
FCO,FCO,21/12/2016,8761451,339727.95,ADAM SMITH INTERNATIONAL,Programme Spend (Oracle Projects Control Account)
FCO,FCO,23/12/2016,8783511,329323.06,COMITATO INTERNAZIONALE PER LO SVILUPPO DEI POPOLI  CISP,Programme Spend (Oracle Projects Control Account)
FCO,FCO,30/12/2016,8803455,324748.09,INTERNATIONAL LABOUR ORGANIZATION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,30/12/2016,8803545,317000,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,22/12/2016,8777530,316086,DAI EUROPE LIMITED,Programme Spend (Oracle Projects Control Account)
FCO,FCO,14/12/2016,8687521,314917.21,NATO PARLIAMENTARY ASSEMBLY,Programme Spend (Oracle Projects Control Account)
FCO,FCO,20/12/2016,8751433,313043.43,EUROPEAN ENDOWMENT FOR DEMOCRACY,Programme Spend (Oracle Projects Control Account)
FCO,FCO,28/12/2016,8788493,307516,NI CO OPERATION OVERSEAS NI CO LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,02/12/2016,8575602,301540,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,13/12/2016,8668428,300000,BIOT REVENUE ACCOUNT,Programme Spend (Oracle Projects Control Account)
FCO,FCO,22/12/2016,8775448,300000,UNITED NATIONS FOUNDATION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,28/12/2016,8793462,300000,THE HALO TRUST,Programme Spend (Oracle Projects Control Account)
FCO,FCO,30/12/2016,8803548,300000,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,09/12/2016,8627469,298462.68,INSTITUTE FOR SECURITY STUDIES ISS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,02/12/2016,8575567,294083.33,THE ASSOCIATION OF COMMONWEALTH UNIVERSITIES,Programme Spend (Oracle Projects Control Account)
FCO,FCO,28/12/2016,8793596,294083.33,THE ASSOCIATION OF COMMONWEALTH UNIVERSITIES,Programme Spend (Oracle Projects Control Account)
FCO,FCO,13/12/2016,8668426,289322.81,LONDON ENERGY,Electricity Non-Residential
FCO,FCO,13/12/2016,8661540,285000,CONCILIATION RESOURCES,Programme Spend (Oracle Projects Control Account)
FCO,FCO,08/12/2016,8617431,280000,UNDP CONTRIBUTIONS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,30/12/2016,8803731,279000,CPS CROWN PROSECUTION SERVICE HQ,Inward Secondments
FCO,FCO,30/12/2016,8803733,279000,DEPARTMENT OF HEALTH,Inward Secondments
FCO,FCO,22/12/2016,8777522,270870.5,ADAM SMITH INTERNATIONAL,Programme Spend (Oracle Projects Control Account)
FCO,FCO,16/12/2016,8717532,257913.25,CABINET OFFICE,Miscellaneous Expenditure: inc subscriptions and equipment maintenance
FCO,FCO,30/12/2016,8803637,256707.48,FCO SERVICES,Air Freight Dip Bags - Freight & Clearance Charges
FCO,FCO,05/12/2016,8580039,255000,POWER ELECTRICS GENERATORS LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,12/12/2016,8650434,254500.85,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
FCO,FCO,02/12/2016,8575442,253136.52,MORSON HUMAN RESOURCES LTD,Residential Property Services
FCO,FCO,05/12/2016,8579907,252258.74,OMAYA LAWZI,Rental Payments - residential
FCO,FCO,13/12/2016,8668474,250000,ICAN,Programme Spend (Oracle Projects Control Account)
FCO,FCO,20/12/2016,8756776,250000,GOVERNMENT OF THE BRITISH ANTARCTIC TERRITORY,Programme Spend (Oracle Projects Control Account)
FCO,FCO,30/12/2016,8803480,247300,INTERNTL COMMISSION MISSING PERSONS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,14/12/2016,8687567,245870.81,EUROPEAN CENTRE FOR MEDIUM,Protocol - General VAT Refunds to Other Organisations
FCO,FCO,01/12/2016,8566441,245290,COMPUTACENTER UK LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,20/12/2016,8749455,237268,AXIOM INTERNATIONAL LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,14/12/2016,8687487,226937,UNITED NATIONS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,21/12/2016,8759437,225069,AKTIS STRATEGY,Programme Spend (Oracle Projects Control Account)
FCO,FCO,08/12/2016,8618434,223882,HYDROGRAPHIC OFFICE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,22/12/2016,8777435,220312.16,GARDA WORLD LTD,UK Guarding Contracts Overseas
FCO,FCO,30/12/2016,8803492,218340,COMPUTACENTER UK LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,09/12/2016,8629530,215289.99,AEGIS DEFENCE SERVICES LTD,Multiple Accounts
FCO,FCO,01/12/2016,8566482,214235.83,NI CO OPERATION OVERSEAS NI CO LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,12/12/2016,8641425,213651.9,AEGIS DEFENCE SERVICES LTD,Multiple Accounts
FCO,FCO,15/12/2016,8704470,212799.24,STOOF INTERNATIONAL VERTRIEBSGESELLSCHAFT MBH,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,28/12/2016,8793447,210500,INTERNATIONAL IDEA,Programme Spend (Oracle Projects Control Account)
FCO,FCO,20/12/2016,8750424,210119.87,BBC MEDIA ACTION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,30/12/2016,8803489,206642.48,COMPUTACENTER UK LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,14/12/2016,8683426,204664.47,ADAM SMITH INTERNATIONAL,Programme Spend (Oracle Projects Control Account)
FCO,FCO,30/12/2016,8803535,201465.14,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,20/12/2016,8744599,200109,RISK ADVISORY GROUP PLC,Programme Spend (Oracle Projects Control Account)
FCO,FCO,29/12/2016,8800629,200108,INDEPENDENT DIPLOMATS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,01/12/2016,8568440,200000,UNICEF,Programme Spend (Oracle Projects Control Account)
FCO,FCO,02/12/2016,8575555,200000,CENTRE FOR HUMANITARIAN DIALOGUE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,06/12/2016,8586589,200000,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,20/12/2016,8756783,200000,UNITED NATIONS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,21/12/2016,8760499,199476.5,FCO SERVICES,Specialist Contractors
FCO,FCO,28/12/2016,8793550,198783.96,STABILISATION NETWORK,Programme Spend (Oracle Projects Control Account)
FCO,FCO,28/12/2016,8793521,195480,SERVEST MULTI SERVICE GROUP,Manned Guarding Services
FCO,FCO,23/12/2016,8784439,194783.43,FCO SERVICES,Construction Project more than £10k
FCO,FCO,14/12/2016,8686453,192921.4,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,Multiple Accounts
FCO,FCO,13/12/2016,8664450,192569.83,SERVEST MULTI SERVICE GROUP,Manned Guarding Services
FCO,FCO,14/12/2016,8687612,190611.04,EUROPEAN CENTRE FOR MEDIUM,Protocol - General VAT Refunds to Other Organisations
FCO,FCO,13/12/2016,8661533,187424.97,THE ROYAL BANK OF SCOTLAND,Multiple Accounts
FCO,FCO,29/12/2016,8799490,187365,TORCHLIGHT SOLUTIONS LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,29/12/2016,8799474,185904,COMPUTACENTER UK LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,22/12/2016,8772687,184834.69,DAI EUROPE LIMITED,Programme Spend (Oracle Projects Control Account)
FCO,FCO,06/12/2016,8586538,184491,CONTROL RISKS GROUP,UK Mobile Guarding Contract overseas
FCO,FCO,20/12/2016,8742451,183726.89,ADAM SMITH INTERNATIONAL,Programme Spend (Oracle Projects Control Account)
FCO,FCO,12/12/2016,8644460,183693,CONTROL RISKS GROUP,UK Mobile Guarding Contract overseas
FCO,FCO,29/12/2016,8802434,183453.2,VODAFONE LTD CABLE AND WIRELESS UK,Multiple Accounts
FCO,FCO,09/12/2016,8624732,180387.99,CAPGEMINI UK PLC,IT/IS Consultancy
FCO,FCO,15/12/2016,8697489,179056.24,THE HALO TRUST,Programme Spend (Oracle Projects Control Account)
FCO,FCO,16/12/2016,8712329,174602.3,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
FCO,FCO,09/12/2016,8629428,174364.74,OVERSEAS SUPPLY SERVICES LTD,Estates Management Services
FCO,FCO,05/12/2016,8579934,169012.94,MARCH,Programme Spend (Oracle Projects Control Account)
FCO,FCO,13/12/2016,8664442,168843.41,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,Multiple Accounts
FCO,FCO,28/12/2016,8793549,168823.1,COMPUTACENTER UK LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,22/12/2016,8775454,168116.58,COMPUTACENTER UK LTD,Specialist Contractors
FCO,FCO,29/12/2016,8799432,167905.97,EMBASSY OF BULGARIA,Rental Payments - non residential
FCO,FCO,12/12/2016,8644627,167817.98,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,Multiple Accounts
FCO,FCO,21/12/2016,8760533,167404,NORDIC INTERNATIONAL SUPPORT FOUNDATION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,22/12/2016,8774603,166865.19,TORRE ESPACIO CASTELLANA SAU,Rental Payments - non residential
FCO,FCO,23/12/2016,8783531,163440,PRICEWATERHOUSE COOPERS LLP,Programme Spend (Oracle Projects Control Account)
FCO,FCO,30/12/2016,8803496,161956.11,COMPUTACENTER UK LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,30/12/2016,8803553,160929.69,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,19/12/2016,8729461,160853.91,DAI EUROPE LIMITED,Programme Spend (Oracle Projects Control Account)
FCO,FCO,14/12/2016,8687544,160785,DANISH DEMINING GROUP,Programme Spend (Oracle Projects Control Account)
FCO,FCO,29/12/2016,8800697,160675.63,COMPUTACENTER UK LTD,IT/IS Consultancy
FCO,FCO,16/12/2016,8712324,160429.09,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
FCO,FCO,07/12/2016,8602428,160000,UNITED NATIONS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,09/12/2016,8625571,159603.1,THE HALO TRUST,Programme Spend (Oracle Projects Control Account)
FCO,FCO,14/12/2016,8687461,159174.5,BIDWELLS,Rental Payments - non residential
FCO,FCO,23/12/2016,8784528,158730.31,PRICEWATERHOUSE COOPERS LLP,Programme Spend (Oracle Projects Control Account)
FCO,FCO,22/12/2016,8772664,157277.52,INDEPENDENT DIPLOMATS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,08/12/2016,8610441,156720.31,CATHOLIC RELIEF SERVICES,Programme Spend (Oracle Projects Control Account)
FCO,FCO,15/12/2016,8697458,156196,IOM INTERNATIONAL ORG FOR MIGRATION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,16/12/2016,8717488,155439.5,SEGURIDAD SOCIAL,Multiple Accounts
FCO,FCO,28/12/2016,8793516,153637,TRANSNATIONAL CRISIS PROJECT,Programme Spend (Oracle Projects Control Account)
FCO,FCO,06/12/2016,8586649,152500,COLLIERS,Estates Management Services
FCO,FCO,22/12/2016,8778430,151462.35,GLOBAL PARTNERS GOVERNANCE PRACTICE LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,19/12/2016,8723470,151398.26,ARK GROUP DMCC,Programme Spend (Oracle Projects Control Account)
FCO,FCO,30/12/2016,8803562,151132.22,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,14/12/2016,8686451,150000,CROWN ESTATE COMMIS CASH A C,Rental Payments - non residential
FCO,FCO,07/12/2016,8596438,149082.11,AGA KHAN FOUNDATION AFGHANISTAN,Programme Spend (Oracle Projects Control Account)
FCO,FCO,01/12/2016,8380614,148571.9,NABIL HIRBAWI,Rental Payments - residential
FCO,FCO,01/12/2016,8514431,144772.4,GLOBAL C ENGAGE RESILIENCE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,16/12/2016,8712218,140232.7,INTERSERVE FM LTD,Construction Project more than £10k
FCO,FCO,16/12/2016,8712321,140108.02,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
FCO,FCO,19/12/2016,8726479,140000,UNDP CONTRIBUTIONS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,06/12/2016,8586854,139669.39,GOVERNMENT COMMUNICATIONS BUREAU  ADMIN A/C 6253,Customer Refund Account
FCO,FCO,13/12/2016,8672428,138844.89,GLOBAL C ENGAGE RESILIENCE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,02/12/2016,8575592,138311.62,GENERALI ESTATE SPA,Multiple Accounts
FCO,FCO,21/12/2016,8761436,136873.34,OROSTREAM INTERNATIONAL CONTRACTS LTD,Construction Project more than £10k
FCO,FCO,15/12/2016,8697606,136107,IOM INTERNATIONAL ORG FOR MIGRATION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,15/12/2016,8705468,136107,IOM INTERNATIONAL ORG FOR MIGRATION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,13/12/2016,8664439,135708.96,BBC MEDIA ACTION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,22/12/2016,8777489,135184,MILTON KEYNES COUNCIL,Rates Taxes Non-Residential
FCO,FCO,22/12/2016,8777485,134605.45,INTERNATIONAL RELIEF AND DEVELOPMENT,Programme Spend (Oracle Projects Control Account)
FCO,FCO,16/12/2016,8712330,132920.3,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
FCO,FCO,05/12/2016,8579600,132061.89,AFRICAN SKIES LTD,Local Guards
FCO,FCO,22/12/2016,8774564,131250,SCENESAFE LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,30/12/2016,8803541,130371,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,22/12/2016,8777515,130276.98,ECORYS GROUP UK,Programme Spend (Oracle Projects Control Account)
FCO,FCO,20/12/2016,8744565,130000,GENEVA CENTRE FOR THE DEMOCRATIC CONTROL OF ARMED FORCES - DCAF,Programme Spend (Oracle Projects Control Account)
FCO,FCO,07/12/2016,8597588,129887.84,LANGUAGE SERVICES DIRECT,Language Tuition: Essential
FCO,FCO,22/12/2016,8773635,127524.33,BBC MEDIA ACTION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,20/12/2016,8756794,127000,UNITED NATIONS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,01/12/2016,8494427,126759.4,GAKURU JEAN DE LA CROIX,Rental Payments - non residential
FCO,FCO,01/12/2016,8345121,126496.02,SKA INTERNATIONAL GROUP,Multiple Accounts
FCO,FCO,15/12/2016,8698434,125654.83,MINES ADVISORY GROUP,Programme Spend (Oracle Projects Control Account)
FCO,FCO,16/12/2016,8712334,125400.07,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
FCO,FCO,29/12/2016,8802428,125096.22,COMPUTACENTER UK LTD,Information Systems Maintenance
FCO,FCO,16/12/2016,8712337,124604.81,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
FCO,FCO,28/12/2016,8793539,124096,BBC MEDIA ACTION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,13/12/2016,8664433,123409.81,BBC MEDIA ACTION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,02/12/2016,8576432,123101.3,FCO SERVICES,Construction Project more than £10k
FCO,FCO,13/12/2016,8661467,122998.82,CBRE LTD,Estates Management Services
FCO,FCO,14/12/2016,8686426,122685,MAXWELL STAMP PLC,Programme Spend (Oracle Projects Control Account)
FCO,FCO,21/12/2016,8765438,122420,UNITED NATIONS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,29/12/2016,8799473,121731.83,NATIONAL HOTEL COMPLEX,Rental Payments - non residential
FCO,FCO,23/12/2016,8783539,120364.16,OROSTREAM INTERNATIONAL CONTRACTS LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,12/12/2016,8644508,119791.65,DAI EUROPE LIMITED,Programme Spend (Oracle Projects Control Account)
FCO,FCO,15/12/2016,8692497,119687.61,ADP,Multiple Accounts
FCO,FCO,21/12/2016,8762568,119674.97,NELSON LUXEMBOURG PROPRTY DEVLOPMT,Rental Payments - non residential
FCO,FCO,21/12/2016,8761443,118634,IISS - INTERNATIONAL INSTITUTE FOR STRATEGIC STUDIES,Programme Spend (Oracle Projects Control Account)
FCO,FCO,30/12/2016,8803508,117449.88,FCO SERVICES,IT/IS Consultancy
FCO,FCO,08/12/2016,8617429,117178.75,CABINET OFFICE,Early Retirement Costs (Pre VES)
FCO,FCO,13/12/2016,8660783,117037.75,ETANA,Programme Spend (Oracle Projects Control Account)
FCO,FCO,28/12/2016,8788491,116598.21,TROPICAL POWER LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,30/12/2016,8803556,116483.02,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,23/12/2016,8784514,116277,S MACNEILLIE & SON LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,29/12/2016,8800577,115130,STRATAGEM CONSULTING,Programme Spend (Oracle Projects Control Account)
FCO,FCO,20/12/2016,8739508,114364.76,BHC INDIA STAFF PROVIDENT FUND,Multiple Accounts
FCO,FCO,02/12/2016,8571467,114024.54,KOMATSUBARA KOMUTEN LTD,Recharge Suspense Account (Oracle PA Control Account)
FCO,FCO,21/12/2016,8760537,113967.66,ADP,Multiple Accounts
FCO,FCO,12/12/2016,8650443,112724.65,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
FCO,FCO,12/12/2016,8650437,112378.47,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
FCO,FCO,06/12/2016,8586598,111782.71,OROSTREAM INTERNATIONAL CONTRACTS LTD,Construction Project more than £10k
FCO,FCO,12/12/2016,8647481,109818.71,COMPUTACENTER UK LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,08/12/2016,8609514,107324.45,DEUTSCHER LEVANTE VERLAG GMBH,Programme Spend (Oracle Projects Control Account)
FCO,FCO,01/12/2016,8566427,107250.06,ALLEN VANGUARD LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,12/12/2016,8647599,106765.76,HEALIX INTERNATIONAL LTD,FCO Healthcare Scheme
FCO,FCO,16/12/2016,8717451,106748,UNITED NATIONS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,14/12/2016,8685426,106250,CROWN ESTATE COMMIS CASH A C,Rental Payments - residential
FCO,FCO,08/12/2016,8621619,106013.9,NORTH HIGHLAND UK LTD,Specialist Contractors
FCO,FCO,23/12/2016,8784453,105632.07,AKTIS STRATEGY,Programme Spend (Oracle Projects Control Account)
FCO,FCO,15/12/2016,8694471,105188.27,PILDAT,Programme Spend (Oracle Projects Control Account)
FCO,FCO,30/12/2016,8803500,105090,UNITED NATIONS,Programme Spend (Oracle Projects Control Account)
