UniqueRef,TRANSACTION DATE,MERCHANT CATEGORY,MERCHANT CATEGORY DESC,AMOUNT,SortFunction
MODGPC64541,08-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,520.42,64541
MODGPC64542,08-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,520.42,64542
MODGPC64543,08-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,063.94",64543
MODGPC64544,08-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,780.62,64544
MODGPC64545,02-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,713.48,64545
MODGPC64546,02-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,818.13,64546
MODGPC64547,03-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,847.2,64547
MODGPC64548,11-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"2,519.40",64548
MODGPC64549,11-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,549.79,64549
MODGPC64550,05-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"8,985.24",64550
MODGPC64551,11-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,907.09,64551
MODGPC64552,09-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"5,495.62",64552
MODGPC64553,09-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"2,266.24",64553
MODGPC64554,09-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,705.78",64554
MODGPC64555,09-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,028.59",64555
MODGPC64556,09-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,007.64",64556
MODGPC64557,09-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,648,64557
MODGPC64558,09-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,590.79,64558
MODGPC64559,02-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,775.58,64559
MODGPC64560,02-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,725.32,64560
MODGPC64561,02-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,954.05,64561
MODGPC64562,02-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,532.94,64562
MODGPC64563,02-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"12,342.00",64563
MODGPC64564,11-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,803.72",64564
MODGPC64565,11-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,595.32,64565
MODGPC64566,08-Jul-13,General Retail and Wholesale       , HARDWARE STORES,"1,324.62",64566
MODGPC64567,08-Jul-13,General Retail and Wholesale       , HARDWARE STORES,"1,362.43",64567
MODGPC64568,08-Jul-13,General Retail and Wholesale       , HARDWARE STORES,715.07,64568
MODGPC64569,08-Jul-13,General Retail and Wholesale       , HARDWARE STORES,"1,009.62",64569
MODGPC64570,03-Jul-13,General Retail and Wholesale       , HARDWARE STORES,"2,680.34",64570
MODGPC64571,03-Jul-13,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,552,64571
MODGPC64572,08-Jul-13,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"2,292.00",64572
MODGPC64573,10-Jul-13,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"4,335.84",64573
MODGPC64574,02-Jul-13,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"1,262.54",64574
MODGPC64575,04-Jul-13,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,967.01,64575
MODGPC64576,04-Jul-13,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"4,548.00",64576
MODGPC64577,03-Jul-13,General Retail and Wholesale       ," GIFT, CARD, NOVELTY STORES","2,604.96",64577
MODGPC64578,05-Jul-13,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,657.04,64578
MODGPC64579,08-Jul-13,General Retail and Wholesale       , BICYCLE SHOPS/SALES/SERVICE,"4,150.01",64579
MODGPC64580,02-Jul-13,General Retail and Wholesale       , SPORTING GOODS STORES,"2,644.40",64580
MODGPC64581,02-Jul-13,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,699.95,64581
MODGPC64582,10-Jul-13,General Retail and Wholesale       , SPORTS/RIDING APPAREL STORES,"1,664.00",64582
MODGPC64583,02-Jul-13,General Retail and Wholesale       , MUSIC STORES/PIANOS,720,64583
MODGPC64584,11-Jul-13,General Retail and Wholesale       , MUSIC STORES/PIANOS,720,64584
MODGPC64585,11-Jul-13,General Retail and Wholesale       , MUSIC STORES/PIANOS,720,64585
MODGPC64586,08-Jul-13,General Retail and Wholesale       , MUSIC STORES/PIANOS,996.24,64586
MODGPC64587,08-Jul-13,General Retail and Wholesale       , MUSIC STORES/PIANOS,996.24,64587
MODGPC64588,11-Jul-13,General Retail and Wholesale       , SPORTING GOODS STORES,"1,639.89",64588
MODGPC64589,08-Jul-13,General Retail and Wholesale       , HARDWARE STORES,704.4,64589
MODGPC64590,08-Jul-13,General Retail and Wholesale       , SHOE STORES,813.55,64590
MODGPC64591,08-Jul-13,General Retail and Wholesale       , SHOE STORES,938.78,64591
MODGPC64592,11-Jul-13,General Retail and Wholesale       , SHOE STORES,573.46,64592
MODGPC64593,01-Jul-13,General Retail and Wholesale       , SHOE STORES,832.41,64593
MODGPC64594,08-Jul-13,General Retail and Wholesale       , SHOE STORES,"1,330.80",64594
MODGPC64595,03-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,708.44",64595
MODGPC64596,03-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,696.02,64596
MODGPC64597,05-Jul-13,General Retail and Wholesale       , FABRIC STORES,555.64,64597
MODGPC64598,03-Jul-13,General Retail and Wholesale       , ELECTRONICS STORES,914.4,64598
MODGPC64599,03-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,072.02",64599
MODGPC64600,03-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"2,805.12",64600
MODGPC64601,08-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"13,232.40",64601
MODGPC64602,02-Jul-13,General Retail and Wholesale       , MUSIC STORES/PIANOS,"23,688.00",64602
MODGPC64603,08-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"3,070.80",64603
MODGPC64604,08-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"4,144.94",64604
MODGPC64605,08-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,805.87,64605
MODGPC64606,03-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"6,874.74",64606
MODGPC64607,03-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"6,578.64",64607
MODGPC64608,08-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"2,948.28",64608
MODGPC64609,11-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"7,120.04",64609
MODGPC64610,11-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"2,758.20",64610
MODGPC64611,11-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,860,64611
MODGPC64612,03-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,879.74",64612
MODGPC64613,08-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,344.00",64613
MODGPC64614,03-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,133.86",64614
MODGPC64615,08-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"4,232.40",64615
MODGPC64616,08-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"9,207.36",64616
MODGPC64617,08-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"7,276.06",64617
MODGPC64618,03-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"2,610.00",64618
MODGPC64619,03-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,500.54,64619
MODGPC64620,08-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,500.54,64620
MODGPC64621,08-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"2,031.36",64621
MODGPC64622,03-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"5,275.20",64622
MODGPC64623,03-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,767.56,64623
MODGPC64624,03-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,901.04,64624
MODGPC64625,11-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"6,446.16",64625
MODGPC64626,11-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"6,032.02",64626
MODGPC64627,11-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,568.44,64627
MODGPC64628,11-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,701.28,64628
MODGPC64629,11-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,200.00",64629
MODGPC64630,11-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,893.32,64630
MODGPC64631,11-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"11,154.55",64631
MODGPC64632,11-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,051.92",64632
MODGPC64633,11-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"3,538.32",64633
MODGPC64634,11-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,718.51,64634
MODGPC64635,02-Jul-13,General Retail and Wholesale       , BICYCLE SHOPS/SALES/SERVICE,616,64635
MODGPC64636,08-Jul-13,General Retail and Wholesale       , COMBINATION CATALOG & RETAIL,"1,647.36",64636
MODGPC64637,03-Jul-13,General Retail and Wholesale       , HARDWARE STORES,"2,114.64",64637
MODGPC64638,03-Jul-13,General Retail and Wholesale       , HARDWARE STORES,"1,458.49",64638
MODGPC64639,03-Jul-13,General Retail and Wholesale       , HARDWARE STORES,964.8,64639
MODGPC64640,03-Jul-13,General Retail and Wholesale       , HARDWARE STORES,824.69,64640
MODGPC64641,03-Jul-13,General Retail and Wholesale       , HARDWARE STORES,528.19,64641
MODGPC64642,03-Jul-13,General Retail and Wholesale       , SPORTING GOODS STORES,900,64642
MODGPC64643,01-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,951,64643
MODGPC64644,05-Jul-13,General Retail and Wholesale       , COMBINATION CATALOG & RETAIL,"2,099.82",64644
MODGPC64645,04-Jul-13,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,"1,000.00",64645
MODGPC64646,04-Jul-13,General Retail and Wholesale       , MISC SPECIALTY RETAIL,520.36,64646
MODGPC64647,04-Jul-13,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,892.3,64647
MODGPC64648,04-Jul-13,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,"3,057.68",64648
MODGPC64649,11-Jul-13,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,"2,229.60",64649
MODGPC64650,01-Jul-13,General Retail and Wholesale       , ELECTRONICS STORES,510,64650
MODGPC64651,09-Jul-13,General Retail and Wholesale       , SPORTING GOODS STORES,"1,816.44",64651
MODGPC64652,04-Jul-13,General Retail and Wholesale       , SPORTING GOODS STORES,910.8,64652
MODGPC64653,11-Jul-13,General Retail and Wholesale       , SPORTING GOODS STORES,"29,217.95",64653
MODGPC64654,08-Jul-13,General Retail and Wholesale       , SPORTING GOODS STORES,"2,410.37",64654
MODGPC64655,03-Jul-13,Leisure Activities                 , SPORT/RECREATIONAL CAMPS,"2,035.00",64655
MODGPC64656,01-Jul-13,Leisure Activities                 , BOAT DEALERS,884.52,64656
MODGPC64657,01-Jul-13,Leisure Activities                 , BOAT DEALERS,"1,602.18",64657
MODGPC64658,08-Jul-13,Leisure Activities                 , MEMBER CLUBS/SPORT/REC/GOLF,770,64658
MODGPC64659,03-Jul-13,Leisure Activities                 , AMUSEMENT PARKS/CIRCUS,534.18,64659
MODGPC64660,07-Jul-13,Leisure Activities                 , AMUSEMENT PARKS/CIRCUS,515.56,64660
MODGPC64661,03-Jul-13,Leisure Activities                 , CIVIC/SOCIAL/FRATERNAL ASSC,"1,140.00",64661
MODGPC64662,09-Jul-13,Leisure Activities                 , SPORT/RECREATIONAL CAMPS,"4,760.00",64662
MODGPC64663,09-Jul-13,Leisure Activities                 , SPORT/RECREATIONAL CAMPS,"2,697.00",64663
MODGPC64664,01-Jul-13,Leisure Activities                 , RECREATION SERVICES,542.9,64664
MODGPC64665,05-Jul-13,Leisure Activities                 , CIVIC/SOCIAL/FRATERNAL ASSC,801.7,64665
MODGPC64666,02-Jul-13,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY","4,164.72",64666
MODGPC64667,02-Jul-13,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY","4,112.64",64667
MODGPC64668,02-Jul-13,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY","4,356.00",64668
MODGPC64669,02-Jul-13,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY","4,912.55",64669
MODGPC64670,02-Jul-13,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY","4,375.80",64670
MODGPC64671,05-Jul-13,Leisure Activities                 , BOAT DEALERS,"1,359.84",64671
MODGPC64672,09-Jul-13,Leisure Activities                 , RECREATION SERVICES,938.4,64672
MODGPC64673,09-Jul-13,Leisure Activities                 , TRAILER PARKS/CAMPGROUNDS,"1,240.80",64673
MODGPC64674,10-Jul-13,Leisure Activities                 , RECREATION SERVICES,"2,000.00",64674
MODGPC64675,03-Jul-13,Leisure Activities                 , RECREATION SERVICES,555,64675
MODGPC64676,11-Jul-13,Leisure Activities                 , CIVIC/SOCIAL/FRATERNAL ASSC,900,64676
MODGPC64677,03-Jul-13,Leisure Activities                 , RECREATION SERVICES,"1,000.00",64677
MODGPC64678,01-Jul-13,Leisure Activities                 , COMMERCIAL/PRO SPORTS,"1,650.00",64678
MODGPC64679,08-Jul-13,Leisure Activities                 , SPORT/RECREATIONAL CAMPS,"1,015.00",64679
MODGPC64680,09-Jul-13,Leisure Activities                 , RECREATION SERVICES,700,64680
MODGPC64681,03-Jul-13,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY",731.35,64681
MODGPC64682,02-Jul-13,Leisure Activities                 , BOAT DEALERS,617.74,64682
MODGPC64683,02-Jul-13,Leisure Activities                 , BOAT DEALERS,"1,006.80",64683
MODGPC64684,01-Jul-13,Leisure Activities                 , MEMBER CLUBS/SPORT/REC/GOLF,528,64684
MODGPC64685,02-Jul-13,Mail and Courier Services          , POSTAGE STAMPS,"2,838.90",64685
MODGPC64686,08-Jul-13,Mail and Courier Services          , POSTAGE STAMPS,"1,599.58",64686
MODGPC64687,11-Jul-13,Mail and Courier Services          , POSTAGE STAMPS,930,64687
MODGPC64688,04-Jul-13,Mail and Courier Services          , POSTAGE STAMPS,628.82,64688
MODGPC64689,05-Jul-13,Mail and Courier Services          , POSTAGE STAMPS,880,64689
MODGPC64690,10-Jul-13,Mail and Courier Services          , POSTAGE STAMPS,"1,868.00",64690
MODGPC64691,03-Jul-13,Mail and Courier Services          , POSTAGE STAMPS,"2,205.84",64691
MODGPC64692,02-Jul-13,Mail and Courier Services          , COURIER SERVICES,"1,960.28",64692
MODGPC64693,11-Jul-13,Mail and Courier Services          , COURIER SERVICES,524.16,64693
MODGPC64694,11-Jul-13,Mail and Courier Services          , POSTAGE STAMPS,940,64694
MODGPC64695,10-Jul-13,Mail Order / Direct Selling        , CONTINUITY/SUBSCRIPTION MERCHT,"1,566.00",64695
MODGPC64696,09-Jul-13,Mail Order / Direct Selling        , CATALOG MERCHANT,510,64696
MODGPC64697,01-Jul-13,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,649.2,64697
MODGPC64698,04-Jul-13,Mail Order / Direct Selling        , CATALOG MERCHANT,"1,072.06",64698
MODGPC64699,02-Jul-13,Mail Order / Direct Selling        , CATALOG MERCHANT,964.57,64699
MODGPC64700,03-Jul-13,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"1,452.72",64700
MODGPC64701,01-Jul-13,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,671.84,64701
MODGPC64702,09-Jul-13,Mail Order / Direct Selling        , CATALOG MERCHANT,"4,860.86",64702
MODGPC64703,09-Jul-13,Mail Order / Direct Selling        , CATALOG MERCHANT,"4,931.20",64703
MODGPC64704,09-Jul-13,Mail Order / Direct Selling        , CATALOG MERCHANT,"4,960.18",64704
MODGPC64705,09-Jul-13,Mail Order / Direct Selling        , CATALOG MERCHANT,"4,670.98",64705
MODGPC64706,05-Jul-13,Mail Order / Direct Selling        , CATALOG MERCHANT,738.21,64706
MODGPC64707,05-Jul-13,Mail Order / Direct Selling        , CATALOG MERCHANT,"1,920.48",64707
MODGPC64708,09-Jul-13,Mail Order / Direct Selling        , CATALOG MERCHANT,"1,251.10",64708
MODGPC64709,01-Jul-13,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"2,424.00",64709
MODGPC64710,09-Jul-13,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"2,968.20",64710
MODGPC64711,10-Jul-13,Mail Order / Direct Selling        , CATALOG MERCHANT,594.7,64711
MODGPC64712,05-Jul-13,Mail Order / Direct Selling        , CATALOG MERCHANT,"1,513.72",64712
MODGPC64713,03-Jul-13,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"1,200.00",64713
MODGPC64714,10-Jul-13,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,706.5,64714
MODGPC64715,01-Jul-13,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,531.2,64715
MODGPC64716,03-Jul-13,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"1,353.60",64716
MODGPC64717,04-Jul-13,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,598.75,64717
MODGPC64718,04-Jul-13,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,770.64,64718
MODGPC64719,04-Jul-13,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT","2,970.00",64719
MODGPC64720,01-Jul-13,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",560.16,64720
MODGPC64721,05-Jul-13,Medical Supplies and Services      , OPTICIANS,"3,497.37",64721
MODGPC64722,05-Jul-13,Medical Supplies and Services      , OPTICIANS,"4,976.09",64722
MODGPC64723,08-Jul-13,Medical Supplies and Services      , OPTICIANS,"2,990.95",64723
MODGPC64724,08-Jul-13,Medical Supplies and Services      , OPTICIANS,"2,794.79",64724
MODGPC64725,01-Jul-13,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,"3,144.99",64725
MODGPC64726,09-Jul-13,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,"2,941.55",64726
MODGPC64727,09-Jul-13,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,"1,796.05",64727
MODGPC64728,02-Jul-13,Medical Supplies and Services      , HEARING AID/SALES/SERVICE,588,64728
MODGPC64729,10-Jul-13,Medical Supplies and Services      , HEARING AID/SALES/SERVICE,588,64729
MODGPC64730,08-Jul-13,Medical Supplies and Services      , HEARING AID/SALES/SERVICE,"1,542.00",64730
MODGPC64731,03-Jul-13,Medical Supplies and Services      , OPTICIANS,"1,092.40",64731
MODGPC64732,02-Jul-13,Medical Supplies and Services      , OPTICIANS,538.1,64732
MODGPC64733,02-Jul-13,Medical Supplies and Services      , OPTICIANS,621.6,64733
MODGPC64734,02-Jul-13,Medical Supplies and Services      , OPTICIANS,"1,027.20",64734
MODGPC64735,02-Jul-13,Medical Supplies and Services      , OPTICIANS,"2,298.00",64735
MODGPC64736,03-Jul-13,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,"1,285.44",64736
MODGPC64737,11-Jul-13,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,715.2,64737
MODGPC64738,02-Jul-13,Medical Supplies and Services      , ORTHOPEDIC GOODS,"1,158.20",64738
MODGPC64739,01-Jul-13,Medical Supplies and Services      , ORTHOPEDIC GOODS,"1,772.89",64739
MODGPC64740,05-Jul-13,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",655.5,64740
MODGPC64741,09-Jul-13,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT","1,281.24",64741
MODGPC64742,02-Jul-13,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT","2,052.60",64742
MODGPC64743,09-Jul-13,Medical Supplies and Services      , ORTHOPEDIC GOODS,878.97,64743
MODGPC64744,10-Jul-13,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",780,64744
MODGPC64745,02-Jul-13,Medical Supplies and Services      , HOSPITALS,"1,128.00",64745
MODGPC64746,08-Jul-13,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,"1,662.00",64746
MODGPC64747,04-Jul-13,Medical Supplies and Services      , HEARING AID/SALES/SERVICE,"3,774.00",64747
MODGPC64748,04-Jul-13,Medical Supplies and Services      , HEARING AID/SALES/SERVICE,"3,570.00",64748
MODGPC64749,11-Jul-13,Medical Supplies and Services      , HEARING AID/SALES/SERVICE,"3,570.00",64749
