UniqueRef,TRANSACTION DATE,MERCHANT CATEGORY,MERCHANT CATEGORY DESC,AMOUNT,SortFunction
MODGPC65428,31-Jul-13,General Retail and Wholesale       , SHOE STORES,746.12,65428
MODGPC65429,29-Jul-13,General Retail and Wholesale       , MISC SPECIALTY RETAIL,652.8,65429
MODGPC65430,22-Jul-13,General Retail and Wholesale       , HARDWARE STORES,842.48,65430
MODGPC65431,22-Jul-13,General Retail and Wholesale       , SPORTING GOODS STORES,"2,017.76",65431
MODGPC65432,20-Jul-13,General Retail and Wholesale       , ELECTRONICS STORES,"2,755.01",65432
MODGPC65433,26-Jul-13,General Retail and Wholesale       , ELECTRONICS STORES,"2,780.01",65433
MODGPC65434,24-Jul-13,General Retail and Wholesale       , SPORTING GOODS STORES,"1,542.45",65434
MODGPC65435,19-Jul-13,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,515.04,65435
MODGPC65436,31-Jul-13,General Retail and Wholesale       , DISCOUNT STORES,779.88,65436
MODGPC65437,18-Jul-13,General Retail and Wholesale       , DISCOUNT STORES,903.78,65437
MODGPC65438,18-Jul-13,General Retail and Wholesale       , DISCOUNT STORES,"3,408.79",65438
MODGPC65439,18-Jul-13,General Retail and Wholesale       , DISCOUNT STORES,"1,349.50",65439
MODGPC65440,12-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,560.53",65440
MODGPC65441,26-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"2,833.06",65441
MODGPC65442,15-Jul-13,General Retail and Wholesale       , MEN/BOYS CLOTHING/ACC STORES,"4,224.60",65442
MODGPC65443,22-Jul-13,General Retail and Wholesale       , ELECTRONICS STORES,"1,591.20",65443
MODGPC65444,22-Jul-13,General Retail and Wholesale       , ELECTRONICS STORES,"1,468.80",65444
MODGPC65445,22-Jul-13,General Retail and Wholesale       , ELECTRONICS STORES,"6,120.00",65445
MODGPC65446,12-Jul-13,General Retail and Wholesale       , MISC SPECIALTY RETAIL,646.56,65446
MODGPC65447,31-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"2,082.00",65447
MODGPC65448,09-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"2,022.00",65448
MODGPC65449,09-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,854.4,65449
MODGPC65450,22-Jul-13,General Retail and Wholesale       , SPORTING GOODS STORES,530.75,65450
MODGPC65451,12-Jul-13,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"4,752.00",65451
MODGPC65452,15-Jul-13,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"2,958.00",65452
MODGPC65453,18-Jul-13,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"4,437.00",65453
MODGPC65454,30-Jul-13,General Retail and Wholesale       , MISC SPECIALTY RETAIL,750,65454
MODGPC65455,19-Jul-13,General Retail and Wholesale       , SPORTING GOODS STORES,692.05,65455
MODGPC65456,29-Jul-13,General Retail and Wholesale       , MUSIC STORES/PIANOS,720,65456
MODGPC65457,29-Jul-13,General Retail and Wholesale       , MUSIC STORES/PIANOS,720,65457
MODGPC65458,18-Jul-13,General Retail and Wholesale       , MUSIC STORES/PIANOS,900,65458
MODGPC65459,16-Jul-13,General Retail and Wholesale       , BICYCLE SHOPS/SALES/SERVICE,531.96,65459
MODGPC65460,19-Jul-13,General Retail and Wholesale       , BICYCLE SHOPS/SALES/SERVICE,"1,890.00",65460
MODGPC65461,12-Jul-13,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,747.31,65461
MODGPC65462,31-Jul-13,General Retail and Wholesale       ," GIFT, CARD, NOVELTY STORES","2,382.64",65462
MODGPC65463,15-Jul-13,General Retail and Wholesale       , SMALL APPLIANCE REPAIR DEF,"1,516.80",65463
MODGPC65464,17-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,788.31",65464
MODGPC65465,25-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,903.25,65465
MODGPC65466,25-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,938.72,65466
MODGPC65467,15-Jul-13,General Retail and Wholesale       , LUGGAGE/LEATHER STORES,"4,074.00",65467
MODGPC65468,24-Jul-13,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"12,851.52",65468
MODGPC65469,17-Jul-13,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,702.04,65469
MODGPC65470,29-Jul-13,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,517.2,65470
MODGPC65471,19-Jul-13,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,510,65471
MODGPC65472,17-Jul-13,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"17,958.00",65472
MODGPC65473,18-Jul-13,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"1,296.00",65473
MODGPC65474,24-Jul-13,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"4,602.00",65474
MODGPC65475,17-Jul-13,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"14,253.19",65475
MODGPC65476,17-Jul-13,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"19,657.70",65476
MODGPC65477,19-Jul-13,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"2,077.44",65477
MODGPC65478,23-Jul-13,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,703.2,65478
MODGPC65479,30-Jul-13,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"1,506.00",65479
MODGPC65480,31-Jul-13,General Retail and Wholesale       , TENT AND AWNING SHOPS,920,65480
MODGPC65481,30-Jul-13,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,775,65481
MODGPC65482,11-Jul-13,General Retail and Wholesale       , BICYCLE SHOPS/SALES/SERVICE,595.96,65482
MODGPC65483,18-Jul-13,General Retail and Wholesale       , MISC APPAREL/ACCESS STORES,"3,931.20",65483
MODGPC65484,24-Jul-13,General Retail and Wholesale       , BICYCLE SHOPS/SALES/SERVICE,"1,056.00",65484
MODGPC65485,30-Jul-13,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"1,322.40",65485
MODGPC65486,25-Jul-13,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,519.12,65486
MODGPC65487,22-Jul-13,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,858,65487
MODGPC65488,16-Jul-13,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"4,434.00",65488
MODGPC65489,16-Jul-13,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"3,080.00",65489
MODGPC65490,16-Jul-13,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,504,65490
MODGPC65491,17-Jul-13,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"2,329.75",65491
MODGPC65492,17-Jul-13,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"1,086.77",65492
MODGPC65493,17-Jul-13,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"2,542.48",65493
MODGPC65494,24-Jul-13,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,654.75,65494
MODGPC65495,23-Jul-13,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"2,748.00",65495
MODGPC65496,29-Jul-13,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"1,600.00",65496
MODGPC65497,24-Jul-13,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,923.25,65497
MODGPC65498,24-Jul-13,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,534.55,65498
MODGPC65499,24-Jul-13,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"1,960.00",65499
MODGPC65500,12-Jul-13,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"5,163.00",65500
MODGPC65501,29-Jul-13,General Retail and Wholesale       ," HOBBY, TOY & GAME SHOPS","1,320.00",65501
MODGPC65502,24-Jul-13,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,"1,493.40",65502
MODGPC65503,17-Jul-13,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,"2,908.70",65503
MODGPC65504,22-Jul-13,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,"1,603.20",65504
MODGPC65505,22-Jul-13,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,"4,992.00",65505
MODGPC65506,16-Jul-13,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,"1,068.30",65506
MODGPC65507,23-Jul-13,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,"1,800.00",65507
MODGPC65508,19-Jul-13,General Retail and Wholesale       , PET STORES/FOOD & SUPPLY,"1,028.61",65508
MODGPC65509,16-Jul-13,General Retail and Wholesale       , SPORTING GOODS STORES,960,65509
MODGPC65510,19-Jul-13,General Retail and Wholesale       , ELECTRONICS STORES,"1,851.55",65510
MODGPC65511,15-Jul-13,General Retail and Wholesale       , ELECTRONICS STORES,879,65511
MODGPC65512,30-Jul-13,General Retail and Wholesale       , ELECTRONICS STORES,569.96,65512
MODGPC65513,29-Jul-13,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,660,65513
MODGPC65514,14-Jul-13,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,839.97,65514
MODGPC65515,23-Jul-13,General Retail and Wholesale       , ELECTRONICS STORES,698.98,65515
MODGPC65516,23-Jul-13,General Retail and Wholesale       , ELECTRONICS STORES,"1,048.99",65516
MODGPC65517,12-Jul-13,General Retail and Wholesale       , ELECTRONICS STORES,989.91,65517
MODGPC65518,15-Jul-13,General Retail and Wholesale       , BICYCLE SHOPS/SALES/SERVICE,930.94,65518
MODGPC65519,26-Jul-13,General Retail and Wholesale       , MISC SPECIALTY RETAIL,562.22,65519
MODGPC65520,12-Jul-13,General Retail and Wholesale       , MISC SPECIALTY RETAIL,998.9,65520
MODGPC65521,30-Jul-13,General Retail and Wholesale       , MISC SPECIALTY RETAIL,622.8,65521
MODGPC65522,15-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"14,231.81",65522
MODGPC65523,26-Jul-13,General Retail and Wholesale       , SPORTING GOODS STORES,"3,048.00",65523
MODGPC65524,26-Jul-13,General Retail and Wholesale       , ELECTRONICS STORES,636,65524
MODGPC65525,31-Jul-13,General Retail and Wholesale       , ELECTRONICS STORES,954,65525
MODGPC65526,12-Jul-13,General Retail and Wholesale       , DRAPERY & UPHOLSTERY STORES,512,65526
MODGPC65527,29-Jul-13,General Retail and Wholesale       , HARDWARE STORES,"1,590.33",65527
MODGPC65528,17-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,553.00",65528
MODGPC65529,26-Jul-13,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"9,786.34",65529
MODGPC65530,12-Jul-13,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"2,292.60",65530
MODGPC65531,25-Jul-13,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"1,114.08",65531
MODGPC65532,19-Jul-13,General Retail and Wholesale       , MUSIC STORES/PIANOS,"1,150.58",65532
MODGPC65533,17-Jul-13,General Retail and Wholesale       , SPORTS/RIDING APPAREL STORES,"2,975.45",65533
MODGPC65534,30-Jul-13,General Retail and Wholesale       , SPORTING GOODS STORES,552,65534
MODGPC65535,29-Jul-13,General Retail and Wholesale       , ELECTRONICS STORES,"1,015.44",65535
MODGPC65536,29-Jul-13,General Retail and Wholesale       , SPORTING GOODS STORES,"1,792.50",65536
MODGPC65537,23-Jul-13,General Retail and Wholesale       , SPORTING GOODS STORES,500,65537
MODGPC65538,23-Jul-13,General Retail and Wholesale       , SPORTING GOODS STORES,"1,121.76",65538
MODGPC65539,23-Jul-13,General Retail and Wholesale       , MISC APPAREL/ACCESS STORES,"1,376.89",65539
MODGPC65540,19-Jul-13,General Retail and Wholesale       , BICYCLE SHOPS/SALES/SERVICE,528.9,65540
MODGPC65541,24-Jul-13,General Retail and Wholesale       , BICYCLE SHOPS/SALES/SERVICE,899.97,65541
MODGPC65542,16-Jul-13,General Retail and Wholesale       , BICYCLE SHOPS/SALES/SERVICE,788.53,65542
MODGPC65543,25-Jul-13,General Retail and Wholesale       , MUSIC STORES/PIANOS,"73,596.00",65543
MODGPC65544,18-Jul-13,General Retail and Wholesale       , MUSIC STORES/PIANOS,"4,674.00",65544
MODGPC65545,31-Jul-13,General Retail and Wholesale       , SPORTING GOODS STORES,"18,701.28",65545
MODGPC65546,31-Jul-13,General Retail and Wholesale       , SPORTING GOODS STORES,"19,523.10",65546
MODGPC65547,31-Jul-13,General Retail and Wholesale       , SPORTING GOODS STORES,"25,732.85",65547
MODGPC65548,22-Jul-13,General Retail and Wholesale       , TENT AND AWNING SHOPS,"1,890.00",65548
MODGPC65549,24-Jul-13,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,"1,976.16",65549
MODGPC65550,24-Jul-13,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,654.72,65550
MODGPC65551,24-Jul-13,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,951.84,65551
MODGPC65552,31-Jul-13,General Retail and Wholesale       , MISC APPAREL/ACCESS STORES,"1,468.80",65552
MODGPC65553,31-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"2,012.12",65553
MODGPC65554,19-Jul-13,General Retail and Wholesale       , FABRIC STORES,786.23,65554
MODGPC65555,30-Jul-13,General Retail and Wholesale       , COMBINATION CATALOG & RETAIL,514.18,65555
MODGPC65556,23-Jul-13,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"1,605.36",65556
MODGPC65557,22-Jul-13,General Retail and Wholesale       , MISC HOME FURNISHING SPECIALTY,520,65557
MODGPC65558,22-Jul-13,General Retail and Wholesale       , FABRIC STORES,"1,096.08",65558
MODGPC65559,16-Jul-13,General Retail and Wholesale       , SPORTING GOODS STORES,666.72,65559
MODGPC65560,22-Jul-13,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"1,514.00",65560
MODGPC65561,22-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,235.05",65561
MODGPC65562,18-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,850.68,65562
MODGPC65563,18-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,101.60",65563
MODGPC65564,18-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,101.60",65564
MODGPC65565,17-Jul-13,General Retail and Wholesale       , PET STORES/FOOD & SUPPLY,780,65565
MODGPC65566,17-Jul-13,General Retail and Wholesale       , DEPARTMENT STORES,"1,097.00",65566
MODGPC65567,17-Jul-13,General Retail and Wholesale       , HARDWARE STORES,"1,562.40",65567
MODGPC65568,25-Jul-13,General Retail and Wholesale       , HARDWARE STORES,991.44,65568
MODGPC65569,25-Jul-13,General Retail and Wholesale       , HARDWARE STORES,928.37,65569
MODGPC65570,25-Jul-13,General Retail and Wholesale       , HARDWARE STORES,"1,065.98",65570
MODGPC65571,25-Jul-13,General Retail and Wholesale       , HARDWARE STORES,646.85,65571
MODGPC65572,16-Jul-13,General Retail and Wholesale       , HARDWARE STORES,"1,616.21",65572
MODGPC65573,16-Jul-13,General Retail and Wholesale       , HARDWARE STORES,"1,598.98",65573
MODGPC65574,23-Jul-13,General Retail and Wholesale       , HARDWARE STORES,960.12,65574
MODGPC65575,17-Jul-13,General Retail and Wholesale       , TAILOR/SEAMSTRESS/ALTERS,"9,198.00",65575
MODGPC65576,16-Jul-13,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,745,65576
MODGPC65577,17-Jul-13,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,837,65577
MODGPC65578,23-Jul-13,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,835.96,65578
MODGPC65579,31-Jul-13,General Retail and Wholesale       , HARDWARE STORES,749.4,65579
MODGPC65580,31-Jul-13,General Retail and Wholesale       , DRAPERY & UPHOLSTERY STORES,"1,887.26",65580
MODGPC65581,31-Jul-13,General Retail and Wholesale       , DRAPERY & UPHOLSTERY STORES,"1,576.40",65581
MODGPC65582,23-Jul-13,General Retail and Wholesale       ," GIFT, CARD, NOVELTY STORES","2,850.00",65582
MODGPC65583,16-Jul-13,General Retail and Wholesale       , HARDWARE STORES,722.22,65583
MODGPC65584,18-Jul-13,General Retail and Wholesale       , HARDWARE STORES,508.2,65584
MODGPC65585,26-Jul-13,General Retail and Wholesale       , SPORTING GOODS STORES,"4,900.00",65585
MODGPC65586,19-Jul-13,General Retail and Wholesale       , WOMENS ACCESS/SPECIALTY,"33,000.00",65586
MODGPC65587,30-Jul-13,General Retail and Wholesale       , WOMENS ACCESS/SPECIALTY,672,65587
MODGPC65588,30-Jul-13,General Retail and Wholesale       , WOMENS ACCESS/SPECIALTY,"6,630.00",65588
MODGPC65589,30-Jul-13,General Retail and Wholesale       , WOMENS ACCESS/SPECIALTY,"1,950.00",65589
MODGPC65590,31-Jul-13,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,690,65590
MODGPC65591,15-Jul-13,General Retail and Wholesale       , MISC SPECIALTY RETAIL,954.39,65591
MODGPC65592,15-Jul-13,General Retail and Wholesale       , MISC SPECIALTY RETAIL,509.97,65592
MODGPC65593,11-Jul-13,General Retail and Wholesale       , ELECTRONICS STORES,513.78,65593
MODGPC65594,19-Jul-13,General Retail and Wholesale       , SPORTING GOODS STORES,"1,175.20",65594
MODGPC65595,17-Jul-13,General Retail and Wholesale       , MISC SPECIALTY RETAIL,973.44,65595
MODGPC65596,15-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"2,488.32",65596
MODGPC65597,15-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,504.80",65597
MODGPC65598,15-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,504.80",65598
MODGPC65599,15-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"4,247.57",65599
MODGPC65600,15-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"4,317.60",65600
MODGPC65601,15-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"12,713.39",65601
MODGPC65602,15-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,158.00",65602
MODGPC65603,15-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"4,092.48",65603
MODGPC65604,15-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"11,864.81",65604
MODGPC65605,15-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,959.96",65605
MODGPC65606,15-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,964.86",65606
MODGPC65607,15-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,812.60",65607
MODGPC65608,15-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,110.60",65608
MODGPC65609,15-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"4,542.47",65609
MODGPC65610,15-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"11,053.27",65610
MODGPC65611,15-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,078.50",65611
MODGPC65612,18-Jul-13,General Retail and Wholesale       , HARDWARE STORES,669.6,65612
MODGPC65613,25-Jul-13,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"3,220.01",65613
MODGPC65614,18-Jul-13,General Retail and Wholesale       , HARDWARE STORES,"2,567.90",65614
MODGPC65615,18-Jul-13,General Retail and Wholesale       , MISC HOME FURNISHING SPECIALTY,"1,233.72",65615
MODGPC65616,12-Jul-13,General Retail and Wholesale       , MUSIC STORES/PIANOS,729,65616
MODGPC65617,22-Jul-13,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"2,904.00",65617
MODGPC65618,30-Jul-13,General Retail and Wholesale       , MISC SPECIALTY RETAIL,816,65618
MODGPC65619,23-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"4,694.88",65619
MODGPC65620,25-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"4,745.40",65620
MODGPC65621,25-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"2,324.28",65621
MODGPC65622,23-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"2,353.73",65622
MODGPC65623,23-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,814.66,65623
MODGPC65624,23-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,672,65624
MODGPC65625,25-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"4,249.20",65625
MODGPC65626,23-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,001.10",65626
MODGPC65627,25-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,830.88,65627
MODGPC65628,25-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,889.76",65628
MODGPC65629,25-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,630.6,65629
MODGPC65630,23-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"2,541.00",65630
MODGPC65631,23-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,051.92",65631
MODGPC65632,23-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,730.8,65632
MODGPC65633,22-Jul-13,General Retail and Wholesale       , MUSIC STORES/PIANOS,"4,479.04",65633
MODGPC65634,18-Jul-13,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"4,320.00",65634
MODGPC65635,12-Jul-13,General Retail and Wholesale       , SPORTING GOODS STORES,"3,456.00",65635
MODGPC65636,16-Jul-13,General Retail and Wholesale       , SPORTING GOODS STORES,"3,078.00",65636
MODGPC65637,22-Jul-13,General Retail and Wholesale       , SPORTING GOODS STORES,"2,534.40",65637
MODGPC65638,30-Jul-13,General Retail and Wholesale       , VARIETY STORES,799,65638
MODGPC65639,29-Jul-13,General Retail and Wholesale       , ELECTRONICS STORES,749.97,65639
MODGPC65640,19-Jul-13,General Retail and Wholesale       , ELECTRONICS STORES,549.89,65640
MODGPC65641,19-Jul-13,General Retail and Wholesale       , ELECTRONICS STORES,549.89,65641
MODGPC65642,24-Jul-13,General Retail and Wholesale       , BICYCLE SHOPS/SALES/SERVICE,"1,958.50",65642
MODGPC65643,29-Jul-13,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"4,690.32",65643
MODGPC65644,24-Jul-13,General Retail and Wholesale       , TAILOR/SEAMSTRESS/ALTERS,720,65644
MODGPC65645,12-Jul-13,General Retail and Wholesale       , MISC SPECIALTY RETAIL,505.31,65645
MODGPC65646,24-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"2,884.66",65646
MODGPC65647,30-Jul-13,General Retail and Wholesale       , SPORTING GOODS STORES,540.07,65647
MODGPC65648,17-Jul-13,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"1,065.54",65648
MODGPC65649,29-Jul-13,General Retail and Wholesale       , MUSIC STORES/PIANOS,"15,000.00",65649
MODGPC65650,18-Jul-13,General Retail and Wholesale       , MUSIC STORES/PIANOS,630,65650
MODGPC65651,18-Jul-13,General Retail and Wholesale       , MUSIC STORES/PIANOS,756,65651
MODGPC65652,26-Jul-13,General Retail and Wholesale       , MUSIC STORES/PIANOS,"1,008.00",65652
MODGPC65653,31-Jul-13,General Retail and Wholesale       , MUSIC STORES/PIANOS,984,65653
MODGPC65654,30-Jul-13,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"3,354.00",65654
MODGPC65655,17-Jul-13,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"1,072.80",65655
MODGPC65656,12-Jul-13,General Retail and Wholesale       , BICYCLE SHOPS/SALES/SERVICE,"1,005.45",65656
MODGPC65657,19-Jul-13,General Retail and Wholesale       , MISC APPAREL/ACCESS STORES,"3,223.80",65657
MODGPC65658,15-Jul-13,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"1,020.96",65658
MODGPC65659,29-Jul-13,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"1,497.41",65659
MODGPC65660,29-Jul-13,General Retail and Wholesale       , TAILOR/SEAMSTRESS/ALTERS,"4,965.12",65660
MODGPC65661,17-Jul-13,General Retail and Wholesale       , HARDWARE STORES,658.78,65661
MODGPC65662,29-Jul-13,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,534.22,65662
MODGPC65663,18-Jul-13,General Retail and Wholesale       , SPORTS/RIDING APPAREL STORES,772.26,65663
MODGPC65664,23-Jul-13,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,696,65664
MODGPC65665,24-Jul-13,General Retail and Wholesale       , FLOOR COVERING STORES,"2,030.26",65665
MODGPC65666,18-Jul-13,General Retail and Wholesale       , HARDWARE STORES,525.36,65666
MODGPC65667,24-Jul-13,General Retail and Wholesale       , ARTIST/CRAFT SHOPS,"1,488.90",65667
MODGPC65668,30-Jul-13,General Retail and Wholesale       , ARTIST/CRAFT SHOPS,774.58,65668
MODGPC65669,29-Jul-13,General Retail and Wholesale       , ARTIST/CRAFT SHOPS,"4,222.36",65669
MODGPC65670,12-Jul-13,General Retail and Wholesale       , SHOE REPAIR/SHINE/HAT CLEAN,"3,304.80",65670
MODGPC65671,31-Jul-13,General Retail and Wholesale       , COMBINATION CATALOG & RETAIL,"1,656.00",65671
MODGPC65672,31-Jul-13,General Retail and Wholesale       , MUSIC STORES/PIANOS,"3,696.15",65672
MODGPC65673,22-Jul-13,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,964.74,65673
MODGPC65674,30-Jul-13,General Retail and Wholesale       , BICYCLE SHOPS/SALES/SERVICE,"2,100.00",65674
MODGPC65675,19-Jul-13,General Retail and Wholesale       , VARIETY STORES,"3,531.00",65675
MODGPC65676,24-Jul-13,General Retail and Wholesale       , VARIETY STORES,"3,706.80",65676
MODGPC65677,16-Jul-13,General Retail and Wholesale       , MISC SPECIALTY RETAIL,529.83,65677
MODGPC65678,19-Jul-13,General Retail and Wholesale       , SPORTING GOODS STORES,"25,230.32",65678
MODGPC65679,25-Jul-13,General Retail and Wholesale       , GROCERY STORES/SUPERMARKETS,680.17,65679
MODGPC65680,26-Jul-13,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"1,306.27",65680
MODGPC65681,15-Jul-13,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,875,65681
MODGPC65682,16-Jul-13,General Retail and Wholesale       ," HOBBY, TOY & GAME SHOPS",654,65682
MODGPC65683,22-Jul-13,General Retail and Wholesale       , SPORTING GOODS STORES,"2,520.00",65683
MODGPC65684,31-Jul-13,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"1,771.00",65684
MODGPC65685,24-Jul-13,General Retail and Wholesale       , MISC HOME FURNISHING SPECIALTY,"1,078.20",65685
MODGPC65686,17-Jul-13,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"4,043.24",65686
MODGPC65687,23-Jul-13,General Retail and Wholesale       ," HOBBY, TOY & GAME SHOPS","1,521.54",65687
MODGPC65688,19-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,119.12",65688
MODGPC65689,25-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,088.16",65689
MODGPC65690,12-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"3,220.08",65690
MODGPC65691,17-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"3,564.98",65691
