Department,Entity,Payment date,Transaction Number,Invoice Amount,Supplier ,Account Description
FCO,FCO,26/08/2015,"5,169,654","27,751.74",ISS FACILITY SERVICES LTD FCO OP - POE,"Bank Charges (Oracle Cash Management Control Account), Electricity Non-Residential, Electricity Residential, Gas Residential, Rental Payments - residential, Telephone Call Charges, Waste Disposal, Water Non-Residential, Water Residential"
FCO,FCO,14/08/2015,"5,160,000","27,051.65",INTERSERVE FM LTD,"Building Mechanical and Engineering Services, Cleaning & Waste, Contract Fees, Grounds Maintenance, Mail & Porterage Services, Minor New Works <10K, Miscellaneous Expenditure: inc subscriptions and equipment maintenance, Office Support Services, Reception Services, Rematching / Reinstatement, Waste Disposal"
FCO,FCO,14/08/2015,"5,159,605","26,957.27",ISS FACILITY SERVICES LTD FCO OP - POE,"Electricity Non-Residential, Electricity Residential, Gas Residential, Rental Payments - non residential, Rental Payments - residential, Waste Disposal"
FCO,FCO,14/08/2015,"5,160,007","26,673.96",INTERSERVE FM LTD,"Building Mechanical and Engineering Services, Cleaning & Waste, Contract Fees, Estates Management Services, Grounds Maintenance, Mail & Porterage Services, Minor New Works <10K, Miscellaneous Expenditure: inc subscriptions and equipment maintenance, Office Support Services, Reception Services, Rematching / Reinstatement, Residential Property Services, Waste Disposal"
FCO,FCO,04/08/2015,"5,144,556","26,120",INSTITUT FRANCAIS,Language Tuition: Essential
FCO,FCO,05/08/2015,"5,145,717","25,340",EDGAR BROTHERS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,07/08/2015,"5,149,019","25,173.75",FCO SERVICES,Air Freight Dip Bags - Freight & Clearance Charges
FCO,FCO,14/08/2015,"5,159,990","25,138.35",INTERSERVE FM LTD,"Building Mechanical and Engineering Services, Cleaning & Waste, Contract Fees, Grounds Maintenance, Mail & Porterage Services, Minor New Works <10K, Miscellaneous Expenditure: inc subscriptions and equipment maintenance, Office Support Services, Reception Services, Rematching / Reinstatement, Residential Property Services, Waste Disposal"
FCO,FCO,12/08/2015,"5,156,133","-28,149.38",COMPUTACENTER UK LTD,Recruitment - Gen And Training
FCO,FCO,20/08/2015,"5,165,025","-33,822.43",COMPUTACENTER UK LTD,Recruitment - Gen And Training
FCO,FCO,07/08/2015,"5,148,810","-39,755.55",THE THOMSON FOUNDATION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,12/08/2015,"5,156,064","-44,226.79",COMPUTACENTER UK LTD,Recruitment - Gen And Training
