Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number, Amount ,Vat Registration Num,PO Line Description,Expenditure Type,Contract Number
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,PLYMOUTH UNIVERSITY OF,PUBLIC,PL4 8AA,ERS-472049-64506,"23,476.00",,Health Service Recharge,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,SOUTHAMPTON UNIVERSITY OF,PUBLIC,SO17 1BJ,ERS-472079-64511,"30,995.00",,NIHR Public Health Research NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-471977-64493,"75,053.00",,Large Scale Clinical Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,WARWICK UNIVERSITY OF,PUBLIC,CV4 7AL,ERS-472119-64518,"224,067.00",,TASC (inc CRD reviews),Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-471914-64472,"82,137.00",,HTA - Systemic Evaluation of Diagnostic Tests,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-471977-64493,"5,890.00",,Health Technology Devices - 3rd Series,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LIVERPOOL UNIVERSITY OF,PUBLIC,L69 3BX,ERS-471997-64498,"35,572.00",,Service Delivery & Org,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,ST GEORGES HOSPITAL MEDICAL SCHOOL,PUBLIC,SW17 0RE,ERS-472082-64512,"62,359.00",,HTA - Public Health (Disease Prevention),Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-472108-64499,"65,341.00",,Health Tech Assessment,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-471993-64496,"69,090.00",,HTA Pragmatic Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,YORK UNIVERSITY OF,PUBLIC,YO10 5DD,ERS-472126-64520,"17,239.00",,Health Service Recharge,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-471922-64474,"94,143.00",,NIHR Public Health Research NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,SWANSEA UNIVERSITY,PUBLIC,SA2 8PP,ERS-472094-64517,"21,014.00",,NIHR Public Health Research NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LEICESTER UNIVERSITY OF,PUBLIC,LE1 7RH,ERS-471994-64497,"44,919.00",,EME NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-471968-64490,"55,710.00",,Invention for Innovation,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,HULL UNIVERSITY OF,PUBLIC,HU6 7RX,ERS-471964-64487,"71,718.00",,Invention for Innovation,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-471968-64490,"124,919.00",,Health Tech Assessment,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-472108-64499,"17,448.00",,Service Delivery & Org,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,HULL UNIVERSITY OF,PUBLIC,HU6 7RX,ERS-471964-64487,"154,043.00",,HTA Pragmatic Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-471968-64490,"53,890.00",,Health Tech Assessment,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,WARWICK UNIVERSITY OF,PUBLIC,CV4 7AL,ERS-472119-64518,"30,875.00",,Service Delivery & Org,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-471968-64490,"31,987.00",,Health Tech Assessment,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-472108-64499,"34,876.00",,Cochrane Programme Scheme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,CARDIFF UNIVERSITY,PUBLIC,CF24 0DE,ERS-471929-64476,"41,085.00",,Health Service Recharge,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-471922-64474,"22,082.00",,Service Delivery & Org,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,NEWCASTLE UNIVERSITY,PUBLIC,NE1 7RU,ERS-472018-64502,"66,290.00",,EME NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-471914-64472,"36,720.00",,HTA Pragmatic Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,SWANSEA UNIVERSITY,PUBLIC,SA2 8PP,ERS-472094-64517,"18,302.00",,Invention for Innovation,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-471977-64493,"27,228.00",,Health Service Recharge,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,QUEEN MARY AND WESTFIELD COLLEGE,PUBLIC,E1 2AX,ERS-472050-64507,"86,465.00",,HTA Pragmatic Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,QUEEN MARY AND WESTFIELD COLLEGE,PUBLIC,E1 2AX,ERS-472050-64507,"89,988.00",,NIHR Public Health Research NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,QUEEN MARY AND WESTFIELD COLLEGE,PUBLIC,E1 2AX,ERS-472050-64507,"19,292.00",,Service Delivery & Org,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,WARWICK UNIVERSITY OF,PUBLIC,CV4 7AL,ERS-472119-64518,"28,468.00",,Service Delivery & Org,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,EDINBURGH UNIVERSITY OF,PUBLIC,EH1 1HT,ERS-471947-64481,"63,744.00",,Health Tech Assessment,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-472007-64500,"25,374.00",,Service Delivery & Org,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-471968-64490,"86,167.00",,HTA Pragmatic Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-471968-64490,"54,575.00",,HTA - Systemic Evaluation of Diagnostic Tests,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,NEWCASTLE UNIVERSITY,PUBLIC,NE1 7RU,ERS-472018-64502,"59,563.00",,Health Tech Assessment,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-471914-64472,"70,623.00",,EME NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,EAST ANGLIA UNIVERSITY OF,PUBLIC,NR4 7TJ,ERS-471942-64480,"35,622.00",,Health Tech Assessment,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-471993-64496,"72,511.00",,HTA Pragmatic Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-472007-64500,"19,567.00",,HTA Pragmatic Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,NORTHUMBRIA AT NEWCASTLE UNIVERSITY OF,PUBLIC,NE1 8ST,ERS-472032-64503,"26,499.00",,NIHR Public Health Research NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,SHEFFIELD UNIVERSITY OF,PUBLIC,S10 2UH,ERS-472071-64510,"63,406.00",,Large Scale Clinical Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,SOUTHAMPTON UNIVERSITY OF,PUBLIC,SO17 1BJ,ERS-472079-64511,"30,967.00",,EME NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,GLASGOW UNIVERSITY OF,PUBLIC,G12 8QQ,ERS-471952-64485,"77,702.00",,NIHR Public Health Research NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-471977-64493,"75,000.00",,NIHR/HTA Clinical Trials Unit,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-472041-64505,"57,953.00",,Health Tech Assessment,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,WARWICK UNIVERSITY OF,PUBLIC,CV4 7AL,ERS-472119-64518,"34,886.00",,Cochrane Programme Scheme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,NOTTINGHAM UNIVERSITY OF,PUBLIC,NG7 2RD,ERS-472037-64504,"26,856.00",,Service Delivery & Org,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-472007-64500,"53,916.00",,HTA Pragmatic Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,DUNDEE UNIVERSITY OF,PUBLIC,DD1 4HN,ERS-471938-64478,"110,118.00",,HTA Pragmatic Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-472108-64499,"52,090.00",,Health Service Recharge,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-472041-64505,"45,596.00",,EME NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,WARWICK UNIVERSITY OF,PUBLIC,CV4 7AL,ERS-472119-64518,"30,855.00",,Service Delivery & Org,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,ST GEORGES HOSPITAL MEDICAL SCHOOL,PUBLIC,SW17 0RE,ERS-472082-64512,"48,366.00",,Service Delivery & Org,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-471922-64474,"31,244.00",,Service Delivery & Org,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-472007-64500,"25,556.00",,HTA - Public Health (Disease Prevention),Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-471993-64496,"44,993.00",,Health Tech Assessment,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,CITY UNIVERSITY,PUBLIC,EC1V 0HB,ERS-471931-64477,"52,926.00",,Service Delivery & Org,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,SHEFFIELD UNIVERSITY OF,PUBLIC,S10 2UH,ERS-472071-64510,"94,254.00",,HTA - Medical Device Assessment,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LIVERPOOL UNIVERSITY OF,PUBLIC,L69 3BX,ERS-471997-64498,"338,900.00",,HTA - Public Health (Disease Prevention),Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-472041-64505,"14,126.00",,HTA Pragmatic Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,HULL UNIVERSITY OF,PUBLIC,HU6 7RX,ERS-471964-64487,"50,162.00",,Invention for Innovation,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-471924-64475,"53,975.00",,Invention for Innovation,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-471922-64474,"31,967.00",,Invention for Innovation,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-472041-64505,"43,422.00",,Invention for Innovation,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-471993-64496,"33,497.00",,Invention for Innovation,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,SOUTHAMPTON UNIVERSITY OF,PUBLIC,SO17 1BJ,ERS-472079-64511,"41,636.00",,Service Delivery & Org,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-472108-64499,"21,880.00",,Health Tech Assessment,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-472108-64499,"60,412.00",,Health Tech Assessment,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,CARDIFF UNIVERSITY,PUBLIC,CF24 0DE,ERS-471929-64476,"41,613.00",,NIHR Public Health Research NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,SHEFFIELD UNIVERSITY OF,PUBLIC,S10 2UH,ERS-472071-64510,"19,932.00",,NIHR Public Health Research NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-471922-64474,"25,552.00",,Health Service Recharge,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,EAST ANGLIA UNIVERSITY OF,PUBLIC,NR4 7TJ,ERS-471942-64480,"41,510.00",,Health Tech Assessment,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,ST GEORGES HOSPITAL MEDICAL SCHOOL,PUBLIC,SW17 0RE,ERS-472082-64512,"36,052.00",,Service Delivery & Org,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-472007-64500,"112,478.00",,EME NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-472041-64505,"63,089.00",,EME NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,SOUTHAMPTON UNIVERSITY OF,PUBLIC,SO17 1BJ,ERS-472079-64511,"65,903.00",,EME NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,QUEEN MARY AND WESTFIELD COLLEGE,PUBLIC,E1 2AX,ERS-472050-64507,"52,992.00",,Large Scale Clinical Trials,Programme,
