Department,Entity,Date,Transaction Number,GBP Amount,Supplier ,Account Description
FCO,FCO,22-May-13,4306023,"1,956.77",ISS FACILITY SERVICES LTD FCO OP,Grounds Maintenance
FCO,FCO,22-May-13,4306023,"7,073.25",ISS FACILITY SERVICES LTD FCO OP,Building Mechanical and Engineering Services
FCO,FCO,22-May-13,4306023,"4,875.81",ISS FACILITY SERVICES LTD FCO OP,Contract Fees
FCO,FCO,22-May-13,4306023,291.91,ISS FACILITY SERVICES LTD FCO OP,Contract Fees
FCO,FCO,22-May-13,4306023,269.64,ISS FACILITY SERVICES LTD FCO OP,Contract Fees
FCO,FCO,22-May-13,4306023,836.26,ISS FACILITY SERVICES LTD FCO OP,Contract Fees
FCO,FCO,22-May-13,4306023,145.95,ISS FACILITY SERVICES LTD FCO OP,Contract Fees
FCO,FCO,22-May-13,4306023,747.09,ISS FACILITY SERVICES LTD FCO OP,Contract Fees
FCO,FCO,22-May-13,4306023,240.47,ISS FACILITY SERVICES LTD FCO OP,Contract Fees
FCO,FCO,22-May-13,4306023,"4,024.69",ISS FACILITY SERVICES LTD FCO OP,Unscheduled repairs to building infrastructure
FCO,FCO,22-May-13,4309256,"49,099.30",CENTER FOR THE STUDY OF ISLAM AND DEMOCRACY,Programme Spend (Oracle Projects Control Account)
FCO,FCO,22-May-13,4307760,"32,000.00",DEVELOPMENT PEOPLE & NATURE ASS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,23-May-13,4301235,"4,780.68",HAYS SPECIALIST RECRUITMENT LTD,Specialist Contractors
FCO,FCO,23-May-13,4301235,"14,231.36",HAYS SPECIALIST RECRUITMENT LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,23-May-13,4301235,89.14,HAYS SPECIALIST RECRUITMENT LTD,Hays: Exams and Assessments
FCO,FCO,23-May-13,4301235,517.5,HAYS SPECIALIST RECRUITMENT LTD,Fee Paid Officers
FCO,FCO,23-May-13,4301235,215.77,HAYS SPECIALIST RECRUITMENT LTD,Hays: Exams and Assessments
FCO,FCO,23-May-13,4301235,210.12,HAYS SPECIALIST RECRUITMENT LTD,Hays: Exams and Assessments
FCO,FCO,23-May-13,4301235,"10,143.00",HAYS SPECIALIST RECRUITMENT LTD,Specialist Contractors
FCO,FCO,23-May-13,4301235,371.07,HAYS SPECIALIST RECRUITMENT LTD,Specialist Contractors
FCO,FCO,23-May-13,4301235,"5,320.00",HAYS SPECIALIST RECRUITMENT LTD,Specialist Contractors
FCO,FCO,23-May-13,4301235,89.14,HAYS SPECIALIST RECRUITMENT LTD,Hays: Exams and Assessments
FCO,FCO,23-May-13,4301235,8.28,HAYS SPECIALIST RECRUITMENT LTD,Hays: Exams and Assessments
FCO,FCO,23-May-13,4301235,31.05,HAYS SPECIALIST RECRUITMENT LTD,Hays: Exams and Assessments
FCO,FCO,23-May-13,4301235,20.7,HAYS SPECIALIST RECRUITMENT LTD,Hays: Exams and Assessments
FCO,FCO,23-May-13,4301235,343.81,HAYS SPECIALIST RECRUITMENT LTD,Hays: Exams and Assessments
FCO,FCO,23-May-13,4301235,89.14,HAYS SPECIALIST RECRUITMENT LTD,Hays: Exams and Assessments
FCO,FCO,23-May-13,4301235,89.14,HAYS SPECIALIST RECRUITMENT LTD,Hays: Exams and Assessments
FCO,FCO,23-May-13,4301235,114.6,HAYS SPECIALIST RECRUITMENT LTD,Hays: Exams and Assessments
FCO,FCO,23-May-13,4301235,216.47,HAYS SPECIALIST RECRUITMENT LTD,Language Exams (excl Hays)
FCO,FCO,23-May-13,4301235,44.56,HAYS SPECIALIST RECRUITMENT LTD,Hays: Exams and Assessments
FCO,FCO,23-May-13,4301235,"1,978.76",HAYS SPECIALIST RECRUITMENT LTD,Fee Paid Officers
FCO,FCO,23-May-13,4301235,"4,500.00",HAYS SPECIALIST RECRUITMENT LTD,Specialist Contractors
FCO,FCO,23-May-13,4301235,"1,500.00",HAYS SPECIALIST RECRUITMENT LTD,Specialist Contractors
FCO,FCO,23-May-13,4301235,318.35,HAYS SPECIALIST RECRUITMENT LTD,Hays: Exams and Assessments
FCO,FCO,23-May-13,4301235,"9,346.05",HAYS SPECIALIST RECRUITMENT LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,23-May-13,4301235,89.14,HAYS SPECIALIST RECRUITMENT LTD,Language Exams (excl Hays)
FCO,FCO,23-May-13,4301235,"5,030.10",HAYS SPECIALIST RECRUITMENT LTD,Specialist Contractors
FCO,FCO,23-May-13,4301235,"15,090.30",HAYS SPECIALIST RECRUITMENT LTD,Specialist Contractors
FCO,FCO,23-May-13,4301235,50.94,HAYS SPECIALIST RECRUITMENT LTD,Hays: Exams and Assessments
FCO,FCO,23-May-13,4301235,101.87,HAYS SPECIALIST RECRUITMENT LTD,Hays: Exams and Assessments
FCO,FCO,23-May-13,4301235,210.12,HAYS SPECIALIST RECRUITMENT LTD,Hays: Exams and Assessments
FCO,FCO,23-May-13,4301235,203.74,HAYS SPECIALIST RECRUITMENT LTD,Hays: Exams and Assessments
FCO,FCO,23-May-13,4301235,89.14,HAYS SPECIALIST RECRUITMENT LTD,Hays: Exams and Assessments
FCO,FCO,23-May-13,4301235,191.01,HAYS SPECIALIST RECRUITMENT LTD,Hays: Exams and Assessments
FCO,FCO,23-May-13,4301235,127.34,HAYS SPECIALIST RECRUITMENT LTD,Hays: Exams and Assessments
FCO,FCO,23-May-13,4301235,89.14,HAYS SPECIALIST RECRUITMENT LTD,Hays: Exams and Assessments
FCO,FCO,23-May-13,4301235,974.14,HAYS SPECIALIST RECRUITMENT LTD,Hays: Exams and Assessments
FCO,FCO,23-May-13,4301235,210.08,HAYS SPECIALIST RECRUITMENT LTD,Language Exams (excl Hays)
FCO,FCO,23-May-13,4301235,152.81,HAYS SPECIALIST RECRUITMENT LTD,Hays: Exams and Assessments
FCO,FCO,23-May-13,4301235,101.87,HAYS SPECIALIST RECRUITMENT LTD,Hays: Exams and Assessments
FCO,FCO,23-May-13,4301235,"6,184.90",HAYS SPECIALIST RECRUITMENT LTD,Finance Consultancy
FCO,FCO,23-May-13,4301235,191.01,HAYS SPECIALIST RECRUITMENT LTD,Hays: Exams and Assessments
FCO,FCO,23-May-13,4301235,44.56,HAYS SPECIALIST RECRUITMENT LTD,Hays: Exams and Assessments
FCO,FCO,23-May-13,4301235,"6,050.00",HAYS SPECIALIST RECRUITMENT LTD,Finance Consultancy
FCO,FCO,23-May-13,4301235,"10,815.75",HAYS SPECIALIST RECRUITMENT LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,23-May-13,4301235,"5,796.00",HAYS SPECIALIST RECRUITMENT LTD,Specialist Contractors
FCO,FCO,23-May-13,4301235,"12,420.00",HAYS SPECIALIST RECRUITMENT LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,23-May-13,4301235,203.74,HAYS SPECIALIST RECRUITMENT LTD,Hays: Exams and Assessments
FCO,FCO,23-May-13,4301235,152.8,HAYS SPECIALIST RECRUITMENT LTD,Hays: Exams and Assessments
FCO,FCO,23-May-13,4301235,"4,838.62",HAYS SPECIALIST RECRUITMENT LTD,Specialist Contractors
FCO,FCO,23-May-13,4301235,"6,900.00",HAYS SPECIALIST RECRUITMENT LTD,Finance Consultancy
FCO,FCO,23-May-13,4301235,50.94,HAYS SPECIALIST RECRUITMENT LTD,Hays: Exams and Assessments
FCO,FCO,23-May-13,4301235,89.14,HAYS SPECIALIST RECRUITMENT LTD,Hays: Exams and Assessments
FCO,FCO,23-May-13,4301235,229.21,HAYS SPECIALIST RECRUITMENT LTD,Hays: Exams and Assessments
FCO,FCO,23-May-13,4301235,152.8,HAYS SPECIALIST RECRUITMENT LTD,Hays: Exams and Assessments
FCO,FCO,23-May-13,4301235,50.94,HAYS SPECIALIST RECRUITMENT LTD,Hays: Exams and Assessments
FCO,FCO,23-May-13,4301235,101.87,HAYS SPECIALIST RECRUITMENT LTD,Hays: Exams and Assessments
FCO,FCO,23-May-13,4301235,-371.07,HAYS SPECIALIST RECRUITMENT LTD,Specialist Contractors
FCO,FCO,23-May-13,4301235,158.67,HAYS SPECIALIST RECRUITMENT LTD,Specialist Contractors
FCO,FCO,23-May-13,4301235,956.14,HAYS SPECIALIST RECRUITMENT LTD,Specialist Contractors
FCO,FCO,23-May-13,4301235,395.75,HAYS SPECIALIST RECRUITMENT LTD,Fee Paid Officers
FCO,FCO,23-May-13,4301235,-210.12,HAYS SPECIALIST RECRUITMENT LTD,Hays: Exams and Assessments
FCO,FCO,23-May-13,4301235,210.12,HAYS SPECIALIST RECRUITMENT LTD,Hays: Exams and Assessments
FCO,FCO,23-May-13,4301235,"-4,780.68",HAYS SPECIALIST RECRUITMENT LTD,Specialist Contractors
FCO,FCO,23-May-13,4301235,"4,780.68",HAYS SPECIALIST RECRUITMENT LTD,Specialist Contractors
FCO,FCO,23-May-13,4301235,956.14,HAYS SPECIALIST RECRUITMENT LTD,Specialist Contractors
FCO,FCO,23-May-13,4301235,-956.14,HAYS SPECIALIST RECRUITMENT LTD,Specialist Contractors
FCO,FCO,23-May-13,4301235,-31.05,HAYS SPECIALIST RECRUITMENT LTD,Hays: Exams and Assessments
FCO,FCO,23-May-13,4301235,-20.7,HAYS SPECIALIST RECRUITMENT LTD,Hays: Exams and Assessments
FCO,FCO,23-May-13,4301235,31.05,HAYS SPECIALIST RECRUITMENT LTD,Hays: Exams and Assessments
FCO,FCO,23-May-13,4301235,20.7,HAYS SPECIALIST RECRUITMENT LTD,Hays: Exams and Assessments
FCO,FCO,23-May-13,4301235,-215.77,HAYS SPECIALIST RECRUITMENT LTD,Hays: Exams and Assessments
FCO,FCO,23-May-13,4301235,165,HAYS SPECIALIST RECRUITMENT LTD,Hays: Exams and Assessments
FCO,FCO,23-May-13,4301235,50.77,HAYS SPECIALIST RECRUITMENT LTD,Hays: Exams and Assessments
FCO,FCO,23-May-13,4301235,-8.28,HAYS SPECIALIST RECRUITMENT LTD,Hays: Exams and Assessments
FCO,FCO,23-May-13,4301235,8.28,HAYS SPECIALIST RECRUITMENT LTD,Hays: Exams and Assessments
FCO,FCO,23-May-13,4301235,"-14,231.36",HAYS SPECIALIST RECRUITMENT LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,23-May-13,4301235,"10,996.96",HAYS SPECIALIST RECRUITMENT LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,23-May-13,4301235,"-10,815.75",HAYS SPECIALIST RECRUITMENT LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,23-May-13,4301235,"7,969.50",HAYS SPECIALIST RECRUITMENT LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,23-May-13,4314691,"31,635.65",N A MOVING SERVICES LTD,Heavy Baggage
FCO,FCO,23-May-13,4314691,"1,480.00",N A MOVING SERVICES LTD,Heavy Baggage
FCO,FCO,23-May-13,4314694,"161,798.53",N A MOVING SERVICES LTD,Heavy Baggage
FCO,FCO,23-May-13,4314694,"10,360.00",N A MOVING SERVICES LTD,Heavy Baggage
FCO,FCO,23-May-13,4314696,"128,975.75",N A MOVING SERVICES LTD,Heavy Baggage
FCO,FCO,23-May-13,4314696,"10,952.00",N A MOVING SERVICES LTD,Heavy Baggage
FCO,FCO,23-May-13,4313796,"20,606.83",IESCO,Electricity Non-Residential
FCO,FCO,23-May-13,4313796,"17,556.56",IESCO,Electricity Residential
FCO,FCO,23-May-13,4306058,"49,225.76",GABORONE CITY COUNCIL,Rental Payments - non residential
FCO,FCO,23-May-13,4315416,"28,555.34",PROFESIYNA YURYDYCHNA GRUPA,Residential Property Services
FCO,FCO,23-May-13,4272497,"58,432.58",INSTITUTE FOR ESSENTIAL SERVICES REFORM,Programme Spend (Oracle Projects Control Account)
FCO,FCO,23-May-13,4315277,"623,267.98",CHURCH WORLD SERVICE-PAKISTAN,Programme Spend (Oracle Projects Control Account)
FCO,FCO,23-May-13,4312963,"1,013,863.00",MABEY BRIDGE LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,23-May-13,4312963,"-1,013,863.00",MABEY BRIDGE LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,23-May-13,4312963,"821,229.03",MABEY BRIDGE LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,23-May-13,4313174,"32,455.45",The Centre for Criminal Procedure and Reform at Renmin University of China,Programme Spend (Oracle Projects Control Account)
FCO,FCO,23-May-13,4313173,"31,009.81",BEIJING NORMAL UNIVERSITY,Programme Spend (Oracle Projects Control Account)
FCO,FCO,23-May-13,4314745,"37,740.00",MICRO SYSTEMATION LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,23-May-13,4312804,"44,990.20",ACACIA HEALTH INSURANCE,Post - Air Travel
FCO,FCO,24-May-13,4315981,"21,239.03",HMRC HM REVENUE AND CUSTOMS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,24-May-13,4316182,"17,738.06",GILBERT-ASH FITOUT LIMITED,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,24-May-13,4316182,"57,641.36",GILBERT-ASH FITOUT LIMITED,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,24-May-13,4316034,"323,665.33",INTERNATIONAL COMMISSION FOR MISSING PERSONS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,24-May-13,4306787,"156,630.68",OROSTREAM INTERNATIONAL CONTRACTS LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,24-May-13,4315813,"32,001.76",AUSWAERTIGES AMT,Rental Payments - non residential
FCO,FCO,24-May-13,4308274,"61,707.55",BK SHRESTHA AND BUILDERS PVT LTD,Construction Project more than £10k
FCO,FCO,24-May-13,4307677,"62,352.88",UNION FRANCO ARABE D'ASSURANCES ET DE REASSURANCES SAL (UFA),Cleaning & Waste
FCO,FCO,24-May-13,4307677,381.46,UNION FRANCO ARABE D'ASSURANCES ET DE REASSURANCES SAL (UFA),Programme Spend (Oracle Projects Control Account)
FCO,FCO,24-May-13,4307677,"-62,352.88",UNION FRANCO ARABE D'ASSURANCES ET DE REASSURANCES SAL (UFA),Cleaning & Waste
FCO,FCO,27-May-13,4318241,"18,144.70",BELL POTTINGER COMMUNICATIONS LTD,General Information Services
FCO,FCO,27-May-13,4318241,"18,144.70",BELL POTTINGER COMMUNICATIONS LTD,Selling Into Wider Markets Expenditure
FCO,FCO,27-May-13,4318241,"2,835.11",BELL POTTINGER COMMUNICATIONS LTD,General Information Services
FCO,FCO,27-May-13,4315965,"26,274.69",AMA SPA,Waste Disposal
FCO,FCO,27-May-13,4315346,"66,743.90",AFGHANISTAN JUSTICE ORGANIZATION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,27-May-13,4313913,"29,508.07",NAZIR AHMAD AFGHAN CONSTRUCTION COMPANY,Programme Spend (Oracle Projects Control Account)
FCO,FCO,28-May-13,4316889,"59,151.12",VODAFONE LTD-CABLE & WIRELESS UK,FTN Unitary Payment
FCO,FCO,28-May-13,4316892,"44,710.00",VODAFONE LTD-CABLE & WIRELESS UK,FTN Unitary Payment
FCO,FCO,28-May-13,4316895,"797,516.15",VODAFONE LTD-CABLE & WIRELESS UK,FTN Unitary Payment
FCO,FCO,28-May-13,4316899,"28,974.00",VODAFONE LTD-CABLE & WIRELESS UK,FTN Unitary Payment
FCO,FCO,28-May-13,4316899,"5,794.80",VODAFONE LTD-CABLE & WIRELESS UK,FTN Unitary Payment
FCO,FCO,28-May-13,4316914,"98,324.02",VODAFONE LTD-CABLE & WIRELESS UK,FTN Unitary Payment
FCO,FCO,28-May-13,4316914,"19,664.80",VODAFONE LTD-CABLE & WIRELESS UK,FTN Unitary Payment
FCO,FCO,28-May-13,4292586,"19,276.00",HEWLETT PACKARD LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,28-May-13,4292586,"1,896.00",HEWLETT PACKARD LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,28-May-13,4316990,"34,400.00",PORTCULLIS COMPUTER SECURITY LTD,IT/IS Consultancy
FCO,FCO,28-May-13,4316990,"6,880.00",PORTCULLIS COMPUTER SECURITY LTD,IT/IS Consultancy
FCO,FCO,28-May-13,4316839,"57,504.23",WESTMINSTER FOUNDATION FOR DEMOCRACY,Programme Spend (Oracle Projects Control Account)
FCO,FCO,28-May-13,4316835,"127,019.07",KELLOGG BROWN & ROOT,Property Maintenance Overseas Residential
FCO,FCO,28-May-13,4317956,"38,100.00",IOM INTERNATIONAL ORGANIZATION FOR MIGRATION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,28-May-13,4316431,"42,340.00",PAKISTAN INSTITUTE OF LEGISLATIVE DEVELOPMENT & TRANSPARENCY,Programme Spend (Oracle Projects Control Account)
FCO,FCO,28-May-13,4318103,"80,752.01",FACEO FRANCE,Property Maintenance Overseas Non Residential
FCO,FCO,28-May-13,4318103,"11,350.83",FACEO FRANCE,Cleaning & Waste
FCO,FCO,28-May-13,4318103,"2,139.43",FACEO FRANCE,Property Maintenance Overseas Non Residential
FCO,FCO,28-May-13,4318103,"1,561.27",FACEO FRANCE,Property Maintenance Overseas Residential
FCO,FCO,28-May-13,4318109,"80,752.01",FACEO FRANCE,Property Maintenance Overseas Non Residential
FCO,FCO,28-May-13,4318109,"11,350.83",FACEO FRANCE,Cleaning & Waste
FCO,FCO,28-May-13,4318109,"2,139.43",FACEO FRANCE,Property Maintenance Overseas Non Residential
FCO,FCO,28-May-13,4318109,"1,561.27",FACEO FRANCE,Property Maintenance Overseas Residential
FCO,FCO,28-May-13,4318315,"38,530.90",SCHWINN WAREHOUSING & STORAGE,Rental Payments - non residential
FCO,FCO,28-May-13,4319733,"68,731.77",New Era Oil & Gas,Fuel Oil Non-Residential
FCO,FCO,29-May-13,4320289,"46,700.00",INTERNATIONAL COFFEE ORGANIZATION,Protocol - General VAT Refunds to Other Organisations
FCO,FCO,29-May-13,4299088,"275,275.00",THALES UK LTD,IT/IS Consultancy
FCO,FCO,29-May-13,4320404,"33,500.00",THE KONIGSWINTER CONFERENCE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,29-May-13,4316861,"94,908.28",THE TREASURY SOLICITOR,Legal Consultancy
FCO,FCO,29-May-13,4316861,"18,981.66",THE TREASURY SOLICITOR,Legal Consultancy
FCO,FCO,29-May-13,4316861,"-94,908.28",THE TREASURY SOLICITOR,Legal Consultancy
FCO,FCO,29-May-13,4316861,"-18,981.66",THE TREASURY SOLICITOR,Legal Consultancy
FCO,FCO,29-May-13,4316861,"94,908.28",THE TREASURY SOLICITOR,Legal Consultancy
FCO,FCO,29-May-13,4317965,"35,242.50",THE TREASURY SOLICITOR,Legal Consultancy
FCO,FCO,29-May-13,4320392,"123,273.48",WESTMINSTER FOUNDATION FOR DEMOCRACY,Programme Spend (Oracle Projects Control Account)
FCO,FCO,29-May-13,4314256,"24,030.00",FCO SERVICES,IT/IS Consultancy
FCO,FCO,29-May-13,4317151,"64,955.24",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,29-May-13,4317151,"52,506.83",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,29-May-13,4317151,"4,410.00",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,29-May-13,4317151,"8,709.00",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,29-May-13,4317151,"40,761.66",FCO SERVICES,"Purchase of Furniture, Fittings and Domestic Appliances"
FCO,FCO,29-May-13,4317170,"51,603.14",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,29-May-13,4317170,237.86,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,29-May-13,4317871,"32,603.25",FCO SERVICES,Vehicle Hire
FCO,FCO,29-May-13,4317871,"6,520.65",FCO SERVICES,Vehicle Hire
FCO,FCO,29-May-13,4317881,"41,791.00",FCO SERVICES,Information Systems Maintenance
FCO,FCO,29-May-13,4320384,"36,825.00",FCO SERVICES,Vehicles Miscellaneous
FCO,FCO,29-May-13,4320384,"7,365.00",FCO SERVICES,Vehicles Miscellaneous
FCO,FCO,29-May-13,4320411,"77,076.00",FCO SERVICES,Freight & Customs Clearance Charges
FCO,FCO,29-May-13,4320411,"15,415.20",FCO SERVICES,Freight & Customs Clearance Charges
FCO,FCO,29-May-13,4320489,"189,290.16",PLAZA TOWER LLC,Rental Payments - non residential
FCO,FCO,29-May-13,4320489,"2,655.65",PLAZA TOWER LLC,Electricity Non-Residential
FCO,FCO,29-May-13,4320489,"10,406.45",PLAZA TOWER LLC,Water Non-Residential
FCO,FCO,29-May-13,4320489,154.89,PLAZA TOWER LLC,Miscellaneous Expenditure: inc subscriptions and equipment maintenance
FCO,FCO,29-May-13,4316081,"25,423.45",BRICKELL BAY TOWER LTD,Rental Payments - non residential
FCO,FCO,29-May-13,4316081,31.65,BRICKELL BAY TOWER LTD,Electricity Non-Residential
FCO,FCO,29-May-13,4316081,"1,779.64",BRICKELL BAY TOWER LTD,Rates Taxes Non-Residential
FCO,FCO,29-May-13,4320258,"26,625.81",CULTURA INGLESA,Rental Payments - non residential
FCO,FCO,29-May-13,4320113,"26,490.00",BRITISH MUSEUM,Inward visits to the UK and UK Conferences
FCO,FCO,29-May-13,4320113,"5,298.00",BRITISH MUSEUM,Inward visits to the UK and UK Conferences
FCO,FCO,29-May-13,4316038,"29,043.50",HITT CONTRACTING INC,Construction Project more than £10k
FCO,FCO,29-May-13,4305570,"50,031.63",THE ASIA FOUNDATION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,29-May-13,4319816,"31,688.40",3DI TECHNOLOGIES LLC,Information Systems Implementation
FCO,FCO,29-May-13,4309696,"42,561.11",COFFEY INTERNATIONAL DEVELOPMENT,Programme Spend (Oracle Projects Control Account)
FCO,FCO,29-May-13,4312362,"42,943.00",TSUNAMI AXIS LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,29-May-13,4312362,"8,588.60",TSUNAMI AXIS LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,29-May-13,4320076,"64,318.45",CRIMINAL JUSTICE TASK FORCE - CJTF,Programme Spend (Oracle Projects Control Account)
FCO,FCO,29-May-13,4320300,"40,295.68",Elixir Solutions,Programme Spend (Oracle Projects Control Account)
FCO,FCO,29-May-13,4320189,"64,686.75",M INTEGRATED SOLUTIONS,Inward visits to the UK and UK Conferences
FCO,FCO,29-May-13,4320327,"971,546.96",EUROPEAN BANK FOR CONSTRUCTION + DEVELOPMENT,Protocol - General VAT Refunds to Other Organisations
FCO,FCO,29-May-13,4322190,"23,043.11",FOREIGN AFFAIRS AND INTERNATIONAL TRADE CANADA,Property Maintenance Overseas Non Residential
FCO,FCO,29-May-13,4322190,"6,154.00",FOREIGN AFFAIRS AND INTERNATIONAL TRADE CANADA,Miscellaneous Expenditure: inc subscriptions and equipment maintenance
FCO,FCO,29-May-13,4322190,"59,445.59",FOREIGN AFFAIRS AND INTERNATIONAL TRADE CANADA,Rental Payments - non residential
FCO,FCO,30-May-13,4322769,"48,836.77",BRITISH COUNCIL,Programme Spend (Oracle Projects Control Account)
FCO,FCO,30-May-13,4322771,"48,836.77",BRITISH COUNCIL,Programme Spend (Oracle Projects Control Account)
FCO,FCO,30-May-13,4312341,"106,885.38",CHIEF ACCOUNTANT & PAYMASTER,GH/VIP Grant in Aid
FCO,FCO,30-May-13,4312341,"-106,885.38",CHIEF ACCOUNTANT & PAYMASTER,GH/VIP Grant in Aid
FCO,FCO,30-May-13,4312341,"46,019.03",CHIEF ACCOUNTANT & PAYMASTER,GH/VIP Grant in Aid
FCO,FCO,30-May-13,4312341,"56,112.70",CHIEF ACCOUNTANT & PAYMASTER,GH/VIP Grant in Aid
FCO,FCO,30-May-13,4312341,"4,321.50",CHIEF ACCOUNTANT & PAYMASTER,GH/VIP Grant in Aid
FCO,FCO,30-May-13,4312341,432.15,CHIEF ACCOUNTANT & PAYMASTER,GH/VIP Grant in Aid
FCO,FCO,30-May-13,4312341,"12,173.27",CHIEF ACCOUNTANT & PAYMASTER,GH/VIP Grant in Aid
FCO,FCO,30-May-13,4320017,"100,000.00",PRISONERS ABROAD,Human Rights: Policy and Prisoners
FCO,FCO,30-May-13,4320114,"337,496.44",KELLOGG BROWN & ROOT,Estates Management Services
FCO,FCO,30-May-13,4321405,"52,666.84",IOM INTERNATIONAL ORGANIZATION FOR MIGRATION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,30-May-13,4322049,"52,037.78",GLOBAL PARTNERS GOVERNANCE PRACTICE LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,30-May-13,4322777,"198,547.00",STRENGTHENING PARTICIPATORY ORGANISATION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,30-May-13,4322784,"198,548.00",STRENGTHENING PARTICIPATORY ORGANISATION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,30-May-13,4321598,"33,583.05",INTERMEDIA,Programme Spend (Oracle Projects Control Account)
FCO,FCO,30-May-13,4322011,"26,666.00",BULLET MARKETING LTD,General Information Services
FCO,FCO,30-May-13,4322011,"5,333.20",BULLET MARKETING LTD,General Information Services
FCO,FCO,30-May-13,4320908,"50,475.00",WOMEN EMPOWERMENT LITERACY AND DEVELOPMENT ORGANIZATION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,30-May-13,4321363,"81,300.00",WOMEN EMPOWERMENT LITERACY AND DEVELOPMENT ORGANIZATION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,30-May-13,4315591,37.15,ISS FACILITY SERVICES LTD FCO OP - POE,Gas Non-Residential
FCO,FCO,30-May-13,4315591,69.07,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315591,"1,721.32",ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315591,83.17,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315591,143.49,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315591,36.43,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315591,599.35,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315591,199.89,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315591,"6,911.52",ISS FACILITY SERVICES LTD FCO OP - POE,Rates Taxes Non-Residential
FCO,FCO,30-May-13,4315591,440.73,ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - non residential
FCO,FCO,30-May-13,4315591,"3,719.63",ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Non-Residential
FCO,FCO,30-May-13,4315591,473.52,ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - non residential
FCO,FCO,30-May-13,4315591,55.52,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315591,597.96,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315591,21.16,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315591,115.95,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315591,15.87,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315591,14.78,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315591,126.88,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315591,63.7,ISS FACILITY SERVICES LTD FCO OP - POE,Gas Residential
