Department,Entity,Date,Transaction Number,GBP Amount,Supplier ,Account Description
FCO,FCO,30-May-13,4315609,1.46,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315609,0.64,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315609,0.64,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315609,3.35,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315609,1.87,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315609,26.43,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315609,0.62,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315609,2.73,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315609,0.47,ISS FACILITY SERVICES LTD FCO OP - POE,Gas Residential
FCO,FCO,30-May-13,4315609,24.71,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315609,0.04,ISS FACILITY SERVICES LTD FCO OP - POE,Gas Residential
FCO,FCO,30-May-13,4315609,3.66,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315609,0.62,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315609,0.65,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315609,24.24,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315609,0.07,ISS FACILITY SERVICES LTD FCO OP - POE,Gas Residential
FCO,FCO,30-May-13,4315609,0.62,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315609,1.89,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315609,5.14,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315609,0.72,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315609,0.06,ISS FACILITY SERVICES LTD FCO OP - POE,Gas Residential
FCO,FCO,30-May-13,4315609,0.62,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315609,0.92,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315609,29.14,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315609,0.62,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315609,0.29,ISS FACILITY SERVICES LTD FCO OP - POE,Gas Residential
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,26.43,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315610,190.7,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315610,232.76,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315610,26.43,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315610,26.43,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315610,166.15,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315610,7.66,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315610,236.57,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315610,17.07,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315610,503,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,44.04,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315610,525.12,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315610,22.02,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315610,22.02,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315610,349.54,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315610,416.24,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315610,12.77,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315610,346.83,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315610,20.58,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315610,552.21,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315610,331,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315610,105.78,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315610,17.62,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315610,147.57,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315610,182.78,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315610,17.62,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315610,12.18,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315610,32.94,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315610,66.92,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,28.63,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315610,113.1,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315610,394.49,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315610,8.63,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315610,20.58,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315610,479.35,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315610,241.9,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315610,9.44,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,151.12,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,0.62,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.8,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.47,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,"10,239.70",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315610,133.35,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315610,9.52,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315610,105.7,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315610,33.03,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315610,578.84,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315610,20.26,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315610,2.82,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315610,91.23,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315610,69.15,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315610,3.26,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,7.49,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315610,8.26,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315610,431.83,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315610,305.54,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315610,24.7,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315610,8.76,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315610,"22,461.27",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315610,"7,487.09",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315610,220.21,ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315610,14.53,ISS FACILITY SERVICES LTD FCO OP - POE,Bank Charges (Oracle Cash Management Control Account)
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,"6,050.59",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.36,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.8,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,4.4,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,4.54,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,543.56,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,4.4,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,4.4,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.36,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,18.1,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.36,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,25.92,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,11.98,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,25.92,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,379.35,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,449.96,ISS FACILITY SERVICES LTD FCO OP - POE,Water Non-Residential
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.36,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.36,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.36,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.36,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.36,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.36,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.36,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.36,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,4.4,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,4.25,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.36,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.36,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.36,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.36,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,159.09,ISS FACILITY SERVICES LTD FCO OP - POE,Water Non-Residential
FCO,FCO,30-May-13,4315610,2.36,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,239.09,ISS FACILITY SERVICES LTD FCO OP - POE,Water Non-Residential
FCO,FCO,30-May-13,4315610,3.33,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.99,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,"1,078.10",ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,17.77,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,37.15,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.8,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.66,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.93,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,3.72,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,20.81,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,"20,287.32",ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Non-Residential
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,2.2,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315610,16.56,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315610,1.19,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315610,35.21,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315610,0.89,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315610,24.28,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315610,1.44,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315610,38.65,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315610,23.17,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315610,7.4,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
