Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num,
DEFRA,AHVLA,18/06/2013,Sub Contracted Services,,A D A S UK Ltd,RIRP070063,"£47,500.00",Research Studies:  Maintenance of a Transmissable Spongiform Encephalopathy-free flock for May 2013,WV6 5AP,,,TSSE1931,Expense,,
DEFRA,AHVLA,18/06/2013,Salary - Permanent Staff,,Cabinet Office,230513,"£787,414.89",Pension costs for April 2013,RG22 4EF,,,00000000,Expense,,
DEFRA,AHVLA,14/06/2013,Carriage of goods,,DX Network Services Ltd,80281281,"£30,964.92",Movement of samples for the fallen stock project for June 2013,NN3 6YG,,,TSTS5902,Expense,,
DEFRA,AHVLA,10/06/2013,Sub Contracted Services,,L G C Limited,50230771,"£166,117.20",Transmissable Spongiform Encephalopathy testing for April 2013,TW11 0LY,SME,,TSTS5902,Expense,,
DEFRA,AHVLA,18/06/2013,Sub Contracted Services,,L G C Limited,50239244,"£166,810.80",Transmissable Spongiform Encephalopathy samples for May 2013,TW11 0LY,SME,,TSTS5902,Expense,,
DEFRA,AHVLA,04/06/2013,Sub Contracted Services,,L G C Limited,50230760,"£166,117.20",Invoiced in error - received credit note for full amount,TW11 0LY,SME,,TSTS5902,Expense,,
DEFRA,AHVLA,12/06/2013,Sub Contracted Services,,The Royal Veterinary College,RES6003912,"£98,958.84","Provision of veterinary surveillance, diagnostic necropsy and laboratory testing services ",NW1 0TU,,,RDED1008,Expense,,
DEFRA,AHVLA,26/06/2013,Sub Contracted Services,,Cardiff University,2012597,"£53,167.00",Supply of service support for Bovine Tuberculosis,CF10 3XR,,,TBSE3045,Expense,,
DEFRA,AHVLA,12/06/2013,Lab & Technical Equipment,,Agilent Technologies UK Ltd,168523,"£48,376.29",Laboratory Equipment Service contract for one year,SK8 3GR,,,00000000,Expense,,
DEFRA,AHVLA,10/06/2013,Sub Contracted Services,,Armauer Hansen Research Institut,270850,"£32,300.00","Research Studies: To establish a natural transmission model in cattle to validate the BCG (Bacillus Calmette-Guerin) challenge model and to enable assessment of Tuberculosis vaccines to Prevent Tuberculosis - phase two, which covers the period from 1st May 2012 to the 30th June 2013.",,,,TBOR1015,Expense,,
DEFRA,AHVLA,10/06/2013,Sub Contracted Services,,University Of Birmingham,212COM04035,"£38,891.08",Research and Development towards novel field-based approaches to the diagnosis of Bovine Tuberculosis,B15 2TT,,,TBSE3281,Expense,,
DEFRA,AHVLA,22/06/2013,Sub Contracted Services,,T N O,9060002475,"£27,000.20",Research Studies: Release and Survival of Oral Bovine BCG (Bacillus Calmette-Guerin) Vaccine,3700 AJ,SME,,TBSE3246,Expense,,
DEFRA,AHVLA,04/06/2013,Hard charges,,DEFRA,1000019572,"£85,423.01",Facilities management recharges,YO1 7PX,,,HARDESTA,Expense,,
DEFRA,AHVLA,24/06/2013,Lab & Technical Equipment,,Idexx Laboratories Ltd,502057495,"£31,944.00",Purchase of laboratory consumables,SL4 1NA,,,00000000,Expense,,
DEFRA,AHVLA,10/06/2013,Additions In Year,,Millipore (UK) Ltd,24548121,"£26,875.58",Capital purchase of a Flow Cytometer ,WD18 8YH,,,00000000,Asset,,
DEFRA,Cefas,06/06/2013,Charters,Fisheries,D DOYLE,20047271,"£27,000.00","Vessel charter for North West Discards Projects, scientific personnel onboard for fifteen days",BT34 4FA,STAN,,C5163,Charters,,
DEFRA,Cefas,13/06/2013,Assets Under Construction,Monitoring and Programme Management,Shimadzu,20047354,"£104,070.42",A gas chromatograph with a triple quadrupole mass spectrometer for chemical and contaminents analysis ,MK12 5RE,STAN,,67405,Assets Under Construction,,
DEFRA,Cefas,13/06/2013,Facilities Management,Corporate,DTZ DTL Clients A/C Re Defra,20047436,"£48,998.47",Facilities Management charges - Weymouth - May 2013,LS1 2ND,STAN,,50100,Facilities Management,,
DEFRA,Cefas,13/06/2013,Facilities Management,Corporate,DTZ DTL Clients A/C Re Defra,20047437,"£93,208.76",Facilities Management charges - Pakefield Road - May 2013,LS1 2ND,STAN,,50100,Facilities Management,,
DEFRA,Cefas,20/06/2013,Lab Services,Aquatic Health & Hygiene,SAMS Research Services Ltd,20047658,"£34,320.00",Sample analysis in the delivery of the offical controls programme for the FSA (Foods Standards Agency),PA37 1QA,STAN,,C5666,Lab Services,,
DEFRA & WG,CCW,13/06/2013,Internal Audit Services,Finance & Resources,NATIONAL AUDIT OFFICE,4443,"£28,500.00",Audit Fees for 2012-13,SW1W 9SP,LARGE,N/A,N/A,Programme,,
DEFRA & WG,CCW,13/06/2013,Rentals - Operating Lease - IT,ALL,NORTHGATE MANAGED SERVICES LTD,91264493,"£29,167.50",IT Managed Services ,HP2 4NW,LARGE,N/A,N/A,Programme,,
DEFRA,EA,20/06/2013,Advertising and Media,Strategy and Engagement Manager,Ipsos MORI,1191149,"£25,020.00",National Market Research Services - Flood Risk: Rural Communities,HA1 1PT,,30218704,FCPSE00068B00,Project,,
DEFRA,EA,11/06/2013,Clinical and Medical,HO Capital WiP,Agilent Technologies UK Ltd,1187269,"£63,810.67",Gel Permeation Chromatography Systems,E14 1HH,,30290098,NL00000078,Project,,
DEFRA,EA,20/06/2013,Clinical and Medical,NLS Capital WiP,Malvern Instruments Ltd,1191170,"£37,320.00",Malvern. MAZ3000 Mastersizer 3000 Laser Diffraction System,WR14 1XZ,,,NL00000072,Project,,
DEFRA,EA,13/06/2013,Clinical and Medical,NLS Operations Nottingham,VWR International Ltd,1189242,"£26,659.59",Laboratory consumables - Nottingham,LE17 4XN,,30369245,,Administration,,
DEFRA,EA,13/06/2013,Clinical and Medical,NLS Operations Starcross,VWR International Ltd,1189239,"£31,964.93",Laboratory consumables - Starcross,LE17 4XN,,30369245,,Administration,,
DEFRA,EA,13/06/2013,Construction,SW Capital WiP,A & T Services Ltd,1189930,"£25,200.00","Provide and install fourteen spring retarder and one 'O' ring Damper, Eel Passe at the Severn Estuary Outfalls",TR9 6SF,,,IMSW001927,Project,,
DEFRA,EA,18/06/2013,Construction,NE Capital WiP,Amco Engineering,1190591,"£40,708.44",Beverley Beck bridge repairs,S75 1HT,,30204728,IMNE790277,Project,,
DEFRA,EA,04/06/2013,Construction,SE Capital WiP,Amco Engineering,1185764,"£37,386.66","Mill Road Tilting Weir decommissioning and removal, River Crane, Twickenham ",S75 1HT,,30343157,IMTH001727,Project,,
DEFRA,EA,06/06/2013,Construction,MI Capital WiP,Amco Engineering,1163181,"£36,261.60","Minor flood alleviation works at Cottage Pasture, Midlands ",S75 1HT,,30224312,IMMI000819,Project,,
DEFRA,EA,18/06/2013,Construction,NE Capital WiP,Amco Engineering,1187591,"£32,653.33","Rebuild of an existing defence wall and inclusion of five flap valves - Shaw Road, Todmordan",S75 1HT,,30204728,IMNE790381,Project,,
DEFRA,EA,11/06/2013,Construction,AN Capital WiP,Atkins Ltd,1188497,"£33,471.65",Godmanchester flood defence scheme,KT18 5BW,,30072266,IMAN000624,Project,,
DEFRA,EA,11/06/2013,Construction,AN Capital WiP,Atkins Ltd,1188492,"£33,791.86",Ouse Washes habitat phase 2 works,KT18 5BW,,30072266,IMAN001070,Project,,
DEFRA,EA,11/06/2013,Construction,SE Capital WiP,Atkins Ltd,1187993,"£40,215.20",Thames Tidal Frontages programme,KT18 5BW,,30072266,IMTH001749,Project,,
DEFRA,EA,04/06/2013,Construction,MI West-AEM - 1,Birch Brothers Kidderminster Ltd,1186536,"£32,117.88",Reseed the Beetle bank and earth bund from habitat creation work at Downrip Farm due to lack of top soil.,DY13 9QB,,30224314,REMI001823,Project,,
DEFRA,EA,20/06/2013,Construction,NE Capital WiP,Birse Civils Ltd,1191162,"£77,785.93",Donna Nook managed re-alignment ,DN18 5BW,,30142670,IMNE000738,Project,,
DEFRA,EA,04/06/2013,Construction,NE Capital WiP,Birse Civils Ltd,1185148,"£126,387.14",Greatham North managed realignment scheme works,DN18 5BW,,30204735,IMNE000823,Project,,
DEFRA,EA,25/06/2013,Construction,AN Capital WiP,Birse Civils Ltd,1193189,"£121,322.54",Grimsby Docks flood risk management scheme,DN18 5BW,,,IMAN002005,Project,,
DEFRA,EA,11/06/2013,Construction,AN Capital WiP,Birse Civils Ltd,1188280,"£3,471,934.54",Lincshore 2010-15 beach nourishment work. ,DN18 5BW,,30142670,IMAN001844,Project,,
DEFRA,EA,20/06/2013,Construction,MI Capital WiP,Birse Civils Ltd,1191183,"£666,095.59",Lower Dove flood alleviation scheme,DN18 5BW,,30142670,IMMI001015,Project,,
DEFRA,EA,04/06/2013,Construction,NE Capital WiP,Birse Civils Ltd,1186722,"£302,337.19",Morpeth flood alleviation scheme,DN18 5BW,,30142670,IMNE000794,Project,,
DEFRA,EA,20/06/2013,Construction,NE Capital WiP,Birse Civils Ltd,1191384,"£336,130.39",Morpeth flood alleviation scheme - main works ,DN18 5BW,,30142670,IMNE000794,Project,,
DEFRA,EA,01/06/2013,Construction,NE Capital WiP,Birse Civils Ltd,1185011,"£798,115.98",Redcar flood alleviation scheme,DN18 5BW,,30142670,IMNE000794 | IMNE000524,Project,,
DEFRA,EA,04/06/2013,Construction,SW Capital WiP,Birse Civils Ltd,1185912,"£164,483.47",Stoke Cannon flood alleviation scheme,DN18 5BW,,30142670,IMSW001685,Project,,
DEFRA,EA,18/06/2013,Construction,SE Capital WiP,Birse Civils Ltd,1187530,"£73,323.11",Stone Wharf construction works,DN18 5BW,,30142670,IMSE100049,Project,,
DEFRA,EA,20/06/2013,Construction,AN Capital WiP,Birse Civils Ltd,1191128,"£38,783.83",Tetney to Saltfleet Haven tidal defences,DN18 5BW,,30142670,IMAN002115,Project,,
DEFRA,EA,13/06/2013,Construction,NW Capital WiP,Birse Civils Ltd,1189278,"£485,672.65",Warrington flood alleviation scheme,DN18 5BW,,30142670,IMNW000699,Project,,
DEFRA,EA,25/06/2013,Construction,NE Capital WiP,Birse Civils Ltd,1192214,"£183,256.64",Water End flood alleviation scheme,DN18 5BW,,30142670,IMNE000775,Project,,
DEFRA,EA,06/06/2013,Construction,MI Capital WiP,Black & Veatch Ltd,1186787,"£90,919.19",Lower Derwent project appraisal,RH1 1LQ,,30072271,IMMI000937,Project,,
DEFRA,EA,06/06/2013,Construction,SE Capital WiP,Black & Veatch Ltd,1187096,"£25,894.18",Lower Thames ecological survey,RH1 1LQ,,30072271,IMTH001689,Project,,
DEFRA,EA,06/06/2013,Construction,MI Capital WiP,Black & Veatch Ltd,1186789,"£28,950.23",Midlands fish pass works,RH1 1LQ,,30072271,IMMI001337,Project,,
DEFRA,EA,06/06/2013,Construction,SE Capital WiP,Black & Veatch Ltd,1187161,"£25,093.91",Slough flood alleviation scheme,RH1 1LQ,,30072271,IMSE500061,Project,,
DEFRA,EA,13/06/2013,Construction,SW Capital WiP,Bridge Civil Engineering,1189319,"£119,885.60","Tiverton River flood defence scheme - repair cracks identified in wall and removal of additional trees, replacement of fencing rails",TQ12 2HP,,30192018,IMSW002024,Project,,
DEFRA,EA,11/06/2013,Construction,SE KSL - FCRM Ops South,Cawston Specialist Roofing Ltd,1188735,"£28,639.72","Waterproofing works at Scots Float depot, Rye",ME10 3TB,,,,Administration,,
DEFRA,EA,20/06/2013,Construction,NW Capital WiP,Cheetham Hill Construction Ltd,1191060,"£30,125.28",Provide services to complete works for Martin Mere and Three Pools channel maintenance,BL8 1AR,,30239782,IMNW000474,Project,,
DEFRA,EA,25/06/2013,Construction,SE WT - FCRM Ops (South East),Cleartrack EVL Ltd,1192572,"£26,498.59",Maintenance in the Kennet and Loddon and Wey catchments,TN27 9PG,,,FRA15S151 | FRA16S233 | FRA16S264 | FRA16S226 | FRA16S242 | FRA16S245 | FRA16S244 | FRA15S144 | FRA15S133 | FRA15S131 | FRA16S234 | FRA15S162 | FRA15S148 | FRA15S129 | FRA16S260 | FRA16S222 | FRA16S236 | FRA15S161 | FRA15S145 | FRA15S125 | FRA16S232 | FRA16S220 | FRA15S164 | FRA15S153 | FRA15S149 | FRA16S263 | FRA16S253 | FRA16S221 | FRA16S240 | FRA16S216 | FRA16S252 | FRA16S238 | FRA16S247 | FRA15S207 | FRA15S167 | FRA15S163 | FRA15S160 | FRA15S156 | FRA15S140 | FRA16S230 | FRA16S213 | FRA16S265 | FRA16S228 | FRA16S225 | FRA16S223 | FRA16S241 | FRA16S217 | FRA15S143 | FRA15S139 | FRA15S128 | FRA16S219 | FRA16S261 | FRA16S259 | FRA16S255,Project,,
DEFRA,EA,13/06/2013,Construction,NW Capital WiP,CT Construction Ltd,1189799,"£70,407.92","Rydings reservoir works, Rochdale",SK23 6AR,,30239770,IMNW000346,Project,,
DEFRA,EA,13/06/2013,Construction,SE KSL - FCRM Ops South,Enterprise Managed Services Ltd,1190087,"£34,471.20","Minor bridge works: urgent repairs to damaged structures, South East region",PR26 6TX,,,,Administration,,
DEFRA,EA,11/06/2013,Construction,NE Capital WiP,Esh Construction Ltd,1186419,"£26,512.51",Broughton Bridge revetment,DH6 5PF,,30204740,IMNE640089,Project,,
DEFRA,EA,20/06/2013,Construction,NE Capital WiP,Esh Construction Ltd,1190894,"£26,663.11",Buttercrambe fish pass works,DH6 5PF,,30204740,IMNE430004,Project,,
DEFRA,EA,04/06/2013,Construction,NE Capital WiP,Esh Construction Ltd,1186418,"£31,320.06","Minor civil engineering works, Primrose Hill",DH6 5PF,,30204740,IMNE640083,Project,,
DEFRA,EA,20/06/2013,Construction,National Accomodation Change Fund,Esh Construction Ltd,1191642,"£105,678.00","Refurbishment works to Spurrier House, Leyland, Lancashire",DH6 5PF,,30378826,HORES00045,Project,,
DEFRA,EA,20/06/2013,Construction,NE Yorkshire - FCRM Ops W&SY,Esh Construction Ltd,1190895,"£28,632.12","Removal of existing damaged roof, scafffold including design and encapsulation, installation of new roof.  Kirk Sandall.",DH6 5PF,,30204740,NRNE793047,Project,,
DEFRA,EA,25/06/2013,Construction,NE Capital WiP,Galliford Try Infrastructure Ltd,1178241,"£48,979.48",Adwick Gauging Weir fish pass works,LE10 3JF,,30142734,IMNE960003,Project,,
DEFRA,EA,04/06/2013,Construction,NW Capital WiP,Galliford Try Infrastructure Ltd,1185813,"£58,156.26",Chorlton Brook culvert reconditioning,LE10 3JF,,30142734,IMNW000448,Project,,
DEFRA,EA,06/06/2013,Construction,NW Capital WiP,Galliford Try Infrastructure Ltd,1184202,"£48,409.63",Fine Jane Pumping Station - refurbishment project,LE10 3JF,,30142734,IMNW000415 | IMNW000884,Project,,
DEFRA,EA,13/06/2013,Construction,MI Capital WiP,Galliford Try Infrastructure Ltd,1177643,"£109,585.32",Midlands regional improvement for fish passage pilot schemes,LE10 3JF,,30142734,IMMI001259,Project,,
DEFRA,EA,20/06/2013,Construction,NW Capital WiP,Galliford Try Infrastructure Ltd,1190789,"£136,266.37",Rock armour stabilisation to the banks of the River Irwell,LE10 3JF,,30142734,IMNW000884,Project,,
DEFRA,EA,25/06/2013,Construction,AN Capital WiP,Galliford Try Infrastructure Ltd,1192052,"£116,390.18",Water Framework Directive Anglian regional fish and eel pass programme - Phase 1,LE10 3JF,,30142734,IMAN002512,Project,,
DEFRA,EA,13/06/2013,Construction,AN Capital WiP,Galliford Try Infrastructure Ltd,1190809,"£192,580.87",Water Framework Directive Anglian regional fish and eel pass progamme - Phase 1,LE10 3JF,,30142734,IMAN002512,Project,,
DEFRA,EA,11/06/2013,Construction,SE Capital WiP,Halcrow Group Ltd,1188695,"£119,999.87",Closed Circuit Television culvert surveys ,SN4 0QD,,30071913,IMSE500086,Project,,
DEFRA,EA,13/06/2013,Construction,NE Capital WiP,Halcrow Group Ltd,1188689,"£28,666.20",Humber Estuary assessment of flood storage schemes ,SN4 0QD,,30071913,IMNE000830,Project,,
DEFRA,EA,11/06/2013,Construction,SE Capital WiP,Halcrow Group Ltd,1188636,"£126,213.18",Littlehampton Arun tidal defence east bank,SN4 0QD,,30071913,IMSO001021,Project,,
DEFRA,EA,11/06/2013,Construction,NE Capital WiP,Halcrow Group Ltd,1188696,"£31,946.64",Lower Todmorden and Walsden water flood alleviation scheme,SN4 0QD,,30071913,IMNE000616,Project,,
DEFRA,EA,11/06/2013,Construction,NE Capital WiP,Halcrow Group Ltd,1188719,"£94,213.22",Morpeth flood alleviation scheme,SN4 0QD,,30071913,IMNE000794,Project,,
DEFRA,EA,11/06/2013,Construction,NW Capital WiP,Halcrow Group Ltd,1188801,"£59,072.15","River Mersey, Warrington flood alleviation scheme",SN4 0QD,,30071913,IMNW000699,Project,,
DEFRA,EA,11/06/2013,Construction,SE Capital WiP,Halcrow Group Ltd,1188667,"£44,961.94",Salmons Brook flood alleviation scheme,SN4 0QD,,30071913,IMTH000620,Project,,
DEFRA,EA,11/06/2013,Construction,SE Capital WiP,Halcrow Group Ltd,1188624,"£25,543.10",Sandwich Bay sea defence works,SN4 0QD,,30071913,IMSO001056,Project,,
DEFRA,EA,11/06/2013,Construction,SE Capital WiP,Halcrow Group Ltd,1188587,"£134,621.11",Sandwich Town tidal defence scheme,SN4 0QD,,30071913,IMSO001057,Project,,
DEFRA,EA,11/06/2013,Construction,SE Capital WiP,Halcrow Group Ltd,1188563,"£34,256.90","Southern Waterways package, Teston Lock, Teston canoe and fish pass and East Farleigh lock works",SN4 0QD,,30071913,IMSO000841,Project,,
DEFRA,EA,11/06/2013,Construction,SW Capital WiP,Halcrow Group Ltd,1188533,"£32,074.48",Steart coastal management project ,SN4 0QD,,30071913,IMSW001389,Project,,
DEFRA,EA,13/06/2013,Construction,MI Capital WiP,Halcrow Group Ltd,1189494,"£57,037.45",Tame - Perry Bar -  specialist surveys,SN4 0QD,,30071913,IMMI001305,Project,,
DEFRA,EA,11/06/2013,Construction,MI Capital WiP,Halcrow Group Ltd,1188763,"£81,976.69",Tame project appraisal work,SN4 0QD,,30071913,IMMI000978,Project,,
DEFRA,EA,11/06/2013,Construction,SW Capital WiP,Halcrow Group Ltd,1188538,"£40,211.83",Water Framework Directive at Exeter flood defence scheme,SN4 0QD,,30071913,IMSW001349,Project,,
DEFRA,EA,11/06/2013,Construction,AN Capital WiP,HaskoningDHV UK Ltd,1187979,"£30,948.53",Chelmsford flood alleviation scheme,PE3 8DW,,30071934,IMAN001326,Project,,
DEFRA,EA,11/06/2013,Construction,SE Capital WiP,HaskoningDHV UK Ltd,1188014,"£31,571.34",Haydon Wick Brook flood alleviation scheme,PE3 8DW,,30071934,IMTH001574,Project,,
DEFRA,EA,11/06/2013,Construction,NE Yorkshire - FCRM W&SY,HaskoningDHV UK Ltd,1188121,"£33,796.90",Hensall barrier bank works,PE3 8DW,,30071934,EXNE000019,Project,,
DEFRA,EA,06/06/2013,Construction,AN Capital WiP,HaskoningDHV UK Ltd,1180859,"£30,000.00",Historic Hydrometry chart capture (flood hazard mapping) work ,PE3 8DW,,30071934,IMAN002161,Project,,
DEFRA,EA,11/06/2013,Construction,AN Capital WiP,HaskoningDHV UK Ltd,1187975,"£43,097.22",Impacts of existing flood risk and provision of consultation support on Reservoir Whittlesey Washes ,PE3 8DW,,30071934,IMAN001790,Project,,
DEFRA,EA,11/06/2013,Construction,AN Capital WiP,HaskoningDHV UK Ltd,1187973,"£32,932.87",Lincshore 2010-15 beach nourishment work,PE3 8DW,,30071934,IMAN001844,Project,,
DEFRA,EA,06/06/2013,Construction,SE Capital WiP,Interserve Construction Ltd,1186953,"£33,568.78",Roaring Gutter island track repairs and additional top soil,UB8 2XL,,30343171,IMSE100185,Project,,
DEFRA,EA,04/06/2013,Construction,SE Capital WiP,Jackson Civil Engineering Ltd,1185380,"£29,572.57",Abingdon chamber lock refurbishment,IP1 5LT,,30142731,IMTH001555,Project,,
DEFRA,EA,11/06/2013,Construction,AN Capital WiP,Jackson Civil Engineering Ltd,1184092,"£131,738.47",Chelmer Village flood alleviation scheme,IP1 5LT,,30142731,IMAN001218 | IMAN001326,Project,,
DEFRA,EA,25/06/2013,Construction,NE Capital WiP,Jackson Civil Engineering Ltd,1191810,"£128,878.54","Construction services, Mill Beck, Market Weighton",IP1 5LT,,30204737,IMNE000141,Project,,
DEFRA,EA,04/06/2013,Construction,AN Capital WiP,Jackson Civil Engineering Ltd,1184682,"£255,371.10",Grimsby flood alleviation scheme,IP1 5LT,,30142731,IMAN001995,Project,,
DEFRA,EA,11/06/2013,Construction,AN Capital WiP,Jackson Civil Engineering Ltd,1187457,"£58,079.62",Investigative works and detailed design on Ipswich flood defence scheme cable diversion,IP1 5LT,,30142731,IMAN001218,Project,,
DEFRA,EA,04/06/2013,Construction,NE Capital WiP,Jackson Civil Engineering Ltd,1185440,"£171,001.70","Minor construction works at Mill Beck, Market Weighton",IP1 5LT,,30204737,IMNE000141,Project,,
DEFRA,EA,04/06/2013,Construction,SE Capital WiP,Jackson Civil Engineering Ltd,1185780,"£124,236.85","Paddle and Rymers Weir, Goring Rushey and Streatly Weir replacements",IP1 5LT,,30142731,IMSE100073,Project,,
DEFRA,EA,20/06/2013,Construction,SE Capital WiP,Jackson Civil Engineering Ltd,1191484,"£199,067.71","Paddle and Rymers Weir, Goring Rushey and Streatly Weir replacements",IP1 5LT,,30142731,IMSE100073,Project,,
DEFRA,EA,13/06/2013,Construction,AN Capital WiP,Jackson Civil Engineering Ltd,1189344,"£151,190.56",River Nene lock inspections,IP1 5LT,,30142731,IMAN001517,Project,,
DEFRA,EA,25/06/2013,Construction,SE Capital WiP,Jackson Civil Engineering Ltd,1192341,"£445,889.53",Sandwich tidal defences ,IP1 5LT,,30142731,IMSO001057,Project,,
DEFRA,EA,13/06/2013,Construction,MI Capital WiP,Jackson Civil Engineering Ltd,1187995,"£57,136.38",Shropshire groundwater phase - revised drilling methodology at Clive Mine borehole due to ground conditions encountered; revised pump lowering works at eight properties,IP1 5LT,,30142731,IMMI000557,Project,,
DEFRA,EA,13/06/2013,Construction,SE Capital WiP,Jackson Civil Engineering Ltd,1187458,"£204,913.67",South East asset reconditioning programme and small projects,IP1 5LT,,30142731,IMSE100197,Project,,
DEFRA,EA,25/06/2013,Construction,AN Capital WiP,Jackson Civil Engineering Ltd,1189866,"£43,633.24",St. Ives lock refurbishment,IP1 5LT,,30142731,IMAN001762,Project,,
DEFRA,EA,20/06/2013,Construction,SE Capital WiP,Jackson Civil Engineering Ltd,1191058,"£231,112.80",Tanners Brook restoration silt removal and disposal of unsuitable saturated material from site. ,IP1 5LT,,30142731,IMSO000680,Project,,
DEFRA,EA,18/06/2013,Construction,SE Capital WiP,Jackson Civil Engineering Ltd,1184365,"£159,217.13","Tanners Brook restoration works, Southampton ",IP1 5LT,,30142731,IMSO000680,Project,,
DEFRA,EA,11/06/2013,Construction,NW Capital WiP,Jacobs UK Ltd,1189035,"£83,327.34","River Mersey, Warrington flood alleviation scheme",G2 7HX,,30072261,IMNW000699,Project,,
DEFRA,EA,06/06/2013,Construction,SE Capital WiP,Jacobs UK Ltd,1187379,"£135,305.90",Site supervision services in relation to Medmerry managed realignment,G2 7HX,,30072261,IMSO001023,Project,,
DEFRA,EA,04/06/2013,Construction,SE Kent & South London - AEM South,Land & Water Services Ltd,1185988,"£26,885.32",River Medway Navigation 2013 dredging programme,GU5 9AF,,30373397,,Administration,,
DEFRA,EA,18/06/2013,Construction,FM Operating Unit - Northern,Mitie Tilley Roofing Ltd,1189545,"£33,670.80",Completion of roofing works at Tickton Depot,NE20 9SD,,,,Administration,,
DEFRA,EA,18/06/2013,Construction,NE Capital WiP,Northern Gas Networks Ltd,1190964,"£72,114.56",Northern Gas Networks to provide gas main diversion at Mill Beck reservoir,LS15 8TU,,,IMNE000141,Project,,
DEFRA,EA,06/06/2013,Construction,NW Capital WiP,OnSite Central Ltd,1186505,"£28,877.78",Closed Circuit Television culvert inspection and clearance services,WR3 8TJ,,30319000,IMNW000344,Project,,
DEFRA,EA,04/06/2013,Construction,NW Ambition Project Manager,Ove Arup & Partners Ltd,1185630,"£138,529.78",North West fish pass works,NE1 3PL,,30072279,RENW002063,Project,,
DEFRA,EA,06/06/2013,Construction,SE Capital WiP,Pevensey Coastal Defence Ltd,1187028,"£146,655.85",Pevensey Bay sea defences,PO15 5SS,,,IMSO000584,Project,,
DEFRA,EA,06/06/2013,Construction,SE Capital WiP,Team Van Oord,1187308,"£294,688.25",Medmerry managed realignment assessment,RG14 5QS,,30142735,IMSO001023,Project,,
DEFRA,EA,18/06/2013,Construction,SE Capital WiP,Team Van Oord,1187309,"£58,291.97",Molesey Weir lock chamber refurbishment,RG14 5QS,,30142735,IMSE100069,Project,,
DEFRA,EA,25/06/2013,Construction,SW Capital WiP,Team Van Oord,1193173,"£573,055.20",Steart Coastal Management Project for early mitigation works,RG14 5QS,,30142735,IMSW001389,Project,,
DEFRA,EA,25/06/2013,Construction,E and B Regulated Industry,TRL Ltd,1192991,"£42,864.07","Incinerator, Bottom Ash Aggregate field trials",RG40 3GA,,,EBPRI11016,Project,,
DEFRA,EA,04/06/2013,Construction,SE Capital WiP,Turner & Townsend Project Management,1181077,"£77,065.80",Thames Estuary 2100 - Phase 1 programme ,LS18 4CH,,30314194,IMSE500060,Project,,
DEFRA,EA,25/06/2013,Construction,NE Capital WiP,Volkerstevin Ltd,1192536,"£99,551.88",Barnard Castle weir works,EN11 9BX,,30142737,IMNE000092,Project,,
DEFRA,EA,13/06/2013,Construction,NE Capital WiP,Volkerstevin Ltd,1185343,"£144,041.68",Barnard Castle weir works,EN11 9BX,,30142737,IMNE000092,Project,,
DEFRA,EA,06/06/2013,Construction,NW Capital WiP,Volkerstevin Ltd,1186870,"£154,192.03",Bedford pumping station works,EN11 9BX,,30142737,IMNW000745,Project,,
DEFRA,EA,13/06/2013,Construction,NW Capital WiP,Volkerstevin Ltd,1189193,"£121,674.46",Clarington Brook culvert works,EN11 9BX,,30142737,IMNW000423,Project,,
DEFRA,EA,06/06/2013,Construction,NW Capital WiP,Volkerstevin Ltd,1185691,"£26,953.97",Cockermouth flood alleviation scheme,EN11 9BX,,30142737,IMNW000190,Project,,
DEFRA,EA,25/06/2013,Construction,NW Capital WiP,Volkerstevin Ltd,1192545,"£120,000.36",Cockermouth Town flood alleviation scheme,EN11 9BX,,30142737,IMNW000190,Project,,
DEFRA,EA,20/06/2013,Construction,SE Capital WiP,Volkerstevin Ltd,1190531,"£54,040.99",Dartford Creek barrier security works,EN11 9BX,,30142737,IMSE500048,Project,,
DEFRA,EA,06/06/2013,Construction,NW Ambition Project Manager,Volkerstevin Ltd,1178986,"£98,170.36",North West reconditioning programme - New Mill Beck ,EN11 9BX,,30142737,RENW001929,Project,,
DEFRA,EA,20/06/2013,Construction,SE Capital WiP,Volkerstevin Ltd,1191728,"£221,416.67",Salmons Brook flood alleviation scheme,EN11 9BX,,30142737,IMTH000620,Project,,
DEFRA,EA,25/06/2013,Construction,SE Capital WiP,Volkerstevin Ltd,1192542,"£38,267.59",Thames Barrier drive equipment,EN11 9BX,,30142737,IMTH001493,Project,,
DEFRA,EA,13/06/2013,Construction,NE Capital WiP,Volkerstevin Ltd,1189896,"£277,196.59",Todmorden flood alleviation scheme,EN11 9BX,,30142737,IMNE000616,Project,,
DEFRA,EA,25/06/2013,Construction,AN Capital WiP,Volkerstevin Ltd,1190921,"£70,266.86",Wixoe pumping station works,EN11 9BX,,30142737,IMAN002402,Project,,
DEFRA,EA,18/06/2013,Construction,AN Capital WiP,VSL Systems UK Ltd,1190884,"£26,735.71",Mobilisation including provision and maintenance of site cabins,LU1 5AT,,,IMAN002514,Project,,
DEFRA,EA,20/06/2013,Construction,SE Capital WiP,Westminster Dredging  Dean & Dyball JV,1191182,"£25,345.20",Sandwich Bay defences project,PO15 5SS,,30142738,IMSO001056,Project,,
