ENTITY,DATE,EXPENSE AREA ,EXPENSE TYPE,SUPPLIER,TRANSACTION_NUMBER,AMOUNT
HMCS,25-Mar-11,CZ999-South East Region,532603-TA GBV Add CIS Labour Costs,EUROPEAN ASBESTOS SERVICES,1540051,"Ł40,968.00"
HMCS,25-Mar-11,BZ999-London Region,532603-TA GBV Add CIS Labour Costs,21ST CENTURY LIFTS LTD,1539775,"Ł66,164.28"
HMCS,25-Mar-11,BZ999-London Region,532603-TA GBV Add CIS Labour Costs,SIS SECURITY LTD,347389,"Ł27,363.60"
HMCS,25-Mar-11,CZ999-South East Region,532603-TA GBV Add CIS Labour Costs,TROJAN ROSE LTD,1540602,"Ł59,174.84"
HMCS,25-Mar-11,BZ999-London Region,532603-TA GBV Add CIS Labour Costs,PARKERAY LTD,1540400,"Ł27,188.69"
HMCS,25-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,SITEC INTERIORS LTD,1540533,"Ł298,425.78"
HMCS,25-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,DH FATHERS LTD,1540004,"Ł441,730.22"
HMCS,25-Mar-11,BZ999-London Region,532603-TA GBV Add CIS Labour Costs,BRITSPACE MODULAR BUILDINGS LIMITED,1539880,"Ł375,662.58"
HMCS,30-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,REIRSE RYAN LTD,1547771,"Ł55,734.53"
HMCS,30-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1547562,"Ł294,620.39"
HMCS,30-Mar-11,CZ999-South East Region,532603-TA GBV Add CIS Labour Costs,NEEDHAM (BULDING CONTRACTORS) LTD,1547602,"Ł26,240.75"
HMCS,30-Mar-11,IZ999-RCJ Group,532603-TA GBV Add CIS Labour Costs,VINSTRATA BUILDERS (LONDON) LTD,1548080,"Ł50,778.32"
HMCS,30-Mar-11,CZ999-South East Region,532603-TA GBV Add CIS Labour Costs,VINSTRATA BUILDERS (LONDON) LTD,1548080,"Ł105,833.15"
HMCS,30-Mar-11,GZ999-North West Region,532603-TA GBV Add CIS Labour Costs,DH FATHERS LTD,1546977,"Ł76,227.85"
HMCS,30-Mar-11,GZ999-North West Region,532603-TA GBV Add CIS Labour Costs,CARILLION PLANNED MAINTENANCE,1546816,"Ł45,763.99"
HMCS,30-Mar-11,GZ999-North West Region,532603-TA GBV Add CIS Labour Costs,CARILLION PLANNED MAINTENANCE,1546816,"Ł40,825.80"
HMCS,30-Mar-11,BZ999-London Region,532603-TA GBV Add CIS Labour Costs,QUINN LONDON LTD,1547734,"Ł169,565.62"
HMCS,30-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,DH FATHERS LTD,1546977,"Ł109,218.29"
HMCS,30-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,DH FATHERS LTD,1546977,"Ł137,457.37"
HMCS,30-Mar-11,GZ999-North West Region,532603-TA GBV Add CIS Labour Costs,DH FATHERS LTD,1546977,"Ł34,517.75"
HMCS,30-Mar-11,CZ999-South East Region,532603-TA GBV Add CIS Labour Costs,DH FATHERS LTD,1546977,"Ł316,573.56"
HMCS,30-Mar-11,GZ999-North West Region,532603-TA GBV Add CIS Labour Costs,ERIC CHARLESWORTH  LTD,1547042,"Ł45,600.00"
HMCS,30-Mar-11,CZ999-South East Region,532603-TA GBV Add CIS Labour Costs,SIS SECURITY LTD,348589,"Ł53,112.00"
HMCS,30-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,DH FATHERS LTD,1546977,"Ł221,420.45"
HMCS,30-Mar-11,CZ999-South East Region,532603-TA GBV Add CIS Labour Costs,BASTION SECURITY INSTALLATIONS,1546675,"Ł56,212.80"
HMCS,30-Mar-11,CZ999-South East Region,532603-TA GBV Add CIS Labour Costs,VINSTRATA BUILDERS (LONDON) LTD,1548080,"Ł54,097.67"
HMCS,30-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,REIRSE RYAN LTD,1547771,"Ł61,074.48"
HMCS,30-Mar-11,BZ999-London Region,532603-TA GBV Add CIS Labour Costs,MCDOWALL AIR CONDITIONING (UK) LTD,1547510,"Ł417,776.84"
HMCS,30-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,AXIS ELEVATORS LTD,1546650,"Ł74,246.10"
HMCS,30-Mar-11,GZ999-North West Region,532603-TA GBV Add CIS Labour Costs,DH FATHERS LTD,1546977,"Ł46,984.09"
HMCS,30-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,ALL SECURITY SYSTEMS LTD,1546603,"Ł111,668.52"
HMCS,30-Mar-11,GZ999-North West Region,532603-TA GBV Add CIS Labour Costs,GARSIDE & LAYCOCK LTD,1547108,"Ł42,896.81"
HMCS,30-Mar-11,GZ999-North West Region,532603-TA GBV Add CIS Labour Costs,GARSIDE & LAYCOCK LTD,1547108,"Ł198,448.50"
HMCS,30-Mar-11,BZ999-London Region,532603-TA GBV Add CIS Labour Costs,SYKES & SON LTD,1547979,"Ł44,880.00"
HMCS,30-Mar-11,HZ999-North East and Yorkshire,532603-TA GBV Add CIS Labour Costs,BROADSTONE GROUP LTD,1546752,"Ł33,043.63"
HMCS,30-Mar-11,GZ999-North West Region,532603-TA GBV Add CIS Labour Costs,CARILLION PLANNED MAINTENANCE,1546816,"Ł36,177.04"
HMCS,30-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1547562,"Ł48,000.00"
HMCS,30-Mar-11,IZ999-RCJ Group,532603-TA GBV Add CIS Labour Costs,ROLFE CONTRACTING LTD,1547805,"Ł44,974.58"
HMCS,30-Mar-11,EZ999-Wales Region,532603-TA GBV Add CIS Labour Costs,LORNE STEWART PLC,1547446,"Ł57,507.24"
HMCS,30-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,MCDOWALL AIR CONDITIONING (UK) LTD,1547510,"Ł255,078.62"
HMCS,30-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,REIRSE RYAN LTD,1547771,"Ł39,801.60"
HMCS,31-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,KERSHAW MECHANICAL SERVICES LTD,1548472,"Ł36,155.88"
HMCS,31-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,SITEC INTERIORS LTD,1549373,"Ł69,518.40"
HMCS,31-Mar-11,BZ999-London Region,532603-TA GBV Add CIS Labour Costs,SYKES & SON LTD,1549398,"Ł43,630.25"
HMCS,31-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,M W CRIPWELL LTD,1548498,"Ł176,776.79"
HMCS,31-Mar-11,BZ999-London Region,532603-TA GBV Add CIS Labour Costs,NORLAND MANAGED SERVICES LTD,1548542,"Ł232,107.60"
HMCS,31-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,REIRSE RYAN LTD,1549336,"Ł111,710.40"
HMCS,31-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,SITEC INTERIORS LTD,1549373,"Ł27,738.28"
HMCS,31-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,DH FATHERS LTD,1548340,"Ł146,212.80"
HMCS,31-Mar-11,BZ999-London Region,532603-TA GBV Add CIS Labour Costs,NORLAND MANAGED SERVICES LTD,1548542,"Ł39,023.86"
HMCS,04-Mar-11,AV329-CP-Mag. Courts Operational Bus.sys,532604-DISC-IT Software Dev in Course of C,LOGICA UK LTD,1514880,"Ł89,528.96"
HMCS,04-Mar-11,AV329-CP-Mag. Courts Operational Bus.sys,532604-DISC-IT Software Dev in Course of C,LOGICA UK LTD,1514880,"Ł26,160.00"
HMCS,16-Mar-11,AV322-CP Change Management SUPS,532604-DISC-IT Software Dev in Course of C,LOGICA UK LTD,1529140,"Ł57,159.60"
HMCS,16-Mar-11,AV322-CP Change Management SUPS,532604-DISC-IT Software Dev in Course of C,LOGICA UK LTD,1529140,"Ł42,000.00"
HMCS,18-Mar-11,AV329-CP-Mag. Courts Operational Bus.sys,532604-DISC-IT Software Dev in Course of C,LOGICA UK LTD,1531802,"Ł53,082.00"
HMCS,18-Mar-11,AV329-CP-Mag. Courts Operational Bus.sys,532604-DISC-IT Software Dev in Course of C,LOGICA UK LTD,1531802,"Ł70,064.40"
HMCS,23-Mar-11,AV329-CP-Mag. Courts Operational Bus.sys,532604-DISC-IT Software Dev in Course of C,LOGICA UK LTD,1537703,"Ł53,532.83"
HMCS,25-Mar-11,AV329-CP-Mag. Courts Operational Bus.sys,532604-DISC-IT Software Dev in Course of C,LOGICA UK LTD,1540268,"Ł77,610.46"
HMCS,25-Mar-11,AV329-CP-Mag. Courts Operational Bus.sys,532604-DISC-IT Software Dev in Course of C,LOGICA UK LTD,1540268,"Ł119,767.14"
HMCS,25-Mar-11,AV329-CP-Mag. Courts Operational Bus.sys,532604-DISC-IT Software Dev in Course of C,LOGICA UK LTD,1540268,"Ł114,741.02"
HMCS,25-Mar-11,AV329-CP-Mag. Courts Operational Bus.sys,532604-DISC-IT Software Dev in Course of C,LOGICA UK LTD,1540268,"Ł64,546.80"
HMCS,31-Mar-11,AV327-CP E-Working Project,532605-DISC-IT Hardware in Course of Const,ATOS ORIGIN IT SERVICES UK LTD,1548225,"Ł178,696.80"
HMCS,04-Mar-11,AV329-CP-Mag. Courts Operational Bus.sys,532805-IA GBV - Add - VAT Recoverable - IA AUC,LOGICA UK LTD,1514880,"Ł55,224.00"
HMCS,16-Mar-11,AV322-CP Change Management SUPS,532805-IA GBV - Add - VAT Recoverable - IA AUC,LOGICA UK LTD,1529140,"Ł68,754.00"
HMCS,16-Mar-11,AV322-CP Change Management SUPS,532805-IA GBV - Add - VAT Recoverable - IA AUC,LOGICA UK LTD,1529140,"Ł34,584.00"
HMCS,18-Mar-11,AV329-CP-Mag. Courts Operational Bus.sys,532805-IA GBV - Add - VAT Recoverable - IA AUC,LOGICA UK LTD,1531802,"Ł102,055.09"
HMCS,23-Mar-11,AV329-CP-Mag. Courts Operational Bus.sys,532805-IA GBV - Add - VAT Recoverable - IA AUC,LOGICA UK LTD,1537703,"Ł72,385.66"
HMCS,23-Mar-11,AV329-CP-Mag. Courts Operational Bus.sys,532805-IA GBV - Add - VAT Recoverable - IA AUC,LOGICA UK LTD,1537703,"Ł307,127.42"
HMCS,23-Mar-11,AV329-CP-Mag. Courts Operational Bus.sys,532805-IA GBV - Add - VAT Recoverable - IA AUC,LOGICA UK LTD,1537703,"Ł29,200.80"
HMCS,23-Mar-11,AV329-CP-Mag. Courts Operational Bus.sys,532805-IA GBV - Add - VAT Recoverable - IA AUC,LOGICA UK LTD,1537703,"Ł44,481.60"
HMCS,23-Mar-11,AV329-CP-Mag. Courts Operational Bus.sys,532805-IA GBV - Add - VAT Recoverable - IA AUC,LOGICA UK LTD,1537703,"Ł82,177.20"
HMCS,30-Mar-11,AV329-CP-Mag. Courts Operational Bus.sys,532805-IA GBV - Add - VAT Recoverable - IA AUC,LOGICA UK LTD,1547442,"Ł44,379.19"
HMCS,31-Mar-11,AV329-CP-Mag. Courts Operational Bus.sys,532805-IA GBV - Add - VAT Recoverable - IA AUC,LOGICA UK LTD,1548493,"Ł52,485.60"
HMCS,02-Mar-11,GZ999-North West Region,610344-Neopost Deposit,NEOPOST LTD,1512146,"Ł128,924.00"
HMCS,02-Mar-11,GZ999-North West Region,610344-Neopost Deposit,NEOPOST LTD,1512146,"Ł134,775.00"
HMCS,16-Mar-11,GZ999-North West Region,610344-Neopost Deposit,NEOPOST LTD,1529273,"Ł135,335.00"
HMCS,18-Mar-11,GZ999-North West Region,610344-Neopost Deposit,NEOPOST LTD,1531876,"Ł119,754.00"
HMCS,25-Mar-11,GZ999-North West Region,610344-Neopost Deposit,NEOPOST LTD,1540363,"Ł127,448.00"
HMCS,02-Mar-11,GZ999-North West Region,610430-Rent Prepayment Control Account,PHILIP J DAVIES (HOLDINGS) PLC,1512689,"Ł68,100.00"
HMCS,02-Mar-11,CZ999-South East Region,610430-Rent Prepayment Control Account,DURKAN ESTATES LTD,1511701,"Ł85,500.00"
HMCS,02-Mar-11,CZ999-South East Region,610430-Rent Prepayment Control Account,CBRE CB RICHARD ELLIS,1511561,"Ł45,000.00"
HMCS,02-Mar-11,CZ999-South East Region,610430-Rent Prepayment Control Account,CBRE CB RICHARD ELLIS,1511561,"Ł83,333.40"
HMCS,02-Mar-11,CZ999-South East Region,610430-Rent Prepayment Control Account,CBRE CB RICHARD ELLIS,1511562,"Ł126,533.70"
HMCS,02-Mar-11,EZ999-Wales Region,610430-Rent Prepayment Control Account,LONDON & CAPITAL PROPERTIES LTD,1512027,"Ł223,662.60"
HMCS,02-Mar-11,FZ999-Midlands Region,610430-Rent Prepayment Control Account,LONDON & CAPITAL PROPERTIES LTD,1512027,"Ł232,446.52"
HMCS,02-Mar-11,FZ999-Midlands Region,610430-Rent Prepayment Control Account,EDDISONS,1511709,"Ł72,500.00"
HMCS,02-Mar-11,FZ999-Midlands Region,610430-Rent Prepayment Control Account,BOND WOLFE ASSETS LTD,1511486,"Ł62,514.24"
HMCS,02-Mar-11,FZ999-Midlands Region,610430-Rent Prepayment Control Account,WARWICKSHIRE COUNTY COUNCIL,1512968,"Ł30,000.00"
HMCS,02-Mar-11,DZ999-South West Region,610430-Rent Prepayment Control Account,MAPELEY BETA ACQUISITION CO LTD,1512048,"Ł56,550.00"
HMCS,02-Mar-11,FZ999-Midlands Region,610430-Rent Prepayment Control Account,EVANS EASYSPACE LTD,1511730,"Ł49,318.50"
HMCS,04-Mar-11,CZ999-South East Region,610430-Rent Prepayment Control Account,SYNERGY HUNTINGDON TRUSTEE LTD,1515201,"Ł367,365.22"
HMCS,04-Mar-11,HZ999-North East and Yorkshire,610430-Rent Prepayment Control Account,MPS2 LTD,1514955,"Ł47,190.00"
HMCS,04-Mar-11,CZ999-South East Region,610430-Rent Prepayment Control Account,STANDARD LIFE INVESTMENTS,1515177,"Ł205,747.92"
HMCS,04-Mar-11,FZ999-Midlands Region,610430-Rent Prepayment Control Account,COLLINGWOOD RIGBY,1514597,"Ł1,172,535.60"
HMCS,04-Mar-11,GZ999-North West Region,610430-Rent Prepayment Control Account,SAVILLS COMMERCIAL LTD,1515121,"Ł131,284.50"
HMCS,04-Mar-11,BZ999-London Region,610430-Rent Prepayment Control Account,EDDISONS,1514671,"Ł54,000.00"
HMCS,04-Mar-11,GZ999-North West Region,610430-Rent Prepayment Control Account,LONDON & CAPITAL PROPERTIES LTD,1514881,"Ł156,316.82"
HMCS,04-Mar-11,GZ999-North West Region,610430-Rent Prepayment Control Account,LONDON & CAPITAL PROPERTIES LTD,1514881,"Ł151,360.45"
HMCS,04-Mar-11,GZ999-North West Region,610430-Rent Prepayment Control Account,LAMBERT SMITH HAMPTON,1514865,"Ł31,146.90"
HMCS,04-Mar-11,CZ999-South East Region,610430-Rent Prepayment Control Account,MAYFIELD ASSET & PROPERTY MANAGEMENT,1514904,"Ł25,535.03"
HMCS,04-Mar-11,GZ999-North West Region,610430-Rent Prepayment Control Account,LONDON & CAPITAL PROPERTIES LTD,1514881,"Ł155,695.18"
HMCS,04-Mar-11,CZ999-South East Region,610430-Rent Prepayment Control Account,AYLESBURY CONSERVATIVES,1514457,"Ł38,750.00"
HMCS,04-Mar-11,IZ999-RCJ Group,610430-Rent Prepayment Control Account,EDDISONS,1514671,"Ł33,942.25"
HMCS,09-Mar-11,HZ999-North East and Yorkshire,610430-Rent Prepayment Control Account,SANDERSON WEATHERALL,1521504,"Ł35,617.28"
HMCS,09-Mar-11,DZ999-South West Region,610430-Rent Prepayment Control Account,STANDARD LIFE INVESTMENTS,1521578,"Ł256,722.86"
HMCS,09-Mar-11,EZ999-Wales Region,610430-Rent Prepayment Control Account,LAMBERT SMITH HAMPTON,1520289,"Ł26,520.00"
HMCS,09-Mar-11,DZ999-South West Region,610430-Rent Prepayment Control Account,THE EXILARCH'S FOUNDATION,1521616,"Ł150,000.00"
HMCS,09-Mar-11,GZ999-North West Region,610430-Rent Prepayment Control Account,HURSTWOOD PROPERTIES (R) LTD,1520218,"Ł32,164.13"
HMCS,09-Mar-11,CZ999-South East Region,610430-Rent Prepayment Control Account,ALLIANZ MANAGEMENT SERVICES,1519738,"Ł34,240.50"
HMCS,09-Mar-11,CZ999-South East Region,610430-Rent Prepayment Control Account,SUFFOLKLIFE,1521595,"Ł32,593.00"
HMCS,09-Mar-11,CZ999-South East Region,610430-Rent Prepayment Control Account,GDPP,1520105,"Ł70,950.00"
HMCS,09-Mar-11,DZ999-South West Region,610430-Rent Prepayment Control Account,SCOTTISH WIDOWS PLC,1521514,"Ł633,750.00"
HMCS,09-Mar-11,FZ999-Midlands Region,610430-Rent Prepayment Control Account,PRICEWATERHOUSE COOPERS LLP,1521427,"Ł149,745.90"
HMCS,09-Mar-11,FZ999-Midlands Region,610430-Rent Prepayment Control Account,PRICEWATERHOUSE COOPERS LLP,1521427,"Ł139,596.90"
HMCS,09-Mar-11,FZ999-Midlands Region,610430-Rent Prepayment Control Account,PRICEWATERHOUSE COOPERS LLP,1521427,"Ł149,745.90"
HMCS,09-Mar-11,FZ999-Midlands Region,610430-Rent Prepayment Control Account,HOWELL BROOKS,1520211,"Ł126,690.90"
HMCS,09-Mar-11,HZ999-North East and Yorkshire,610430-Rent Prepayment Control Account,MORDEN COLLEGE,1520425,"Ł57,450.00"
HMCS,09-Mar-11,DZ999-South West Region,610430-Rent Prepayment Control Account,MAYBROOK PROPERTIES LTD,1520381,"Ł60,945.01"
HMCS,09-Mar-11,DZ999-South West Region,610430-Rent Prepayment Control Account,RATCLIFFES,1521443,"Ł93,136.50"
HMCS,09-Mar-11,BZ999-London Region,610430-Rent Prepayment Control Account,JOHN & SANDRA JOSEPH,1520240,"Ł130,230.00"
HMCS,09-Mar-11,HZ999-North East and Yorkshire,610430-Rent Prepayment Control Account,M J MAPP LTD,1520342,"Ł104,104.66"
HMCS,09-Mar-11,CZ999-South East Region,610430-Rent Prepayment Control Account,ABERDEEN PROPERTY INVESTORS,1519726,"Ł57,206.70"
HMCS,11-Mar-11,BZ999-London Region,610430-Rent Prepayment Control Account,CBRE CB RICHARD ELLIS,1523216,"Ł33,450.00"
HMCS,11-Mar-11,EZ999-Wales Region,610430-Rent Prepayment Control Account,NB REAL ESTATE,1523580,"Ł32,276.94"
HMCS,11-Mar-11,EZ999-Wales Region,610430-Rent Prepayment Control Account,NB REAL ESTATE,1523580,"Ł32,276.94"
HMCS,11-Mar-11,CZ999-South East Region,610430-Rent Prepayment Control Account,GOOD HARVEST GROUP LTD,335785,"Ł49,296.00"
HMCS,11-Mar-11,IZ999-RCJ Group,610430-Rent Prepayment Control Account,BERKLEY ESTATES LONDON LTD,1523146,"Ł1,084,675.75"
HMCS,11-Mar-11,HZ999-North East and Yorkshire,610430-Rent Prepayment Control Account,GVA GRIMLEY LTD,1523379,"Ł72,440.70"
HMCS,11-Mar-11,DZ999-South West Region,610430-Rent Prepayment Control Account,KING STURGE LLP,1523480,"Ł40,916.10"
HMCS,11-Mar-11,GZ999-North West Region,610430-Rent Prepayment Control Account,LONDON & CAPITAL PROPERTIES LTD,1523515,"Ł116,059.58"
HMCS,16-Mar-11,IZ999-RCJ Group,610430-Rent Prepayment Control Account,CLSH MANAGEMENT LIMITED,1528668,"Ł112,582.54"
HMCS,16-Mar-11,DZ999-South West Region,610430-Rent Prepayment Control Account,SWANSTON HOLDINGS,1529575,"Ł31,800.00"
HMCS,16-Mar-11,CZ999-South East Region,610430-Rent Prepayment Control Account,CP & CJ BROWN,1528709,"Ł37,500.00"
HMCS,16-Mar-11,BZ999-London Region,610430-Rent Prepayment Control Account,GREAT CAPITAL PARTNERSHIP (GP) LTD,1528923,"Ł334,500.00"
HMCS,16-Mar-11,FZ999-Midlands Region,610430-Rent Prepayment Control Account,SHROPSHIRE COUNCIL- SHREWSBURY,1529505,"Ł80,750.00"
HMCS,16-Mar-11,BZ999-London Region,610430-Rent Prepayment Control Account,GREAT CAPITAL PARTNERSHIP (GP) LTD,1528923,"Ł202,500.00"
HMCS,16-Mar-11,GZ999-North West Region,610430-Rent Prepayment Control Account,WORKMAN,1529723,"Ł91,657.50"
HMCS,16-Mar-11,DZ999-South West Region,610430-Rent Prepayment Control Account,LONDONDERRY ADMINISTRATIVE SERVICES,1529144,"Ł37,125.00"
HMCS,18-Mar-11,BZ999-London Region,610430-Rent Prepayment Control Account,PRUDENTIAL PROPERTY INVESTMENT MANAGERS LTD,1531949,"Ł1,366,102.34"
HMCS,18-Mar-11,CZ999-South East Region,610430-Rent Prepayment Control Account,HERTFORDSHIRE CONSTABULARY,1531720,"Ł55,695.37"
HMCS,18-Mar-11,CZ999-South East Region,610430-Rent Prepayment Control Account,MERCHANT PLACE PROPERTY PARTNERSHIP 36,1531842,"Ł270,731.70"
HMCS,18-Mar-11,EZ999-Wales Region,610430-Rent Prepayment Control Account,SCOTTS PROPERTY LLP,1531990,"Ł40,500.00"
HMCS,18-Mar-11,HZ999-North East and Yorkshire,610430-Rent Prepayment Control Account,GVA GRIMLEY LTD,1531691,"Ł56,145.55"
HMCS,23-Mar-11,BZ999-London Region,610430-Rent Prepayment Control Account,JAMES ANDREW RSW,1537608,"Ł253,360.20"
HMCS,23-Mar-11,DZ999-South West Region,610430-Rent Prepayment Control Account,GVA GRIMLEY LTD,1537510,"Ł30,576.60"
HMCS,24-Mar-11,EZ999-Wales Region,610430-Rent Prepayment Control Account,DERYN PROPERTIES (INVESTMENTS) LLP,6323,"Ł85,404.21"
HMCS,25-Mar-11,BZ999-London Region,610430-Rent Prepayment Control Account,B&HS MANAGEMENT LTD,1539815,"Ł275,891.40"
HMCS,25-Mar-11,EZ999-Wales Region,610430-Rent Prepayment Control Account,PRUDENTIAL PROPERTY INVESTMENT MANAGERS LTD,1540442,"Ł33,072.00"
HMCS,25-Mar-11,CZ999-South East Region,610430-Rent Prepayment Control Account,I ELLINSON & CO,347309,"Ł42,347.05"
HMCS,25-Mar-11,CZ999-South East Region,610430-Rent Prepayment Control Account,DTZ DEBENHAM TIE LEUNG,1540022,"Ł29,102.00"
HMCS,25-Mar-11,GZ999-North West Region,610430-Rent Prepayment Control Account,OAKLAWN,1540376,"Ł32,182.65"
HMCS,29-Mar-11,BZ999-London Region,610430-Rent Prepayment Control Account,CBRE CB RICHARD ELLIS,1542177,"Ł42,085.53"
HMCS,02-Mar-11,DZ999-South West Region,610440-Service Chg Prepay Control Account,LAMBERT SMITH HAMPTON,1511988,"Ł30,629.10"
HMCS,02-Mar-11,GZ999-North West Region,610440-Service Chg Prepay Control Account,CBRE CB RICHARD ELLIS,1511562,"Ł29,343.00"
HMCS,02-Mar-11,GZ999-North West Region,610440-Service Chg Prepay Control Account,CBRE CB RICHARD ELLIS,1511562,"Ł29,775.00"
HMCS,02-Mar-11,GZ999-North West Region,610440-Service Chg Prepay Control Account,CBRE CB RICHARD ELLIS,1511562,"Ł29,823.00"
HMCS,02-Mar-11,GZ999-North West Region,610440-Service Chg Prepay Control Account,SMITH & SONS,1512840,"Ł26,516.70"
HMCS,02-Mar-11,EZ999-Wales Region,610440-Service Chg Prepay Control Account,LONDON & CAPITAL PROPERTIES LTD,1512027,"Ł32,898.87"
HMCS,04-Mar-11,CZ999-South East Region,610440-Service Chg Prepay Control Account,KING STURGE LLP,1514852,"Ł48,282.60"
HMCS,04-Mar-11,HZ999-North East and Yorkshire,610440-Service Chg Prepay Control Account,BNP PARIBAS REAL ESTATE,1514510,"Ł41,011.34"
HMCS,16-Mar-11,BZ999-London Region,610440-Service Chg Prepay Control Account,CITY OF LONDON,1528658,"Ł1,054,000.00"
HMCS,16-Mar-11,CZ999-South East Region,610440-Service Chg Prepay Control Account,GVA GRIMLEY LTD,1528949,"Ł29,634.11"
HMCS,16-Mar-11,EZ999-Wales Region,610440-Service Chg Prepay Control Account,CNC PROPERTY MANAGEMENT LTD,1528670,"Ł82,025.08"
HMCS,23-Mar-11,EZ999-Wales Region,610440-Service Chg Prepay Control Account,NEWPORT CITY COUNCIL,1537838,"Ł32,419.64"
HMCS,16-Mar-11,AG999-Estates Directorate HMCS HQ,610450-Rates Prepayment Control Account,GVA GRIMLEY LTD,1528948,"Ł39,636.71"
HMCS,16-Mar-11,BZ999-London Region,610450-Rates Prepayment Control Account,GVA GRIMLEY LTD,1528948,"Ł241,260.20"
HMCS,18-Mar-11,WW000-Balance Sheet,710111-Taxation - Income Tax - Main Payroll NG1,HMRC,1058,"Ł3,658,645.80"
HMCS,18-Mar-11,WW000-Balance Sheet,710112-Taxation - Income Tax - Local Fees,HMRC,1065,"Ł579,526.81"
HMCS,18-Mar-11,WW000-Balance Sheet,710114-Income Tax -  Main Payroll - Ng 2,HMRC,1063,"Ł2,947,004.35"
HMCS,18-Mar-11,WW000-Balance Sheet,710122-National Insurance - Local Fees,HMRC,1064,"Ł394,511.78"
HMCS,18-Mar-11,WW000-Balance Sheet,710123-National Insurance -Main Payroll Ng 2,HMRC,1062,"Ł2,498,358.97"
HMCS,18-Mar-11,WW000-Balance Sheet,710124-National Insurance - Statutory Recoveries Ng 1,HMRC,1059,"Ł2,643,053.31"
HMCS,02-Mar-11,IZ999-RCJ Group,710801-Bankruptcy/Company Deposits,THE OFFICIAL RECEIVER,324737,"Ł108,750.00"
HMCS,16-Mar-11,IZ999-RCJ Group,710801-Bankruptcy/Company Deposits,THE OFFICIAL RECEIVER,336816,"Ł132,750.00"
HMCS,16-Mar-11,IZ999-RCJ Group,710801-Bankruptcy/Company Deposits,THE OFFICIAL RECEIVER,336817,"Ł178,000.00"
HMCS,03-Mar-11,FZ999-Midlands Region,710802-Third Party Monies - Home Suitors,ONE TIME CAPS,326239,"Ł43,473.44"
HMCS,03-Mar-11,FZ999-Midlands Region,710802-Third Party Monies - Home Suitors,ONE TIME CAPS,327396,"Ł27,682.10"
HMCS,03-Mar-11,FZ999-Midlands Region,710802-Third Party Monies - Home Suitors,ONE TIME CAPS,328163,"Ł27,863.54"
HMCS,10-Mar-11,FZ999-Midlands Region,710802-Third Party Monies - Home Suitors,ONE TIME CAPS,332851,"Ł30,259.16"
HMCS,10-Mar-11,FZ999-Midlands Region,710802-Third Party Monies - Home Suitors,ONE TIME CAPS,335573,"Ł35,150.31"
HMCS,10-Mar-11,FZ999-Midlands Region,710802-Third Party Monies - Home Suitors,ONE TIME CAPS,333229,"Ł48,759.45"
HMCS,10-Mar-11,FZ999-Midlands Region,710802-Third Party Monies - Home Suitors,ONE TIME CAPS,334593,"Ł33,822.26"
HMCS,17-Mar-11,FZ999-Midlands Region,710802-Third Party Monies - Home Suitors,ONE TIME CAPS,338175,"Ł32,989.70"
HMCS,24-Mar-11,FZ999-Midlands Region,710802-Third Party Monies - Home Suitors,ONE TIME CAPS,347006,"Ł31,588.15"
HMCS,24-Mar-11,FZ999-Midlands Region,710802-Third Party Monies - Home Suitors,ONE TIME CAPS,344960,"Ł46,825.63"
HMCS,24-Mar-11,FZ999-Midlands Region,710802-Third Party Monies - Home Suitors,ONE TIME CAPS,346150,"Ł33,561.18"
HMCS,31-Mar-11,FZ999-Midlands Region,710802-Third Party Monies - Home Suitors,ONE TIME CAPS,351306,"Ł29,175.22"
HMCS,31-Mar-11,FZ999-Midlands Region,710802-Third Party Monies - Home Suitors,ONE TIME CAPS,350179,"Ł43,857.41"
HMCS,31-Mar-11,FZ999-Midlands Region,710802-Third Party Monies - Home Suitors,ONE TIME CAPS,352100,"Ł27,998.88"
