Department,ENTITY,DATE,EXPENSE AREA,EXPENSE TYPE,SUPPLIER,TRANSACTION_NUMBER,AMOUNT
Ministry of Justice,Ministry of Justice Headquarters,18-Apr-11,NZ406-Strategic Estates Feeder,532000-Tangible GBV - Additions,HEWLETT PACKARD LTD,1047592,"£28,616.74"
Ministry of Justice,Ministry of Justice Headquarters,04-Apr-11,PZ501-MoJ ICT Feeder,532000-Tangible GBV - Additions,ALLIANTIST LTD,1046108,"£96,000.00"
Ministry of Justice,Ministry of Justice Headquarters,04-Apr-11,PZ501-MoJ ICT Feeder,532000-Tangible GBV - Additions,STERIA LTD,1046311,"£79,837.32"
Ministry of Justice,Ministry of Justice Headquarters,04-Apr-11,PZ501-MoJ ICT Feeder,532000-Tangible GBV - Additions,STERIA LTD,1046311,"£75,963.82"
Ministry of Justice,Ministry of Justice Headquarters,04-Apr-11,PZ501-MoJ ICT Feeder,532000-Tangible GBV - Additions,FUJITSU SERVICES LTD,1046179,"£114,966.21"
Ministry of Justice,Ministry of Justice Headquarters,04-Apr-11,PZ501-MoJ ICT Feeder,532000-Tangible GBV - Additions,FUJITSU SERVICES LTD,1046179,"£47,538.60"
Ministry of Justice,Ministry of Justice Headquarters,04-Apr-11,PZ501-MoJ ICT Feeder,532000-Tangible GBV - Additions,FUJITSU SERVICES LTD,1046179,"£302,216.65"
Ministry of Justice,Ministry of Justice Headquarters,07-Apr-11,PZ501-MoJ ICT Feeder,532000-Tangible GBV - Additions,FUJITSU SERVICES LTD,1046518,"£136,509.73"
Ministry of Justice,Ministry of Justice Headquarters,07-Apr-11,PZ501-MoJ ICT Feeder,532000-Tangible GBV - Additions,FUJITSU SERVICES LTD,1046518,"£136,826.66"
Ministry of Justice,Ministry of Justice Headquarters,21-Apr-11,PZ501-MoJ ICT Feeder,532000-Tangible GBV - Additions,FUJITSU SERVICES LTD,1047909,"£114,966.21"
Ministry of Justice,Ministry of Justice Headquarters,21-Apr-11,PZ501-MoJ ICT Feeder,532000-Tangible GBV - Additions,FUJITSU SERVICES LTD,1047909,"£262,597.32"
Ministry of Justice,Ministry of Justice Headquarters,04-Apr-11,WW000-Balance Sheet,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1046360,"£112,577.78"
Ministry of Justice,Ministry of Justice Headquarters,04-Apr-11,WW000-Balance Sheet,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF CAMDEN,1046363,"£63,952.98"
Ministry of Justice,Ministry of Justice Headquarters,04-Apr-11,WW000-Balance Sheet,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF ISLINGTON,1046364,"£32,875.34"
Ministry of Justice,Ministry of Justice Headquarters,21-Apr-11,WW000-Balance Sheet,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1047817,"£112,465.32"
Ministry of Justice,Ministry of Justice Headquarters,21-Apr-11,WW000-Balance Sheet,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1047872,"£68,323.47"
Ministry of Justice,Ministry of Justice Headquarters,21-Apr-11,WW000-Balance Sheet,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1047872,"£68,255.21"
Ministry of Justice,Ministry of Justice Headquarters,21-Apr-11,WW000-Balance Sheet,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF CAMDEN,1047820,"£63,889.09"
Ministry of Justice,Ministry of Justice Headquarters,21-Apr-11,WW000-Balance Sheet,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF ISLINGTON,1047821,"£32,842.50"
Ministry of Justice,Ministry of Justice Headquarters,19-Apr-11,WW000-Balance Sheet,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1084,"£1,951,721.38"
Ministry of Justice,Ministry of Justice Headquarters,19-Apr-11,WW000-Balance Sheet,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1095,"£98,760.00"
Ministry of Justice,Ministry of Justice Headquarters,19-Apr-11,WW000-Balance Sheet,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1094,"£66,837.42"
Ministry of Justice,Ministry of Justice Headquarters,19-Apr-11,WW000-Balance Sheet,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1085,"£1,513,522.81"
Ministry of Justice,Ministry of Justice Headquarters,19-Apr-11,WW000-Balance Sheet,811000-Interdepartmental - MoJHQ,HMRC,1089,"£119,230.06"
Ministry of Justice,Ministry of Justice Headquarters,19-Apr-11,WW000-Balance Sheet,811000-Interdepartmental - MoJHQ,HMRC,1088,"£132,173.40"
Ministry of Justice,Ministry of Justice Headquarters,19-Apr-11,MD600-Information Directorate,245000-Grants in Aid to NDPBs,THE INFORMATION COMMISSIONER#MD10509113,6310,"£1,125,000.00"
Ministry of Justice,Ministry of Justice Headquarters,26-Apr-11,RC999-Criminal Justice Group - OMS,246000-Current Grants,YOUNG PEOPLE'S LEARNING AGENCY#RC37600005,1048138,"£37,290.00"
