Department Family,Entity,Date,Expense Type,Expense Area,Supplier Name,Transaction Number,Spend,
Home Office,NPIA - National Policing Improvement Agency,28/08/2012,IT Hardware,Operations Directorate,Home Office,5100067241,"£20,950.00",
Home Office,NPIA - National Policing Improvement Agency,28/08/2012,IT Hardware,Operations Directorate,Home Office,5100067241,"£28,489.44",
Home Office,NPIA - National Policing Improvement Agency,02/08/2012,Telephone charges,Operations Directorate,BT Billing Enquiries,5100067260,"£1,108.92",
Home Office,NPIA - National Policing Improvement Agency,02/08/2012,Telephone charges,Operations Directorate,BT Billing Enquiries,5100067260,"£5,546.56",
Home Office,NPIA - National Policing Improvement Agency,02/08/2012,IT software,Operations Directorate,Oracle UK,5100067274,"£5,812.00",
Home Office,NPIA - National Policing Improvement Agency,02/08/2012,IT software,Operations Directorate,Oracle UK,5100067274,"£7,334.00",
Home Office,NPIA - National Policing Improvement Agency,02/08/2012,IT software,Operations Directorate,Oracle UK,5100067274,"£46,999.00",
Home Office,NPIA - National Policing Improvement Agency,07/08/2012,Rent/lease - Offices,Operations Directorate,Cable & Wireless Communications,5100067356,"£35,196.60",
Home Office,NPIA - National Policing Improvement Agency,07/08/2012,Rent/lease - Offices,Operations Directorate,Cable & Wireless Communications,5100067356,"£175,983.00",
Home Office,NPIA - National Policing Improvement Agency,07/08/2012,IT Managed Services,Operations Directorate,Cable & Wireless Communications,5100067455,"£10,119.80",
Home Office,NPIA - National Policing Improvement Agency,07/08/2012,IT Managed Services,Operations Directorate,Cable & Wireless Communications,5100067455,"£91,078.20",
Home Office,NPIA - National Policing Improvement Agency,28/08/2012,IT Information Support,Operations Directorate,Specialist Computer Centres PLC,5100067509,"£5,515.20",
Home Office,NPIA - National Policing Improvement Agency,28/08/2012,IT Information Support,Operations Directorate,Specialist Computer Centres PLC,5100067509,"£8,714.60",
Home Office,NPIA - National Policing Improvement Agency,28/08/2012,IT Information Support,Operations Directorate,Specialist Computer Centres PLC,5100067509,"£27,548.40",
Home Office,NPIA - National Policing Improvement Agency,28/08/2012,IT Information Support,Operations Directorate,Specialist Computer Centres PLC,5100067509,"£43,573.00",
Home Office,NPIA - National Policing Improvement Agency,28/08/2012,IT Information Support,Operations Directorate,Specialist Computer Centres PLC,5100067509,"£253,889.20",
Home Office,NPIA - National Policing Improvement Agency,28/08/2012,IT Information Support,Operations Directorate,Specialist Computer Centres PLC,5100067509,"£1,269,446.00",
Home Office,NPIA - National Policing Improvement Agency,21/08/2012,IT software,Operations Directorate,Home Office,5100067543,£474.47,
Home Office,NPIA - National Policing Improvement Agency,21/08/2012,Contractors,Operations Directorate,Home Office,5100067543,£498.48,
Home Office,NPIA - National Policing Improvement Agency,21/08/2012,Contractors,Operations Directorate,Home Office,5100067543,£676.00,
Home Office,NPIA - National Policing Improvement Agency,21/08/2012,Contractors,Operations Directorate,Home Office,5100067543,£740.00,
Home Office,NPIA - National Policing Improvement Agency,21/08/2012,Contractors,Operations Directorate,Home Office,5100067543,"£1,222.00",
Home Office,NPIA - National Policing Improvement Agency,21/08/2012,Contractors,Operations Directorate,Home Office,5100067543,"£22,050.00",
Home Office,NPIA - National Policing Improvement Agency,14/08/2012,Airwave Service Charges,Operations Directorate,Airwave Solutions Ltd,5100067603,"£3,977.00",
Home Office,NPIA - National Policing Improvement Agency,14/08/2012,Airwave Service Charges,Operations Directorate,Airwave Solutions Ltd,5100067603,"£3,977.00",
Home Office,NPIA - National Policing Improvement Agency,14/08/2012,Airwave Service Charges,Operations Directorate,Airwave Solutions Ltd,5100067603,"£3,977.00",
Home Office,NPIA - National Policing Improvement Agency,14/08/2012,Airwave Service Charges,Operations Directorate,Airwave Solutions Ltd,5100067603,"£3,977.00",
Home Office,NPIA - National Policing Improvement Agency,14/08/2012,Airwave Service Charges,Operations Directorate,Airwave Solutions Ltd,5100067603,"£3,977.00",
Home Office,NPIA - National Policing Improvement Agency,14/08/2012,Airwave Service Charges,Operations Directorate,Airwave Solutions Ltd,5100067603,"£56,201.00",
Home Office,NPIA - National Policing Improvement Agency,14/08/2012,Airwave Service Charges,Operations Directorate,Airwave Solutions Ltd,5100067603,"£68,935.00",
Home Office,NPIA - National Policing Improvement Agency,14/08/2012,Management consultancy,Operations Directorate,Airwave Solutions Ltd,5100067603,"£90,686.00",
Home Office,NPIA - National Policing Improvement Agency,14/08/2012,Airwave Service Charges,Operations Directorate,Airwave Solutions Ltd,5100067603,"£91,046.00",
Home Office,NPIA - National Policing Improvement Agency,14/08/2012,Airwave Service Charges,Operations Directorate,Airwave Solutions Ltd,5100067603,"£134,846.00",
Home Office,NPIA - National Policing Improvement Agency,16/08/2012,IT Managed Services,Operations Directorate,Specialist Computer Centres PLC,5100067774,"£2,823.56",
Home Office,NPIA - National Policing Improvement Agency,16/08/2012,IT Managed Services,Operations Directorate,Specialist Computer Centres PLC,5100067774,"£14,117.81",
Home Office,NPIA - National Policing Improvement Agency,16/08/2012,IT Managed Services,Operations Directorate,Specialist Computer Centres PLC,5100067774,"£46,800.00",
Home Office,NPIA - National Policing Improvement Agency,16/08/2012,IT Managed Services,Operations Directorate,Specialist Computer Centres PLC,5100067774,"£234,000.00",
Home Office,NPIA - National Policing Improvement Agency,16/08/2012,IT Managed Services,Operations Directorate,Airwave Solutions Ltd,5100067783,"£1,223,054.60",
Home Office,NPIA - National Policing Improvement Agency,17/08/2012,Airwave Service Charges,Operations Directorate,Airwave Solutions Ltd,5100067817,-£500.13,
Home Office,NPIA - National Policing Improvement Agency,17/08/2012,Airwave Service Charges,Operations Directorate,Airwave Solutions Ltd,5100067817,"£672,852.00",
Home Office,NPIA - National Policing Improvement Agency,17/08/2012,Airwave Core Service Charge,Operations Directorate,Airwave Solutions Ltd,5100067818,-£22.85,
Home Office,NPIA - National Policing Improvement Agency,17/08/2012,Airwave Core Service Charge,Operations Directorate,Airwave Solutions Ltd,5100067818,"£25,657.32",
Home Office,NPIA - National Policing Improvement Agency,17/08/2012,Airwave Service Charges,Operations Directorate,Airwave Solutions Ltd,5100067819,-£344.38,
Home Office,NPIA - National Policing Improvement Agency,17/08/2012,Airwave Service Charges,Operations Directorate,Airwave Solutions Ltd,5100067819,"£386,533.56",
Home Office,NPIA - National Policing Improvement Agency,17/08/2012,Airwave Service Charges,Operations Directorate,Airwave Solutions Ltd,5100067823,£149.40,
Home Office,NPIA - National Policing Improvement Agency,17/08/2012,Airwave Service Charges,Operations Directorate,Airwave Solutions Ltd,5100067823,"£616,303.05",
Home Office,NPIA - National Policing Improvement Agency,17/08/2012,Airwave Service Charges,Operations Directorate,Airwave Solutions Ltd,5100067824,"-£46,985.53",
Home Office,NPIA - National Policing Improvement Agency,17/08/2012,Airwave Service Charges,Operations Directorate,Airwave Solutions Ltd,5100067824,£50.00,
Home Office,NPIA - National Policing Improvement Agency,17/08/2012,Airwave Service Charges,Operations Directorate,Airwave Solutions Ltd,5100067825,-£101.00,
Home Office,NPIA - National Policing Improvement Agency,17/08/2012,Airwave Service Charges,Operations Directorate,Airwave Solutions Ltd,5100067825,-£20.00,
Home Office,NPIA - National Policing Improvement Agency,17/08/2012,Airwave Service Charges,Operations Directorate,Airwave Solutions Ltd,5100067825,-£11.30,
Home Office,NPIA - National Policing Improvement Agency,17/08/2012,Airwave Service Charges,Operations Directorate,Airwave Solutions Ltd,5100067825,-£0.06,
Home Office,NPIA - National Policing Improvement Agency,17/08/2012,Airwave Service Charges,Operations Directorate,Airwave Solutions Ltd,5100067825,"£8,721.74",
Home Office,NPIA - National Policing Improvement Agency,17/08/2012,Airwave Service Charges,Operations Directorate,Airwave Solutions Ltd,5100067825,"£26,480.39",
Home Office,NPIA - National Policing Improvement Agency,17/08/2012,Airwave Service Charges,Operations Directorate,Airwave Solutions Ltd,5100067825,"£62,255.72",
Home Office,NPIA - National Policing Improvement Agency,17/08/2012,Airwave Service Charges,Operations Directorate,Airwave Solutions Ltd,5100067825,"£81,875.43",
Home Office,NPIA - National Policing Improvement Agency,17/08/2012,Airwave Service Charges,Operations Directorate,Airwave Solutions Ltd,5100067826,-£82.94,
Home Office,NPIA - National Policing Improvement Agency,17/08/2012,Airwave Service Charges,Operations Directorate,Airwave Solutions Ltd,5100067826,"£93,129.71",
Home Office,NPIA - National Policing Improvement Agency,23/08/2012,IT Managed Services,Operations Directorate,Cable & Wireless Communications,5100067830,"£1,500.00",
Home Office,NPIA - National Policing Improvement Agency,23/08/2012,IT Managed Services,Operations Directorate,Cable & Wireless Communications,5100067830,"£187,500.46",
Home Office,NPIA - National Policing Improvement Agency,21/08/2012,IT Information Support,Operations Directorate,Cable & Wireless Communications,5100067851,-£0.20,
Home Office,NPIA - National Policing Improvement Agency,21/08/2012,IT Information Support,Operations Directorate,Cable & Wireless Communications,5100067851,£187.50,
Home Office,NPIA - National Policing Improvement Agency,21/08/2012,IT Information Support,Operations Directorate,Cable & Wireless Communications,5100067851,"£1,471.32",
Home Office,NPIA - National Policing Improvement Agency,21/08/2012,IT Information Support,Operations Directorate,Cable & Wireless Communications,5100067851,"£1,900.00",
Home Office,NPIA - National Policing Improvement Agency,21/08/2012,IT Information Support,Operations Directorate,Cable & Wireless Communications,5100067851,"£2,000.00",
Home Office,NPIA - National Policing Improvement Agency,21/08/2012,IT Information Support,Operations Directorate,Cable & Wireless Communications,5100067851,"£2,250.00",
Home Office,NPIA - National Policing Improvement Agency,21/08/2012,IT Information Support,Operations Directorate,Cable & Wireless Communications,5100067851,"£3,515.00",
Home Office,NPIA - National Policing Improvement Agency,21/08/2012,IT Information Support,Operations Directorate,Cable & Wireless Communications,5100067851,"£3,600.00",
Home Office,NPIA - National Policing Improvement Agency,21/08/2012,IT Information Support,Operations Directorate,Cable & Wireless Communications,5100067851,"£3,840.00",
Home Office,NPIA - National Policing Improvement Agency,21/08/2012,IT Information Support,Operations Directorate,Cable & Wireless Communications,5100067851,"£4,000.00",
Home Office,NPIA - National Policing Improvement Agency,21/08/2012,IT Information Support,Operations Directorate,Cable & Wireless Communications,5100067851,"£6,989.00",
Home Office,NPIA - National Policing Improvement Agency,21/08/2012,IT Information Support,Operations Directorate,STERIA UK,5100067891,-£2.64,
Home Office,NPIA - National Policing Improvement Agency,21/08/2012,IT Information Support,Operations Directorate,STERIA UK,5100067891,"£68,173.15",
Home Office,NPIA - National Policing Improvement Agency,23/08/2012,IT Managed Services,Operations Directorate,Cable & Wireless Communications,5100067938,"-£187,500.46",
Home Office,NPIA - National Policing Improvement Agency,23/08/2012,IT Managed Services,Operations Directorate,Cable & Wireless Communications,5100067938,"-£1,500.00",
Home Office,NPIA - National Policing Improvement Agency,23/08/2012,Airwave Core Service Charge,People & Development,Airwave Solutions Ltd,5100067375,"£8,569.69",
Home Office,NPIA - National Policing Improvement Agency,23/08/2012,Airwave Core Service Charge,People & Development,Airwave Solutions Ltd,5100067375,"£47,338.25",
Home Office,NPIA - National Policing Improvement Agency,16/08/2012,Training materials,People & Development,3GForensics Ltd,5100067604,"£29,460.00",
Home Office,NPIA - National Policing Improvement Agency,02/08/2012,IT software,Policing Policy & Practice,West Yorkshire Police Authority,5100066191,"£38,699.00",
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100063822,£0.88,
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100063822,£1.19,
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100063822,£4.50,
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100063822,£14.58,
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100063822,£38.52,
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100063822,£41.82,
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100063822,£44.00,
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100063822,£54.88,
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100063822,£56.00,
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100063822,£61.84,
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100063822,£133.72,
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100063822,£151.80,
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100063822,£224.94,
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100063822,£381.54,
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100063822,£728.86,
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100063822,"£1,642.88",
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100063822,"£1,744.25",
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100063822,"£1,851.24",
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100063822,"£1,926.00",
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100063822,"£2,091.00",
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100063822,"£2,744.00",
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100063822,"£3,092.00",
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100063822,"£4,531.13",
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100063822,"£6,428.56",
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100063822,"£6,686.00",
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100063822,"£7,590.00",
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100063822,"£18,786.94",
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100063822,"£82,144.00",
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100063822,"£87,212.63",
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100063822,"£92,562.00",
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100063822,"£226,556.52",
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100063822,"£321,428.00",
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,Professional Bodies Subscriptions,Resources Directorate,Company Watch Ltd,5100067382,£540.00,
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,Professional Bodies Subscriptions,Resources Directorate,Company Watch Ltd,5100067382,"£27,000.00",
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,IT Managed Services,Operations Directorate,IPL Information Processing Ltd.,5100067506,"£4,400.86",
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,IT Managed Services,Operations Directorate,IPL Information Processing Ltd.,5100067506,"£38,689.94",
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100067508,£0.88,
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100067508,£1.19,
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100067508,£4.50,
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100067508,£14.58,
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100067508,£38.52,
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100067508,£41.82,
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100067508,£44.00,
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100067508,£54.88,
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100067508,£56.00,
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100067508,£61.84,
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100067508,£133.72,
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100067508,£151.80,
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100067508,£224.94,
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100067508,£381.54,
