DEPARTMENT FAMILY,ENTITY,DATE,EXPENSE_AREA,EXPENSE_TYPE,SUPPLIER,TRANSACTION_NUMBER,AMOUNT
Ministry of Justice,HMCS,02-Aug-10,DZ999-South West Region,222001-Maintenance,FRAY DESIGN LIMITED,1295734,"£32,413.35"
Ministry of Justice,MoJ HQ,02-Aug-10,ZZ900-MoJ HQ,223000-Other Expenditure,LEX AUTOLEASE LTD,1026461,"£97,741.83"
Ministry of Justice,MoJ HQ,02-Aug-10,ZZ900-MoJ HQ,223001-Printing Postage and Office expenditure,GOVERNMENT CAR & DESPATCH AGENCY,1026434,"£26,934.00"
Ministry of Justice,MoJ HQ,02-Aug-10,ZZ900-MoJ HQ,223001-Printing Postage and Office expenditure,GOVERNMENT CAR & DESPATCH AGENCY,1026434,"£41,228.17"
Ministry of Justice,MoJ HQ,02-Aug-10,ZZ900-MoJ HQ,261000-Fuel and Utilities,EDF ENERGY LTD,1026425,"£70,594.40"
Ministry of Justice,MoJ HQ,02-Aug-10,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,M J FERGUSON LTD,1026467,"£29,880.91"
Ministry of Justice,MoJ HQ,02-Aug-10,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,M J FERGUSON LTD,1026467,"£48,100.90"
Ministry of Justice,MoJ HQ,02-Aug-10,ZZ900-MoJ HQ,264000-Consultancy,PA CONSULTING SERVICES LTD,1026485,"£46,367.85"
Ministry of Justice,MoJ HQ,02-Aug-10,ZZ900-MoJ HQ,212001-Agency staff,CAPGEMINI UK PLC,1026406,"£48,116.25"
Ministry of Justice,MoJ HQ,02-Aug-10,ZZ900-MoJ HQ,212001-Agency staff,CAPGEMINI UK PLC,1026406,"£27,142.50"
Ministry of Justice,MoJ HQ,02-Aug-10,ZZ900-MoJ HQ,212001-Agency staff,CAPGEMINI UK PLC,1026406,"£37,482.50"
Ministry of Justice,MoJ HQ,02-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,CABLE & WIRELESS,1026403,"£199,345.02"
Ministry of Justice,MoJ HQ,02-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,CABLE & WIRELESS,1026403,"£83,979.60"
Ministry of Justice,MoJ HQ,02-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,CABLE & WIRELESS,1026403,"£83,979.60"
Ministry of Justice,MoJ HQ,02-Aug-10,ZZ900-MoJ HQ,262000-SCA Costs,HP ENTERPRISE SERVICES UK LTD,1026445,"£55,624.50"
Ministry of Justice,MoJ HQ,02-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,VODAFONE CORPORATE LTD,1026531,"£25,235.04"
Ministry of Justice,Tribunals,03-Aug-10,TR140-Finance & Resources (Estates),222002-Other Property Costs,DEPARTMENT FOR WORK & PENSIONS (DWP),1040321,"£999,961.73"
Ministry of Justice,HMCS,04-Aug-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,DTZ DEBENHAM TIE LEUNG,1299426,"£210,752.75"
Ministry of Justice,HMCS,04-Aug-10,BZ999-London Region,532000-Tangible GBV - Additions,PARKERAY LTD,1299898,"£60,898.90"
Ministry of Justice,HMCS,04-Aug-10,BZ999-London Region,532000-Tangible GBV - Additions,DH FATHERS LTD,1299411,"£91,950.96"
Ministry of Justice,HMCS,04-Aug-10,CZ999-South East Region,222001-Maintenance,COFELY LTD,1299319,"£124,785.39"
Ministry of Justice,HMCS,04-Aug-10,DZ999-South West Region,222001-Maintenance,KIER BUILDING SERVICES ENG,165050,"£33,676.43"
Ministry of Justice,HMCS,04-Aug-10,FZ999-Midlands Region,265000-IT & Telecommunications,CABLE & WIRELESS,1299265,"£48,993.97"
Ministry of Justice,HMCS,04-Aug-10,FZ999-Midlands Region,265000-IT & Telecommunications,CABLE & WIRELESS,1299265,"£48,993.97"
Ministry of Justice,HMCS,04-Aug-10,FZ999-Midlands Region,222001-Maintenance,EMCOR FACILITIES SERVICES LTD,1299462,"£122,091.22"
Ministry of Justice,HMCS,04-Aug-10,FZ999-Midlands Region,222001-Maintenance,SITEC INTERIORS LTD,1300082,"£25,692.55"
Ministry of Justice,HMCS,04-Aug-10,IZ999-RCJ Group,532000-Tangible GBV - Additions,COFELY LTD,1299319,"£76,814.43"
Ministry of Justice,HMCS,04-Aug-10,IZ999-RCJ Group,234000-Profit/Loss on Disposal of Fixed Assets,DEVELOPMENT PLANNING PARTNERSHIP,1299408,"£32,312.50"
Ministry of Justice,HMCS,04-Aug-10,IZ999-RCJ Group,311200-Criminal Legal Aid,WILLIAM BOYCE QC#200801838-B5,165068,"£41,125.00"
Ministry of Justice,HMCS,04-Aug-10,IZ999-RCJ Group,311200-Criminal Legal Aid,PHILIP EVANS#200801838-B5,165069,"£27,025.00"
Ministry of Justice,HMCS,04-Aug-10,IZ999-RCJ Group,311200-Criminal Legal Aid,CHRIS SALTRESE SOLICITORS#200901936B4,165078,"£40,600.00"
Ministry of Justice,HMCS,04-Aug-10,IZ999-RCJ Group,311200-Criminal Legal Aid,IVAN PEARCE#GB37170507,165180,"£47,127.96"
Ministry of Justice,HMCS,04-Aug-10,IZ999-RCJ Group,311200-Criminal Legal Aid,SIMON FARRELL QC#GB37170508,165181,"£70,773.50"
Ministry of Justice,MoJ HQ,04-Aug-10,ZZ900-MoJ HQ,245000-Grants in Aid to NDPBs,LEGAL SERVICES COMMISSION,6188,"£7,000,000.00"
Ministry of Justice,HMCS,05-Aug-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS BLAKE LAPTHORN SOLICITORS#DX 155850,168510,"£75,533.69"
Ministry of Justice,HMCS,05-Aug-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS CAPSTICKS#DX 300118,168528,"£67,069.00"
Ministry of Justice,HMCS,05-Aug-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS DARBYS#DX 145840,168549,"£39,513.40"
Ministry of Justice,HMCS,05-Aug-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS DWF LLP#DX 14313,168568,"£216,643.28"
Ministry of Justice,HMCS,05-Aug-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS EVERSHEDS#DX 33016,168580,"£207,135.51"
Ministry of Justice,HMCS,05-Aug-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS LEWIS FRANCIS BLACKBURN BRAY#DX 10506,168683,"£53,853.32"
Ministry of Justice,HMCS,05-Aug-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS PENMAN JOHNSON LLP#DX 4509,168742,"£25,055.94"
Ministry of Justice,HMCS,05-Aug-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS THE BEST CONNECTION#B65 3HN,168802,"£132,286.71"
Ministry of Justice,HMCS,05-Aug-10,AU999-National Taxing Teams,226000-Court Costs,B C L BURTON COPELAND#DX 37981,1300285,"£141,785.34"
Ministry of Justice,HMCS,05-Aug-10,AU999-National Taxing Teams,226000-Court Costs,MCGRATH & CO#DX 13010,1300327,"£26,900.60"
Ministry of Justice,HMCS,05-Aug-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS HUSSAIN SOLICITORS LTD#B10 0JS,1300413,"£41,850.48"
Ministry of Justice,HMCS,05-Aug-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS IBB SOLICITORS#DX 45105,1300415,"£32,284.32"
Ministry of Justice,HMCS,05-Aug-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS MANN & CO#DX 22561,1300438,"£34,170.99"
Ministry of Justice,HMCS,05-Aug-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS NOBLE#DX 153444,1300457,"£95,089.93"
Ministry of Justice,HMCS,05-Aug-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS TUCKERS#DX 14451,1300517,"£33,453.74"
Ministry of Justice,HMCS,05-Aug-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,KRISTINA HARRISON#M3 6BF,168470,"£25,596.49"
Ministry of Justice,HMCS,05-Aug-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS AHMED & CO#DX121903,168484,"£95,996.12"
Ministry of Justice,HMCS,05-Aug-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS BERRYMANS LACE MAWER#DX 33861,168505,"£42,853.13"
Ministry of Justice,HMCS,05-Aug-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS KENNEDYS#DX 766,168667,"£115,861.70"
Ministry of Justice,HMCS,05-Aug-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS LLOYDS PR SOLICITORS (ADVOCATES)#NW10 4TE,168688,"£53,055.89"
Ministry of Justice,HMCS,05-Aug-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS PATTICHI HILL & CROQUES#IG1 2NY,168740,"£42,707.21"
Ministry of Justice,HMCS,05-Aug-10,AU999-National Taxing Teams,226000-Court Costs,B C L BURTON COPELAND#DX 37981,1300285,"£33,915.87"
Ministry of Justice,HMCS,05-Aug-10,AU999-National Taxing Teams,226000-Court Costs,B C L BURTON COPELAND#DX 37981,1300285,"£145,377.15"
Ministry of Justice,HMCS,05-Aug-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,DAVID PHILLIPS & PARTNERS#DX 18806,1300297,"£29,289.97"
Ministry of Justice,HMCS,05-Aug-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,FRISBY SOLICITORS LTD T/A FRISBY & CO#DX 14564,1300303,"£170,395.49"
Ministry of Justice,HMCS,05-Aug-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS DWF LLP#DX 728240,1300380,"£73,061.15"
Ministry of Justice,HMCS,05-Aug-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS FISHER MEREDITH#DX 37050,1300385,"£25,019.56"
Ministry of Justice,HMCS,05-Aug-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS JOSEPH HILL & CO (ADVOCATES)#DX 55603,1300422,"£40,086.06"
Ministry of Justice,HMCS,05-Aug-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS LANSBURY WORTHINGTON#DX 32756,1300429,"£67,031.44"
Ministry of Justice,HMCS,05-Aug-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS PETERS & PETERS#DX 407,1300469,"£28,413.53"
Ministry of Justice,HMCS,05-Aug-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS CARTWRIGHT KING#DX 10032,1300362,"£28,550.67"
Ministry of Justice,HMCS,05-Aug-10,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,166667,"£45,417.24"
Ministry of Justice,HMCS,05-Aug-10,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,167742,"£31,167.21"
Ministry of Justice,HMCS,05-Aug-10,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,168421,"£33,573.31"
Ministry of Justice,MoJ HQ,05-Aug-10,ZZ900-MoJ HQ,311100-Legal Aid,LEGAL SERVICES COMMISSION,6190,"£80,800,000.00"
Ministry of Justice,MoJ HQ,05-Aug-10,ZZ900-MoJ HQ,223000-Other Expenditure,TNT UK LTD,1026815,"£89,508.64"
Ministry of Justice,MoJ HQ,05-Aug-10,ZZ900-MoJ HQ,264000-Consultancy,ERNST & YOUNG LLP,1026652,"£52,287.50"
Ministry of Justice,MoJ HQ,05-Aug-10,ZZ900-MoJ HQ,223000-Other Expenditure,LEX AUTOLEASE LTD,1026716,"£111,961.15"
Ministry of Justice,MoJ HQ,05-Aug-10,ZZ900-MoJ HQ,222001-Maintenance,ASSOCIATED SERVICES (ESSEX) LTD,1026607,"£104,028.68"
Ministry of Justice,MoJ HQ,05-Aug-10,ZZ900-MoJ HQ,222001-Maintenance,M J FERGUSON LTD,1026723,"£196,876.83"
Ministry of Justice,MoJ HQ,05-Aug-10,ZZ900-MoJ HQ,223000-Other Expenditure,GARTNER UK LTD,1026665,"£317,250.00"
Ministry of Justice,MoJ HQ,05-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1026608,"£1,095,423.13"
Ministry of Justice,MoJ HQ,05-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1026608,"£740,715.30"
Ministry of Justice,MoJ HQ,05-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1026608,"£88,830.00"
Ministry of Justice,MoJ HQ,05-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1026608,"£68,556.55"
Ministry of Justice,MoJ HQ,05-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1026608,"£450,948.55"
Ministry of Justice,MoJ HQ,05-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1026608,"£102,430.63"
Ministry of Justice,MoJ HQ,05-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1026608,"£453,177.53"
Ministry of Justice,MoJ HQ,05-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1026608,"£390,383.18"
Ministry of Justice,MoJ HQ,05-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1026608,"£104,509.20"
Ministry of Justice,MoJ HQ,05-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,IBM UNITED KINGDOM LTD,1026691,"£65,999.24"
Ministry of Justice,MoJ HQ,05-Aug-10,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,IBM UNITED KINGDOM LTD,1026691,"£25,749.51"
Ministry of Justice,MoJ HQ,05-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1026664,"£320,817.25"
Ministry of Justice,MoJ HQ,05-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1026664,"£32,274.46"
Ministry of Justice,MoJ HQ,05-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1026664,"£49,473.68"
Ministry of Justice,MoJ HQ,05-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1026664,"£173,137.87"
Ministry of Justice,MoJ HQ,05-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1026664,"£138,256.31"
Ministry of Justice,MoJ HQ,05-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1026664,"£77,354.16"
Ministry of Justice,MoJ HQ,05-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1026608,"£242,292.05"
Ministry of Justice,MoJ HQ,05-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,CABLE & WIRELESS,1026625,"£397,315.28"
Ministry of Justice,MoJ HQ,05-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,CABLE & WIRELESS,1026626,"£27,133.10"
Ministry of Justice,MoJ HQ,05-Aug-10,ZZ900-MoJ HQ,223000-Other Expenditure,WM ENTERPRISE,1026835,"£50,286.87"
Ministry of Justice,HMCS,06-Aug-10,AG999-Estates Directorate HMCS HQ,222002-Other Property Costs,BEACHCROFT,1302049,"£56,363.61"
Ministry of Justice,HMCS,06-Aug-10,AG999-Estates Directorate HMCS HQ,222002-Other Property Costs,MICHELMORES SOLICITORS,1302379,"£34,799.62"
Ministry of Justice,HMCS,06-Aug-10,AV329-CP-Mag. Courts Operational Bus.sys,265000-IT & Telecommunications,LOGICA UK LTD,1302334,"£46,526.48"
Ministry of Justice,HMCS,06-Aug-10,AV329-CP-Mag. Courts Operational Bus.sys,532000-Tangible GBV - Additions,LOGICA UK LTD,1302334,"£38,348.48"
Ministry of Justice,HMCS,06-Aug-10,BZ999-London Region,222001-Maintenance,MOUCHEL MANAGEMENT CONSULTING LTD,1302393,"£28,659.48"
Ministry of Justice,HMCS,06-Aug-10,BZ999-London Region,532000-Tangible GBV - Additions,EC HARRIS LLP,1302169,"£43,827.50"
Ministry of Justice,HMCS,06-Aug-10,BZ999-London Region,532000-Tangible GBV - Additions,LAING O'ROURKE CONSTRUCTION SOUTH LTD,1302316,"£2,003,808.58"
Ministry of Justice,HMCS,06-Aug-10,BZ999-London Region,222001-Maintenance,EC HARRIS LLP,1302169,"£63,987.12"
Ministry of Justice,HMCS,06-Aug-10,CZ999-South East Region,222002-Other Property Costs,HI-SPEC FACILITIES SUPPORT CO PLC,1302252,"£253,161.11"
Ministry of Justice,HMCS,06-Aug-10,CZ999-South East Region,222002-Other Property Costs,NEOPOST LTD,1302403,"£36,527.38"
Ministry of Justice,HMCS,06-Aug-10,CZ999-South East Region,223001-Printing Postage and Office expenditure,ROYAL MAIL,1302493,"£27,165.27"
Ministry of Justice,HMCS,06-Aug-10,CZ999-South East Region,222001-Maintenance,EC HARRIS LLP,1302169,"£149,812.50"
Ministry of Justice,HMCS,06-Aug-10,CZ999-South East Region,262000-SCA Costs,MODERN COURTS (EAST ANGLIA) LTD,1302386,"£472,548.37"
Ministry of Justice,HMCS,06-Aug-10,DZ999-South West Region,222001-Maintenance,EPSILON TEST SERVICES LTD,1302180,"£33,156.11"
Ministry of Justice,HMCS,06-Aug-10,DZ999-South West Region,222002-Other Property Costs,REGENT OFFICE CARE LTD,1302472,"£133,344.93"
Ministry of Justice,HMCS,06-Aug-10,DZ999-South West Region,262000-SCA Costs,ENTERPRISE CIVIC BUILDINGS LIMITED,1302178,"£288,709.76"
Ministry of Justice,HMCS,06-Aug-10,DZ999-South West Region,532000-Tangible GBV - Additions,CEI ELECTRICAL LTD,1302105,"£71,745.57"
Ministry of Justice,HMCS,06-Aug-10,FZ999-Midlands Region,265000-IT & Telecommunications,BT TELECOMMUNICATIONS PLC,1302079,"£26,853.41"
Ministry of Justice,HMCS,06-Aug-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,COLLINGWOOD RIGBY,1302116,"£57,615.20"
Ministry of Justice,HMCS,06-Aug-10,GZ999-North West Region,222002-Other Property Costs,BRONTE WATER COOLERS LTD,1302072,"£42,852.25"
Ministry of Justice,HMCS,06-Aug-10,GZ999-North West Region,222001-Maintenance,BAILEY MAINTENANCE LTD,1302042,"£41,305.58"
Ministry of Justice,HMCS,06-Aug-10,HZ999-North East and Yorkshire,262000-SCA Costs,MODERN COURTS (HUMBERSIDE) LTD,1302387,"£400,288.25"
Ministry of Justice,HMCS,06-Aug-10,IZ999-RCJ Group,222001-Maintenance,CARILLION PLANNED MAINTENANCE,1302099,"£64,601.79"
Ministry of Justice,HMCS,06-Aug-10,IZ999-RCJ Group,222001-Maintenance,SYKES & SON LTD,1302554,"£36,660.59"
Ministry of Justice,MoJ HQ,06-Aug-10,ZZ900-MoJ HQ,246000-Current Grants,THE PAROLE BOARD,6191,"£800,000.00"
Ministry of Justice,MoJ HQ,06-Aug-10,ZZ900-MoJ HQ,245000-Grants in Aid to NDPBs,YOUTH JUSTICE BOARD FOR ENGLAND & WALES,6192,"£38,300,000.00"
Ministry of Justice,Tribunals,06-Aug-10,TR200-Regional South,222001-Maintenance,PHOENIX SECURITY (ESSEX) LTD,1040707,"£44,277.50"
Ministry of Justice,Tribunals,06-Aug-10,TR200-Regional South,222001-Maintenance,PHOENIX SECURITY (ESSEX) LTD,1040707,"£67,830.96"
Ministry of Justice,Tribunals,06-Aug-10,TR120-Corporate,222002-Other Property Costs,MITIE SECURITY LTD,1040685,"£36,468.96"
Ministry of Justice,Tribunals,06-Aug-10,TR120-Corporate,222002-Other Property Costs,MITIE SECURITY LTD,1040685,"£35,253.80"
Ministry of Justice,Tribunals,06-Aug-10,TR120-Corporate,222002-Other Property Costs,MITIE SECURITY LTD,1040685,"£35,921.97"
Ministry of Justice,MoJ HQ,09-Aug-10,ZZ900-MoJ HQ,212001-Agency staff,PARITY RESOURCES LTD,1026978,"£38,540.00"
Ministry of Justice,MoJ HQ,09-Aug-10,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,M J FERGUSON LTD,1026959,"£279,310.05"
Ministry of Justice,MoJ HQ,09-Aug-10,ZZ900-MoJ HQ,212001-Agency staff,ALPINE RESOURCING LTD,1026878,"£26,754.75"
Ministry of Justice,MoJ HQ,09-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1026955,"£42,916.88"
Ministry of Justice,MoJ HQ,09-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1026955,"£66,680.08"
Ministry of Justice,MoJ HQ,09-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1026955,"£37,305.08"
Ministry of Justice,MoJ HQ,09-Aug-10,ZZ900-MoJ HQ,212001-Agency staff,CAPGEMINI UK PLC,1026897,"£32,312.50"
Ministry of Justice,MoJ HQ,09-Aug-10,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,FUJITSU SERVICES LTD,1026923,"£129,769.44"
Ministry of Justice,MoJ HQ,09-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1026954,"£110,306.65"
Ministry of Justice,MoJ HQ,09-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1026954,"£77,095.28"
Ministry of Justice,MoJ HQ,09-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,CABLE & WIRELESS,1026895,"£27,133.10"
Ministry of Justice,Tribunals,10-Aug-10,TR120-Corporate,222002-Other Property Costs,MITIE SECURITY LTD,1040978,"£165,182.42"
Ministry of Justice,MoJ HQ,10-Aug-10,ZZ900-MoJ HQ,710200-Creditors < 1 year - Trade & Other Creditors,LONDON PROBATION TRUST#WW99900002,1027055,"£151,680.91"
Ministry of Justice,HMCS,11-Aug-10,AA499-HMCS Change Programme,265000-IT & Telecommunications,LOGICA UK LTD,1306756,"£132,259.18"
Ministry of Justice,HMCS,11-Aug-10,AB999-Court Improvement Directorate,265000-IT & Telecommunications,LOGICA UK LTD,1306756,"£116,055.84"
Ministry of Justice,HMCS,11-Aug-10,AE199-Finance Directorate HMCS HQ,261000-Fuel and Utilities,BRITISH GAS BUSINESS,1306327,"£59,567.46"
Ministry of Justice,HMCS,11-Aug-10,AE199-Finance Directorate HMCS HQ,261000-Fuel and Utilities,BRITISH GAS BUSINESS,1306327,"£64,721.06"
Ministry of Justice,HMCS,11-Aug-10,AG999-Estates Directorate HMCS HQ,222001-Maintenance,MICHELMORES SOLICITORS,1306811,"£54,894.31"
Ministry of Justice,HMCS,11-Aug-10,AV322-CP Change Management SUPS,265000-IT & Telecommunications,LOGICA UK LTD,1306756,"£63,923.53"
Ministry of Justice,HMCS,11-Aug-10,AV322-CP Change Management SUPS,265000-IT & Telecommunications,LOGICA UK LTD,1306756,"£106,791.39"
Ministry of Justice,HMCS,11-Aug-10,AV322-CP Change Management SUPS,265000-IT & Telecommunications,LOGICA UK LTD,1306756,"£81,379.33"
Ministry of Justice,HMCS,11-Aug-10,AV322-CP Change Management SUPS,265000-IT & Telecommunications,LOGICA UK LTD,1306756,"£245,660.78"
Ministry of Justice,HMCS,11-Aug-10,AV322-CP Change Management SUPS,265000-IT & Telecommunications,LOGICA UK LTD,1306756,"£93,699.20"
Ministry of Justice,HMCS,11-Aug-10,AV329-CP-Mag. Courts Operational Bus.sys,265000-IT & Telecommunications,LOGICA UK LTD,1306756,"£35,006.94"
Ministry of Justice,HMCS,11-Aug-10,AV329-CP-Mag. Courts Operational Bus.sys,265000-IT & Telecommunications,LOGICA UK LTD,1306756,"£331,455.73"
Ministry of Justice,HMCS,11-Aug-10,AV329-CP-Mag. Courts Operational Bus.sys,532000-Tangible GBV - Additions,LOGICA UK LTD,1306756,"£197,568.76"
Ministry of Justice,HMCS,11-Aug-10,BZ999-London Region,222001-Maintenance,SYKES & SON LTD,1307821,"£44,077.22"
Ministry of Justice,HMCS,11-Aug-10,BZ999-London Region,532000-Tangible GBV - Additions,HURD ROLLAND PARTNERSHIP,1306670,"£52,650.09"
Ministry of Justice,HMCS,11-Aug-10,BZ999-London Region,226000-Court Costs,SELLERS LEGAL SERVICES LTD,1307753,"£49,952.81"
Ministry of Justice,HMCS,11-Aug-10,BZ999-London Region,532000-Tangible GBV - Additions,SKANSEN INTERIORS LTD,1307773,"£69,173.06"
Ministry of Justice,HMCS,11-Aug-10,CZ999-South East Region,222001-Maintenance,BAILEY MAINTENANCE LTD,1306251,"£26,623.36"
Ministry of Justice,HMCS,11-Aug-10,DZ999-South West Region,222002-Other Property Costs,MITIE SECURITY LTD,1306821,"£306,176.21"
Ministry of Justice,HMCS,11-Aug-10,EZ999-Wales Region,532000-Tangible GBV - Additions,HENSTAFF CONSTRUCTION LTD,1306630,"£234,001.03"
Ministry of Justice,HMCS,11-Aug-10,EZ999-Wales Region,532000-Tangible GBV - Additions,WYG MANAGEMENT SERVICES LTD,1307931,"£25,016.60"
Ministry of Justice,HMCS,11-Aug-10,FZ999-Midlands Region,265000-IT & Telecommunications,CABLE & WIRELESS,1306360,"£48,993.97"
Ministry of Justice,HMCS,11-Aug-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,DEPARTMENT FOR WORK & PENSIONS (DWP),1306464,"£85,457.28"
Ministry of Justice,HMCS,11-Aug-10,GZ999-North West Region,610300-Debtors < 1 Year - Deposits & Advances,NEOPOST LTD,1306863,"£145,571.00"
Ministry of Justice,HMCS,11-Aug-10,GZ999-North West Region,226000-Court Costs,CATER WALSH REPORTING LTD,170484,"£70,450.45"
Ministry of Justice,HMCS,11-Aug-10,GZ999-North West Region,222002-Other Property Costs,ELITE CLEANING & ENV SERVICES LTD,1306505,"£174,468.46"
Ministry of Justice,HMCS,11-Aug-10,GZ999-North West Region,532000-Tangible GBV - Additions,HURD ROLLAND PARTNERSHIP,1306670,"£34,666.01"
Ministry of Justice,HMCS,11-Aug-10,GZ999-North West Region,261000-Fuel and Utilities,EDF ENERGY LTD,1306501,"£26,535.56"
Ministry of Justice,HMCS,11-Aug-10,HZ999-North East and Yorkshire,222001-Maintenance,BAILEY MAINTENANCE LTD,1306251,"£53,487.45"
Ministry of Justice,HMCS,11-Aug-10,HZ999-North East and Yorkshire,222001-Maintenance,BAILEY MAINTENANCE LTD,1306251,"£46,303.32"
Ministry of Justice,HMCS,11-Aug-10,HZ999-North East and Yorkshire,222002-Other Property Costs,ELITE CLEANING & ENV SERVICES LTD,1306505,"£136,057.39"
Ministry of Justice,HMCS,11-Aug-10,HZ999-North East and Yorkshire,223001-Printing Postage and Office expenditure,HM PRISON SERVICE,1306645,"£30,610.00"
Ministry of Justice,HMCS,11-Aug-10,HZ999-North East and Yorkshire,222001-Maintenance,HONEYWELL CONTROL SYSTEMS LTD,1306659,"£36,624.02"
Ministry of Justice,HMCS,11-Aug-10,HZ999-North East and Yorkshire,262000-SCA Costs,PALECASTLE LTD,1307651,"£103,115.39"
Ministry of Justice,HMCS,11-Aug-10,IZ999-RCJ Group,710800-Creditor <1 yr - Third Party Monies,THE OFFICIAL RECEIVER,170720,"£175,930.00"
Ministry of Justice,HMCS,11-Aug-10,IZ999-RCJ Group,710800-Creditor <1 yr - Third Party Monies,THE OFFICIAL RECEIVER,170720,"£182,000.00"
Ministry of Justice,HMCS,11-Aug-10,IZ999-RCJ Group,261000-Fuel and Utilities,EDF ENERGY LTD,1306501,"£38,168.99"
