Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description ,Supplier Postcode,Supplier Type,Expenditure Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,10/04/13,GRANT IN AID CIVIL SERVICE BOD,ERG CENTRAL TEAMS,CIVIL SERVICE RETIREMENT FELLOWSHIP,1000741,"105,882.00",Civil Service Retirement Fellowship grant,SE10 8DA,Large,Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,10/04/13,FM CONTRACT VARIABLE,ESTATE MANAGEMENT,BOUYGUES E&S FM UK LTD,3000035008,"108,656.35",Facilities Management Services,BN1 1HG,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,10/04/13,LEGAL ADVICE FROM TSOL,CENTRAL BUDGETS,TREASURY SOLICITOR TSOL,3000035019,"129,668.00",Legal services,WC2B 4TS,Government Department,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,10/04/13,STAFF TRAINING,INTELLIGENCE SECURITY AND RESILIENCE,THE NATIONAL ARCHIVES 9014,3000034988,"223,036.00",Training programme development cost,TW9 4DU,Large,Programme,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,10/04/13,ALL OTHER TRAINING AND DVEVELOPMENT NON VAT RECOVERABLE,OFFICE FOR CIVIL SOCIETY,SERCO LTD,3000035014,"431,852.40",National Citizen Service contract,RG27 7FR ,Large,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,11/04/13,CONSULTANTS VAT RECOVERABLE,POLITICAL AND CONSTITUTIONAL REFORM,ELECTORAL COMMISSION,3000035045,"27,846.00",Cost to fund a booster sample to an existing survey that was conducted by the Electoral Commission ,EC1 8YZ,Large,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,11/04/13,PUBLICITY ADVERTISING MEDIA,POLICY COMMUNICATIONS,EBIQUITY ASSOCIATES LTD,3000035073,"32,500",GREAT Campaign,EC3N 4QN,SME,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,11/04/13,"FURNITURE, FIXTURES & FITTINGS (NON-PRIME)",PRIME MINISTERS OFFICE,BOUYGUES E&S FM UK LTD,3000035043,"38,426.01",Facilities Management Services,BN1 1HG,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,11/04/13,OTHER IS IT COSTS VAT RECOV,GOVERNMENT DIGITAL SERVICE,AFFINITY DIGITAL TECHNOLOGY LTD,3000035061,"44,375.00",Maintainance and Support for GOV.UK,TR1 2PQ,Large,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,11/04/13,ADDITIONS - FH NON RES BLDGS,PRIME MINISTERS OFFICE,BOUYGUES E&S FM UK LTD,3000035043,85067.48,Facilities Management Services,BN1 1HG,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,11/04/13,PUBLICITY ADVERTISING MEDIA,OFFICE FOR CIVIL SOCIETY,M4C,3000035064,"524,755.44","Media partnership, brand awareness, advertising, creative and design services for the National Citizenship Service",WC1X 8RX,SME,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,12/04/13,FM CONTRACT FIXED COSTS,PRIME MINISTERS OFFICE,BOUYGUES E&S FM UK LTD,3000035089,"25,216.71",Facilities Management Services,BN1 1HG,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,12/04/13,FM CONTRACT VARIABLE,PRIME MINISTERS OFFICE,BOUYGUES E&S FM UK LTD,3000035089,"41,347.44",Facilities Management Services,BN1 1HG,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,12/04/13,CONTRACTORS & STAFF SUBSTITUTIONS,GOVERNMENT CIO SUMMARY,ALPINE CONSORTIUM,3000035094,"44,250.00",G-Cloud transition services,EC4A 2BA,SME,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,12/04/13,NON PRIME UTILITIES,ESTATE MANAGEMENT,BOUYGUES E&S FM UK LTD,3000035089,"57,424.93",Facilities Management Services,BN1 1HG,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,12/04/13,CONTRACTORS & STAFF SUBSTITUTIONS,GOVERNMENT CIO SUMMARY,CAPITA RESOURCING LTD,3000035093,"65,250.66","Support for Public Service Network including development of technical standards, project management for the delivery of key services, stakeholder engagement and commercial advice",SL6 1DP ,Large,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,12/04/13,OTHER LEGAL FEES,ERG STRATEGY AND MANAGEMENT INFORMATION,PINSENT MASONS LLP,3000035097,"75,000.00",Legal services ,B4 6BH,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,12/04/13,CONTRACTORS & STAFF SUBSTITUTIONS,GOVERNMENT DIGITAL SERVICE,CAPITA RESOURCING LTD,3000035093,"75,338.80",Interim IT Specialists,SL6 1DP ,Large,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,12/04/13,PUBLICITY ADVERTISING MEDIA,POLICY COMMUNICATIONS,RADLEY YELDAR LTD,3000035100,"93,940.00",GREAT Campaign,EC2A 2PB,SME,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,Government Procurement Service,15/04/13,FM Service Charges - Capital Bldg,Estates Management,DTZ,PINDOH 35970,"18,005.50",Facilities Management Services,SW1E 5RS,Large,Admin ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,Government Procurement Service,15/04/13,General Rates,Estates Management,DTZ,PINDOH 35970,"29,795.00",Rates for accommodation charges,HP12 3TA,Large,Programme ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,Government Procurement Service,15/04/13,Service Charges Capital,Estates Management,DTZ,PINDOH 35970,"34,340.00",Facilities Management Services,PO6 3AU,Large,Admin ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,Government Procurement Service,15/04/13,MOTO Capital Bldg 8th Floor,Estates Management,DTZ,PINDOH 35970,"39,060.00",Rent for accommodation,B4 6AJ,Large,Admin ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,16/04/13,LORD LIEUTENANTS EXPENSES,HONOURS AND APPOINTMENTS,LORD LIEUTENANT OF WEST YORKSHIRE,3000035168,"29,379.25",Quarterly advance expense payments to Her Majesty's Lord Lieutenancy,LS23 6LP,Large,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,16/04/13,CONSULTANTS VAT RECOVERABLE,ERG CENTRAL TEAMS,MUTUAL VENTURES,3000035193,"32,211.53",Mutuals Support Programme technical support,WC1B 3QJ,SME,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,16/04/13,LORD LIEUTENANTS EXPENSES,HONOURS AND APPOINTMENTS,MERSEYSIDE LIEUTENANCY,3000035164,"32,776.25",Quarterly advance expense payments to Her Majesty's Lord Lieutenancy,L69 3EN,Large,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,16/04/13,RESOURCE GRANTS LOCAL AUTHORIT,POLITICAL AND CONSTITUTIONAL REFORM,CEREDIGION COUNTY COUNCIL,3000035158,"33,007.20",Individual Electoral Registration Grant ,SA46 0AP,Large,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,16/04/13,NON PRIME PROPERTY COSTS,OFFICE FOR CIVIL SOCIETY,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,3000035184,"35,835.00",Rent for accommodation,NP19 7AA,Government Department,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,16/04/13,LORD LIEUTENANTS EXPENSES,HONOURS AND APPOINTMENTS,WEST MIDLANDS LIEUTENANCY,3000035167,"38,435.75",Quarterly advance expense payments to Her Majesty's Lord Lieutancy,B92 0JL,Large,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,Government Procurement Service,16/04/13,WSDS Maintenance & Repairs,Whitehall Standby Distribution Systems,Cofely,PINVP2P 1690,"39,509.78",Whitehall heating systems management,B4 6AJ,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,16/04/13,FM CONTRACT VARIABLE,ESTATE MANAGEMENT,BOUYGUES E&S FM UK LTD,3000035162,"55,127.96",Facilities Management Services,BN1 1HG,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,Government Procurement Service,16/04/13,WDHS Maintenance & Repairs,Whitehall District Heating Systems,Cofely,PINVP2P 1689,"63,322.21",Whitehall heating systems management,EC2M 7AD,Large,Admin ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,16/04/13,STAFF RELATED COSTS,KNOWLEDGE AND INFORMATION MANAGEMENT,THE COPYRIGHT LICENSING AGENCY,3000035174,"68,006.28",Copyright licensing costs,EC1N 8TS,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,16/04/13,ALL OTHER TRAINING AND DVEVELOPMENT NON VAT RECOVERABLE,OFFICE FOR CIVIL SOCIETY,THE CHALLENGE NETWORK,3000035161,"125,821.00",National Citizen Service contract,SE1 7HS,SME,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,17/04/13,LORD LIEUTENANTS EXPENSES,HONOURS AND APPOINTMENTS,LORD LIEUTENANT OF WEST YORKSHIRE,3000035232,"29,379.25",Quarterly advance expense payments to Her Majesty's Lord Lieutenancy,LS23 6LP,Large,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,17/04/13,LORD LIEUTENANTS EXPENSES,HONOURS AND APPOINTMENTS,GREATER MANCHESTER LIEUTENANCY,3000035227,"31,315.25",Quarterly advance expense payments to Her Majesty's Lord Lieutenancy,M15 4AX,Large,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,Government Procurement Service,17/04/13,Strategic Projects COS,Strategic Project Support,Research Council UK Shared Service Centre,PINDOH 36007,"32,427.50",Project support recharged to departments,PO6 3AU,Large,Admin ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,17/04/13,LORD LIEUTENANTS EXPENSES,HONOURS AND APPOINTMENTS,MERSEYSIDE LIEUTENANCY,3000035228,"32,776.25",Quarterly advance expense payments to Her Majesty's Lord Lieutenancy,L69 3EN,Large,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,Government Procurement Service,17/04/13,Strategic Projects COS,Strategic Project Support,Research Council UK Shared Service Centre,PINDOH 36002,"37,427.50",Project support recharged to departments,B4 6AJ,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,17/04/13,LORD LIEUTENANTS EXPENSES,HONOURS AND APPOINTMENTS,WEST MIDLANDS LIEUTENANCY,3000035231,"38,435.75",Quarterly advance expense payments to Her Majesty's Lord Lieutenancy,B92 0JL,Large,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,17/04/13,CONTRACTORS & STAFF SUBSTITUTIONS,ERG STRATEGY AND MANAGEMENT INFORMATION,CAPITA RESOURCING LTD,3000035233,"39,727.24",DATA.GOV.UK technical development ,SL6 1DP ,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,17/04/13,CONTRACTORS & STAFF SUBSTITUTIONS,GOVERNMENT CIO SUMMARY,CAPITA RESOURCING LTD,3000035233,"40,446.16","Support for Public Service Network including development of technical standards, project management for the delivery of key services, stakeholder engagement and commercial advice",SL6 1DP ,Large,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,17/04/13,LORD LIEUTENANTS EXPENSES,HONOURS AND APPOINTMENTS,GREATER LONDON LIEUTENANCY,3000035226,"49,997.50",Quarterly advance expense payments to Her Majesty's Lord Lieutancy,SW1E 6QP,Large,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,17/04/13,CONTRACTORS & STAFF SUBSTITUTIONS,ERG STRATEGY AND MANAGEMENT INFORMATION,CAPITA RESOURCING LTD,3000035233,"54,446.40","Support for the Independent Shared Service Centre 2 project, including development of financial models, business transfer agreements, transitional arrangements for services and assets, and stakeholder engagement.",SL6 1DP ,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,17/04/13,ALL OTHER TRAINING AND DVEVELOPMENT NON VAT RECOVERABLE,OFFICE FOR CIVIL SOCIETY,THE CHALLENGE NETWORK,3000035220,"71,330.00",National Citizen Service contract,SE1 7HS,SME,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,17/04/13,ALL OTHER TRAINING AND DVEVELOPMENT NON VAT RECOVERABLE,OFFICE FOR CIVIL SOCIETY,INSPIRA CUMBRIA LTD,3000035234,152632,National Citizen Service contract,CA10 2HX,Large,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,Government Procurement Service,18/04/13,Maintenance & Repairs - IT,Enablement Projects,BravoSolution UK Ltd,PINVP2P 1674,"28,500.00",Technical support costs for spend analytics,HP12 3TA,Large,Programme ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,18/04/13,TELECOM SECURITY SERVICES,INTELLIGENCE SECURITY AND RESILIENCE,MINISTRY OF DEFENCE,3000035307,"147,919.83",High Integrity Telecomms System Project costs,L2 3YL ,Government Department,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,19/04/13,CONSULTANCY SERVICES  'NOT' RECOVERABLE,ERG STRATEGY AND MANAGEMENT INFORMATION,PRICEWATERHOUSE COOPERS LLP,3000035353,"27,600",Professional services,E14 9SQ,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,19/04/13,PUBLICITY ADVERTISING MEDIA,POLICY COMMUNICATIONS,VISIT BRITAIN,3000035357,"32,297.00",GREAT Campaign,SW1E 5HX,Government Department,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,22/04/13,OTHER IS IT COSTS VAT RECOV,GOVERNMENT DIGITAL SERVICE,ATOS ORIGIN IT SERVICES UK LTD,3000035418,"42,164",Cost of hosting GOV.UK,WS11 0JA,Large,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,22/04/13,CONTRACTORS & STAFF SUBSTITUTIONS,GOVERNMENT CIO SUMMARY,CAPITA RESOURCING LTD,3000035393,"49,488.22","Project and Programme Management support, business analysis and business case review and development.",SL6 1DP ,Large,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
