Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,,,,,,,,
Home Office,DBS - Disclosure & Barring Service,18/03/2016,"IT, Broadcasting & Telecomms.IT Run Costs",DBS - Disclosure & Barring Service,HP ENTERPRISE SERVICES UK LTD,1001845032,"5,238.00",,,,,,,,
Home Office,DBS - Disclosure & Barring Service,18/03/2016,"IT, Broadcasting & Telecomms.IT Run Costs",DBS - Disclosure & Barring Service,HP ENTERPRISE SERVICES UK LTD,1001845032,"235,945.20",,,,,,,,
Home Office,DBS - Disclosure & Barring Service,18/03/2016,"IT, Broadcasting & Telecomms.IT Run Costs",DBS - Disclosure & Barring Service,HP ENTERPRISE SERVICES UK LTD,1001845032,"60,180.00",,,,,,,,
Home Office,DBS - Disclosure & Barring Service,18/03/2016,"IT, Broadcasting & Telecomms.IT Run Costs",DBS - Disclosure & Barring Service,HP ENTERPRISE SERVICES UK LTD,1001845032,"2,398.80",,,,,,,,
Home Office,DBS - Disclosure & Barring Service,18/03/2016,"IT, Broadcasting & Telecomms.IT Run Costs",DBS - Disclosure & Barring Service,HP ENTERPRISE SERVICES UK LTD,1001845032,"53,534.40",,,,,,,,
Home Office,DBS - Disclosure & Barring Service,18/03/2016,"IT, Broadcasting & Telecomms.IT Run Costs",DBS - Disclosure & Barring Service,HP ENTERPRISE SERVICES UK LTD,1001845032,"122,398.80",,,,,,,,
Home Office,DBS - Disclosure & Barring Service,18/03/2016,Professional & Admin Services,DBS - Disclosure & Barring Service,TATA CONSULTANCY SERVICES LTD,1001845083,"1,071,272.02",,,,,,,,
Home Office,DBS - Disclosure & Barring Service,18/03/2016,Professional & Admin Services,DBS - Disclosure & Barring Service,TATA CONSULTANCY SERVICES LTD,1001845083,"356,574.96",,,,,,,,
Home Office,DBS - Disclosure & Barring Service,23/03/2016,Professional & Admin Services,DBS - Disclosure & Barring Service,HOME OFFICE,9000238,"87,161.00",,,,,,,,
Home Office,DBS - Disclosure & Barring Service,24/03/2016,"IT, Broadcasting & Telecomms.IT Run Costs",DBS - Disclosure & Barring Service,ORACLE CORPORATION UK LIMITED,1001847509,"1,341,861.18",,,,,,,,
Home Office,DBS - Disclosure & Barring Service,29/03/2016,"IT, Broadcasting & Telecomms.IT Run Costs",DBS - Disclosure & Barring Service,HOME OFFICE,9000240,"45,502.76",,,,,,,,
Home Office,DBS - Disclosure & Barring Service,29/03/2016,Criminal Records ,DBS - Disclosure & Barring Service,MAYORS OFFICE FOR POLICING AND CRIME (MOPC),1001848679,"571,128.02",,,,,,,,
Home Office,DBS - Disclosure & Barring Service,29/03/2016,Professional & Admin Services,DBS - Disclosure & Barring Service,SAVILLE CONSULTING UK LTD,1001848719,"45,000.00",,,,,,,,
Home Office,DBS - Disclosure & Barring Service,30/03/2016,Criminal Records ,DBS - Disclosure & Barring Service,BRITISH TRANSPORT POLICE,1001849302,"26,694.44",,,,,,,,
Home Office,DBS - Disclosure & Barring Service,30/03/2016,Professional & Admin Services,DBS - Disclosure & Barring Service,HOME OFFICE,9000243,"5,360.92",,,,,,,,
Home Office,DBS - Disclosure & Barring Service,30/03/2016,Professional & Admin Services,DBS - Disclosure & Barring Service,HOME OFFICE,9000243,"24,537.60",,,,,,,,
Home Office,DBS - Disclosure & Barring Service,30/03/2016,Professional & Admin Services,DBS - Disclosure & Barring Service,HOME OFFICE,9000242,"9,214.18",,,,,,,,
Home Office,DBS - Disclosure & Barring Service,30/03/2016,Professional & Admin Services,DBS - Disclosure & Barring Service,HOME OFFICE,9000242,"77,946.82",,,,,,,,
Home Office,DBS - Disclosure & Barring Service,30/03/2016,"IT, Broadcasting & Telecomms.IT Run Costs",DBS - Disclosure & Barring Service,HOME OFFICE,9000241,"170,253.29",,,,,,,,
Home Office,DBS - Disclosure & Barring Service,30/03/2016,"IT, Broadcasting & Telecomms.IT Run Costs",DBS - Disclosure & Barring Service,HOME OFFICE,9000244,"145,573.68",,,,,,,,
Home Office,DBS - Disclosure & Barring Service,30/03/2016,"IT, Broadcasting & Telecomms.IT Run Costs",DBS - Disclosure & Barring Service,IBM DIRECT UNITED KINGDOM LTD,1001849338,"28,590.72",,,,,,,,
Home Office,DBS - Disclosure & Barring Service,30/03/2016,"IT, Broadcasting & Telecomms.IT Run Costs",DBS - Disclosure & Barring Service,IBM DIRECT UNITED KINGDOM LTD,1001849338,"5,167.81",,,,,,,,
Home Office,DBS - Disclosure & Barring Service,30/03/2016,"IT, Broadcasting & Telecomms.IT Run Costs",DBS - Disclosure & Barring Service,IBM DIRECT UNITED KINGDOM LTD,1001849338,"43,920.96",,,,,,,,
Home Office,DBS - Disclosure & Barring Service,30/03/2016,"IT, Broadcasting & Telecomms.IT Run Costs",DBS - Disclosure & Barring Service,IBM DIRECT UNITED KINGDOM LTD,1001849338,"28,654.80",,,,,,,,
Home Office,DBS - Disclosure & Barring Service,30/03/2016,"IT, Broadcasting & Telecomms.IT Run Costs",DBS - Disclosure & Barring Service,MINISTRY OF JUSTICE,3000052105,"88,069.99",,,,,,,,
Home Office,DBS - Disclosure & Barring Service,30/03/2016,"IT, Broadcasting & Telecomms.IT Run Costs",DBS - Disclosure & Barring Service,MINISTRY OF JUSTICE,3000052105,"25,500.00",,,,,,,,
Home Office,DBS - Disclosure & Barring Service,30/03/2016,"IT, Broadcasting & Telecomms.IT Run Costs",DBS - Disclosure & Barring Service,MINISTRY OF JUSTICE,3000052104,"25,500.00",,,,,,,,
Home Office,DBS - Disclosure & Barring Service,30/03/2016,"IT, Broadcasting & Telecomms.IT Run Costs",DBS - Disclosure & Barring Service,MINISTRY OF JUSTICE,3000052104,"85,842.00",,,,,,,,
Home Office,DBS - Disclosure & Barring Service,31/03/2016,"IT, Broadcasting & Telecomms.IT Run Costs",DBS - Disclosure & Barring Service,MINISTRY OF JUSTICE,2016033101,"-25,500.00",,,,,,,,
Home Office,DBS - Disclosure & Barring Service,31/03/2016,"IT, Broadcasting & Telecomms.IT Run Costs",DBS - Disclosure & Barring Service,MINISTRY OF JUSTICE,2016033101,"-85,842.00",,,,,,,,
Home Office,Home Office,02/03/2016,Professional & Admin Services,CPG - Crime & Policing Group,ATOS IT SERVICES UK LTD,1001837826,"30,678.60",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,AVON & SOMERSET POLICE & CRIME COMMISSIONER (G),1001838225,"948,157.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,AVON & SOMERSET POLICE & CRIME COMMISSIONER (G),1001838225,"80,133.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,AVON & SOMERSET POLICE & CRIME COMMISSIONER (G),1001838225,"4,734,603.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,AVON & SOMERSET POLICE & CRIME COMMISSIONER (G),1001838225,"197,453.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,AVON & SOMERSET POLICE & CRIME COMMISSIONER (G),1001838225,"8,802,036.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,CAMBRIDGESHIRE POLICE & CRIME COMMISSIONER (G),1001838226,"401,875.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,CAMBRIDGESHIRE POLICE & CRIME COMMISSIONER (G),1001838226,"2,045,088.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,CAMBRIDGESHIRE POLICE & CRIME COMMISSIONER (G),1001838226,"97,706.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,CAMBRIDGESHIRE POLICE & CRIME COMMISSIONER (G),1001838226,"4,065,293.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,CHAMBERLAIN OF LONDON (G),1001838227,"2,818,224.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,CHAMBERLAIN OF LONDON (G),1001838227,"1,542,390.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,CITY OF LONDON POLICE AUTHORITY (G),1001838228,"236,930.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,COLLEGE OF POLICING (G),1001838229,"6,000,000.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,CUMBRIA POLICE & CRIME COMMISSIONER (G),1001838231,"332,665.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,CUMBRIA POLICE & CRIME COMMISSIONER (G),1001838231,"2,583,238.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,CUMBRIA POLICE & CRIME COMMISSIONER (G),1001838231,"71,488.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,CUMBRIA POLICE & CRIME COMMISSIONER (G),1001838231,"2,407,130.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,DORSET POLICE & CRIME COMMISSIONERS (G),1001838232,"500,782.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,DORSET POLICE & CRIME COMMISSIONERS (G),1001838232,"1,452,680.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,DORSET POLICE & CRIME COMMISSIONERS (G),1001838232,"110,881.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,DORSET POLICE & CRIME COMMISSIONERS (G),1001838232,"3,456,011.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,GREATER LONDON AUTHORITY (G),1001838233,"9,972,989.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,GREATER LONDON AUTHORITY (G),1001838233,"62,841,305.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,GREATER LONDON AUTHORITY (G),1001838233,"72,202,281.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,GREATER LONDON AUTHORITY (G),1001838233,"14,470,794.00",,,,,,,,
Home Office,Home Office,03/03/2016,"IT,TelecommsManaged Service",CPG - Crime & Policing Group,NINIAN SOLUTIONS LTD T/A HUDDLE,1001838470,"36,000.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,NORTHAMPTONSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER (G),1001838234,"421,118.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,NORTHAMPTONSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER (G),1001838234,"38,290.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,NORTHAMPTONSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER (G),1001838234,"2,026,552.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,NORTHAMPTONSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER (G),1001838234,"94,290.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,NORTHAMPTONSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER (G),1001838234,"3,618,186.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,NOTTINGHAMSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER (THE) (G),1001838235,"699,506.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,NOTTINGHAMSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER (THE) (G),1001838235,"4,033,212.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,NOTTINGHAMSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER (THE) (G),1001838235,"111,012.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,NOTTINGHAMSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER (THE) (G),1001838235,"6,531,576.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE FOR THE POLICE & CRIME COMMISSIONER OF NORFOLK (G),1001838236,"656,381.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE FOR THE POLICE & CRIME COMMISSIONER OF NORFOLK (G),1001838236,"2,411,621.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE FOR THE POLICE & CRIME COMMISSIONER OF NORFOLK (G),1001838236,"118,995.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE FOR THE POLICE & CRIME COMMISSIONER OF NORFOLK (G),1001838236,"4,208,899.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE DURHAM POLICE & CRIME COMMISSIONER (G),1001838237,"448,508.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE DURHAM POLICE & CRIME COMMISSIONER (G),1001838237,"3,097,976.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE DURHAM POLICE & CRIME COMMISSIONER (G),1001838237,"60,669.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE DURHAM POLICE & CRIME COMMISSIONER (G),1001838237,"3,579,467.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE KENT POLICE & CRIME COMMISSIONER (G),1001838238,"924,504.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE KENT POLICE & CRIME COMMISSIONER (G),1001838238,"5,581,734.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE KENT POLICE & CRIME COMMISSIONER (G),1001838238,"183,628.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE KENT POLICE & CRIME COMMISSIONER (G),1001838238,"8,907,764.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR GREATER MANCHESTER (G),1001838239,"1,796,304.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR GREATER MANCHESTER (G),1001838239,"15,201,844.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR GREATER MANCHESTER (G),1001838239,"241,658.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR GREATER MANCHESTER (G),1001838239,"18,994,229.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR HUMBERSIDE (G),1001838240,"695,096.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR HUMBERSIDE (G),1001838240,"41,701.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR HUMBERSIDE (G),1001838240,"3,903,039.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR HUMBERSIDE (G),1001838240,"99,953.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR HUMBERSIDE (G),1001838240,"5,635,935.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR LEICESTERSHIRE (THE) (G),1001838241,"585,028.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR LEICESTERSHIRE (THE) (G),1001838241,"46,757.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR LEICESTERSHIRE (THE) (G),1001838241,"3,323,022.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR LEICESTERSHIRE (THE) (G),1001838241,"112,452.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR LEICESTERSHIRE (THE) (G),1001838241,"5,476,695.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR MERSEYSIDE (G),1001838242,"1,175,280.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR MERSEYSIDE (G),1001838242,"9,457,571.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR MERSEYSIDE (G),1001838242,"128,136.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR MERSEYSIDE (G),1001838242,"10,264,148.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR STAFFORDSHIRE (G),1001838243,"701,952.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR STAFFORDSHIRE (G),1001838243,"53,549.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR STAFFORDSHIRE (G),1001838243,"3,347,209.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR STAFFORDSHIRE (G),1001838243,"132,906.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR STAFFORDSHIRE (G),1001838243,"53,910.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR STAFFORDSHIRE (G),1001838243,"5,572,344.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR SUFFOLK (G),1001838244,"407,582.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR SUFFOLK (G),1001838244,"35,897.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR SUFFOLK (G),1001838244,"1,916,523.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR SUFFOLK (G),1001838244,"85,860.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR SUFFOLK (G),1001838244,"36,156.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR SUFFOLK (G),1001838244,"3,413,106.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR WARWICKSHIRE (G),1001838245,"325,810.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR WARWICKSHIRE (G),1001838245,"30,647.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR WARWICKSHIRE (G),1001838245,"1,460,421.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR WARWICKSHIRE (G),1001838245,"73,055.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR WARWICKSHIRE (G),1001838245,"2,601,137.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE WEST YORKSHIRE POLICE & CRIME COMMISSIONER (G),1001838246,"1,205,587.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE WEST YORKSHIRE POLICE & CRIME COMMISSIONER (G),1001838246,"10,837,735.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE WEST YORKSHIRE POLICE & CRIME COMMISSIONER (G),1001838246,"185,482.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE WEST YORKSHIRE POLICE & CRIME COMMISSIONER (G),1001838246,"14,375,916.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,POLICE & CRIME COMMISIONER FOR THAMES VALLEY (G),1001838247,"992,163.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,POLICE & CRIME COMMISIONER FOR THAMES VALLEY (G),1001838247,"6,192,860.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,POLICE & CRIME COMMISIONER FOR THAMES VALLEY (G),1001838247,"281,032.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,POLICE & CRIME COMMISIONER FOR THAMES VALLEY (G),1001838247,"11,835,979.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CHESHIRE (G),1001838248,"525,781.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CHESHIRE (G),1001838248,"3,752,033.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CHESHIRE (G),1001838248,"113,451.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CHESHIRE (G),1001838248,"48,793.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CHESHIRE (G),1001838248,"5,152,808.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CLEVELAND (G),1001838249,"572,350.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CLEVELAND (G),1001838249,"3,229,409.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CLEVELAND (G),1001838249,"66,662.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CLEVELAND (G),1001838249,"3,868,094.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DERBYSHIRE (G),1001838250,"612,169.00",,,,,,,,
