UniqueRef,DATE OF TRANSACTION,MERCHANT CATEGORY,MERCHANT CATEGORY DESC,AMOUNT,SortFunction
MODGPC4065,10-Jun-11,Leisure Activities                 , BOAT DEALERS,"Ł3,017.40",4065
MODGPC4066,16-May-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"Ł4,169.14",4066
MODGPC4067,17-May-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł3,703.06",4067
MODGPC4068,18-May-11,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY","Ł1,028.88",4068
MODGPC4069,18-May-11,Books and Periodicals              , BOOK STORES,"Ł3,385.38",4069
MODGPC4070,19-May-11,Building Services                  , ELECTRICAL CONTRACTORS,"Ł3,985.61",4070
MODGPC4071,19-May-11,Building Services                  , ELECTRICAL CONTRACTORS,"Ł1,654.80",4071
MODGPC4072,19-May-11,Building Services                  , ELECTRICAL CONTRACTORS,"Ł4,410.00",4072
MODGPC4073,19-May-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"Ł4,374.00",4073
MODGPC4074,26-May-11,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,"Ł1,997.60",4074
MODGPC4075,26-May-11,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,"Ł3,878.28",4075
MODGPC4076,07-Jun-11,Building Services                  ," HEATING, PLUMBING, AIR COND",Ł621.31,4076
MODGPC4077,13-Jun-11,Leisure Activities                 , BOAT DEALERS,"Ł1,200.00",4077
MODGPC4078,31-May-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł2,832.00",4078
MODGPC4079,02-Jun-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,565.52",4079
MODGPC4080,06-Jun-11,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"Ł2,185.00",4080
MODGPC4081,09-Jun-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł2,414.40",4081
MODGPC4082,07-Jun-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł1,755.00",4082
MODGPC4083,13-May-11,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,"Ł2,052.00",4083
MODGPC4084,13-Jun-11,Mail Order / Direct Selling        , CATALOG MERCHANT,Ł631.87,4084
MODGPC4085,29-May-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł2,485.80",4085
MODGPC4086,18-May-11,Mail Order / Direct Selling        , CATALOG MERCHANT,Ł890.76,4086
MODGPC4087,13-Jun-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł3,198.88",4087
MODGPC4088,10-Jun-11,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,"Ł1,185.03",4088
MODGPC4089,27-May-11,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,"Ł3,486.00",4089
MODGPC4090,06-Jun-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł1,000.00",4090
MODGPC4091,10-Jun-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł4,445.10",4091
MODGPC4092,24-May-11,"Vehicles, Servicing and Spares     ", MISC AUTO DEALERS - DEFAULT,"Ł18,975.60",4092
MODGPC4093,24-May-11,"Vehicles, Servicing and Spares     ", MISC AUTO DEALERS - DEFAULT,"Ł18,975.60",4093
MODGPC4094,23-May-11,Print and Advertising              , MISC PUBLISHING & PRINTING,Ł717.51,4094
MODGPC4095,23-May-11,Print and Advertising              , MISC PUBLISHING & PRINTING,Ł664.97,4095
MODGPC4096,23-May-11,Print and Advertising              , MISC PUBLISHING & PRINTING,"Ł5,023.39",4096
MODGPC4097,24-May-11,Print and Advertising              , PHOTOFINISH LABS/DEV,Ł827.06,4097
MODGPC4098,24-May-11,Print and Advertising              , PHOTOFINISH LABS/DEV,"Ł9,617.21",4098
MODGPC4099,13-May-11,Print and Advertising              , MISC PUBLISHING & PRINTING,"Ł6,631.43",4099
MODGPC4100,13-May-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,Ł864.00,4100
MODGPC4101,13-May-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,Ł843.60,4101
MODGPC4102,24-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł668.40,4102
MODGPC4103,01-Jun-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł1,117.15",4103
MODGPC4104,02-Jun-11,Print and Advertising              , MISC PUBLISHING & PRINTING,Ł518.38,4104
MODGPC4105,06-Jun-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,"Ł2,290.73",4105
MODGPC4106,08-Jun-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,Ł894.13,4106
MODGPC4107,08-Jun-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,"Ł3,629.46",4107
MODGPC4108,09-Jun-11,"Vehicles, Servicing and Spares     ", CAR & TRUCK DEALERS/NEW/USED,Ł500.00,4108
MODGPC4109,09-Jun-11,"Vehicles, Servicing and Spares     ", CAR & TRUCK DEALERS/NEW/USED,Ł802.91,4109
MODGPC4110,16-May-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł505.76,4110
MODGPC4111,20-May-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł2,049.87",4111
MODGPC4112,08-Jun-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł3,727.06",4112
MODGPC4113,08-Jun-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,099.50",4113
MODGPC4114,08-Jun-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł741.17,4114
MODGPC4115,26-May-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł2,620.46",4115
MODGPC4116,10-Jun-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"Ł2,388.00",4116
MODGPC4117,23-May-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"Ł3,102.00",4117
MODGPC4118,17-May-11,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,Ł651.30,4118
MODGPC4119,17-May-11,General Retail and Wholesale       , TENT AND AWNING SHOPS,"Ł1,001.75",4119
MODGPC4120,19-May-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,Ł955.14,4120
MODGPC4121,19-May-11,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY",Ł874.06,4121
MODGPC4122,20-May-11,General Retail and Wholesale       , SPORTING GOODS STORES,Ł719.60,4122
MODGPC4123,31-May-11,Leisure Activities                 , BOAT DEALERS,Ł642.68,4123
MODGPC4124,24-May-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł751.90,4124
MODGPC4125,25-May-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł1,527.91",4125
MODGPC4126,26-May-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł863.47,4126
MODGPC4127,27-May-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"Ł1,400.74",4127
MODGPC4128,18-May-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"Ł4,826.40",4128
MODGPC4129,25-May-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł876.00,4129
MODGPC4130,27-May-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,Ł507.38,4130
MODGPC4131,09-Jun-11,General Retail and Wholesale       , HARDWARE STORES,"Ł1,176.00",4131
MODGPC4132,24-May-11,Professional Services              , PROFESSIONAL SERVICES - DEF,"Ł1,227.88",4132
MODGPC4133,03-Jun-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł2,046.00",4133
MODGPC4134,06-Jun-11,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,Ł573.88,4134
MODGPC4135,06-Jun-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł1,028.40",4135
MODGPC4136,02-Jun-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł508.74,4136
MODGPC4137,25-May-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł3,252.00",4137
MODGPC4138,25-May-11,Business Clothing and Footwear     , CLOTHING/RENT/COSTUME/UNIFO,"Ł1,461.41",4138
MODGPC4139,25-May-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł4,370.40",4139
MODGPC4140,08-Jun-11,Utilities and Non Automotive Fuel  , UTILITIES/ELEC/GAS/H2O/SANI,Ł869.27,4140
MODGPC4141,18-May-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"Ł1,000.00",4141
MODGPC4142,03-Jun-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł820.82,4142
MODGPC4143,03-Jun-11,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,Ł618.78,4143
MODGPC4144,16-May-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,098.36",4144
MODGPC4145,18-May-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł5,217.84",4145
MODGPC4146,31-May-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,173.31",4146
MODGPC4147,01-Jun-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł532.61,4147
MODGPC4148,12-May-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,Ł861.60,4148
MODGPC4149,27-May-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"Ł1,500.00",4149
MODGPC4150,02-Jun-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"Ł1,100.00",4150
MODGPC4151,02-Jun-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,Ł800.00,4151
MODGPC4152,02-Jun-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"Ł1,800.00",4152
MODGPC4153,16-May-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł3,510.00",4153
MODGPC4154,16-May-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł9,900.00",4154
MODGPC4155,16-May-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł4,018.85",4155
MODGPC4156,16-May-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł811.75,4156
MODGPC4157,31-May-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,628.64",4157
MODGPC4158,20-May-11,Miscellaneous Industrial/Commercial, TOOL HIRE,Ł776.40,4158
MODGPC4159,25-May-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł15,696.00",4159
MODGPC4160,07-Jun-11,Mail Order / Direct Selling        , CONTINUITY/SUBSCRIPTION MERCHT,Ł520.00,4160
MODGPC4161,10-Jun-11,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,"Ł2,473.89",4161
MODGPC4162,01-Jun-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł1,491.18",4162
MODGPC4163,23-May-11,Building Materials                 , PLUMBING/HEATING EQUIPMENT,Ł924.00,4163
MODGPC4164,13-Jun-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,Ł705.07,4164
MODGPC4165,17-May-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"Ł1,342.46",4165
MODGPC4166,14-Apr-11,Miscellaneous Industrial/Commercial, CHEMICALS/ALLIED PRODS - DEF,Ł674.28,4166
MODGPC4167,24-May-11,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,"Ł1,651.25",4167
MODGPC4168,08-Jun-11,General Retail and Wholesale       , SPORTS/RIDING APPAREL STORES,Ł518.40,4168
MODGPC4169,09-Jun-11,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,"Ł7,192.80",4169
MODGPC4170,19-May-11,General Retail and Wholesale       , FAMILY CLOTHING STORES,"Ł1,287.47",4170
MODGPC4171,13-May-11,Medical Supplies and Services      , DENTAL/LAB/MED EQUIPMENT,"Ł2,390.40",4171
MODGPC4172,24-May-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł2,880.00",4172
MODGPC4173,10-Jun-11,Estate and Garden Services         ," NURSERIES, LAWN/GARDEN SUPPLY",Ł739.20,4173
MODGPC4174,01-Jun-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"Ł2,978.00",4174
MODGPC4175,07-Jun-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"Ł2,764.00",4175
MODGPC4176,20-May-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł920.00,4176
MODGPC4177,27-May-11,General Retail and Wholesale       , BICYCLE SHOPS/SALES/SERVICE,Ł798.24,4177
MODGPC4178,17-May-11,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,"Ł1,384.00",4178
MODGPC4179,27-May-11,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,Ł532.00,4179
MODGPC4180,26-May-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"Ł1,350.00",4180
MODGPC4181,27-May-11,Leisure Activities                 , MEMBER CLUBS/SPORT/REC/GOLF,"Ł1,057.50",4181
MODGPC4182,16-May-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"Ł4,292.52",4182
MODGPC4183,16-May-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł2,862.00",4183
MODGPC4184,16-May-11,Print and Advertising              , ADVERTISING SERVICES,"Ł3,162.00",4184
MODGPC4185,17-May-11,General Retail and Wholesale       , ELECTRONICS STORES,Ł780.00,4185
MODGPC4186,26-May-11,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,Ł621.80,4186
MODGPC4187,06-Jun-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"Ł1,962.00",4187
MODGPC4188,08-Jun-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,Ł513.60,4188
MODGPC4189,06-Jun-11,Training and Educational           , SCHOOLS - DEFAULT,"Ł1,045.75",4189
MODGPC4190,13-Jun-11,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,Ł858.10,4190
MODGPC4191,16-May-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,Ł607.20,4191
MODGPC4192,16-May-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,Ł964.80,4192
MODGPC4193,16-May-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"Ł1,892.24",4193
MODGPC4194,16-May-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"Ł1,642.27",4194
MODGPC4195,16-May-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,Ł867.48,4195
MODGPC4196,16-May-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"Ł1,210.80",4196
MODGPC4197,16-May-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"Ł1,159.20",4197
MODGPC4198,19-May-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,Ł532.80,4198
MODGPC4199,19-May-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,Ł979.00,4199
MODGPC4200,19-May-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"Ł1,386.46",4200
MODGPC4201,11-May-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"Ł1,776.12",4201
MODGPC4202,02-Jun-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"Ł8,221.42",4202
MODGPC4203,03-Jun-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"Ł3,177.00",4203
MODGPC4204,03-Jun-11,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,"Ł2,400.00",4204
MODGPC4205,09-May-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł2,220.00",4205
MODGPC4206,09-May-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł2,220.00",4206
MODGPC4207,18-May-11,General Retail and Wholesale       , SHOE STORES,Ł886.94,4207
MODGPC4208,17-May-11,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,Ł804.00,4208
MODGPC4209,25-May-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"Ł1,304.28",4209
MODGPC4210,18-May-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,Ł892.92,4210
MODGPC4211,13-Jun-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł2,165.85",4211
MODGPC4212,13-Jun-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł2,109.42",4212
MODGPC4213,27-May-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"Ł4,560.00",4213
MODGPC4214,27-May-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"Ł3,864.00",4214
MODGPC4215,16-May-11,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,"Ł3,731.90",4215
MODGPC4216,16-May-11,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,"Ł1,586.46",4216
MODGPC4217,16-May-11,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,"Ł2,292.00",4217
MODGPC4218,26-May-11,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,"Ł1,117.80",4218
MODGPC4219,26-May-11,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,"Ł1,117.80",4219
MODGPC4220,18-May-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"Ł1,131.79",4220
MODGPC4221,26-May-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,Ł738.11,4221
MODGPC4222,01-Jun-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł584.85,4222
MODGPC4223,14-May-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,Ł691.20,4223
MODGPC4224,19-May-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł1,434.00",4224
MODGPC4225,23-May-11,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,Ł743.81,4225
MODGPC4226,03-Jun-11,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,Ł813.46,4226
MODGPC4227,08-Jun-11,Professional Services              , PROFESSIONAL SERVICES - DEF,"Ł1,052.38",4227
MODGPC4228,23-May-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,Ł611.66,4228
MODGPC4229,09-Jun-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,Ł726.60,4229
MODGPC4230,06-Jun-11,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,Ł582.00,4230
MODGPC4231,18-May-11,General Retail and Wholesale       , MUSIC STORES/PIANOS,"Ł2,940.00",4231
MODGPC4232,19-May-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,Ł500.00,4232
MODGPC4233,03-Jun-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"Ł3,427.20",4233
MODGPC4234,23-May-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł760.24,4234
MODGPC4235,19-May-11,General Retail and Wholesale       , MUSIC STORES/PIANOS,"Ł2,842.98",4235
MODGPC4236,20-May-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"Ł1,335.45",4236
MODGPC4237,09-Jun-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,Ł621.25,4237
MODGPC4238,10-Jun-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,075.20",4238
MODGPC4239,13-May-11,"Vehicles, Servicing and Spares     ", AUTOMOTIVE TIRE STORES,Ł775.68,4239
MODGPC4240,23-May-11,"Vehicles, Servicing and Spares     ", MOTOR VEHICLE SUPPLY/NEW PARTS,Ł652.03,4240
MODGPC4241,23-May-11,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,Ł777.05,4241
MODGPC4242,25-May-11,"Vehicles, Servicing and Spares     ", AUTOMOTIVE TIRE STORES,Ł540.48,4242
MODGPC4243,03-Jun-11,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,Ł565.20,4243
MODGPC4244,07-Jun-11,"Vehicles, Servicing and Spares     ", MOTOR VEHICLE SUPPLY/NEW PARTS,Ł685.63,4244
MODGPC4245,08-Jun-11,"Vehicles, Servicing and Spares     ", AUTOMOTIVE TIRE STORES,Ł642.00,4245
MODGPC4246,10-Jun-11,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,Ł555.59,4246
MODGPC4247,16-May-11,General Retail and Wholesale       , HOME SUPPLY WAREHOUSE STORES,"Ł5,004.10",4247
MODGPC4248,24-May-11,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,Ł773.00,4248
MODGPC4249,24-May-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł813.88,4249
MODGPC4250,26-May-11,General Retail and Wholesale       , TAILOR/SEAMSTRESS/ALTERS,Ł664.32,4250
MODGPC4251,26-May-11,Miscellaneous Industrial/Commercial, TOOL HIRE,Ł613.97,4251
MODGPC4252,07-Jun-11,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł4,351.20",4252
MODGPC4253,09-Jun-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł687.30,4253
MODGPC4254,10-Jun-11,General Retail and Wholesale       , SMALL APPLIANCE REPAIR DEF,"Ł1,490.02",4254
MODGPC4255,13-Jun-11,Print and Advertising              , MISC PUBLISHING & PRINTING,Ł810.00,4255
MODGPC4256,18-May-11,Medical Supplies and Services      , MEDICAL/DENTAL LABS,Ł626.46,4256
MODGPC4257,26-May-11,General Retail and Wholesale       , ELECTRONICS STORES,"Ł1,681.50",4257
MODGPC4258,17-May-11,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,"Ł1,443.61",4258
MODGPC4259,17-May-11,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,"Ł1,399.22",4259
MODGPC4260,06-Jun-11,General Retail and Wholesale       , ELECTRONICS STORES,"Ł2,458.80",4260
MODGPC4261,25-May-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł1,421.40",4261
MODGPC4262,16-May-11,Business Clothing and Footwear     , UNIFORMS & COMMERCIAL CLOTHING,"Ł2,351.95",4262
MODGPC4263,16-May-11,Business Clothing and Footwear     , UNIFORMS & COMMERCIAL CLOTHING,"Ł4,000.00",4263
MODGPC4264,26-May-11,Business Clothing and Footwear     , UNIFORMS & COMMERCIAL CLOTHING,"Ł3,367.14",4264
MODGPC4265,26-May-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"Ł2,793.37",4265
MODGPC4266,31-May-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"Ł2,793.37",4266
MODGPC4267,02-Jun-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł2,700.00",4267
MODGPC4268,08-Jun-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,Ł912.00,4268
MODGPC4269,08-Jun-11,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,Ł934.56,4269
MODGPC4270,20-May-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,Ł504.00,4270
MODGPC4271,20-May-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł1,500.00",4271
MODGPC4272,10-Jun-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł4,200.00",4272
MODGPC4273,17-May-11,General Retail and Wholesale       ," GIFT, CARD, NOVELTY STORES","Ł1,232.94",4273
MODGPC4274,17-May-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"Ł2,113.82",4274
MODGPC4275,17-May-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"Ł1,013.70",4275
MODGPC4276,17-May-11,Print and Advertising              , MISC PUBLISHING & PRINTING,Ł972.00,4276
MODGPC4277,20-May-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,Ł931.27,4277
MODGPC4278,24-May-11,Books and Periodicals              , BOOK STORES,"Ł2,727.04",4278
MODGPC4279,07-Jun-11,Miscellaneous Industrial/Commercial, METAL SERVICE CENTERS,Ł523.91,4279
MODGPC4280,13-May-11,Leisure Activities                 , TRAILER PARKS/CAMPGROUNDS,"Ł1,296.00",4280
MODGPC4281,31-May-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł738.61,4281
MODGPC4282,25-May-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,Ł989.52,4282
MODGPC4283,06-Jun-11,General Retail and Wholesale       , COMBINATION CATALOG & RETAIL,"Ł1,566.72",4283
MODGPC4284,18-May-11,Print and Advertising              , MISC PUBLISHING & PRINTING,Ł877.19,4284
MODGPC4285,08-Jun-11,Cleaning Services and Supplies     , DRY CLEANERS,"Ł2,218.92",4285
MODGPC4286,08-Jun-11,Cleaning Services and Supplies     , DRY CLEANERS,"Ł2,218.92",4286
MODGPC4287,25-May-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"Ł1,804.80",4287
MODGPC4288,09-Jun-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,Ł542.40,4288
MODGPC4289,09-Jun-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"Ł3,948.00",4289
MODGPC4290,20-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł541.84,4290
MODGPC4291,24-May-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"Ł2,736.09",4291
MODGPC4292,24-May-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,Ł552.00,4292
MODGPC4293,24-May-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,Ł540.00,4293
MODGPC4294,08-Jun-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"Ł1,227.60",4294
MODGPC4295,13-May-11,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY","Ł2,529.54",4295
MODGPC4296,19-May-11,Leisure Activities                 , BOAT DEALERS,"Ł4,076.81",4296
MODGPC4297,31-May-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,Ł986.88,4297
MODGPC4298,31-May-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,Ł677.83,4298
MODGPC4299,09-Jun-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł1,743.52",4299
MODGPC4300,01-Jun-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,Ł660.07,4300
MODGPC4301,08-Jun-11,Leisure Activities                 , BANDS/ORCHESTRAS/ENTERTAIN,Ł540.00,4301
MODGPC4302,25-May-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,Ł607.80,4302
MODGPC4303,06-Jun-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,Ł631.13,4303
MODGPC4304,17-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł1,085.18",4304
MODGPC4305,26-May-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,Ł925.00,4305
