UniqueRef,DATE OF TRANSACTION,MERCHANT CATEGORY,MERCHANT CATEGORY DESC,AMOUNT,SortFunction
MODGPC13271,14-Sep-11,"Hotels, Restaurants and Bars               ", RESTAURANTS,Ł519.96,13271
MODGPC13272,20-Sep-11,"Hotels, Restaurants and Bars               ", BARS/TAVERNS/LOUNGES/DISCOS,Ł534.00,13272
MODGPC13273,22-Sep-11,"Hotels, Restaurants and Bars               ", RESTAURANTS,Ł780.00,13273
MODGPC13274,30-Sep-11,"Hotels, Restaurants and Bars               ", BARS/TAVERNS/LOUNGES/DISCOS,"Ł1,425.00",13274
MODGPC13275,15-Sep-11,"Hotels, Restaurants and Bars               ", BARS/TAVERNS/LOUNGES/DISCOS,Ł800.00,13275
MODGPC13276,22-Sep-11,"Hotels, Restaurants and Bars               ", BARS/TAVERNS/LOUNGES/DISCOS,"Ł1,040.00",13276
MODGPC13277,27-Sep-11,"Hotels, Restaurants and Bars               ", BARS/TAVERNS/LOUNGES/DISCOS,Ł504.00,13277
MODGPC13278,27-Sep-11,"Hotels, Restaurants and Bars               ", RESTAURANTS,Ł933.85,13278
MODGPC13279,15-Sep-11,"Hotels, Restaurants and Bars               ", RESTAURANTS,Ł735.00,13279
MODGPC13280,19-Sep-11,"Hotels, Restaurants and Bars               ", RESTAURANTS,"Ł3,485.00",13280
MODGPC13281,28-Sep-11,"Hotels, Restaurants and Bars               ", RESTAURANTS,"Ł3,400.00",13281
MODGPC13282,29-Sep-11,"Hotels, Restaurants and Bars               ", RESTAURANTS,Ł680.00,13282
MODGPC13283,29-Sep-11,"Hotels, Restaurants and Bars               ", RESTAURANTS,"Ł2,720.00",13283
MODGPC13284,23-Sep-11,"Hotels, Restaurants and Bars               ", BARS/TAVERNS/LOUNGES/DISCOS,Ł584.55,13284
MODGPC13285,23-Sep-11,"Hotels, Restaurants and Bars               ", BARS/TAVERNS/LOUNGES/DISCOS,"Ł1,234.05",13285
MODGPC13286,15-Sep-11,"Hotels, Restaurants and Bars               ", RESTAURANTS,"Ł1,014.75",13286
MODGPC13287,27-Sep-11,Staff - Temporary Recruitment      , EMPLOYMENT/TEMP HELP AGEN,"Ł81,332.57",13287
MODGPC13288,27-Sep-11,Staff - Temporary Recruitment      , EMPLOYMENT/TEMP HELP AGEN,"Ł52,020.05",13288
MODGPC13289,21-Sep-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,Ł615.50,13289
MODGPC13290,27-Sep-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,Ł640.00,13290
MODGPC13291,21-Sep-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,"Ł3,600.00",13291
MODGPC13292,23-Sep-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,"Ł4,000.00",13292
MODGPC13293,26-Sep-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,"Ł1,519.20",13293
MODGPC13294,21-Sep-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,Ł500.00,13294
MODGPC13295,29-Sep-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,Ł500.00,13295
MODGPC13296,15-Sep-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,"Ł2,000.00",13296
MODGPC13297,28-Sep-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,Ł800.00,13297
MODGPC13298,23-Sep-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,Ł600.00,13298
MODGPC13299,22-Sep-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,Ł855.00,13299
MODGPC13300,16-Sep-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,"Ł1,007.50",13300
MODGPC13301,21-Sep-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,"Ł1,080.00",13301
MODGPC13302,23-Sep-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,"Ł1,775.00",13302
MODGPC13303,20-Sep-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,"Ł1,775.00",13303
MODGPC13304,28-Sep-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,Ł540.00,13304
MODGPC13305,21-Sep-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,Ł691.20,13305
MODGPC13306,15-Sep-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,Ł528.00,13306
MODGPC13307,15-Sep-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,"Ł1,713.60",13307
MODGPC13308,15-Sep-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,Ł720.00,13308
MODGPC13309,19-Sep-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,Ł528.00,13309
MODGPC13310,19-Sep-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,"Ł1,200.00",13310
MODGPC13311,19-Sep-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,"Ł1,200.00",13311
MODGPC13312,15-Sep-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,"Ł1,058.67",13312
MODGPC13313,20-Sep-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,"Ł2,574.00",13313
MODGPC13314,16-Sep-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,Ł989.86,13314
MODGPC13315,23-Sep-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,Ł930.00,13315
MODGPC13316,23-Sep-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,Ł930.00,13316
MODGPC13317,23-Sep-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,Ł755.00,13317
MODGPC13318,29-Sep-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,"Ł1,386.00",13318
MODGPC13319,15-Sep-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,Ł600.00,13319
MODGPC13320,22-Sep-11,Telecommunication Services         , TELECOMMUNICATION EQUIPMENT,Ł987.81,13320
MODGPC13321,22-Sep-11,Telecommunication Services         , TELECOMMUNICATION EQUIPMENT,Ł989.51,13321
MODGPC13322,23-Sep-11,Telecommunication Services         , TELECOMMUNICATION EQUIPMENT,Ł609.14,13322
MODGPC13323,27-Sep-11,Telecommunication Services         , TELECOMMUNICATION EQUIPMENT,"Ł1,202.88",13323
MODGPC13324,28-Sep-11,Telecommunication Services         , TELECOMMUNICATION EQUIPMENT,Ł873.07,13324
MODGPC13325,30-Sep-11,Telecommunication Services         , TELECOMMUNICATION EQUIPMENT,Ł681.46,13325
MODGPC13326,16-Sep-11,Telecommunication Services         , TELECOMMUNICATION SERVICES,Ł899.70,13326
MODGPC13327,16-Sep-11,Telecommunication Services         , TELECOMMUNICATION SERVICES,Ł899.70,13327
MODGPC13328,15-Sep-11,Telecommunication Services         , TELECOMMUNICATION EQUIPMENT,Ł897.83,13328
MODGPC13329,21-Sep-11,Telecommunication Services         , TELECOMMUNICATION SERVICES,Ł504.00,13329
MODGPC13330,30-Sep-11,Telecommunication Services         , TELECOMMUNICATION SERVICES,"Ł8,184.48",13330
MODGPC13331,22-Sep-11,Telecommunication Services         , TELECOMMUNICATION SERVICES,Ł808.99,13331
MODGPC13332,27-Sep-11,Telecommunication Services         , CABLE/PAY TV SERVICES,"Ł1,223.04",13332
MODGPC13333,27-Sep-11,Telecommunication Services         , CABLE/PAY TV SERVICES,Ł599.04,13333
MODGPC13334,20-Sep-11,Telecommunication Services         , TELECOMMUNICATION SERVICES,"Ł1,343.04",13334
MODGPC13335,30-Sep-11,Training and Educational           , BUSINESS/SECRETARIAL SCHOOL,"Ł1,467.33",13335
MODGPC13336,29-Sep-11,Training and Educational           , SCHOOLS - DEFAULT,"Ł2,650.00",13336
MODGPC13337,27-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł2,000.00",13337
MODGPC13338,22-Sep-11,Training and Educational           , SCHOOLS - DEFAULT,Ł594.00,13338
MODGPC13339,14-Sep-11,Training and Educational           , TRADE/VOCATIONAL SCHOOLS,"Ł1,141.02",13339
MODGPC13340,14-Sep-11,Training and Educational           , TRADE/VOCATIONAL SCHOOLS,"Ł3,500.00",13340
MODGPC13341,14-Sep-11,Training and Educational           , TRADE/VOCATIONAL SCHOOLS,"Ł1,141.02",13341
MODGPC13342,14-Sep-11,Training and Educational           , TRADE/VOCATIONAL SCHOOLS,"Ł1,483.50",13342
MODGPC13343,09-Sep-11,Training and Educational           , SCHOOLS - DEFAULT,Ł724.80,13343
MODGPC13344,14-Sep-11,Training and Educational           , TRADE/VOCATIONAL SCHOOLS,"Ł1,696.85",13344
MODGPC13345,28-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł661.00,13345
MODGPC13346,23-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł594.00,13346
MODGPC13347,14-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł3,335.00",13347
MODGPC13348,27-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł875.00,13348
MODGPC13349,23-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł1,000.00",13349
MODGPC13350,14-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł1,191.00",13350
MODGPC13351,30-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł1,248.00",13351
MODGPC13352,30-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł787.92,13352
MODGPC13353,30-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł1,010.94",13353
MODGPC13354,21-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł32,780.00",13354
MODGPC13355,16-Sep-11,Training and Educational           , SCHOOLS - DEFAULT,"Ł5,000.00",13355
MODGPC13356,16-Sep-11,Training and Educational           , SCHOOLS - DEFAULT,"Ł2,255.80",13356
MODGPC13357,23-Sep-11,Training and Educational           , CORRESPONDENCE SCHOOLS,Ł612.00,13357
MODGPC13358,19-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł1,850.00",13358
MODGPC13359,29-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł760.50,13359
MODGPC13360,21-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł2,109.00",13360
MODGPC13361,21-Sep-11,Training and Educational           , CORRESPONDENCE SCHOOLS,Ł579.09,13361
MODGPC13362,28-Sep-11,Training and Educational           , CORRESPONDENCE SCHOOLS,Ł717.99,13362
MODGPC13363,23-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł2,558.97",13363
MODGPC13364,29-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł3,375.00",13364
MODGPC13365,14-Sep-11,Training and Educational           , BUSINESS/SECRETARIAL SCHOOL,"Ł15,150.00",13365
MODGPC13366,21-Sep-11,Training and Educational           , SCHOOLS - DEFAULT,"Ł1,150.00",13366
MODGPC13367,26-Sep-11,Training and Educational           , SCHOOLS - DEFAULT,"Ł1,150.00",13367
MODGPC13368,29-Sep-11,Training and Educational           , SCHOOLS - DEFAULT,"Ł3,970.00",13368
MODGPC13369,23-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł660.00,13369
MODGPC13370,23-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł660.00,13370
MODGPC13371,23-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł990.00,13371
MODGPC13372,23-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł990.00,13372
MODGPC13373,26-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł600.00,13373
MODGPC13374,26-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł1,200.00",13374
MODGPC13375,22-Sep-11,Training and Educational           , TRADE/VOCATIONAL SCHOOLS,Ł750.60,13375
MODGPC13376,28-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł1,320.00",13376
MODGPC13377,26-Sep-11,Training and Educational           , SCHOOLS - DEFAULT,Ł960.00,13377
MODGPC13378,16-Sep-11,Training and Educational           , TRADE/VOCATIONAL SCHOOLS,"Ł3,458.70",13378
MODGPC13379,20-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł820.00,13379
MODGPC13380,28-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł700.00,13380
MODGPC13381,28-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł700.00,13381
MODGPC13382,13-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł735.00,13382
MODGPC13383,26-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł770.00,13383
MODGPC13384,26-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł700.00,13384
MODGPC13385,26-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł700.00,13385
MODGPC13386,26-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł700.00,13386
MODGPC13387,26-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł700.00,13387
MODGPC13388,26-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł700.00,13388
MODGPC13389,26-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł700.00,13389
MODGPC13390,26-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł700.00,13390
MODGPC13391,26-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł700.00,13391
MODGPC13392,26-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł700.00,13392
MODGPC13393,26-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł700.00,13393
MODGPC13394,26-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł700.00,13394
MODGPC13395,26-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł700.00,13395
MODGPC13396,28-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł700.00,13396
MODGPC13397,28-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł700.00,13397
MODGPC13398,28-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł700.00,13398
MODGPC13399,15-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł700.00,13399
MODGPC13400,20-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł724.00,13400
MODGPC13401,26-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł1,020.00",13401
MODGPC13402,15-Sep-11,Training and Educational           , SCHOOLS - DEFAULT,Ł509.33,13402
MODGPC13403,15-Sep-11,Training and Educational           , SCHOOLS - DEFAULT,"Ł1,229.15",13403
MODGPC13404,21-Sep-11,Training and Educational           , SCHOOLS - DEFAULT,"Ł1,291.24",13404
MODGPC13405,27-Sep-11,Training and Educational           , SCHOOLS - DEFAULT,Ł500.00,13405
MODGPC13406,21-Sep-11,Training and Educational           , SCHOOLS - DEFAULT,"Ł1,260.00",13406
MODGPC13407,28-Sep-11,Training and Educational           , SCHOOLS - DEFAULT,"Ł1,139.98",13407
MODGPC13408,22-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł1,200.00",13408
MODGPC13409,21-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł2,400.00",13409
MODGPC13410,23-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł1,200.00",13410
MODGPC13411,28-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł4,340.04",13411
MODGPC13412,29-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł3,368.12",13412
MODGPC13413,16-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł504.00,13413
MODGPC13414,16-Sep-11,Training and Educational           , SCHOOLS - DEFAULT,Ł541.80,13414
MODGPC13415,14-Sep-11,Training and Educational           , BUSINESS/SECRETARIAL SCHOOL,"Ł4,212.47",13415
MODGPC13416,19-Sep-11,Training and Educational           , SCHOOLS - DEFAULT,"Ł2,343.00",13416
MODGPC13417,22-Sep-11,Training and Educational           , SCHOOLS - DEFAULT,"Ł5,280.00",13417
MODGPC13418,23-Sep-11,Training and Educational           , SCHOOLS - DEFAULT,Ł505.00,13418
MODGPC13419,21-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł912.00,13419
MODGPC13420,26-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł920.00,13420
MODGPC13421,26-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł958.18,13421
MODGPC13422,28-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł15,000.00",13422
MODGPC13423,26-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł9,576.00",13423
MODGPC13424,27-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł775.00,13424
MODGPC13425,23-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł1,350.00",13425
MODGPC13426,23-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł1,800.00",13426
MODGPC13427,23-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł1,350.00",13427
MODGPC13428,23-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł1,680.00",13428
MODGPC13429,23-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł1,350.00",13429
MODGPC13430,23-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł1,350.00",13430
MODGPC13431,23-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł1,800.00",13431
MODGPC13432,30-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł3,300.00",13432
MODGPC13433,29-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł1,066.00",13433
MODGPC13434,30-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł680.00,13434
MODGPC13435,23-Sep-11,Training and Educational           , SCHOOLS - DEFAULT,"Ł2,340.00",13435
MODGPC13436,30-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł970.00,13436
MODGPC13437,21-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł565.00,13437
MODGPC13438,30-Sep-11,Training and Educational           , TRADE/VOCATIONAL SCHOOLS,"Ł3,000.00",13438
MODGPC13439,15-Sep-11,Training and Educational           , TRADE/VOCATIONAL SCHOOLS,"Ł1,500.00",13439
MODGPC13440,20-Sep-11,Training and Educational           , SCHOOLS - DEFAULT,Ł705.62,13440
MODGPC13441,20-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł737.00,13441
MODGPC13442,15-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł3,270.00",13442
MODGPC13443,23-Sep-11,Utilities and Non Automotive Fuel  , UTILITIES/ELEC/GAS/H2O/SANI,"Ł1,753.11",13443
MODGPC13444,21-Sep-11,Utilities and Non Automotive Fuel  , UTILITIES/ELEC/GAS/H2O/SANI,Ł558.98,13444
MODGPC13445,22-Sep-11,Utilities and Non Automotive Fuel  , UTILITIES/ELEC/GAS/H2O/SANI,"Ł2,826.00",13445
MODGPC13446,27-Sep-11,Utilities and Non Automotive Fuel  , FUEL DEALERS,Ł582.76,13446
MODGPC13447,14-Sep-11,Utilities and Non Automotive Fuel  , UTILITIES/ELEC/GAS/H2O/SANI,Ł630.00,13447
MODGPC13448,14-Sep-11,Utilities and Non Automotive Fuel  , UTILITIES/ELEC/GAS/H2O/SANI,Ł964.80,13448
MODGPC13449,14-Sep-11,Utilities and Non Automotive Fuel  , UTILITIES/ELEC/GAS/H2O/SANI,Ł965.28,13449
MODGPC13450,14-Sep-11,Utilities and Non Automotive Fuel  , UTILITIES/ELEC/GAS/H2O/SANI,"Ł1,224.48",13450
MODGPC13451,19-Sep-11,Utilities and Non Automotive Fuel  , FUEL DEALERS,"Ł2,319.53",13451
MODGPC13452,29-Sep-11,Utilities and Non Automotive Fuel  , UTILITIES/ELEC/GAS/H2O/SANI,Ł684.22,13452
MODGPC13453,19-Sep-11,Utilities and Non Automotive Fuel  , UTILITIES/ELEC/GAS/H2O/SANI,Ł776.25,13453
MODGPC13454,27-Sep-11,Utilities and Non Automotive Fuel  , FUEL DEALERS,"Ł1,696.00",13454
MODGPC13455,30-Sep-11,Utilities and Non Automotive Fuel  , FUEL DEALERS,"Ł1,357.00",13455
MODGPC13456,30-Sep-11,Utilities and Non Automotive Fuel  , FUEL DEALERS,"Ł1,357.00",13456
MODGPC13457,30-Sep-11,Utilities and Non Automotive Fuel  , FUEL DEALERS,Ł713.78,13457
MODGPC13458,22-Sep-11,Utilities and Non Automotive Fuel  , FUEL DEALERS,Ł553.39,13458
MODGPC13459,30-Sep-11,"Vehicles, Servicing and Spares     ", AUTOMOTIVE TIRE STORES,Ł587.50,13459
MODGPC13460,28-Sep-11,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,"Ł2,837.28",13460
MODGPC13461,14-Sep-11,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,"Ł1,477.80",13461
MODGPC13462,20-Sep-11,"Vehicles, Servicing and Spares     ", MOTOR VEHICLE SUPPLY/NEW PARTS,Ł833.78,13462
MODGPC13463,20-Sep-11,"Vehicles, Servicing and Spares     ", MOTOR VEHICLE SUPPLY/NEW PARTS,Ł775.84,13463
MODGPC13464,16-Sep-11,"Vehicles, Servicing and Spares     ", CAR & TRUCK DEALERS/NEW/USED,"Ł2,082.59",13464
MODGPC13465,19-Sep-11,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,Ł549.60,13465
MODGPC13466,29-Sep-11,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,Ł666.24,13466
MODGPC13467,28-Sep-11,"Vehicles, Servicing and Spares     ", MISC AUTO DEALERS - DEFAULT,"Ł6,534.00",13467
MODGPC13468,15-Sep-11,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,"Ł6,499.56",13468
MODGPC13469,19-Sep-11,"Vehicles, Servicing and Spares     ", MOTOR VEHICLE SUPPLY/NEW PARTS,Ł912.00,13469
MODGPC13470,14-Sep-11,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,"Ł2,193.07",13470
MODGPC13471,14-Sep-11,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,Ł528.82,13471
MODGPC13472,22-Sep-11,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,"Ł2,304.00",13472
