Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Defra,JNCC,18-Jun-10,SHOWS/EVENTS                                                ,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,258.5,
Defra,JNCC,18-Jun-10,SHOWS/EVENTS                                                ,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,893.88,
Defra,JNCC,18-Jun-10,OFFICE EQUIPMENT HIRE                                       ,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,222.81,
Defra,JNCC,18-Jun-10,OFFICE EQUIPMENT MAINTENANCE                                ,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,1.99,
Defra,JNCC,18-Jun-10,OFFICE EQUIPMENT MAINTENANCE                                ,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,50.31,
Defra,JNCC,18-Jun-10,OFFICE STATIONERY& CONSUMABLES                              ,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,101.5,
Defra,JNCC,18-Jun-10,OFFICE STATIONERY& CONSUMABLES                              ,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard May 2010,4.65,
Defra,JNCC,18-Jun-10,OFFICE STATIONERY& CONSUMABLES                              ,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,72.12,
Defra,JNCC,18-Jun-10,OFFICE STATIONERY& CONSUMABLES                              ,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,39.2,
Defra,JNCC,18-Jun-10,OFFICE STATIONERY& CONSUMABLES                              ,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,187.76,
Defra,JNCC,18-Jun-10,OFFICE STATIONERY& CONSUMABLES                              ,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,133.95,
Defra,JNCC,18-Jun-10,OFFICE STATIONERY& CONSUMABLES                              ,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,824.1,
Defra,JNCC,18-Jun-10,OFFICE STATIONERY& CONSUMABLES                              ,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,8.37,
Defra,JNCC,18-Jun-10,OFFICE STATIONERY& CONSUMABLES                              ,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,10.46,
Defra,JNCC,18-Jun-10,OFFICE STATIONERY& CONSUMABLES                              ,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,14,
Defra,JNCC,18-Jun-10,OFFICE STATIONERY& CONSUMABLES                              ,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,46.38,
Defra,JNCC,18-Jun-10,OFFICE EQUIP/INVEN-NON CAPITAL                              ,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,41.3,
Defra,JNCC,18-Jun-10,OFFICE EQUIP/INVEN-NON CAPITAL                              ,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,1,
Defra,JNCC,18-Jun-10,OFFICE EQUIP/INVEN-NON CAPITAL                              ,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,227.7,
Defra,JNCC,18-Jun-10,OFFICE EQUIP/INVEN-NON CAPITAL                              ,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,16,
Defra,JNCC,18-Jun-10,OFFICE EQUIP/INVEN-NON CAPITAL                              ,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,18.22,
Defra,JNCC,18-Jun-10,OFFICE FURNITURE PURCHASE                                   ,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,39.93,
Defra,JNCC,18-Jun-10,OFFICE FURNITURE PURCHASE                                   ,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,157.25,
Defra,JNCC,18-Jun-10,COMPUTER EQUIPMENT (H&S/WARE)                               ,Marine Mapping & Ecosystem Assessment,Barclaycard Business,Barclaycard May 2010,"1,374.75",
Defra,JNCC,18-Jun-10,COMPUTER EQUIPMENT (H&S/WARE)                               ,Marine Mapping & Ecosystem Assessment,Barclaycard Business,Barclaycard May 2010,163,
Defra,JNCC,18-Jun-10,COMPUTER EQUIPMENT (H&S/WARE)                               ,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,29.88,
Defra,JNCC,18-Jun-10,COMPUTER EQUIPMENT (H&S/WARE)                               ,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,43.9,
Defra,JNCC,18-Jun-10,COMPUTER EQUIPMENT (H&S/WARE)                               ,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,91.04,
Defra,JNCC,18-Jun-10,COMPUTER EQUIPMENT (H&S/WARE)                               ,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,19.86,
Defra,JNCC,18-Jun-10,COMPUTER EQUIPMENT (H&S/WARE)                               ,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,20.83,
Defra,JNCC,18-Jun-10,COMPUTER EQUIPMENT (H&S/WARE)                               ,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,85.6,
Defra,JNCC,18-Jun-10,COMPUTER EQUIPMENT (H&S/WARE)                               ,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard May 2010,289.33,
Defra,JNCC,18-Jun-10,COMPUTER EQUIPMENT (H&S/WARE)                               ,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,13.57,
Defra,JNCC,18-Jun-10,COMPUTER EQUIPMENT (H&S/WARE)                               ,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,"3,835.20",
Defra,JNCC,18-Jun-10,COMPUTER EQUIPMENT (H&S/WARE)                               ,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,15.03,
Defra,JNCC,18-Jun-10,COMPUTER EQUIPMENT (H&S/WARE)                               ,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,15.03,
Defra,JNCC,18-Jun-10,COMPUTER EQUIPMENT (H&S/WARE)                               ,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,13.81,
Defra,JNCC,18-Jun-10,COMPUTER EQUIPMENT (H&S/WARE)                               ,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,15.02,
Defra,JNCC,18-Jun-10,COMPUTER EQUIPMENT (H&S/WARE)                               ,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,15.02,
Defra,JNCC,18-Jun-10,COMPUTER EQUIPMENT (H&S/WARE)                               ,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,234.21,
Defra,JNCC,18-Jun-10,COMPUTER EQUIPMENT (H&S/WARE)                               ,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,35.48,
Defra,JNCC,18-Jun-10,COMPUTER EQUIPMENT (H&S/WARE)                               ,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,12.86,
Defra,JNCC,18-Jun-10,COMPUTER EQUIPMENT (H&S/WARE)                               ,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,138.93,
Defra,JNCC,18-Jun-10,RECRUITMENT (INCL. CANDIDATES)                              ,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,881.25,
Defra,JNCC,18-Jun-10,TRAINING COURSES                                            ,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,-645,
Defra,JNCC,18-Jun-10,TRAINING COURSES                                            ,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,495,
Defra,JNCC,18-Jun-10,VEHICLE HIRE                                                ,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,126,
Defra,JNCC,18-Jun-10,VEHICLE FUEL                                                ,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,12.23,
Defra,JNCC,18-Jun-10,VEHICLE FUEL                                                ,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,38.28,
Defra,JNCC,18-Jun-10,VEHICLE FUEL                                                ,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,29.11,
Defra,JNCC,18-Jun-10,VEHICLE FUEL                                                ,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,42.48,
Defra,JNCC,18-Jun-10,VEHICLE FUEL                                                ,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,45.42,
Defra,JNCC,18-Jun-10,VEHICLE LICENCE & INSURANCE                                 ,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,18.5,
Defra,JNCC,18-Jun-10,AIR TRAVEL - UK,Surveillance & Monitoring,Barclaycard Business,Barclaycard May 2010,5,
Defra,JNCC,18-Jun-10,AIR TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,-120.1,
Defra,JNCC,18-Jun-10,AIR TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,-75.48,
Defra,JNCC,18-Jun-10,AIR TRAVEL - UK,Surveillance & Monitoring,Barclaycard Business,Barclaycard May 2010,267.6,
Defra,JNCC,18-Jun-10,AIR TRAVEL - UK,Surveillance & Monitoring,Barclaycard Business,Barclaycard May 2010,310.9,
Defra,JNCC,18-Jun-10,AIR TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,-159.4,
Defra,JNCC,18-Jun-10,AIR TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,164.98,
Defra,JNCC,18-Jun-10,AIR TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,158.98,
Defra,JNCC,18-Jun-10,AIR TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,339.4,
Defra,JNCC,18-Jun-10,AIR TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,36.83,
Defra,JNCC,18-Jun-10,AIR TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,58.99,
Defra,JNCC,18-Jun-10,AIR TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,134.49,
Defra,JNCC,18-Jun-10,AIR TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,114.49,
Defra,JNCC,18-Jun-10,AIR TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,140,
Defra,JNCC,18-Jun-10,AIR TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,142.9,
Defra,JNCC,18-Jun-10,AIR TRAVEL - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,142.78,
Defra,JNCC,18-Jun-10,AIR TRAVEL - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,19.98,
Defra,JNCC,18-Jun-10,AIR TRAVEL - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,133.28,
Defra,JNCC,18-Jun-10,AIR TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,174.49,
Defra,JNCC,18-Jun-10,AIR TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,75.4,
Defra,JNCC,18-Jun-10,AIR TRAVEL - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,-81,
Defra,JNCC,18-Jun-10,AIR TRAVEL - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,46.49,
Defra,JNCC,18-Jun-10,AIR TRAVEL - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,69.49,
Defra,JNCC,18-Jun-10,AIR TRAVEL - UK,Surveillance & Monitoring,Barclaycard Business,Barclaycard May 2010,-159.4,
Defra,JNCC,18-Jun-10,AIR TRAVEL - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,179,
Defra,JNCC,18-Jun-10,AIR TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,-97.48,
Defra,JNCC,18-Jun-10,AIR TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,-79.99,
Defra,JNCC,18-Jun-10,AIR TRAVEL - EUROPE,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,323.9,
Defra,JNCC,18-Jun-10,AIR TRAVEL - EUROPE,European Intelligence & Advice,Barclaycard Business,Barclaycard May 2010,20,
Defra,JNCC,18-Jun-10,AIR TRAVEL - EUROPE,European Intelligence & Advice,Barclaycard Business,Barclaycard May 2010,204,
Defra,JNCC,18-Jun-10,AIR TRAVEL - EUROPE,European Intelligence & Advice,Barclaycard Business,Barclaycard May 2010,20,
Defra,JNCC,18-Jun-10,AIR TRAVEL - EUROPE,European Intelligence & Advice,Barclaycard Business,Barclaycard May 2010,174,
Defra,JNCC,18-Jun-10,AIR TRAVEL - EUROPE,European Intelligence & Advice,Barclaycard Business,Barclaycard May 2010,20,
Defra,JNCC,18-Jun-10,AIR TRAVEL - EUROPE,European Intelligence & Advice,Barclaycard Business,Barclaycard May 2010,129,
Defra,JNCC,18-Jun-10,AIR TRAVEL - EUROPE,Sustainability Advice,Barclaycard Business,Barclaycard May 2010,118.25,
Defra,JNCC,18-Jun-10,AIR TRAVEL - EUROPE,Marine Mapping & Ecosystem Assessment,Barclaycard Business,Barclaycard May 2010,265.86,
Defra,JNCC,18-Jun-10,AIR TRAVEL - EUROPE,Global Advice,Barclaycard Business,Barclaycard May 2010,89.7,
Defra,JNCC,18-Jun-10,AIR TRAVEL - EUROPE,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,426.7,
Defra,JNCC,18-Jun-10,AIR TRAVEL - EUROPE,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,212.6,
Defra,JNCC,18-Jun-10,AIR TRAVEL - EUROPE,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,178.1,
Defra,JNCC,18-Jun-10,AIR TRAVEL - EUROPE,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,4.5,
Defra,JNCC,18-Jun-10,AIR TRAVEL - INTER-CONTINENTAL,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard May 2010,-523.97,
Defra,JNCC,18-Jun-10,AIR TRAVEL - INTER-CONTINENTAL,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard May 2010,727.67,
Defra,JNCC,18-Jun-10,AIR TRAVEL - INTER-CONTINENTAL,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard May 2010,102,
Defra,JNCC,18-Jun-10,AIR TRAVEL - INTER-CONTINENTAL,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard May 2010,40,
Defra,JNCC,18-Jun-10,AIR TRAVEL - INTER-CONTINENTAL,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard May 2010,25,
Defra,JNCC,18-Jun-10,AIR TRAVEL - INTER-CONTINENTAL,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,773.13,
Defra,JNCC,18-Jun-10,AIR TRAVEL - INTER-CONTINENTAL,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard May 2010,25,
Defra,JNCC,18-Jun-10,AIR TRAVEL - INTER-CONTINENTAL,European Intelligence & Advice,Barclaycard Business,Barclaycard May 2010,-265.4,
Defra,JNCC,18-Jun-10,BOAT TRAVEL,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,19.95,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Surveillance & Monitoring,Barclaycard Business,Barclaycard May 2010,91.2,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard May 2010,99.7,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,59.5,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,113,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,28.7,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Access to Information,Barclaycard Business,Barclaycard May 2010,66.1,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Surveillance & Monitoring,Barclaycard Business,Barclaycard May 2010,7.2,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Sustainability Advice,Barclaycard Business,Barclaycard May 2010,62.5,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Mapping & Ecosystem Assessment,Barclaycard Business,Barclaycard May 2010,76,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Mapping & Ecosystem Assessment,Barclaycard Business,Barclaycard May 2010,52.5,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Mapping & Ecosystem Assessment,Barclaycard Business,Barclaycard May 2010,76,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard May 2010,75.3,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Global Advice,Barclaycard Business,Barclaycard May 2010,68.5,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Global Advice,Barclaycard Business,Barclaycard May 2010,44,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,European Intelligence & Advice,Barclaycard Business,Barclaycard May 2010,18.8,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,European Intelligence & Advice,Barclaycard Business,Barclaycard May 2010,18.8,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,European Intelligence & Advice,Barclaycard Business,Barclaycard May 2010,18.8,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,European Intelligence & Advice,Barclaycard Business,Barclaycard May 2010,18.8,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,European Intelligence & Advice,Barclaycard Business,Barclaycard May 2010,42,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard May 2010,86,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard May 2010,5,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,European Intelligence & Advice,Barclaycard Business,Barclaycard May 2010,101.6,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,96,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,159,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,64,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,European Intelligence & Advice,Barclaycard Business,Barclaycard May 2010,15.7,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,70.95,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,119,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,198.75,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,263.9,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Surveillance & Monitoring,Barclaycard Business,Barclaycard May 2010,59.5,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Surveillance & Monitoring,Barclaycard Business,Barclaycard May 2010,87,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Sustainability Advice,Barclaycard Business,Barclaycard May 2010,55,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Surveillance & Monitoring,Barclaycard Business,Barclaycard May 2010,15.4,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Mapping & Ecosystem Assessment,Barclaycard Business,Barclaycard May 2010,4,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Mapping & Ecosystem Assessment,Barclaycard Business,Barclaycard May 2010,47.2,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,38,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,European Intelligence & Advice,Barclaycard Business,Barclaycard May 2010,10,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard May 2010,30.8,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Surveillance,Barclaycard Business,Barclaycard May 2010,23.4,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Surveillance,Barclaycard Business,Barclaycard May 2010,99.7,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Global Advice,Barclaycard Business,Barclaycard May 2010,87,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Global Advice,Barclaycard Business,Barclaycard May 2010,18,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Global Advice,Barclaycard Business,Barclaycard May 2010,43.8,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,22,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,85.7,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,6.4,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,19.6,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,136.9,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,85.5,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Surveillance & Monitoring,Barclaycard Business,Barclaycard May 2010,87,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Surveillance & Monitoring,Barclaycard Business,Barclaycard May 2010,119.5,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Surveillance & Monitoring,Barclaycard Business,Barclaycard May 2010,6.2,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Surveillance & Monitoring,Barclaycard Business,Barclaycard May 2010,122.4,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Sustainability Advice,Barclaycard Business,Barclaycard May 2010,67.8,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Policy Relevant Info & Reporting,Barclaycard Business,Barclaycard May 2010,68.1,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,European Intelligence & Advice,Barclaycard Business,Barclaycard May 2010,22.9,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,European Intelligence & Advice,Barclaycard Business,Barclaycard May 2010,45.8,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,210.5,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,168.1,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,140,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,24.5,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,16.9,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,27.8,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,14.9,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Surveillance,Barclaycard Business,Barclaycard May 2010,84.5,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Surveillance,Barclaycard Business,Barclaycard May 2010,84.5,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Surveillance,Barclaycard Business,Barclaycard May 2010,42,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Surveillance,Barclaycard Business,Barclaycard May 2010,42,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,102.5,
