Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,,,,,,,,
Home Office ,Home Office ,04/02/2016,Professional & Admin Services,OSCT - Office of Security and Counter-Terrorism,FOREIGN AND COMMONWEALTH OFFICE,3000051154,"28,005.63",,,,,,,,
Home Office ,Home Office ,04/02/2016,Integration Loan Scheme,OSCT - Office of Security and Counter-Terrorism,NATIONAL CRIME AGENCY (NCA) (G),3000051157,"4,204,972.00",,,,,,,,
Home Office ,Home Office ,04/02/2016,Integration Loan Scheme,OSCT - Office of Security and Counter-Terrorism,NATIONAL CRIME AGENCY (NCA) (G),3000051157,"56,108.00",,,,,,,,
Home Office ,Home Office ,05/02/2016,Grant,OSCT - Office of Security and Counter-Terrorism,BIRMINGHAM CITY COUNCIL (G),1001828137,"29,052.14",,,,,,,,
Home Office ,Home Office ,05/02/2016,Grant,OSCT - Office of Security and Counter-Terrorism,HAMMERSMITH & FULHAM COMMUNITY (G),1001828147,"52,571.60",,,,,,,,
Home Office ,Home Office ,05/02/2016,Grant,OSCT - Office of Security and Counter-Terrorism,HAMMERSMITH & FULHAM COMMUNITY (G),1001828147,"32,705.32",,,,,,,,
Home Office ,Home Office ,05/02/2016,Other Govt Department,OSCT - Office of Security and Counter-Terrorism,HM TREASURY,3000051167,"95,700.00",,,,,,,,
Home Office ,Home Office ,05/02/2016,Grant,OSCT - Office of Security and Counter-Terrorism,LONDON BOROUGH OF EALING 1 (G),1001828152,"33,152.18",,,,,,,,
Home Office ,Home Office ,05/02/2016,Grant,OSCT - Office of Security and Counter-Terrorism,LONDON BOROUGH OF NEWHAM (G),1001828155,"34,459.62",,,,,,,,
Home Office ,Home Office ,05/02/2016,Grant,OSCT - Office of Security and Counter-Terrorism,WESTMINSTER CITY COUNCIL (G),1001828164,"25,183.82",,,,,,,,
Home Office ,Home Office ,09/02/2016,Grant,OSCT - Office of Security and Counter-Terrorism,CROWN PROSECUTION SERVICE (G),3000051172,"37,250.00",,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,OSCT - Office of Security and Counter-Terrorism,BURNLEY BOROUGH COUNCIL (G),1001829823,"32,262.00",,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,OSCT - Office of Security and Counter-Terrorism,KIRKLEES METROPOLITAN COUNCIL 2 (G),1001829833,"28,333.00",,,,,,,,
Home Office ,Home Office ,12/02/2016,Grant,OSCT - Office of Security and Counter-Terrorism,ACRO CRIMINAL RECORDS OFFICE (ACRO) (G),1001830821,"408,980.00",,,,,,,,
Home Office ,Home Office ,12/02/2016,Grant,OSCT - Office of Security and Counter-Terrorism,ACRO CRIMINAL RECORDS OFFICE (ACRO) (G),1001830821,"39,701.00",,,,,,,,
Home Office ,Home Office ,16/02/2016,Advertising Media,OSCT - Office of Security and Counter-Terrorism,DENTSU AEGIS UK LIMITED,1001832407,"35,423.32",,,,,,,,
Home Office ,Home Office ,17/02/2016,Advertising Media,OSCT - Office of Security and Counter-Terrorism,CONSOLIDATED PR LTD,1001832861,"52,308.00",,,,,,,,
Home Office ,Home Office ,17/02/2016,Advertising Media,OSCT - Office of Security and Counter-Terrorism,CONSOLIDATED PR LTD,1001832861,"36,912.00",,,,,,,,
Home Office ,Home Office ,17/02/2016,Advertising Media,OSCT - Office of Security and Counter-Terrorism,CONSOLIDATED PR LTD,1001832861,"29,280.00",,,,,,,,
Home Office ,Home Office ,17/02/2016,Advertising Media,OSCT - Office of Security and Counter-Terrorism,CONSOLIDATED PR LTD,1001832861,"32,064.00",,,,,,,,
Home Office ,Home Office ,17/02/2016,Advertising Media,OSCT - Office of Security and Counter-Terrorism,DENTSU AEGIS UK LIMITED,1001832865,"166,540.18",,,,,,,,
Home Office ,Home Office ,17/02/2016,Advertising Media,OSCT - Office of Security and Counter-Terrorism,DENTSU AEGIS UK LIMITED,1001832865,"83,394.82",,,,,,,,
Home Office ,Home Office ,17/02/2016,Advertising Media,OSCT - Office of Security and Counter-Terrorism,DENTSU AEGIS UK LIMITED,1001832865,"145,090.15",,,,,,,,
Home Office ,Home Office ,17/02/2016,Advertising Media,OSCT - Office of Security and Counter-Terrorism,DENTSU AEGIS UK LIMITED,1001832865,"161,350.66",,,,,,,,
Home Office ,Home Office ,22/02/2016,Grant,OSCT - Office of Security and Counter-Terrorism,BIRMINGHAM CITY COUNCIL (G),1001833938,"125,157.82",,,,,,,,
Home Office ,Home Office ,22/02/2016,Grant,OSCT - Office of Security and Counter-Terrorism,HAMMERSMITH & FULHAM COMMUNITY (G),1001833946,"27,286.00",,,,,,,,
Home Office ,Home Office ,22/02/2016,Grant,OSCT - Office of Security and Counter-Terrorism,LONDON BOROUGH OF EALING 1 (G),1001833950,"39,306.50",,,,,,,,
Home Office ,Home Office ,22/02/2016,Grant,OSCT - Office of Security and Counter-Terrorism,LONDON BOROUGH TOWER HAMLETS (G),1001833954,"147,228.26",,,,,,,,
Home Office ,Home Office ,23/02/2016,Grant,OSCT - Office of Security and Counter-Terrorism,CHARITY COMMISION (THE) (G),3000051222,"258,595.00",,,,,,,,
Home Office ,Home Office ,25/02/2016,"IT, Tele ApplicConsult&Development",OSCT - Office of Security and Counter-Terrorism,MEDLEY BUSINESS SOLUTIONS LTD,1001835737,"25,755.84",,,,,,,,
Home Office ,Home Office ,25/02/2016,Asylum Services,OSCT - Office of Security and Counter-Terrorism,MINISTRY OF JUSTICE,3000051247,"250,000.00",,,,,,,,
Home Office ,Home Office ,26/02/2016,Grant,OSCT - Office of Security and Counter-Terrorism,BLACKBURN WITH DARWEN BOROUGH COUNCIL (G),1001836088,"38,103.00",,,,,,,,
Home Office ,Home Office ,26/02/2016,Grant,OSCT - Office of Security and Counter-Terrorism,LONDON BOROUGH OF LEWISHAM (G),1001836095,"30,000.00",,,,,,,,
Home Office ,Home Office ,01/02/2016,"IT, Broadcasting & Telecomms Components",UKBF - UK Border Force,CAPGEMINI UK PLC,1001826017,"64,949.09",,,,,,,,
Home Office ,Home Office ,01/02/2016,"IT, Broadcasting & Telecomms Components",UKBF - UK Border Force,CAPGEMINI UK PLC,1001826017,"108,008.71",,,,,,,,
Home Office ,Home Office ,01/02/2016,"IT, Broadcasting & Telecomms Components",UKBF - UK Border Force,CAPGEMINI UK PLC,1001826017,"25,079.92",,,,,,,,
Home Office ,Home Office ,01/02/2016,"IT, Broadcasting & Telecomms Components",UKBF - UK Border Force,CAPGEMINI UK PLC,1001826017,"27,762.48",,,,,,,,
Home Office ,Home Office ,01/02/2016,"IT, TelecommsManaged Service",UKBF - UK Border Force,GOVERNMENT COMMUNICATIONS HEADQUARTERS (GCHQ),1001826066,"59,250.00",,,,,,,,
Home Office ,Home Office ,01/02/2016,"Building, Construction Service",UKBF - UK Border Force,H2S2 LTD,1001826068,"475,836.00",,,,,,,,
Home Office ,Home Office ,01/02/2016,"Building, Construction Service",UKBF - UK Border Force,H2S2 LTD,1001826068,"181,824.00",,,,,,,,
Home Office ,Home Office ,01/02/2016,"IT, Broadcasting & Telecomms Components",UKBF - UK Border Force,IBM DIRECT UNITED KINGDOM LTD,1001826077,"73,936.80",,,,,,,,
Home Office ,Home Office ,01/02/2016,"IT, Broadcasting & Telecomms Components",UKBF - UK Border Force,IBM DIRECT UNITED KINGDOM LTD,1001826077,"73,936.80",,,,,,,,
Home Office ,Home Office ,01/02/2016,"IT, Broadcasting & Telecomms Components",UKBF - UK Border Force,NATS SERVICES LTD,1001826100,"34,236.30",,,,,,,,
Home Office ,Home Office ,01/02/2016,"Building, Construction Service",UKBF - UK Border Force,OFFICE OF THE KENT POLICE & CRIME COMMISSIONER,1001826108,"67,337.12",,,,,,,,
Home Office ,Home Office ,01/02/2016,Legal Services,UKBF - UK Border Force,VFS USLUGI FINANSOWE POLSKA SP.Z.O.O,7000010236,"41,315.70",,,,,,,,
Home Office ,Home Office ,01/02/2016,Legal Services,UKBF - UK Border Force,VFS USLUGI FINANSOWE POLSKA SP.Z.O.O,7000010236,"39,239.70",,,,,,,,
Home Office ,Home Office ,01/02/2016,Legal Services,UKBF - UK Border Force,VFS USLUGI FINANSOWE POLSKA SP.Z.O.O,7000010236,"39,053.70",,,,,,,,
Home Office ,Home Office ,02/02/2016,"IT, Broadcasting & Telecomms Components",UKBF - UK Border Force,ERGO COMPUTING UK LTD,1001826733,"48,966.82",,,,,,,,
Home Office ,Home Office ,02/02/2016,Grant,UKBF - UK Border Force,WEST SUSSEX COUNTY COUNCIL (G),1001826597,"69,750.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,"IT, Broadcasting & Telecomms Components",UKBF - UK Border Force,6POINT6 LTD,1001827221,"94,080.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,"IT, Broadcasting & Telecomms Components",UKBF - UK Border Force,BORDER-SYSTEMS.COM LTD,1001827230,"100,411.20",,,,,,,,
Home Office ,Home Office ,03/02/2016,"IT, Broadcasting & Telecomms Components",UKBF - UK Border Force,CAPGEMINI UK PLC,1001827261,"35,308.80",,,,,,,,
Home Office ,Home Office ,03/02/2016,"Airport parking, Local council parking, Private owned car parks, Other parking",UKBF - UK Border Force,HEATHROW AIRPORT LTD,1001827289,"280,478.38",,,,,,,,
Home Office ,Home Office ,03/02/2016,"Airport parking, Local council parking, Private owned car parks, Other parking",UKBF - UK Border Force,HUMBERSIDE INTERNATIONAL AIRPORT LTD,1001827290,"-64,018.44",,,,,,,,
Home Office ,Home Office ,03/02/2016,"Airport parking, Local council parking, Private owned car parks, Other parking",UKBF - UK Border Force,HUMBERSIDE INTERNATIONAL AIRPORT LTD,1001827290,"64,018.44",,,,,,,,
Home Office ,Home Office ,08/02/2016,Law Enforcement & safety Equipment,UKBF - UK Border Force,VETSPEED LTD T/A NOVUS ENVIRONMENTAL,1001828924,"29,600.75",,,,,,,,
Home Office ,Home Office ,08/02/2016,Animal Material & Supplies,UKBF - UK Border Force,WAGTAIL UK LTD,1001828928,"138,259.01",,,,,,,,
Home Office ,Home Office ,09/02/2016,"IT, Broadcasting & Telecomms Components",UKBF - UK Border Force,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,1001829427,"74,065.50",,,,,,,,
Home Office ,Home Office ,09/02/2016,Law Enforcement & safety Equipment,UKBF - UK Border Force,HEATHROW AIRPORT LTD,1001829466,"36,600.00",,,,,,,,
Home Office ,Home Office ,09/02/2016,Professional & Admin Services,UKBF - UK Border Force,MANPOWER UK LIMITED,1001829487,"184,982.40",,,,,,,,
Home Office ,Home Office ,10/02/2016,Law Enforcement & safety Equipment,UKBF - UK Border Force,ASSOCIATED BRITISH PORTS,1001829958,"239,858.40",,,,,,,,
Home Office ,Home Office ,10/02/2016,"IT, Tele ApplicConsult&Development",UKBF - UK Border Force,BIG DATA PARTNERSHIP LTD,1001829964,"41,990.00",,,,,,,,
Home Office ,Home Office ,10/02/2016,"IT, Tele ApplicConsult&Development",UKBF - UK Border Force,BIG DATA PARTNERSHIP LTD,1001829964,"41,990.00",,,,,,,,
Home Office ,Home Office ,10/02/2016,"IT, Tele ApplicConsult&Development",UKBF - UK Border Force,BIG DATA PARTNERSHIP LTD,1001829964,"41,990.00",,,,,,,,
Home Office ,Home Office ,10/02/2016,Public Administration Services,UKBF - UK Border Force,BIRMINGHAM INT AIRPORT A/PT,6200058866,-437.93,,,,,,,,
Home Office ,Home Office ,10/02/2016,Public Administration Services,UKBF - UK Border Force,BIRMINGHAM INT AIRPORT A/PT,6200058866,-252.98,,,,,,,,
Home Office ,Home Office ,10/02/2016,Public Administration Services,UKBF - UK Border Force,EAMUS CORK SOLUTIONS (ECS),7000010271,"437,343.32",,,,,,,,
Home Office ,Home Office ,10/02/2016,Public Administration Services,UKBF - UK Border Force,EAMUS CORK SOLUTIONS (ECS),7000010271,"17,113.87",,,,,,,,
Home Office ,Home Office ,10/02/2016,"Vehicles, Ships, Airplanes.Vessel Maintenance",UKBF - UK Border Force,VOH SUPPORT VESSELS LTD T/A VROON OFFSHORE SERVICES LTD,1001830055,"240,250.00",,,,,,,,
Home Office ,Home Office ,10/02/2016,Animal Material & Supplies,UKBF - UK Border Force,WAGTAIL UK LTD,1001830058,"46,086.34",,,,,,,,
Home Office ,Home Office ,10/02/2016,Animal Material & Supplies,UKBF - UK Border Force,WAGTAIL UK LTD,1001830058,"138,259.01",,,,,,,,
Home Office ,Home Office ,11/02/2016,"Vehicles, Ships, Airplanes.Vessel Maintenance",UKBF - UK Border Force,BABCOCK MARINE & TECHNOLOGY (ROSYTH),1001830478,"192,742.00",,,,,,,,
Home Office ,Home Office ,11/02/2016,"Vehicles, Ships, Airplanes.Vessel Maintenance",UKBF - UK Border Force,BABCOCK MARINE & TECHNOLOGY (ROSYTH),1001830478,"400,000.00",,,,,,,,
Home Office ,Home Office ,11/02/2016,Professional & Admin Services,UKBF - UK Border Force,HP ENTERPRISE SERVICES UK LTD,1001830531,"45,063.60",,,,,,,,
Home Office ,Home Office ,11/02/2016,Laboratory & Scientific Equipment,UKBF - UK Border Force,L3 COMMUNICATIONS (UK) LTD,1001830540,"38,877.34",,,,,,,,
Home Office ,Home Office ,11/02/2016,"IT, Broadcasting & Telecomms Components",UKBF - UK Border Force,SKYSCAPE CLOUD SERVICES,1001830573,"86,494.51",,,,,,,,
Home Office ,Home Office ,11/02/2016,"Vehicles, Ships, Airplanes.Vessel Maintenance",UKBF - UK Border Force,VOH SUPPORT VESSELS LTD T/A VROON OFFSHORE SERVICES LTD,1001830585,"32,152.16",,,,,,,,
Home Office ,Home Office ,12/02/2016,Transalation,UKBF - UK Border Force,AWAT IBRAHIM,1001830863,"25,713.92",,,,,,,,
Home Office ,Home Office ,12/02/2016,"IT, Broadcasting & Telecomms Components",UKBF - UK Border Force,SKYSCAPE CLOUD SERVICES,1001831227,"4,884.02",,,,,,,,
Home Office ,Home Office ,12/02/2016,"IT, Broadcasting & Telecomms Components",UKBF - UK Border Force,SKYSCAPE CLOUD SERVICES,1001831227,"88,358.71",,,,,,,,
Home Office ,Home Office ,12/02/2016,"IT, Broadcasting & Telecomms Components",UKBF - UK Border Force,SOPRA STERIA LTD,1001831237,"37,680.25",,,,,,,,
Home Office ,Home Office ,15/02/2016,"Transport, Storage & Mail Services",UKBF - UK Border Force,CHANNEL TUNNEL GROUP LTD (THE) T/A EUROTUNNEL,1001831761,"66,674.00",,,,,,,,
Home Office ,Home Office ,16/02/2016,"IT, Broadcasting & Telecomms Components",UKBF - UK Border Force,6POINT6 LTD,1001832387,"84,084.00",,,,,,,,
Home Office ,Home Office ,16/02/2016,"IT, Broadcasting & Telecomms Components",UKBF - UK Border Force,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,1001832393,"73,402.50",,,,,,,,
Home Office ,Home Office ,16/02/2016,Professional & Admin Services,UKBF - UK Border Force,CAPGEMINI UK PLC,1001832401,"116,197.68",,,,,,,,
Home Office ,Home Office ,17/02/2016,Professional & Admin Services,UKBF - UK Border Force,HP ENTERPRISE SERVICES UK LTD,1001832881,"69,120.00",,,,,,,,
Home Office ,Home Office ,17/02/2016,"IT, Broadcasting & Telecomms Components",UKBF - UK Border Force,SPECIALIST COMPUTER CENTRES PLC,1001832923,"291,366.84",,,,,,,,
Home Office ,Home Office ,18/02/2016,Grant,UKBF - UK Border Force,NATIONAL MUSEUMS LIVERPOOL (G),1001832949,"61,750.00",,,,,,,,
Home Office ,Home Office ,18/02/2016,"IT, Broadcasting & Telecomms Components",UKBF - UK Border Force,SUNGARD AVAILABILITY SERVICES UK LTD,1001833286,"88,998.00",,,,,,,,
Home Office ,Home Office ,19/02/2016,"IT, Broadcasting & Telecomms Components",UKBF - UK Border Force,CAPGEMINI UK PLC,1001833574,"85,754.88",,,,,,,,
Home Office ,Home Office ,19/02/2016,"IT, Broadcasting & Telecomms Components",UKBF - UK Border Force,CAPGEMINI UK PLC,1001833574,"37,884.00",,,,,,,,
Home Office ,Home Office ,19/02/2016,"IT, Broadcasting & Telecomms Components",UKBF - UK Border Force,CAPGEMINI UK PLC,1001833574,"27,795.64",,,,,,,,
Home Office ,Home Office ,19/02/2016,Laboratory & Scientific Equipment,UKBF - UK Border Force,FOSTER & FREEMAN LTD,1001833609,"157,092.05",,,,,,,,
Home Office ,Home Office ,22/02/2016,"Airport parking, Local council parking, Private owned car parks, Other parking",UKBF - UK Border Force,GATWICK AIRPORT LTD,1001834026,334.44,,,,,,,,
Home Office ,Home Office ,22/02/2016,"Airport parking, Local council parking, Private owned car parks, Other parking",UKBF - UK Border Force,GATWICK AIRPORT LTD,1001834026,"26,532.24",,,,,,,,
Home Office ,Home Office ,22/02/2016,"Airport parking, Local council parking, Private owned car parks, Other parking",UKBF - UK Border Force,GATWICK AIRPORT LTD,1001834026,"1,226.28",,,,,,,,
Home Office ,Home Office ,22/02/2016,"Airport parking, Local council parking, Private owned car parks, Other parking",UKBF - UK Border Force,GATWICK AIRPORT LTD,1001834026,55.74,,,,,,,,
Home Office ,Home Office ,22/02/2016,"Airport parking, Local council parking, Private owned car parks, Other parking",UKBF - UK Border Force,GATWICK AIRPORT LTD,1001834026,55.74,,,,,,,,
Home Office ,Home Office ,22/02/2016,"Airport parking, Local council parking, Private owned car parks, Other parking",UKBF - UK Border Force,GATWICK AIRPORT LTD,1001834026,55.74,,,,,,,,
Home Office ,Home Office ,23/02/2016,"IT, Tele ApplicConsult&Development",UKBF - UK Border Force,BIG DATA PARTNERSHIP LTD,1001834607,"37,563.20",,,,,,,,
Home Office ,Home Office ,23/02/2016,"IT, Broadcasting & Telecomms Components",UKBF - UK Border Force,FUJITSU SERVICES LTD,1001834636,"167,804.34",,,,,,,,
Home Office ,Home Office ,23/02/2016,"IT, Broadcasting & Telecomms Components",UKBF - UK Border Force,FUJITSU SERVICES LTD,1001834636,"58,454.22",,,,,,,,
Home Office ,Home Office ,23/02/2016,"IT, Broadcasting & Telecomms Components",UKBF - UK Border Force,FUJITSU SERVICES LTD,1001834636,"48,282.60",,,,,,,,
Home Office ,Home Office ,23/02/2016,Professional & Admin Services,UKBF - UK Border Force,SOPRA STERIA LTD,1001834682,"79,953.60",,,,,,,,
Home Office ,Home Office ,24/02/2016,"Building, Construction Service",UKBF - UK Border Force,AMEY COMMUNITY LTD,1001835188,"28,738.73",,,,,,,,
Home Office ,Home Office ,24/02/2016,"IT, Broadcasting & Telecomms Components",UKBF - UK Border Force,FUJITSU SERVICES LTD,1001835215,"174,414.44",,,,,,,,
Home Office ,Home Office ,24/02/2016,"IT, TelecommsHardware",UKBF - UK Border Force,FUJITSU SERVICES LTD,1001835216,"37,781.50",,,,,,,,
Home Office ,Home Office ,25/02/2016,"Building, Construction Service",UKBF - UK Border Force,AMEY COMMUNITY LTD,1001835684,"27,050.76",,,,,,,,
Home Office ,Home Office ,25/02/2016,"IT, Broadcasting & Telecomms Components",UKBF - UK Border Force,IBM DIRECT UNITED KINGDOM LTD,1001835728,"44,789.29",,,,,,,,
Home Office ,Home Office ,26/02/2016,Grant,UKBF - UK Border Force,CHANNEL TUNNEL GROUP LTD (THE) T/A EUROTUNNEL(G),7000011006,"26,193.05",,,,,,,,
Home Office ,Home Office ,26/02/2016,Grant,UKBF - UK Border Force,CHANNEL TUNNEL GROUP LTD (THE) T/A EUROTUNNEL(G),7000011011,"118,005.87",,,,,,,,
Home Office ,Home Office ,26/02/2016,Grant,UKBF - UK Border Force,CHANNEL TUNNEL GROUP LTD (THE) T/A EUROTUNNEL(G),7000011011,"42,620.26",,,,,,,,
Home Office ,Home Office ,26/02/2016,Grant,UKBF - UK Border Force,CHANNEL TUNNEL GROUP LTD (THE) T/A EUROTUNNEL(G),7000011006,"43,223.17",,,,,,,,
Home Office ,Home Office ,26/02/2016,Grant,UKBF - UK Border Force,CHANNEL TUNNEL GROUP LTD (THE) T/A EUROTUNNEL(G),7000011011,"96,423.05",,,,,,,,
Home Office ,Home Office ,26/02/2016,Grant,UKBF - UK Border Force,CHANNEL TUNNEL GROUP LTD (THE) T/A EUROTUNNEL(G),7000011006,"25,360.00",,,,,,,,
Home Office ,Home Office ,26/02/2016,Grant,UKBF - UK Border Force,CHANNEL TUNNEL GROUP LTD (THE) T/A EUROTUNNEL(G),7000011007,"555,452.80",,,,,,,,
Home Office ,Home Office ,26/02/2016,Grant,UKBF - UK Border Force,CHANNEL TUNNEL GROUP LTD (THE) T/A EUROTUNNEL(G),7000011011,"712,877.28",,,,,,,,
Home Office ,Home Office ,26/02/2016,Grant,UKBF - UK Border Force,CHANNEL TUNNEL GROUP LTD (THE) T/A EUROTUNNEL(G),7000011012,"211,892.32",,,,,,,,
Home Office ,Home Office ,26/02/2016,Grant,UKBF - UK Border Force,CHANNEL TUNNEL GROUP LTD (THE) T/A EUROTUNNEL(G),7000011012,"73,373.86",,,,,,,,
Home Office ,Home Office ,26/02/2016,Grant,UKBF - UK Border Force,CHANNEL TUNNEL GROUP LTD (THE) T/A EUROTUNNEL(G),7000011012,"181,278.01",,,,,,,,
Home Office ,Home Office ,26/02/2016,Grant,UKBF - UK Border Force,CHANNEL TUNNEL GROUP LTD (THE) T/A EUROTUNNEL(G),7000011012,"164,090.14",,,,,,,,
Home Office ,Home Office ,26/02/2016,Grant,UKBF - UK Border Force,CHANNEL TUNNEL GROUP LTD (THE) T/A EUROTUNNEL(G),7000011012,"122,841.57",,,,,,,,
Home Office ,Home Office ,26/02/2016,Grant,UKBF - UK Border Force,CHANNEL TUNNEL GROUP LTD (THE) T/A EUROTUNNEL(G),7000011013,"38,638.16",,,,,,,,
Home Office ,Home Office ,26/02/2016,Grant,UKBF - UK Border Force,CHANNEL TUNNEL GROUP LTD (THE) T/A EUROTUNNEL(G),7000011013,"175,814.93",,,,,,,,
Home Office ,Home Office ,26/02/2016,Grant,UKBF - UK Border Force,CHANNEL TUNNEL GROUP LTD (THE) T/A EUROTUNNEL(G),7000011013,"35,189.51",,,,,,,,
Home Office ,Home Office ,26/02/2016,Grant,UKBF - UK Border Force,CHANNEL TUNNEL GROUP LTD (THE) T/A EUROTUNNEL(G),7000011013,"199,041.51",,,,,,,,
Home Office ,Home Office ,26/02/2016,Grant,UKBF - UK Border Force,CHANNEL TUNNEL GROUP LTD (THE) T/A EUROTUNNEL(G),7000011007,"273,021.78",,,,,,,,
Home Office ,Home Office ,26/02/2016,Grant,UKBF - UK Border Force,CHANNEL TUNNEL GROUP LTD (THE) T/A EUROTUNNEL(G),7000011008,"785,604.23",,,,,,,,
Home Office ,Home Office ,26/02/2016,Public Administration Services,UKBF - UK Border Force,EAMUS CORK SOLUTIONS (ECS),7000011014,"12,404.95",,,,,,,,
Home Office ,Home Office ,26/02/2016,Public Administration Services,UKBF - UK Border Force,EAMUS CORK SOLUTIONS (ECS),7000011014,"166,601.95",,,,,,,,
Home Office ,Home Office ,26/02/2016,"IT, Broadcasting & Telecomms Components",UKBF - UK Border Force,FUJITSU SERVICES LTD,1001836348,"57,384.04",,,,,,,,
Home Office ,Home Office ,26/02/2016,"IT, Broadcasting & Telecomms Components",UKBF - UK Border Force,SOPRA STERIA LTD,1001836415,"37,680.25",,,,,,,,
Home Office ,Home Office ,26/02/2016,"IT, Broadcasting & Telecomms Components",UKBF - UK Border Force,SOPRA STERIA LTD,1001836415,"37,680.25",,,,,,,,
Home Office ,Home Office ,01/02/2016,Asylum Services,UKVI - UK Visas & Immigration,CARLSON WAGONLIT TRAVEL,1001826021,"94,456.27",,,,,,,,
Home Office ,Home Office ,01/02/2016,Asylum Services,UKVI - UK Visas & Immigration,CARLSON WAGONLIT TRAVEL,1001826021,"65,026.50",,,,,,,,
Home Office ,Home Office ,01/02/2016,"IT, Tele ApplicConsult&Development",UKVI - UK Visas & Immigration,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,1001825992,"31,385.70",,,,,,,,
Home Office ,Home Office ,01/02/2016,"IT, Broadcasting & Telecomms Components",UKVI - UK Visas & Immigration,HP ENTERPRISE SERVICES UK LTD,1001826076,"39,495.60",,,,,,,,
Home Office ,Home Office ,01/02/2016,Legal Services,UKVI - UK Visas & Immigration,GOVERNMENT LEGAL DEPARTMENT,3000051137,"302,136.91",,,,,,,,
Home Office ,Home Office ,02/02/2016,"IT, Broadcasting & Telecomms Components",UKVI - UK Visas & Immigration,DELOITTE LLP,1001826729,"144,000.00",,,,,,,,
Home Office ,Home Office ,02/02/2016,Legal Services,UKVI - UK Visas & Immigration,GOVERNMENT LEGAL DEPARTMENT,3000051143,"168,387.34",,,,,,,,
Home Office ,Home Office ,03/02/2016,HOPG Contracted Out Services,UKVI - UK Visas & Immigration,CAPITA BUSINESS SERVICES LTD,6200058859,"-52,061.93",,,,,,,,
Home Office ,Home Office ,03/02/2016,Public Administration Services,UKVI - UK Visas & Immigration,SERCO LTD,1001827309,"42,809.90",,,,,,,,
Home Office ,Home Office ,03/02/2016,"IT, Broadcasting & Telecomms Components",UKVI - UK Visas & Immigration,6POINT6 LTD,1001827221,"37,800.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,"IT, TelecommsManaged Service",UKVI - UK Visas & Immigration,AMAZON WEB SERVICES,7000010244,"52,526.34",,,,,,,,
Home Office ,Home Office ,03/02/2016,"IT, Broadcasting & Telecomms Components",UKVI - UK Visas & Immigration,ATOS IT SERVICES UK LTD,1001827224,"26,230.54",,,,,,,,
Home Office ,Home Office ,03/02/2016,Asylum Services,UKVI - UK Visas & Immigration,MIGRANT HELPLINE LTD T/A MIGRANT HELPLINE,1001827298,"164,202.00",,,,,,,,
Home Office ,Home Office ,04/02/2016,Asylum Services,UKVI - UK Visas & Immigration,CARLSON WAGONLIT TRAVEL,1001827792,"73,408.59",,,,,,,,
Home Office ,Home Office ,04/02/2016,Asylum Services,UKVI - UK Visas & Immigration,CARLSON WAGONLIT TRAVEL,1001827792,"32,097.54",,,,,,,,
Home Office ,Home Office ,04/02/2016,Public Administration Services,UKVI - UK Visas & Immigration,GEO GROUP UK LTD (THE),1001827823,"462,820.69",,,,,,,,
Home Office ,Home Office ,04/02/2016,Public Administration Services,UKVI - UK Visas & Immigration,MITIE CARE & CUSTODY LTD,1001827842,"562,864.20",,,,,,,,
Home Office ,Home Office ,04/02/2016,Public Administration Services,UKVI - UK Visas & Immigration,MITIE CARE & CUSTODY LTD,1001827842,"1,999,341.60",,,,,,,,
Home Office ,Home Office ,04/02/2016,Public Administration Services,UKVI - UK Visas & Immigration,MITIE CARE & CUSTODY LTD,1001827842,"166,588.64",,,,,,,,
Home Office ,Home Office ,04/02/2016,Public Administration Services,UKVI - UK Visas & Immigration,MITIE CARE & CUSTODY LTD,1001827842,"59,875.50",,,,,,,,
Home Office ,Home Office ,04/02/2016,Public Administration Services,UKVI - UK Visas & Immigration,MITIE CARE & CUSTODY LTD,1001827842,"45,978.20",,,,,,,,
Home Office ,Home Office ,04/02/2016,Public Administration Services,UKVI - UK Visas & Immigration,POLICE & CRIME COMMISIONER FOR THAMES VALLEY,1001827855,"27,321.81",,,,,,,,
Home Office ,Home Office ,04/02/2016,"IT, Broadcasting & Telecomms Components",UKVI - UK Visas & Immigration,COMPAREX UK LTD,1001827797,"58,413.72",,,,,,,,
Home Office ,Home Office ,04/02/2016,Public Administration Services,UKVI - UK Visas & Immigration,USCIS (DEPT OF HOMELAND SECURITY),7000010250,"1,840,824.00",,,,,,,,
Home Office ,Home Office ,05/02/2016,Asylum Services,UKVI - UK Visas & Immigration,CARLSON WAGONLIT TRAVEL,1001828333,"55,622.30",,,,,,,,
Home Office ,Home Office ,05/02/2016,Asylum Services,UKVI - UK Visas & Immigration,CARLSON WAGONLIT TRAVEL,1001828333,"159,815.26",,,,,,,,
Home Office ,Home Office ,05/02/2016,Public Administration Services,UKVI - UK Visas & Immigration,MITIE CARE & CUSTODY LTD,1001828388,"48,762.00",,,,,,,,
