Department Family,Entity,Transaction Date,Expense Type,Expense Area,Supplier Name,Transaction Number, Amount (Sterling) 
DFID,DFID,22/02/2011,Technical & Advisory services,Policy and Research Directorate,BRITISH COUNCIL,400144664,"71,177.28"
DFID,DFID,22/02/2011,Office Equipment,West and Southern Africa,Crown Agents Bank,400144665,"27,754.57"
DFID,DFID,22/02/2011,Technical & Advisory services,West and Southern Africa,Crown Agents Bank,400144665,804.88
DFID,DFID,28/02/2011,Technical & Advisory services,Human Resources Division,PRICEWATERHOUSECOOPERS,400144677,"43,220.25"
DFID,DFID,24/02/2011,Aid to civil society organisations / NGOs,East and Central Africa,SOLIDARITES INTERNATIONAL,400144682,"85,882.93"
DFID,DFID,22/02/2011,Aid to partner government,East and Central Africa,IBRD HSBC T,400144684,"200,000.00"
DFID,DFID,22/02/2011,Technical & Advisory services,East and Central Africa,SOCIAL DEVELOPMENT DIRECT LTD,400144689,"25,241.22"
DFID,DFID,23/02/2011,Technical & Advisory services,East and Central Africa,AGULHAS DEVELOPMENT CONSULTANTS LTD,400144692,"26,393.32"
DFID,DFID,23/02/2011,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",OXFAM,400144769,"297,667.00"
DFID,DFID,23/02/2011,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",SAFERWORLD,400144772,"234,000.00"
DFID,DFID,23/02/2011,Aid to partner government,Asia Division,THE CROWN AGENTS,400144773,"2,048,128.47"
DFID,DFID,24/02/2011,Technical & Advisory services,East and Central Africa,DELTA PARTNERSHIP SOLUTIONS LTD,400144796,"20,037.50"
DFID,DFID,24/02/2011,Technical & Advisory services,East and Central Africa,DELTA PARTNERSHIP SOLUTIONS LTD,400144796,"5,325.39"
DFID,DFID,23/02/2011,Technical & Advisory services,East and Central Africa,MAXWELL STAMP PLC,400144807,"189,380.98"
DFID,DFID,23/02/2011,Technical & Advisory services,East and Central Africa,MAXWELL STAMP PLC,400144811,"45,000.00"
DFID,DFID,23/02/2011,Technical & Advisory services,West and Southern Africa,PRICEWATERHOUSECOOPERS,400144825,"35,975.00"
DFID,DFID,23/02/2011,Technical & Advisory services,West and Southern Africa,PRICEWATERHOUSECOOPERS,400144825,"219,378.00"
DFID,DFID,23/02/2011,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",TEARFUND,400144826,"164,505.99"
DFID,DFID,25/02/2011,Aid to partner government,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",TCI Government,400144835,"2,600,000.00"
DFID,DFID,24/02/2011,Aid to international organisations,Asia Division,UNOPS,400144844,"2,500,000.00"
DFID,DFID,23/02/2011,Technical & Advisory services,Communications Division,BRITISH COUNCIL,400144854,"18,837.96"
DFID,DFID,23/02/2011,Technical & Advisory services,Communications Division,BRITISH COUNCIL,400144854,"104,648.60"
DFID,DFID,24/02/2011,Aid to international organisations,Policy and Research Directorate,Institute for OneWorld Health,400144856,"350,000.00"
DFID,DFID,23/02/2011,Technical & Advisory services,East and Central Africa,COFFEY INTERNATIONAL DEVELOPMENT LTD,400144865,"41,239.93"
DFID,DFID,23/02/2011,Technical & Advisory services,East and Central Africa,COFFEY INTERNATIONAL DEVELOPMENT LTD,400144865,"-12,461.61"
DFID,DFID,24/02/2011,Aid to civil society organisations / NGOs,East and Central Africa,Action Against Hunger - USA,400144866,"75,919.00"
DFID,DFID,23/02/2011,Medical & Health Supplies/Services,West and Southern Africa,THE CROWN AGENTS,400144880,"124,902.71"
DFID,DFID,23/02/2011,Research & Development,Policy and Research Directorate,ECONOMIC & SOCIAL REASEARCH COUNCIL,400144900,"20,000.00"
DFID,DFID,23/02/2011,Research & Development,Policy and Research Directorate,ECONOMIC & SOCIAL REASEARCH COUNCIL,400144900,"480,000.00"
DFID,DFID,24/02/2011,Aid to civil society organisations / NGOs,Policy and Research Directorate,WHITE RIBBON ALLIANCE,400144901,"245,777.97"
DFID,DFID,23/02/2011,Aid to civil society organisations / NGOs,West and Southern Africa,CHRISTIAN AID,400144905,"271,738.32"
DFID,DFID,23/02/2011,Technical & Advisory services,Policy and Research Directorate,Triple Line Consulting Limited,400144916,"469,681.18"
DFID,DFID,24/02/2011,Technical & Advisory services,East and Central Africa,ATOS CONSULTING LIMITED,400144924,"84,712.77"
DFID,DFID,23/02/2011,Technical & Advisory services,Policy and Research Directorate,NATHAN EME LTD,400144933,"32,720.91"
DFID,DFID,23/02/2011,Aid to international organisations,East and Central Africa,IBRD HSBC T,400144953,"7,000,000.00"
DFID,DFID,24/02/2011,Technical & Advisory services,Asia Division,MAXWELL STAMP PLC,400144957,"200,000.00"
DFID,DFID,24/02/2011,Aid to civil society organisations / NGOs,Asia Division,MAXWELL STAMP PLC,400144957,"587,112.75"
DFID,DFID,23/02/2011,Technical & Advisory services,West and Southern Africa,HLSP LIMITED,400144962,"512,139.77"
DFID,DFID,23/02/2011,Technical & Advisory services,West and Southern Africa,HLSP LIMITED,400144965,"814,299.17"
DFID,DFID,23/02/2011,Technical & Advisory services,West and Southern Africa,HLSP LIMITED,400144967,"189,342.35"
DFID,DFID,28/02/2011,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400144971,"69,963.83"
DFID,DFID,28/02/2011,Aid to civil society organisations / NGOs,Asia Division,BRAC,400144984,"5,500,000.00"
DFID,DFID,23/02/2011,Aid to other bilateral donors,Asia Division,IBRD HSBC T,400144992,"200,000.00"
DFID,DFID,24/02/2011,Technical & Advisory services,West and Southern Africa,Mulli Brothers,400145062,"41,956.53"
DFID,DFID,24/02/2011,Aid to international organisations,Asia Division,UNDP CONTRIBUTIONS GBP,400145071,"2,500,000.00"
DFID,DFID,24/02/2011,Aid to international organisations,Asia Division,UNDP CONTRIBUTIONS GBP,400145071,"2,000,000.00"
DFID,DFID,24/02/2011,Technical & Advisory services,West and Southern Africa,HLSP LIMITED,400145081,"238,000.00"
DFID,DFID,24/02/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",ADAM SMITH INTERNATIONAL  LTD,400145090,"135,330.38"
DFID,DFID,24/02/2011,Technical & Advisory services,East and Central Africa,ADAM SMITH INTERNATIONAL  LTD,400145094,"59,151.57"
DFID,DFID,24/02/2011,Accommodation costs,West and Southern Africa,Photo Industries Ltd,400145095,"47,703.74"
DFID,DFID,24/02/2011,Accommodation costs,West and Southern Africa,Photo Industries Ltd,400145095,"39,030.33"
DFID,DFID,24/02/2011,Emergency / Humanitarian Assistance,Western Asia and Stabilisation Division,CONCERN WORLDWIDE,400145099,"100,000.00"
DFID,DFID,24/02/2011,Emergency / Humanitarian Assistance,Western Asia and Stabilisation Division,CONCERN WORLDWIDE,400145099,"1,750,000.00"
DFID,DFID,24/02/2011,Aid to civil society organisations / NGOs,Western Asia and Stabilisation Division,OXFAM,400145105,"883,899.00"
DFID,DFID,24/02/2011,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",OXFAM,400145107,"86,680.00"
DFID,DFID,24/02/2011,Aid to international organisations,Policy and Research Directorate,MEDICAL RESEARCH COUNCIL,400145109,"2,500,000.00"
DFID,DFID,24/02/2011,"Property Repairs, Maintenance & Alterations",Human Resources Division,MITIE Technical Facilities Management Ltd,400145115,"5,477.16"
DFID,DFID,24/02/2011,Technical & Advisory services,Human Resources Division,MITIE Technical Facilities Management Ltd,400145115,439.46
DFID,DFID,24/02/2011,Accommodation costs,Human Resources Division,MITIE Technical Facilities Management Ltd,400145115,"9,184.06"
DFID,DFID,24/02/2011,"Property Repairs, Maintenance & Alterations",Human Resources Division,MITIE Technical Facilities Management Ltd,400145115,"11,242.00"
DFID,DFID,24/02/2011,"Property Repairs, Maintenance & Alterations",Human Resources Division,MITIE Technical Facilities Management Ltd,400145115,"7,154.52"
DFID,DFID,24/02/2011,Technical & Advisory services,Human Resources Division,MITIE Technical Facilities Management Ltd,400145115,748.27
DFID,DFID,24/02/2011,Accommodation costs,Human Resources Division,MITIE Technical Facilities Management Ltd,400145115,"15,741.77"
DFID,DFID,24/02/2011,"Property Repairs, Maintenance & Alterations",Human Resources Division,MITIE Technical Facilities Management Ltd,400145115,"20,186.22"
DFID,DFID,24/02/2011,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",PLAN INTERNATIONAL UK,400145119,"167,659.00"
DFID,DFID,24/02/2011,Aid to civil society organisations / NGOs,Policy and Research Directorate,OVERSEAS DEVELOPMENT INSTITUTE,400145133,"203,262.02"
DFID,DFID,25/02/2011,Aid to civil society organisations / NGOs,West and Southern Africa,INTERNATIONAL RESCUE COMMITTEE UK,400145136,"159,504.00"
DFID,DFID,25/02/2011,Aid to civil society organisations / NGOs,West and Southern Africa,INTERNATIONAL RESCUE COMMITTEE UK,400145136,"1,399,064.96"
DFID,DFID,25/02/2011,Aid to civil society organisations / NGOs,West and Southern Africa,INTERNATIONAL RESCUE COMMITTEE UK,400145136,"1,698,715.04"
DFID,DFID,24/02/2011,Aid to civil society organisations / NGOs,West and Southern Africa,Community Media Trust,400145140,"562,816.93"
DFID,DFID,24/02/2011,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400145141,"97,161.40"
DFID,DFID,28/02/2011,Aid to partner government,West and Southern Africa,THE CROWN AGENTS,400145142,"228,286.23"
DFID,DFID,25/02/2011,Technical & Advisory services,Policy and Research Directorate,AFRICAN CENTRE FOR TECHNOLOGY STUDIES,400145143,"190,890.00"
DFID,DFID,24/02/2011,Aid to civil society organisations / NGOs,Policy and Research Directorate,Triple Line Consulting Limited,400145147,"324,239.76"
DFID,DFID,24/02/2011,Aid to civil society organisations / NGOs,Policy and Research Directorate,Triple Line Consulting Limited,400145151,"195,454.89"
DFID,DFID,25/02/2011,Aid to international organisations,International Relations Division,EUROPEAN INVESTMENT BANK,400145155,"111,181.92"
DFID,DFID,25/02/2011,Aid to civil society organisations / NGOs,East and Central Africa,Family Care International,400145160,"37,806.00"
DFID,DFID,24/02/2011,Technical & Advisory services,Asia Division,MAXWELL STAMP PLC,400145162,"145,408.90"
DFID,DFID,28/02/2011,Technical & Advisory services,Asia Division,INFRASTRUCTURE PROFESSIONALS ENTERPRISE,400145168,"67,639.27"
DFID,DFID,24/02/2011,Technical & Advisory services,West and Southern Africa,MALARIA CONSORTIUM,400145170,"172,350.50"
DFID,DFID,24/02/2011,Technical & Advisory services,West and Southern Africa,MALARIA CONSORTIUM,400145170,"-86,175.25"
DFID,DFID,24/02/2011,Aid to civil society organisations / NGOs,Policy and Research Directorate,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,400145171,"32,680.01"
DFID,DFID,24/02/2011,Aid to international organisations,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",IBRD HSBC T,400145172,"73,500.00"
DFID,DFID,24/02/2011,Aid to international organisations,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",IBRD (HSBC)  C/O THE WORLD BANK,400145173,"2,460,000.00"
DFID,DFID,25/02/2011,Technical & Advisory services,Policy and Research Directorate,IMPERIAL COLLEGE LONDON,400145176,"64,738.59"
DFID,DFID,24/02/2011,Technical & Advisory services,East and Central Africa,ADAM SMITH INTERNATIONAL  LTD,400145177,"566,944.00"
DFID,DFID,24/02/2011,Technical & Advisory services,East and Central Africa,ADAM SMITH INTERNATIONAL  LTD,400145177,"-211,722.00"
DFID,DFID,24/02/2011,Technical & Advisory services,East and Central Africa,ADAM SMITH INTERNATIONAL  LTD,400145177,"183,411.67"
DFID,DFID,24/02/2011,Technical & Advisory services,East and Central Africa,ADAM SMITH INTERNATIONAL  LTD,400145177,"-203,173.00"
DFID,DFID,25/02/2011,Emergency / Humanitarian Assistance,West and Southern Africa,World Food  Programme,400145179,"490,183.00"
DFID,DFID,25/02/2011,Technical & Advisory services,East and Central Africa,ADAM SMITH INTERNATIONAL  LTD,400145181,"73,863.07"
DFID,DFID,24/02/2011,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400145183,"34,812.19"
DFID,DFID,24/02/2011,Aid to civil society organisations / NGOs,Asia Division,SAVE THE CHILDREN,400145190,"160,744.03"
DFID,DFID,25/02/2011,Aid to international organisations,Policy and Research Directorate,ESAAMLG,400145195,"50,000.00"
DFID,DFID,25/02/2011,Technical & Advisory services,Western Asia and Stabilisation Division,MOTT MACDONALD LTD,400145204,"42,380.13"
DFID,DFID,24/02/2011,Aid to civil society organisations / NGOs,Communications Division,THE CROWN AGENTS,400145205,"30,008.77"
DFID,DFID,24/02/2011,Aid to civil society organisations / NGOs,Communications Division,THE CROWN AGENTS,400145207,"119,164.46"
DFID,DFID,25/02/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Crown Agents Bank,400145291,"287,859.00"
DFID,DFID,25/02/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Crown Agents Bank,400145294,"100,000.00"
DFID,DFID,28/02/2011,Technical & Advisory services,East and Central Africa,BMB  MOTT  MACDONALD,400145338,"2,470,582.00"
DFID,DFID,28/02/2011,Technical & Advisory services,East and Central Africa,BMB  MOTT  MACDONALD,400145339,"120,430.96"
DFID,DFID,25/02/2011,Aid to international organisations,East and Central Africa,UN OCHA,400145343,"1,000,000.00"
DFID,DFID,28/02/2011,Aid to civil society organisations / NGOs,East and Central Africa,UNIVERSITY OF OXFORD,400145345,"28,715.12"
DFID,DFID,25/02/2011,Technical & Advisory services,West and Southern Africa,COFFEY INTERNATIONAL DEVELOPMENT LTD,400145367,"75,894.71"
DFID,DFID,25/02/2011,Aid to international organisations,East and Central Africa,IBRD (HSBC)  C/O THE WORLD BANK,400145370,"5,000,000.00"
DFID,DFID,28/02/2011,Technical & Advisory services,International Relations Division,OXFORD POLICY MANAGEMENT,400145373,"106,031.88"
DFID,DFID,25/02/2011,Technical & Advisory services,Asia Division,UNIVERSITY OF WOLVERHAMPTON,400145376,"134,726.99"
DFID,DFID,28/02/2011,Direct Programme training / facilitation,Western Asia and Stabilisation Division,COFFEY INTERNATIONAL DEVELOPMENT LTD,400145377,"25,000.00"
DFID,DFID,25/02/2011,Aid to partner government,Asia Division,THE CROWN AGENTS,400145380,"2,986,031.21"
DFID,DFID,28/02/2011,Aid to civil society organisations / NGOs,East and Central Africa, THE RESEARCH FOUNDATION,400145381,"111,638.02"
DFID,DFID,28/02/2011,Technical & Advisory services,International Relations Division,PKF (UK) LLP,400145383,"112,379.48"
DFID,DFID,25/02/2011,Technical & Advisory services,East and Central Africa,MAXWELL STAMP PLC,400145385,"26,000.00"
DFID,DFID,25/02/2011,Aid to international organisations,East and Central Africa,UN OCHA,400145393,"150,000.00"
DFID,DFID,25/02/2011,Communications,Business Solutions Division Level,ICM Business Continuity Services Ltd,400145394,"207,564.00"
DFID,DFID,28/02/2011,Aid to civil society organisations / NGOs,East and Central Africa,MEDAIR,400145398,"112,630.00"
DFID,DFID,25/02/2011,Aid to other bilateral donors,West and Southern Africa, UNICEF,400145409,"4,950,000.00"
DFID,DFID,28/02/2011,Accommodation costs,West and Southern Africa,Shadrack Arhin,400145454,"27,815.18"
DFID,DFID,28/02/2011,Aid to international organisations,East and Central Africa,UNIFEM ( UNDP ),400145475,"58,779.00"
DFID,DFID,28/02/2011,Aid to international organisations,Asia Division,IBRD HSBC T,400145485,"1,750,000.00"
DFID,DFID,28/02/2011,Aid to international organisations,Asia Division,IBRD HSBC T,400145488,"500,000.00"
DFID,DFID,28/02/2011,Aid to civil society organisations / NGOs,East and Central Africa,Development Media International,400145491,"75,653.00"
DFID,DFID,28/02/2011,Aid to civil society organisations / NGOs,East and Central Africa,MERLIN,400145501,"164,478.00"
DFID,DFID,28/02/2011,Aid to international organisations,Policy and Research Directorate,International Partnership for Microbicides,400145503,"500,000.00"
DFID,DFID,28/02/2011,Technical & Advisory services,Asia Division,BRITISH COUNCIL,400145529,"897,790.50"
DFID,DFID,28/02/2011,Technical & Advisory services,Asia Division,BRITISH COUNCIL,400145529,"-507,895.26"
DFID,DFID,28/02/2011,Technical & Advisory services,Asia Division,BRITISH COUNCIL,400145529,"62,717.62"
DFID,DFID,28/02/2011,Technical & Advisory services,West and Southern Africa,ADAM SMITH INTERNATIONAL  LTD,400145532,"206,898.61"
DFID,DFID,28/02/2011,Technical & Advisory services,West and Southern Africa,ADAM SMITH INTERNATIONAL  LTD,400145566,"243,014.32"
DFID,DFID,28/02/2011,Aid to other bilateral donors,Asia Division,UNDP CONTRIBUTIONS GBP,400145567,"463,698.00"
DFID,DFID,28/02/2011,Hardware,Business Solutions Division Level,ASPEN  SOLUTIONS LTD,400145569,"34,112.98"
DFID,DFID,28/02/2011,Technical & Advisory services,Policy and Research Directorate,PRICEWATERHOUSECOOPERS,400145596,"342,887.63"
DFID,DFID,28/02/2011,Technical & Advisory services,Asia Division,GRM INTERNATIONAL LTD,400145599,"378,018.99"
DFID,DFID,11/02/2011,FCO Post Account,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",FOREIGN AND COMMONWEALTH OFFICE,400142539,"31,675.40"
DFID,DFID,11/02/2011,FCO Post Account,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",FOREIGN AND COMMONWEALTH OFFICE,400142539,36.62
DFID,DFID,11/02/2011,FCO Post Account,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",FOREIGN AND COMMONWEALTH OFFICE,400142539,"1,144.90"
DFID,DFID,11/02/2011,FCO Post Account,International Relations Division,FOREIGN AND COMMONWEALTH OFFICE,400142539,"18,189.60"
DFID,DFID,11/02/2011,FCO Post Account,Business Solutions Division Level,FOREIGN AND COMMONWEALTH OFFICE,400142539,556.48
DFID,DFID,11/02/2011,FCO Post Account,Top Management Group,FOREIGN AND COMMONWEALTH OFFICE,400142539,120.51
DFID,DFID,17/02/2011,FCO Post Account,International Relations Division,FOREIGN AND COMMONWEALTH OFFICE,400143264,"18,523.45"
DFID,DFID,17/02/2011,FCO Post Account,International Relations Division,FOREIGN AND COMMONWEALTH OFFICE,400143264,"3,778.87"
DFID,DFID,17/02/2011,FCO Post Account,International Relations Division,FOREIGN AND COMMONWEALTH OFFICE,400143264,82.64
DFID,DFID,17/02/2011,FCO Post Account,Policy and Research Directorate,FOREIGN AND COMMONWEALTH OFFICE,400143264,375.39
DFID,DFID,17/02/2011,FCO Post Account,Policy and Research Directorate,FOREIGN AND COMMONWEALTH OFFICE,400143264,"1,539.96"
DFID,DFID,17/02/2011,FCO Post Account,Policy and Research Directorate,FOREIGN AND COMMONWEALTH OFFICE,400143264,16.99
DFID,DFID,17/02/2011,FCO Post Account,Asia Division,FOREIGN AND COMMONWEALTH OFFICE,400143264,"12,392.15"
DFID,DFID,17/02/2011,FCO Post Account,Business Solutions Division Level,FOREIGN AND COMMONWEALTH OFFICE,400143264,902.87
DFID,DFID,17/02/2011,FCO Post Account,International Relations Division,FOREIGN AND COMMONWEALTH OFFICE,400143264,"5,804.08"
DFID,DFID,15/02/2011,FCO Post Account,West and Southern Africa,FOREIGN AND COMMONWEALTH OFFICE,400143423,"2,839.65"
DFID,DFID,15/02/2011,FCO Post Account,East and Central Africa,FOREIGN AND COMMONWEALTH OFFICE,400143423,"1,047.49"
DFID,DFID,15/02/2011,FCO Post Account,East and Central Africa,FOREIGN AND COMMONWEALTH OFFICE,400143423,63.99
DFID,DFID,15/02/2011,FCO Post Account,Human Resources Division,FOREIGN AND COMMONWEALTH OFFICE,400143423,"1,721.81"
DFID,DFID,15/02/2011,FCO Post Account,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",FOREIGN AND COMMONWEALTH OFFICE,400143423,"2,528.12"
DFID,DFID,15/02/2011,FCO Post Account,Policy and Research Directorate,FOREIGN AND COMMONWEALTH OFFICE,400143423,16.05
DFID,DFID,15/02/2011,FCO Post Account,Asia Division,FOREIGN AND COMMONWEALTH OFFICE,400143423,991.14
DFID,DFID,15/02/2011,FCO Post Account,Western Asia and Stabilisation Division,FOREIGN AND COMMONWEALTH OFFICE,400143423,47.19
DFID,DFID,15/02/2011,FCO Post Account,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",FOREIGN AND COMMONWEALTH OFFICE,400143423,"5,346.00"
DFID,DFID,15/02/2011,FCO Post Account,Asia Division,FOREIGN AND COMMONWEALTH OFFICE,400143423,"15,583.70"
DFID,DFID,15/02/2011,FCO Post Account,West and Southern Africa,FOREIGN AND COMMONWEALTH OFFICE,400143423,"37,075.33"
DFID,DFID,15/02/2011,FCO Post Account,East and Central Africa,FOREIGN AND COMMONWEALTH OFFICE,400143423,"81,503.41"
DFID,DFID,15/02/2011,FCO Post Account,Western Asia and Stabilisation Division,FOREIGN AND COMMONWEALTH OFFICE,400143423,717.97
DFID,DFID,15/02/2011,FCO Post Account,Asia Division,FOREIGN AND COMMONWEALTH OFFICE,400143423,29.76
DFID,DFID,15/02/2011,FCO Post Account,Business Solutions Division Level,FOREIGN AND COMMONWEALTH OFFICE,400143442,"3,266.66"
DFID,DFID,15/02/2011,FCO Post Account,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",FOREIGN AND COMMONWEALTH OFFICE,400143442,"63,529.63"
DFID,DFID,15/02/2011,FCO Post Account,International Relations Division,FOREIGN AND COMMONWEALTH OFFICE,400143442,"10,318.42"
DFID,DFID,15/02/2011,FCO Post Account,Policy and Research Directorate,FOREIGN AND COMMONWEALTH OFFICE,400143442,115.44
DFID,DFID,15/02/2011,FCO Post Account,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",FOREIGN AND COMMONWEALTH OFFICE,400143442,213.83
DFID,DFID,15/02/2011,FCO Post Account,Asia Division,FOREIGN AND COMMONWEALTH OFFICE,400143503,239
DFID,DFID,15/02/2011,FCO Post Account,Western Asia and Stabilisation Division,FOREIGN AND COMMONWEALTH OFFICE,400143503,2.22
DFID,DFID,15/02/2011,FCO Post Account,East and Central Africa,FOREIGN AND COMMONWEALTH OFFICE,400143503,58.81
DFID,DFID,15/02/2011,FCO Post Account,West and Southern Africa,FOREIGN AND COMMONWEALTH OFFICE,400143503,53.42
DFID,DFID,15/02/2011,FCO Post Account,Business Solutions Division Level,FOREIGN AND COMMONWEALTH OFFICE,400143503,27.72
DFID,DFID,15/02/2011,FCO Post Account,East and Central Africa,FOREIGN AND COMMONWEALTH OFFICE,400143503,"6,843.55"
DFID,DFID,15/02/2011,FCO Post Account,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",FOREIGN AND COMMONWEALTH OFFICE,400143503,"4,371.93"
DFID,DFID,15/02/2011,FCO Post Account,Asia Division,FOREIGN AND COMMONWEALTH OFFICE,400143503,"3,858.22"
DFID,DFID,15/02/2011,FCO Post Account,Asia Division,FOREIGN AND COMMONWEALTH OFFICE,400143503,518.26
DFID,DFID,15/02/2011,FCO Post Account,West and Southern Africa,FOREIGN AND COMMONWEALTH OFFICE,400143503,868.03
DFID,DFID,15/02/2011,FCO Post Account,West and Southern Africa,FOREIGN AND COMMONWEALTH OFFICE,400143503,"3,270.89"
DFID,DFID,15/02/2011,FCO Post Account,Human Resources Division,FOREIGN AND COMMONWEALTH OFFICE,400143503,27.72
DFID,DFID,15/02/2011,FCO Post Account,East and Central Africa,FOREIGN AND COMMONWEALTH OFFICE,400143503,"14,403.13"
DFID,DFID,15/02/2011,FCO Post Account,West and Southern Africa,FOREIGN AND COMMONWEALTH OFFICE,400143503,25.63
DFID,DFID,15/02/2011,FCO Post Account,Western Asia and Stabilisation Division,FOREIGN AND COMMONWEALTH OFFICE,400143503,356.71
DFID,DFID,15/02/2011,FCO Post Account,Asia Division,FOREIGN AND COMMONWEALTH OFFICE,400143503,"1,066.06"
DFID,DFID,15/02/2011,FCO Post Account,Western Asia and Stabilisation Division,FOREIGN AND COMMONWEALTH OFFICE,400143503,294.16
DFID,DFID,17/02/2011,FCO Post Account,Asia Division,FOREIGN AND COMMONWEALTH OFFICE,400143538,"45,307.05"
DFID,DFID,17/02/2011,FCO Post Account,International Relations Division,FOREIGN AND COMMONWEALTH OFFICE,400143538,"1,883.08"
DFID,DFID,17/02/2011,FCO Post Account,International Relations Division,FOREIGN AND COMMONWEALTH OFFICE,400143538,421.1
DFID,DFID,17/02/2011,FCO Post Account,Asia Division,FOREIGN AND COMMONWEALTH OFFICE,400143538,"13,036.88"
DFID,DFID,17/02/2011,FCO Post Account,Asia Division,FOREIGN AND COMMONWEALTH OFFICE,400143538,"1,387.83"
DFID,DFID,17/02/2011,FCO Post Account,Business Solutions Division Level,FOREIGN AND COMMONWEALTH OFFICE,400143538,"1,296.74"
DFID,DFID,17/02/2011,FCO Post Account,International Relations Division,FOREIGN AND COMMONWEALTH OFFICE,400143538,"1,576.70"
DFID,DFID,17/02/2011,FCO Post Account,International Relations Division,FOREIGN AND COMMONWEALTH OFFICE,400143538,873.47
DFID,DFID,25/02/2011,Accomodation costs,Human Resources Division,Natwest Government Procurement Card,100036,"3,433.28"
DFID,DFID,25/02/2011,Accomodation costs,Western Asia and Stabilisation Division,Natwest Government Procurement Card,100036,"3,250.00"
DFID,DFID,01/02/2011,Books & Publications,Business Solutions Division Level,Natwest Government Procurement Card,100035,100.5
DFID,DFID,25/02/2011,Books & Publications,Business Solutions Division Level,Natwest Government Procurement Card,100036,117.8
DFID,DFID,25/02/2011,Books & Publications,Evaluation Department,Natwest Government Procurement Card,100036,41.8
DFID,DFID,25/02/2011,Books & Publications,Finance and Corporate Performance Division,Natwest Government Procurement Card,100036,23.2
DFID,DFID,01/02/2011,Communications,Business Solutions Division Level,Natwest Government Procurement Card,100035,132.24
DFID,DFID,25/02/2011,Communications,Business Solutions Division Level,Natwest Government Procurement Card,100036,18.5
DFID,DFID,25/02/2011,Communications,Human Resources Division,Natwest Government Procurement Card,100036,266.63
DFID,DFID,01/02/2011,Communications,Policy and Research Directorate,Natwest Government Procurement Card,100035,"4,938.06"
DFID,DFID,25/02/2011,Communications,Policy and Research Directorate,Natwest Government Procurement Card,100036,23.94
DFID,DFID,01/02/2011,Communications,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Natwest Government Procurement Card,100035,"-2,584.86"
DFID,DFID,01/02/2011,Consumables,Asia Division,Natwest Government Procurement Card,100035,125.94
DFID,DFID,01/02/2011,Consumables,Business Solutions Division Level,Natwest Government Procurement Card,100035,"19,551.15"
DFID,DFID,25/02/2011,Consumables,Business Solutions Division Level,Natwest Government Procurement Card,100036,"2,127.68"
DFID,DFID,25/02/2011,Consumables,East and Central Africa,Natwest Government Procurement Card,100036,"11,513.82"
DFID,DFID,25/02/2011,Consumables,Policy and Research Directorate,Natwest Government Procurement Card,100036,25
DFID,DFID,01/02/2011,Contract & Agency Staff,Communications Division,Natwest Government Procurement Card,100035,"2,618.65"
DFID,DFID,01/02/2011,Contract & Agency Staff,International Finance Division,Natwest Government Procurement Card,100035,"1,855.55"
DFID,DFID,01/02/2011,Contract & Agency Staff,International Relations Division,Natwest Government Procurement Card,100035,"1,775.58"
DFID,DFID,01/02/2011,Contract & Agency Staff,Policy and Research Directorate,Natwest Government Procurement Card,100035,"12,243.81"
DFID,DFID,01/02/2011,Contract & Agency Staff,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Natwest Government Procurement Card,100035,"10,040.50"
DFID,DFID,01/02/2011,Contract & Agency Staff,Western Asia and Stabilisation Division,Natwest Government Procurement Card,100035,"10,789.96"
DFID,DFID,25/02/2011,Entertainment & Hospitality,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Natwest Government Procurement Card,100036,70
DFID,DFID,01/02/2011,Entertainment & Hospitality,Top Management Group,Natwest Government Procurement Card,100035,607.15
