Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description ,Supplier Postcode,Supplier Type,Expenditure Type
Cabinet Office,CABINET OFFICE,20/05/2014,OTHER IS IT COSTS VAT RECOV,GDS TRANSFORMATION,WTG TECHNOLOGIES LTD,3000048998,123120,Managed services for the GDS transformation project,W148UD,SME,Programme
Cabinet Office,CABINET OFFICE,20/05/2014,CONSULTANTS VAT RECOVERABLE,ISSC2,PRICEWATERHOUSE COOPERS LLP,3000048993,164792,"Support for the Independent Shared Services Centre 2 project including development of financial models, business transfer agreements, transitional arrangements for services and assets, and stakeholder engagement.",SE12RD,Large,Admin
Cabinet Office,CABINET OFFICE,20/05/2014,CONTRACTORS & STAFF SUBSTITUTIONS,PUBLIC SERVICES NETWORK,ADVALUS LTD,3000048977,180129,Management support services for the Public Services Network project,SN130RP,SME,Programme
Cabinet Office,CABINET OFFICE,20/05/2014,OTHER IS IT COSTS VAT RECOV,GDS TRANSFORMATION,VALTECH LTD,3000048996,192425,Managed services for the GDS transformation project,EC1A4JQ,SME,Programme
Cabinet Office,CABINET OFFICE,21/05/2014,OTHER IS IT COSTS VAT RECOV,HOSTING SERVICES CONSOLIDATION,AFFINITY DIGITAL TECHNOLOGY LTD,3000049014,33881.95,G-Cloud and Digital Service Framework stores hosting and maintenance,TR12PQ,Large,Programme
Cabinet Office,CABINET OFFICE,21/05/2014,STAFF RELATED COSTS,HR CAPABILITY AND TALENT,MOLONEY SEARCH LTD,3000049007,36000,External recruitment processes ,ECR28BP,SME,Admin
Cabinet Office,CABINET OFFICE,21/05/2014,OTHER TRAVEL COSTS,ISC SECRETARIAT,HOGG ROBINSON TRAVEL LTD,3000049034,41328.37,Cost of liaison visits by Intelligence and Security Committee and 2 members of staff to main intelligence partners  ,GU147NJ,Large,Admin
Cabinet Office,CABINET OFFICE,21/05/2014,SUB-CONTRACTED TRAINING COURSE,ERTP ERO DELIVERY,XPRESS SOFTWARE SOLUTIONS LTD,3000049024,165520,"Electoral Registration Transformation Programme costs relating to the delivery of IT training for local authority staff on new Electoral Management Software functionality, including the development and production of supporting training materials",GL103UT,SME,Programme
Cabinet Office,CABINET OFFICE,21/05/2014,PENSIONER PAYROLL CONTRACTOR,SME CONTRACT MANAGMENT LEAD,MYCSP LTD,3000049011,2944547.41,Pension scheme administration costs ,SK30XN,Large,Admin
Cabinet Office,CABINET OFFICE,22/05/2014,OTHER IS IT COSTS VAT RECOV,GDS OFFICE OF CHIEF TECHNOLOGY OFFICER,BRAMBLE CC LTD,3000049045,26286.2,Payment for interim IT specialists,SE17SP,SME,Programme
Cabinet Office,CABINET OFFICE,22/05/2014,FM CONTRACT FIXED COSTS,ROSEBERY COURT FM CONTRACT,MITIE BUSINESS SERVICES LTD,3000049063,37322.07,Facilities Management Services,SE12QG,Large,Admin
Cabinet Office,CABINET OFFICE,22/05/2014,OTHER IS IT COSTS VAT RECOV,GDS TRANSFORMATION,PARITY RESOURCES LTD,3000049043,39254.51,Managed services for the GDS transformation exemplar programme,EC2A3DR,SME,Programme
Cabinet Office,CABINET OFFICE,22/05/2014,PENSIONS ADMINISTRATION - ADDITIONAL COSTS  (MyCSP),SME CONTRACT MANAGMENT LEAD,MYCSP LTD,3000049052,54643.2,Pension scheme administration costs ,SK30XN,Large,Admin
Cabinet Office,CABINET OFFICE,22/05/2014,FM CONTRACT VARIABLE,ESTATE CONSOLIDATION,BOUYGUES E&S FM UK LTD,3000049055,65600,Estate services,BN11HG,Large,Admin
Cabinet Office,CABINET OFFICE,22/05/2014,PENSIONS ADMINISTRATION - ADDITIONAL COSTS  (MyCSP),SME CONTRACT MANAGMENT LEAD,MYCSP LTD,1001032,710498.4,Pension scheme administration costs ,SK30XN,Large,Admin
Cabinet Office,CABINET OFFICE,23/05/2014,MANAGEMENT CONFERENCES,ERTP ERO DELIVERY,CALDER WORLD OF TRAVEL,3000049105,36698.64,Venue costs to enable IT training courses to be delivered for local authority staff on new Electoral Management Software functionality under the Electoral Registration Transformation Programme  ,LS166RF,SME,Programme
Cabinet Office,CABINET OFFICE,23/05/2014,FM CONTRACT FIXED COSTS,ADMIRALTY ARCH,BOUYGUES E&S FM UK LTD,3000049107,46118.44,Facilities Management Services,BN11HG,Large,Admin
Cabinet Office,CABINET OFFICE,23/05/2014,OTHER IS IT COSTS VAT RECOV,GDS TRANSFORMATION,IBM UK LTD,3000049104,134328,Managed services for the GDS transformation project,PO63AU,Large,Programme
Cabinet Office,CABINET OFFICE,23/05/2014,CONSULTANCY SERVICES  'NOT' RECOVERABLE,GDS ID ASSURANCE,CESG,3000049117,141000,Advice and support to the Identity Assurance Programme,GL510EX,Government Department,Programme
Cabinet Office,CABINET OFFICE,23/05/2014,FM CONTRACT FIXED COSTS,TOTAL FM CONTRACT,BOUYGUES E&S FM UK LTD,3000049107,547066.58,Facilities Management Services,BN11HG,Large,Admin
Cabinet Office,CABINET OFFICE,27/05/2014,OTHER IS IT COSTS VAT RECOV,MANAGEMENT AND CENTRAL SUPPORT,NLA NEWS PAPER LICENSING AGENCY,3000049138,44391,Newspaper licensing fee to make use of licensed material,TN11NL,Large,Admin
Cabinet Office,CABINET OFFICE,27/05/2014,OTHER IS IT COSTS VAT RECOV,GDS PERFORMANCE AND DELIVERY,SCRAPERWIKI LTD,3000049142,67246.48,Hosting services for the GDS transformation project,L35RF,SME,Programme
Cabinet Office,CABINET OFFICE,27/05/2014,PROFESSIONAL ADVICE & OPINION VAT RECOVERABLE,NEXT GENERATION HR COSTS,HMRC,3000049145,2072125,Redistribution of departmental contributions to the cost of Civil Service HR Expert Services,SW1A2BQ,Government Department,Admin
Cabinet Office,CABINET OFFICE,28/05/2014,OTHER IS IT COSTS VAT RECOV,GDS PUBLISHING PLATFORM TECHNOLOGY,DEVONSHIRE APPOINTMENTS LTD,3000049160,36400,Hosting services for GOV.UK ,EC3V0AA,SME,Programme
Cabinet Office,CABINET OFFICE,28/05/2014,PUBLICITY ADVERTISING MEDIA,GREAT CAMPAIGN PROGRAMME,RADLEY YELDAR LTD,3000049168,45000,GREAT Campaign,EC2A3PB,SME,Programme
Cabinet Office,CABINET OFFICE,28/05/2014,FM CONTRACT FIXED COSTS,ROSEBERY COURT FM CONTRACT,MITIE BUSINESS SERVICES LTD,3000049180,49299.23,Facilities Management Services,SE12QG,Large,Admin
Cabinet Office,CABINET OFFICE,28/05/2014,PROFESSIONAL ADVICE & OPINION VAT RECOVERABLE,MANAGEMENT AND CENTRAL SUPPORT,DEPARTMENT FOR WORK & PENSIONS,3000049199,83000,"Secretarial, administrative and staff support costs for the Communications Functional Leadership Programme Board",CF143UW,Government Department,Admin
Cabinet Office,CABINET OFFICE,28/05/2014,RESOURCE GRANTS PRIVATE SECTOR,OPEN DATA PROGRAMME,OPEN DATA INSTITUTE,3000049208,150000,Technical support for the release of data not currently available in open reusable format,ERS EC2A4JE,Large,Grants
Cabinet Office,CABINET OFFICE,29/05/2014,GENERAL OFFICE EXPENSES,BOUNDARY COMMISSION OF WALES,LOCAL DEMOCRACY & BOUNDARY COMMISSION FOR WALES,3000049228,25000,"Staffing and administration costs for the Boundary Commission for Wales, which is sponsored by the Cabinet Office",CF240BL,Large,Programme
Cabinet Office,CABINET OFFICE,29/05/2014,OTHER IS IT COSTS VAT RECOV,ERTP ERO DIGITAL,GRAMPIAN VALUATION JOINT BOARD,3000049211,44468.94,Cost of network and hardware security changes required to meet security accreditation standards to interface with Individual Electoral Registration Digital service,IV301BX,Large,Programme
Cabinet Office,CABINET OFFICE,29/05/2014,CONSULTANTS VAT RECOVERABLE,CENTRE FOR SOCIAL ACTION,THE BEHAVIOURAL INSIGHTS TEAM,3000049225,89950,Behavioural Insights Work Programme costs,EC4A1DE,Large,Programme
Cabinet Office,CABINET OFFICE,30/05/2014,CONSULTANTS VAT RECOVERABLE,SME FINANCE LEAD,GOVERNMENT ACTUARYS DEPARTMENT GAD,3000049274,26468.97,Actuarial services ,EC4A1AB,Government Department,Admin
Cabinet Office,CABINET OFFICE,30/05/2014,CONSULTANTS VAT RECOVERABLE,ERG PROCUREMENT POLICY AND CAPABILITY,READING ROOM LTD,3000049280,26821.62,Refresh of the Contracts Finder website,W1D3JR,SME,Admin
Cabinet Office,CABINET OFFICE,30/05/2014,CONTRACTORS & STAFF SUBSTITUTIONS,GDS BUS DEV CONSULTANT AND STAFF COSTS,CAPITA RESOURCING LTD,3000049264,43038.86,Payment for interim IT specialists,DL19HN,Large,Programme
Cabinet Office,CABINET OFFICE,30/05/2014,OPERATING LEASES - RENT,CARLTON GARDENS,BNP PARIBAS REAL ESTATE,3000049248,75018.49,Rent for accommodation,B32BJ,SME,Admin
Cabinet Office,CABINET OFFICE,30/05/2014,SERVICE CHARGES,DOVER HOUSE,SCOTLAND OFFICE,3000049277,83213.58,Estate services,EH37HW,Government Department,Admin
Cabinet Office,CABINET OFFICE,30/05/2014,OTHER IS IT COSTS VAT RECOV,GDS TRANSFORMATION,THOUGHTWORKS LTD,3000049273,98814.5,Payment for interim IT specialists,USA,Large,Programme
