Department,Entity,Date,Expense Type,Expense Area,Supplier Name,Transaction Number,  Spend  ,,,
Home Office,Home Office,06/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE WEST YORKSHIRE POLICE & CRIME COMMISSIONER (G),1001885898," 267,321.09 ",,,
Home Office,Home Office,06/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISIONER FOR THAMES VALLEY (G),1001885899," 115,764.14 ",,,
Home Office,Home Office,06/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CLEVELAND (G),1001885900," 316,039.10 ",,,
Home Office,Home Office,06/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR GWENT (G),1001885903," 27,679.74 ",,,
Home Office,Home Office,06/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LANCASHIRE (THE) (G),1001885904," 74,600.51 ",,,
Home Office,Home Office,06/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SOUTH YORKSHIRE (G),1001885905," 394,354.95 ",,,
Home Office,Home Office,06/07/2016,Grant,CPG - Crime & Policing Group,THE OFFICE OF THE POLICE & CRIME COMMISSIONER FOR NORTHUMBRIA (G),1001885907," 64,588.95 ",,,
Home Office,Home Office,06/07/2016,Grant,CPG - Crime & Policing Group,WEST MIDLANDS OFFICE FOR POLICING & CRIME (G),1001885908," 260,961.90 ",,,
Home Office,Home Office,07/07/2016,Grant,CPG - Crime & Policing Group,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS (G),3000052479," 4,303,489.00 ",,,
Home Office,Home Office,07/07/2016,Grant,CPG - Crime & Policing Group,MAYORS OFFICE FOR POLICING AND CRIME (MOPC) (G),1001886377," 110,233.00 ",,,
Home Office,Home Office,08/07/2016,"IT, Broadcasting & Telecomms",CPG - Crime & Policing Group,BABCOCK CRITICAL SERVICES LTD,1001886937," 690,314.08 ",,,
Home Office,Home Office,08/07/2016,Contingent Labour,CPG - Crime & Policing Group,CAPITA BUSINESS SERVICES LTD (E),1001886984," 32,405.52 ",,,
Home Office,Home Office,08/07/2016,Public Admin and Finance Services,CPG - Crime & Policing Group,"KELLOGG, BROWN AND ROOT LTD",1001887027," 1,230,061.49 ",,,
Home Office,Home Office,08/07/2016,"IT, TelecommsManaged Service",CPG - Crime & Policing Group,SELEX ES LTD,1001887072," 130,540.60 ",,,
Home Office,Home Office,11/07/2016,"IT, Broadcasting & Telecomms",CPG - Crime & Policing Group,FUJITSU SERVICES LTD,1001887624," 64,454.69 ",,,
Home Office,Home Office,11/07/2016,Professional & Admin Services,CPG - Crime & Policing Group,GOVERNMENT ACTUARY'S DEPARTMENT,3000052494," 27,396.01 ",,,
Home Office,Home Office,11/07/2016,Professional & Admin Services,CPG - Crime & Policing Group,GOVERNMENT ACTUARY'S DEPARTMENT,3000052493," 25,354.85 ",,,
Home Office,Home Office,11/07/2016,Grant,CPG - Crime & Policing Group,SAFER LONDON FOUNDATION (G),4000005012," 45,000.00 ",,,
Home Office,Home Office,13/07/2016,"Vehicles, Ships, Airplanes & Maintenance",CPG - Crime & Policing Group,BABCOCK CRITICAL SERVICES LTD,1001888661," 35,588.45 ",,,
Home Office,Home Office,13/07/2016,"Vehicles, Ships, Airplanes & Maintenance",CPG - Crime & Policing Group,BABCOCK CRITICAL SERVICES LTD,1001888661," 45,806.15 ",,,
Home Office,Home Office,13/07/2016,OGD - Other Government Department,CPG - Crime & Policing Group,DEPARTMENT FOR COMMUNITIES & LOCAL GOVERNMENT,3000052501," 2,677,031.00 ",,,
Home Office,Home Office,13/07/2016,Grant,CPG - Crime & Policing Group,GANGMASTERS LICENSING AUTHORITY (G),1001888488," 384,631.00 ",,,
Home Office,Home Office,15/07/2016,"IT, Broadcasting & Telecomms",CPG - Crime & Policing Group,AIRWAVE SOLUTIONS LTD,1001889676,"-40,249.31 ",,,
Home Office,Home Office,15/07/2016,"IT, Broadcasting & Telecomms",CPG - Crime & Policing Group,AIRWAVE SOLUTIONS LTD,1001889676," 1,265,557.48 ",,,
Home Office,Home Office,15/07/2016,"IT, Broadcasting & Telecomms",CPG - Crime & Policing Group,AIRWAVE SOLUTIONS LTD,1001889676," 325,110.72 ",,,
Home Office,Home Office,15/07/2016,"IT, Broadcasting & Telecomms",CPG - Crime & Policing Group,AIRWAVE SOLUTIONS LTD,1001889676," 245,879.57 ",,,
Home Office,Home Office,15/07/2016,"IT, Broadcasting & Telecomms",CPG - Crime & Policing Group,AIRWAVE SOLUTIONS LTD,1001889676,"-54,396.72 ",,,
Home Office,Home Office,15/07/2016,"IT, Broadcasting & Telecomms",CPG - Crime & Policing Group,AIRWAVE SOLUTIONS LTD,1001889676," 344,092.94 ",,,
Home Office,Home Office,15/07/2016,"IT, Broadcasting & Telecomms",CPG - Crime & Policing Group,AIRWAVE SOLUTIONS LTD,1001889676," 174,038.15 ",,,
Home Office,Home Office,15/07/2016,"IT, Broadcasting & Telecomms",CPG - Crime & Policing Group,AIRWAVE SOLUTIONS LTD,1001889676," 39,702.14 ",,,
Home Office,Home Office,15/07/2016,"IT, Broadcasting & Telecomms",CPG - Crime & Policing Group,AIRWAVE SOLUTIONS LTD,1001889676," 28,071.53 ",,,
Home Office,Home Office,15/07/2016,"IT, Broadcasting & Telecomms",CPG - Crime & Policing Group,AIRWAVE SOLUTIONS LTD,1001889676," 64,260.13 ",,,
Home Office,Home Office,15/07/2016,Grant,CPG - Crime & Policing Group,CRIMESTOPPERS TRUST (G),1001889494," 192,625.00 ",,,
Home Office,Home Office,15/07/2016,"Science, Technical & Research",CPG - Crime & Policing Group,SELEX ES LTD,1001889920," 56,858.03 ",,,
Home Office,Home Office,18/07/2016,"Vehicles, Ships, Airplanes & Maintenance",CPG - Crime & Policing Group,BABCOCK CRITICAL SERVICES LTD,1001890544," 40,071.68 ",,,
Home Office,Home Office,18/07/2016,"Vehicles, Ships, Airplanes & Maintenance",CPG - Crime & Policing Group,BABCOCK CRITICAL SERVICES LTD,1001890544," 42,614.16 ",,,
Home Office,Home Office,18/07/2016,Legal Services,CPG - Crime & Policing Group,SOPHIE CARTWRIGHT,1001890614," 38,654.01 ",,,
Home Office,Home Office,20/07/2016,"IT, TelecommsHardware",CPG - Crime & Policing Group,INFORMED SOLUTIONS LTD,1001891695," 34,454.71 ",,,
Home Office,Home Office,20/07/2016,Public Admin and Finance Services,CPG - Crime & Policing Group,"KELLOGG, BROWN AND ROOT LTD",1001891699," 1,223,929.90 ",,,
Home Office,Home Office,21/07/2016,Grant,CPG - Crime & Policing Group,CITY OF WESTMINSTER (G),1001892003," 30,000.00 ",,,
Home Office,Home Office,21/07/2016,Legal Services,CPG - Crime & Policing Group,ESSEX COURT CHAMBERS,1001892155," 29,441.16 ",,,
Home Office,Home Office,21/07/2016,Grant,CPG - Crime & Policing Group,MAYORS OFFICE FOR POLICING AND CRIME (MOPC) (G),1001892004," 191,095.80 ",,,
Home Office,Home Office,21/07/2016,Grant,CPG - Crime & Policing Group,MAYORS OFFICE FOR POLICING AND CRIME (MOPC) (G),1001892004," 147,180.00 ",,,
Home Office,Home Office,21/07/2016,Grant,CPG - Crime & Policing Group,MAYORS OFFICE FOR POLICING AND CRIME (MOPC) (G),1001892004," 151,070.00 ",,,
Home Office,Home Office,21/07/2016,Grant,CPG - Crime & Policing Group,MAYORS OFFICE FOR POLICING AND CRIME (MOPC) (G),1001892004," 128,602.00 ",,,
Home Office,Home Office,21/07/2016,Grant,CPG - Crime & Policing Group,WANDSWORTH BOROUGH COUNCIL (G),1001892005," 30,000.00 ",,,
Home Office,Home Office,26/07/2016,Grant,CPG - Crime & Policing Group,AVON FIRE & RESCUE SERVICE (G),1001893742," 8,434,701.00 ",,,
Home Office,Home Office,26/07/2016,Grant,CPG - Crime & Policing Group,BEDFORDSHIRE FIRE AND RESCUE AUTHORITY (G),1001893743," 4,759,288.00 ",,,
Home Office,Home Office,26/07/2016,Grant,CPG - Crime & Policing Group,BUCKINGHAMSHIRE & MILTON KEYNES FIRE AUTHORITY (G),1001893745," 6,215,153.00 ",,,
Home Office,Home Office,26/07/2016,Grant,CPG - Crime & Policing Group,CAMBRIDGESHIRE & PETERBOROUGH FIRE AUTHORITY (G),1001893746," 5,349,284.00 ",,,
Home Office,Home Office,26/07/2016,Grant,CPG - Crime & Policing Group,CHESHIRE FIRE AUTHORITY (G),1001893749," 10,748,428.00 ",,,
Home Office,Home Office,26/07/2016,Grant,CPG - Crime & Policing Group,CLEVELAND FIRE AUTHORTIY (G),1001893750," 10,791,389.00 ",,,
Home Office,Home Office,26/07/2016,Grant,CPG - Crime & Policing Group,CORNWALL COUNTY COUNCIL 1 (G),1001893751," 3,305,036.00 ",,,
Home Office,Home Office,26/07/2016,Grant,CPG - Crime & Policing Group,COUNTY DURHAM & DURHAM FIRE AND RESCUE SERVICE (G),1001893752," 6,128,859.00 ",,,
Home Office,Home Office,26/07/2016,Grant,CPG - Crime & Policing Group,CUMBRIA COUNTY COUNCIL 1 (G),1001893753," 5,814,006.00 ",,,
Home Office,Home Office,26/07/2016,Grant,CPG - Crime & Policing Group,DERBYSHIRE FIRE & RESCUE AUTHORITY (G),1001893755," 8,767,843.00 ",,,
Home Office,Home Office,26/07/2016,Grant,CPG - Crime & Policing Group,DEVON & SOMERSET FIRE & RESCUE SERVICE (G),1001893756," 11,438,105.00 ",,,
Home Office,Home Office,26/07/2016,Grant,CPG - Crime & Policing Group,DORSET & WILTSHIRE FIRE & RESCUE AUTHORITY (G),1001893757," 6,410,036.00 ",,,
Home Office,Home Office,26/07/2016,Grant,CPG - Crime & Policing Group,EAST SUSSEX FIRE & RESCUE SERVICE (G),1001893760," 6,446,336.00 ",,,
Home Office,Home Office,26/07/2016,Grant,CPG - Crime & Policing Group,ESSEX COUNTY FIRE AND RESCUE (G),1001893761," 11,550,734.00 ",,,
Home Office,Home Office,26/07/2016,Grant,CPG - Crime & Policing Group,GLOUCESTERSHIRE COUNTY COUNCIL 1 (G),1001893762," 2,365,575.00 ",,,
Home Office,Home Office,26/07/2016,Grant,CPG - Crime & Policing Group,GREATER MANCHESTER FIRE & RESCUE AUTHORITY (G),1001893764," 41,875,626.00 ",,,
Home Office,Home Office,26/07/2016,Grant,CPG - Crime & Policing Group,HAMPSHIRE FIRE & RESCUE SERVICE (G),1001893765," 7,756,732.00 ",,,
Home Office,Home Office,26/07/2016,Grant,CPG - Crime & Policing Group,HEREFORD AND WORCESTER FIRE & RESCUE SERVICE (G),1001893766," 3,792,833.00 ",,,
Home Office,Home Office,26/07/2016,Grant,CPG - Crime & Policing Group,HERTFORDSHIRE COUNTY COUNCIL 1 (G),1001893767," 8,379,636.00 ",,,
Home Office,Home Office,26/07/2016,Grant,CPG - Crime & Policing Group,HUMBERSIDE FIRE AND RESCUE SERVICE (G),1001893768," 11,849,039.00 ",,,
Home Office,Home Office,26/07/2016,Grant,CPG - Crime & Policing Group,ISLE OF WIGHT COUNCIL 1 (G),1001893769," 1,148,691.00 ",,,
Home Office,Home Office,26/07/2016,Grant,CPG - Crime & Policing Group,KENT AND MEDWAY TOWNS FIRE AUTHORITY (G),1001893770," 11,441,140.00 ",,,
Home Office,Home Office,26/07/2016,Grant,CPG - Crime & Policing Group,LANCASHIRE COMBINED FIRE AUTHORITY (G),1001893771," 14,882,549.00 ",,,
Home Office,Home Office,26/07/2016,Grant,CPG - Crime & Policing Group,LEICESTERSHIRE FIRE & RESCUE SERVICE (G),1001893774," 6,960,534.00 ",,,
Home Office,Home Office,26/07/2016,Grant,CPG - Crime & Policing Group,LINCOLNSHIRE COUNTY COUNCIL 1 (G),1001893775," 3,386,225.00 ",,,
Home Office,Home Office,26/07/2016,Grant,CPG - Crime & Policing Group,LONDON FIRE BRIGADE (G),1001893777," 123,983,827.00 ",,,
Home Office,Home Office,26/07/2016,Grant,CPG - Crime & Policing Group,MERSEYSIDE FIRE & RESCUE SERVICE (G),1001893778," 25,775,352.00 ",,,
Home Office,Home Office,26/07/2016,Grant,CPG - Crime & Policing Group,NORFOLK COUNTY COUNCIL 1 (G),1001893780," 4,473,059.00 ",,,
Home Office,Home Office,26/07/2016,Grant,CPG - Crime & Policing Group,NORTH YORKSHIRE FIRE AND RESCUE AUTHORITY (G),1001893782," 5,842,427.00 ",,,
Home Office,Home Office,26/07/2016,Grant,CPG - Crime & Policing Group,NORTHAMPTONSHIRE COUNTY COUNCIL (G),1001893783," 2,433,287.00 ",,,
Home Office,Home Office,26/07/2016,Grant,CPG - Crime & Policing Group,NORTHUMBERLAND COUNTY COUNCIL 1 (G),1001893784," 4,301,775.00 ",,,
Home Office,Home Office,26/07/2016,Grant,CPG - Crime & Policing Group,NOTTINGHAMSHIRE FIRE AND RESCUE SERVICE (G),1001893785," 8,259,387.00 ",,,
Home Office,Home Office,26/07/2016,Grant,CPG - Crime & Policing Group,OXFORDSHIRE COUNTY COUNCIL 1 (G),1001893796," 3,990,676.00 ",,,
Home Office,Home Office,26/07/2016,Grant,CPG - Crime & Policing Group,ROYAL BERKSHIRE FIRE & RESCUE SERVICE (G),1001893814," 5,769,775.00 ",,,
Home Office,Home Office,26/07/2016,Resource Grants,CPG - Crime & Policing Group,SANDWELL WOMEN'S AID,1001893816," 30,000.00 ",,,
Home Office,Home Office,26/07/2016,Grant,CPG - Crime & Policing Group,SHROPSHIRE FIRE AND RESCUE SERVICE (G),1001893818," 2,761,727.00 ",,,
Home Office,Home Office,26/07/2016,Grant,CPG - Crime & Policing Group,SOUTH YORKSHIRE FIRE AND RESCUE SERVICE (G),1001893819," 16,837,429.00 ",,,
Home Office,Home Office,26/07/2016,Grant,CPG - Crime & Policing Group,STAFFORDSHIRE FIRE AND RESCUE SERVICE (G),1001893821," 7,042,851.00 ",,,
Home Office,Home Office,26/07/2016,Grant,CPG - Crime & Policing Group,SUFFOLK COUNTY COUNCIL (G),1001893822," 3,517,167.00 ",,,
Home Office,Home Office,26/07/2016,Grant,CPG - Crime & Policing Group,SURREY COUNTY COUNCIL 1 (G),1001893823," 10,840,411.00 ",,,
Home Office,Home Office,26/07/2016,Grant,CPG - Crime & Policing Group,TYNE & WEAR FIRE & RESCUE AUTHORITY (G),1001893826," 18,761,901.00 ",,,
Home Office,Home Office,26/07/2016,Grant,CPG - Crime & Policing Group,WARWICKSHIRE COUNTY COUNCIL (G),1001893827," 3,015,307.00 ",,,
Home Office,Home Office,26/07/2016,Grant,CPG - Crime & Policing Group,WEST MIDLANDS FIRE & RESCUE AUTHORITY (G),1001893829," 32,816,483.00 ",,,
Home Office,Home Office,26/07/2016,Grant,CPG - Crime & Policing Group,WEST SUSSEX COUNTY COUNCIL (G),1001893831," 3,589,965.00 ",,,
Home Office,Home Office,26/07/2016,Grant,CPG - Crime & Policing Group,WEST YORKSHIRE FIRE AND RESCUE AUTHORITY (G),1001893832," 32,525,481.00 ",,,
Home Office,Home Office,27/07/2016,Social Research,CPG - Crime & Policing Group,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,1001894549," 120,000.00 ",,,
Home Office,Home Office,28/07/2016,"IT, Broadcasting & Telecomms",CPG - Crime & Policing Group,AIRWAVE SOLUTIONS LTD,1001895018," 134,020.28 ",,,
Home Office,Home Office,28/07/2016,"IT, Broadcasting & Telecomms",CPG - Crime & Policing Group,AIRWAVE SOLUTIONS LTD,1001895018," 134,020.28 ",,,
Home Office,Home Office,28/07/2016,OGD - Other Government Department,CPG - Crime & Policing Group,GOVERNMENT LEGAL DEPARTMENT,3000052575," 27,000.00 ",,,
Home Office,Home Office,28/07/2016,"IT, TelecommsManaged Service",CPG - Crime & Policing Group,SELEX ES LTD,1001895126," 130,540.60 ",,,
Home Office,Home Office,01/07/2016,"IT, TelecommsManaged Service",CSG - Corporate Services Group,BRITISH TELECOMMUNICATIONS LTD,1001884307," 50,911.64 ",,,
Home Office,Home Office,01/07/2016,"IT, TelecommsHardware",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001884371," 39,038.82 ",,,
Home Office,Home Office,01/07/2016,PCD Nat Applications ICT,CSG - Corporate Services Group,ROCK KITCHEN HARRIS LTD,1001884417," 35,304.00 ",,,
Home Office,Home Office,01/07/2016,"IT, TelecommsSoftware",CSG - Corporate Services Group,SOFTWARE AG (UK) LTD,1001884424," 2,280,000.00 ",,,
Home Office,Home Office,01/07/2016,"IT, TelecommsManaged Service",CSG - Corporate Services Group,VODAFONE LTD,1001884436," 47,908.80 ",,,
Home Office,Home Office,04/07/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,HEWLETT PACKARD ENTERPRISE SERVICES UK LTD,1001885044," 649,146.92 ",,,
Home Office,Home Office,04/07/2016,"IT, TelecommsSoftware",CSG - Corporate Services Group,ORACLE CORPORATION UK LIMITED,1001885068," 46,082.40 ",,,
Home Office,Home Office,04/07/2016,"IT, TelecommsSoftware",CSG - Corporate Services Group,ORACLE CORPORATION UK LIMITED,1001885068," 10,163.38 ",,,
Home Office,Home Office,04/07/2016,"IT, TelecommsSoftware",CSG - Corporate Services Group,ORACLE CORPORATION UK LIMITED,1001885068," 3,291.60 ",,,
Home Office,Home Office,04/07/2016,"IT, TelecommsSoftware",CSG - Corporate Services Group,ORACLE CORPORATION UK LIMITED,1001885068, 770.23 ,,,
Home Office,Home Office,05/07/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001885551," 79,075.80 ",,,
Home Office,Home Office,06/07/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,VODAFONE LTD,1001886080," 27,304.04 ",,,
Home Office,Home Office,06/07/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,VODAFONE LTD,1001886080," 26,200.58 ",,,
Home Office,Home Office,06/07/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,VODAFONE LTD,1001886080," 17,804.84 ",,,
Home Office,Home Office,06/07/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,VODAFONE LTD,1001886080," 17,864.84 ",,,
Home Office,Home Office,06/07/2016,PCD Nat Applications ICT,CSG - Corporate Services Group,VODAFONE LTD,1001886080," 30,287.93 ",,,
Home Office,Home Office,06/07/2016,PCD Nat Applications ICT,CSG - Corporate Services Group,VODAFONE LTD,1001886080," 40,207.05 ",,,
Home Office,Home Office,06/07/2016,PCD Nat Applications ICT,CSG - Corporate Services Group,VODAFONE LTD,1001886080," 22,184.99 ",,,
Home Office,Home Office,06/07/2016,PCD Nat Applications ICT,CSG - Corporate Services Group,VODAFONE LTD,1001886080," 64,863.58 ",,,
Home Office,Home Office,08/07/2016,"IT, Telecomms Application Consultancy & Development",CSG - Corporate Services Group,IPL INFORMATION PROCESSING LTD,1001887023," 27,240.00 ",,,
Home Office,Home Office,08/07/2016,Professional & Admin Services,CSG - Corporate Services Group,L-3 COMMUNICATIONS ASA LTD,1001887029," 36,729.80 ",,,
Home Office,Home Office,11/07/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001887624," 121,690.93 ",,,
Home Office,Home Office,13/07/2016,"IT, Telecomms Application Consultancy & Development",CSG - Corporate Services Group,CHAUCER GROUP LTD,1001888682," 83,940.00 ",,,
Home Office,Home Office,13/07/2016,PCD Nat Applications ICT,CSG - Corporate Services Group,UNIFY ENTERPRISE COMMUNICATIONS LTD,1001888749," 144,999.60 ",,,
Home Office,Home Office,13/07/2016,PCD Nat Applications ICT,CSG - Corporate Services Group,VODAFONE LTD,1001888751," 64,528.80 ",,,
Home Office,Home Office,14/07/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001889177," 190,633.30 ",,,
Home Office,Home Office,14/07/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,THALES UK LTD,1001889225," 195,867.29 ",,,
Home Office,Home Office,15/07/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001889786," 61,578.00 ",,,
Home Office,Home Office,15/07/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001889786," 68,001.59 ",,,
Home Office,Home Office,15/07/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001889786," 24,947.48 ",,,
Home Office,Home Office,15/07/2016,PCD Nat Applications ICT,CSG - Corporate Services Group,IPL INFORMATION PROCESSING LTD,1001889809," 31,626.00 ",,,
Home Office,Home Office,15/07/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,VODAFONE LTD,1001889967," 350,997.90 ",,,
Home Office,Home Office,18/07/2016,"IT, Telecomms Application Consultancy & Development",CSG - Corporate Services Group,SOFTWARE AG (UK) LTD,1001890612," 26,484.72 ",,,
Home Office,Home Office,18/07/2016,"IT, Telecomms Application Consultancy & Development",CSG - Corporate Services Group,SOFTWARE AG (UK) LTD,1001890612," 1,109.28 ",,,
Home Office,Home Office,19/07/2016,"IT, Telecomms Application Consultancy & Development",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001891149," 32,448.00 ",,,
Home Office,Home Office,19/07/2016,"IT, Telecomms Application Consultancy & Development",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001891149," 115,272.00 ",,,
Home Office,Home Office,19/07/2016,PCD Nat Applications ICT,CSG - Corporate Services Group,NORTHROP GRUMMAN UK LTD,1001891175," 1,188,953.35 ",,,
Home Office,Home Office,21/07/2016,"IT, TelecommsManaged Service",CSG - Corporate Services Group,SOPRA STERIA LTD,1001892196," 75,678.54 ",,,
Home Office,Home Office,21/07/2016,"IT, TelecommsManaged Service",CSG - Corporate Services Group,SOPRA STERIA LTD,1001892196," 39,037.68 ",,,
Home Office,Home Office,22/07/2016,PCD Nat Applications ICT,CSG - Corporate Services Group,CGI IT UK LTD,1001892672," 685,525.20 ",,,
Home Office,Home Office,22/07/2016,"IT, TelecommsHardware",CSG - Corporate Services Group,COMPAREX UK LTD,1001892679," 69,868.27 ",,,
Home Office,Home Office,22/07/2016,"IT, TelecommsSoftware",CSG - Corporate Services Group,COMPUTACENTER (UK) LTD,1001892680," 89,842.63 ",,,
Home Office,Home Office,22/07/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001892698," 79,220.31 ",,,
Home Office,Home Office,22/07/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001892698," 70,476.00 ",,,
Home Office,Home Office,25/07/2016,Infrastructure Support,CSG - Corporate Services Group,ATOS IT SERVICES UK LTD,1001893300," 128,448.00 ",,,
Home Office,Home Office,25/07/2016,PCD Nat Applications ICT,CSG - Corporate Services Group,CGI IT UK LTD,1001893311," 28,760.40 ",,,
Home Office,Home Office,25/07/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001893326," 489,578.32 ",,,
Home Office,Home Office,25/07/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001893326," 2,265,540.25 ",,,
Home Office,Home Office,25/07/2016,"IT, TelecommsManaged Service",CSG - Corporate Services Group,SERCO LTD,1001893353," 174,872.40 ",,,
Home Office,Home Office,25/07/2016,"IT, TelecommsManaged Service",CSG - Corporate Services Group,SERCO LTD,1001893353," 174,872.40 ",,,
Home Office,Home Office,25/07/2016,"IT, TelecommsManaged Service",CSG - Corporate Services Group,SERCO LTD,1001893353,"-60,091.85 ",,,
Home Office,Home Office,25/07/2016,"IT, Telecomms Application Consultancy & Development",CSG - Corporate Services Group,TRIAD GROUP PLC T/A TRIAD RESOURCING,1001893365," 108,000.00 ",,,
Home Office,Home Office,25/07/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,VODAFONE LTD,1001893367," 69,458.20 ",,,
Home Office,Home Office,26/07/2016,"IT, TelecommsManaged Service",CSG - Corporate Services Group,ALPINE RESOURCING LIMITED,1001893945," 37,800.00 ",,,
Home Office,Home Office,26/07/2016,"IT, TelecommsManaged Service",CSG - Corporate Services Group,SUNGARD AVAILABILITY SERVICES UK LTD,1001894003," 43,691.10 ",,,
Home Office,Home Office,26/07/2016,"IT, TelecommsManaged Service",CSG - Corporate Services Group,SUNGARD AVAILABILITY SERVICES UK LTD,1001894003," 43,691.10 ",,,
Home Office,Home Office,26/07/2016,"IT, TelecommsManaged Service",CSG - Corporate Services Group,VODAFONE LTD,1001894008," 91,045.40 ",,,
Home Office,Home Office,26/07/2016,"IT, TelecommsManaged Service",CSG - Corporate Services Group,VODAFONE LTD,1001894008," 68,445.40 ",,,
Home Office,Home Office,27/07/2016,"IT, TelecommsHardware",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001894532," 961,571.40 ",,,
Home Office,Home Office,27/07/2016,"IT, Telecomms Application Consultancy & Development",CSG - Corporate Services Group,METHODS PROFESSIONAL SERVICES LTD,1001894552," 139,869.00 ",,,
Home Office,Home Office,28/07/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,ATOS IT SERVICES UK LTD,1001895025," 1,963,410.95 ",,,
Home Office,Home Office,28/07/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,BRITISH TELECOMMUNICATIONS LTD,1001895048," 20,855.09 ",,,
Home Office,Home Office,28/07/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,BRITISH TELECOMMUNICATIONS LTD,1001895048," 100,442.41 ",,,
Home Office,Home Office,28/07/2016,PCD Nat Applications ICT,CSG - Corporate Services Group,CGI IT UK LTD,1001895062," 37,700.77 ",,,
Home Office,Home Office,28/07/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,HEWLETT PACKARD ENTERPRISE SERVICES UK LTD,1001895083," 645,275.35 ",,,
Home Office,Home Office,28/07/2016,"IT, Telecomms Application Consultancy & Development",CSG - Corporate Services Group,LA INTERNATIONAL COMPUTER CONSULTANTS LTD,1001895099," 26,722.03 ",,,
Home Office,Home Office,26/07/2016,OGD - Other Government Department,CSL - Civil Service Learning ,HM REVENUE & CUSTOMS,1001893974," 56,192.88 ",,,
Home Office,Home Office,04/07/2016,Healthcare Services,Group HR,HEALTH MANAGEMENT LTD,1001885042," 155,253.08 ",,,
Home Office,Home Office,27/07/2016,Public Admin and Finance Services,Group HR,MINISTRY OF JUSTICE,3000052567," 166,999.20 ",,,
Home Office,Home Office,01/07/2016,"IT, Broadcasting & Telecomms",HMPO - HM Passport Office,CSC COMPUTER SCIENCES CORPORATION,1001884358," 61,649.60 ",,,
Home Office,Home Office,01/07/2016,"IT, Broadcasting & Telecomms",HMPO - HM Passport Office,CSC COMPUTER SCIENCES CORPORATION,1001884358," 18,988.77 ",,,
Home Office,Home Office,05/07/2016,"IT, Broadcasting & Telecomms",HMPO - HM Passport Office,CSC COMPUTER SCIENCES CORPORATION,1001885542," 124,574.80 ",,,
Home Office,Home Office,05/07/2016,"IT, Broadcasting & Telecomms",HMPO - HM Passport Office,CSC COMPUTER SCIENCES CORPORATION,1001885542," 78,836.80 ",,,
Home Office,Home Office,06/07/2016,Professional & Admin Services,HMPO - HM Passport Office,FOREIGN AND COMMONWEALTH OFFICE,3000052474," 53,329.89 ",,,
Home Office,Home Office,06/07/2016,Passport Production,HMPO - HM Passport Office,WILLIAMS LEA,1001886108," 72,146.16 ",,,
Home Office,Home Office,06/07/2016,Passport Production,HMPO - HM Passport Office,WILLIAMS LEA,1001886108," 38,496.24 ",,,
Home Office,Home Office,06/07/2016,Passport Production,HMPO - HM Passport Office,WILLIAMS LEA,1001886108," 47,701.20 ",,,
