Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number, Amount ,
Home Office,Home Office  ,28/09/2012,Grants,CPG - Crime & Policing Group,KNOWSLEY MBC (G),1001314403," 67,500.00 ",
Home Office,Home Office  ,06/09/2012,Grants,CPG - Crime & Policing Group,LANCASHIRE COUNTY COUNCIL 1 (G),1001304905," 40,000.00 ",
Home Office,Home Office  ,05/09/2012,Grants,CPG - Crime & Policing Group,LIVERPOOL CITY COUNCIL 1 (G),1001304729," 221,750.00 ",
Home Office,Home Office  ,28/09/2012,Grants,CPG - Crime & Policing Group,LONDON BORO OF TOWER HAMLETS 1 (G),1001314404," 129,349.00 ",
Home Office,Home Office  ,05/09/2012,Grants,CPG - Crime & Policing Group,LONDON BOROUGH OF HARINGEY 1 (G),1001304731," 44,137.46 ",
Home Office,Home Office  ,05/09/2012,Grants,CPG - Crime & Policing Group,LONDON BOROUGH OF LEWISHAM 1 (G),1001304732," 124,264.50 ",
Home Office,Home Office  ,28/09/2012,Grants,CPG - Crime & Policing Group,LONDON BOROUGH OF SOUTHWARK 1 (G),1001314405," 137,868.00 ",
Home Office,Home Office  ,05/09/2012,Grants,CPG - Crime & Policing Group,THE SURVIVORS TRUST (G),1001304733," 37,500.00 ",
Home Office,Home Office  ,05/09/2012,Grants,CPG - Crime & Policing Group,WOLVERHAMPTON CITY COUNCIL 1 (G),1001304735," 120,078.00 ",
Home Office,Home Office  ,05/09/2012,Grants,CPG - Crime & Policing Group,WOMENS AID (G),1001304736," 62,500.00 ",
Home Office,Home Office  ,17/09/2012,Grants,CPG - Crime & Policing Group,HERTFORDSHIRE POLICE AUTHORITY 1 (G),1001309050," 152,079.00 ",
Home Office,Home Office  ,17/09/2012,Grants,CPG - Crime & Policing Group,WEST YORKSHIRE POLICE (G),1001309053," 259,000.00 ",
Home Office,Home Office  ,28/09/2012,Grants,CPG - Crime & Policing Group,BEDFORDSHIRE POLICE AUTHORITY 1 (G),1001314401," 70,800.50 ",
Home Office,Home Office  ,10/09/2012,Financial Services Outsourcing.Grant Administration Services,CPG - Crime & Policing Group,CATCH22,1001305659," 42,055.79 ",
Home Office,Home Office  ,07/09/2012,"Science, Technical & Research.Testing",CPG - Crime & Policing Group,CONCATENO UK LTD,1001305225," 45,872.64 ",
Home Office,Home Office  ,17/09/2012,Grants,CPG - Crime & Policing Group,MAYORS OFFICE FOR POLICING AND CRIME (G),1001309051," 550,000.00 ",
Home Office,Home Office  ,04/09/2012,"IT, Broadcasting & Telecomms",CPG - Crime & Policing Group,NPIA (National Policing Improvement Agency),1001303271," 354,712.20 ",
Home Office,Home Office  ,10/09/2012,Grants,CPG - Crime & Policing Group,ACPO (G),1001306178," 96,053.77 ",
Home Office,Home Office  ,19/09/2012,"Building, Construction Services",CPG - Crime & Policing Group,"KELLOGG, BROWN AND ROOT LTD",1001309861," 39,560.87 ",
Home Office,Home Office  ,27/09/2012,Professional & Admin Services.Residential Rental,CPG - Crime & Policing Group,WORKSPACE MANAGEMENT LTD,1001313466," 36,896.06 ",
Home Office,Home Office  ,24/09/2012,Grants,CPG - Crime & Policing Group,SOUTH YORKSHIRE POLICE (G),1001311589," 63,518.13 ",
Home Office,Home Office  ,04/09/2012,"IT, TelecommsHardware Server.Support and Maintenance",CPG - Crime & Policing Group,STERIA UK,1001303294," 10,078.08 ",
Home Office,Home Office  ,04/09/2012,"IT, TelecommsHardware Server.Support and Maintenance",CPG - Crime & Policing Group,STERIA UK,1001303294," 15,211.44 ",
Home Office,Home Office  ,04/09/2012,"IT, TelecommsHardware Server.Support and Maintenance",CPG - Crime & Policing Group,STERIA UK,1001303294," 64,022.40 ",
Home Office,Home Office  ,04/09/2012,"IT, TelecommsHardware Server.Support and Maintenance",CPG - Crime & Policing Group,STERIA UK,1001303294," 19,802.42 ",
Home Office,Home Office  ,04/09/2012,"IT, TelecommsHardware Server.Support and Maintenance",CPG - Crime & Policing Group,STERIA UK,1001303294," 29,888.94 ",
Home Office,Home Office  ,24/09/2012,"IT, TelecommsHardware Server.Support and Maintenance",CPG - Crime & Policing Group,STERIA UK,1001311597," 28,477.69 ",
Home Office,Home Office  ,28/09/2012,"IT, TelecommsHardware Desktop.Support and Maintenance",CPG - Crime & Policing Group,WORDWAVE INTERNATIONAL LTD,1001314084," 36,224.03 ",
Home Office,Home Office  ,28/09/2012,"IT, TelecommsHardware Desktop.Support and Maintenance",CPG - Crime & Policing Group,WORDWAVE INTERNATIONAL LTD,1001314084," 55,631.00 ",
Home Office,Home Office  ,03/09/2012,Grants,CPG - Crime & Policing Group,AVON & SOMERSET POLICE AUTHORITY 1 (G),1001303120," 136,594.00 ",
Home Office,Home Office  ,03/09/2012,Grants,CPG - Crime & Policing Group,MERSEYSIDE POLICE AUTHORITY 1 (G),1001303147," 236,155.00 ",
Home Office,Home Office  ,03/09/2012,Grants,CPG - Crime & Policing Group,SOUTH WALES POLICE AUTHORITY 1 (G),1001303156," 158,625.00 ",
Home Office,Home Office  ,03/09/2012,Grants,CPG - Crime & Policing Group,SUSSEX POLICE AUTHORITY 1 (G),1001303162," 298,775.00 ",
Home Office,Home Office  ,05/09/2012,Delivery or Implementation of Consultancy programmes/projects,CPG - Crime & Policing Group,ERNST AND YOUNG LLP,1001304324," 46,426.80 ",
Home Office,Home Office  ,05/09/2012,Delivery or Implementation of Consultancy programmes/projects,CPG - Crime & Policing Group,ERNST AND YOUNG LLP,1001304324," 38,535.60 ",
Home Office,Home Office  ,05/09/2012,Delivery of Strategy and Change  Programmes,CPG - Crime & Policing Group,ERNST AND YOUNG LLP,1001304324," 33,844.80 ",
Home Office,Home Office  ,13/09/2012,Delivery of Strategy and Change  Programmes,CPG - Crime & Policing Group,ERNST AND YOUNG LLP,1001307500," 20,938.80 ",
Home Office,Home Office  ,17/09/2012,Delivery of IT IS Programmes,CPG - Crime & Policing Group,ERNST AND YOUNG LLP,1001308592," 71,276.40 ",
Home Office,Home Office  ,07/09/2012,"Professional & Admin Services.Patent, Copyright Law",CPG - Crime & Policing Group,GOVERNMENT ACTUARY'S DEPARTMENT,3000045323," 49,280.40 ",
Home Office,Home Office  ,21/09/2012,"Professional & Admin Services.Patent, Copyright Law",CPG - Crime & Policing Group,GOVERNMENT ACTUARY'S DEPARTMENT,3000045388," 40,187.63 ",
Home Office,Home Office  ,17/09/2012,Grants,CPG - Crime & Policing Group,HERTFORDSHIRE POLICE AUTHORITY 1 (G),1001309050," 83,000.00 ",
Home Office,Home Office  ,17/09/2012,Grants,CPG - Crime & Policing Group,MAYORS OFFICE FOR POLICING AND CRIME (G),1001309051," 81,296.91 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,AVON & SOMERSET CONSTABULARY (G),1001313148," 161,985.95 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,AVON & SOMERSET CONSTABULARY (G),1001313148," 219,363.00 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,BEDFORDSHIRE POLICE AUTHORITY 1 (G),1001313149," 157,967.10 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,BRENT AND HARROW TRADING STANDARDS SERVICE (G),1001313151," 59,046.97 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,BRITISH TRANSPORT POLICE AUTHORITY (G),1001313154," 67,444.21 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,CAMBRIDGESHIRE POLICE AUTHORITY 1 (G),1001313156," 92,292.13 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,CARDIFF COUNTY COUNCIL 1 (G),1001313157," 29,739.76 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,CENTRAL BEDFORDSHIRE COUNCIL (G),1001313158," 43,586.58 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,CHESHIRE POLICE AUTHORITY 2 (G),1001313160," 47,775.81 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,CLEVELAND POLICE AUTHORITY 1 (G),1001313165," 35,177.61 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,CROWN PROSECUTION SERVICE (G),3000045402," 4,166,712.89 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,CROWN PROSECUTION SERVICE (G),3000045402," 175,000.00 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,DEPARTMENT OF WORK & PENSIONS (G),3000045404," 386,441.49 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,DERBYSHIRE POLICE AUTHORITY 1 (G),1001313170," 43,317.25 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,DERBYSHIRE POLICE AUTHORITY 1 (G),1001313170," 62,455.00 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,DEVON & CORNWALL CONSTABULARY 4 (G),1001313171," 89,587.38 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,DORSET POLICE AUTHORITY 1 (G),1001313172," 34,855.75 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,ENVIRONMENT AGENCY (G),1001313176," 52,884.71 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,ESSEX POLICE AUTHORITY (G),1001313177," 166,029.34 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,FINANCIAL SERVICES AUTHORITY (G),1001313178," 216,481.20 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,GREATER MANCHESTER POLICE AUTHORITY (G),1001313181," 519,170.63 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,HAMPSHIRE POLICE AUTHORITY 1 (G),1001313184," 98,165.91 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,HERTFORDSHIRE POLICE AUTHORITY 1 (G),1001313187," 117,115.93 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,HM REVENUE & CUSTOMS (G),3000045406," 1,190,761.49 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,HM REVENUE & CUSTOMS (G),3000045406," 99,000.00 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,HUMBERSIDE POLICE AUTHORITY 1 (G),1001313189," 86,338.84 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,KENT POLICE AUTHORITY 1 (G),1001313192," 121,389.22 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,LANCASHIRE POLICE AUTHORITY 1 (G),1001313194," 533,476.97 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,LEICESTERSHIRE POLICE AUTHORITY (G),1001313195," 93,338.50 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,LONDON BORO OF TOWER HAMLETS 1 (G),1001313197," 104,509.97 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,LONDON BOROUGH HAVERING (G),1001313198," 42,856.55 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,MAYORS OFFICE FOR POLICING AND CRIME (G),1001313208," 1,765,230.80 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,MAYORS OFFICE FOR POLICING AND CRIME (G),1001313208," 278,013.00 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,MEDICINES &HEALTHCARE PRODUCTS REGULATORY AGENCY (G),3000045407," 47,454.20 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,MERSEYSIDE POLICE AUTHORITY 1 (G),1001313209," 389,016.49 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,MERSEYSIDE POLICE AUTHORITY 1 (G),1001313209," 252,107.00 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,MOJ - MINISTRY OF JUSTICE (G),3000045409," 3,283,104.11 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,NPIA - NATIONAL POLICING IMPROVEMENT AGENCY (G),1001313212," 110,027.00 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,NEW WEST MERCIA POLICE AUTHORITY (G),1001313213," 100,113.58 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,NORFOLK COUNTY COUNCIL 1 (G),1001313215," 63,629.91 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,NORFOLK POLICE AUTHORITY 1 (G),1001313216," 74,370.21 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,NORTH YORKSHIRE POLICE AUTHORITY (G),1001313219," 41,504.26 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,NORTHUMBRIA POLICE (G),1001313222," 148,834.10 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,NOTTINGHAMSHIRE POLICE AUTHORITY 2 (G),1001313225," 37,120.87 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,POLICE SERVICE OF NORTHERN IRELAND (G),1001313227," 47,486.64 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,SERIOUS FRAUD OFFICE (G),3000045411," 339,234.77 ",
Home Office,Home Office  ,27/09/2012,Grants,CPG - Crime & Policing Group,SERIOUS FRAUD OFFICE (G),3000045419," 947,747.81 ",
Home Office,Home Office  ,21/09/2012,Grants,CPG - Crime & Policing Group,SOCA (G),1001311337," 32,000,000.00 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,SOCA (G),1001313233," 876,096.62 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,SOUTH WALES POLICE AUTHORITY 1 (G),1001313234," 38,709.95 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,SOUTH WALES POLICE AUTHORITY 1 (G),1001313234," 248,488.00 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,SOUTH YORKSHIRE POLICE AUTHORITY 1 (G),1001313235," 113,988.57 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,STAFFORDSHIRE POLICE AUTHORITY (G),1001313237," 52,902.66 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,SUFFOLK POLICE AUTHORITY (G),1001313239," 84,200.84 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,SURREY POLICE AUTHORITY 1 (G),1001313241," 60,999.73 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,SUSSEX POLICE AUTHORITY 1 (G),1001313242," 62,342.88 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,THAMES VALLEY POLICE (G),1001313243," 218,953.62 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,WEST MIDLANDS POLICE AUTHORITY 1 (G),1001313245," 344,053.28 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,WEST MIDLANDS POLICE AUTHORITY 1 (G),1001313245," 244,744.00 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,WEST YORKSHIRE POLICE (G),1001313246," 215,349.70 ",
Home Office,Home Office  ,26/09/2012,Grants,CPG - Crime & Policing Group,WEST YORKSHIRE POLICE (G),1001313246," 291,731.00 ",
Home Office,Home Office  ,27/09/2012,"IT, TelecommsManaged Service.AMS Development",Communications,OPEN TEXT UK LTD,1001313430," 73,440.00 ",
Home Office,Home Office  ,18/09/2012,"Editorial, Design & Graphics.Advertising-non recruit",Communications,RAINEY KELLY CAMPBELL ROALFE/Y&R,1001309215," 180,000.00 ",
Home Office,Home Office  ,13/09/2012,"IT, TelecommsManaged Service.Software as Service (SaaS)",Communications,SAVVIS UK LTD,1001307534," 31,144.66 ",
Home Office,Home Office  ,04/09/2012,"IT, TelecommsManaged Service.Software as Service (SaaS)",Communications,SPECIALIST COMPUTER CENTRES PLC,1001303292," 25,767.60 ",
Home Office,Home Office  ,04/09/2012,"IT, TelecommsManaged Service.Software as Service (SaaS)",Communications,SPECIALIST COMPUTER CENTRES PLC,1001303292," 29,448.00 ",
Home Office,Home Office  ,11/09/2012,"IT, TelecommsManaged Service.Software as Service (SaaS)",Communications,SPECIALIST COMPUTER CENTRES PLC,1001306347," 63,681.30 ",
Home Office,NFA - National Fraud Authority,14/09/2012,"Operational Delivery, external supplier",NFA - National Fraud Authority,BROADCASTING SUPPORT SERVICES,1001307933," 171,979.66 ",
Home Office,Home Office  ,24/09/2012,Professional & Admin Services.Contractedoutrecruit services,Group HR,FCO SERVICES,3000045395," 63,709.20 ",
Home Office,Home Office  ,19/09/2012,"IT, Broadcasting & Telecomms",Group HR,HM REVENUE & CUSTOMS,3000045373," 29,649.36 ",
Home Office,Home Office  ,10/09/2012,Education & Training Services.Training & Development,Group HR,HM REVENUE & CUSTOMS,3000045331," 39,900.00 ",
Home Office,Home Office  ,20/09/2012,Legal Fees and Disbursements,Group HR,TREASURY SOLICITORS OFFICE,3000045385," 42,506.39 ",
Home Office,IPS - Identity & Passport Service,04/09/2012,Passport Production.Passport Application Form,IPS - Identity & Passport Service,ADARE LTD,1001303178," 38,134.15 ",
Home Office,IPS - Identity & Passport Service,11/09/2012,Passport Production.Passport Application Form,IPS - Identity & Passport Service,ADARE LTD,1001306263," 33,324.40 ",
Home Office,IPS - Identity & Passport Service,11/09/2012,Passport Production.Passport Application Form,IPS - Identity & Passport Service,ADARE LTD,1001306263," 142,785.10 ",
Home Office,IPS - Identity & Passport Service,13/09/2012,"Rent, Service charge",IPS - Identity & Passport Service,C B RICHARD ELLIS LTD,1001307476," 777,843.00 ",
Home Office,IPS - Identity & Passport Service,25/09/2012,"IT,TelecomTelephNtworkTelephon.Voice lines and Calls",IPS - Identity & Passport Service,CABLE & WIRELESS,1001312176," 49,956.23 ",
Home Office,IPS - Identity & Passport Service,10/09/2012,"IT, TelecommsManaged Service.Support (General)",IPS - Identity & Passport Service,CABLE & WIRELESS,1001305652," 110,749.32 ",
Home Office,IPS - Identity & Passport Service,04/09/2012,"Rent, Service charge",IPS - Identity & Passport Service,COLLIERS INTERNATIONAL,1001303208," 13,750.50 ",
Home Office,IPS - Identity & Passport Service,04/09/2012,"Rent, Service charge",IPS - Identity & Passport Service,COLLIERS INTERNATIONAL,1001303208," 96,000.00 ",
Home Office,IPS - Identity & Passport Service,06/09/2012,"IT, TelecommsManaged Service.Support (General)",IPS - Identity & Passport Service,COMPUTACENTER (UK) LTD,1001304807," 60,237.60 ",
Home Office,IPS - Identity & Passport Service,19/09/2012,"IT, TelecommsManaged Service.Support (General)",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,6200030254," 87,310.55 ",
Home Office,IPS - Identity & Passport Service,17/09/2012,IT & Telecoms Components.Computer Equip (FA),IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001308580," 85,054.80 ",
Home Office,IPS - Identity & Passport Service,17/09/2012,IT & Telecoms Components.Computer Equip (FA),IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001308580," 2,616.00 ",
Home Office,IPS - Identity & Passport Service,17/09/2012,IT & Telecoms Components.Computer Equip (FA),IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001308580," 57,284.40 ",
Home Office,IPS - Identity & Passport Service,17/09/2012,IT & Telecoms Components.Computer Equip (FA),IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001308580, 576.00 ,
Home Office,IPS - Identity & Passport Service,25/09/2012,"IT, Tele ApplicConsult&Develop.Plan & Design Consult",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001312194," 125,079.60 ",
Home Office,IPS - Identity & Passport Service,06/09/2012,IT & Telecoms Components.Computer Equip (FA),IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001304810," 67,785.56 ",
Home Office,IPS - Identity & Passport Service,04/09/2012,"IT & Telecoms Components.Computer Equip  (FA). Servers, notebook computers, personal data assistant (PDAs), personal computers, workstations, visual display units (VDUs), keyboards, printers",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001303214," 40,079.20 ",
Home Office,IPS - Identity & Passport Service,12/09/2012,"IT, TelecommsManaged Service.Support (General)",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001306931," 297,652.82 ",
Home Office,IPS - Identity & Passport Service,13/09/2012,"IT, TelecommsManaged Service.Support (General)",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001307488," 455,756.06 ",
Home Office,IPS - Identity & Passport Service,12/09/2012,"IT, TelecommsManaged Service.Support (General)",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001306931," 68,882.44 ",
Home Office,IPS - Identity & Passport Service,12/09/2012,IT Run Cost,IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001306931," 11,480.63 ",
Home Office,IPS - Identity & Passport Service,12/09/2012,"IT, TelecommsManaged Service.Support (General)",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001306931," 156,819.60 ",
Home Office,IPS - Identity & Passport Service,12/09/2012,"IT, TelecommsManaged Service.Support (General)",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001306931," 40,272.00 ",
Home Office,IPS - Identity & Passport Service,12/09/2012,"IT, TelecommsManaged Service.Support (General)",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001306931," 77,378.47 ",
Home Office,IPS - Identity & Passport Service,12/09/2012,"IT, TelecommsManaged Service.Support (General)",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001306931," 12,896.82 ",
Home Office,IPS - Identity & Passport Service,13/09/2012,"IT, TelecommsManaged Service.Support (General)",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001307488," 73,874.22 ",
Home Office,IPS - Identity & Passport Service,21/09/2012,"IT, TelecommsManaged Service.Support (General)",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001311010," 30,630.40 ",
Home Office,IPS - Identity & Passport Service,21/09/2012,"IT, TelecommsManaged Service.Support (General)",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001311010," 30,121.40 ",
Home Office,IPS - Identity & Passport Service,21/09/2012,Passport Production.BPO Volumetric Charges,IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001311010," 26,097.06 ",
Home Office,IPS - Identity & Passport Service,21/09/2012,Passport Production.BPO Volumetric Charges,IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001311010," 25,377.06 ",
Home Office,IPS - Identity & Passport Service,21/09/2012,Passport Production.BPO Volumetric Charges,IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001311010," 25,662.06 ",
Home Office,IPS - Identity & Passport Service,21/09/2012,"IT, TelecommsManaged Service.Support (General)",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001311010," 12,933.37 ",
Home Office,IPS - Identity & Passport Service,21/09/2012,"IT, TelecommsManaged Service.Support (General)",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001311010," 169,867.20 ",
Home Office,IPS - Identity & Passport Service,21/09/2012,"IT, TelecommsManaged Service.Support (General)",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001311010," 39,299.20 ",
Home Office,IPS - Identity & Passport Service,21/09/2012,"IT, TelecommsManaged Service.Support (General)",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001311010," 39,523.20 ",
Home Office,IPS - Identity & Passport Service,21/09/2012,"IT, TelecommsManaged Service.Support (General)",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001311010," 15,113.60 ",
Home Office,IPS - Identity & Passport Service,21/09/2012,"IT, TelecommsManaged Service.Support (General)",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001311010," 14,862.60 ",
Home Office,IPS - Identity & Passport Service,26/09/2012,"IT, TelecommsManaged Service.Support (General)",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001312784," 480,051.60 ",
Home Office,IPS - Identity & Passport Service,26/09/2012,"IT, TelecommsManaged Service.AMS Development",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001312784," 521,554.00 ",
Home Office,IPS - Identity & Passport Service,26/09/2012,"IT, TelecommsManaged Service.AMS Development",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001312784," 599,721.00 ",
Home Office,IPS - Identity & Passport Service,26/09/2012,"IT, TelecommsManaged Service.AMS Development",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001312784," 606,894.00 ",
Home Office,IPS - Identity & Passport Service,26/09/2012,"IT, TelecommsManaged Service.AMS Development",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001312784," 597,094.00 ",
Home Office,IPS - Identity & Passport Service,26/09/2012,"IT, TelecommsManaged Service.AMS Development",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001312784," 508,097.00 ",
Home Office,IPS - Identity & Passport Service,28/09/2012,"IT, TelecommsSoftware (COTS).Desk Software-Supply &Maintenance",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001313971," 28,951.64 ",
Home Office,IPS - Identity & Passport Service,28/09/2012,"IT, TelecommsSoftware (COTS).Sys Software Supply & Maintenance",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001313971," 85,881.28 ",
Home Office,IPS - Identity & Passport Service,28/09/2012,"IT, TelecommsSoftware (COTS).Sys Software Supply & Maintenance",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001313971," 108,005.26 ",
Home Office,IPS - Identity & Passport Service,28/09/2012,"IT, TelecommsSoftware (COTS).Sys Software Supply & Maintenance",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001313971," 231,628.10 ",
Home Office,IPS - Identity & Passport Service,28/09/2012,"IT, TelecommsSoftware (COTS).Sys Software Supply & Maintenance",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001313971," 107,474.29 ",
Home Office,IPS - Identity & Passport Service,28/09/2012,"IT, Broadcasting & Telecomms",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001313971," 85,084.97 ",
Home Office,IPS - Identity & Passport Service,28/09/2012,"IT, Broadcasting & Telecomms",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001313971," 3,664.70 ",
Home Office,IPS - Identity & Passport Service,28/09/2012,"IT, Broadcasting & Telecomms",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001313971," 52,058.60 ",
Home Office,IPS - Identity & Passport Service,28/09/2012,"IT, Broadcasting & Telecomms",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001313971," 46,843.37 ",
Home Office,IPS - Identity & Passport Service,06/09/2012,IT & Telecoms Components.Computer Equip (FA),IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001304810,"-49,491.85 ",
