Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number, Amount ,
Home Office,UKBA - UK Border Agency,06/09/2012,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,IBM DIRECT UNITED KINGDOM LTD,1001304837," 1,075,381.34 ",
Home Office,UKBA - UK Border Agency,06/09/2012,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,IBM DIRECT UNITED KINGDOM LTD,1001304837," 166,681.52 ",
Home Office,UKBA - UK Border Agency,26/09/2012,"IT, Broadcasting & Telecomms",UKBA - UK Border Agency,IBM DIRECT UNITED KINGDOM LTD,1001312801," 72,937.70 ",
Home Office,UKBA - UK Border Agency,26/09/2012,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,IBM DIRECT UNITED KINGDOM LTD,1001312801," 1,593,167.04 ",
Home Office,UKBA - UK Border Agency,26/09/2012,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,IBM DIRECT UNITED KINGDOM LTD,1001312801," 595,135.86 ",
Home Office,UKBA - UK Border Agency,26/09/2012,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,IBM DIRECT UNITED KINGDOM LTD,1001312801," 345,859.68 ",
Home Office,UKBA - UK Border Agency,26/09/2012,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,IBM DIRECT UNITED KINGDOM LTD,1001312801," 439,123.48 ",
Home Office,UKBA - UK Border Agency,26/09/2012,IT & Telecoms Components.Standard Software (FA),UKBA - UK Border Agency,IBM DIRECT UNITED KINGDOM LTD,1001312801," 3,335,453.99 ",
Home Office,UKBA - UK Border Agency,26/09/2012,Published Products.Printed Publications,UKBA - UK Border Agency,INTERGOVERNMENT CONSULTATIONS,7000007135," 72,732.00 ",
Home Office,UKBA - UK Border Agency,10/09/2012,Voluntary Assisted Returns,UKBA - UK Border Agency,IOM INTERNATIONAL ORGANIZATION FOR MIGRATION,1001305689," 396,176.27 ",
Home Office,UKBA - UK Border Agency,04/09/2012,"IT, Broadcasting & Telecomms",UKBA - UK Border Agency,IRON MOUNTAIN (UK) LTD,1001303241," 61,680.00 ",
Home Office,UKBA - UK Border Agency,24/09/2012,"Transport, Storage & Mail Services",UKBA - UK Border Agency,IRON MOUNTAIN (UK) LTD,1001311553," 283,814.87 ",
Home Office,UKBA - UK Border Agency,24/09/2012,"Transport, Storage & Mail Services",UKBA - UK Border Agency,IRON MOUNTAIN (UK) LTD,1001311553," 194,493.92 ",
Home Office,UKBA - UK Border Agency,24/09/2012,Asylum Provision. Asylum Accomodation,UKBA - UK Border Agency,JOMAST PROPERTY AND FINANCE CO LTD,1001311556," 379,264.13 ",
Home Office,UKBA - UK Border Agency,24/09/2012,Asylum Provision. Asylum Accomodation,UKBA - UK Border Agency,JOMAST PROPERTY AND FINANCE CO LTD,1001311556," 52,584.61 ",
Home Office,UKBA - UK Border Agency,21/09/2012,"IT, TelecommsManaged Service.DMS Development",UKBA - UK Border Agency,KANA SOFTWARE IRELAND LTD,1001311053," 35,560.00 ",
Home Office,UKBA - UK Border Agency,19/09/2012,Grants,UKBA - UK Border Agency,KENT COUNTY COUNCIL 1 (G),1001309915," 607,280.00 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,KINGSTON UPON HULL CITY COUNCIL 2 (G),1001307300," 69,261.00 ",
Home Office,UKBA - UK Border Agency,26/09/2012,"Law Enforcement & safety Equip.Surveillance & detection (FA).CCTV, heat and motion detectors, alarms (FA)",UKBA - UK Border Agency,L3 COMMUNICATIONS (UK) LTD,1001312806, 720.00 ,
Home Office,UKBA - UK Border Agency,26/09/2012,"Law Enforcement & safety Equip.Surveillance & detection (FA).CCTV, heat and motion detectors, alarms (FA)",UKBA - UK Border Agency,L3 COMMUNICATIONS (UK) LTD,1001312806," 1,075.80 ",
Home Office,UKBA - UK Border Agency,26/09/2012,"Law Enforcement & safety Equip.Surveillance & detection (FA).CCTV, heat and motion detectors, alarms (FA)",UKBA - UK Border Agency,L3 COMMUNICATIONS (UK) LTD,1001312806, 840.00 ,
Home Office,UKBA - UK Border Agency,26/09/2012,"Law Enforcement & safety Equip.Surveillance & detection (FA).CCTV, heat and motion detectors, alarms (FA)",UKBA - UK Border Agency,L3 COMMUNICATIONS (UK) LTD,1001312806," 27,364.20 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,LB OF BRENT CHILDRENS DIRECTORATE (G),1001307302," 47,740.00 ",
Home Office,UKBA - UK Border Agency,06/09/2012,Grants,UKBA - UK Border Agency,LEARNING UNLIMITED LTD (G),1001304906," 100,000.00 ",
Home Office,UKBA - UK Border Agency,06/09/2012,Asylum Provision. Asylum Accomodation,UKBA - UK Border Agency,LEEDS CITY COUNCIL,1001304849," 446,384.77 ",
Home Office,UKBA - UK Border Agency,06/09/2012,Asylum Provision. Asylum Accomodation,UKBA - UK Border Agency,LEEDS CITY COUNCIL,1001304849," 145,521.99 ",
Home Office,UKBA - UK Border Agency,06/09/2012,Asylum Provision. Asylum Accomodation,UKBA - UK Border Agency,LEEDS CITY COUNCIL,1001304849," 115,898.08 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,LEEDS CITY COUNCIL 1 (G),1001307303," 155,280.00 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,LEEDS CITY COUNCIL 1 (G),1001307303," 46,144.00 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,LEEDS CITY COUNCIL 1 (G),1001307303," 68,850.00 ",
Home Office,UKBA - UK Border Agency,20/09/2012,Citizen Ceremonies Receipts,UKBA - UK Border Agency,LEEDS CITY REGISTER OFFICE,1001310663," 25,920.00 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,LEICESTERSHIRE COUNTY COUNCIL 1 (G),1001307305," 86,048.00 ",
Home Office,UKBA - UK Border Agency,19/09/2012,Grants,UKBA - UK Border Agency,LEICESTERSHIRE COUNTY COUNCIL 1 (G),1001309916," 39,095.00 ",
Home Office,UKBA - UK Border Agency,20/09/2012,Citizen Ceremonies Receipts,UKBA - UK Border Agency,LEWISHAM (LA),1001310666," 25,120.00 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,LINCOLNSHIRE COUNTY COUNCIL 1 (G),1001307306," 131,520.00 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,LINCOLNSHIRE COUNTY COUNCIL 1 (G),1001307306," 42,594.00 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF BARNET 1 (G),1001307307," 54,382.00 ",
Home Office,UKBA - UK Border Agency,20/09/2012,Citizen Ceremonies Receipts,UKBA - UK Border Agency,LONDON BOROUGH OF BRENT,1001310670," 33,360.00 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF ENFIELD 1 (G),1001307309," 50,137.00 ",
Home Office,UKBA - UK Border Agency,19/09/2012,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF GREENWICH 1 (G),1001309917," 61,557.00 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF HARINGEY 1 (G),1001307310," 89,037.00 ",
Home Office,UKBA - UK Border Agency,19/09/2012,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF HARINGEY 1 (G),1001309918," 36,750.00 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF HARROW 1 (G),1001307311," 88,657.00 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF HILLINGDON 1 (G),1001307312," 394,168.00 ",
Home Office,UKBA - UK Border Agency,19/09/2012,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF HILLINGDON 1 (G),1001309919," 244,350.00 ",
Home Office,UKBA - UK Border Agency,20/09/2012,Citizen Ceremonies Receipts,UKBA - UK Border Agency,LONDON BOROUGH OF HOUNSLOW,1001310674," 33,680.00 ",
Home Office,UKBA - UK Border Agency,19/09/2012,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF ISLINGTON (G),1001309920," 138,423.00 ",
Home Office,UKBA - UK Border Agency,19/09/2012,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF ISLINGTON (G),1001309920," 113,250.00 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF KENSINGTON & CHELSEA (G),1001307313," 104,654.00 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF LAMBETH 1 (G),1001307314," 140,736.00 ",
Home Office,UKBA - UK Border Agency,19/09/2012,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF LAMBETH 1 (G),1001309922," 49,650.00 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF MERTON 2 (G),1001307315," 42,032.00 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF NEWHAM (G),1001307316," 47,702.00 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF REDBRIDGE 1 (G),1001307317," 66,623.00 ",
Home Office,UKBA - UK Border Agency,20/09/2012,Citizen Ceremonies Receipts,UKBA - UK Border Agency,LONDON BOROUGH OF SOUTHWARK,1001310676," 43,840.00 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF SOUTHWARK 1 (G),1001307318," 40,727.00 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,LONDON BOROUGH TOWER HAMLETS (G),1001307320," 37,647.00 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,LUTON BOROUGH COUNCIL (G),1001307321," 51,529.00 ",
Home Office,UKBA - UK Border Agency,27/09/2012,Asylum Provision. Asylum Accomodation,UKBA - UK Border Agency,MANCHESTER CITY COUNCIL,1001313412," 482,281.86 ",
Home Office,UKBA - UK Border Agency,27/09/2012,Asylum Provision. Asylum Accomodation,UKBA - UK Border Agency,MANCHESTER CITY COUNCIL,1001313412," 14,749.44 ",
Home Office,UKBA - UK Border Agency,04/09/2012,Public Order .Jail or prison services.Detention costs,UKBA - UK Border Agency,MAYORS OFFICE FOR POLICING AND CRIME (MOPC),1001303256," 43,150.00 ",
Home Office,UKBA - UK Border Agency,06/09/2012,Contingent Labour.Specialist IT,UKBA - UK Border Agency,METHODS CONSULTING LTD,1001304858," 21,120.00 ",
Home Office,UKBA - UK Border Agency,06/09/2012,Contingent Labour.Specialist IT,UKBA - UK Border Agency,METHODS CONSULTING LTD,1001304858," 3,960.00 ",
Home Office,UKBA - UK Border Agency,04/09/2012,Asylum Provision. Asylum Accomodation,UKBA - UK Border Agency,METROPOLITAN SUPPORT TRUST LTD,1001303265," 170,385.05 ",
Home Office,UKBA - UK Border Agency,04/09/2012,Asylum Provision. Asylum Accomodation,UKBA - UK Border Agency,METROPOLITAN SUPPORT TRUST LTD,1001303265," 50,557.57 ",
Home Office,UKBA - UK Border Agency,25/09/2012,Asylum Provision. Asylum Accomodation,UKBA - UK Border Agency,METROPOLITAN SUPPORT TRUST LTD,1001312235," 156,639.88 ",
Home Office,UKBA - UK Border Agency,25/09/2012,Asylum Provision. Asylum Accomodation,UKBA - UK Border Agency,METROPOLITAN SUPPORT TRUST LTD,1001312235," 49,194.67 ",
Home Office,UKBA - UK Border Agency,14/09/2012,Financial & Insurance Services.Audit Services.Audit,UKBA - UK Border Agency,NAO - NATIONAL AUDIT OFFICE,3000045359," 55,832.40 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,NEWCASTLE CITY COUNCIL (G),1001307322," 68,694.00 ",
Home Office,UKBA - UK Border Agency,20/09/2012,Citizen Ceremonies Receipts,UKBA - UK Border Agency,NEWHAM REGISTER OFFICE,1001310706," 33,840.00 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,NORFOLK COUNTY COUNCIL 1 (G),1001307323," 74,240.00 ",
Home Office,UKBA - UK Border Agency,03/09/2012,Grants,UKBA - UK Border Agency,NORTH WEST GATEWAY RESETTLEMENT PARTNERSHIP (G),1001303151," 865,219.91 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,NORTHAMPTONSHIRE COUNTY COUNCIL (G),1001307325," 336,426.00 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,NORTHAMPTONSHIRE COUNTY COUNCIL (G),1001307325," 334,348.00 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,NOTTINGHAM CITY COUNCIL (G),1001307327," 106,129.00 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,NOTTINGHAM CITY COUNCIL (G),1001307327," 38,442.00 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,NOTTINGHAMSHIRE COUNTY COUNCIL 2 (G),1001307328," 119,249.00 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,NOTTINGHAMSHIRE COUNTY COUNCIL 2 (G),1001307328," 46,212.00 ",
Home Office,UKBA - UK Border Agency,11/09/2012,"Law Enforcement & safety Equip.Haulage, Storage & Disposal",UKBA - UK Border Agency,NOVUS ENVIRONMENTAL,1001306318," 28,653.55 ",
Home Office,UKBA - UK Border Agency,13/09/2012,"Messenger, Portering and Reception Services",UKBA - UK Border Agency,NPIA (National Policing Improvement Agency),1001307522," 540,000.00 ",
Home Office,UKBA - UK Border Agency,13/09/2012,"Messenger, Portering and Reception Services",UKBA - UK Border Agency,NPIA (National Policing Improvement Agency),1001307522," 6,000.00 ",
Home Office,UKBA - UK Border Agency,06/09/2012,Laboratory & Scientific Equip.Scientific Equip Running Costs,UKBA - UK Border Agency,NUCTECH COMPANY LTD,7000007074," 106,266.00 ",
Home Office,UKBA - UK Border Agency,18/09/2012,Security Guard Services Other costs,UKBA - UK Border Agency,OCS GROUP UK LTD,1001309202," 182,753.62 ",
Home Office,UKBA - UK Border Agency,19/09/2012,Grants,UKBA - UK Border Agency,OISC (G),1001309928," 331,045.00 ",
Home Office,UKBA - UK Border Agency,17/09/2012,Fees - Legal Represent,UKBA - UK Border Agency,OSAG - OFFICE OF THE ADVOCATE GENERAL,3000045365," 30,920.00 ",
Home Office,UKBA - UK Border Agency,17/09/2012,Fees - Legal Represent,UKBA - UK Border Agency,OSAG - OFFICE OF THE ADVOCATE GENERAL,3000045365," 38,773.84 ",
Home Office,UKBA - UK Border Agency,13/09/2012,Fees - Legal Represent,UKBA - UK Border Agency,OSAG - OFFICE OF THE ADVOCATE GENERAL,3000045353," 57,932.59 ",
Home Office,UKBA - UK Border Agency,11/09/2012,Fees - Legal Advice,UKBA - UK Border Agency,OSAG - OFFICE OF THE ADVOCATE GENERAL,3000045341," 57,995.42 ",
Home Office,UKBA - UK Border Agency,26/09/2012,Management & Admin Serv.Overseas Posting Costs-PROG,UKBA - UK Border Agency,PARIS APARTMENT SERVICES,7000007138," 104,480.81 ",
Home Office,UKBA - UK Border Agency,17/09/2012,"Vehicles, Ships, Airplanes.Vessel Maintenance",UKBA - UK Border Agency,PELICAN ENGINEERING SALES CO LTD,1001308635," 34,003.40 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,PETERBOROUGH CITY COUNCIL (G),1001307330," 37,576.00 ",
Home Office,UKBA - UK Border Agency,24/09/2012,Asylum Provision. Asylum Accomodation,UKBA - UK Border Agency,PRIORITY PROPERTIES NORTH WEST,1001311575," 66,613.82 ",
Home Office,UKBA - UK Border Agency,24/09/2012,Asylum Provision. Asylum Accomodation,UKBA - UK Border Agency,PRIORITY PROPERTIES NORTH WEST,1001311575," 23,202.81 ",
Home Office,UKBA - UK Border Agency,25/09/2012,Asylum Provision. Asylum Accomodation,UKBA - UK Border Agency,PRIORITY PROPERTIES NORTH WEST,1001312251," 127,823.36 ",
Home Office,UKBA - UK Border Agency,25/09/2012,Asylum Provision. Asylum Accomodation,UKBA - UK Border Agency,PRIORITY PROPERTIES NORTH WEST,1001312251," 34,567.88 ",
Home Office,UKBA - UK Border Agency,25/09/2012,Asylum Provision. Asylum Accomodation,UKBA - UK Border Agency,PRIORITY PROPERTIES NORTH WEST,1001312251," 66,586.75 ",
Home Office,UKBA - UK Border Agency,25/09/2012,Asylum Provision. Asylum Accomodation,UKBA - UK Border Agency,PRIORITY PROPERTIES NORTH WEST,1001312251," 15,411.14 ",
Home Office,UKBA - UK Border Agency,25/09/2012,"Generators & Equip (FA).Plant & machinery (FA).Power generation plant, generators, electric motors, industrial batteries, electrical cable, controlling and monitoring equipment.",UKBA - UK Border Agency,QINETIQ LTD,1001312254," 125,215.20 ",
Home Office,UKBA - UK Border Agency,11/09/2012,Asylum Provision.Asylum Services,UKBA - UK Border Agency,REFUGEE COUNCIL,1001306327," 29,277.64 ",
Home Office,UKBA - UK Border Agency,19/09/2012,Cont Out Serv - Other,UKBA - UK Border Agency,"REPATRIATION & DEPARTURE SERVICE, MINISTRY OF JUSTICE",7000007108," 83,098.84 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,SANDWELL METROPOLITAN BOROUGH COUNCIL (G),1001307335," 29,444.00 ",
Home Office,UKBA - UK Border Agency,07/09/2012,"Furniture (Fixed Asset).Furniture (Fixed Asset).Desks, chairs, tables, cabinets, cupboards, screens.",UKBA - UK Border Agency,SENATOR INTERNATIONAL LTD,1001305290," 28,604.23 ",
Home Office,UKBA - UK Border Agency,14/09/2012,Asylum Provision. Asylum Accomodation,UKBA - UK Border Agency,SERCO  LTD,1001308002," 136,737.56 ",
Home Office,UKBA - UK Border Agency,14/09/2012,Asylum Provision. Asylum Accomodation,UKBA - UK Border Agency,SERCO  LTD,1001308002," 16,136.83 ",
Home Office,UKBA - UK Border Agency,28/09/2012,Asylum Provision. Asylum Accomodation,UKBA - UK Border Agency,SERCO  LTD,1001314051," 457,065.28 ",
Home Office,UKBA - UK Border Agency,28/09/2012,Asylum Provision. Asylum Accomodation,UKBA - UK Border Agency,SERCO  LTD,1001314051," 58,900.97 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,SHEFFIELD CITY COUNCIL 1 (G),1001307336," 58,629.00 ",
Home Office,UKBA - UK Border Agency,04/09/2012,Education & Training Services.Training & Development,UKBA - UK Border Agency,SKILLS FOR JUSTICE,1001303291," 29,354.50 ",
Home Office,UKBA - UK Border Agency,17/09/2012,Laboratory & Scientific Equip.Scientific Equip Running Costs,UKBA - UK Border Agency,SMITHS DETECTION INTERNATIONAL UK,1001308652," 30,335.72 ",
Home Office,UKBA - UK Border Agency,05/09/2012,Asylum Provision.Asylum Services,UKBA - UK Border Agency,SODEXO PASS LTD,1001304374," 865,582.77 ",
Home Office,UKBA - UK Border Agency,05/09/2012,Asylum Provision.Asylum Services,UKBA - UK Border Agency,SODEXO PASS LTD,1001304374," 124,868.47 ",
Home Office,UKBA - UK Border Agency,10/09/2012,Asylum Provision.Asylum Services,UKBA - UK Border Agency,SODEXO PASS LTD,1001305719," 246,853.45 ",
Home Office,UKBA - UK Border Agency,10/09/2012,Asylum Provision.Asylum Services,UKBA - UK Border Agency,SODEXO PASS LTD,1001305719," 30,625.93 ",
Home Office,UKBA - UK Border Agency,10/09/2012,Asylum Provision.Asylum Services,UKBA - UK Border Agency,SODEXO PASS LTD,1001305719," 845,529.30 ",
Home Office,UKBA - UK Border Agency,10/09/2012,Asylum Provision.Asylum Services,UKBA - UK Border Agency,SODEXO PASS LTD,1001305719," 121,792.78 ",
Home Office,UKBA - UK Border Agency,18/09/2012,Asylum Provision.Asylum Services,UKBA - UK Border Agency,SODEXO PASS LTD,1001309224," 872,209.39 ",
Home Office,UKBA - UK Border Agency,18/09/2012,Asylum Provision.Asylum Services,UKBA - UK Border Agency,SODEXO PASS LTD,1001309224," 123,509.95 ",
Home Office,UKBA - UK Border Agency,26/09/2012,Asylum Provision.Asylum Services,UKBA - UK Border Agency,SODEXO PASS LTD,1001312847," 866,868.86 ",
Home Office,UKBA - UK Border Agency,26/09/2012,Asylum Provision.Asylum Services,UKBA - UK Border Agency,SODEXO PASS LTD,1001312847," 120,659.27 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,SOLIHULL MBC (G),1001307338," 509,402.00 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,SOLIHULL MBC (G),1001307338," 175,474.00 ",
Home Office,UKBA - UK Border Agency,19/09/2012,Grants,UKBA - UK Border Agency,SOUTHAMPTON CITY COUNCIL 1 (G),1001309933," 34,361.00 ",
Home Office,UKBA - UK Border Agency,19/09/2012,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,SPECIALIST COMPUTER CENTRES PLC,1001309890," 75,802.42 ",
Home Office,UKBA - UK Border Agency,07/09/2012,"IT & Telecoms Components.Computer Equip  (FA). Servers, notebook computers, personal data assistant (PDAs), personal computers, workstations, visual display units (VDUs), keyboards, printers",UKBA - UK Border Agency,SPECIALIST COMPUTER CENTRES PLC,1001305296," 42,945.00 ",
Home Office,UKBA - UK Border Agency,10/09/2012,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,SPECIALIST COMPUTER CENTRES PLC,1001305720," 205,340.90 ",
Home Office,UKBA - UK Border Agency,17/09/2012,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,SPECIALIST COMPUTER CENTRES PLC,1001308655," 25,591.54 ",
Home Office,UKBA - UK Border Agency,21/09/2012,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,SPECIALIST COMPUTER CENTRES PLC,1001311095," 42,781.02 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,STAFFORDSHIRE COUNTY COUNCIL 1 (G),1001307339," 267,358.00 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,STAFFORDSHIRE COUNTY COUNCIL 1 (G),1001307339," 84,306.00 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,SUFFOLK COUNTY COUNCIL (G),1001307341," 144,045.00 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,SUFFOLK COUNTY COUNCIL (G),1001307341," 45,042.00 ",
Home Office,UKBA - UK Border Agency,19/09/2012,Grants,UKBA - UK Border Agency,SUFFOLK COUNTY COUNCIL (G),1001309934," 49,097.00 ",
Home Office,UKBA - UK Border Agency,13/09/2012,"Law Enforcement & safety Equip.Haulage, Storage & Disposal",UKBA - UK Border Agency,THAMESDOWN RECYCLING,1001307542," 66,849.50 ",
Home Office,UKBA - UK Border Agency,10/09/2012,Travel & Food & Lodging.Juxtaposed Overseas Travel,UKBA - UK Border Agency,THE CHANNEL TUNNEL GROUP LTD,1001305723," 51,678.00 ",
Home Office,UKBA - UK Border Agency,07/09/2012,Travel & Food & Lodging.UK- Hotel Accommodation,UKBA - UK Border Agency,THISTLE HOTEL LONDON HEATHROW,1001305304," 156,728.00 ",
Home Office,UKBA - UK Border Agency,07/09/2012,Travel & Food & Lodging.UK- Hotel Accommodation,UKBA - UK Border Agency,THISTLE HOTEL LONDON HEATHROW,1001305304," 8,905.00 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,THURROCK COUNCIL 1 (G),1001307344," 180,630.00 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,THURROCK COUNCIL 1 (G),1001307344," 60,755.00 ",
Home Office,UKBA - UK Border Agency,04/09/2012,"Law Enforcement & safety Equip.Haulage, Storage & Disposal",UKBA - UK Border Agency,TNT UK LTD,1001303305," 273,507.20 ",
Home Office,UKBA - UK Border Agency,27/09/2012,"Law Enforcement & safety Equip.Haulage, Storage & Disposal",UKBA - UK Border Agency,TNT UK LTD,1001313457," 257,408.94 ",
Home Office,UKBA - UK Border Agency,19/09/2012,Grants,UKBA - UK Border Agency,TRAFFORD METROPOLITAN BOROUGH COUNCIL (G),1001309935," 45,653.00 ",
Home Office,UKBA - UK Border Agency,19/09/2012,Legal Fees and Disbursements,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,3000045377," 422,280.17 ",
Home Office,UKBA - UK Border Agency,19/09/2012,Legal Fees and Disbursements,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,3000045377," 18,414.22 ",
Home Office,UKBA - UK Border Agency,19/09/2012,Legal Fees and Disbursements,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,3000045377," 5,873.30 ",
Home Office,UKBA - UK Border Agency,19/09/2012,Legal Fees and Disbursements,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,3000045377," 137,458.43 ",
Home Office,UKBA - UK Border Agency,19/09/2012,Legal Fees and Disbursements,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,3000045377," 49,936.13 ",
Home Office,UKBA - UK Border Agency,19/09/2012,Legal Fees and Disbursements,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,3000045377," 77,100.46 ",
Home Office,UKBA - UK Border Agency,03/09/2012,Compensation & Legal Costs,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,3000045304," 318,621.22 ",
Home Office,UKBA - UK Border Agency,03/09/2012,Compensation & Legal Costs,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,3000045304," 350,132.31 ",
Home Office,UKBA - UK Border Agency,06/09/2012,Compensation & Legal Costs,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,3000045320," 231,289.81 ",
Home Office,UKBA - UK Border Agency,18/09/2012,Compensation & Legal Costs,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,3000045368," 77,475.00 ",
Home Office,UKBA - UK Border Agency,17/09/2012,Compensation & Legal Costs,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,3000045366," 128,490.86 ",
Home Office,UKBA - UK Border Agency,21/09/2012,Compensation & Legal Costs,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,3000045392," 269,719.63 ",
Home Office,UKBA - UK Border Agency,24/09/2012,Asylum Provision. Asylum Accomodation,UKBA - UK Border Agency,UNITED PROPERTY MANAGEMENT,1001311610," 125,335.89 ",
Home Office,UKBA - UK Border Agency,24/09/2012,Asylum Provision. Asylum Accomodation,UKBA - UK Border Agency,UNITED PROPERTY MANAGEMENT,1001311610," 122,167.99 ",
Home Office,UKBA - UK Border Agency,24/09/2012,Asylum Provision. Asylum Accomodation,UKBA - UK Border Agency,UNITED PROPERTY MANAGEMENT,1001311610," 19,431.32 ",
Home Office,UKBA - UK Border Agency,24/09/2012,Asylum Provision. Asylum Accomodation,UKBA - UK Border Agency,UNITED PROPERTY MANAGEMENT,1001311610," 70,135.58 ",
Home Office,UKBA - UK Border Agency,24/09/2012,Asylum Provision. Asylum Accomodation,UKBA - UK Border Agency,UNITED PROPERTY MANAGEMENT,1001311610," 10,790.06 ",
Home Office,UKBA - UK Border Agency,24/09/2012,Asylum Provision. Asylum Accomodation,UKBA - UK Border Agency,UNITED PROPERTY MANAGEMENT,1001311610," 15,695.02 ",
