Department,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Home Office,Home Office,21/06/2011,Grants,OSCT - Office of Security and Counter-Terrorism,METROPOLITAN POLICE AUTHORITY  (G),1993605,4767030.00
Home Office,Home Office,21/06/2011,Grants,OSCT - Office of Security and Counter-Terrorism,METROPOLITAN POLICE AUTHORITY  (G),1993608,2828268.00
Home Office,Home Office,21/06/2011,Grants,OSCT - Office of Security and Counter-Terrorism,METROPOLITAN POLICE AUTHORITY  (G),1995437,990967.00
Home Office,Home Office,09/06/2011,Grants,OSCT - Office of Security and Counter-Terrorism,LONDON ORGANISING COMMITTEE OF THE OLYMPIC GAMES AND PARALYMPIC GAMES (G),1992733,679374.00
Home Office,Home Office,09/06/2011,Grants,OSCT - Office of Security and Counter-Terrorism,NPIA (G),1992735,661888.00
Home Office,Home Office,21/06/2011,Grants,OSCT - Office of Security and Counter-Terrorism,METROPOLITAN POLICE AUTHORITY  (G),1995435,226692.00
Home Office,Home Office,24/06/2011,Grants,OSCT - Office of Security and Counter-Terrorism,DORSET POLICE AUTHORITY 1 (G),2000371,69702.00
Home Office,Home Office,16/06/2011,Grants,OSCT - Office of Security and Counter-Terrorism,CITY OF LONDON POLICE AUTHORITY (G),1997580,43394.00
Home Office,Home Office,21/06/2011,Grants,OSCT - Office of Security and Counter-Terrorism,METROPOLITAN POLICE AUTHORITY  (G),1993603,40256.00
Home Office,Home Office,24/06/2011,Grants,OSCT - Office of Security and Counter-Terrorism,THAMES VALLEY POLICE (G),2000361,35098.00
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,NPIA (G),1996467,35000000.00
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,INDEPENDENT POLICE COMPLAINTS COMISSION (G),1996468,2000000.00
Home Office,Home Office,21/06/2011,Grants,CPG - Crime & Policing Group,MERSEYSIDE POLICE AUTHORITY 1 (G),1999508,179768.00
Home Office,Home Office,06/06/2011,Grants,CPG - Crime & Policing Group,GREATER LONDON AUTHORITY (G),1961303,93977997.00
Home Office,Home Office,06/06/2011,Grants,CPG - Crime & Policing Group,WEST MIDLANDS POLICE AUTHORITY 1 (G),1961320,22740680.00
Home Office,Home Office,06/06/2011,Grants,CPG - Crime & Policing Group,GREATER MANCHESTER POLICE AUTHORITY (G),1961291,20705963.00
Home Office,Home Office,06/06/2011,Grants,CPG - Crime & Policing Group,WEST YORKSHIRE POLICE (G),1961321,16054480.00
Home Office,Home Office,06/06/2011,Grants,CPG - Crime & Policing Group,THAMES VALLEY POLICE (G),1961317,13179571.00
Home Office,Home Office,06/06/2011,Grants,CPG - Crime & Policing Group,HAMPSHIRE POLICE AUTHORITY 1 (G),1961294,11497255.00
Home Office,Home Office,06/06/2011,Grants,CPG - Crime & Policing Group,MERSEYSIDE POLICE AUTHORITY 1 (G),1961302,11480388.00
Home Office,Home Office,06/06/2011,Grants,CPG - Crime & Policing Group,NORTHUMBRIA POLICE (G),1961308,10357098.00
Home Office,Home Office,06/06/2011,Grants,CPG - Crime & Policing Group,AVON & SOMERSET POLICE AUTHORITY 1 (G),1961265,10077352.00
Home Office,Home Office,06/06/2011,Grants,CPG - Crime & Policing Group,DEVON & CORNWALL POLICE AUTHORITY 1 (G),1961280,9911628.00
Home Office,Home Office,06/06/2011,Grants,CPG - Crime & Policing Group,KENT POLICE AUTHORITY 1 (G),1961298,9823144.00
Home Office,Home Office,06/06/2011,Grants,CPG - Crime & Policing Group,ESSEX POLICE AUTHORITY (G),1961288,9800828.00
Home Office,Home Office,06/06/2011,Grants,CPG - Crime & Policing Group,LANCASHIRE POLICE AUTHORITY 1 (G),1961299,9528222.00
Home Office,Home Office,06/06/2011,Grants,CPG - Crime & Policing Group,SOUTH YORKSHIRE POLICE AUTHORITY 1 (G),1961311,9230816.00
Home Office,Home Office,06/06/2011,Grants,CPG - Crime & Policing Group,SUSSEX POLICE AUTHORITY 1 (G),1961316,9081460.00
Home Office,Home Office,06/06/2011,Grants,CPG - Crime & Policing Group,SOUTH WALES POLICE AUTHORITY 1 (G),1961310,8387288.00
Home Office,Home Office,06/06/2011,Grants,CPG - Crime & Policing Group,NOTTINGHAMSHIRE POLICE AUTHORITY 2 (G),1961309,7237470.00
Home Office,Home Office,06/06/2011,Grants,CPG - Crime & Policing Group,HERTFORDSHIRE POLICE AUTHORITY 1 (G),1961295,6623331.00
Home Office,Home Office,06/06/2011,Grants,CPG - Crime & Policing Group,HUMBERSIDE POLICE AUTHORITY 1 (G),1961297,6232921.00
Home Office,Home Office,06/06/2011,Grants,CPG - Crime & Policing Group,STAFFORDSHIRE POLICE AUTHORITY (G),1961313,6180975.00
Home Office,Home Office,06/06/2011,Grants,CPG - Crime & Policing Group,NEW WEST MERCIA POLICE AUTHORITY (G),1961319,6178620.00
Home Office,Home Office,06/06/2011,Grants,CPG - Crime & Policing Group,LEICESTERSHIRE POLICE AUTHORITY (G),1961300,6036080.00
Home Office,Home Office,06/06/2011,Grants,CPG - Crime & Policing Group,DERBYSHIRE POLICE AUTHORITY 1 (G),1961275,5846241.00
Home Office,Home Office,06/06/2011,Grants,CPG - Crime & Policing Group,SURREY POLICE AUTHORITY 1 (G),1961315,5835740.00
Home Office,Home Office,06/06/2011,Grants,CPG - Crime & Policing Group,CHESHIRE POLICE AUTHORITY 2 (G),1961269,5792834.00
Home Office,Home Office,06/06/2011,Grants,CPG - Crime & Policing Group,NORFOLK POLICE AUTHORITY 1 (G),1961304,4805069.00
Home Office,Home Office,06/06/2011,Grants,CPG - Crime & Policing Group,NORTH WALES POLICE AUTHORITY (G),1961305,4677883.00
Home Office,Home Office,06/06/2011,Grants,CPG - Crime & Policing Group,CAMBRIDGESHIRE POLICE AUTHORITY 1 (G),1961268,4478210.00
Home Office,Home Office,06/06/2011,Grants,CPG - Crime & Policing Group,CLEVELAND POLICE AUTHORITY 1 (G),1961273,4279609.00
Home Office,Home Office,06/06/2011,Grants,CPG - Crime & Policing Group,NORTHAMPTONSHIRE POLICE 1 (G),1961307,4046674.00
Home Office,Home Office,06/06/2011,Grants,CPG - Crime & Policing Group,GWENT POLICE AUTHORITY 1 (G),1961293,4012840.00
Home Office,Home Office,06/06/2011,Grants,CPG - Crime & Policing Group,DURHAM POLICE AUTHORITY 1 (G),1961285,3982069.00
Home Office,Home Office,06/06/2011,Grants,CPG - Crime & Policing Group,NORTH YORKSHIRE POLICE AUTHORITY (G),1961306,3937104.00
Home Office,Home Office,06/06/2011,Grants,CPG - Crime & Policing Group,SUFFOLK POLICE AUTHORITY (G),1961314,3825493.00
Home Office,Home Office,06/06/2011,Grants,CPG - Crime & Policing Group,DORSET POLICE AUTHORITY 1 (G),1961283,3822155.00
Home Office,Home Office,06/06/2011,Grants,CPG - Crime & Policing Group,BEDFORDSHIRE POLICE AUTHORITY 1 (G),1961267,3659509.00
Home Office,Home Office,06/06/2011,Grants,CPG - Crime & Policing Group,LINCOLNSHIRE POLICE AUTHORITY 1 (G),1961301,3571904.00
Home Office,Home Office,06/06/2011,Grants,CPG - Crime & Policing Group,WILTSHIRE CONSTABULARY (G),1961323,3468252.00
Home Office,Home Office,06/06/2011,Grants,CPG - Crime & Policing Group,DYFED POWYS POLICE AUTHORITY 1 (G),1961286,3400650.00
Home Office,Home Office,06/06/2011,Grants,CPG - Crime & Policing Group,GLOUCESTERSHIRE POLICE AUTHORITY (G),1961289,3254375.00
Home Office,Home Office,06/06/2011,Grants,CPG - Crime & Policing Group,WARWICKSHIRE POLICE AUTHORITY 1 (G),1961318,2932142.00
Home Office,Home Office,06/06/2011,Grants,CPG - Crime & Policing Group,CUMBRIA POLICE AUTHORITY 1 (G),1961274,2754604.00
Home Office,Home Office,06/06/2011,Grants,CPG - Crime & Policing Group,CHAMBERLAIN OF LONDON (G),1961271,2637391.00
Home Office,Home Office,02/06/2011,Grants,CPG - Crime & Policing Group,GWENT POLICE AUTHORITY 1 (G),1985919,2197773.00
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,NORFOLK POLICE AUTHORITY 1 (G),2005207,817580.00
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,NORTHUMBRIA POLICE (G),2005208,376872.71
Home Office,Home Office,21/06/2011,Grants,CPG - Crime & Policing Group,CITY OF YORK COUNCIL 1 (G),1999422,40000.00
Home Office,Home Office,21/06/2011,Grants,CPG - Crime & Policing Group,LANCASHIRE COUNTY COUNCIL 1 (G),1999421,40000.00
Home Office,Home Office,28/06/2011,Grants,CPG - Crime & Policing Group,METROPOLITAN POLICE AUTHORITY  (G),2001267,1303764.25
Home Office,Home Office,23/06/2011,Grants,CPG - Crime & Policing Group,LIVERPOOL CITY COUNCIL 1 (G),2001256,170801.00
Home Office,Home Office,23/06/2011,Grants,CPG - Crime & Policing Group,LEICESTERSHIRE POLICE AUTHORITY (G),2001269,125871.25
Home Office,Home Office,28/06/2011,Grants,CPG - Crime & Policing Group,LONDON BOROUGH OF NEWHAM (G),2003935,114244.25
Home Office,Home Office,23/06/2011,Grants,CPG - Crime & Policing Group,BARNSLEY MBC 1 (G),2001250,62380.75
Home Office,Home Office,23/06/2011,Grants,CPG - Crime & Policing Group,STAFFORDSHIRE COUNTY COUNCIL 1 (G),2001243,56963.75
Home Office,Home Office,23/06/2011,Grants,CPG - Crime & Policing Group,STOCKPORT METRO BOROUGH COUNCIL (G),2001252,54334.00
Home Office,Home Office,28/06/2011,Grants,CPG - Crime & Policing Group,HAMPSHIRE COUNTY COUNCIL 1 (G),2003945,53233.25
Home Office,Home Office,28/06/2011,Grants,CPG - Crime & Policing Group,CALDERDALE MBC (G),2003936,42934.50
Home Office,Home Office,22/06/2011,Grants,CPG - Crime & Policing Group,SUFFOLK COUNTY COUNCIL (G),2000425,39872.25
Home Office,Home Office,23/06/2011,Grants,CPG - Crime & Policing Group,WARWICKSHIRE COUNTY COUNCIL 1 (G),2001240,33984.00
Home Office,Home Office,28/06/2011,Grants,CPG - Crime & Policing Group,LONDON BOROUGH OF BARNET 1 (G),2003941,26533.25
Home Office,Home Office,14/06/2011,Grants,CPG - Crime & Policing Group,CATCH 22 (G),1995431,1257757.50
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,METROPOLITAN POLICE AUTHORITY  (G),2004946,145921921.72
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,WEST YORKSHIRE POLICE (G),2004966,62135558.51
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,WEST MIDLANDS POLICE AUTHORITY 1 (G),2004965,50680726.72
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,GREATER MANCHESTER POLICE AUTHORITY (G),2004933,41959066.26
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,MERSEYSIDE POLICE AUTHORITY 1 (G),2004945,41853885.54
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,NOTTINGHAMSHIRE POLICE AUTHORITY 2 (G),2004952,31798689.74
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,AVON & SOMERSET POLICE AUTHORITY 1 (G),2004915,30096790.35
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,SOUTH YORKSHIRE POLICE AUTHORITY 1 (G),2004954,29041694.89
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,DEVON & CORNWALL POLICE AUTHORITY 1 (G),2004925,27715014.37
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,LANCASHIRE POLICE AUTHORITY 1 (G),2004940,26744223.81
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,HAMPSHIRE POLICE AUTHORITY 1 (G),2004935,23311483.52
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,NEW WEST MERCIA POLICE AUTHORITY (G),2004963,20814615.77
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,HUMBERSIDE POLICE AUTHORITY 1 (G),2004938,19388325.53
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,SOUTH WALES POLICE AUTHORITY 1 (G),2004953,19155461.28
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,STAFFORDSHIRE POLICE AUTHORITY (G),2004955,18561082.53
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,SUSSEX POLICE AUTHORITY 1 (G),2004960,17287413.21
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,CHESHIRE POLICE AUTHORITY 2 (G),2004919,16385021.64
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,KENT POLICE AUTHORITY 1 (G),2004939,16091697.17
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,CLEVELAND POLICE AUTHORITY 1 (G),2004922,14132065.48
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,DURHAM POLICE AUTHORITY 1 (G),2004928,13814355.33
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,LINCOLNSHIRE POLICE AUTHORITY 1 (G),2004943,13433142.92
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,NORTHUMBRIA POLICE (G),2004951,13039197.76
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,THAMES VALLEY POLICE (G),2004961,12779664.06
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,SOCA (G),2004968,12737733.83
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,NORFOLK POLICE AUTHORITY 1 (G),2004947,11331926.11
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,DERBYSHIRE POLICE AUTHORITY 1 (G),2004924,10797235.80
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,DORSET POLICE AUTHORITY 1 (G),2004927,10648846.27
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,CUMBRIA POLICE AUTHORITY 1 (G),2004923,9957537.90
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,WILTSHIRE CONSTABULARY (G),2004967,9939158.86
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,CAMBRIDGESHIRE POLICE AUTHORITY 1 (G),2004918,9828009.54
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,NORTHAMPTONSHIRE POLICE 1 (G),2004950,9804939.16
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,NORTH YORKSHIRE POLICE AUTHORITY (G),2004949,9729699.59
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,CHAMBERLAIN OF LONDON (G),2004920,9702885.86
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,NORTH WALES POLICE AUTHORITY (G),2004948,9642817.86
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,GLOUCESTERSHIRE POLICE AUTHORITY (G),2004932,9465088.38
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,SURREY POLICE AUTHORITY 1 (G),2004959,9195713.09
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,SUFFOLK POLICE AUTHORITY (G),2004958,9160225.64
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,WARWICKSHIRE POLICE AUTHORITY 1 (G),2004962,8569615.99
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,LEICESTERSHIRE POLICE AUTHORITY (G),2004941,8083214.89
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,HERTFORDSHIRE POLICE AUTHORITY 1 (G),2004937,7432635.29
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,ESSEX POLICE AUTHORITY (G),2004931,7402184.18
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,DYFED POWYS POLICE AUTHORITY 1 (G),2004930,7288370.09
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,BEDFORDSHIRE POLICE AUTHORITY 1 (G),2004917,6529258.20
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,GWENT POLICE AUTHORITY 1 (G),2004934,2466665.70
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,NPIA (G),2004969,335433.22
Home Office,Home Office,03/06/2011,Grants,CPG - Crime & Policing Group,POLICE DEPENDANTS' TRUST (G),1986686,50446.67
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,GREATER LONDON AUTHORITY (G),2005824,25467280.00
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,GREATER MANCHESTER POLICE AUTHORITY (G),2005813,4349094.00
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,WEST MIDLANDS POLICE AUTHORITY 1 (G),2005846,3999603.00
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,WEST YORKSHIRE POLICE (G),2005848,3585121.00
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,MERSEYSIDE POLICE AUTHORITY 1 (G),2005823,2470952.00
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,THAMES VALLEY POLICE (G),2005842,2294570.00
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,NORTHUMBRIA POLICE (G),2005830,2244073.00
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,LANCASHIRE POLICE AUTHORITY 1 (G),2005820,2052860.00
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,KENT POLICE AUTHORITY 1 (G),2005819,2013205.00
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,HAMPSHIRE POLICE AUTHORITY 1 (G),2005815,1902306.00
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,DEVON & CORNWALL POLICE AUTHORITY 1 (G),2005806,1882377.00
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,AVON & SOMERSET POLICE AUTHORITY 1 (G),2005798,1838997.00
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,SUSSEX POLICE AUTHORITY 1 (G),2005840,1807832.00
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,ESSEX POLICE AUTHORITY (G),2005811,1803448.00
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,SOUTH WALES POLICE AUTHORITY 1 (G),2005834,1682153.00
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,SOUTH YORKSHIRE POLICE AUTHORITY 1 (G),2005835,1649541.00
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,NOTTINGHAMSHIRE POLICE AUTHORITY 2 (G),2005832,1371800.00
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,NEW WEST MERCIA POLICE AUTHORITY (G),2005845,1338980.00
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,HERTFORDSHIRE POLICE AUTHORITY 1 (G),2005816,1333658.00
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,CHESHIRE POLICE AUTHORITY 2 (G),2005801,1212159.00
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,HUMBERSIDE POLICE AUTHORITY 1 (G),2005817,1190299.00
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,LEICESTERSHIRE POLICE AUTHORITY (G),2005821,1180692.00
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,STAFFORDSHIRE POLICE AUTHORITY (G),2005836,1119460.00
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,SURREY POLICE AUTHORITY 1 (G),2005839,1111372.00
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,NORFOLK POLICE AUTHORITY 1 (G),2005826,989091.00
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,DERBYSHIRE POLICE AUTHORITY 1 (G),2005805,920030.00
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,CAMBRIDGESHIRE POLICE AUTHORITY 1 (G),2005800,913984.00
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,NORTH YORKSHIRE POLICE AUTHORITY (G),2005828,855427.00
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,NORTH WALES POLICE AUTHORITY (G),2005827,834452.00
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,DURHAM POLICE AUTHORITY 1 (G),2005808,833951.00
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,DORSET POLICE AUTHORITY 1 (G),2005807,816222.00
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,GLOUCESTERSHIRE POLICE AUTHORITY (G),2005812,800579.00
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,SUFFOLK POLICE AUTHORITY (G),2005838,767982.00
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,NORTHAMPTONSHIRE POLICE 1 (G),2005829,762420.00
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,CLEVELAND POLICE AUTHORITY 1 (G),2005803,741320.00
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,GWENT POLICE AUTHORITY 1 (G),2005814,740674.00
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,LINCOLNSHIRE POLICE AUTHORITY 1 (G),2005822,716868.00
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,WILTSHIRE CONSTABULARY (G),2005849,705302.00
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,WARWICKSHIRE POLICE AUTHORITY 1 (G),2005843,693099.00
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,BEDFORDSHIRE POLICE AUTHORITY 1 (G),2005799,690798.00
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,CUMBRIA POLICE AUTHORITY 1 (G),2005804,587213.00
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,DYFED POWYS POLICE AUTHORITY 1 (G),2005809,411585.00
Home Office,Home Office,29/06/2011,Grants,CPG - Crime & Policing Group,CHAMBERLAIN OF LONDON (G),2005802,317178.00
Home Office,Home Office,14/06/2011,Grants,CPG - Crime & Policing Group,THANET DISTRICT COUNCIL (G),1996148,50000.00
Home Office,Home Office,30/06/2011,Grants,CPG - Crime & Policing Group,LUTON BOROUGH COUNCIL (G),2005990,50000.00
Home Office,Home Office,17/06/2011,Grants,CPG - Crime & Policing Group,LB OF BARKING & DAGENHAM (G),1998291,49612.00
Home Office,Home Office,30/06/2011,Grants,CPG - Crime & Policing Group,GATESHEAD METROPOLITAN BC (G),2005989,49169.00
Home Office,Home Office,23/06/2011,Grants,CPG - Crime & Policing Group,PETERBOROUGH CITY COUNCIL (G),2001207,25233.28
Home Office,Home Office,24/06/2011,Grants,CPG - Crime & Policing Group,CITY AND COUNTY OF SWANSEA 1 (G),2002341,147892.00
Home Office,Home Office,28/06/2011,Grants,CPG - Crime & Policing Group,CARDIFF COUNTY COUNCIL 1 (G),2004045,73623.25
Home Office,Home Office,28/06/2011,Grants,CPG - Crime & Policing Group,DUDLEY METROPOLITAN BOROUGH COUNCIL (G),2004075,60000.00
Home Office,Home Office,01/06/2011,Grants,CPG - Crime & Policing Group,LEEDS CITY COUNCIL 1 (G),1912601,45228.88
Home Office,Home Office,01/06/2011,Grants,CPG - Crime & Policing Group,LEEDS CITY COUNCIL 1 (G),1943856,45228.88
Home Office,Home Office,28/06/2011,Grants,CPG - Crime & Policing Group,RHONDDA CYNON TAFF (G),2004064,40694.00
Home Office,Home Office,28/06/2011,Grants,CPG - Crime & Policing Group,CAERPHILLY COUNTY BOROUGH COUNCIL (G),2004056,35471.75
Home Office,Home Office,28/06/2011,Grants,CPG - Crime & Policing Group,NEWPORT COUNTY BOROUGH COUNCIL 1 (G),2004059,34623.25
Home Office,Home Office,24/06/2011,Grants,CPG - Crime & Policing Group,CITY AND COUNTY OF SWANSEA 1 (G),2002343,29587.50
Home Office,Home Office,28/06/2011,Grants,CPG - Crime & Policing Group,BRIDGEND COUNTY BOROUGH COUNCIL 1 (G),2004053,27732.25
Home Office,Home Office,28/06/2011,Grants,CPG - Crime & Policing Group,WREXHAM COUNTY BOROUGH COUNCIL (G),2004067,27354.75
Home Office,Home Office,21/06/2011,Grants,CPG - Crime & Policing Group,SOCA (G),1999497,10000000.00
Home Office,Home Office,27/06/2011,Grants,CPG - Crime & Policing Group,SOCA (G),1999745,3242452.38
Home Office,Home Office,27/06/2011,Grants,CPG - Crime & Policing Group,METROPOLITAN POLICE SERVICE (G),1999626,2426919.43
Home Office,Home Office,27/06/2011,Grants,CPG - Crime & Policing Group,WEST MIDLANDS POLICE AUTHORITY 1 (G),1999664,875389.61
Home Office,Home Office,27/06/2011,Grants,CPG - Crime & Policing Group,MERSEYSIDE POLICE AUTHORITY 1 (G),1999624,612576.05
Home Office,Home Office,27/06/2011,Grants,CPG - Crime & Policing Group,WEST YORKSHIRE POLICE (G),1999667,388265.73
Home Office,Home Office,27/06/2011,Grants,CPG - Crime & Policing Group,BIRMINGHAM CITY COUNCIL (G),2000488,348061.02
Home Office,Home Office,27/06/2011,Grants,CPG - Crime & Policing Group,GREATER MANCHESTER POLICE AUTHORITY (G),1999599,344457.73
Home Office,Home Office,27/06/2011,Grants,CPG - Crime & Policing Group,HERTFORDSHIRE COUNTY COUNCIL 1 (G),2000508,296191.39
Home Office,Home Office,27/06/2011,Grants,CPG - Crime & Policing Group,SOUTH WALES POLICE AUTHORITY 1 (G),1999643,276781.82
Home Office,Home Office,27/06/2011,Grants,CPG - Crime & Policing Group,POLICE SERVICE OF NORTHERN IRELAND (G),1999742,255139.91
Home Office,Home Office,27/06/2011,Grants,CPG - Crime & Policing Group,FINANCIAL SERVICES AUTHORITY (G),1999748,240041.72
Home Office,Home Office,27/06/2011,Grants,CPG - Crime & Policing Group,LANCASHIRE POLICE AUTHORITY 1 (G),1999618,224387.86
Home Office,Home Office,27/06/2011,Grants,CPG - Crime & Policing Group,STAFFORDSHIRE POLICE AUTHORITY (G),1999646,218870.63
Home Office,Home Office,27/06/2011,Grants,CPG - Crime & Policing Group,SOUTH YORKSHIRE POLICE AUTHORITY 1 (G),1999644,202123.53
Home Office,Home Office,27/06/2011,Grants,CPG - Crime & Policing Group,KENT POLICE AUTHORITY 1 (G),1999608,200237.02
Home Office,Home Office,27/06/2011,Grants,CPG - Crime & Policing Group,DERBYSHIRE POLICE AUTHORITY 1 (G),1999588,148664.12
Home Office,Home Office,27/06/2011,Grants,CPG - Crime & Policing Group,HAMPSHIRE POLICE AUTHORITY 1 (G),1999602,136386.80
Home Office,Home Office,27/06/2011,Grants,CPG - Crime & Policing Group,NORTH WALES POLICE AUTHORITY (G),1999634,133355.31
Home Office,Home Office,27/06/2011,Grants,CPG - Crime & Policing Group,WILTSHIRE CONSTABULARY (G),1999670,128496.45
Home Office,Home Office,27/06/2011,Grants,CPG - Crime & Policing Group,NORTHAMPTONSHIRE POLICE 1 (G),1999636,115289.65
Home Office,Home Office,27/06/2011,Grants,CPG - Crime & Policing Group,HUMBERSIDE POLICE AUTHORITY 1 (G),1999605,114309.07
Home Office,Home Office,27/06/2011,Grants,CPG - Crime & Policing Group,BRITISH TRANSPORT POLICE AUTHORITY (G),1999753,112066.05
Home Office,Home Office,27/06/2011,Grants,CPG - Crime & Policing Group,NORTH YORKSHIRE POLICE AUTHORITY (G),1999632,107303.38
Home Office,Home Office,27/06/2011,Grants,CPG - Crime & Policing Group,SUFFOLK POLICE AUTHORITY (G),1999649,96344.57
