Department,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,
Home Office,NPIA - National Policing Improvement Agency,07/09/2011,Land and Buildings maintenance,Resources Directorate,Home Office,5100056228,140.78,
Home Office,NPIA - National Policing Improvement Agency,07/09/2011,Land and Buildings maintenance,Resources Directorate,Home Office,5100056228,"6,050.85",
Home Office,NPIA - National Policing Improvement Agency,07/09/2011,Land and Buildings maintenance,Resources Directorate,Home Office,5100056228,121.02,
Home Office,NPIA - National Policing Improvement Agency,07/09/2011,Land and Buildings maintenance,Resources Directorate,Home Office,5100056228,"4,149.45",
Home Office,NPIA - National Policing Improvement Agency,07/09/2011,Land and Buildings maintenance,Resources Directorate,Home Office,5100056228,82.99,
Home Office,NPIA - National Policing Improvement Agency,07/09/2011,FM Costs,Resources Directorate,Home Office,5100056228,"5,275.03",
Home Office,NPIA - National Policing Improvement Agency,07/09/2011,FM Costs,Resources Directorate,Home Office,5100056228,105.50,
Home Office,NPIA - National Policing Improvement Agency,07/09/2011,Land and Buildings maintenance,Resources Directorate,Home Office,5100056979,"60,662.80",
Home Office,NPIA - National Policing Improvement Agency,07/09/2011,Land and Buildings maintenance,Resources Directorate,Home Office,5100056979,"12,132.56",
Home Office,NPIA - National Policing Improvement Agency,07/09/2011,Land and Buildings maintenance,Resources Directorate,Home Office,5100056979,"123,984.62",
Home Office,NPIA - National Policing Improvement Agency,07/09/2011,Land and Buildings maintenance,Resources Directorate,Home Office,5100056979,"24,796.92",
Home Office,NPIA - National Policing Improvement Agency,07/09/2011,Land and Buildings maintenance,Resources Directorate,Home Office,5100056979,"36,823.61",
Home Office,NPIA - National Policing Improvement Agency,07/09/2011,Land and Buildings maintenance,Resources Directorate,Home Office,5100056979,736.47,
Home Office,NPIA - National Policing Improvement Agency,07/09/2011,Land and Buildings maintenance,Resources Directorate,Home Office,5100056979,620.16,
Home Office,NPIA - National Policing Improvement Agency,07/09/2011,Land and Buildings maintenance,Resources Directorate,Home Office,5100056979,12.40,
Home Office,NPIA - National Policing Improvement Agency,07/09/2011,Land and Buildings maintenance,Resources Directorate,Home Office,5100056979,"2,068.31",
Home Office,NPIA - National Policing Improvement Agency,07/09/2011,Land and Buildings maintenance,Resources Directorate,Home Office,5100056979,41.37,
Home Office,NPIA - National Policing Improvement Agency,07/09/2011,FM Costs,Resources Directorate,Home Office,5100056979,"4,028.40",
Home Office,NPIA - National Policing Improvement Agency,07/09/2011,FM Costs,Resources Directorate,Home Office,5100056979,80.57,
Home Office,NPIA - National Policing Improvement Agency,07/09/2011,FM Costs,Resources Directorate,Home Office,5100056979,"4,321.69",
Home Office,NPIA - National Policing Improvement Agency,07/09/2011,FM Costs,Resources Directorate,Home Office,5100056979,86.43,
Home Office,NPIA - National Policing Improvement Agency,15/09/2011,Electricity,Resources Directorate,EDF Energy Exeter,1900062525,"3,600.42",
Home Office,NPIA - National Policing Improvement Agency,15/09/2011,Electricity,Resources Directorate,EDF Energy Exeter,1900062525,"4,179.73",
Home Office,NPIA - National Policing Improvement Agency,15/09/2011,Electricity,Resources Directorate,EDF Energy Exeter,1900062525,"16,073.40",
Home Office,NPIA - National Policing Improvement Agency,15/09/2011,Electricity,Resources Directorate,EDF Energy Exeter,1900062525,"50,500.64",
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057664,"24,999.99",
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057664,500.00,
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057635,"87,212.63",
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057635,"1,744.25",
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057635,728.86,
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057635,14.58,
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057635,"1,926.00",
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057635,38.52,
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057635,"82,144.00",
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057635,"1,642.88",
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057635,"2,744.00",
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057635,54.88,
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057635,"226,556.52",
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057635,"4,531.13",
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057635,"7,590.00",
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057635,151.80,
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057635,"92,562.00",
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057635,"1,851.24",
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057635,"3,092.00",
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057635,61.84,
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057635,"321,428.00",
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057635,"6,428.56",
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057635,"6,686.00",
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057635,133.72,
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057635,"18,786.94",
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057635,381.54,
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057635,224.94,
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057635,4.50,
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057635,"2,091.00",
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057635,41.82,
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057635,56.00,
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057635,1.19,
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057635,44.00,
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057635,0.88,
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057665,"87,212.63",
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057665,"1,744.25",
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057665,728.86,
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057665,14.58,
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057665,"1,926.00",
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057665,38.52,
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057665,"82,144.00",
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057665,"1,642.88",
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057665,"2,744.00",
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057665,54.88,
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057665,"226,556.52",
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057665,"4,531.13",
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057665,"7,590.00",
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057665,151.80,
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057665,"92,562.00",
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057665,"1,851.24",
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057665,"3,092.00",
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057665,61.84,
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057665,"321,428.00",
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057665,"6,428.56",
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057665,"6,686.00",
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057665,133.72,
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057665,"18,786.94",
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057665,381.54,
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057665,224.94,
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057665,4.50,
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057665,"2,091.00",
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057665,41.82,
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057665,56.00,
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057665,1.19,
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057665,44.00,
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,FM Costs,Resources Directorate,Home Office,5100057665,0.88,
Home Office,NPIA - National Policing Improvement Agency,20/09/2011,Land and Buildings maintenance,Resources Directorate,Wates Interiors,1700005587,"-25,600.00",
Home Office,NPIA - National Policing Improvement Agency,21/09/2011,Land and Buildings maintenance,Resources Directorate,Wates Construction Ltd,1900062976,"25,600.00",
Home Office,NPIA - National Policing Improvement Agency,26/09/2011,Rent/lease - Offices,Resources Directorate,Mapeley STEPS Ltd,5100057789,"403,249.32",
Home Office,NPIA - National Policing Improvement Agency,26/09/2011,FM Costs,Resources Directorate,Mapeley STEPS Ltd,5100057789,"115,702.74",
Home Office,NPIA - National Policing Improvement Agency,26/09/2011,FM Costs,Resources Directorate,Mapeley STEPS Ltd,5100057789,98.40,
Home Office,SIA - Security Industry Authority,01/09/2011,Contingent Labour,SIA - Security Industry Authority,Michael Page Ltd,CMIC01,"32,300.40",
Home Office,SIA - Security Industry Authority,01/09/2011,Contingent Labour,SIA - Security Industry Authority,Methods Consulting,CMET03,"51,082.62",
Home Office,SIA - Security Industry Authority,01/09/2011,Direct Licensing Costs,SIA - Security Industry Authority,Syntegra,CSYN01,"828,309.75",
Home Office,SIA - Security Industry Authority,01/09/2011,Direct Licensing Costs,SIA - Security Industry Authority,Criminal Records Bureau,CCRB01,"269,447.00",
Home Office,SIA - Security Industry Authority,01/09/2011,Legal Services,SIA - Security Industry Authority,Kingsley Napley,CKIN02,"94,811.53",
Home Office,Home Office,15/09/2011,Law Enforcement & safety Equip.Surveillance & Det Equip- PROG,SSD - Shared Service Directorate,AIRWAVE SOLUTIONS LTD,4000004112,"170,550.05",
Home Office,Home Office,15/09/2011,Law Enforcement & safety Equip.Surveillance & Det Equip- PROG,SSD - Shared Service Directorate,AIRWAVE SOLUTIONS LTD,4000004112,"170,550.05",
Home Office,Home Office,09/09/2011,"Building, Construction Service.Building, Construction Service - PROG",SSD - Shared Service Directorate,AMEY COMMUNITY,1001153996,"490,754.16",
Home Office,Home Office,09/09/2011,"Building, Construction Service.Building ConstructionServ-ADMN",SSD - Shared Service Directorate,AMEY COMMUNITY,1001153996,"92,630.10",
Home Office,Home Office,09/09/2011,"Building, Construction Service.Building, Construction Service - PROG",SSD - Shared Service Directorate,AMEY COMMUNITY,1001153996,"40,048.86",
Home Office,Home Office,30/09/2011,"Building, Construction Service.Building, Construction Service - PROG",SSD - Shared Service Directorate,AMEY COMMUNITY,1001162069,"825,943.35",
Home Office,Home Office,30/09/2011,"Building, Construction Service.Building, Construction Service - PROG",SSD - Shared Service Directorate,AMEY COMMUNITY,1001162069,"340,794.91",
Home Office,Home Office,30/09/2011,"Building, Construction Service.Building, Construction Service - PROG",SSD - Shared Service Directorate,AMEY COMMUNITY,1001162069,"568,752.60",
Home Office,Home Office,30/09/2011,"Building, Construction Service.Building, Construction Service - PROG",SSD - Shared Service Directorate,AMEY COMMUNITY,1001162069,"328,113.70",
Home Office,Home Office,02/09/2011,"Building, Construction Service.Building, Construction Service - PROG",SSD - Shared Service Directorate,AMEY COMMUNITY,1001151594,"36,287.99",
Home Office,Home Office,21/09/2011,"Building, Construction Service.Building, Construction Service - PROG",SSD - Shared Service Directorate,AMEY COMMUNITY,1001158375,"120,059.22",
Home Office,Home Office,21/09/2011,"Building, Construction Service.Building, Construction Service - PROG",SSD - Shared Service Directorate,AMEY COMMUNITY,1001158377,"221,422.23",
Home Office,Home Office,28/09/2011,Paper Materials and Products.Paper Material & Product- ADMN,SSD - Shared Service Directorate,ANNES GATE PROPERTY PLC,1001161060,"15,670.43",
Home Office,Home Office,28/09/2011,Professional & Admin Services.Facilities Man Serv - ADMN,SSD - Shared Service Directorate,ANNES GATE PROPERTY PLC,1001161060,"9,209.23",
Home Office,Home Office,22/09/2011,Building & Construction,SSD - Shared Service Directorate,ANNES GATE PROPERTY PLC,1001158813,"3,257,568.18",
Home Office,Home Office,16/09/2011,Law Enforcement & safety Equip.Surveillance & Det Equip- PROG,SSD - Shared Service Directorate,ARQIVA LTD,1001156532,"64,135.68",
Home Office,Home Office,22/09/2011,Professional & Admin Services.Facilities Man Serv - ADMN,SSD - Shared Service Directorate,ATKINS LTD,1001158816,"163,824.55",
Home Office,Home Office,15/09/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",SSD - Shared Service Directorate,ATOS IT SERVICES UK LTD,1001156103,"64,183.68",
Home Office,Home Office,15/09/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",SSD - Shared Service Directorate,ATOS IT SERVICES UK LTD,1001156103,"7,113.99",
Home Office,Home Office,15/09/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",SSD - Shared Service Directorate,ATOS IT SERVICES UK LTD,1001156103,"110,695.40",
Home Office,Home Office,15/09/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",SSD - Shared Service Directorate,ATOS IT SERVICES UK LTD,1001156103,959.76,
Home Office,Home Office,05/09/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",SSD - Shared Service Directorate,ATOS IT SERVICES UK LTD,1001152073,"636,342.35",
Home Office,Home Office,05/09/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",SSD - Shared Service Directorate,ATOS IT SERVICES UK LTD,1001152073,"492,231.00",
Home Office,Home Office,05/09/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",SSD - Shared Service Directorate,ATOS IT SERVICES UK LTD,1001152073,"112,369.46",
Home Office,Home Office,30/09/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",SSD - Shared Service Directorate,ATOS IT SERVICES UK LTD,4000004113,"191,667.00",
Home Office,Home Office,15/09/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",SSD - Shared Service Directorate,ATOS IT SERVICES UK LTD,1001156103,"21,634.21",
Home Office,Home Office,09/09/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",SSD - Shared Service Directorate,ATOS IT SERVICES UK LTD,1001153998,"-21,520.64",
Home Office,Home Office,09/09/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",SSD - Shared Service Directorate,ATOS IT SERVICES UK LTD,1001153998,"-21,520.64",
Home Office,Home Office,09/09/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",SSD - Shared Service Directorate,ATOS IT SERVICES UK LTD,1001153998,"-21,520.64",
Home Office,Home Office,09/09/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",SSD - Shared Service Directorate,ATOS IT SERVICES UK LTD,1001153998,"-21,520.64",
Home Office,Home Office,30/09/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",SSD - Shared Service Directorate,ATOS IT SERVICES UK LTD,4000004113,"19,224.20",
Home Office,Home Office,30/09/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",SSD - Shared Service Directorate,ATOS IT SERVICES UK LTD,4000004113,"1,392.20",
Home Office,Home Office,30/09/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",SSD - Shared Service Directorate,ATOS IT SERVICES UK LTD,4000004113,"9,403.60",
Home Office,Home Office,30/09/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",SSD - Shared Service Directorate,ATOS IT SERVICES UK LTD,4000004113,"44,748.32",
Home Office,Home Office,30/09/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",SSD - Shared Service Directorate,ATOS IT SERVICES UK LTD,4000004113,"5,721.77",
Home Office,Home Office,30/09/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",SSD - Shared Service Directorate,ATOS IT SERVICES UK LTD,4000004113,"98,666.11",
Home Office,Home Office,30/09/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",SSD - Shared Service Directorate,ATOS IT SERVICES UK LTD,4000004113,959.76,
Home Office,Home Office,30/09/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",SSD - Shared Service Directorate,ATOS IT SERVICES UK LTD,4000004113,"656,328.35",
Home Office,Home Office,30/09/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",SSD - Shared Service Directorate,ATOS IT SERVICES UK LTD,4000004113,"492,231.00",
Home Office,Home Office,30/09/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",SSD - Shared Service Directorate,ATOS IT SERVICES UK LTD,4000004113,"112,369.46",
Home Office,Home Office,28/09/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",SSD - Shared Service Directorate,ATOS IT SERVICES UK LTD,1001161063,"50,000.00",
Home Office,Home Office,28/09/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",SSD - Shared Service Directorate,ATOS IT SERVICES UK LTD,1001161063,"150,000.00",
Home Office,Home Office,22/09/2011,"IT, Broadcasting & Telecomms.IT Run Costs Other - ADMN",SSD - Shared Service Directorate,CABLE & WIRELESS,1001158827,"178,822.10",
Home Office,Home Office,22/09/2011,"Science, Technical & Research.Computer services - ADMN",SSD - Shared Service Directorate,CABLE & WIRELESS,1001158827,"2,989.30",
Home Office,Home Office,23/09/2011,"IT, TelecommsHardware Desktop.Support and Maintenance - PROG",SSD - Shared Service Directorate,DETICA LTD,1001159275,"1,980.00",
Home Office,Home Office,23/09/2011,"IT, Broadcasting & Telecomms.IT Running Cost - Maint - PROG",SSD - Shared Service Directorate,DETICA LTD,1001159275,"16,354.00",
Home Office,Home Office,23/09/2011,"IT, Broadcasting & Telecomms.IT Running Cost - Maint - PROG",SSD - Shared Service Directorate,DETICA LTD,1001159275,"9,681.00",
Home Office,Home Office,02/09/2011,"IT, TelecommsHardware Desktop.Support and Maintenance - PROG",SSD - Shared Service Directorate,DETICA LTD,1001151635,"43,737.00",
Home Office,Home Office,02/09/2011,"IT, TelecommsHardware Desktop.Support and Maintenance - PROG",SSD - Shared Service Directorate,DETICA LTD,1001151635,"38,289.10",
Home Office,Home Office,08/09/2011,Facilities Management Fees,SSD - Shared Service Directorate,DTZ DEBENHAM TIE LEUNG LTD,1001153652,"39,927.60",
Home Office,Home Office,16/09/2011,Rent & Rates,SSD - Shared Service Directorate,DTZ DEBENHAM TIE LEUNG LTD,1001156552,"1,417,040.96",
Home Office,Home Office,13/09/2011,Rent & Rates,SSD - Shared Service Directorate,DTZ DEBENHAM TIE LEUNG LTD,4000004111,"38,223.56",
Home Office,Home Office,13/09/2011,Rent & Rates,SSD - Shared Service Directorate,DTZ DEBENHAM TIE LEUNG LTD,4000004110,"319,814.26",
Home Office,Home Office,16/09/2011,Rent & Rates,SSD - Shared Service Directorate,DTZ DEBENHAM TIE LEUNG LTD,1001156550,"6,451,527.64",
Home Office,Home Office,22/09/2011,Rent & Rates,SSD - Shared Service Directorate,DTZ DEBENHAM TIE LEUNG LTD,1001158841,"1,491,531.93",
Home Office,Home Office,09/09/2011,Rent & Rates,SSD - Shared Service Directorate,DTZ DEBENHAM TIE LEUNG LTD,1001154023,"85,532.84",
Home Office,Home Office,16/09/2011,Rent & Rates,SSD - Shared Service Directorate,DTZ DEBENHAM TIE LEUNG LTD,1001156551,"11,457,165.98",
Home Office,Home Office,23/09/2011,Rent & Rates,SSD - Shared Service Directorate,DTZ DEBENHAM TIE LEUNG LTD,1001159276,"1,912,007.92",
Home Office,Home Office,07/09/2011,Utilities.Electric utilities - ADMN,SSD - Shared Service Directorate,EDF ENERGY,1001153238,"106,990.69",
Home Office,Home Office,28/09/2011,"IT, Broadcasting & Telecomms.Sirius - Other Services - ADMN",SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001161094,"-1,250,000.00",
Home Office,Home Office,05/09/2011,"IT, Broadcasting & Telecomms.Sirius - Other Services - ADMN",SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001152091,"-361,926.00",
Home Office,Home Office,05/09/2011,"IT, Broadcasting & Telecomms.Sirius - Other Services - ADMN",SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001152091,"-22,310.12",
Home Office,Home Office,06/09/2011,"IT, Broadcasting & Telecomms.Sirius - Other Services - ADMN",SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001152647,"611,844.41",
Home Office,Home Office,08/09/2011,"IT, Broadcasting & Telecomms.Sirius - Other Services - ADMN",SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001153660,"87,795.78",
Home Office,Home Office,14/09/2011,"IT, Broadcasting & Telecomms.Sirius - Other Services - ADMN",SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001155614,"6,931.54",
Home Office,Home Office,14/09/2011,"IT, Broadcasting & Telecomms.Sirius - Other Services - ADMN",SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001155614,"8,274.04",
Home Office,Home Office,14/09/2011,"IT, Broadcasting & Telecomms.Sirius - Other Services - ADMN",SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001155614,"38,685.20",
Home Office,Home Office,14/09/2011,"IT, Broadcasting & Telecomms.Sirius - Other Services - ADMN",SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001155614,"5,808.07",
Home Office,Home Office,14/09/2011,"IT, Broadcasting & Telecomms.Sirius - Other Services - ADMN",SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001155614,"5,808.07",
Home Office,Home Office,14/09/2011,"IT, Broadcasting & Telecomms.Sirius - Other Services - ADMN",SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001155614,"45,507.22",
Home Office,Home Office,14/09/2011,"IT, Broadcasting & Telecomms.Sirius - Other Services - ADMN",SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001155614,"26,055.10",
Home Office,Home Office,14/09/2011,"IT, Broadcasting & Telecomms.Sirius - Other Services - ADMN",SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001155614,"15,205.58",
Home Office,Home Office,14/09/2011,"IT, Broadcasting & Telecomms.Sirius - Other Services - ADMN",SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001155614,"20,238.17",
Home Office,Home Office,05/09/2011,"IT, Broadcasting & Telecomms.Sirius - Other Services - ADMN",SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001152091,"56,705.51",
Home Office,Home Office,05/09/2011,"IT, Broadcasting & Telecomms.Sirius - Other Services - ADMN",SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001152091,"4,714.25",
Home Office,Home Office,05/09/2011,"IT, Broadcasting & Telecomms.Sirius - Other Services - ADMN",SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001152091,"4,416.45",
Home Office,Home Office,05/09/2011,"IT, Broadcasting & Telecomms.Sirius - Other Services - ADMN",SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001152091,"1,427.46",
Home Office,Home Office,05/09/2011,"IT, Broadcasting & Telecomms.Sirius - Other Services - ADMN",SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001152091,"2,264.15",
Home Office,Home Office,05/09/2011,"IT, Broadcasting & Telecomms.Sirius - Other Services - ADMN",SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001152091,"8,343.15",
Home Office,Home Office,05/09/2011,"IT, Broadcasting & Telecomms.Sirius - Other Services - ADMN",SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001152091,"49,159.69",
Home Office,Home Office,28/09/2011,"IT, Broadcasting & Telecomms.Sirius - Other Services - ADMN",SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001161094,"687,530.17",
Home Office,Home Office,28/09/2011,"IT, Broadcasting & Telecomms.Sirius - Other Services - ADMN",SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001161094,"434,809.84",
Home Office,Home Office,28/09/2011,"IT, Broadcasting & Telecomms.Sirius - Other Services - ADMN",SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001161094,"795,520.30",
Home Office,Home Office,28/09/2011,"IT, Broadcasting & Telecomms.Sirius - Other Services - ADMN",SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001161094,"41,338.85",
Home Office,Home Office,28/09/2011,"IT, Broadcasting & Telecomms.Sirius - Other Services - ADMN",SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001161094,"169,216.37",
Home Office,Home Office,28/09/2011,"IT, Broadcasting & Telecomms.Sirius - Other Services - ADMN",SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001161094,"85,766.15",
