UniqueRef,DATE OF TRANSACTION,MERCHANT CATEGORY,MERCHANT CATEGORY DESC,AMOUNT,SortFunction
MODGPC14068,11-Oct-11,Medical Supplies and Services      , ORTHOPEDIC GOODS,"Ł1,623.36",14068
MODGPC14069,03-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł619.24,14069
MODGPC14070,07-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł624.50,14070
MODGPC14071,05-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł4,093.08",14071
MODGPC14072,06-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,Ł913.68,14072
MODGPC14073,03-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"Ł17,161.03",14073
MODGPC14074,03-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"Ł12,293.88",14074
MODGPC14075,03-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"Ł24,264.00",14075
MODGPC14076,03-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"Ł16,840.01",14076
MODGPC14077,03-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"Ł19,374.48",14077
MODGPC14078,03-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"Ł28,425.18",14078
MODGPC14079,05-Oct-11,Miscellaneous Industrial/Commercial, FURNITURE REUPHOLSTERY/REPAIR,Ł649.62,14079
MODGPC14080,07-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł584.63,14080
MODGPC14081,10-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł4,464.41",14081
MODGPC14082,11-Oct-11,Miscellaneous Industrial/Commercial, TOOL HIRE,"Ł1,008.00",14082
MODGPC14083,07-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł546.00,14083
MODGPC14084,04-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł913.20,14084
MODGPC14085,10-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł20,412.06",14085
MODGPC14086,10-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł34,997.16",14086
MODGPC14087,13-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł718.26,14087
MODGPC14088,11-Oct-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,Ł728.34,14088
MODGPC14089,05-Oct-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"Ł3,937.75",14089
MODGPC14090,13-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,Ł663.44,14090
MODGPC14091,10-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł4,790.40",14091
MODGPC14092,07-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł1,696.02",14092
MODGPC14093,04-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł829.20,14093
MODGPC14094,04-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł1,248.00",14094
MODGPC14095,11-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł4,140.00",14095
MODGPC14096,03-Oct-11,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,"Ł1,013.56",14096
MODGPC14097,11-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł1,569.60",14097
MODGPC14098,07-Oct-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,Ł928.80,14098
MODGPC14099,12-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"Ł2,883.54",14099
MODGPC14100,03-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,Ł780.00,14100
MODGPC14101,10-Oct-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,"Ł2,193.91",14101
MODGPC14102,05-Oct-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,Ł766.14,14102
MODGPC14103,06-Oct-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,"Ł1,201.81",14103
MODGPC14104,11-Oct-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,"Ł2,125.32",14104
MODGPC14105,03-Oct-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,Ł575.10,14105
MODGPC14106,13-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł1,598.10",14106
MODGPC14107,13-Oct-11,Miscellaneous Industrial/Commercial, TOOL HIRE,Ł811.38,14107
MODGPC14108,03-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"Ł1,395.60",14108
MODGPC14109,06-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł4,241.16",14109
MODGPC14110,04-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł8,899.50",14110
MODGPC14111,07-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,Ł974.10,14111
MODGPC14112,12-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"Ł2,470.14",14112
MODGPC14113,12-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,Ł530.40,14113
MODGPC14114,12-Oct-11,Miscellaneous Industrial/Commercial, TOOL HIRE,"Ł1,422.00",14114
MODGPC14115,10-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł504.00,14115
MODGPC14116,07-Oct-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,"Ł2,122.80",14116
MODGPC14117,07-Oct-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,"Ł2,122.80",14117
MODGPC14118,07-Oct-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,"Ł1,114.32",14118
MODGPC14119,05-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł2,408.40",14119
MODGPC14120,05-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł2,408.40",14120
MODGPC14121,03-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł713.94,14121
MODGPC14122,12-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł2,390.40",14122
MODGPC14123,12-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł904.80,14123
MODGPC14124,10-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł2,220.00",14124
MODGPC14125,05-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł1,176.00",14125
MODGPC14126,03-Oct-11,Miscellaneous Industrial/Commercial, TOOL HIRE,Ł710.00,14126
MODGPC14127,04-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,Ł650.40,14127
MODGPC14128,10-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł3,994.20",14128
MODGPC14129,12-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł624.37,14129
MODGPC14130,05-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł948.00,14130
MODGPC14131,04-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł614.16,14131
MODGPC14132,05-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł3,880.00",14132
MODGPC14133,12-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł2,164.75",14133
MODGPC14134,11-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł1,666.75",14134
MODGPC14135,07-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł900.00,14135
MODGPC14136,05-Oct-11,Miscellaneous Industrial/Commercial, TOOL HIRE,Ł741.43,14136
MODGPC14137,13-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"Ł3,107.93",14137
MODGPC14138,06-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł3,284.70",14138
MODGPC14139,11-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł798.60,14139
MODGPC14140,03-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł2,892.00",14140
MODGPC14141,03-Oct-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"Ł3,436.76",14141
MODGPC14142,11-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"Ł4,581.60",14142
MODGPC14143,11-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł1,023.28",14143
MODGPC14144,12-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł1,526.58",14144
MODGPC14145,05-Oct-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"Ł1,116.00",14145
MODGPC14146,13-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł1,093.42",14146
MODGPC14147,12-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł672.00,14147
MODGPC14148,03-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"Ł1,809.86",14148
MODGPC14149,12-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł3,039.26",14149
MODGPC14150,11-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł588.00,14150
MODGPC14151,13-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł578.29,14151
MODGPC14152,04-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł532.83,14152
MODGPC14153,11-Oct-11,Miscellaneous Industrial/Commercial, CHEMICALS/ALLIED PRODS - DEF,"Ł1,712.18",14153
MODGPC14154,03-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł986.88,14154
MODGPC14155,06-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł2,016.00",14155
MODGPC14156,07-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł960.00,14156
MODGPC14157,07-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł960.00,14157
MODGPC14158,12-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł873.60,14158
MODGPC14159,12-Oct-11,Miscellaneous Industrial/Commercial, TOOL HIRE,Ł812.13,14159
MODGPC14160,10-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł540.00,14160
MODGPC14161,07-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł918.78,14161
MODGPC14162,04-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł2,149.02",14162
MODGPC14163,04-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł951.20,14163
MODGPC14164,13-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł612.00,14164
MODGPC14165,12-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł4,968.00",14165
MODGPC14166,13-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł1,151.65",14166
MODGPC14167,07-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł692.68,14167
MODGPC14168,03-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł998.40,14168
MODGPC14169,10-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł1,901.40",14169
MODGPC14170,04-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł510.00,14170
MODGPC14171,13-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł753.60,14171
MODGPC14172,07-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł1,224.00",14172
MODGPC14173,13-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł1,806.00",14173
MODGPC14174,12-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł1,021.52",14174
MODGPC14175,04-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł1,785.60",14175
MODGPC14176,07-Oct-11,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,"Ł1,680.00",14176
MODGPC14177,12-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"Ł2,052.00",14177
MODGPC14178,05-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"Ł1,205.16",14178
MODGPC14179,11-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"Ł3,324.00",14179
MODGPC14180,12-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"Ł4,489.99",14180
MODGPC14181,04-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł871.09,14181
MODGPC14182,06-Oct-11,Miscellaneous Industrial/Commercial, TOOL HIRE,Ł859.20,14182
MODGPC14183,04-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł2,572.56",14183
MODGPC14184,12-Oct-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"Ł4,144.32",14184
MODGPC14185,03-Oct-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"Ł3,255.48",14185
MODGPC14186,03-Oct-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"Ł3,602.70",14186
MODGPC14187,11-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł1,579.14",14187
MODGPC14188,06-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł743.35,14188
MODGPC14189,04-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł1,036.65",14189
MODGPC14190,07-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł538.81,14190
MODGPC14191,12-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł1,003.34",14191
MODGPC14192,03-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł1,123.55",14192
MODGPC14193,12-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł985.54,14193
MODGPC14194,05-Oct-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,Ł660.83,14194
MODGPC14195,05-Oct-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,Ł608.40,14195
MODGPC14196,11-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł1,620.00",14196
MODGPC14197,03-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł927.00,14197
MODGPC14198,13-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł1,112.40",14198
MODGPC14199,03-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł570.00,14199
MODGPC14200,11-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł772.92,14200
MODGPC14201,05-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł601.80,14201
MODGPC14202,11-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł733.49,14202
MODGPC14203,13-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł504.67,14203
MODGPC14204,04-Oct-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,Ł730.20,14204
MODGPC14205,04-Oct-11,"Office Stationery, Equipment and Su", QUICK COPY/REPRO SERVICES,Ł861.00,14205
MODGPC14206,05-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł3,959.57",14206
MODGPC14207,05-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł4,139.28",14207
MODGPC14208,05-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł4,141.01",14208
MODGPC14209,13-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,Ł790.92,14209
MODGPC14210,13-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,Ł994.37,14210
MODGPC14211,04-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,Ł818.69,14211
MODGPC14212,04-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,Ł818.69,14212
MODGPC14213,04-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,Ł790.92,14213
MODGPC14214,04-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,Ł730.62,14214
MODGPC14215,04-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,Ł683.34,14215
MODGPC14216,06-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,Ł771.65,14216
MODGPC14217,03-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł38,685.60",14217
MODGPC14218,12-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł7,523.64",14218
MODGPC14219,04-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł3,008.47",14219
MODGPC14220,04-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł2,628.10",14220
MODGPC14221,04-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł1,316.64",14221
MODGPC14222,04-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,Ł730.62,14222
MODGPC14223,04-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,Ł990.96,14223
MODGPC14224,04-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,Ł932.22,14224
MODGPC14225,04-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,Ł870.07,14225
MODGPC14226,10-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł561.58,14226
MODGPC14227,07-Oct-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,Ł659.36,14227
MODGPC14228,07-Oct-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,Ł845.65,14228
MODGPC14229,01-Oct-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,Ł540.22,14229
MODGPC14230,13-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł1,250.40",14230
MODGPC14231,05-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł1,065.29",14231
MODGPC14232,07-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł991.63,14232
MODGPC14233,04-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł568.08,14233
MODGPC14234,06-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł1,788.05",14234
MODGPC14235,07-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł585.60,14235
MODGPC14236,04-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł563.40,14236
MODGPC14237,11-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł739.70,14237
MODGPC14238,13-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł679.06,14238
MODGPC14239,10-Oct-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,Ł724.30,14239
MODGPC14240,06-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,Ł581.64,14240
MODGPC14241,07-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,Ł629.64,14241
MODGPC14242,04-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,Ł548.04,14242
MODGPC14243,12-Oct-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"Ł4,468.10",14243
MODGPC14244,06-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł1,600.65",14244
MODGPC14245,06-Oct-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"Ł1,452.00",14245
MODGPC14246,06-Oct-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"Ł1,014.00",14246
MODGPC14247,06-Oct-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"Ł5,640.00",14247
MODGPC14248,06-Oct-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"Ł2,434.80",14248
MODGPC14249,06-Oct-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"Ł11,826.00",14249
MODGPC14250,06-Oct-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"Ł1,128.00",14250
MODGPC14251,12-Oct-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,Ł570.24,14251
MODGPC14252,06-Oct-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,Ł751.68,14252
MODGPC14253,07-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł1,740.00",14253
MODGPC14254,04-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł703.20,14254
MODGPC14255,04-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł569.99,14255
MODGPC14256,13-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł581.52,14256
MODGPC14257,05-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł2,267.52",14257
MODGPC14258,05-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł1,499.12",14258
MODGPC14259,06-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł819.78,14259
MODGPC14260,11-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł2,311.34",14260
MODGPC14261,11-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł935.00,14261
MODGPC14262,11-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł871.70,14262
MODGPC14263,06-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł3,347.01",14263
MODGPC14264,10-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł934.57,14264
MODGPC14265,11-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł4,872.17",14265
MODGPC14266,11-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł1,371.17",14266
MODGPC14267,11-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł1,239.93",14267
MODGPC14268,13-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł2,182.53",14268
MODGPC14269,13-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł757.69,14269
MODGPC14270,07-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł4,733.47",14270
MODGPC14271,07-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł4,530.96",14271
MODGPC14272,06-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł4,898.96",14272
MODGPC14273,06-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł2,721.67",14273
MODGPC14274,06-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł942.28,14274
MODGPC14275,03-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł1,994.53",14275
MODGPC14276,03-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł1,727.29",14276
MODGPC14277,03-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł669.48,14277
MODGPC14278,03-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł2,226.21",14278
MODGPC14279,03-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł681.34,14279
MODGPC14280,13-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł544.81,14280
MODGPC14281,10-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł718.98,14281
MODGPC14282,12-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł576.00,14282
MODGPC14283,06-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,Ł921.78,14283
MODGPC14284,13-Oct-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,Ł500.00,14284
MODGPC14285,03-Oct-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,Ł500.00,14285
MODGPC14286,06-Oct-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,Ł500.00,14286
MODGPC14287,06-Oct-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,Ł515.00,14287
MODGPC14288,11-Oct-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,Ł900.00,14288
MODGPC14289,12-Oct-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,Ł500.00,14289
MODGPC14290,11-Oct-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,Ł750.00,14290
MODGPC14291,10-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł544.75,14291
MODGPC14292,12-Oct-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,Ł780.00,14292
