Department Family,Entity,Transaction Date,Expense Type,Expense Area,Supplier Name,Transaction Number, Amount 
DFID,DFID,08/10/2010,Aid to international organisations,Policy and Research Directorate,IBRD (HSBC)  C/O THE WORLD BANK,400122351,"500,000.00"
DFID,DFID,07/10/2010,Aid to international organisations,Policy and Research Directorate,FORUM FOR AGRICULTURAL RESEARCH IN AFRICA (FARA) (GBP),400122371,"48,174.20"
DFID,DFID,08/10/2010,Aid to civil society organisations / NGOs,Western Asia and Stabilisation Division,RedR UK,400122375,"150,223.85"
DFID,DFID,07/10/2010,Technical & Advisory services,Policy and Research Directorate,OXFORD POLICY MANAGEMENT,400122380,"26,734.45"
DFID,DFID,07/10/2010,Technical & Advisory services,Asia Division,WSP INTERNATIONAL LIMITED,400122389,"670,106.17"
DFID,DFID,07/10/2010,Technical & Advisory services,Asia Division,WSP INTERNATIONAL LIMITED,400122391,"116,204.72"
DFID,DFID,07/10/2010,Technical & Advisory services,Asia Division,WSP INTERNATIONAL LIMITED,400122391,"504,376.96"
DFID,DFID,08/10/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,THE UNIVERSITY OF MANCHESTER,400122396,"94,439.24"
DFID,DFID,07/10/2010,Technical & Advisory services,West and Southern Africa,Masdar (UK) Limited,400122403,"126,183.50"
DFID,DFID,08/10/2010,Aid to international organisations,International Relations Division, OECD,400122411,"30,000.00"
DFID,DFID,08/10/2010,Technical & Advisory services,East and Central Africa,ATOS CONSULTING LIMITED,400122660,"184,227.20"
DFID,DFID,08/10/2010,Technical & Advisory services,West and Southern Africa,CAMBRIDGE EDUCATION CONSUL,400122664,"31,951.06"
DFID,DFID,08/10/2010,Emergency / Humanitarian Assistance,Western Asia and Stabilisation Division,THE CROWN AGENTS,400122683,"229,431.68"
DFID,DFID,08/10/2010,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400122695,"218,437.23"
DFID,DFID,07/10/2010,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400122714,"63,284.07"
DFID,DFID,08/10/2010,Technical & Advisory services,West and Southern Africa,DAI EUROPE LIMITED,400122716,"129,317.36"
DFID,DFID,08/10/2010,Technical & Advisory services,Asia Division,GHK CONSULTING LTD,400122730,"17,412.00"
DFID,DFID,08/10/2010,Technical & Advisory services,Asia Division,GHK CONSULTING LTD,400122730,"43,385.00"
DFID,DFID,08/10/2010,Technical & Advisory services,Asia Division,Harewelle International Limited.,400122733,"80,567.90"
DFID,DFID,08/10/2010,Aid to civil society organisations / NGOs,Asia Division,Harewelle International Limited.,400122733,"1,219,988.47"
DFID,DFID,13/10/2010,Aid to international organisations,Asia Division,UNDP CONTRIBUTIONS GBP,400122734,"300,000.00"
DFID,DFID,13/10/2010,Technical & Advisory services,East and Central Africa,KPMG EAST AFRICA LTD,400122737,"49,144.00"
DFID,DFID,13/10/2010,Technical & Advisory services,East and Central Africa,KPMG EAST AFRICA LTD,400122737,"212,771.00"
DFID,DFID,13/10/2010,Technical & Advisory services,East and Central Africa,LIVERPOOL ASSOCIATES IN TROP. HEALTH,400122740,"228,190.66"
DFID,DFID,13/10/2010,Aid to civil society organisations / NGOs,Asia Division,WWF-UK,400122741,"74,442.43"
DFID,DFID,13/10/2010,Technical & Advisory services,West and Southern Africa,HTSPE LTD,400122873,"353,806.00"
DFID,DFID,13/10/2010,Technical & Advisory services,West and Southern Africa,HTSPE LTD,400122873,"497,304.43"
DFID,DFID,13/10/2010,Research & Development,Policy and Research Directorate,University Of Sussex,400122874,"90,938.40"
DFID,DFID,13/10/2010,Research & Development,West and Southern Africa,HEALTH PARTNERS INTERNATIONAL,400122875,"37,326.78"
DFID,DFID,13/10/2010,Technical & Advisory services,Policy and Research Directorate,THE IDL GROUP,400122878,"51,133.46"
DFID,DFID,13/10/2010,Technical & Advisory services,Policy and Research Directorate,THE IDL GROUP,400122878,"47,106.41"
DFID,DFID,13/10/2010,Direct Programme training / facilitation,Policy and Research Directorate,Interanalysis Limited,400122881,"118,473.20"
DFID,DFID,13/10/2010,Technical & Advisory services,Policy and Research Directorate,HEALTH PARTNERS INTERNATIONAL,400122883,"30,445.24"
DFID,DFID,13/10/2010,Technical & Advisory services,Policy and Research Directorate,HEALTH PARTNERS INTERNATIONAL,400122883,"2,435.62"
DFID,DFID,13/10/2010,Technical & Advisory services,Policy and Research Directorate,HEALTH PARTNERS INTERNATIONAL,400122886,"28,005.42"
DFID,DFID,13/10/2010,Technical & Advisory services,Policy and Research Directorate,HEALTH PARTNERS INTERNATIONAL,400122886,"2,240.43"
DFID,DFID,13/10/2010,Technical & Advisory services,Policy and Research Directorate,HEALTH PARTNERS INTERNATIONAL,400122887,"104,589.24"
DFID,DFID,13/10/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,THE TIDES FOUNDATION,400122892,"156,972.00"
DFID,DFID,14/10/2010,Accomodation costs,Asia Division,Jia Ao Real Extate Development,400122906,"50,225.42"
DFID,DFID,14/10/2010,Accomodation costs,Asia Division,Jia Ao Real Extate Development,400122906,"-8,818.99"
DFID,DFID,12/10/2010,Technical & Advisory services,East and Central Africa,ADAM SMITH INTERNATIONAL  LTD,400122931,"136,059.50"
DFID,DFID,14/10/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,Fairtrade Labelling Organizations International e.V.,400122932,"750,000.00"
DFID,DFID,13/10/2010,Accomodation costs,Human Resources Division,PLANNED MAINTENANCE ENGINEERING LTD,400122938,"26,022.73"
DFID,DFID,13/10/2010,Technical & Advisory services,West and Southern Africa,Cambridge  Education Limited,400122967,"1,019,514.88"
DFID,DFID,14/10/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,INTERNATIONAL HIV/AIDS ALLIANCE,400122970,"925,000.00"
DFID,DFID,14/10/2010,Aid to civil society organisations / NGOs,Asia Division,BRITISH COUNCIL (INDONESIA),400122980,"93,497.17"
DFID,DFID,14/10/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,SCIDEV.NET,400122983,"119,000.00"
DFID,DFID,14/10/2010,Research & Development,Policy and Research Directorate,GALV,400122989,"770,000.00"
DFID,DFID,13/10/2010,Emergency / Humanitarian Assistance,Western Asia and Stabilisation Division,THE CROWN AGENTS,400122990,"86,771.11"
DFID,DFID,14/10/2010,Aid to international organisations,Policy and Research Directorate,GLOBAL FORUM ON AGRICULTURAL RESEARCH,400122992,"260,000.00"
DFID,DFID,13/10/2010,Aid to partner government,Asia Division,THE CROWN AGENTS,400122995,"3,088,576.66"
DFID,DFID,13/10/2010,Aid to partner government,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400123002,"1,475,000.00"
DFID,DFID,13/10/2010,Aid to partner government,Asia Division,THE CROWN AGENTS,400123004,"3,288,384.63"
DFID,DFID,13/10/2010,Aid to partner government,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400123005,"4,050,000.00"
DFID,DFID,14/10/2010,Aid to civil society organisations / NGOs,Asia Division,MERCY CORPS,400123015,"81,387.00"
DFID,DFID,14/10/2010,Technical & Advisory services,West and Southern Africa,Pact Institute,400123016,"35,000.00"
DFID,DFID,14/10/2010,Emergency / Humanitarian Assistance,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",SAVE THE CHILDREN,400123018,"4,000,000.00"
DFID,DFID,14/10/2010,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",MAPACTION,400123038,"73,000.00"
DFID,DFID,14/10/2010,Aid to international organisations,Asia Division,IBRD (HSBC)  C/O THE WORLD BANK,400123044,"2,060,000.00"
DFID,DFID,13/10/2010,Technical & Advisory services,Asia Division,ISE STRATEGIES LTD,400123046,"29,183.67"
DFID,DFID,13/10/2010,Technical & Advisory services,Policy and Research Directorate,TROPICAL HEALTH EDUCATION TRUST,400123048,"79,086.79"
DFID,DFID,13/10/2010,Technical & Advisory services,West and Southern Africa,LIVERPOOL ASSOCIATES IN TROP. HEALTH,400123053,"39,347.64"
DFID,DFID,14/10/2010,Aid to civil society organisations / NGOs,Communications Division,THE CROWN AGENTS,400123057,"61,973.12"
DFID,DFID,13/10/2010,Research & Development,Policy and Research Directorate,LONDON SCHOOL OF HYGIENE AND TR,400123058,"72,479.80"
DFID,DFID,13/10/2010,"Property Repairs, Maintenance & Alterations",Human Resources Division,MILLER ROOFING LTD,400123079,"37,432.02"
DFID,DFID,14/10/2010,Technical & Advisory services,East and Central Africa,OXFAM,400123083,"66,761.00"
DFID,DFID,14/10/2010,Technical & Advisory services,East and Central Africa,OXFAM,400123083,"220,631.00"
DFID,DFID,14/10/2010,Aid to civil society organisations / NGOs,Communications Division,THE CROWN AGENTS,400123084,"40,979.22"
DFID,DFID,13/10/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,OVERSEAS DEVELOPMENT INSTITUTE (ODI),400123110,"292,500.00"
DFID,DFID,13/10/2010,Technical & Advisory services,Policy and Research Directorate,PRICEWATERHOUSECOOPERS,400123122,"314,197.00"
DFID,DFID,13/10/2010,Technical & Advisory services,West and Southern Africa,SCHOOL OF ORIENTAL & AFRICAN STUDIES,400123126,"62,249.91"
DFID,DFID,13/10/2010,Technical & Advisory services,West and Southern Africa,Society for Family  Health,400123128,"784,460.29"
DFID,DFID,15/10/2010,Research & Development,Policy and Research Directorate,Natural Environment Research Council,400123187,"40,461.00"
DFID,DFID,14/10/2010,Technical & Advisory services,East and Central Africa,OXFORD POLICY MANAGEMENT,400123206,"37,405.73"
DFID,DFID,14/10/2010,Technical & Advisory services,East and Central Africa,OXFORD POLICY MANAGEMENT,400123211,"60,541.95"
DFID,DFID,15/10/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,ONE WORLD ACTION,400123305,"272,500.00"
DFID,DFID,15/10/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,ONE WORLD ACTION,400123305,"42,500.00"
DFID,DFID,15/10/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,INTERNATIONAL INSTITUTE FOR ENVIRO,400123324,"185,000.00"
DFID,DFID,15/10/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,ACTIONAID,400123335,"965,000.00"
DFID,DFID,15/10/2010,Technical & Advisory services,Policy and Research Directorate,NATHAN EME LTD,400123394,"42,467.41"
DFID,DFID,14/10/2010,Staff training & Conferences,Policy and Research Directorate,HLSP LIMITED,400123395,"35,973.27"
DFID,DFID,15/10/2010,Technical & Advisory services,West and Southern Africa,MALARIA CONSORTIUM,400123398,"214,106.00"
DFID,DFID,15/10/2010,Technical & Advisory services,West and Southern Africa,MALARIA CONSORTIUM,400123398,"54,540.00"
DFID,DFID,14/10/2010,Research & Development,Policy and Research Directorate,LONDON SCHOOL OF HYGIENE AND TR,400123399,"185,486.40"
DFID,DFID,15/10/2010,Aid to international organisations,Asia Division,IBRD HSBC T,400123425,"4,000,000.00"
DFID,DFID,15/10/2010,Aid to international organisations,International Relations Division, UNICEF,400123437,"10,500,000.00"
DFID,DFID,14/10/2010,Technical & Advisory services,West and Southern Africa,PRICEWATERHOUSECOOPERS,400123445,"162,667.00"
DFID,DFID,14/10/2010,Technical & Advisory services,West and Southern Africa,PRICEWATERHOUSECOOPERS,400123445,"50,713.00"
DFID,DFID,15/10/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,KPMG DEVELOPMENT SERVICE,400123458,"499,010.00"
DFID,DFID,15/10/2010,Research & Development,Policy and Research Directorate,SAFOD,400123461,"88,412.00"
DFID,DFID,18/10/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,PROGRESSIO,400123554,"890,000.00"
DFID,DFID,18/10/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,AGA KHAN FOUNDATION (UK),400123607,"148,750.00"
DFID,DFID,18/10/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,WORLD VISION UNITED KINGDOM,400123631,"672,500.00"
DFID,DFID,18/10/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,TRADES UNION CONGRESS,400123638,"300,000.00"
DFID,DFID,18/10/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,WATERAID,400123649,"255,000.00"
DFID,DFID,18/10/2010,Technical & Advisory services,Policy and Research Directorate,HEALTH PARTNERS INTERNATIONAL,400123651,"119,099.61"
DFID,DFID,18/10/2010,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Urgent Action Fund For Women's Human Rights (UAF),400123664,"40,967.00"
DFID,DFID,15/10/2010,Technical & Advisory services,Policy and Research Directorate,WSP INTERNATIONAL LIMITED,400123710,"49,530.00"
DFID,DFID,18/10/2010,Aid to international organisations,Policy and Research Directorate,GTZ GmBH Eschborn,400123712,"100,000.00"
DFID,DFID,15/10/2010,Technical & Advisory services,Western Asia and Stabilisation Division,HLSP LIMITED,400123730,"52,947.43"
DFID,DFID,15/10/2010,Technical & Advisory services,West and Southern Africa,HTSPE LTD,400123738,"48,989.93"
DFID,DFID,18/10/2010,Aid to international organisations,Policy and Research Directorate,UNOPS (ACCESS SUPPORT TEAM PROJECT),400123744,"500,000.00"
DFID,DFID,18/10/2010,Research & Development,Policy and Research Directorate,GBS Re DFID Third Party Monies,400123751,"45,116.01"
DFID,DFID,15/10/2010,Aid to international organisations,Policy and Research Directorate,BIOVERSITY NTERNATIONAL,400123766,"135,000.00"
DFID,DFID,18/10/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,STAKEHOLDER FORUM,400123769,"41,700.00"
DFID,DFID,18/10/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,ACTION ON DISABILITY AND DE,400123800,"260,000.00"
DFID,DFID,18/10/2010,Technical & Advisory services,Asia Division,GRM INTERNATIONAL LTD,400123804,"169,319.26"
DFID,DFID,15/10/2010,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400123807,"36,523.20"
DFID,DFID,15/10/2010,Aid to partner government,Asia Division,THE CROWN AGENTS,400123808,"218,424.39"
DFID,DFID,15/10/2010,Technical & Advisory services,Western Asia and Stabilisation Division,THE CROWN AGENTS,400123811,"45,881.40"
DFID,DFID,15/10/2010,Technical & Advisory services,West and Southern Africa,GRM INTERNATIONAL LTD,400123816,"92,096.17"
DFID,DFID,15/10/2010,Technical & Advisory services,West and Southern Africa,HTSPE LTD,400123820,"185,963.30"
DFID,DFID,19/10/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,Center for International Forestry Research (CIFOR),400123910,"40,322.00"
DFID,DFID,19/10/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,The Rights & Resources Group,400123944,"492,820.07"
DFID,DFID,15/10/2010,Technical & Advisory services,Asia Division,OPTIONS CONSULTANCY SERVICES LIMITED,400123951,"73,347.00"
DFID,DFID,15/10/2010,Technical & Advisory services,Asia Division,OPTIONS CONSULTANCY SERVICES LIMITED,400123954,"52,149.00"
DFID,DFID,15/10/2010,Technical & Advisory services,Policy and Research Directorate,Magdelena Kropiwnicka,400123955,"25,256.75"
DFID,DFID,19/10/2010,Aid to international organisations,Policy and Research Directorate,CABI,400123956,"300,000.00"
DFID,DFID,19/10/2010,Aid to civil society organisations / NGOs,East and Central Africa,GOAL,400123976,"444,825.00"
DFID,DFID,15/10/2010,Research & Development,Policy and Research Directorate,SAFOD,400123980,"95,691.00"
