Posted Date,Internal Voucher Number,Invoice Line Amount Net GBP,Supplier Name,Account Code
28/10/2016,8212449,179292.17,FCO SERVICES,Air Freight Dip Bags - Freight & Clearance Charges
28/10/2016,8213446,51186.85,FCO SERVICES,Air Freight Dip Bags - Freight & Clearance Charges
31/10/2016,8219636,49796.87,FCO SERVICES,Air Freight Dip Bags - Freight & Clearance Charges
28/10/2016,8213433,31191.75,FCO SERVICES,Air Freight Dip Bags - Freight & Clearance Charges
28/10/2016,8213473,406037,BOUYGUES CONSTRUCTION NIGERIA LIMITED,Assets Under Construction (Oracle PA Control Account)
31/10/2016,8220435,259816,JAGUAR LAND ROVER LIMITED,Assets Under Construction (Oracle PA Control Account)
10/10/2016,7985429,240638.11,GILBERT ASH LIMITED,Assets Under Construction (Oracle PA Control Account)
19/10/2016,8084486,221509.96,ALEXANDER WOLF AND SON,Assets Under Construction (Oracle PA Control Account)
25/10/2016,8155458,143059.53,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
28/10/2016,8213450,118434,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
14/10/2016,8037641,117869.53,OROSTREAM INTERNATIONAL CONTRACTS LTD,Assets Under Construction (Oracle PA Control Account)
26/10/2016,8164467,90630,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
25/10/2016,8155456,82000,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
26/10/2016,8162470,81619.93,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
03/10/2016,7908582,80000,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
17/10/2016,8047595,72186.7,CORE M AND E SERVICES LIMITED,Assets Under Construction (Oracle PA Control Account)
13/10/2016,8031492,69542.02,KENT CONSTRUCTION LIMITED,Assets Under Construction (Oracle PA Control Account)
25/10/2016,8155454,65000,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
18/10/2016,8065510,53324.72,GLOBAL LUXURY IMPORTS LIMITED,Assets Under Construction (Oracle PA Control Account)
14/10/2016,8038449,51416.86,S MACNEILLIE & SON LTD,Assets Under Construction (Oracle PA Control Account)
03/10/2016,7908530,48883.5,TURNER AND TOWNSEND PROPERTY SERVICES,Assets Under Construction (Oracle PA Control Account)
14/10/2016,8037780,47759.28,S MACNEILLIE & SON LTD,Assets Under Construction (Oracle PA Control Account)
20/10/2016,8097479,44276.94,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
11/10/2016,7993674,41023,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
10/10/2016,7977453,38683,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
21/10/2016,8114650,37432.6,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
25/10/2016,8155467,36294.36,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
24/10/2016,8129540,30101.84,NAVANA TOYOTA 3S CENTER,Assets Under Construction (Oracle PA Control Account)
03/10/2016,7908623,30000,COMPUTACENTER UK LTD,Assets Under Construction (Oracle PA Control Account)
17/10/2016,8047465,29533.5,CAPITA PROPERTY AND INFRASTRUCTURE LTD,Assets Under Construction (Oracle PA Control Account)
03/10/2016,7908583,27322,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
20/10/2016,8097485,27136.3,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
03/10/2016,7908546,26666.31,COMPUTACENTER UK LTD,Assets Under Construction (Oracle PA Control Account)
21/10/2016,8114647,25233.13,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
20/10/2016,8096626,50383.44,SKA INTERNATIONAL GROUP,Catering Services
03/10/2016,7907495,41986.9,SKA INTERNATIONAL GROUP,Catering Services
27/10/2016,8195435,158238.66,H M EXCHEQUER,CFER Payments to The Exchequer (CSC Use Only)
26/10/2016,8169567,123343.47,THE ROYAL BANK OF SCOTLAND,Children's Concessionary Journeys
14/10/2016,8039434,32069.42,EUROPEAN BANK FOR CONSTRUCTION + DEVELOPMENT,Climate Change Levy
24/10/2016,8129487,90480.64,EDENRED,Consolidated Volunteer Contribution
25/10/2016,8155462,181976.54,FCO SERVICES,Construction Project more than £10k
04/10/2016,7924638,164113.38,FCO SERVICES,Construction Project more than £10k
18/10/2016,8070677,99748.02,INTERSERVE FM LTD,Construction Project more than £10k
19/10/2016,8084438,96678.11,NORTHCREST RESTORATION INC,Construction Project more than £10k
26/10/2016,8170428,44999.8,CONSTRUCCIONES ILGAEN,Construction Project more than £10k
07/10/2016,7957524,31487.85,ARTEOS GMBH,Construction Project more than £10k
10/10/2016,7975498,30917.89,ANGUS MIDDLE EAST LLC,Construction Project more than £10k
18/10/2016,8070681,27450,INTERSERVE FM LTD,Construction Project more than £10k
01/10/2016,7993646,2605573.95,THE ROYAL BANK OF SCOTLAND,Corporate Credit Card Clearing Account
03/10/2016,7993646,50639.08,THE ROYAL BANK OF SCOTLAND,Corporate Credit Card Clearing Account
02/10/2016,7993646,31556.56,THE ROYAL BANK OF SCOTLAND,Corporate Credit Card Clearing Account
12/10/2016,8012606,39872.34,JENAN ASIA COMPANY,Costs Associated with the Disposal of Capitalised Assets
24/10/2016,8145472,36060.39,MAKARIM AND TAIRA S,Costs Associated with the Disposal of Capitalised Assets
12/10/2016,8018451,84677.43,GOVERNMENT COMMUNICATIONS BUREAU  ADMIN A/C 6253,Customer Refund Account
26/10/2016,8173433,43944.87,CABINET OFFICE,Customer Refund Account
28/10/2016,8211470,451739.35,CABINET OFFICE,Early Retirement Costs (Pre VES)
26/10/2016,8169587,221988.89,CABINET OFFICE,Early Retirement Costs (Pre VES)
24/10/2016,8144438,189313.02,CABINET OFFICE,Early Retirement Costs (Pre VES)
28/10/2016,7569425,-568918.1,CABINET OFFICE,Early Retirement Costs (Pre VES)
10/10/2016,7986434,208723.11,LONDON ENERGY,Electricity Non-Residential
10/10/2016,7986461,31192.39,LONDON ENERGY,Electricity Non-Residential
27/10/2016,8186492,-33000,DMS AFRICA,Estates - Other Machinery and Equipment
07/10/2016,7959464,194437.93,KELLOGG BROWN & ROOT LTD,Estates Management Services
26/10/2016,8164599,192252.62,KELLOGG BROWN & ROOT LTD,Estates Management Services
07/10/2016,7959486,191688.79,KELLOGG BROWN & ROOT LTD,Estates Management Services
07/10/2016,7959470,191462.8,KELLOGG BROWN & ROOT LTD,Estates Management Services
26/10/2016,8169479,173116.32,OVERSEAS SUPPLY SERVICES LTD,Estates Management Services
05/10/2016,7928608,106765.76,HEALIX INTERNATIONAL LTD,FCO Healthcare Scheme
14/10/2016,8034885,94784.86,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
14/10/2016,8034908,36471.55,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
14/10/2016,8034897,25231.32,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
18/10/2016,8070667,35033.28,INTERSERVE FM LTD,FM Interserve Works
14/10/2016,8039430,2050000,ISS FACILITY SERVICES LTD FCO OP - POE,FMCU POE Trust Account Debtor
28/10/2016,8212454,36200.12,FCO SERVICES,Freight & Customs Clearance Charges
10/10/2016,7983519,26817.13,PACE FUELCARE LIMITED,Fuel Oil Non-Residential
10/10/2016,7983518,26714.83,PACE FUELCARE LIMITED,Fuel Oil Non-Residential
31/10/2016,8219476,70927.58,NAJMI SONS AND BROTHERS LTD,Fuel Oil Residential
17/10/2016,8043568,51588.85,NAJMI SONS AND BROTHERS LTD,Fuel Oil Residential
06/10/2016,7931278,26610.72,NEW ERA OIL AND GAS,Fuel Oil Residential
18/10/2016,8077451,47600,DELOITTE CONSULTING LLP,General Information Services
28/10/2016,8203478,42124.94,NIKKEI BP AD PARTNERS INC,General Information Services
01/10/2016,7320921,30000,CARAT,General Information Services
12/10/2016,8012817,125354.52,PICKFORDS MOVE MANAGEMENT LTD,Heavy Baggage
12/10/2016,8012816,56313.83,PICKFORDS MOVE MANAGEMENT LTD,Heavy Baggage
12/10/2016,8012756,41144.89,PICKFORDS MOVE MANAGEMENT LTD,Heavy Baggage
12/10/2016,8010458,37411.58,PICKFORDS MOVE MANAGEMENT LTD,Heavy Baggage
12/10/2016,8012749,33881.08,PICKFORDS MOVE MANAGEMENT LTD,Heavy Baggage
12/10/2016,8012759,31522.8,PICKFORDS MOVE MANAGEMENT LTD,Heavy Baggage
12/10/2016,8012853,30466.07,PICKFORDS MOVE MANAGEMENT LTD,Heavy Baggage
12/10/2016,8013455,29465.89,PICKFORDS MOVE MANAGEMENT LTD,Heavy Baggage
04/10/2016,7924613,46126.64,HEATHROW TRAVEL CARE,Human Rights : Assistance Policy
24/10/2016,8131680,127276.22,COMPUTACENTER UK LTD,Information Systems Implementation
11/10/2016,7994490,35021,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,Information Systems Implementation
18/10/2016,8070462,29036.7,COMPUTACENTER UK LTD,Information Systems Implementation
27/10/2016,8186428,75000,FCO SERVICES,Information Systems Maintenance
28/10/2016,8211510,58222.81,VODAFONE LTD,Information Systems Maintenance
20/10/2016,8097472,41187.5,FCO SERVICES,Information Systems Maintenance
31/10/2016,8219622,40684,IIZUKA,Information Systems Maintenance
11/10/2016,7998455,34558,WORLDREACH SOFTWARE CORPORATION,Information Systems Maintenance
18/10/2016,8070430,32931.5,FCO SERVICES,Information Systems Maintenance
19/10/2016,8084541,31483.5,FCO SERVICES,Information Systems Maintenance
04/10/2016,7917542,26302.5,MAZEPOINT LTD,Information Systems Maintenance
10/10/2016,7973426,101557.99,CHP CASHBOX TOP UP,Interbank Transfers/Withdrawals
18/10/2016,8065577,36163.75,CHP CASHBOX TOP UP,Interbank Transfers/Withdrawals
10/10/2016,7987441,268813.54,COUNCIL OF THE EUROPEAN UNION,Interpreter Fees
10/10/2016,7987446,131856.34,COUNCIL OF THE EUROPEAN UNION,Interpreter Fees
18/10/2016,8071465,-25031.56,HOME OFFICE,Inward Secondments
24/10/2016,8131439,693031,COMPUTACENTER UK LTD,IT/IS Consultancy
26/10/2016,8169570,378449.02,VODAFONE LTD CABLE AND WIRELESS UK,IT/IS Consultancy
11/10/2016,7994425,180387.99,CAPGEMINI UK PLC,IT/IS Consultancy
24/10/2016,8131453,83208,COMPUTACENTER UK LTD,IT/IS Consultancy
24/10/2016,8131435,47744,COMPUTACENTER UK LTD,IT/IS Consultancy
24/10/2016,8131445,40134,COMPUTACENTER UK LTD,IT/IS Consultancy
19/10/2016,8088429,31613.01,COMPUTACENTER UK LTD,IT/IS Consultancy
07/10/2016,7955427,30000,FUJITSU SERVICES LIMITED,IT/IS Consultancy
27/10/2016,8187456,25485.18,COMPUTACENTER UK LTD,IT/IS Consultancy
17/10/2016,8047503,25062,AGILE BYTE LIMITED,IT/IS Consultancy
18/10/2016,8071558,-31888.22,HEWLETT PACKARD LTD,IT/IS Consultancy
31/10/2016,8219511,40027.92,CAPITA BUSINESS SERVICES LTD,Language Exams (excl Hays)
27/10/2016,8186446,109920.03,LANGUAGE SERVICES DIRECT,Language Tuition: Essential
27/10/2016,8186432,54251.34,LANGUAGE SERVICES DIRECT,Language Tuition: Essential
03/10/2016,7907471,124169.38,GOVERNMENT LEGAL DEPARTMENT,Legal Consultancy
28/10/2016,8206431,27044.08,KLEIN AND GODDARD ASSOCIES,Legal Consultancy
26/10/2016,8160515,54771.51,HARIS ENTERPRISES PVT LTD,Local Guards
07/10/2016,7969424,52543.8,RANGER PROTECTION AND SECURITY COMPANY LTD,Local Guards
18/10/2016,8077439,39310.52,SECURITAS SAC,Local Guards
24/10/2016,8133427,37825,COVA SECURITY GATES LIMITED,Local Guards
19/10/2016,8091425,35345.95,SEBHATU AND SONS PROPERTY ADMINISTRATION AND SECURITY SERVICE PLC,Local Guards
06/10/2016,7931346,30390.92,G4S SECURITY SERIVICES GHANA LTD,Local Guards
18/10/2016,8065541,29986.3,TEAM 3 LIMITED,Local Guards
06/10/2016,7931339,29677.97,G4S SECURITY SERIVICES GHANA LTD,Local Guards
25/10/2016,8152568,28762.96,HARIS ENTERPRISES PVT LTD,Local Guards
14/10/2016,8040552,27695.33,AVARN SECURITY OY,Local Guards
18/10/2016,8067497,25846.55,G4S SECURITY SERVICES,Local Guards
26/10/2016,8160501,25827.4,ULTIMATE SECURITY TANZANIA LTD,Local Guards
06/10/2016,7933444,25559.3,G4S SECURE SOLUTIONS INT JORDAN,Local Guards
13/10/2016,8026699,129621.41,FCO SERVICES,Misc Security Payments
19/10/2016,8087530,53278,ALLEN VANGUARD LTD,Misc Security Payments
10/10/2016,7984434,40480,VESTGUARD UK LTD,Misc Security Payments
10/10/2016,7984436,40480,VESTGUARD UK LTD,Misc Security Payments
13/10/2016,8026702,40000,FCO SERVICES,Misc Security Payments
27/10/2016,8186427,36863.64,FCO SERVICES,Misc Security Payments
19/10/2016,8081429,124628.57,BRITISH CENTERS FOR BUSINESS OVERSEAS LIMITED (DUBAI BRANCH),Miscellaneous Expenditure: inc subscriptions and equipment maintenance
27/10/2016,8186515,40102.66,CAMERA DE COMERT BRITANICA ROMANA,Miscellaneous Expenditure: inc subscriptions and equipment maintenance
27/10/2016,8186518,29463.36,CAMERA DE COMERT BRITANICA ROMANA,Miscellaneous Expenditure: inc subscriptions and equipment maintenance
13/10/2016,8031656,197813.19,DEFENCE BUSINESS SERVICES FINANCE,Mod Guarding Services Residential
04/10/2016,7925005,7458930.91,HMRC HM REVENUE AND CUSTOMS,Multiple Accounts
04/10/2016,7924994,4850741.19,CABINET OFFICE,Multiple Accounts
17/10/2016,8062446,1955860.42,THE ROYAL BANK OF SCOTLAND,Multiple Accounts
28/10/2016,8211509,1586209.29,VODAFONE LTD,Multiple Accounts
26/10/2016,8164617,848851.38,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,Multiple Accounts
26/10/2016,8169600,709272.56,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
27/10/2016,8187431,568625.43,ARTEOS GMBH,Multiple Accounts
18/10/2016,8070717,479431.14,INTERSERVE FM LTD,Multiple Accounts
14/10/2016,8038574,444170.11,SECUREX AGENCIES LTD,Multiple Accounts
28/10/2016,8211441,273655.1,PLAZA TOWER LLC,Multiple Accounts
28/10/2016,8210492,259544.03,845 THIRD LP,Multiple Accounts
14/10/2016,8034868,257119.63,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
10/10/2016,7976523,228669.95,DFID DEPT INTERNATIONAL DEVELOPMENT,Multiple Accounts
26/10/2016,8169601,227928.8,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
19/10/2016,8084466,215957,AEGIS DEFENCE SERVICES LTD,Multiple Accounts
28/10/2016,8206445,209546.56,URSSAF,Multiple Accounts
13/10/2016,8027710,191951.1,KPMG FIDUCIAIRE,Multiple Accounts
20/10/2016,8096610,182087.17,WETA WORKSHOP,Multiple Accounts
26/10/2016,8169598,181439.07,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
12/10/2016,8012651,168604.31,HOTELLINE FOR TOURISTIC INVESTMENT LTD,Multiple Accounts
25/10/2016,8153453,164773.35,SEGURIDAD SOCIAL,Multiple Accounts
10/10/2016,7975493,155997.2,SEGURIDAD SOCIAL,Multiple Accounts
27/10/2016,8182433,131413.85,SINVEST HARMINCAD 6 KFT,Multiple Accounts
26/10/2016,8169612,131196.89,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
12/10/2016,8008607,126079.88,RESO GARANTIA OSAO,Multiple Accounts
26/10/2016,8162430,125112.83,ADP,Multiple Accounts
26/10/2016,8162467,124008.54,ADP,Multiple Accounts
14/10/2016,8034872,123782.12,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
26/10/2016,8169604,121448.38,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
14/10/2016,8034878,118328.73,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
20/10/2016,8107426,115950.55,SDK LE STAFF PAY,Multiple Accounts
14/10/2016,8034892,109812.46,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
26/10/2016,8169605,109259.71,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
06/10/2016,7934494,102647.91,THE ROYAL BANK OF SCOTLAND,Multiple Accounts
26/10/2016,8169606,100707.19,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
19/10/2016,8081433,99781.85,DAW WAI WAI,Multiple Accounts
19/10/2016,8084524,96462.5,VOYA FINANCIAL,Multiple Accounts
21/10/2016,8112858,96212.02,BHC INDIA STAFF PROVIDENT FUND,Multiple Accounts
04/10/2016,7924909,93096.74,VOYA FINANCIAL,Multiple Accounts
26/10/2016,8169609,91974.5,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
26/10/2016,8166426,88953.91,CONTRIBUTORY PROVIDENT FUND,Multiple Accounts
24/10/2016,8131589,88165.82,SSK,Multiple Accounts
26/10/2016,8169602,76980.65,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
28/10/2016,8206454,76398.36,IRISH LIFE,Multiple Accounts
28/10/2016,8213475,74379.6,AETNA,Multiple Accounts
14/10/2016,8034863,73538.34,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
20/10/2016,8096627,72851.51,SKA INTERNATIONAL GROUP,Multiple Accounts
28/10/2016,8209448,72152.08,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,Multiple Accounts
18/10/2016,8070553,68518.29,INTERSERVE FM LTD,Multiple Accounts
14/10/2016,8034853,68441.42,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
18/10/2016,8065436,67867.82,HUSSAMEDDIN ELIAS SIAM,Multiple Accounts
24/10/2016,8131578,65310.33,SSK,Multiple Accounts
26/10/2016,8169431,64365.79,SISTEMA INTEGRADO MULTIPLE DE PAGOS,Multiple Accounts
28/10/2016,8208529,63826.51,ARB LE STAFF PAY,Multiple Accounts
20/10/2016,8100571,63490.91,AETNA,Multiple Accounts
24/10/2016,8126760,63448.56,BRITISH SCHOOL SOCIETY,Multiple Accounts
18/10/2016,8070507,62218.09,INTERSERVE FM LTD,Multiple Accounts
03/10/2016,7907437,62175.37,HMRC HM REVENUE AND CUSTOMS,Multiple Accounts
21/10/2016,8114505,60907.33,SOUTH REVENUE SERVICE,Multiple Accounts
21/10/2016,8116455,60224.17,STANDARD BANK OF MALAWI,Multiple Accounts
21/10/2016,8112521,58967.68,IESCO,Multiple Accounts
19/10/2016,8085432,58353.28,IKA,Multiple Accounts
14/10/2016,8038541,57915.33,INTERSERVE FM LTD,Multiple Accounts
26/10/2016,8169597,56444.24,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
20/10/2016,8096469,56233.34,DAW NANDA HMUN,Multiple Accounts
26/10/2016,8169596,55377.7,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
18/10/2016,8070651,53016.54,INTERSERVE FM LTD,Multiple Accounts
14/10/2016,8034873,51260.99,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
14/10/2016,8034905,50807.76,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
25/10/2016,8157448,48709.1,URSSAF,Multiple Accounts
25/10/2016,8157515,46903.17,COLLIERS INTERNATIONAL,Multiple Accounts
26/10/2016,8169592,46123.72,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
24/10/2016,8129512,45092.16,SOCIAL SECURITY CONTRIBTN AUTHORITY,Multiple Accounts
19/10/2016,8088517,44215.67,MARKAZ GULF REAL ESTATE FUND,Multiple Accounts
26/10/2016,8163445,44000,UNIVERSITY OF LONDON,Multiple Accounts
20/10/2016,8097460,42256.22,DUBAI ELECTRICITY AND WATER AUTHORITY,Multiple Accounts
14/10/2016,8034870,42235.06,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
06/10/2016,7944481,41291.13,AETNA,Multiple Accounts
24/10/2016,8126771,41082.18,SAUDI CONSOLIDATED ELECTRIC CO,Multiple Accounts
03/10/2016,7908712,40822.91,VODAFONE LTD,Multiple Accounts
25/10/2016,8157510,39541.38,BRICKELL BAY TOWER LTD,Multiple Accounts
18/10/2016,8067454,39142.88,AETNA,Multiple Accounts
14/10/2016,8034879,39005.29,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
21/10/2016,8114450,38703.61,INSTITUTO DE GESTAO FINANCEIRA DA SEGURANCA SOCIAL,Multiple Accounts
25/10/2016,8153495,38685.38,WIENER GEBIETSKRANKENKASSE,Multiple Accounts
26/10/2016,8169611,38395.39,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
28/10/2016,8208561,38359.06,ENI GAS AND POWER NV SA,Multiple Accounts
18/10/2016,8067469,38338.69,A T AND T MOBILITY,Multiple Accounts
19/10/2016,8082457,37955.16,SHREE NAMAN DEVELOPERS LIMITED,Multiple Accounts
14/10/2016,8034906,37536.96,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
18/10/2016,8067425,37313.35,DATACOM EMPLOYER SERVICES,Multiple Accounts
26/10/2016,8169603,37176.45,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
26/10/2016,8169614,36572.63,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
26/10/2016,8174443,35891.8,PUBLICACIONES SEMANA,Multiple Accounts
28/10/2016,8208479,35424.93,ONE SANSOME PROPERTY LLC,Multiple Accounts
25/10/2016,8153497,35370.02,IBTC PENSION MANAGERS LTD,Multiple Accounts
14/10/2016,8034877,35315.89,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
18/10/2016,8070519,34847.94,INTERSERVE FM LTD,Multiple Accounts
14/10/2016,8033425,34513.72,CENTRAL PROVIDENT FUND BOARD,Multiple Accounts
11/10/2016,7990518,34062.09,TANMEYA NATIONAL DEVELOPMENT REAL ESTATE INV LLC,Multiple Accounts
18/10/2016,8070666,33545.72,INTERSERVE FM LTD,Multiple Accounts
05/10/2016,7929617,33086.88,AETNA,Multiple Accounts
25/10/2016,8148446,32909.02,DATACOM EMPLOYER SERVICES,Multiple Accounts
05/10/2016,7928618,32688.82,BANCO VENEZOLANO DE CREDITO,Multiple Accounts
18/10/2016,8070567,32414.02,INTERSERVE FM LTD,Multiple Accounts
17/10/2016,8044432,31497.35,JORDAN ELECTRIC POWER CO,Multiple Accounts
18/10/2016,8070489,31266.49,INTERSERVE FM LTD,Multiple Accounts
26/10/2016,8169595,31175.39,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
19/10/2016,8081444,31016.96,KIDMAH LLC,Multiple Accounts
18/10/2016,8070515,30401.06,INTERSERVE FM LTD,Multiple Accounts
26/10/2016,8169599,29582.48,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
31/10/2016,8221451,29565.89,AETNA,Multiple Accounts
27/10/2016,8187433,29246.65,DISCOVERY MEDICAL AID,Multiple Accounts
01/10/2016,7903428,27869.98,DISCOVERY MEDICAL AID,Multiple Accounts
03/10/2016,7906434,27855.81,MERITAIN HEALTH,Multiple Accounts
18/10/2016,8065480,27465.38,DHAKA ELECTRIC SUPPLY CO,Multiple Accounts
11/10/2016,7994483,27339.29,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,Multiple Accounts
